Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Carrier Colour,Temporary Location Note,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhpr:9886,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:9886/N,64ef04c5-12ef-543d-b233-15c7003c0480,BE-ANN07/pr/000002074,Japanese paper (handmade paper),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/64ef04c5-12ef-543d-b233-15c7003c0480,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:8281,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:8281/N,d89b335d-5a0e-5b72-8cdc-d9e4d283f342,BE-ANN07/pr/000001486,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d89b335d-5a0e-5b72-8cdc-d9e4d283f342,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:5149,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:5149/N,e83571c8-c5f5-59d7-9bd5-ef9c3acf7236,BE-ANN07/pr/000000897,paper (fiber product),white (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e83571c8-c5f5-59d7-9bd5-ef9c3acf7236,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:2376,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:2376/N,0c85c822-7dc8-5d48-b114-1ed4f6adba58,BE-ANN07/pr/000000210,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0c85c822-7dc8-5d48-b114-1ed4f6adba58,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:9869,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:9869/N,b403e53a-4f6b-5bd1-9851-83e0aba291c5,BE-ANN07/pr/000002057,Japanese paper (handmade paper),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b403e53a-4f6b-5bd1-9851-83e0aba291c5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:10658,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:10658/N,ae20cba4-08cb-5e08-b621-a969faf4d234,BE-ANN07/pr/000002837,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ae20cba4-08cb-5e08-b621-a969faf4d234,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:12665,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:12665/N,5c2db444-b91c-5a64-98aa-cef508e24d67,BE-ANN07/pr/000004818,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5c2db444-b91c-5a64-98aa-cef508e24d67,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:12235,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:12235/N,3112c32b-b24e-56e3-a9d1-04f91abfc174,BE-ANN07/pr/000004393,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3112c32b-b24e-56e3-a9d1-04f91abfc174,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:9490,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:9490/N,4e97b39b-ff41-5926-a514-dc55053dd134,BE-ANN07/pr/000001681,paper (fiber product),ivory (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4e97b39b-ff41-5926-a514-dc55053dd134,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:6765,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:6765/N,5e6a8294-1137-58d4-95a9-c72fee7085fb,BE-ANN07/pr/000001247,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5e6a8294-1137-58d4-95a9-c72fee7085fb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:3567,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:3567/N,b393be5b-b114-5304-8ace-76a439dcc750,BE-ANN07/pr/000000571,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b393be5b-b114-5304-8ace-76a439dcc750,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:11049,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:11049/N,d3d57319-89ab-5d32-be3c-9b42bb02619b,BE-ANN07/pr/000003212,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d3d57319-89ab-5d32-be3c-9b42bb02619b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:6335,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:6335/N,73a56bb1-3a84-5812-917d-207184de7ac2,BE-ANN07/pr/000001067,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/73a56bb1-3a84-5812-917d-207184de7ac2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:4308,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:4308/N,6549e301-9eae-5551-bb7e-4d4578dd3e99,BE-ANN07/pr/000000766,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6549e301-9eae-5551-bb7e-4d4578dd3e99,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:11419,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:11419/N,04b2dd70-6755-5894-b4f4-95c7c8601052,BE-ANN07/pr/000003581,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/04b2dd70-6755-5894-b4f4-95c7c8601052,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:11337,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:11337/N,82de0c79-9744-5b0f-a575-24ed5b8637f6,BE-ANN07/pr/000003499,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/82de0c79-9744-5b0f-a575-24ed5b8637f6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:1624,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:1624/N,946c174b-2202-5dc0-a428-28779870f6f3,BE-ANN07/pr/000000063,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/946c174b-2202-5dc0-a428-28779870f6f3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:3619,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:3619/N,929eb566-d2bc-54e4-b36f-bc49c7ee9434,BE-ANN07/pr/000000596,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/929eb566-d2bc-54e4-b36f-bc49c7ee9434,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:11767,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:11767/N,38d35917-6cac-5b1a-8801-45b74e7e45b0,BE-ANN07/pr/000003929,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/38d35917-6cac-5b1a-8801-45b74e7e45b0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:9644,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:9644/N,8e034a9e-d111-58de-83b2-4a01cdef0bfe,BE-ANN07/pr/000001830,paper (fiber product),ivory (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8e034a9e-d111-58de-83b2-4a01cdef0bfe,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:10875,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:10875/N,56109225-1ba7-5721-b1e7-89b200cad35f,BE-ANN07/pr/000003039,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/56109225-1ba7-5721-b1e7-89b200cad35f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:3249,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:3249/N,fdc05178-4958-53c3-8780-268d45f31ef2,BE-ANN07/pr/000000468,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fdc05178-4958-53c3-8780-268d45f31ef2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:10526,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:10526/N,9a34995f-4c40-578e-9591-5770a2ace254,BE-ANN07/pr/000002707,paper (fiber product),cream (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9a34995f-4c40-578e-9591-5770a2ace254,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:10176,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:10176/N,a7d9bbe3-b78f-5b2e-9803-324085136947,BE-ANN07/pr/000002365,Japanese paper (handmade paper),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a7d9bbe3-b78f-5b2e-9803-324085136947,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:2458,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:2458/N,935dd29f-6fca-56f0-9e9e-d1ba89c05b68,BE-ANN07/pr/000000245,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/935dd29f-6fca-56f0-9e9e-d1ba89c05b68,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:5667,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:5667/N,d6d5ebee-922d-5afb-b0a3-1326fb91f471,BE-ANN07/pr/000000983,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d6d5ebee-922d-5afb-b0a3-1326fb91f471,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:10199,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:10199/N,59b3b53d-0765-5f6a-97a0-d5694377234a,BE-ANN07/pr/000002388,Japanese paper (handmade paper),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/59b3b53d-0765-5f6a-97a0-d5694377234a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:10463,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:10463/N,6e040960-d664-565c-a440-4ade4e68deb8,BE-ANN07/pr/000002645,paper (fiber product),cream (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6e040960-d664-565c-a440-4ade4e68deb8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:5688,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:5688/N,428b0b31-e2a8-5ccd-ab7b-8d827b942198,BE-ANN07/pr/000000997,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/428b0b31-e2a8-5ccd-ab7b-8d827b942198,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:10033,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:10033/N,1a995868-193f-59ca-8e62-b01eac00252b,BE-ANN07/pr/000002222,Japanese paper (handmade paper),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1a995868-193f-59ca-8e62-b01eac00252b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:8110,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:8110/N,ea4b655e-9dfb-59c5-b644-98ae83edbf45,BE-ANN07/pr/000001425,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ea4b655e-9dfb-59c5-b644-98ae83edbf45,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:11788,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:11788/N,bdc5d6c2-8059-5f7f-9afa-922686ff34c8,BE-ANN07/pr/000003949,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bdc5d6c2-8059-5f7f-9afa-922686ff34c8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:11272,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:11272/N,26b55862-e08d-50da-973f-85c638e57ddc,BE-ANN07/pr/000003434,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/26b55862-e08d-50da-973f-85c638e57ddc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:9701,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:9701/N,8b956d85-6b34-5be0-943b-17573c4d7446,BE-ANN07/pr/000001887,Japanese paper (handmade paper),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8b956d85-6b34-5be0-943b-17573c4d7446,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:11622,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:11622/N,3ab89019-152c-5c35-9cca-9da1e52862c9,BE-ANN07/pr/000003784,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3ab89019-152c-5c35-9cca-9da1e52862c9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:10930,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:10930/N,774bccce-a8af-5823-aec4-1167b30f585b,BE-ANN07/pr/000003089,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/774bccce-a8af-5823-aec4-1167b30f585b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:12327,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:12327/N,c4010b82-c6c2-5fe4-887f-607f18cf43bc,BE-ANN07/pr/000004484,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c4010b82-c6c2-5fe4-887f-607f18cf43bc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:11858,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:11858/N,f6d9dbd3-e94f-5997-b4c7-88464749d5cf,BE-ANN07/pr/000004019,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f6d9dbd3-e94f-5997-b4c7-88464749d5cf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:9428,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:9428/N,0a668ff0-f614-5d46-b796-b30de34a25f0,BE-ANN07/pr/000001621,paper (fiber product),ivory (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0a668ff0-f614-5d46-b796-b30de34a25f0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:9582,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:9582/N,2e79caed-4311-5f4f-b9cf-8d1e2eb45fc0,BE-ANN07/pr/000001768,paper (fiber product),ivory (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2e79caed-4311-5f4f-b9cf-8d1e2eb45fc0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:187,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:187/N,7f5d7618-0722-50a8-afe6-b9daea848624,BE-ANN07/pr/000000014,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7f5d7618-0722-50a8-afe6-b9daea848624,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:6698,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:6698/N,7d72db03-2e2f-5b9c-b0ec-7dc91d43a490,BE-ANN07/pr/000001199,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7d72db03-2e2f-5b9c-b0ec-7dc91d43a490,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:6362,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:6362/N,f55f0929-456e-576e-b2ed-ca7969cd7d09,BE-ANN07/pr/000001086,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f55f0929-456e-576e-b2ed-ca7969cd7d09,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:3530,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:3530/N,ec1a573d-7b6b-59a2-97e1-649f11369186,BE-ANN07/pr/000000554,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ec1a573d-7b6b-59a2-97e1-649f11369186,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:6732,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:6732/N,49335aee-f687-537a-ba78-7c0947afe3bd,BE-ANN07/pr/000001217,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/49335aee-f687-537a-ba78-7c0947afe3bd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:12262,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:12262/N,3a8a8b00-da15-5571-beed-4b78ce977e40,BE-ANN07/pr/000004419,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3a8a8b00-da15-5571-beed-4b78ce977e40,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:9994,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:9994/N,e0ba0ff7-37c8-5e5a-8c7f-cacd53f734cb,BE-ANN07/pr/000002183,Japanese paper (handmade paper),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e0ba0ff7-37c8-5e5a-8c7f-cacd53f734cb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:12632,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:12632/N,b55a25c0-8efa-540d-86f8-c6d5bf5314b4,BE-ANN07/pr/000004785,paper (fiber product),blue (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b55a25c0-8efa-540d-86f8-c6d5bf5314b4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:12326,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:12326/N,d8e0fc85-b082-57a0-b4d0-bbcb8fbaa4dd,BE-ANN07/pr/000004483,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d8e0fc85-b082-57a0-b4d0-bbcb8fbaa4dd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:11859,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:11859/N,d64fc895-a0ea-58a8-92cc-b98ebe9dca71,BE-ANN07/pr/000004020,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d64fc895-a0ea-58a8-92cc-b98ebe9dca71,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:9429,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:9429/N,f7b7da64-fa68-5d29-85e0-42917d3699f7,BE-ANN07/pr/000001622,paper (fiber product),ivory (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f7b7da64-fa68-5d29-85e0-42917d3699f7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:9583,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:9583/N,27a18539-ae68-5c24-9d59-a230c7070fe7,BE-ANN07/pr/000001769,paper (fiber product),ivory (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/27a18539-ae68-5c24-9d59-a230c7070fe7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:186,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:186/N,5f4ddb9a-3e41-5624-a108-5ef6b5da111f,BE-ANN07/pr/000000013,carbon paper,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5f4ddb9a-3e41-5624-a108-5ef6b5da111f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:6699,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:6699/N,5a0466a0-ff80-5478-95f3-c637cc293515,BE-ANN07/pr/000001200,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5a0466a0-ff80-5478-95f3-c637cc293515,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:3531,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:3531/N,0430dc28-074a-559a-a7b6-f1627fb364fc,BE-ANN07/pr/000000555,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0430dc28-074a-559a-a7b6-f1627fb364fc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:6733,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:6733/N,c1c57117-e166-5ccb-a3ca-bc48f91c0e38,BE-ANN07/pr/000001218,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c1c57117-e166-5ccb-a3ca-bc48f91c0e38,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:12263,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:12263/N,daed7171-ab27-5e71-b81b-5a518d12ac61,BE-ANN07/pr/000004420,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/daed7171-ab27-5e71-b81b-5a518d12ac61,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:9995,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:9995/N,4cfea32e-aa8a-5724-8cf1-427e8f311442,BE-ANN07/pr/000002184,Japanese paper (handmade paper),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4cfea32e-aa8a-5724-8cf1-427e8f311442,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:12633,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:12633/N,ca29efe2-f9c7-553a-bb63-4d6090029594,BE-ANN07/pr/000004786,paper (fiber product),blue (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ca29efe2-f9c7-553a-bb63-4d6090029594,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:3618,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:3618/N,fdfee34e-f093-5ad4-8f4c-d017a1198302,BE-ANN07/pr/000000595,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fdfee34e-f093-5ad4-8f4c-d017a1198302,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:9215,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:9215/N,a5860139-8e6a-5428-9f71-349b8f119f94,BE-ANN07/pr/000001567,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a5860139-8e6a-5428-9f71-349b8f119f94,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:11336,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:11336/N,7f34f010-72a2-5702-82bf-0d828cae4a45,BE-ANN07/pr/000003498,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7f34f010-72a2-5702-82bf-0d828cae4a45,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:3248,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:3248/N,d83bf8dd-aeed-544c-9349-24ec44d32954,BE-ANN07/pr/000000467,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d83bf8dd-aeed-544c-9349-24ec44d32954,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:11766,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:11766/N,ddcedd66-f187-53fd-abb4-398be71cdbce,BE-ANN07/pr/000003928,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ddcedd66-f187-53fd-abb4-398be71cdbce,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:10527,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:10527/N,a69973c3-33d2-5b42-abf0-6665abea6c45,BE-ANN07/pr/000002708,paper (fiber product),cream (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a69973c3-33d2-5b42-abf0-6665abea6c45,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:10177,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:10177/N,7bbb61f2-d406-54e9-9d18-7c1f47fb9dea,BE-ANN07/pr/000002366,Japanese paper (handmade paper),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7bbb61f2-d406-54e9-9d18-7c1f47fb9dea,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:5666,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:5666/N,d1e9d75e-c1aa-502d-ad1b-436bca478223,BE-ANN07/pr/000000982,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d1e9d75e-c1aa-502d-ad1b-436bca478223,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:10198,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:10198/N,1cbecc9e-378a-580c-85bb-419e79c86013,BE-ANN07/pr/000002387,Japanese paper (handmade paper),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1cbecc9e-378a-580c-85bb-419e79c86013,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:5689,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:5689/N,661d03eb-2e59-5bf0-97d5-a0bc4fc7f1b7,BE-ANN07/pr/000000998,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/661d03eb-2e59-5bf0-97d5-a0bc4fc7f1b7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:8111,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:8111/N,b0065710-1981-5d53-a329-0691869323af,BE-ANN07/pr/000001426,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b0065710-1981-5d53-a329-0691869323af,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:10032,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:10032/N,dd4a7479-943e-5aff-afb2-65846f087ecc,BE-ANN07/pr/000002221,Japanese paper (handmade paper),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/dd4a7479-943e-5aff-afb2-65846f087ecc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:11789,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:11789/N,a852a4a2-03c1-586e-8da1-e7825545015f,BE-ANN07/pr/000003950,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a852a4a2-03c1-586e-8da1-e7825545015f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpr:1760,Prenten,https://anet.be/record/opaclhobj/tg:lhpr:1760/N,3f45f5a4-7531-58e6-9fc4-d07c7a128561,BE-ANN07/pr/000000100,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3f45f5a4-7531-58e6-9fc4-d07c7a128561,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
