Object Number,Record Type,URL,ResourceID,Reference Number,Status,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhdc:2137,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2137/N,dc5ba5d1-5b26-59e9-bb8e-2fd6f8275d51,BE-ANN07/dc/000002030,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/dc5ba5d1-5b26-59e9-bb8e-2fd6f8275d51,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2567,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2567/N,c7c6bcb8-ff6a-5603-8f95-41c37cc15ae0,BE-ANN07/dc/000002459,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c7c6bcb8-ff6a-5603-8f95-41c37cc15ae0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4519,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4519/N,6fb20ed5-85d7-5710-8896-c767636bbb90,BE-ANN07/dc/000004395,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6fb20ed5-85d7-5710-8896-c767636bbb90,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3726,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3726/N,6f9f46e6-113a-5354-8948-50583c164143,BE-ANN07/dc/000003604,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6f9f46e6-113a-5354-8948-50583c164143,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2834,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2834/N,7c1d8d66-0751-5aac-83a5-260a5d4cd042,BE-ANN07/dc/000002719,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7c1d8d66-0751-5aac-83a5-260a5d4cd042,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4149,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4149/N,862181d6-6287-5f77-82e4-1a4babc56198,BE-ANN07/dc/000004024,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/862181d6-6287-5f77-82e4-1a4babc56198,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:684,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:684/N,7081f193-4dcf-5eff-b746-69bcfc35c157,BE-ANN07/dc/000000613,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7081f193-4dcf-5eff-b746-69bcfc35c157,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3376,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3376/N,23a37d20-6c5e-54e0-82aa-b2f07e0d616e,BE-ANN07/dc/000003258,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/23a37d20-6c5e-54e0-82aa-b2f07e0d616e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:391,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:391/N,9306c1e8-3ef1-5ba8-a232-47b369216238,BE-ANN07/dc/000000332,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9306c1e8-3ef1-5ba8-a232-47b369216238,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3663,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3663/N,66fb2fef-66db-500a-97ee-41b433b90bf4,BE-ANN07/dc/000003541,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/66fb2fef-66db-500a-97ee-41b433b90bf4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2971,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2971/N,5e57e0b5-1703-516b-a06a-706a077f5e95,BE-ANN07/dc/000002855,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5e57e0b5-1703-516b-a06a-706a077f5e95,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3399,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3399/N,261de24b-915a-50ae-adc4-46fbb1e9ad52,BE-ANN07/dc/000003281,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/261de24b-915a-50ae-adc4-46fbb1e9ad52,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3233,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3233/N,e2e1251e-58c9-51c9-a689-12dccc7d70a5,BE-ANN07/dc/000003114,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e2e1251e-58c9-51c9-a689-12dccc7d70a5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2072,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2072/N,08c71f52-9a47-511d-b074-966a41b09b55,BE-ANN07/dc/000001965,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/08c71f52-9a47-511d-b074-966a41b09b55,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2588,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2588/N,346305d1-ecc5-5e31-abaf-d475c3608761,BE-ANN07/dc/000002480,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/346305d1-ecc5-5e31-abaf-d475c3608761,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2422,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2422/N,b08f3ea8-c868-51c7-9765-07b3e19f26e2,BE-ANN07/dc/000002314,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b08f3ea8-c868-51c7-9765-07b3e19f26e2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2455,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2455/N,8a36e009-9c28-51a6-8032-b3bedf53c07f,BE-ANN07/dc/000002347,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8a36e009-9c28-51a6-8032-b3bedf53c07f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2005,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2005/N,15f44541-801a-5b68-b8a6-f21a629a142a,BE-ANN07/dc/000001898,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/15f44541-801a-5b68-b8a6-f21a629a142a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1783,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1783/N,03b464f2-ebce-5c4d-a87a-7f8af154f4e9,BE-ANN07/dc/000001678,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/03b464f2-ebce-5c4d-a87a-7f8af154f4e9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1279,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1279/N,17407e4e-6762-5d67-aa69-73080ac68535,BE-ANN07/dc/000001184,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/17407e4e-6762-5d67-aa69-73080ac68535,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4581,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4581/N,7325609b-884a-551b-9429-cf239b7396e3,BE-ANN07/dc/000004455,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7325609b-884a-551b-9429-cf239b7396e3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3244,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3244/N,ffd77360-2798-5dca-b36c-ec7eadaa8ed7,BE-ANN07/dc/000003125,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ffd77360-2798-5dca-b36c-ec7eadaa8ed7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1629,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1629/N,ba6a66ed-32d4-501e-9ca6-89c643c3fa51,BE-ANN07/dc/000001526,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ba6a66ed-32d4-501e-9ca6-89c643c3fa51,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3614,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3614/N,c8e0dbac-91d7-53ba-a31a-e17aad6289d1,BE-ANN07/dc/000003492,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c8e0dbac-91d7-53ba-a31a-e17aad6289d1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2906,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2906/N,14f8d159-9f3a-53d7-956a-f6d5a565dc20,BE-ANN07/dc/000002790,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/14f8d159-9f3a-53d7-956a-f6d5a565dc20,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3301,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3301/N,bed2e712-66fd-50ac-8b21-23f75cd10daa,BE-ANN07/dc/000003182,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bed2e712-66fd-50ac-8b21-23f75cd10daa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:309,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:309/N,0ac826ed-0c82-5bf0-818d-067c79608094,BE-ANN07/dc/000000255,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0ac826ed-0c82-5bf0-818d-067c79608094,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3751,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3751/N,aad8e01d-5b61-5d2c-b885-9b929d05992f,BE-ANN07/dc/000003629,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/aad8e01d-5b61-5d2c-b885-9b929d05992f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4094,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4094/N,40786b16-701b-5688-82a4-ba426f5013e1,BE-ANN07/dc/000003969,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/40786b16-701b-5688-82a4-ba426f5013e1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2843,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2843/N,dfea7e7d-78dd-5da6-9684-478a45161fde,BE-ANN07/dc/000002728,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/dfea7e7d-78dd-5da6-9684-478a45161fde,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1296,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1296/N,eb6346a5-03f7-5c99-9d7a-024cad4ff473,BE-ANN07/dc/000001201,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/eb6346a5-03f7-5c99-9d7a-024cad4ff473,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:759,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:759/N,be1568a0-6e5e-510b-958b-1dd7014af571,BE-ANN07/dc/000000689,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/be1568a0-6e5e-510b-958b-1dd7014af571,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2510,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2510/N,4a94a29a-7a10-58cf-ad62-f32950637432,BE-ANN07/dc/000002402,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4a94a29a-7a10-58cf-ad62-f32950637432,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2140,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2140/N,42a79ed4-5a80-52c3-9bdd-7d0605cd7f23,BE-ANN07/dc/000002033,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/42a79ed4-5a80-52c3-9bdd-7d0605cd7f23,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3478,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3478/N,c241d9a8-b87c-5aac-9324-362bd523f47a,BE-ANN07/dc/000003357,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c241d9a8-b87c-5aac-9324-362bd523f47a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1445,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1445/N,85e1cc87-cc69-5724-9e23-c50dc2165960,BE-ANN07/dc/000001346,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/85e1cc87-cc69-5724-9e23-c50dc2165960,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:470,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:470/N,3691f192-0e06-5e7e-b7d0-07764135e81e,BE-ANN07/dc/000000403,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3691f192-0e06-5e7e-b7d0-07764135e81e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3182,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3182/N,94da31ba-b3c1-5bc0-9753-12b09f5ae421,BE-ANN07/dc/000003065,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/94da31ba-b3c1-5bc0-9753-12b09f5ae421,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4647,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4647/N,32e80f12-75b2-5396-bb6f-11a922be2b8d,BE-ANN07/dc/000004517,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/32e80f12-75b2-5396-bb6f-11a922be2b8d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3028,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3028/N,c9156d22-5207-5d8a-b8df-c0c3683d61d2,BE-ANN07/dc/000002912,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c9156d22-5207-5d8a-b8df-c0c3683d61d2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1015,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1015/N,875ce142-45a4-50d4-b5e9-dab252b151d1,BE-ANN07/dc/000000942,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/875ce142-45a4-50d4-b5e9-dab252b151d1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4217,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4217/N,8f58c11b-9bfd-5f21-8e92-195d6e55fa69,BE-ANN07/dc/000004092,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8f58c11b-9bfd-5f21-8e92-195d6e55fa69,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2269,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2269/N,73addd1d-448f-5f3c-bb37-c0024a26a091,BE-ANN07/dc/000002161,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/73addd1d-448f-5f3c-bb37-c0024a26a091,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:889,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:889/N,267ab1ad-1c8a-55e1-91b3-48ddac4e267a,BE-ANN07/dc/000000820,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/267ab1ad-1c8a-55e1-91b3-48ddac4e267a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:3721,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:3721/N,5afeb490-cc8e-57e9-a983-92e3cbe01821,BE-ANN07/hs/000003566,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5afeb490-cc8e-57e9-a983-92e3cbe01821,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:2833,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:2833/N,d60b5c1f-8e9c-529a-96e5-e517a2d14757,BE-ANN07/hs/000002700,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d60b5c1f-8e9c-529a-96e5-e517a2d14757,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:13232,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:13232/N,d1346b06-06c9-5cd9-be9c-2e0853cfb994,BE-ANN07/hs/000012662,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d1346b06-06c9-5cd9-be9c-2e0853cfb994,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:729,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:729/N,3f9411db-812d-5e1b-bf65-dc2a94d7c248,BE-ANN07/hs/000000675,typewriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3f9411db-812d-5e1b-bf65-dc2a94d7c248,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:16030,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:16030/N,09ef6e56-46fd-54dd-aa9b-2ac90a298d32,BE-ANN07/hs/000015274,typewriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/09ef6e56-46fd-54dd-aa9b-2ac90a298d32,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:6523,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:6523/N,6590b326-525f-569f-a17a-d21202abc47a,BE-ANN07/hs/000006337,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6590b326-525f-569f-a17a-d21202abc47a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:6489,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:6489/N,782d17f9-dfac-5e90-9378-e15be88c2b68,BE-ANN07/hs/000006303,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/782d17f9-dfac-5e90-9378-e15be88c2b68,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:3371,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:3371/N,d54f61aa-638a-5cd6-a511-682a8c70a2c0,BE-ANN07/hs/000003227,typewriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d54f61aa-638a-5cd6-a511-682a8c70a2c0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:683,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:683/N,bde477b9-7c4d-5ebe-81ec-09b31012da0a,BE-ANN07/hs/000000630,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bde477b9-7c4d-5ebe-81ec-09b31012da0a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:12970,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:12970/N,44cc7649-6db9-50d1-a4eb-f5673cab8ed1,BE-ANN07/hs/000012406,typewriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/44cc7649-6db9-50d1-a4eb-f5673cab8ed1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:20801,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:20801/N,e17ad8dc-b129-585d-9150-3ee98656fc63,BE-ANN07/hs/000019830,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e17ad8dc-b129-585d-9150-3ee98656fc63,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:379,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:379/N,7c693e1c-a038-5f44-974e-7660045f0589,BE-ANN07/hs/000000353,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7c693e1c-a038-5f44-974e-7660045f0589,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:16460,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:16460/N,d25f5f96-a383-5b98-ac99-4c37f63a4adf,BE-ANN07/hs/000015679,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d25f5f96-a383-5b98-ac99-4c37f63a4adf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:13398,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:13398/N,158540f7-ee20-557b-9154-eb94a02cb69b,BE-ANN07/hs/000012826,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/158540f7-ee20-557b-9154-eb94a02cb69b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:19795,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:19795/N,dfd8bc5b-a20e-517e-8781-20f6b3c29b32,BE-ANN07/hs/000018860,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/dfd8bc5b-a20e-517e-8781-20f6b3c29b32,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:6173,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:6173/N,1dc34227-2c53-5c35-ae88-c42821ac6483,BE-ANN07/hs/000005987,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1dc34227-2c53-5c35-ae88-c42821ac6483,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:18887,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:18887/N,6d97b1f3-e7b4-5d37-8a38-373a3c888c55,BE-ANN07/hs/000017979,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6d97b1f3-e7b4-5d37-8a38-373a3c888c55,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:2999,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:2999/N,ef8308b5-7f9e-5e62-b04c-8e5dffc291d0,BE-ANN07/hs/000002861,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ef8308b5-7f9e-5e62-b04c-8e5dffc291d0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:2130,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:2130/N,6e14d3be-a1ee-5320-879b-3ad23373be13,BE-ANN07/hs/000002046,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6e14d3be-a1ee-5320-879b-3ad23373be13,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:12423,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:12423/N,d9566016-9591-5149-8dbb-2fdb82c419de,BE-ANN07/hs/000011878,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d9566016-9591-5149-8dbb-2fdb82c419de,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:17621,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:17621/N,99699b6b-a319-5fa6-9d55-3bf41ed54def,BE-ANN07/hs/000016761,typewriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/99699b6b-a319-5fa6-9d55-3bf41ed54def,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:20552,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:20552/N,69eebb8e-d5c7-5e01-abc8-619d1a3b139b,BE-ANN07/hs/000019601,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/69eebb8e-d5c7-5e01-abc8-619d1a3b139b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:16933,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:16933/N,e12f60d9-42f8-5c6e-a3e5-db71229eeb07,BE-ANN07/hs/000016133,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e12f60d9-42f8-5c6e-a3e5-db71229eeb07,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:7332,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:7332/N,cc357418-e907-57dc-bdbf-1df6c8f1ed33,BE-ANN07/hs/000007144,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cc357418-e907-57dc-bdbf-1df6c8f1ed33,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:7298,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:7298/N,a6aa35c8-afd2-5060-837f-8f6d9f2f1aef,BE-ANN07/hs/000007110,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a6aa35c8-afd2-5060-837f-8f6d9f2f1aef,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:2560,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:2560/N,e76152a1-6ed2-5abd-b108-8c7c6f068e86,BE-ANN07/hs/000002465,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e76152a1-6ed2-5abd-b108-8c7c6f068e86,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:12073,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:12073/N,6446a276-6138-5707-8ac7-5cad04be4a51,BE-ANN07/hs/000011548,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6446a276-6138-5707-8ac7-5cad04be4a51,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:16899,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:16899/N,601737a6-271f-518a-a1f4-b74dc13efcf0,BE-ANN07/hs/000016101,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/601737a6-271f-518a-a1f4-b74dc13efcf0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:20102,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:20102/N,f726911f-4124-53db-b8cc-c288d1d1b3e8,BE-ANN07/hs/000019164,typewriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f726911f-4124-53db-b8cc-c288d1d1b3e8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:17271,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:17271/N,af8a767b-6220-5f7d-85b2-90aff6a9d199,BE-ANN07/hs/000016451,handwriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/af8a767b-6220-5f7d-85b2-90aff6a9d199,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:12589,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:12589/N,aae9a626-8693-5155-ad9b-d590379a7f53,BE-ANN07/hs/000012041,typewriting,Letterenhuis,https://data.letterenhuis.be/ark:/24970/aae9a626-8693-5155-ad9b-d590379a7f53,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhhs:8497,Handschriften,https://anet.be/record/opaclhobj/tg:lhhs:8497/N,ab70cbd0-9491-58ed-a055-4ba93921b57b,BE-ANN07/hs/000008291,verbeterd typoscript,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ab70cbd0-9491-58ed-a055-4ba93921b57b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
