brocade.id,ResourceID,card,order,Archive Note,Serial Number,Acquisition Note,adm.note,Registration Number value,Location Number,Warehouse Location (begin),Warehouse Location (ende),adm.note.language,adm.note.type
tg:lhhs:8478,6fb59e4a-111b-5b2e-8e2c-a734b70eaad7,Items,1,isad:lh:162562,,tr:lh:7853,,203029,,,,Nederlands,remarks
tg:lhhs:20047,17295643-ba29-5915-b371-78b6e458297e,Items,1,isad:lh:170044,,tr:lh:134028,,,T 394 / H (11),,,Nederlands,remarks
tg:lhhs:17334,3698a1a3-0d00-5a10-bd3a-812ed629f918,Items,1,isad:lh:144706,,,,,A 2912 / H,,,Nederlands,remarks
tg:lhhs:7627,167b7ca6-fea7-51a1-a1bd-6ca2957f42bc,Items,1,isad:lh:86792,,tr:lh:6060,,136461/a-s,W 555 / H (11),,,Nederlands,remarks
tg:lhhs:6935,4a8f4cce-4235-5545-95cb-bde2baae99d0,Items,1,isad:lh:88782,,tr:lh:4096,,79339,C 384 / H (6),,,Nederlands,remarks
tg:lhhs:4908,45d0ebc8-d7fc-5f3f-88f5-c4a1bdcb94db,Items,1,isad:lh:88023,,tr:lh:1408,,24180/4,B 655 / H (3),,,Nederlands,remarks
tg:lhhs:2425,578bf28b-78f7-56dd-a6f0-aea26e8fc9c2,Items,1,isad:lh:86684,,tr:lh:5777,,118844/1A-G,A 4857 / H (2),,,Nederlands,remarks
tg:lhhs:8028,10c89015-1cac-5749-b266-caba0ab8b4a0,Items,1,isad:lh:89308,,tr:lh:6861,,169817/8a-f,W 144 / H (2),,,Nederlands,remarks
tg:lhhs:12136,167a9900-7e17-5718-b13d-a050fc44f573,Items,1,isad:lh:90861,,tr:lh:7785,,201789,R 467 / H (14),,,Nederlands,remarks
tg:lhhs:16175,0569d9f7-7725-51a2-bb87-6133c53a82bd,Items,1,isad:lh:122161,,tr:lh:5904,,127495/a-d,W 803 / H (4 (139)),,,Nederlands,remarks
tg:lhhs:14148,2e2217ed-3f95-531d-b0e0-7f6b48d89761,Items,1,,,,,221049,V 526 / H (1),,,Nederlands,remarks
tg:lhhs:8881,dad11e2f-6c14-591e-bb5e-74b164c56f93,Items,1,isad:lh:139057,,tr:lh:4148,,80427/2,M 945 / H (13),,,Nederlands,remarks
tg:lhhs:19280,e3bc4ac1-724c-58cc-a020-dc019d9b583a,Items,1,isad:lh:159791,,tr:lh:1328,,22477,,,,Nederlands,remarks
tg:lhhs:6466,2856a0a0-cfc6-59ec-a579-c00cefafca1c,Items,1,isad:lh:88402,,tr:lh:7333,,202759,W 79135 / H (13),,,Nederlands,remarks
tg:lhhs:3664,a287348e-da44-5d66-a62c-4f4960afc44d,Items,1,isad:lh:98320,,tr:lh:7578,,198387,H 518 / H (14),,,Nederlands,remarks
tg:lhhs:1659,de1a7545-2d76-5aaf-aa8e-9709eb6b66b6,Items,1,isad:lh:86708,,tr:lh:6411,,150868/1,W 256 / B2 (Periode Westerlinck; 1945-1968 (2)),,,Nederlands,remarks
tg:lhhs:18868,d662ec5e-ad9b-5929-8c7b-bcac2202a6b0,Items,1,isad:lh:156028,,tr:lh:7601,,198837/aq-as,G 9947 / H (15),,,Nederlands,remarks
tg:lhhs:2976,6343342f-f716-5c84-9ef9-219078c8bdd2,Items,1,isad:lh:87315,,tr:lh:3054,,60830/4,B 366 / H,,,Nederlands,remarks
tg:lhhs:13377,316d24d4-aa32-529b-b858-99bfa2b377fd,Items,1,isad:lh:179147,,tr:lh:4528,,88429/1-4,L 179 / H (34),,,Nederlands,remarks
tg:lhhs:396,cdc69293-1823-59f4-889c-0d99ae633128,Items,1,isad:lh:86239,,tr:lh:7510,,197683/1a-1z,"G 994 / H (Doos 17, map A)",,,Nederlands,remarks
tg:lhhs:16525,5d5bf1c3-c1b9-5fc6-9494-8250b79bcb9c,Items,1,isad:lh:128360,,tr:lh:9575,,,LL 5 / H (5),,,Nederlands,remarks
tg:lhhs:14518,b97aca93-8153-527b-a9fb-dc9de55a875f,Items,1,isad:lh:91855,,tr:lh:9975,,219312/1,W 935 / H,,,Nederlands,remarks
tg:lhhs:6036,0791cbd8-04ac-5caa-96e5-a1866f4e7454,Items,1,isad:lh:88432,,tr:lh:4610,,92438/19,W 79135 / H (9),,,Nederlands,remarks
tg:lhhs:1209,6a586f7b-7a30-5d09-8dfb-f26579b21fbe,Items,1,isad:lh:86464,,tr:lh:5690,,115169,A 1835 / H,,,Nederlands,remarks
tg:lhhs:13727,a3dd1b7a-ccf0-52b3-8a46-e6d32cb02a80,Items,1,isad:lh:175614,,tr:lh:7657,,217820/1-67,G 3145 / H (2),,,Nederlands,remarks
tg:lhhs:9639,7e52a98e-59bd-5f03-8219-9a6c04826523,Items,1,isad:lh:103520,,tr:lh:5689,,115123,B 7195 / H (10),,,Nederlands,remarks
tg:lhhs:10808,f5119d7d-32e2-5c69-aa6a-912210a96cb4,Items,1,isad:lh:90143,,tr:lh:2857,,57272,W 353 / H (2),,,Nederlands,remarks
tg:lhhs:5533,c7f2e9a5-0e76-50ea-8fde-e922928259a6,Items,1,isad:lh:88250,,tr:lh:9967,,130702/173,W 213 / H (4),,,Nederlands,remarks
tg:lhhs:816,5fabf137-52b3-54f3-8cb9-33f4cd8e10f5,Items,1,isad:lh:86326,,tr:lh:5991,,131375/1,"G 994 / H (Doos 2, map C)",,,Nederlands,remarks
tg:lhhs:15020,22632f5a-c74b-50b3-a77d-9af0895bb5d0,Items,1,isad:lh:88142,E 285 / 14,tr:lh:9330,,,,,,Nederlands,remarks
tg:lhhs:10222,dc723326-ec66-57ae-a926-8bddc622ce2d,Items,1,isad:lh:90192,,tr:lh:6067,,137047,B 7992 / H (3),,,Nederlands,remarks
tg:lhhs:8301,0b7f1456-2228-5c84-af8b-6ee3fbb45f76,Items,1,isad:lh:86792,,tr:lh:6210,,144100/a-f,W 555 / H (21),,,Nederlands,remarks
tg:lhhs:20694,ebd6d177-f1bf-5653-8cb2-c8b680f340dd,Items,1,isad:lh:175452,,,,,PP 91 H(4),,,Nederlands,remarks
tg:lhhs:19900,0f2b7f0f-eaa3-5d66-acf4-2c5c1e7685e4,Items,1,isad:lh:168173,,tr:lh:4109,,79711/8,G 455 / H (9),,,Nederlands,remarks
tg:lhhs:1823,97bb848d-0a3d-5931-bae8-cae714e41b49,Items,1,isad:lh:86755,,tr:lh:6411,,150982/3a-i,W 256 / B2 (Periode Westerlinck; 1945-1968 (4)),,,Nederlands,remarks
tg:lhhs:18612,9c9ef39c-68b3-5abe-a895-0bbd0defb57c,Items,1,isad:lh:155198,,tr:lh:5832,,123440/a-g,,,,Nederlands,remarks
tg:lhhs:1989,9143a09e-6aef-53bb-a5c6-0df267fd7e05,Items,1,isad:lh:86431,,tr:lh:5778,,119568,R 5845 / H (2),,,Nederlands,remarks
tg:lhhs:5163,63b65fe1-a553-5702-ab94-db75a921a9e1,Items,1,isad:lh:88117,,tr:lh:3672,,71073/k2,B 675 / H (10),,,Nederlands,remarks
tg:lhhs:10388,a4dbdc50-f57e-5000-9ae7-bab58c7bf18a,Items,1,isad:lh:152556,,tr:lh:7857,,203413,BB 230 / H (2),,,Nederlands,remarks
tg:lhhs:15470,5488cef8-5e3b-5efe-bc88-7a538785779e,Items,1,isad:lh:102940,G 3978 / 38,,,,,,,Nederlands,remarks
tg:lhhs:9843,562f0269-92ec-5aee-9ecc-26d0d78f5b92,Items,1,isad:lh:89981,,tr:lh:5270,,103696,B 857 / H (1),,,Nederlands,remarks
tg:lhhs:11960,813d617e-946d-5552-994a-f86cc9d2c818,Items,1,isad:lh:90803,,tr:lh:4767,,93020,C 2638 / H (9),,,Nederlands,remarks
tg:lhhs:10672,fb607730-08c8-5a16-be10-94bf65b354cf,Items,1,isad:lh:90454,,tr:lh:6838,,174339,K 313 / H,,,Nederlands,remarks
tg:lhhs:8751,2eee2e3f-331b-54b6-a9c8-bee430ed25e9,Items,1,isad:lh:89626,,tr:lh:198,,3112/be,V 982 / H,,,Nederlands,remarks
tg:lhhs:5499,5c84d27a-4898-515b-ab92-4f279964a549,Items,1,isad:lh:88247,,tr:lh:4117,,79841/2,C 34 / H (90),,,Nederlands,remarks
tg:lhhs:18242,a6afb95b-3287-5889-90a2-066e9cef1db7,Items,1,isad:lh:152917,B 9325 / 42  B 9325 / 44,tr:lh:4455,,85843,,,,Nederlands,remarks
tg:lhhs:4322,29d7bb15-90cd-5bb0-bb16-e0e352922a93,Items,1,isad:lh:87791,,tr:lh:3672,,71071/151,B 675 / H (2),,,Nederlands,remarks
tg:lhhs:15923,a9657bff-e5e4-5bbd-91c8-f0f5545c029f,Items,1,isad:lh:120672,C 2756 / 176,tr:lh:110462,,,,,,Nederlands,remarks
tg:lhhs:115,cbc61820-c00b-5de1-a856-b399038c4090,Items,1,isad:lh:86034,,tr:lh:746,,14056,B 917 / H (1),,,Nederlands,remarks
tg:lhhs:11433,87014621-3546-575c-bcd3-9ed7fbd623f1,Items,1,isad:lh:90668,,tr:lh:7712,,200895/1-7,LL 23 / H (26),,,Nederlands,remarks
tg:lhhs:21085,856ed58d-db88-5941-b064-405256763444,Items,1,isad:lh:182929,L 179 /,tr:lh:140162,,,,,,Nederlands,remarks
tg:lhhs:19003,5ee1653e-f1a1-5bd3-9cbd-e0fd7d7db936,Items,1,isad:lh:156819,,tr:lh:7601,,198802/m-z,G 9947 / H (11),,,Nederlands,remarks
tg:lhhs:1120,ec116209-1a86-5a39-a18e-547579caf39c,Items,1,isad:lh:86413,,tr:lh:7055,,178665,O 3945 / H (ringmap),,,Nederlands,remarks
tg:lhhs:5860,5f149902-0a4b-5660-8703-f59427584064,Items,1,isad:lh:146787,,tr:lh:7333,,202744/d,W 213 / H (5),,,Nederlands,remarks
tg:lhhs:4772,9f4cf17b-9cd1-5aa1-86ba-f8d2d63a4d16,Items,1,,,tr:lh:5158,,101717/8,B 5852 / H,,,Nederlands,remarks
tg:lhhs:11599,c3207ac9-7311-5c4b-9bdc-ccaa7910a560,Items,1,isad:lh:90691,,tr:lh:7756,,201038/1a-b,W 754 / H (1),,,Nederlands,remarks
tg:lhhs:14261,fa14aa44-fb92-54ef-93fd-bd55a48b0409,Items,1,isad:lh:91687,,tr:lh:9852,,218687,B 496515 / H,,,Nederlands,remarks
tg:lhhs:545,23a3977c-16df-517d-b3ae-0125b2e476ec,Items,1,isad:lh:86273,,tr:lh:3171,,63179/1a - g,"G 994 / H (Doos 6, map B)",,,Nederlands,remarks
tg:lhhs:15889,4fe24531-2367-5017-bfc3-59ea6a5c7441,Items,1,isad:lh:120818,C 2756 / 245,tr:lh:110434,,,,,,Nederlands,remarks
tg:lhhs:9140,2fb42f70-7386-5884-9343-041e9f6cf5e0,Items,1,isad:lh:151121,,tr:lh:7140,,178236,B 716 / H (8),,,Nederlands,remarks
tg:lhhs:11063,5344d5ed-3e90-5555-82a1-50ddd071c34e,Items,1,isad:lh:89990,,tr:lh:2857,,56546,W 353 / H (11),,,Nederlands,remarks
tg:lhhs:19453,11a2c2e5-4cd2-5d16-ad1f-4a335e3c800f,Items,1,isad:lh:162304,,tr:lh:1944,,35472/1,,,,Nederlands,remarks
tg:lhhs:1570,332c02b6-4344-5dab-81e4-20f3150cf129,Items,1,isad:lh:86681,,tr:lh:6090,,139358,A 315 / H (7),,,Nederlands,remarks
tg:lhhs:11576,15042a39-fd82-5afa-9c6c-f7800e95648f,Items,1,isad:lh:90688,,tr:lh:7756,,201038/37a-b,W 754 / H (3),,,Nederlands,remarks
tg:lhhs:1065,ea19602d-05b7-53a9-bc55-50efe2d76cd7,Items,1,isad:lh:86402,,tr:lh:139,,1950,O 3945 / H (ringmap),,,Nederlands,remarks
tg:lhhs:3058,694513d8-cb6f-5ec8-be28-14530e5b7d41,Items,1,isad:lh:87350,,tr:lh:5777,,118848/1A-T,B 413 / H (1),,,Nederlands,remarks
tg:lhhs:19146,d64485b9-cba2-5195-89ed-49d991524464,Items,1,isad:lh:130323,D 9653 / 143 (55),tr:lh:126473,,,,,,Nederlands,remarks
tg:lhhs:4267,1521c0e9-cebd-51fa-bfe1-77266eefdcf7,Items,1,isad:lh:87654,,tr:lh:4747,,92192/a,L 437 / H (1),,,Nederlands,remarks
tg:lhhs:14774,a419dee8-f661-5109-95c0-6d6cdd8fc50d,Items,1,isad:lh:111144,B 973 / 61,tr:lh:9260,,221002,,,,Nederlands,remarks
tg:lhhs:16749,848d47cf-bff0-50b9-89da-7a6a35f781bb,Items,1,isad:lh:130658,,tr:lh:6043,,135072,W 803 / H (10 (326 - 328)),,,Nederlands,remarks
tg:lhhs:11126,6f183175-cf9d-515d-afdc-6ccc4959930a,Items,1,isad:lh:90191,,tr:lh:2857,,56546,W 353 / H (12),,,Nederlands,remarks
tg:lhhs:9005,46ef0b3e-0ccf-5701-b967-7eccb7813e1e,Items,1,isad:lh:89717,,tr:lh:7855,,203271,B 7307 / H (48),,,Nederlands,remarks
tg:lhhs:1435,374e1cc2-1b91-54d5-bce7-3c1b7aaf1a26,Items,1,isad:lh:86612,,tr:lh:5645,,113253/1-40,A 242 / H,,,Nederlands,remarks
tg:lhhs:19516,78bdbcaf-8f6d-5ddc-8535-06ae946e1a43,Items,1,isad:lh:130316,D 9653 / 137 (268),tr:lh:126473,,,,,,Nederlands,remarks
tg:lhhs:3408,8c08f6a9-f546-5a0a-aed9-aba9ca81fa2c,Items,1,isad:lh:87482,,tr:lh:4529,,87393/12a-b,H 518 / H (4),,,Nederlands,remarks
tg:lhhs:7918,c7c774f5-f541-5266-aea6-955b93d1159d,Items,1,isad:lh:89224,,tr:lh:2032,,38081,W 303 / H (3),,,Nederlands,remarks
tg:lhhs:5925,30c8a8db-2d50-5796-b7bf-dc02eaf89490,Items,1,isad:lh:88421,,tr:lh:7333,,202748/12,W 79135 / H (8),,,Nederlands,remarks
tg:lhhs:4637,b5a4caa3-08d4-555b-86ae-175781b5d005,Items,1,,,tr:lh:5415,,106120/2,B 55125 / H,,,Nederlands,remarks
tg:lhhs:400,2f5d1398-73a9-5a1a-8721-9baac831a75f,Items,1,isad:lh:86240,,tr:lh:3171,,63158/a - f,"G 994 / H (Doos 5, map A)",,,Nederlands,remarks
tg:lhhs:14324,dbcfca9d-318f-536a-9d47-01f57e676a35,Items,1,isad:lh:91742,,tr:lh:5220,,103087,J 45 / H (5),,,Nederlands,remarks
tg:lhhs:16319,1a4d30fa-ff1c-5f69-8143-72b8f846acfa,Items,1,isad:lh:126267,A 4857 / 139,tr:lh:110510,,,,,,Nederlands,remarks
tg:lhhs:8244,31840c5e-0518-567e-9d53-77bc01a455f7,Items,1,isad:lh:89387,,tr:lh:4092,,79852/20,W 183 / H (2),,,Nederlands,remarks
tg:lhhs:10367,ca04c4ae-7e6f-58cf-9387-56f1dacb8645,Items,1,isad:lh:90258,,tr:lh:7857,,203362,BB 230 / H (1),,,Nederlands,remarks
tg:lhhs:1966,002b48b1-16b1-58b1-ada4-fcdd1fc7dbc3,Items,1,isad:lh:86832,,tr:lh:1944,,35421/18a,A 355 / H (2),,,Nederlands,remarks
tg:lhhs:19845,a6c675d2-7df4-5a35-9454-389b63487076,Items,1,isad:lh:167615,,tr:lh:4600,,88096,,,,Nederlands,remarks
tg:lhhs:18757,96d48aaf-92d6-5bee-8226-fc1ea7692338,Items,1,isad:lh:155690,,tr:lh:402,,8079,,,,Nederlands,remarks
tg:lhhs:2649,51dc6aa2-5c71-5984-a76d-6f85bc95970d,Items,1,isad:lh:87210,,tr:lh:1247,,21377/3,B 184 / H,,,Nederlands,remarks
tg:lhhs:5476,6079a0b5-f0f5-5768-a726-7b76fd273165,Items,1,isad:lh:88236,,tr:lh:5849,,123712/a-d,W 213 / H (3),,,Nederlands,remarks
tg:lhhs:953,4f7b157f-95cb-5852-8cb0-4793f75c33e2,Items,1,isad:lh:86254,,tr:lh:7530,,198062,"G 994 / H (Doos 15, map B)",,,Nederlands,remarks
tg:lhhs:17158,144ebd77-a285-55b0-8b82-26e994e8620a,Items,1,isad:lh:143663,,tr:lh:6043,,135093/a-z,W 803 / H (12 (362)),,,Nederlands,remarks
tg:lhhs:15165,cd059781-ddc8-56bb-ad1d-b73bbfe3edcf,Items,1,isad:lh:103382,G 1316 / 19,tr:lh:97950,,,,,,Nederlands,remarks
tg:lhhs:20381,d664d293-0fb0-5b75-adf4-ecb53e815f71,Items,1,isad:lh:174057,,tr:lh:2064,,38733/8,,,,Nederlands,remarks
tg:lhhs:13818,4f0d2ac8-6dd8-5d1c-a3ec-674e0ffea737,Items,1,isad:lh:174253,,tr:lh:7657,,217928/1-3,G 3145 / H (4),,,Nederlands,remarks
tg:lhhs:9906,3807ac30-ea21-5ff0-bc11-d59c77ee13f8,Items,1,isad:lh:90033,,tr:lh:6174,,142570/2,B 8596 / H (2),,,Nederlands,remarks
tg:lhhs:8614,b58d6112-c6bd-5b64-92d4-103b24d27b28,Items,1,isad:lh:89529,,tr:lh:758,,14352/6,V 735 / H,,,Nederlands,remarks
tg:lhhs:10737,8a18b25d-0f42-57be-9992-8adf19b6d0b5,Items,1,isad:lh:174795,,tr:lh:2624,,52754/1-5,L 179 / H,,,Nederlands,remarks
tg:lhhs:2219,541850de-445c-548f-a8e7-5b43a1c837a5,Items,1,isad:lh:86338,,tr:lh:5778,,119718/117G-H,R 5845 / H (3),,,Nederlands,remarks
tg:lhhs:18307,4179e2a9-844a-5ddf-9801-5eaf102f7c11,Items,1,isad:lh:153160,B 9325 / 127,tr:lh:4455,,85875,,,,Nederlands,remarks
tg:lhhs:5026,f9c66fae-fa6d-597b-b2e7-e00fca0e4eb8,Items,1,isad:lh:88068,,tr:lh:2310,,43735/3a-b,Z 317 / H (1),,,Nederlands,remarks
tg:lhhs:17508,bd4f0fbf-8168-5c8c-93f2-ea8892b48c24,Items,1,isad:lh:146694,B 708 / 155-1,tr:lh:3402,,,,,,Nederlands,remarks
tg:lhhs:15535,d32277a6-b212-542d-b25a-6c2957288278,Items,1,isad:lh:120105,,tr:lh:5904,,135115/2a-h,W 803 / H (1 (7)),,,Nederlands,remarks
tg:lhhs:20155,9e0363c8-fa52-51c2-854c-aa94635fcd87,Items,1,isad:lh:120739,C 2756 / 517,tr:lh:110434,,,,,,Nederlands,remarks
tg:lhhs:17226,c0e297a3-d8c8-52d0-933e-30af5a65a9dd,Items,1,isad:lh:130659,,tr:lh:4918,,135103/a-p,W 803 / H (16 (427)),,,Nederlands,remarks
tg:lhhs:5708,2c915436-1fe7-57e3-b28e-69f8a49a163f,Items,1,isad:lh:88310,,tr:lh:6766,,167667/1 - 15,Y 5 / H (2),,,Nederlands,remarks
tg:lhhs:7735,6e09c639-e970-58ae-93de-1d86f075169a,Items,1,isad:lh:89033,,tr:lh:3178,,63348/h,W 512 / H (5),,,Nederlands,remarks
tg:lhhs:6827,93065a21-3867-5fe2-a29b-10fb2d74cc06,Items,1,isad:lh:88758,,tr:lh:566,,10776,J 416 / H (1),,,Nederlands,remarks
tg:lhhs:18429,48c098e8-94d4-531f-87fc-fa89ca37520d,Items,1,isad:lh:154277,,tr:lh:2695,,53231,,,,Nederlands,remarks
tg:lhhs:10019,0fe025c6-1cff-5e90-832d-1ede609f18cd,Items,1,isad:lh:90022,,tr:lh:7701,,200268,G 22445 / H,,,Nederlands,remarks
tg:lhhs:12024,6ed5aef9-8b0b-572f-8875-5e0eba5f24c1,Items,1,isad:lh:90854,,tr:lh:4396,,84663,T 176 / H (7),,,Nederlands,remarks
tg:lhhs:17676,9e733ccd-bf54-593c-92e0-1a83c6954abf,Items,1,isad:lh:136301,B 708 / 309,tr:lh:3402,,,,,,Nederlands,remarks
tg:lhhs:8090,caba7bdd-5733-551c-8008-3378221ba2c4,Items,1,isad:lh:89316,,tr:lh:6861,,169816/17,W 144 / H (5),,,Nederlands,remarks
tg:lhhs:16964,39cc17cb-c8bd-557b-aeff-43d13400c4e6,Items,1,isad:lh:131510,L 5335 / 6,tr:lh:6395,,149438,,,,Nederlands,remarks
tg:lhhs:20505,b4c3556e-592a-5f0b-8ed1-724b608dedb6,Items,1,isad:lh:175292,L 179 /,tr:lh:140162,,,,,,Nederlands,remarks
tg:lhhs:14959,d5c296e9-ac8b-59d9-8036-b07a867e134c,Items,1,isad:lh:98283,B 3434 / 9,tr:lh:30772,,,,K1 A 15 E2,,Nederlands,remarks
tg:lhhs:5358,dd0cf022-443a-59bd-9a4a-1953c6ffc035,Items,1,isad:lh:88140,,tr:lh:2655,,52703/a - c,Z 317 / H (8 ),,,Nederlands,remarks
tg:lhhs:7365,43cf8457-65f6-5c7d-ad19-1b3f17407a40,Items,1,isad:lh:88992,,tr:lh:5863,,136953/16,BB 559 / H,,,Nederlands,remarks
tg:lhhs:18079,1cb767bc-b183-5aa7-94d7-c6b4d92e202a,Items,1,isad:lh:120104,,tr:lh:6043,,135923/a-n,W 803 / H (20 (466 )),,,Nederlands,remarks
tg:lhhs:2167,b4c7baba-7132-56cd-a635-8ec934db2f86,Items,1,isad:lh:86909,,tr:lh:1408,,24147/3,A 38115 / H (32),,,Nederlands,remarks
tg:lhhs:10449,7fd4696d-1a3f-5967-b6e1-fefea8bb9419,Items,1,isad:lh:90279,,tr:lh:7704,,200296/5a-c,B 8596 / H (6),,,Nederlands,remarks
tg:lhhs:12474,b4b94abd-fd6c-509d-a197-f8921a8c7bb2,Items,1,isad:lh:90968,,tr:lh:5657,,113771/54,T 176 / H (41),,,Nederlands,remarks
tg:lhhs:6124,01029917-ea09-5c49-88f8-3107b8203fdb,Items,1,isad:lh:146797,,tr:lh:4911,,97969/b,W 213 / H (6),,,Nederlands,remarks
tg:lhhs:4119,c3a3dbaf-a096-5026-88cc-1bfdc3c2b89a,Items,1,isad:lh:87735,,tr:lh:967,,18110/1,B 517 / H (1),,,Nederlands,remarks
tg:lhhs:19238,8f8faff7-5df6-59e3-98da-38af81ce5a12,Items,1,isad:lh:159356,,tr:lh:109,,1519,D 211 / H (1),,,Nederlands,remarks
tg:lhhs:3326,ced68e3e-dec1-534b-8a13-a572617d036e,Items,1,isad:lh:87479,,tr:lh:1228,,21482/4,A 2335 / H (13),,,Nederlands,remarks
tg:lhhs:13635,7ce5d241-23ca-513b-b026-4aaeb7f26ea2,Items,1,isad:lh:91391,,tr:lh:7787,,203669/1 en 2,G 994 / H ((Doos 18) New York archief 1/2),,,Nederlands,remarks
tg:lhhs:11608,a5468414-f743-5084-a62a-aa14d387f24f,Items,1,isad:lh:90686,,tr:lh:7712,,201142/1-16,LL 23 / H (30),,,Nederlands,remarks
tg:lhhs:8839,fd9b7a71-b4f0-51e4-9b85-a41bcc27cee0,Items,1,isad:lh:86818,,tr:lh:1881,,33957/18,M 945 / H (7),,,Nederlands,remarks
tg:lhhs:12927,53926b46-8eeb-5995-ac5b-29649f5511ac,Items,1,isad:lh:166511,,tr:lh:7785,,202030/1-185,R 467 / H (20),,,Nederlands,remarks
tg:lhhs:16067,2514e868-1ade-5a21-8e2f-4ace588f7e8a,Items,1,isad:lh:121450,R 161 / 58,,,,,,,Nederlands,remarks
tg:lhhs:9681,8d8a02db-1e51-514f-84d8-f0795261938e,Items,1,isad:lh:89872,,tr:lh:6899,,170839/9,B 7649 / H (2),,,Nederlands,remarks
tg:lhhs:8993,4d848e55-e57f-52db-8d9f-0a9e20bde8cc,Items,1,isad:lh:89716,,tr:lh:7855,,203260,B 7307 / H (47),,,Nederlands,remarks
tg:lhhs:19392,ee8f4d41-a290-573e-a913-2f7f64cc31c5,Items,1,isad:lh:161419,,tr:lh:2019,,37528/73,,,,Nederlands,remarks
tg:lhhs:6574,2edb89ef-a9d5-53a4-af5e-ec072b61a106,Items,1,isad:lh:88582,,tr:lh:3582,,69793,R 8963 / H (18),,,Nederlands,remarks
tg:lhhs:4549,6f8e10cb-df34-5124-b83f-0ea5dfe8c0ab,Items,1,isad:lh:87817,,tr:lh:1325,,22446/2,B 675 / H (6),,,Nederlands,remarks
tg:lhhs:3776,96b1c6c2-efee-5f5e-9a64-abf5e910a3b9,Items,1,isad:lh:87253,,tr:lh:523,,10090/7,B 995 / H (23),,,Nederlands,remarks
tg:lhhs:19668,c4438d20-2d1e-51e6-b9a4-460c2bd47e23,Items,1,isad:lh:164052,,tr:lh:6036,,133899/5-6,,,,Nederlands,remarks
tg:lhhs:2864,18c40cbc-858f-5f1a-8f5b-f3c4baefc148,Items,1,isad:lh:87287,,tr:lh:1978,,36545,B 995 / H (14),,,Nederlands,remarks
tg:lhhs:13265,c914262f-58ab-5381-a5c8-ca194e560768,Items,1,isad:lh:91157,S 59 / 4285,tr:lh:7336,,186663/2a-d,,,,Nederlands,remarks
tg:lhhs:284,e31f5c56-f1dc-597b-ac31-a5892e6aba75,Items,1,isad:lh:145827,,tr:lh:945,,17595/2,V 4835 / H (1),,,Nederlands,remarks
tg:lhhs:11258,ed8262a0-a16f-5aa6-bf35-3b63b4cf9a6a,Items,1,isad:lh:90590,,tr:lh:7712,,200750,LL 23 / H (1-2),,,Nederlands,remarks
tg:lhhs:3263,34887468-642b-5dff-adda-cc1b509d0cf6,Items,1,isad:lh:87459,,tr:lh:6413,,152346/1b-c,W 256 / B2 ((Periode Ludo Simons 1969-1984) 32),,,Nederlands,remarks
tg:lhhs:791,4724a6ec-a26e-58f7-bacd-390a7f399176,Items,1,isad:lh:86225,,tr:lh:6010,,132826/a-b,"G 994 / H (Doos 12, map C)",,,Nederlands,remarks
tg:lhhs:13770,ca154a88-0fa7-51b3-b833-76bfabf1b694,Items,1,isad:lh:174245,,tr:lh:7657,,217952/1-4,G 3145 / H (4),,,Nederlands,remarks
tg:lhhs:16088,1c0b2d1a-9674-52f6-947e-72042bf2a224,Items,1,isad:lh:121773,C 2756 / 322,tr:lh:110434,,,,,,Nederlands,remarks
tg:lhhs:12862,dead368e-7569-5dd7-9c03-4e98e3b33a7a,Items,1,isad:lh:91202,S 59 / 4435,tr:lh:7336,,186882/1,,,,Nederlands,remarks
tg:lhhs:16572,969212bd-907b-520d-94c6-3639b2dd6475,Items,1,isad:lh:125985,A 4857 / 225,tr:lh:110510,,,,,,Nederlands,remarks
tg:lhhs:9394,2f1ab8d1-1161-57ff-87e3-8820569981ae,Items,1,isad:lh:103517,,tr:lh:6261,,145397,B 7195 / H (2),,,Nederlands,remarks
tg:lhhs:3799,c562ec69-ca48-58fd-a64c-3daf60f1d726,Items,1,isad:lh:87253,,tr:lh:523,,10090/22,B 995 / H (23),,,Nederlands,remarks
tg:lhhs:19687,fa3ab061-3b7a-5dc6-8de0-a1cf3baf1510,Items,1,isad:lh:164098,,tr:lh:6036,,133898/2a-c,,,,Nederlands,remarks
tg:lhhs:6061,12803fac-306d-5ac9-8260-28fc1f9104b0,Items,1,isad:lh:88432,,tr:lh:4610,,92438/48,W 79135 / H (9),,,Nederlands,remarks
tg:lhhs:18995,0a2da7f0-fbae-5d80-9f47-6054c9d05cd7,Items,1,isad:lh:156819,,tr:lh:7601,,198795/a-f,G 9947 / H (11),,,Nederlands,remarks
tg:lhhs:3633,ba82cb9f-40ff-5848-b610-67f6d1755b7f,Items,1,isad:lh:87482,,tr:lh:4529,,87555/1a,H 518 / H (7),,,Nederlands,remarks
tg:lhhs:2921,50b7c7af-aa66-5ce6-ace4-2f2d238a99dd,Items,1,isad:lh:87292,,tr:lh:7848,,202684/17,"D 325 / B2 (Burssens, Amaat & Gaston Burssens)",,,Nederlands,remarks
tg:lhhs:13320,06dfa4d0-a59b-531a-adab-32c1e914edc5,Items,1,isad:lh:91336,,tr:lh:5800,,120670/1a tot 1j,V 4165 / H (7),,,Nederlands,remarks
tg:lhhs:16122,7d6e8a03-49f9-59ac-a0a6-91ac896cc33d,Items,1,isad:lh:121449,R 161 / 85,tr:lh:4,,,,,,Nederlands,remarks
