ResourceID,brocade.id,card,order,Format Unit Type,Format Number Type,Page Numbers,Sheet Numbers,Format Unit Qualifier
3c2327f8-824c-5135-bd14-35a63396efe4,tg:lhhs:8985,Formats,1,pages,written,21,,
591e2630-1c90-5fb5-bf6e-0af952acef46,tg:lhhs:9697,Formats,1,sheets,total,,37,
591e2630-1c90-5fb5-bf6e-0af952acef46,tg:lhhs:9697,Formats,1,pages,written,37,,
8c74f559-74b1-5342-be42-06335e02c9c8,tg:lhhs:13789,Formats,1,sheets,total,,3,
8c74f559-74b1-5342-be42-06335e02c9c8,tg:lhhs:13789,Formats,1,pages,written,3,,
7d3446b4-2301-54e2-b511-ba8ee9b49cee,tg:lhhs:768,Formats,1,sheets,total,,24,
7d3446b4-2301-54e2-b511-ba8ee9b49cee,tg:lhhs:768,Formats,1,pages,written,27,,
63ce87a8-771a-587e-9715-5a3d127d1d74,tg:lhhs:12931,Formats,1,sheets,total,,9,
63ce87a8-771a-587e-9715-5a3d127d1d74,tg:lhhs:12931,Formats,1,pages,written,9,,
3a9a8b71-7bea-5036-adb3-b3542ffc62d6,tg:lhhs:13623,Formats,1,sheets,total,,16,
bb0f83d1-d91b-57e7-a6b0-44cd079b46ca,tg:lhhs:3330,Formats,1,sheets,total,,3,
bb0f83d1-d91b-57e7-a6b0-44cd079b46ca,tg:lhhs:3330,Formats,1,pages,written,3,,
820b728f-4616-57ef-b8b0-5047d00377d9,tg:lhhs:6132,Formats,1,sheets,total,,1,
820b728f-4616-57ef-b8b0-5047d00377d9,tg:lhhs:6132,Formats,1,pages,written,2,,
7309cbbc-21ba-5e73-ad20-a0f4ae5a1d63,tg:lhhs:16421,Formats,1,sheets,total,,54,
7309cbbc-21ba-5e73-ad20-a0f4ae5a1d63,tg:lhhs:16421,Formats,1,pages,written,54,,
94fba307-6120-5589-bc12-876756f83486,tg:lhhs:20840,Formats,1,sheets,total,,20,
94fba307-6120-5589-bc12-876756f83486,tg:lhhs:20840,Formats,1,pages,written,19,,
2dbed53c-467b-5e78-95ab-ec72051c4697,tg:lhhs:338,Formats,1,sheets,total,,1,
2dbed53c-467b-5e78-95ab-ec72051c4697,tg:lhhs:338,Formats,1,pages,written,2,,
e32750bf-65c8-5fdc-b06b-d9b2bf3ee733,tg:lhhs:12462,Formats,1,sheets,total,,42,
e32750bf-65c8-5fdc-b06b-d9b2bf3ee733,tg:lhhs:12462,Formats,1,pages,written,42,,
ccc99abc-af88-571c-acd4-a451621b5f05,tg:lhhs:7689,Formats,1,sheets,total,,1,
ccc99abc-af88-571c-acd4-a451621b5f05,tg:lhhs:7689,Formats,1,pages,written,1,,
2b5753d3-6958-5e91-8b40-2d84b1bcd8ce,tg:lhhs:2171,Formats,1,sheets,total,,2,
2b5753d3-6958-5e91-8b40-2d84b1bcd8ce,tg:lhhs:2171,Formats,1,pages,written,2,,
4ad34706-1e94-5bf3-8a7e-1f2aaba83b96,tg:lhhs:18595,Formats,1,sheets,total,,5,
4ad34706-1e94-5bf3-8a7e-1f2aaba83b96,tg:lhhs:18595,Formats,1,pages,written,17,,
be6c812e-1f66-5a46-bdad-c0bd4c4b8221,tg:lhhs:7373,Formats,1,sheets,total,,1,
be6c812e-1f66-5a46-bdad-c0bd4c4b8221,tg:lhhs:7373,Formats,1,pages,written,1,,
d5dfa169-5541-5b0b-b2c3-e8490f4b39cb,tg:lhhs:16972,Formats,1,sheets,total,,1,
d5dfa169-5541-5b0b-b2c3-e8490f4b39cb,tg:lhhs:16972,Formats,1,pages,written,4,,
bb17f004-524b-58a7-853e-b9e86213233c,tg:lhhs:20513,Formats,1,sheets,total,,7,
bb17f004-524b-58a7-853e-b9e86213233c,tg:lhhs:20513,Formats,1,pages,written,7,,
df516673-13c8-521f-8838-6a50ea2fa840,tg:lhhs:17660,Formats,1,sheets,total,,2,
df516673-13c8-521f-8838-6a50ea2fa840,tg:lhhs:17660,Formats,1,pages,written,2,,
ea10f828-6c95-5985-b1c9-d474fe5ad1ea,tg:lhhs:12198,Formats,1,sheets,total,,7,
ea10f828-6c95-5985-b1c9-d474fe5ad1ea,tg:lhhs:12198,Formats,1,pages,written,7,,
ace59885-749b-53b7-9afa-a5345969eae2,tg:lhhs:8086,Formats,1,sheets,total,,1,
ace59885-749b-53b7-9afa-a5345969eae2,tg:lhhs:8086,Formats,1,pages,written,1,,
af651ae6-6344-5941-8388-8a174130bd64,tg:lhhs:12032,Formats,1,pages,written,24,,
f86d51b7-f76d-559e-be14-bffe60f8049d,tg:lhhs:2521,Formats,1,sheets,total,,3,
f86d51b7-f76d-559e-be14-bffe60f8049d,tg:lhhs:2521,Formats,1,pages,written,6,,
2108629f-cc11-5f48-8bba-b9559dfcf1e7,tg:lhhs:6831,Formats,1,sheets,total,,1,
1e7b23c9-4279-5c60-900a-0bf80c3e3e40,tg:lhhs:7723,Formats,1,sheets,total,,1,
1e7b23c9-4279-5c60-900a-0bf80c3e3e40,tg:lhhs:7723,Formats,1,pages,written,1,,
579618fc-1435-510d-9b6a-051cb17abaeb,tg:lhhs:17230,Formats,1,sheets,total,,1,
579618fc-1435-510d-9b6a-051cb17abaeb,tg:lhhs:17230,Formats,1,pages,written,1,,
bbd04ff0-e7b5-5259-879e-cbada9a1a9b4,tg:lhhs:20143,Formats,1,sheets,total,,10,
bbd04ff0-e7b5-5259-879e-cbada9a1a9b4,tg:lhhs:20143,Formats,1,pages,written,10,,
acbc392f-056e-5319-a493-0b232e654a7b,tg:lhhs:7236,Formats,1,sheets,total,,1,
a0b4b6ef-2148-5e29-b895-1516bd2ee523,tg:lhhs:20456,Formats,1,sheets,total,,9,
a0b4b6ef-2148-5e29-b895-1516bd2ee523,tg:lhhs:20456,Formats,1,pages,written,9,,
f4f1e6bf-bf5a-59e3-abf4-7b4bde330fcd,tg:lhhs:17725,Formats,1,sheets,total,,2,
f4f1e6bf-bf5a-59e3-abf4-7b4bde330fcd,tg:lhhs:17725,Formats,1,pages,written,2,,
8493fde0-3829-57c9-8deb-26bfa65fdae0,tg:lhhs:15718,Formats,1,sheets,total,,5,
8493fde0-3829-57c9-8deb-26bfa65fdae0,tg:lhhs:15718,Formats,1,pages,written,5,,
590acf97-ea04-5e37-a16d-5671fa1709cb,tg:lhhs:8439,Formats,1,sheets,total,,1,
590acf97-ea04-5e37-a16d-5671fa1709cb,tg:lhhs:8439,Formats,1,pages,written,1,,
dec498b5-89fd-58ac-93b5-8fd785f77cbd,tg:lhhs:12527,Formats,1,sheets,total,,37,
dec498b5-89fd-58ac-93b5-8fd785f77cbd,tg:lhhs:12527,Formats,1,pages,written,37,,
387e58c7-af2c-5202-89f8-37fa0c417f9c,tg:lhhs:4949,Formats,1,sheets,total,,4,
387e58c7-af2c-5202-89f8-37fa0c417f9c,tg:lhhs:4949,Formats,1,pages,written,4,,
0bcef063-bee1-5cf6-a07e-5193a18d7acf,tg:lhhs:6974,Formats,1,sheets,total,,45,
8417364b-b529-5a26-aff7-07e4a7143465,tg:lhhs:18080,Formats,1,sheets,total,,11,
8417364b-b529-5a26-aff7-07e4a7143465,tg:lhhs:18080,Formats,1,pages,written,11,,
26e0ec13-3ede-5245-b4ec-23783fe9a2f9,tg:lhhs:7666,Formats,1,sheets,total,,3,
26e0ec13-3ede-5245-b4ec-23783fe9a2f9,tg:lhhs:7666,Formats,1,pages,written,3,,
28f56069-573a-55f2-a24e-a4b67dbc81c0,tg:lhhs:17375,Formats,1,sheets,total,,6,
28f56069-573a-55f2-a24e-a4b67dbc81c0,tg:lhhs:17375,Formats,1,pages,written,6,,
e60fd4d4-2707-542e-9b4b-817e3c64c28e,tg:lhhs:20006,Formats,1,sheets,total,,21,
e60fd4d4-2707-542e-9b4b-817e3c64c28e,tg:lhhs:20006,Formats,1,pages,written,23,,
c2f580cf-b372-5c92-9592-18be0331cb06,tg:lhhs:8069,Formats,1,sheets,total,,1,
c2f580cf-b372-5c92-9592-18be0331cb06,tg:lhhs:8069,Formats,1,pages,written,2,,
85799c12-e34f-530a-953a-3aa95fabb751,tg:lhhs:2464,Formats,1,sheets,total,,14,ca
85799c12-e34f-530a-953a-3aa95fabb751,tg:lhhs:2464,Formats,1,pages,written,16,,
067df979-b1d0-510f-a307-952082aa9df2,tg:lhhs:6427,Formats,1,pages,written,1,,
c8e6e64a-c440-5932-9e95-940ede4b4d6b,tg:lhhs:14109,Formats,1,sheets,total,,160,
c8e6e64a-c440-5932-9e95-940ede4b4d6b,tg:lhhs:14109,Formats,1,pages,written,160,,
063ee1a0-b6a2-5607-9f32-8a03c92c0fff,tg:lhhs:16134,Formats,1,sheets,total,,18,
063ee1a0-b6a2-5607-9f32-8a03c92c0fff,tg:lhhs:16134,Formats,1,pages,written,18,,
73e84826-297f-5eb4-898a-45343d85f04e,tg:lhhs:13336,Formats,1,sheets,total,,46,
73e84826-297f-5eb4-898a-45343d85f04e,tg:lhhs:13336,Formats,1,pages,written,46,,
dec5155e-c9ba-5052-a229-796416a1afbf,tg:lhhs:2937,Formats,1,sheets,total,,4,
dec5155e-c9ba-5052-a229-796416a1afbf,tg:lhhs:2937,Formats,1,pages,written,8,,
c0693e73-d6a2-5314-acd6-f99204872cb8,tg:lhhs:18829,Formats,1,sheets,total,,4,
c0693e73-d6a2-5314-acd6-f99204872cb8,tg:lhhs:18829,Formats,1,pages,written,4,,
781a9d7b-441a-5cb4-b623-c7784ce806b1,tg:lhhs:1618,Formats,1,sheets,total,,3,
781a9d7b-441a-5cb4-b623-c7784ce806b1,tg:lhhs:1618,Formats,1,pages,written,3,,
fac8d509-4532-5801-94cd-84b7273672f4,tg:lhhs:3625,Formats,1,sheets,total,,2,
fac8d509-4532-5801-94cd-84b7273672f4,tg:lhhs:3625,Formats,1,pages,written,2,,
893b21d5-427e-5c9a-adcb-c7b86ed1e445,tg:lhhs:18983,Formats,1,sheets,total,,6,
893b21d5-427e-5c9a-adcb-c7b86ed1e445,tg:lhhs:18983,Formats,1,pages,written,6,,
9273c7e4-c40d-595d-a611-5227cae91cc8,tg:lhhs:6077,Formats,1,sheets,total,,1,
b813f297-e18f-5e03-ab08-b24f76900096,tg:lhhs:14559,Formats,1,sheets,total,,1,
b813f297-e18f-5e03-ab08-b24f76900096,tg:lhhs:14559,Formats,1,pages,written,1,,
dfc44e20-3000-5c64-9cfe-4c2e341bb5bb,tg:lhhs:16564,Formats,1,sheets,total,,85,
dfc44e20-3000-5c64-9cfe-4c2e341bb5bb,tg:lhhs:16564,Formats,1,pages,written,85,,
eb2cc128-5d69-5e0f-ae60-68b3d959ee40,tg:lhhs:9382,Formats,1,sheets,total,,3,
eb2cc128-5d69-5e0f-ae60-68b3d959ee40,tg:lhhs:9382,Formats,1,pages,written,3,,
29099256-c831-5ee0-8e74-f766d05440c7,tg:lhhs:12874,Formats,1,sheets,total,,9,
29099256-c831-5ee0-8e74-f766d05440c7,tg:lhhs:12874,Formats,1,pages,written,9,,
6332662e-557b-5f10-9a40-dcd805f4a9be,tg:lhhs:10849,Formats,1,sheets,total,,1,
6332662e-557b-5f10-9a40-dcd805f4a9be,tg:lhhs:10849,Formats,1,pages,written,1,,
081414fb-4a7d-5c5d-81bc-f69101fadfbf,tg:lhhs:787,Formats,1,sheets,total,,2,
097a4b3c-2863-5e09-bb15-dc24839fee9f,tg:lhhs:13766,Formats,1,sheets,total,,3,
097a4b3c-2863-5e09-bb15-dc24839fee9f,tg:lhhs:13766,Formats,1,pages,written,3,,
1bc7f986-7b8e-5e0c-bc3f-803f0f103891,tg:lhhs:1248,Formats,1,sheets,total,,1,
1bc7f986-7b8e-5e0c-bc3f-803f0f103891,tg:lhhs:1248,Formats,1,pages,written,1,,
50d1d375-f7dc-5cad-a17a-20cb609fed9d,tg:lhhs:3275,Formats,1,pages,written,1,,
7cfd2370-f23c-5052-9ff8-9564e1a2d458,tg:lhhs:10799,Formats,1,sheets,total,,1,
7cfd2370-f23c-5052-9ff8-9564e1a2d458,tg:lhhs:10799,Formats,1,pages,written,1,,
eb6b6db5-a14d-59c2-a0c4-e1e5cde338f1,tg:lhhs:15061,Formats,1,sheets,total,,2,
eb6b6db5-a14d-59c2-a0c4-e1e5cde338f1,tg:lhhs:15061,Formats,1,pages,written,3,,
1c306a2e-7e91-541f-bbfd-2f82842eb34a,tg:lhhs:857,Formats,1,pages,written,5,,
999504e5-87a0-5909-8d8a-7ac046ad75e1,tg:lhhs:5572,Formats,1,sheets,total,,292,
999504e5-87a0-5909-8d8a-7ac046ad75e1,tg:lhhs:5572,Formats,1,pages,written,292,,
d5dfa4c6-e801-507d-874e-19d1fd981a75,tg:lhhs:18653,Formats,1,sheets,total,,3,
d5dfa4c6-e801-507d-874e-19d1fd981a75,tg:lhhs:18653,Formats,1,pages,written,3,,
4bd1591c-ee66-56e9-82a2-c35aaec5be67,tg:lhhs:5088,Formats,1,sheets,total,,23,
4bd1591c-ee66-56e9-82a2-c35aaec5be67,tg:lhhs:5088,Formats,1,pages,written,23,,
bb4691e8-d0c2-52da-85cd-19d25be3845f,tg:lhhs:1862,Formats,1,sheets,total,,492,
bb4691e8-d0c2-52da-85cd-19d25be3845f,tg:lhhs:1862,Formats,1,pages,written,495,,
4f366cc8-3cd6-51f6-a741-9d911e044f27,tg:lhhs:8340,Formats,1,sheets,total,,3,
4f366cc8-3cd6-51f6-a741-9d911e044f27,tg:lhhs:8340,Formats,1,pages,written,5,,
3540045f-7057-5fe3-a083-0861fdc945af,tg:lhhs:10263,Formats,1,sheets,total,,1,
3540045f-7057-5fe3-a083-0861fdc945af,tg:lhhs:10263,Formats,1,pages,written,3,,
66c5d02e-1935-574a-8d99-25be080dc413,tg:lhhs:15431,Formats,1,sheets,total,,11,
66c5d02e-1935-574a-8d99-25be080dc413,tg:lhhs:15431,Formats,1,pages,written,11,,
adbbb083-b9b2-5377-80e6-e527c9da117a,tg:lhhs:5122,Formats,1,sheets,total,,6,
adbbb083-b9b2-5377-80e6-e527c9da117a,tg:lhhs:5122,Formats,1,pages,written,6,,
513aaa14-2555-53dc-8329-b32037729c26,tg:lhhs:18203,Formats,1,sheets,total,,25,
513aaa14-2555-53dc-8329-b32037729c26,tg:lhhs:18203,Formats,1,pages,written,25,,
5746a96b-af75-54b8-88ff-0577bf67549c,tg:lhhs:8710,Formats,1,sheets,total,,1,
5746a96b-af75-54b8-88ff-0577bf67549c,tg:lhhs:8710,Formats,1,pages,written,1,,
bb8b5538-bcd1-5b08-8cf4-9893b8e7ac42,tg:lhhs:10633,Formats,1,sheets,total,,148,
bb8b5538-bcd1-5b08-8cf4-9893b8e7ac42,tg:lhhs:10633,Formats,1,pages,written,148,,
1379038c-6492-560d-a6e0-c74563b70e77,tg:lhhs:20285,Formats,1,sheets,total,,6,
1379038c-6492-560d-a6e0-c74563b70e77,tg:lhhs:20285,Formats,1,pages,written,12,,
f3cf4e05-2837-56d5-a932-09caefc18d6e,tg:lhhs:11921,Formats,1,sheets,total,,8,
f3cf4e05-2837-56d5-a932-09caefc18d6e,tg:lhhs:11921,Formats,1,pages,written,28,,
68c7aae6-ea88-5988-b44a-1be943c4fb9b,tg:lhhs:9802,Formats,1,sheets,total,,1,
68c7aae6-ea88-5988-b44a-1be943c4fb9b,tg:lhhs:9802,Formats,1,pages,written,1,,
9f918179-9acd-5efe-b83a-5b478b0a183e,tg:lhhs:11188,Formats,1,sheets,total,,1,
9f918179-9acd-5efe-b83a-5b478b0a183e,tg:lhhs:11188,Formats,1,pages,written,3,,
aa6bbac7-c2f0-51db-9320-b96740836cbf,tg:lhhs:14670,Formats,1,sheets,total,,1,
f1865543-6fc6-59d4-9073-6bbc7a0b2fb4,tg:lhhs:154,Formats,1,sheets,total,,16,
63bd82d4-01dc-515c-8eb2-92177bc6315f,tg:lhhs:4363,Formats,1,pages,written,3,,
5f0113a0-435d-5928-9559-d15f61f2b17a,tg:lhhs:1161,Formats,1,sheets,total,,1,
5f0113a0-435d-5928-9559-d15f61f2b17a,tg:lhhs:1161,Formats,1,pages,written,1,,
6330d151-ed40-5913-9432-cd8641caa46c,tg:lhhs:4699,Formats,1,pages,written,1,,
370b8579-3f7f-55e7-941a-f4b9dffe484d,tg:lhhs:19042,Formats,1,pages,written,1,,
9a96f9e1-795f-5953-8ab6-156f46ef27b8,tg:lhhs:11472,Formats,1,sheets,total,,14,
9a96f9e1-795f-5953-8ab6-156f46ef27b8,tg:lhhs:11472,Formats,1,pages,written,14,,
0c353757-a6c8-59fe-bab5-d3337742fef6,tg:lhhs:14220,Formats,1,sheets,total,,3,
0c353757-a6c8-59fe-bab5-d3337742fef6,tg:lhhs:14220,Formats,1,pages,written,3,,
9f3b0002-46d7-594f-8c5d-b9ff43047585,tg:lhhs:4733,Formats,1,pages,written,1,,
b2fe96a4-6b0a-5f1e-94fb-01690fe9a8dd,tg:lhhs:5821,Formats,1,sheets,total,,3,
b2fe96a4-6b0a-5f1e-94fb-01690fe9a8dd,tg:lhhs:5821,Formats,1,pages,written,3,,
9fdd0aeb-a6fb-53b0-87a7-ee77babbcdd1,tg:lhhs:1531,Formats,1,sheets,total,,5,
9fdd0aeb-a6fb-53b0-87a7-ee77babbcdd1,tg:lhhs:1531,Formats,1,pages,written,6,,
13d4ee45-1359-5891-8770-3ef2e1f84673,tg:lhhs:19412,Formats,1,pages,written,17,,
9c17e13c-b601-5b38-921a-68a07de49044,tg:lhhs:11022,Formats,1,sheets,total,,1,
9c17e13c-b601-5b38-921a-68a07de49044,tg:lhhs:11022,Formats,1,pages,written,2,,
481f1169-03e5-5599-84a3-26de6405c5d2,tg:lhhs:9101,Formats,1,sheets,total,,42,
481f1169-03e5-5599-84a3-26de6405c5d2,tg:lhhs:9101,Formats,1,pages,written,42,,
c51f4427-8801-5407-b323-1ec0769c6e18,tg:lhhs:19107,Formats,1,sheets,total,,4,
c51f4427-8801-5407-b323-1ec0769c6e18,tg:lhhs:19107,Formats,1,pages,written,4,,
b306152f-7577-5d33-9d7f-1fd5bb2ab09f,tg:lhhs:3019,Formats,1,pages,written,1,,
a4dd126b-ecf3-5adb-89dc-3bd84639c3b8,tg:lhhs:1024,Formats,1,pages,written,5,,
0f3ad576-fe86-5aa7-bec9-2200f0cb2b9b,tg:lhhs:9414,Formats,1,sheets,total,,3,
0f3ad576-fe86-5aa7-bec9-2200f0cb2b9b,tg:lhhs:9414,Formats,1,pages,written,11,,
03236c82-4e04-57e7-96a5-690d0bd90161,tg:lhhs:11537,Formats,1,sheets,total,,2,
03236c82-4e04-57e7-96a5-690d0bd90161,tg:lhhs:11537,Formats,1,pages,written,2,,
f8ce87ce-a20f-5513-b5da-dcab8152ac49,tg:lhhs:14735,Formats,1,sheets,total,,50,ca
f8ce87ce-a20f-5513-b5da-dcab8152ac49,tg:lhhs:14735,Formats,1,pages,written,35,,
74585701-9c35-589e-9e06-7cb33ec009c2,tg:lhhs:15827,Formats,1,sheets,total,,91,
74585701-9c35-589e-9e06-7cb33ec009c2,tg:lhhs:15827,Formats,1,pages,written,91,,
76ab0649-6698-58e6-bd34-be61798242bd,tg:lhhs:4226,Formats,1,pages,written,2,,
bacec724-490a-5f51-bc20-64e6e328902b,tg:lhhs:3449,Formats,1,pages,written,11,,
1705df4b-c191-5add-ab6a-1da48a8859b0,tg:lhhs:19557,Formats,1,sheets,total,,110,ca
1705df4b-c191-5add-ab6a-1da48a8859b0,tg:lhhs:19557,Formats,1,pages,written,110,,
b28581bd-10d0-5b80-b505-7460e57a04a7,tg:lhhs:1474,Formats,1,sheets,total,,4,
b28581bd-10d0-5b80-b505-7460e57a04a7,tg:lhhs:1474,Formats,1,pages,written,4,,
e404cf7d-89b7-530d-93ea-2a6345ea6c91,tg:lhhs:11167,Formats,1,sheets,total,,1,
e404cf7d-89b7-530d-93ea-2a6345ea6c91,tg:lhhs:11167,Formats,1,pages,written,3,,
80fe0ee0-cc1d-59fd-996e-03aab64b4459,tg:lhhs:16358,Formats,1,sheets,total,,10,
80fe0ee0-cc1d-59fd-996e-03aab64b4459,tg:lhhs:16358,Formats,1,pages,written,10,,
9bc79f80-d33e-50e2-818e-52135518ce44,tg:lhhs:14365,Formats,1,sheets,total,,13,
9bc79f80-d33e-50e2-818e-52135518ce44,tg:lhhs:14365,Formats,1,pages,written,13,,
1bf747f1-ab86-5d3e-a324-eb0e428bea04,tg:lhhs:441,Formats,1,sheets,total,,11,
4296c72b-19e0-5c0f-ae0a-c823e9046d5e,tg:lhhs:4676,Formats,1,pages,written,1,,
fbeb29b2-6c3a-5813-b671-2a6b47812303,tg:lhhs:5964,Formats,1,sheets,total,,2,
adce2c1a-62ae-5baf-8dfc-fbd218ed41af,tg:lhhs:7959,Formats,1,sheets,total,,20,
adce2c1a-62ae-5baf-8dfc-fbd218ed41af,tg:lhhs:7959,Formats,1,pages,written,20,,
1ecd91aa-abd3-5fcd-b494-22798a7d898a,tg:lhhs:18716,Formats,1,sheets,total,,8,
1ecd91aa-abd3-5fcd-b494-22798a7d898a,tg:lhhs:18716,Formats,1,pages,written,8,,
1d60c8e3-a7bc-5133-a47c-051e063ba5c1,tg:lhhs:19804,Formats,1,sheets,total,,8,
1d60c8e3-a7bc-5133-a47c-051e063ba5c1,tg:lhhs:19804,Formats,1,pages,written,8,,
be026417-fa02-58c1-a206-566c657a633e,tg:lhhs:1927,Formats,1,sheets,total,,4,
be026417-fa02-58c1-a206-566c657a633e,tg:lhhs:1927,Formats,1,pages,written,4,,
d0b857d3-f965-5698-b5ec-12ae3d35ab3b,tg:lhhs:20790,Formats,1,sheets,total,,20,
d0b857d3-f965-5698-b5ec-12ae3d35ab3b,tg:lhhs:20790,Formats,1,pages,written,20,,
cf9d8081-64ef-5970-8d75-36aba45cd9a3,tg:lhhs:10326,Formats,1,sheets,total,,38,
cf9d8081-64ef-5970-8d75-36aba45cd9a3,tg:lhhs:10326,Formats,1,pages,written,38,,
117106a2-a6f6-5b92-8c62-dfd6f00d22e3,tg:lhhs:8205,Formats,1,sheets,total,,4,
117106a2-a6f6-5b92-8c62-dfd6f00d22e3,tg:lhhs:8205,Formats,1,pages,written,4,,
f7fdbac9-b696-5b0c-8338-5ddef895dd4e,tg:lhhs:17119,Formats,1,sheets,total,,50,
f7fdbac9-b696-5b0c-8338-5ddef895dd4e,tg:lhhs:17119,Formats,1,pages,written,58,,
2a176224-c71b-5cf3-8429-d688ed753a31,tg:lhhs:912,Formats,1,pages,written,11,,
ef1eb11d-72eb-5e5c-a1c0-98ae73ef7785,tg:lhhs:5437,Formats,1,sheets,total,,3,
e72bf25a-b68f-5a0a-8a68-b670b1472171,tg:lhhs:18346,Formats,1,sheets,total,,100,
e72bf25a-b68f-5a0a-8a68-b670b1472171,tg:lhhs:18346,Formats,1,pages,written,144,,
61422899-196d-5b13-9779-8350509d5783,tg:lhhs:2258,Formats,1,sheets,total,,7,
61422899-196d-5b13-9779-8350509d5783,tg:lhhs:2258,Formats,1,pages,written,7,,
9f0b08de-a6a3-5ed8-a5da-af75ddbc34f3,tg:lhhs:10776,Formats,1,sheets,total,,295,
9f0b08de-a6a3-5ed8-a5da-af75ddbc34f3,tg:lhhs:10776,Formats,1,pages,written,295,,
6133b0a3-4993-5d5f-b744-2edad74b10f3,tg:lhhs:8655,Formats,1,sheets,total,,6,
6133b0a3-4993-5d5f-b744-2edad74b10f3,tg:lhhs:8655,Formats,1,pages,written,12,,
88ef5568-6d34-5deb-bb96-36c6e15c33ef,tg:lhhs:9947,Formats,1,sheets,total,,2,
88ef5568-6d34-5deb-bb96-36c6e15c33ef,tg:lhhs:9947,Formats,1,pages,written,2,,
feb4e30c-8060-5d1b-aa54-b0c4dbdfd5b6,tg:lhhs:13859,Formats,1,sheets,total,,2,
feb4e30c-8060-5d1b-aa54-b0c4dbdfd5b6,tg:lhhs:13859,Formats,1,pages,written,2,,
618a3c14-9667-50fb-9548-0986c30d1812,tg:lhhs:11864,Formats,1,sheets,total,,193,
618a3c14-9667-50fb-9548-0986c30d1812,tg:lhhs:11864,Formats,1,pages,written,193,,
fd4c5721-bac0-5652-98a6-df2a3fa1affa,tg:lhhs:15574,Formats,1,sheets,total,,4,
fd4c5721-bac0-5652-98a6-df2a3fa1affa,tg:lhhs:15574,Formats,1,pages,written,7,,
1f76e364-bba8-56ba-9d2a-e83482aad932,tg:lhhs:17549,Formats,1,sheets,total,,6,
1f76e364-bba8-56ba-9d2a-e83482aad932,tg:lhhs:17549,Formats,1,pages,written,6,,
913fd09d-12de-5b2c-9d64-aad601b7fd20,tg:lhhs:5067,Formats,1,sheets,total,,53,ca
913fd09d-12de-5b2c-9d64-aad601b7fd20,tg:lhhs:5067,Formats,1,pages,written,80,,
89df5f47-7c10-5d86-a08b-406bd55a312d,tg:lhhs:6866,Formats,1,pages,written,2,,
f86ab9f6-2eed-5f38-bea9-891c792a5ba3,tg:lhhs:18192,Formats,1,sheets,total,,53,
f86ab9f6-2eed-5f38-bea9-891c792a5ba3,tg:lhhs:18192,Formats,1,pages,written,102,,
67168f55-7424-5a8c-865e-45203fb0158a,tg:lhhs:7774,Formats,1,sheets,total,,1,
67168f55-7424-5a8c-865e-45203fb0158a,tg:lhhs:7774,Formats,1,pages,written,1,,
281027b8-48a0-542d-844c-7c1a79b3af2f,tg:lhhs:5749,Formats,1,sheets,total,,128,
281027b8-48a0-542d-844c-7c1a79b3af2f,tg:lhhs:5749,Formats,1,pages,written,128,,
3eafa787-cd6b-5e5e-b592-cb8469f10e07,tg:lhhs:17267,Formats,1,sheets,total,,4,
3eafa787-cd6b-5e5e-b592-cb8469f10e07,tg:lhhs:17267,Formats,1,pages,written,4,,
5ab19ea7-cb4e-507f-b540-ae78998e2fbb,tg:lhhs:8481,Formats,1,sheets,total,,28,
5ab19ea7-cb4e-507f-b540-ae78998e2fbb,tg:lhhs:8481,Formats,1,pages,written,28,,
0bff5ef8-564c-5a0d-a116-ae424ecb89d4,tg:lhhs:20114,Formats,1,sheets,total,,2,
0bff5ef8-564c-5a0d-a116-ae424ecb89d4,tg:lhhs:20114,Formats,1,pages,written,2,,
3a50597a-84d7-5c1d-8a51-5f079e137204,tg:lhhs:12065,Formats,1,sheets,total,,226,
3a50597a-84d7-5c1d-8a51-5f079e137204,tg:lhhs:12065,Formats,1,pages,written,226,,
4aee95f6-131b-5c4d-8247-6f6711aa654c,tg:lhhs:10058,Formats,1,sheets,total,,5,
4aee95f6-131b-5c4d-8247-6f6711aa654c,tg:lhhs:10058,Formats,1,pages,written,5,,
8e653ad4-4333-52b2-a573-51baf038163c,tg:lhhs:18468,Formats,1,sheets,total,,66,
8e653ad4-4333-52b2-a573-51baf038163c,tg:lhhs:18468,Formats,1,pages,written,62,,
13570bb6-c09c-501d-9645-85dd1aabcd48,tg:lhhs:2576,Formats,1,pages,written,2,,
3a412454-c197-521d-a49b-9ea334d51db9,tg:lhhs:7324,Formats,1,sheets,total,,7,
e659c288-3935-5eb4-97eb-a28a04ba98a0,tg:lhhs:5319,Formats,1,sheets,total,,17,
e659c288-3935-5eb4-97eb-a28a04ba98a0,tg:lhhs:5319,Formats,1,pages,written,23,,
9f1ffc16-e95e-5de4-b96b-5306f920eeb3,tg:lhhs:20544,Formats,1,sheets,total,,9,
9f1ffc16-e95e-5de4-b96b-5306f920eeb3,tg:lhhs:20544,Formats,1,pages,written,9,,
c347ff23-45fd-5ffd-aeca-52174e55de94,tg:lhhs:16925,Formats,1,sheets,total,,1,
c347ff23-45fd-5ffd-aeca-52174e55de94,tg:lhhs:16925,Formats,1,pages,written,1,,
88a0941b-49b7-54a7-b07c-3ec4ddd1ca46,tg:lhhs:17637,Formats,1,sheets,total,,2,
88a0941b-49b7-54a7-b07c-3ec4ddd1ca46,tg:lhhs:17637,Formats,1,pages,written,4,,
