Object Number,Record Type,URL,ResourceID,Reference Number,Material Type,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card,brocade.id,Acquisition Brocade ID,Acquisition Name,Acquisition Identifier,note,Annotation,Annotation Type,Annotation Language,Archive Brocade ID,Archive Name,Archive Identifier,Description,Description Type,Description Language,Dimension Value,Dimension Type,Dimension Measurement Unit,Illustration Type,Illustration URL,Brocade ID,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type,Acquisition Note,Location Number,Registration Number value,Archive Note,Source Note,Serial Number,Source Note Language,Source Note Type,id/place.place,Production Place Name,Production Place ID,Production Place Identifier,Production Actor Identifier,Production Actor ID,Production Actor Name,Production Actor Role,Production Actor Capacity,Comment,UserID,Legacy Comment Type
tg:lhps:2864,Affiche,https://anet.be/record/opaclhobj/tg:lhps:2864/N,857d7a60-4ef8-591d-a968-bf94517b7ca3,BE-ANN07/ps/000002835,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/857d7a60-4ef8-591d-a968-bf94517b7ca3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,857d7a60-4ef8-591d-a968-bf94517b7ca3,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Davidsfonds St. Michiels / Over en uit eigen werk, poëzie en proza / door Blanka Gyselen / dichteres - romanschrijfster - deklamatiekunstenares 
",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,857d7a60-4ef8-591d-a968-bf94517b7ca3,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"54,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,857d7a60-4ef8-591d-a968-bf94517b7ca3,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"36,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,857d7a60-4ef8-591d-a968-bf94517b7ca3,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:2864,au::45188,{'url': 'https://anet.be/record/isaarlh/au::45188'},dr,Persoon,F. Huyghebaert,Drukker,,,,,,,,,,,,,,,,,,,,
,,,857d7a60-4ef8-591d-a968-bf94517b7ca3,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:2864,au::4982,{'url': 'https://anet.be/record/isaarlh/au::4982'},kw,Organisatie,Davidsfonds,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,857d7a60-4ef8-591d-a968-bf94517b7ca3,,,,,,,,,,,,3,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:2864,au::7522,{'url': 'https://anet.be/record/isaarlh/au::7522'},kw,Persoon,Blanka Gyselen,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,857d7a60-4ef8-591d-a968-bf94517b7ca3,,,,,,,,,,,,1,Images,tg:lhps:2864,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:631830'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,857d7a60-4ef8-591d-a968-bf94517b7ca3,,,,,,,,,,,,2,Images,tg:lhps:2864,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:636931'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,857d7a60-4ef8-591d-a968-bf94517b7ca3,,,,,,,,,,,,1,Items,tg:lhps:2864,,,,,,,,,,,,,,,,,,,,,,,,,,,G 993 / A,237971,,,,Nederlands,Noot,,,,,,,,,,,,
,,,857d7a60-4ef8-591d-a968-bf94517b7ca3,,,,,,,,,,,,1,Places,tg:lhps:2864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Sint-Michiels'}],Sint-Michiels,,,,,,,,,,
,,,857d7a60-4ef8-591d-a968-bf94517b7ca3,,,,,,,,,,,,1,ProductionActors,tg:lhps:2864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/21ef513b-879a-52b7-8d24-c31e1efda883'},au::45188,F. Huyghebaert,Drukker,,,,
tg:lhps:25880,Affiche,https://anet.be/record/opaclhobj/tg:lhps:25880/N,8589ce9f-eb51-550d-9146-918b914ca8f2,BE-ANN07/ps/000025211,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8589ce9f-eb51-550d-9146-918b914ca8f2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8589ce9f-eb51-550d-9146-918b914ca8f2,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,Dag van de gelijke behandeling voor jonge migranten,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8589ce9f-eb51-550d-9146-918b914ca8f2,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"59,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8589ce9f-eb51-550d-9146-918b914ca8f2,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"41,5",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8589ce9f-eb51-550d-9146-918b914ca8f2,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:25880,au::44347,{'url': 'https://anet.be/record/isaarlh/au::44347'},dr,Organisatie,De Wrikker,Drukker,,,,,,,,,,,,,,,,,,,,
,,,8589ce9f-eb51-550d-9146-918b914ca8f2,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:25880,au::12893,{'url': 'https://anet.be/record/isaarlh/au::12893'},kw,Algemeen,Migranten,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,8589ce9f-eb51-550d-9146-918b914ca8f2,,,,,,,,,,,,1,Images,tg:lhps:25880,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:510915'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8589ce9f-eb51-550d-9146-918b914ca8f2,,,,,,,,,,,,2,Images,tg:lhps:25880,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:532821'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8589ce9f-eb51-550d-9146-918b914ca8f2,,,,,,,,,,,,1,Items,tg:lhps:25880,,,,,,,,,,,,,,,,,,,,,,,,,,,MM 33 / A,225255/528,,,,Nederlands,Noot,,,,,,,,,,,,
,,,8589ce9f-eb51-550d-9146-918b914ca8f2,,,,,,,,,,,,1,Places,tg:lhps:25880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Antwerpen'}],Antwerpen,,,,,,,,,,
,,,8589ce9f-eb51-550d-9146-918b914ca8f2,,,,,,,,,,,,1,ProductionActors,tg:lhps:25880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/1e1b5ccd-0ace-5dfb-b02d-20b72d0dc9f9'},au::44347,De Wrikker,Drukker,,,,
tg:lhps:41915,Affiche,https://anet.be/record/opaclhobj/tg:lhps:41915/N,859ba593-25f8-51b3-a65f-92a57d4bd0b7,BE-ANN07/ps/000037881,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/859ba593-25f8-51b3-a65f-92a57d4bd0b7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,859ba593-25f8-51b3-a65f-92a57d4bd0b7,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Greek Classical Theatre  
Its Influence in Europe  
program  
Greece in Antwerpen '93  
Antwerpen '93",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,859ba593-25f8-51b3-a65f-92a57d4bd0b7,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"68,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,859ba593-25f8-51b3-a65f-92a57d4bd0b7,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"48,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,859ba593-25f8-51b3-a65f-92a57d4bd0b7,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:41915,au::532,{'url': 'https://anet.be/record/isaarlh/au::532'},kw,Organisatie,Antwerpen 93,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,859ba593-25f8-51b3-a65f-92a57d4bd0b7,,,,,,,,,,,,1,Images,tg:lhps:41915,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:449397'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,859ba593-25f8-51b3-a65f-92a57d4bd0b7,,,,,,,,,,,,2,Images,tg:lhps:41915,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:481636'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,859ba593-25f8-51b3-a65f-92a57d4bd0b7,,,,,,,,,,,,1,Items,tg:lhps:41915,,,,,,,,,,,,,,,,,,,,,,,,,,,AA 93 / A,225276/374,,,,Nederlands,Noot,,,,,,,,,,,,
,,,859ba593-25f8-51b3-a65f-92a57d4bd0b7,,,,,,,,,,,,1,Places,tg:lhps:41915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Antwerpen'}],Antwerpen,,,,,,,,,,
tg:lhps:52682,Affiche,https://anet.be/record/opaclhobj/tg:lhps:52682/N,85a7df3c-84b0-5ab4-9662-d098f5f1d8c4,BE-ANN07/ps/000048520,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/85a7df3c-84b0-5ab4-9662-d098f5f1d8c4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,85a7df3c-84b0-5ab4-9662-d098f5f1d8c4,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,Geneeskundige Kring / richt in / Kabaretavond / Galgenaas / (Fakkelteater Antwerpen) / in Zaal Molière,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,85a7df3c-84b0-5ab4-9662-d098f5f1d8c4,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"50,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,85a7df3c-84b0-5ab4-9662-d098f5f1d8c4,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"36,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,85a7df3c-84b0-5ab4-9662-d098f5f1d8c4,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:52682,au::6606,{'url': 'https://anet.be/record/isaarlh/au::6606'},kw,Organisatie,Fakkelteater,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,85a7df3c-84b0-5ab4-9662-d098f5f1d8c4,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:52682,au::19612,{'url': 'https://anet.be/record/isaarlh/au::19612'},kw,Persoon,Bert Verhoye,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,85a7df3c-84b0-5ab4-9662-d098f5f1d8c4,,,,,,,,,,,,1,Images,tg:lhps:52682,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:457280'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,85a7df3c-84b0-5ab4-9662-d098f5f1d8c4,,,,,,,,,,,,2,Images,tg:lhps:52682,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:488761'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,85a7df3c-84b0-5ab4-9662-d098f5f1d8c4,,,,,,,,,,,,1,Items,tg:lhps:52682,,,,,,,,,,,,,,,,,,,,,,,,,,,F 131 / A,,,,,Nederlands,Noot,,,,,,,,,,,,
,,,85a7df3c-84b0-5ab4-9662-d098f5f1d8c4,,,,,,,,,,,,1,Places,tg:lhps:52682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::100104', 'uuid': '4769b493-6042-50bf-b99b-3eaa75ca2107'}]",Anderlecht,au::100104,https://id.letterenhuis.be/ark:/24970/4769b493-6042-50bf-b99b-3eaa75ca2107,,,,,,,,
tg:lhps:34116,Affiche,https://anet.be/record/opaclhobj/tg:lhps:34116/N,86531fda-82c1-5f97-8794-54e35363685a,BE-ANN07/ps/000033288,Doek,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/86531fda-82c1-5f97-8794-54e35363685a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86531fda-82c1-5f97-8794-54e35363685a,,,,,,,,,,,,1,Annotations,tg:lhps:34116,,,,note.lhalg,"Kleurenlithografie; gesign. l.o. """"Duilio Cambellotti",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86531fda-82c1-5f97-8794-54e35363685a,,,,,,,,,,,,1,Archives,tg:lhps:34116,,,,,,,,isad:lh:92750,Legaat Jules Baetes (1938),{'url':'https://id.letterenhuis.be/ark:/24970/86531fda-82c1-5f97-8794-54e35363685a'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86531fda-82c1-5f97-8794-54e35363685a,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Rome Février-Novembre 1911 / Fêtes commémoratives de la proclamation du Royaume d'Italie / [...] / Lit. E. Chappuis, Bologne",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86531fda-82c1-5f97-8794-54e35363685a,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"88,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86531fda-82c1-5f97-8794-54e35363685a,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"45,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86531fda-82c1-5f97-8794-54e35363685a,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:34116,au::58965,{'url': 'https://anet.be/record/isaarlh/au::58965'},ds,Persoon,Duilio Cambellotti,Ontwerper,,,,,,,,,,,,,,,,,,,,
,,,86531fda-82c1-5f97-8794-54e35363685a,,,,,,,,,,,,1,Images,tg:lhps:34116,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:558184'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86531fda-82c1-5f97-8794-54e35363685a,,,,,,,,,,,,2,Images,tg:lhps:34116,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:565039'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86531fda-82c1-5f97-8794-54e35363685a,,,,,,,,,,,,1,Items,tg:lhps:34116,,,,,,,,,,,,,,,,,,,,,,,,,,,AV.38.5.10.294,225272/2151,isad:lh:92750,,,Nederlands,Noot,,,,,,,,,,,,
,,,86531fda-82c1-5f97-8794-54e35363685a,,,,,,,,,,,,1,ProductionActors,tg:lhps:34116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/6cd6151c-8000-5c62-9da6-6e47aafeb1e5'},au::58965,Duilio Cambellotti,Ontwerper,,,,
tg:lhps:22646,Affiche,https://anet.be/record/opaclhobj/tg:lhps:22646/N,86919df0-80e6-59c2-9fda-3a67549f8cb6,BE-ANN07/ps/000021992,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/86919df0-80e6-59c2-9fda-3a67549f8cb6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86919df0-80e6-59c2-9fda-3a67549f8cb6,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Toneelkring """"Door en voor het volk"""" / voert voor U op: / De tractor / 
Drama in drie bedrijven / Door F.J. Kemp / [reclame voor Jager Pils]",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86919df0-80e6-59c2-9fda-3a67549f8cb6,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"70,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86919df0-80e6-59c2-9fda-3a67549f8cb6,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"53,5",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86919df0-80e6-59c2-9fda-3a67549f8cb6,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:22646,au::45327,{'url': 'https://anet.be/record/isaarlh/au::45327'},dr,Organisatie,Moons,Drukker,,,,,,,,,,,,,,,,,,,,
,,,86919df0-80e6-59c2-9fda-3a67549f8cb6,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:22646,au::46442,{'url': 'https://anet.be/record/isaarlh/au::46442'},dr,Organisatie,Laline,Drukker,,,,,,,,,,,,,,,,,,,,
,,,86919df0-80e6-59c2-9fda-3a67549f8cb6,,,,,,,,,,,,3,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:22646,au::10104,{'url': 'https://anet.be/record/isaarlh/au::10104'},kw,Persoon,F.J. Kemp,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,86919df0-80e6-59c2-9fda-3a67549f8cb6,,,,,,,,,,,,4,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:22646,au::61021,{'url': 'https://anet.be/record/isaarlh/au::61021'},kw,Algemeen,Reclame (bier),Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,86919df0-80e6-59c2-9fda-3a67549f8cb6,,,,,,,,,,,,1,Images,tg:lhps:22646,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:507382'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86919df0-80e6-59c2-9fda-3a67549f8cb6,,,,,,,,,,,,2,Images,tg:lhps:22646,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:529615'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86919df0-80e6-59c2-9fda-3a67549f8cb6,,,,,,,,,,,,1,Items,tg:lhps:22646,,,,,,,,,,,,,,,,,,,,,,,,,,,K 2902 / A,225229/37,,,,Nederlands,Noot,,,,,,,,,,,,
,,,86919df0-80e6-59c2-9fda-3a67549f8cb6,,,,,,,,,,,,1,Places,tg:lhps:22646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::100261', 'uuid': 'c5a92a92-e387-52b1-92ba-3e19dfe09fbf'}]",Balen,au::100261,https://id.letterenhuis.be/ark:/24970/c5a92a92-e387-52b1-92ba-3e19dfe09fbf,,,,,,,,
,,,86919df0-80e6-59c2-9fda-3a67549f8cb6,,,,,,,,,,,,1,ProductionActors,tg:lhps:22646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/043d589d-8e20-5ed8-a8a4-c2d56cd5d350'},au::45327,Moons,Drukker,,,,
,,,86919df0-80e6-59c2-9fda-3a67549f8cb6,,,,,,,,,,,,2,ProductionActors,tg:lhps:22646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d306506a-e2b0-514d-b25f-855cb92f0b66'},au::46442,Laline,Drukker,,,,
tg:lhps:61273,Affiche,https://anet.be/record/opaclhobj/tg:lhps:61273/N,86b935b8-0ef9-5557-9dc8-2ee7d35acb67,BE-ANN07/ps/000057059,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/86b935b8-0ef9-5557-9dc8-2ee7d35acb67'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86b935b8-0ef9-5557-9dc8-2ee7d35acb67,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Tentoonstelling / De """"Grooten Oorlog"""" in de provincie Antwerpen / Een selectie van bescheiden uit het Provinciearchief / Ter gelegenheid van de opendeurdag van het Provinciebestuur van Antwerpen",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86b935b8-0ef9-5557-9dc8-2ee7d35acb67,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"42,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86b935b8-0ef9-5557-9dc8-2ee7d35acb67,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"30,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86b935b8-0ef9-5557-9dc8-2ee7d35acb67,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:61273,au::100138,{'url': 'https://anet.be/record/isaarlh/au::100138'},kw,Plaatsen,Antwerpen,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,86b935b8-0ef9-5557-9dc8-2ee7d35acb67,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:61273,au::18159,{'url': 'https://anet.be/record/isaarlh/au::18159'},kw,Organisatie,Tentoonstellingen Geschiedenis,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,86b935b8-0ef9-5557-9dc8-2ee7d35acb67,,,,,,,,,,,,3,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:61273,au::14051,{'url': 'https://anet.be/record/isaarlh/au::14051'},kw,Andere,Oorlog 1914-1918,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,86b935b8-0ef9-5557-9dc8-2ee7d35acb67,,,,,,,,,,,,1,Images,tg:lhps:61273,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:685211'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86b935b8-0ef9-5557-9dc8-2ee7d35acb67,,,,,,,,,,,,2,Images,tg:lhps:61273,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:685270'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86b935b8-0ef9-5557-9dc8-2ee7d35acb67,,,,,,,,,,,,1,Items,tg:lhps:61273,,,,,,,,,,,,,,,,,,,,,,,,,,,T 19663 / A,,,,,Nederlands,Noot,,,,,,,,,,,,
,,,86b935b8-0ef9-5557-9dc8-2ee7d35acb67,,,,,,,,,,,,1,Places,tg:lhps:61273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::100141', 'uuid': '81ac4db9-1e25-55a3-9b28-97c03f96b4ab'}]",Antwerpen,au::100141,https://id.letterenhuis.be/ark:/24970/81ac4db9-1e25-55a3-9b28-97c03f96b4ab,,,,,,,,
tg:lhps:53569,Affiche,https://anet.be/record/opaclhobj/tg:lhps:53569/N,86bcd8d5-313f-53e9-ba84-d47e1b32834f,BE-ANN07/ps/000049383,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/86bcd8d5-313f-53e9-ba84-d47e1b32834f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86bcd8d5-313f-53e9-ba84-d47e1b32834f,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,Koninklijke Opera Gent / 1958-59 / 4e speeljaar / Dir. G. Meillander / La Gioconda / Hamlet /Twee Harten in 3/4 Maat / La Gioconda,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86bcd8d5-313f-53e9-ba84-d47e1b32834f,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"102,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86bcd8d5-313f-53e9-ba84-d47e1b32834f,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"72,5",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86bcd8d5-313f-53e9-ba84-d47e1b32834f,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:53569,au::44801,{'url': 'https://anet.be/record/isaarlh/au::44801'},dr,Organisatie,Hussein,Drukker,,,,,,,,,,,,,,,,,,,,
,,,86bcd8d5-313f-53e9-ba84-d47e1b32834f,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:53569,au::10520,{'url': 'https://anet.be/record/isaarlh/au::10520'},kw,Organisatie,Koninklijke Opera Gent,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,86bcd8d5-313f-53e9-ba84-d47e1b32834f,,,,,,,,,,,,3,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:53569,au::11698,{'url': 'https://anet.be/record/isaarlh/au::11698'},kw,Persoon,Karel Locufier,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,86bcd8d5-313f-53e9-ba84-d47e1b32834f,,,,,,,,,,,,1,Images,tg:lhps:53569,,,,,,,,,,,,,,,,,Hoge resolutie,{'url': 'https://anet.be/docstore/d:lh:263924'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,86bcd8d5-313f-53e9-ba84-d47e1b32834f,,,,,,,,,,,,2,Images,tg:lhps:53569,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:264144'},,,,,,,,,,,,,,,,,,,,,,,,,,,
