Object Number,Record Type,URL,ResourceID,Reference Number,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card,brocade.id,Acquisition Brocade ID,Acquisition Name,Acquisition Identifier,note,Annotation,Annotation Type,Annotation Language,Archive Brocade ID,Archive Name,Archive Identifier,Description,Description Type,Description Language,Dimension Value,Dimension Type,Dimension Measurement Unit,Illustration Type,Illustration URL,Brocade ID,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type,Acquisition Note,Registration Number value,Archive Note,Location Number,Source Note,Serial Number,Warehouse Location (begin),Warehouse Location (ende),Source Note Language,Source Note Type,id/place.place,Production Place Name,Production Place ID,Production Place Identifier,Object Type,Production Actor Identifier,Production Actor ID,Production Actor Name,Production Actor Role,Production Actor Capacity
,,,6066b7f1-17ce-5770-9af0-e5b2c8b1bdb3,,,,,,,,,,,2,Images,tg:lhph:14373,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:139589'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6066b7f1-17ce-5770-9af0-e5b2c8b1bdb3,,,,,,,,,,,1,Items,tg:lhph:14373,,,,,,,,,,,,,,,,,,,,,,,,,,,99429,,D 278 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,6066b7f1-17ce-5770-9af0-e5b2c8b1bdb3,,,,,,,,,,,1,ObjectTypes,tg:lhph:14373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
tg:lhph:26347,Foto,https://anet.be/record/opaclhobj/tg:lhph:26347/N,609c7af5-877c-5c55-acae-8b2b9cd2bcc8,BE-ANN07/ph/000025288,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/609c7af5-877c-5c55-acae-8b2b9cd2bcc8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,609c7af5-877c-5c55-acae-8b2b9cd2bcc8,,,,,,,,,,,1,Acquisitions,tg:lhph:26347,tr:lh:6602,Archief van Clemens Victor Trefois,{'url':'https://id.letterenhuis.be/ark:/24970/609c7af5-877c-5c55-acae-8b2b9cd2bcc8'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,609c7af5-877c-5c55-acae-8b2b9cd2bcc8,,,,,,,,,,,1,Archives,tg:lhph:26347,,,,,,,,isad:lh:95147,Foto's i.v.m. Clemens Victor Trefois,{'url':'https://id.letterenhuis.be/ark:/24970/609c7af5-877c-5c55-acae-8b2b9cd2bcc8'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,609c7af5-877c-5c55-acae-8b2b9cd2bcc8,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,Clement Victor Tréfois (3de van rechts). Groepsfoto.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,609c7af5-877c-5c55-acae-8b2b9cd2bcc8,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"51,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,609c7af5-877c-5c55-acae-8b2b9cd2bcc8,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"79,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,609c7af5-877c-5c55-acae-8b2b9cd2bcc8,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:26347,au::18596,{'url': 'https://anet.be/record/isaarlh/au::18596'},kw,Persoon,Clemens Victor Trefois,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,609c7af5-877c-5c55-acae-8b2b9cd2bcc8,,,,,,,,,,,1,Images,tg:lhph:26347,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:25989'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,609c7af5-877c-5c55-acae-8b2b9cd2bcc8,,,,,,,,,,,2,Images,tg:lhph:26347,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:151009'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,609c7af5-877c-5c55-acae-8b2b9cd2bcc8,,,,,,,,,,,1,Items,tg:lhph:26347,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:6602,163107/5,isad:lh:95147,T 4045 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,609c7af5-877c-5c55-acae-8b2b9cd2bcc8,,,,,,,,,,,1,ObjectTypes,tg:lhph:26347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
,,,609c7af5-877c-5c55-acae-8b2b9cd2bcc8,,,,,,,,,,,1,Places,tg:lhph:26347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Tervuren'}],Tervuren,,,,,,,,
tg:lhph:27444,Foto,https://anet.be/record/opaclhobj/tg:lhph:27444/N,60b7b80d-317c-51e2-9c7c-96064f3a7085,BE-ANN07/ph/000026376,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/60b7b80d-317c-51e2-9c7c-96064f3a7085'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60b7b80d-317c-51e2-9c7c-96064f3a7085,,,,,,,,,,,1,Acquisitions,tg:lhph:27444,tr:lh:3699,Archief van Jozef Muls,{'url':'https://id.letterenhuis.be/ark:/24970/60b7b80d-317c-51e2-9c7c-96064f3a7085'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60b7b80d-317c-51e2-9c7c-96064f3a7085,,,,,,,,,,,1,Annotations,tg:lhph:27444,,,,note.lhalg,"Op achterkant stempel 'Photo Kockx' Antwerpen'. -

(Datum of gelegenheid niet zeker).",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60b7b80d-317c-51e2-9c7c-96064f3a7085,,,,,,,,,,,1,Archives,tg:lhph:27444,,,,,,,,isad:lh:93358,Foto's (verzameling),{'url':'https://id.letterenhuis.be/ark:/24970/60b7b80d-317c-51e2-9c7c-96064f3a7085'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60b7b80d-317c-51e2-9c7c-96064f3a7085,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,Henri Pirenne: een ontvangst ter zijner hulde bij Benoit Roose - groepsfoto.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60b7b80d-317c-51e2-9c7c-96064f3a7085,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"125,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60b7b80d-317c-51e2-9c7c-96064f3a7085,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"175,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60b7b80d-317c-51e2-9c7c-96064f3a7085,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:27444,au::54732,{'url': 'https://anet.be/record/isaarlh/au::54732'},fo,Persoon,J. of F. Photo Kockx,Fotograaf,,,,,,,,,,,,,,,,,,,,
,,,60b7b80d-317c-51e2-9c7c-96064f3a7085,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:27444,au::14829,{'url': 'https://anet.be/record/isaarlh/au::14829'},kw,Persoon,Henri Pirenne,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,60b7b80d-317c-51e2-9c7c-96064f3a7085,,,,,,,,,,,3,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:27444,au::16007,{'url': 'https://anet.be/record/isaarlh/au::16007'},kw,Persoon,Benoit Roose,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,60b7b80d-317c-51e2-9c7c-96064f3a7085,,,,,,,,,,,1,Images,tg:lhph:27444,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:27058'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60b7b80d-317c-51e2-9c7c-96064f3a7085,,,,,,,,,,,2,Images,tg:lhph:27444,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:152082'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60b7b80d-317c-51e2-9c7c-96064f3a7085,,,,,,,,,,,1,Items,tg:lhph:27444,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:3699,71555,isad:lh:93358,P 522 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,60b7b80d-317c-51e2-9c7c-96064f3a7085,,,,,,,,,,,1,ObjectTypes,tg:lhph:27444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
,,,60b7b80d-317c-51e2-9c7c-96064f3a7085,,,,,,,,,,,1,ProductionActors,tg:lhph:27444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/9248ca5b-46c0-5622-bac8-d02227d1b349'},au::54732,J. of F. Photo Kockx,Fotograaf,
tg:lhph:40257,Foto,https://anet.be/record/opaclhobj/tg:lhph:40257/N,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,BE-ANN07/ph/000039002,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,,,,,,,,,,,1,Acquisitions,tg:lhph:40257,tr:lh:6989,Archief van Angela Dosfel-Tysmans,{'url':'https://id.letterenhuis.be/ark:/24970/610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,,,,,,,,,,,1,Annotations,tg:lhph:40257,,,,note.lhalg,"Nr. 36 is algemeen zicht op de site ( 120 x 90). Op achterkant annotatie van
A. Dosfel.

Een reeks van 44 foto's van de reis in een enveloppe met briefwisseling A.
Dosfel - C. Thiel:_ ' Mevrouw Dosfel! Eindelijk de foto's! U krijgt ook de
niet door te sturen foto's; u moogt uit deze ook kiezen, doch wilt u deze naar
mij terugsturen, met uw bestelling? Omwille van de heffing gaat het paket als
brief - u moogt het dus verder sturen als zaakpapieren (70 cm) doch zorgt u er
voor dat bij het pakje alleen de getypte 'circulaire' is... p de adressen;-
anders misschien miserie,-, hartelijk Colomba.'_ verder zijn er op de brief
(Nr. 174467/2; met opdruk 'Ik Dien') listen van foto's met nummers.",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,,,,,,,,,,,1,Archives,tg:lhph:40257,,,,,,,,isad:lh:93721,Foto's i.v.m. Angela Dosfel-Tysmans,{'url':'https://id.letterenhuis.be/ark:/24970/610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"KVM-reis naar Duisland; de groep tijdens een wandeling te Gothummel, bij Lübeck.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"65,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"65,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:40257,au::10066,{'url': 'https://anet.be/record/isaarlh/au::10066'},kw,Organisatie,Katholieke Vlaamse Meisjesbeweging,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:40257,au::18291,{'url': 'https://anet.be/record/isaarlh/au::18291'},kw,Persoon,Colomba Thiel,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,,,,,,,,,,,3,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:40257,au::5870,{'url': 'https://anet.be/record/isaarlh/au::5870'},kw,Persoon,Angela Dosfel-Tysmans,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,,,,,,,,,,,1,Images,tg:lhph:40257,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:39629'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,,,,,,,,,,,2,Images,tg:lhph:40257,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:164685'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,,,,,,,,,,,1,Items,tg:lhph:40257,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:6989,174467/13,isad:lh:93721,M 43828 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,,,,,,,,,,,1,ObjectTypes,tg:lhph:40257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
,,,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,,,,,,,,,,,1,Places,tg:lhph:40257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Lübeck (D)'}],Lübeck (D),,,,,,,,
tg:lhph:7918,Foto,https://anet.be/record/opaclhobj/tg:lhph:7918/N,617a8cc8-122d-50f9-9099-296ca6527ab1,BE-ANN07/ph/000007566,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/617a8cc8-122d-50f9-9099-296ca6527ab1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617a8cc8-122d-50f9-9099-296ca6527ab1,,,,,,,,,,,1,Acquisitions,tg:lhph:7918,tr:lh:7333,Oningeschreven gevonden in 2002,{'url':'https://id.letterenhuis.be/ark:/24970/617a8cc8-122d-50f9-9099-296ca6527ab1'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617a8cc8-122d-50f9-9099-296ca6527ab1,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Tekening van Marnix Gijsen, uit De Dag van 20 oktober 1938.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617a8cc8-122d-50f9-9099-296ca6527ab1,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"63,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617a8cc8-122d-50f9-9099-296ca6527ab1,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"45,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617a8cc8-122d-50f9-9099-296ca6527ab1,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:7918,au::7526,{'url': 'https://anet.be/record/isaarlh/au::7526'},vb,Persoon,Marnix Gijsen,In Verband Met,,,,,,,,,,,,,,,,,,,,
,,,617a8cc8-122d-50f9-9099-296ca6527ab1,,,,,,,,,,,1,Images,tg:lhph:7918,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:8603'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617a8cc8-122d-50f9-9099-296ca6527ab1,,,,,,,,,,,2,Images,tg:lhph:7918,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:133571'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617a8cc8-122d-50f9-9099-296ca6527ab1,,,,,,,,,,,1,Items,tg:lhph:7918,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:7333,186284/2,,G 994 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,617a8cc8-122d-50f9-9099-296ca6527ab1,,,,,,,,,,,1,ObjectTypes,tg:lhph:7918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepia Gekleurde Foto,,,,,
tg:lhph:21894,Foto,https://anet.be/record/opaclhobj/tg:lhph:21894/N,617cf696-6325-555e-8935-cdf5e58181e6,BE-ANN07/ph/000020920,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/617cf696-6325-555e-8935-cdf5e58181e6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617cf696-6325-555e-8935-cdf5e58181e6,,,,,,,,,,,1,Acquisitions,tg:lhph:21894,tr:lh:139964,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/617cf696-6325-555e-8935-cdf5e58181e6'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617cf696-6325-555e-8935-cdf5e58181e6,,,,,,,,,,,1,Archives,tg:lhph:21894,,,,,,,,isad:lh:162969,Doos 493,{'url':'https://id.letterenhuis.be/ark:/24970/617cf696-6325-555e-8935-cdf5e58181e6'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617cf696-6325-555e-8935-cdf5e58181e6,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,Stijn Streuvels,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617cf696-6325-555e-8935-cdf5e58181e6,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"178,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617cf696-6325-555e-8935-cdf5e58181e6,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"130,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617cf696-6325-555e-8935-cdf5e58181e6,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:21894,au::48324:1,{'url': 'https://anet.be/record/isaarlh/au::48324:1'},fo,,,Fotograaf,,,,,,,,,,,,,,,,,,,,
,,,617cf696-6325-555e-8935-cdf5e58181e6,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:21894,au::17799,{'url': 'https://anet.be/record/isaarlh/au::17799'},kw,Persoon,Stijn Streuvels,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,617cf696-6325-555e-8935-cdf5e58181e6,,,,,,,,,,,1,Images,tg:lhph:21894,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:725487'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617cf696-6325-555e-8935-cdf5e58181e6,,,,,,,,,,,2,Images,tg:lhph:21894,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:725800'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,617cf696-6325-555e-8935-cdf5e58181e6,,,,,,,,,,,1,Items,tg:lhph:21894,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:139964,,isad:lh:162969,,Bruikleen Vlaamse Gemeenschap - STR12503,S 935 / 493,,,Nederlands,Noot,,,,,,,,,,
,,,617cf696-6325-555e-8935-cdf5e58181e6,,,,,,,,,,,1,ObjectTypes,tg:lhph:21894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
,,,617cf696-6325-555e-8935-cdf5e58181e6,,,,,,,,,,,1,ProductionActors,tg:lhph:21894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/330443c2-f2b0-50ff-b70a-9746b9690bb1'},au::48324:1,A 37.90.89,Fotograaf,au::48324:1
tg:lhph:6827,Foto,https://anet.be/record/opaclhobj/tg:lhph:6827/N,61a0471d-d1d0-5fbf-a6e6-2516700d3a75,BE-ANN07/ph/000006487,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/61a0471d-d1d0-5fbf-a6e6-2516700d3a75'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61a0471d-d1d0-5fbf-a6e6-2516700d3a75,,,,,,,,,,,1,Acquisitions,tg:lhph:6827,tr:lh:3033,Schenking van R. Dent-Tyck,{'url':'https://id.letterenhuis.be/ark:/24970/61a0471d-d1d0-5fbf-a6e6-2516700d3a75'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61a0471d-d1d0-5fbf-a6e6-2516700d3a75,,,,,,,,,,,1,Annotations,tg:lhph:6827,,,,note.lhalg,Foto in wit kaftje.,Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61a0471d-d1d0-5fbf-a6e6-2516700d3a75,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,Lorenzo Dwelshauvers op een houten paard.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61a0471d-d1d0-5fbf-a6e6-2516700d3a75,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"118,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61a0471d-d1d0-5fbf-a6e6-2516700d3a75,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"89,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61a0471d-d1d0-5fbf-a6e6-2516700d3a75,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:6827,au::12687,{'url': 'https://anet.be/record/isaarlh/au::12687'},vb,Persoon,Jacques Mesnil,In Verband Met,,,,,,,,,,,,,,,,,,,,
,,,61a0471d-d1d0-5fbf-a6e6-2516700d3a75,,,,,,,,,,,1,Images,tg:lhph:6827,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:7626'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61a0471d-d1d0-5fbf-a6e6-2516700d3a75,,,,,,,,,,,2,Images,tg:lhph:6827,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:132593'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61a0471d-d1d0-5fbf-a6e6-2516700d3a75,,,,,,,,,,,1,Items,tg:lhph:6827,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:3033,60532,,M 525 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,61a0471d-d1d0-5fbf-a6e6-2516700d3a75,,,,,,,,,,,1,ObjectTypes,tg:lhph:6827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepia Gekleurde Foto,,,,,
,,,61a0471d-d1d0-5fbf-a6e6-2516700d3a75,,,,,,,,,,,1,Places,tg:lhph:6827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Kapellen'}],Kapellen,,,,,,,,
tg:lhph:30010,Foto,https://anet.be/record/opaclhobj/tg:lhph:30010/N,62386ba1-a805-5917-b3c9-b70c27f92fde,BE-ANN07/ph/000028927,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/62386ba1-a805-5917-b3c9-b70c27f92fde'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,62386ba1-a805-5917-b3c9-b70c27f92fde,,,,,,,,,,,1,Acquisitions,tg:lhph:30010,tr:lh:7634,Oningeschreven gevonden in 2006,{'url':'https://id.letterenhuis.be/ark:/24970/62386ba1-a805-5917-b3c9-b70c27f92fde'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,62386ba1-a805-5917-b3c9-b70c27f92fde,,,,,,,,,,,1,Annotations,tg:lhph:30010,,,,note.lhalg,"Bovenciteerde tekst op achterzijde. ook: _' Marie-Joseph was, naar ik in het
Stadsarchief van Göttingen ontdekte, ook een tijd krijgsgevangene
aldaar!'.(van E.B., Emiel Beliens).",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,62386ba1-a805-5917-b3c9-b70c27f92fde,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Gevangenenkamp Cellelager; Vrijetijdbesteding. """"De zittende schilder is Desiré Lauwers, van het Corps des Volontaires Congolais. Heel geleerd op astonomisch gebied. Gaf zelfs voordrachten. Eigenaardig; bracht fasen door in krankzinnigengesticht bij de broeders in St. Nikaas als zieke ('zedelijke krankzinnigheid')"""".",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,62386ba1-a805-5917-b3c9-b70c27f92fde,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"87,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,62386ba1-a805-5917-b3c9-b70c27f92fde,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"138,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
