Object Number,Record Type,URL,ResourceID,Reference Number,Stage Type,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:rubdoc:2803,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2803/N,fe161c4d-a763-5ccd-b35e-81b65d817c82,BE-ANN14/doc/V17/RUBENSPP/PO/599,,Rubenianum,https://data.rubenianum.be//ark:/86530/fe161c4d-a763-5ccd-b35e-81b65d817c82,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3711,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3711/N,bc62bc37-e3cb-5597-88c1-09c5ba53c588,BE-ANN14/doc/V17/RUBENSPP/MC/051,,Rubenianum,https://data.rubenianum.be//ark:/86530/bc62bc37-e3cb-5597-88c1-09c5ba53c588,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:719,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:719/N,46987273-e5ab-5c7b-99ab-1e28c5238389,BE-ANN14/doc/V17/RUBENSPP/PA/114,,Rubenianum,https://data.rubenianum.be//ark:/86530/46987273-e5ab-5c7b-99ab-1e28c5238389,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2550,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2550/N,d61a555d-c341-5a89-8f7c-df938ad5edee,BE-ANN14/doc/V17/RUBENSPP/PO/378,,Rubenianum,https://data.rubenianum.be//ark:/86530/d61a555d-c341-5a89-8f7c-df938ad5edee,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2100,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2100/N,ed5fe76e-468a-5a8f-8bc6-a722e8e5a764,BE-ANN14/doc/V17/RUBENSPP/HI/023,,Rubenianum,https://data.rubenianum.be//ark:/86530/ed5fe76e-468a-5a8f-8bc6-a722e8e5a764,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2395,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2395/N,73335216-66f8-589f-8dcc-cfe0fbaf4aa9,BE-ANN14/doc/V17/RUBENSPP/PO/215,,Rubenianum,https://data.rubenianum.be//ark:/86530/73335216-66f8-589f-8dcc-cfe0fbaf4aa9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:84,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:84/N,8c40ffd5-a0e0-5085-a92a-17dd8667ddae,BE-ANN14/doc/V17/RUBENSPP/JC/050,,Rubenianum,https://data.rubenianum.be//ark:/86530/8c40ffd5-a0e0-5085-a92a-17dd8667ddae,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:975,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:975/N,6889b486-415a-5328-9fd3-6c7a89bedb89,BE-ANN14/doc/V17/RUBENSPP/AP/134,,Rubenianum,https://data.rubenianum.be//ark:/86530/6889b486-415a-5328-9fd3-6c7a89bedb89,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1940,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1940/N,d4328704-dd6b-5da5-8e5a-3ca7d3ba9bfd,BE-ANN14/doc/V17/RUBENSPP/PI/049,,Rubenianum,https://data.rubenianum.be//ark:/86530/d4328704-dd6b-5da5-8e5a-3ca7d3ba9bfd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3584,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3584/N,e02cf556-e9de-5fac-9376-754f4a603a4b,BE-ANN14/doc/V17/RUBENSPP/HS/013,,Rubenianum,https://data.rubenianum.be//ark:/86530/e02cf556-e9de-5fac-9376-754f4a603a4b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:4241,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:4241/N,5ea5aa7b-042e-5769-8566-399772b14329,BE-ANN14/doc/000000352,,Rubenianum,https://data.rubenianum.be//ark:/86530/5ea5aa7b-042e-5769-8566-399772b14329,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1043,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1043/N,b215876c-70b2-5355-9966-b08274408bf5,BE-ANN14/doc/V17/RUBENSPP/SA/047,,Rubenianum,https://data.rubenianum.be//ark:/86530/b215876c-70b2-5355-9966-b08274408bf5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:426,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:426/N,d0773ede-349e-5d3e-b3cd-4849c6ecf146,BE-ANN14/doc/V17/RUBENSPP/OT/199,,Rubenianum,https://data.rubenianum.be//ark:/86530/d0773ede-349e-5d3e-b3cd-4849c6ecf146,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1413,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1413/N,1a732b66-1c29-5d20-9e3a-2deda161046e,BE-ANN14/doc/v17/RUBENSPP/SA/443,,Rubenianum,https://data.rubenianum.be//ark:/86530/1a732b66-1c29-5d20-9e3a-2deda161046e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1106,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1106/N,b14dcc34-f110-5dc9-92b0-a27e63b93338,BE-ANN14/doc/V17/RUBENSPP/SA/113,,Rubenianum,https://data.rubenianum.be//ark:/86530/b14dcc34-f110-5dc9-92b0-a27e63b93338,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:4304,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:4304/N,f199566c-5ac0-5e94-984b-6807f059aa24,BE-ANN14/doc/000000415,,Rubenianum,https://data.rubenianum.be//ark:/86530/f199566c-5ac0-5e94-984b-6807f059aa24,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:133,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:133/N,36a7aff7-26f3-5e84-afa4-22e6175083d9,BE-ANN14/doc/V17/RUBENSPP/JC/099,,Rubenianum,https://data.rubenianum.be//ark:/86530/36a7aff7-26f3-5e84-afa4-22e6175083d9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1556,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1556/N,76e601b7-7056-59e2-97a4-2066b579b2df,BE-ANN14/doc/v17/RUBENSPP/AG/051,,Rubenianum,https://data.rubenianum.be//ark:/86530/76e601b7-7056-59e2-97a4-2066b579b2df,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3091,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3091/N,ad0da0e2-0583-5be1-b169-569f4ba1147a,BE-ANN14/doc/v17/RUBENSPP/BC/007,,Rubenianum,https://data.rubenianum.be//ark:/86530/ad0da0e2-0583-5be1-b169-569f4ba1147a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:563,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:563/N,2c745ede-b118-5ca7-b876-aaea8772c4d9,BE-ANN14/doc/V17/RUBENSPP/YC/128,,Rubenianum,https://data.rubenianum.be//ark:/86530/2c745ede-b118-5ca7-b876-aaea8772c4d9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1805,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1805/N,1ecb1e79-4877-56fa-b9de-b81a40082604,BE-ANN14/doc/V17/RUBENSPP/BT/077,,Rubenianum,https://data.rubenianum.be//ark:/86530/1ecb1e79-4877-56fa-b9de-b81a40082604,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3838,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3838/N,667538f0-1187-5811-b950-d9b314f576a4,BE-ANN14/doc/V17/RUBENSPP/NM/132,,Rubenianum,https://data.rubenianum.be//ark:/86530/667538f0-1187-5811-b950-d9b314f576a4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:830,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:830/N,b3968858-3ebf-5ecc-963e-9e4b435596be,BE-ANN14/doc/V17/RUBENSPP/PA/241,,Rubenianum,https://data.rubenianum.be//ark:/86530/b3968858-3ebf-5ecc-963e-9e4b435596be,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3992,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3992/N,17ef4342-7821-5e35-9392-ae2f6db0c7ac,BE-ANN14/doc/000000120,,Rubenianum,https://data.rubenianum.be//ark:/86530/17ef4342-7821-5e35-9392-ae2f6db0c7ac,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2680,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2680/N,1292dac9-f049-56ec-ad28-2e80ca9899fe,BE-ANN14/doc/v17/RUBENSPP/LS/127,,Rubenianum,https://data.rubenianum.be//ark:/86530/1292dac9-f049-56ec-ad28-2e80ca9899fe,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:4187,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:4187/N,53ba2d20-12da-5715-b583-af21d0f41dcb,BE-ANN14/doc/000000299,,Rubenianum,https://data.rubenianum.be//ark:/86530/53ba2d20-12da-5715-b583-af21d0f41dcb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3642,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3642/N,fe9632fe-5ea7-5c7e-82ae-7010175b2d42,BE-ANN14/doc/V17/RUBENSPP/HS/080,,Rubenianum,https://data.rubenianum.be//ark:/86530/fe9632fe-5ea7-5c7e-82ae-7010175b2d42,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2950,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2950/N,20f68823-d1f5-54c3-8298-7ba28a6f292e,BE-ANN14/doc/V17/RUBENSPP/CA/002,,Rubenianum,https://data.rubenianum.be//ark:/86530/20f68823-d1f5-54c3-8298-7ba28a6f292e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1385,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1385/N,4c3329bb-5b39-5fcb-bf5d-17d0ed0723f7,BE-ANN14/doc/v17/RUBENSPP/SA/412,,Rubenianum,https://data.rubenianum.be//ark:/86530/4c3329bb-5b39-5fcb-bf5d-17d0ed0723f7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3212,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3212/N,be68dae6-0bad-5594-a598-9aad1dc5d052,BE-ANN14/doc/V17/RUBENSPP/CA/238,,Rubenianum,https://data.rubenianum.be//ark:/86530/be68dae6-0bad-5594-a598-9aad1dc5d052,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2053,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2053/N,1ea37958-be90-5bdc-9676-8d671d4ee432,BE-ANN14/doc/V17/RUBENSPP/PR/109,,Rubenianum,https://data.rubenianum.be//ark:/86530/1ea37958-be90-5bdc-9676-8d671d4ee432,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2403,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2403/N,5ea60f06-ba57-5494-a68f-529d4816947c,BE-ANN14/doc/V17/RUBENSPP/PO/223,,Rubenianum,https://data.rubenianum.be//ark:/86530/5ea60f06-ba57-5494-a68f-529d4816947c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2116,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2116/N,3f2d9026-afbf-53c1-8280-561bed3e2255,BE-ANN14/doc/V17/RUBENSPP/HI/041,,Rubenianum,https://data.rubenianum.be//ark:/86530/3f2d9026-afbf-53c1-8280-561bed3e2255,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2546,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2546/N,973a742b-fff2-569a-b978-1d015f54c5c7,BE-ANN14/doc/v17/RUBENSPP/LS/027,,Rubenianum,https://data.rubenianum.be//ark:/86530/973a742b-fff2-569a-b978-1d015f54c5c7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3707,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3707/N,2344055d-77ec-5046-bf96-d3d1d18bffd1,BE-ANN14/doc/V17/RUBENSPP/MC/047,,Rubenianum,https://data.rubenianum.be//ark:/86530/2344055d-77ec-5046-bf96-d3d1d18bffd1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2815,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2815/N,a7e616d4-15f6-5aa9-a598-2e29be82bc78,BE-ANN14/doc/V17/RUBENSPP/PO/613,,Rubenianum,https://data.rubenianum.be//ark:/86530/a7e616d4-15f6-5aa9-a598-2e29be82bc78,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:4168,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:4168/N,c386d64b-ef5a-5991-8a7c-68890394fcd5,BE-ANN14/doc/000000281,,Rubenianum,https://data.rubenianum.be//ark:/86530/c386d64b-ef5a-5991-8a7c-68890394fcd5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1690,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1690/N,8a9502a0-9d85-52dd-ab3e-016604788f78,BE-ANN14/doc/V17/RUBENSPP/AG/275,,Rubenianum,https://data.rubenianum.be//ark:/86530/8a9502a0-9d85-52dd-ab3e-016604788f78,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3357,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3357/N,e1fa5262-ba34-5e90-acd6-8a60950662a5,BE-ANN14/doc/V17/RUBENSPP/IM/118,,Rubenianum,https://data.rubenianum.be//ark:/86530/e1fa5262-ba34-5e90-acd6-8a60950662a5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1444,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1444/N,a8340002-7853-5bbb-8b55-2aa413ea7271,BE-ANN14/doc/v17/RUBENSPP/TP/032,,Rubenianum,https://data.rubenianum.be//ark:/86530/a8340002-7853-5bbb-8b55-2aa413ea7271,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3479,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3479/N,78abf82f-cf99-5a44-b036-1e605c521a95,BE-ANN14/doc/V17/RUBENSPP/IM/275,,Rubenianum,https://data.rubenianum.be//ark:/86530/78abf82f-cf99-5a44-b036-1e605c521a95,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3183,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3183/N,dd4e02cc-b303-5bfd-b55d-1879762f5cc3,BE-ANN14/doc/V17/RUBENSPP/CA/207,,Rubenianum,https://data.rubenianum.be//ark:/86530/dd4e02cc-b303-5bfd-b55d-1879762f5cc3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:471,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:471/N,66e97350-fe1e-504d-aaac-631a8a7eebf1,BE-ANN14/doc/V17/RUBENSPP/YC/035,,Rubenianum,https://data.rubenianum.be//ark:/86530/66e97350-fe1e-504d-aaac-631a8a7eebf1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1014,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1014/N,c23ab6e0-059d-5b17-8be4-cbdc29fa1df7,BE-ANN14/doc/V17/RUBENSPP/SA/017,,Rubenianum,https://data.rubenianum.be//ark:/86530/c23ab6e0-059d-5b17-8be4-cbdc29fa1df7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3029,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3029/N,3dbec43f-8fad-59f5-9cce-e1ef237ddc6f,BE-ANN14/doc/V17/RUBENSPP/CA/090,,Rubenianum,https://data.rubenianum.be//ark:/86530/3dbec43f-8fad-59f5-9cce-e1ef237ddc6f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:4216,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:4216/N,f7e33602-b1b5-5fd3-9f70-679f693fecae,BE-ANN14/doc/000000327,,Rubenianum,https://data.rubenianum.be//ark:/86530/f7e33602-b1b5-5fd3-9f70-679f693fecae,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:888,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:888/N,d369653c-3979-5832-9e55-3b035bce9280,BE-ANN14/doc/V17/RUBENSPP/AP/044,,Rubenianum,https://data.rubenianum.be//ark:/86530/d369653c-3979-5832-9e55-3b035bce9280,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2268,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2268/N,dccd0be8-90db-5975-b7fb-61b8031b61e7,BE-ANN14/doc/V17/RUBENSPP/PO/072,,Rubenianum,https://data.rubenianum.be//ark:/86530/dccd0be8-90db-5975-b7fb-61b8031b61e7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3880,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3880/N,49d38c63-79dd-567c-a098-e40ca371c1fc,BE-ANN14/doc/V17/RUBENSPP/NM/182,,Rubenianum,https://data.rubenianum.be//ark:/86530/49d38c63-79dd-567c-a098-e40ca371c1fc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2792,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2792/N,7174f639-bc26-529c-b377-2cb6086c5c5a,BE-ANN14/doc/V17/RUBENSPP/PO/574,,Rubenianum,https://data.rubenianum.be//ark:/86530/7174f639-bc26-529c-b377-2cb6086c5c5a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1917,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1917/N,7685e367-94bc-58ce-a7c3-10c3bc829c94,BE-ANN14/doc/V17/RUBENSPP/PI/025,,Rubenianum,https://data.rubenianum.be//ark:/86530/7685e367-94bc-58ce-a7c3-10c3bc829c94,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2638,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2638/N,13b5de29-dfdb-5798-933e-b027bcc298b8,BE-ANN14/doc/v17/RUBENSPP/LS/091,,Rubenianum,https://data.rubenianum.be//ark:/86530/13b5de29-dfdb-5798-933e-b027bcc298b8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:922,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:922/N,3d7f996e-9f49-5b30-8ddf-1c1b259ffdcb,BE-ANN14/doc/V17/RUBENSPP/AP/080,,Rubenianum,https://data.rubenianum.be//ark:/86530/3d7f996e-9f49-5b30-8ddf-1c1b259ffdcb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2287,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2287/N,5231e9c9-d36b-5f46-a51d-fba931a1682d,BE-ANN14/doc/V17/RUBENSPP/PO/091,,Rubenianum,https://data.rubenianum.be//ark:/86530/5231e9c9-d36b-5f46-a51d-fba931a1682d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:867,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:867/N,711d580f-3eb6-5945-975b-0074810deace,BE-ANN14/doc/V17/RUBENSPP/AP/023,,Rubenianum,https://data.rubenianum.be//ark:/86530/711d580f-3eb6-5945-975b-0074810deace,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1852,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1852/N,c1b672d8-96ba-5b2c-b930-1716d62c0934,BE-ANN14/doc/V17/RUBENSPP/BT/124,,Rubenianum,https://data.rubenianum.be//ark:/86530/c1b672d8-96ba-5b2c-b930-1716d62c0934,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:534,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:534/N,8ed73a29-7e74-5102-b9a3-b94616cee3d0,BE-ANN14/doc/V17/RUBENSPP/YC/097,,Rubenianum,https://data.rubenianum.be//ark:/86530/8ed73a29-7e74-5102-b9a3-b94616cee3d0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1501,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1501/N,afeb5217-19ba-5b4e-b9dd-b921e4672b7c,BE-ANN14/doc/v17/RUBENSPP/AC/005,,Rubenianum,https://data.rubenianum.be//ark:/86530/afeb5217-19ba-5b4e-b9dd-b921e4672b7c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3496,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3496/N,c615cb9a-04b0-5cf6-8f8f-94d7480b9c25,BE-ANN14/doc/V17/RUBENSPP/IM/310,,Rubenianum,https://data.rubenianum.be//ark:/86530/c615cb9a-04b0-5cf6-8f8f-94d7480b9c25,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:164,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:164/N,cd91cd51-2595-582c-90da-54208dd0db6f,BE-ANN14/doc/V17/RUBENSPP/EU/021,,Rubenianum,https://data.rubenianum.be//ark:/86530/cd91cd51-2595-582c-90da-54208dd0db6f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1151,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1151/N,18ebdbef-712a-5ffd-98d8-892605fc13b1,BE-ANN14/doc/V17/RUBENSPP/SA/159,,Rubenianum,https://data.rubenianum.be//ark:/86530/18ebdbef-712a-5ffd-98d8-892605fc13b1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2454,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2454/N,c05715be-ea6a-5c18-864e-53b1b818bda0,BE-ANN14/doc/V17/RUBENSPP/PO/293,,Rubenianum,https://data.rubenianum.be//ark:/86530/c05715be-ea6a-5c18-864e-53b1b818bda0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2004,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2004/N,de15407f-e9e7-55af-9bcc-793768370bfe,BE-ANN14/doc/V17/RUBENSPP/PR/061,,Rubenianum,https://data.rubenianum.be//ark:/86530/de15407f-e9e7-55af-9bcc-793768370bfe,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1782,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1782/N,a57706a9-6715-5452-8973-8bcb5f40fac6,BE-ANN14/doc/V17/RUBENSPP/BT/054,,Rubenianum,https://data.rubenianum.be//ark:/86530/a57706a9-6715-5452-8973-8bcb5f40fac6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3245,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3245/N,5b61ba9d-b913-5b5d-99eb-b12e1c60bbd9,BE-ANN14/doc/V17/RUBENSPP/CA/292,,Rubenianum,https://data.rubenianum.be//ark:/86530/5b61ba9d-b913-5b5d-99eb-b12e1c60bbd9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1278,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1278/N,5c6d9201-3719-574c-9187-90b359abc590,BE-ANN14/doc/v17/RUBENSPP/SA/286,,Rubenianum,https://data.rubenianum.be//ark:/86530/5c6d9201-3719-574c-9187-90b359abc590,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3615,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3615/N,4bee051d-f648-5218-8cd0-2652a712260b,BE-ANN14/doc/V17/RUBENSPP/HS/049,,Rubenianum,https://data.rubenianum.be//ark:/86530/4bee051d-f648-5218-8cd0-2652a712260b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:1628,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:1628/N,1d9d98ac-91a1-5967-b29f-911ae0a9ed71,BE-ANN14/doc/v17/RUBENSPP/AG/185,,Rubenianum,https://data.rubenianum.be//ark:/86530/1d9d98ac-91a1-5967-b29f-911ae0a9ed71,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:2907,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:2907/N,65e41e33-f0c5-599e-bacb-ff8c2a37ad1e,BE-ANN14/doc/V17/RUBENSPP/PZ/026,,Rubenianum,https://data.rubenianum.be//ark:/86530/65e41e33-f0c5-599e-bacb-ff8c2a37ad1e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:3300,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:3300/N,ffecb70f-0b73-5325-a4d3-bbe7f6e4974c,BE-ANN14/doc/V17/RUBENSPP/IM/044,,Rubenianum,https://data.rubenianum.be//ark:/86530/ffecb70f-0b73-5325-a4d3-bbe7f6e4974c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubdoc:308,Documentatiemappen,https://anet.be/record/opacrubobj/tg:rubdoc:308/N,34857ed7-3272-5ef1-b25e-68b669d41cf0,BE-ANN14/doc/V17/RUBENSPP/OT/066,,Rubenianum,https://data.rubenianum.be//ark:/86530/34857ed7-3272-5ef1-b25e-68b669d41cf0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
