ResourceID,brocade.id,card,order,source_field,Format Numbers,Format Unit Type,Format Number Type,Page Numbers,Format Number
329dc2c2-28a4-5c53-a34f-91b95188f50b,tg:lhhs:17731_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,13,
f0973c1d-0678-54d2-b4c1-d0a7144b4a4e,tg:lhhs:9189_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,23,folios (leaves),aantal totaal,,
f0973c1d-0678-54d2-b4c1-d0a7144b4a4e,tg:lhhs:9189_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,23,
ca461bc2-b13d-5d04-aae8-2eb760f5261e,tg:lhhs:2156_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,6,folios (leaves),aantal totaal,,
ca461bc2-b13d-5d04-aae8-2eb760f5261e,tg:lhhs:2156_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,6,
22240e1a-8229-5b1c-95af-5ac585ba1922,tg:lhhs:8483_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
22240e1a-8229-5b1c-95af-5ac585ba1922,tg:lhhs:8483_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,2,
b8396b1c-3e71-5573-b611-84cef0103d7a,tg:lhhs:5889_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,17,folios (leaves),aantal totaal,,
b8396b1c-3e71-5573-b611-84cef0103d7a,tg:lhhs:5889_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,17,
93d304e5-8de4-5346-b2b0-30a302bd7739,tg:lhhs:12117_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,4,folios (leaves),aantal totaal,,
93d304e5-8de4-5346-b2b0-30a302bd7739,tg:lhhs:12117_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,4,
c4af2d0f-4016-54d9-9ef7-885f7a19ba35,tg:lhhs:7618_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
23083a25-18da-5543-bffd-130d61c3331c,tg:lhhs:13575_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,4,folios (leaves),aantal totaal,,
23083a25-18da-5543-bffd-130d61c3331c,tg:lhhs:13575_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,4,
6df5362b-0217-5d40-ba04-d6332d08e398,tg:lhhs:3534_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,173,folios (leaves),aantal totaal,,
6df5362b-0217-5d40-ba04-d6332d08e398,tg:lhhs:3534_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,173,
87b9f431-f304-5685-bd2c-65b431e7df57,tg:lhhs:17659_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,3,folios (leaves),aantal totaal,,
87b9f431-f304-5685-bd2c-65b431e7df57,tg:lhhs:17659_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,3,
47aa3a24-c5c3-526e-b323-78a52f258b4f,tg:lhhs:16353_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
58a7f37d-940c-5c0d-aab5-57f8db5485ba,tg:lhhs:6312_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
b3a072c9-ca2f-5652-9199-4d7cbdf97aeb,tg:lhhs:4572_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,18,folios (leaves),aantal totaal,,
b3a072c9-ca2f-5652-9199-4d7cbdf97aeb,tg:lhhs:4572_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,18,
bf19e063-4d81-5a31-a000-8177b05f2f7e,tg:lhhs:20164_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,43,folios (leaves),aantal totaal,,
bf19e063-4d81-5a31-a000-8177b05f2f7e,tg:lhhs:20164_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,43,
163333c8-07d3-5f82-b07b-e2570c7dc8f5,tg:lhhs:19939_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,11,folios (leaves),aantal totaal,,
163333c8-07d3-5f82-b07b-e2570c7dc8f5,tg:lhhs:19939_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,11,
05362224-2668-539f-a0e2-ddb59e729360,tg:lhhs:14533_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
05362224-2668-539f-a0e2-ddb59e729360,tg:lhhs:14533_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
f165a827-f502-528a-ad6c-265550ca8d22,tg:lhhs:684_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
a27dcab0-b809-5251-8efe-7b23d083001e,tg:lhhs:1354_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
a27dcab0-b809-5251-8efe-7b23d083001e,tg:lhhs:1354_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,2,
fb59cd25-0647-5be3-b6e2-3061145cbb40,tg:lhhs:15039_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
2dcf0ead-63fb-5be6-a092-968f1b9a3d1f,tg:lhhs:5078_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,13,folios (leaves),aantal totaal,,
2dcf0ead-63fb-5be6-a092-968f1b9a3d1f,tg:lhhs:5078_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,13,
54f89c09-3a58-5c16-a8a0-7d2e3ddc8ba4,tg:lhhs:11315_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
54f89c09-3a58-5c16-a8a0-7d2e3ddc8ba4,tg:lhhs:11315_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,4,
6dc2f937-8a6a-59db-a823-576658ab8291,tg:lhhs:9199_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,24,folios (leaves),aantal totaal,,
6dc2f937-8a6a-59db-a823-576658ab8291,tg:lhhs:9199_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,24,
f2273a43-f83b-56df-93b1-5c8aaa30cf99,tg:lhhs:17721_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,7,folios (leaves),aantal totaal,,
f2273a43-f83b-56df-93b1-5c8aaa30cf99,tg:lhhs:17721_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,7,
529919aa-2f47-5715-8c82-d8872316d08a,tg:lhhs:20985_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
529919aa-2f47-5715-8c82-d8872316d08a,tg:lhhs:20985_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
7a45840b-8140-51f2-a83b-0a3c76cf85da,tg:lhhs:7760_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
7a45840b-8140-51f2-a83b-0a3c76cf85da,tg:lhhs:7760_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,4,
fd68ddfa-83f7-50b1-aa21-98e86ba7df14,tg:lhhs:5899_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
62835c15-0540-5e2a-b4db-c20886f8c20f,tg:lhhs:2146_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
f51aecbc-4259-5dbc-a3a3-c79fa752e2e7,tg:lhhs:8493_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,7,folios (leaves),aantal totaal,,
f51aecbc-4259-5dbc-a3a3-c79fa752e2e7,tg:lhhs:8493_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,7,
8a818556-c87b-5bee-bfee-481ad7cba2e8,tg:lhhs:9800_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,12,folios (leaves),aantal totaal,,
8a818556-c87b-5bee-bfee-481ad7cba2e8,tg:lhhs:9800_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,12,
a68351b1-fdf0-50c4-af6e-a94f99f9be8b,tg:lhhs:19841_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
3d4a5606-3df7-5550-9971-ed2e9d82c05e,tg:lhhs:10767_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
3d4a5606-3df7-5550-9971-ed2e9d82c05e,tg:lhhs:10767_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,2,
ce9e4309-7ae6-5590-a0de-19ac6efba314,tg:lhhs:5100_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,58,folios (leaves),aantal totaal,,ca
ce9e4309-7ae6-5590-a0de-19ac6efba314,tg:lhhs:5100_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,62,
c327221b-6b73-5f92-a22a-103b11c7a238,tg:lhhs:15141_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,18,
482e9ad8-8081-5625-8d05-4eb264295029,tg:lhhs:12309_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,6,folios (leaves),aantal totaal,,
482e9ad8-8081-5625-8d05-4eb264295029,tg:lhhs:12309_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,7,
f089c974-6ece-556c-8a78-b64cd0310049,tg:lhhs:6064_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
9be4557a-a549-5e49-b80e-ddaccbd0800c,tg:lhhs:16025_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,13,folios (leaves),aantal totaal,,
9be4557a-a549-5e49-b80e-ddaccbd0800c,tg:lhhs:16025_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,13,
0f5a1fce-52a2-52ab-bd54-cd9b9ca3f8d0,tg:lhhs:2348_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
98b1a2e5-710b-5da0-9c81-2bd4acbe0a53,tg:lhhs:9397_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
98b1a2e5-710b-5da0-9c81-2bd4acbe0a53,tg:lhhs:9397_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,2,
fbb14987-f86c-5c91-9257-6660a4d359f9,tg:lhhs:3642_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,39,folios (leaves),aantal totaal,,
fbb14987-f86c-5c91-9257-6660a4d359f9,tg:lhhs:3642_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,39,
cb7f956e-3f51-526b-9d77-15d55cac4caf,tg:lhhs:13603_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
cb7f956e-3f51-526b-9d77-15d55cac4caf,tg:lhhs:13603_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,2,
b36d7e2b-e20b-5415-b727-5db0d964d4db,tg:lhhs:11063_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
b36d7e2b-e20b-5415-b727-5db0d964d4db,tg:lhhs:11063_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,4,
25f8873a-cc57-54b3-8fd3-a78407338c1a,tg:lhhs:1022_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
0dfa1a38-6186-5787-98ff-159a3eda05d2,tg:lhhs:14645_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,9,folios (leaves),aantal totaal,,
0dfa1a38-6186-5787-98ff-159a3eda05d2,tg:lhhs:14645_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,9,
8f4accc7-70ab-5824-b9c8-c75b62e4f8ed,tg:lhhs:10569_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,26,folios (leaves),aantal totaal,,
8f4accc7-70ab-5824-b9c8-c75b62e4f8ed,tg:lhhs:10569_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,25,
53070fb7-38d5-5cb9-ab62-687260641fd3,tg:lhhs:20212_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,41,folios (leaves),aantal totaal,,
53070fb7-38d5-5cb9-ab62-687260641fd3,tg:lhhs:20212_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,41,
ea332aa2-6e47-5f64-ae32-c9a46f81d8f1,tg:lhhs:4604_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,7,folios (leaves),aantal totaal,,
ea332aa2-6e47-5f64-ae32-c9a46f81d8f1,tg:lhhs:4604_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,14,
985312a0-b26f-5203-9fd6-a89544913288,tg:lhhs:2230_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,3,folios (leaves),aantal totaal,,
985312a0-b26f-5203-9fd6-a89544913288,tg:lhhs:2230_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,3,
26c4631b-d370-544e-85b5-32cc59f1c3b3,tg:lhhs:12271_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,5,folios (leaves),aantal totaal,,
26c4631b-d370-544e-85b5-32cc59f1c3b3,tg:lhhs:12271_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,5,
a4c1acfa-7667-592a-a02f-b9be1523bec8,tg:lhhs:11882_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,3,folios (leaves),aantal totaal,,
a4c1acfa-7667-592a-a02f-b9be1523bec8,tg:lhhs:11882_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,3,
1af72209-8b04-5f62-bcc4-090d5d503049,tg:lhhs:7416_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,13,folios (leaves),aantal totaal,,
e6571434-05ad-5e32-ac24-5449bbed4453,tg:lhhs:17457_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,3,folios (leaves),aantal totaal,,
e6571434-05ad-5e32-ac24-5449bbed4453,tg:lhhs:17457_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,8,
7fe38184-e5aa-5df9-9dd6-9977e2058efa,tg:lhhs:15237_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,22,folios (leaves),aantal totaal,,
7fe38184-e5aa-5df9-9dd6-9977e2058efa,tg:lhhs:15237_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,18,
052dd390-c810-5dc5-8ebd-afce05090888,tg:lhhs:5276_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
052dd390-c810-5dc5-8ebd-afce05090888,tg:lhhs:5276_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,2,
8f0cec2c-018d-52cc-94c0-d92989d77ba8,tg:lhhs:6885_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,37,folios (leaves),aantal totaal,,
8f0cec2c-018d-52cc-94c0-d92989d77ba8,tg:lhhs:6885_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,54,
c30c9b19-4928-5d8d-8ffb-096613686e05,tg:lhhs:10411_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
c30c9b19-4928-5d8d-8ffb-096613686e05,tg:lhhs:10411_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
be2de579-ea3f-5696-963b-ad10ab716076,tg:lhhs:1032_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
be2de579-ea3f-5696-963b-ad10ab716076,tg:lhhs:1032_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,2,
7932ded2-4e3c-53d7-8631-cb08f8a57df0,tg:lhhs:11073_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
7932ded2-4e3c-53d7-8631-cb08f8a57df0,tg:lhhs:11073_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,2,
36819cd2-757b-5279-9d62-c3e4de71fafb,tg:lhhs:10579_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,45,folios (leaves),aantal totaal,,
36819cd2-757b-5279-9d62-c3e4de71fafb,tg:lhhs:10579_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,45,
031879c7-94d6-53a1-a931-ffe47819ba0e,tg:lhhs:4614_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,46,folios (leaves),aantal totaal,,
031879c7-94d6-53a1-a931-ffe47819ba0e,tg:lhhs:4614_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,91,
0c9f0330-3f63-5d7f-be43-e61987a925f5,tg:lhhs:20202_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
0c9f0330-3f63-5d7f-be43-e61987a925f5,tg:lhhs:20202_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
a8e4f495-e599-53f2-a6f6-f64a9e6efd8d,tg:lhhs:14655_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,220,folios (leaves),aantal totaal,,ca
a8e4f495-e599-53f2-a6f6-f64a9e6efd8d,tg:lhhs:14655_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,220,
615adf19-914d-501d-bb3b-20a7e6e9ac3d,tg:lhhs:16035_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,27,folios (leaves),aantal totaal,,
615adf19-914d-501d-bb3b-20a7e6e9ac3d,tg:lhhs:16035_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,27,
500bca2b-c485-5b9a-8e7b-85e43adc03ee,tg:lhhs:2358_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,15,folios (leaves),aantal totaal,,
500bca2b-c485-5b9a-8e7b-85e43adc03ee,tg:lhhs:2358_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,14,
d71b9196-be85-5764-a10b-35bac448a9dc,tg:lhhs:12319_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,11,folios (leaves),aantal totaal,,
d71b9196-be85-5764-a10b-35bac448a9dc,tg:lhhs:12319_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,11,
e77254f2-1cbe-587a-8ab1-da6134a57bd6,tg:lhhs:6074_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
a9582853-96e9-5304-b00d-d704a6358393,tg:lhhs:13613_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,25,folios (leaves),aantal totaal,,
05e6611b-13c3-5aaa-92f2-96f65727a096,tg:lhhs:9387_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,7,folios (leaves),aantal totaal,,
05e6611b-13c3-5aaa-92f2-96f65727a096,tg:lhhs:9387_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,7,
b7cd150f-8b4b-5986-b8ef-1b7102669965,tg:lhhs:3652_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,150,folios (leaves),aantal totaal,,ca
b7cd150f-8b4b-5986-b8ef-1b7102669965,tg:lhhs:3652_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,150,
cdc3ba1d-70b1-5c85-a9e7-0d0dd8ce1b67,tg:lhhs:5266_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
04a91c2c-506b-5b3a-b180-6cbece8a8af5,tg:lhhs:6895_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
04a91c2c-506b-5b3a-b180-6cbece8a8af5,tg:lhhs:6895_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
6ea02545-d333-5f0b-a51a-d23415554998,tg:lhhs:15227_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,6,folios (leaves),aantal totaal,,
6ea02545-d333-5f0b-a51a-d23415554998,tg:lhhs:15227_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,6,
71ee1cb7-40cd-54b3-b72c-3dab1d55e49d,tg:lhhs:10401_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,8,folios (leaves),aantal totaal,,
71ee1cb7-40cd-54b3-b72c-3dab1d55e49d,tg:lhhs:10401_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,8,
48541d08-aca2-5ab0-b990-b63548a0f548,tg:lhhs:12261_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,8,folios (leaves),aantal totaal,,
48541d08-aca2-5ab0-b990-b63548a0f548,tg:lhhs:12261_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,8,
c213f0ca-e010-5d6b-990e-66f343fe9559,tg:lhhs:11892_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,20,folios (leaves),aantal totaal,,
c213f0ca-e010-5d6b-990e-66f343fe9559,tg:lhhs:11892_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,20,
c624b7ee-6f1e-5185-9a52-6aa62629fd0a,tg:lhhs:2220_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,4,folios (leaves),aantal totaal,,
3add20f2-37fb-5fe4-a88b-1430679757ae,tg:lhhs:17447_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,10,folios (leaves),aantal totaal,,
3add20f2-37fb-5fe4-a88b-1430679757ae,tg:lhhs:17447_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,25,
cf0327f8-dd3f-55a0-9be7-1b6ffefe8a28,tg:lhhs:7406_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
cf0327f8-dd3f-55a0-9be7-1b6ffefe8a28,tg:lhhs:7406_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
acabd179-1feb-5c99-81e4-7184925ed1bc,tg:lhhs:16670_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
acabd179-1feb-5c99-81e4-7184925ed1bc,tg:lhhs:16670_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
73ad26e5-6a6b-5a3c-8179-5ea58c11f29c,tg:lhhs:18089_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,92,folios (leaves),aantal totaal,,
73ad26e5-6a6b-5a3c-8179-5ea58c11f29c,tg:lhhs:18089_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,91,
5c1ba839-9945-521e-8c69-707dafb9b672,tg:lhhs:6631_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,4,folios (leaves),aantal totaal,,
5c1ba839-9945-521e-8c69-707dafb9b672,tg:lhhs:6631_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,4,
8ef5f89e-ec01-527d-a6f2-ae6cdcfe4473,tg:lhhs:19583_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,15,folios (leaves),aantal totaal,,
8ef5f89e-ec01-527d-a6f2-ae6cdcfe4473,tg:lhhs:19583_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,15,
c42dfcc1-3ff7-5f64-afd5-b0a59a50722a,tg:lhhs:13056_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,48,folios (leaves),aantal totaal,,
c42dfcc1-3ff7-5f64-afd5-b0a59a50722a,tg:lhhs:13056_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,48,
47d33e7f-442b-5599-95d4-1367e910040d,tg:lhhs:3017_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,65,folios (leaves),aantal totaal,,
