ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Creation Actor Role,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Widget,Start Date,source_field,Creation Time Span Source Note,Depicted Item Role,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,ISAAR Brocade ID,Original Entity Relation,Original Entity Widget,Original Entity Identifier,Material Records,Keeper,Object Number,Object Identifier,Record Type,Change History Identifier,Change History Date,Change History User,Change History Description,Change History Activity
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14189152,2021-01-20 09:01:52 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14441090,2021-04-16 11:31:59 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14443883,2021-04-16 11:33:40 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14446676,2021-04-16 11:34:41 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14450288,2021-04-16 15:40:06 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14453081,2021-04-16 15:40:30 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15343271,2021-12-02 13:06:09 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15346150,2021-12-02 13:49:42 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15348954,2021-12-02 13:56:52 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15351747,2021-12-02 14:09:53 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15354810,2021-12-02 14:29:03 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15357657,2021-12-02 14:31:09 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15398467,2021-12-15 15:14:27 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15401260,2021-12-15 15:16:07 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15404053,2021-12-15 15:18:34 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15407355,2021-12-16 10:51:21 +0000 UTC,jrobert,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15470570,2022-01-07 10:35:11 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:15,https://data.museumplantinmoretus.be/ark:/11975/b779d048-874d-5380-96a7-853bb262031e,Foto's,,,,,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,PlacesSource,1,,,,,,au::13308,,,,,,,,,,,,,,,,,,,,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_CreationActors,1,d2a1e3ec-f60a-5b72-a987-a56132888428,au::4838,photographers,"dlod={""name"":""De Dag [Dagblad]"",""ark"":""ark:/83110/x0/d2a1e3ec-f60a-5b72-a987-a56132888428"",""uri"":""/agents/corporate_entities/15455"",""id"":""au::4838"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d2a1e3ec-f60a-5b72-a987-a56132888428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_CreationActors,7,42798d8a-4823-5ee0-95af-a23264d6dc00,au::13308,originators (administrative),"dlod={""name"":""Museum Plantin-Moretus"",""ark"":""ark:/83110/x0/42798d8a-4823-5ee0-95af-a23264d6dc00"",""uri"":""/agents/corporate_entities/24945"",""id"":""au::13308"",""nameWithContext"":[""MPM""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/42798d8a-4823-5ee0-95af-a23264d6dc00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,id/date.exposure/so,19390715,,,,,,,,,,,,,,,,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_CreationTimeSpans,,,,,,,,,1939-07-15,,,,,,,,,,,,,,,,,,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_DepictedItems,2,44ccc7c3-1ff2-51fc-b9eb-eff787b82f68,au::5193,,,,,,,,,subjects (content of works),"dlod={""name"":""Ary J.J. Delen"",""ark"":""ark:/83110/x0/44ccc7c3-1ff2-51fc-b9eb-eff787b82f68"",""uri"":""/agents/people/62019"",""id"":""au::5193"",""nameWithContext"":[""Louis van Loo""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/44ccc7c3-1ff2-51fc-b9eb-eff787b82f68,,,,,,,,,,,,,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_DepictedItems,3,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,,,,,,,,,subjects (content of works),"dlod={""name"":""Adolf Molter"",""ark"":""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""uri"":""/agents/people/93744"",""id"":""au::13050"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14,,,,,,,,,,,,,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_DepictedItems,4,10ebd5d8-30f1-5d73-8c23-6ab8823074b4,au::17300,,,,,,,,,subjects (content of works),"dlod={""name"":""Jules Somers"",""ark"":""ark:/83110/x0/10ebd5d8-30f1-5d73-8c23-6ab8823074b4"",""uri"":""/agents/people/62239"",""id"":""au::17300"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/10ebd5d8-30f1-5d73-8c23-6ab8823074b4,,,,,,,,,,,,,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_DepictedItems,5,71ca2581-51b6-55b5-b224-c40e31c5d6dd,au::21603,,,,,,,,,subjects (content of works),"dlod={""name"":""Frans Wittemans"",""ark"":""ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd"",""uri"":""/agents/people/66304"",""id"":""au::21603"",""nameWithContext"":[""Hermes""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd,,,,,,,,,,,,,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Descriptions,,,,,,,,,,id.desc,,,,,"Opening van de tentoonstelling 'Max Rooses herdacht' in het Stedelijk Prentenkabinet. V.l.n.r.: Ary Delen, schepen Adolf Molter, schepen Jules Somers, een zekere meneer Rombaut en Frans Wittemans. 
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,,e73_LegacyInformation,0,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN00/ph/000000007,referentienummer,False,,,,,,,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,,e73_LegacyInformation,1,,,,,,,,,brocade.id,,,,,,,,tg:mpmph:15,brocade id,False,,,,,,,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,,e73_LegacyInformation,1,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:15/N,brocade url,False,,,,,,,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""1615bb8e-58e5-5cb1-b72e-16386b716fed"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dab70782-506c-47e4-927f-2f772ef69fd8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_OriginalBrocade,6,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,,,,,,,,,,,,,,,,,,,au::16015,keywords,"dlod={""name"":""Max Rooses"",""ark"":""ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f"",""uri"":""/agents/people/60147"",""id"":""au::16015"",""nameWithContext"":[""P. Comestor""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,,,,,,,,,,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-25 17:57:23 +0000 UTC,egacoms,,Creatie
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884094,2020-09-25 17:57:23 +0000 UTC,egacoms,Bewerken van de identificatie,edit
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884095,2020-09-25 17:57:23 +0000 UTC,egacoms,Bewerken van de items,edit
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884096,2020-09-25 17:57:23 +0000 UTC,egacoms,Bewerken van de kenmerken,edit
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884100,2020-09-25 17:57:23 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884103,2020-09-25 17:57:29 +0000 UTC,egacoms,Bewerken van de identificatie,edit
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884104,2020-09-25 17:57:29 +0000 UTC,egacoms,Bewerken van de items,edit
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13891920,2020-10-01 17:30:01 +0000 UTC,egacoms,Bewerken van de identificatie,edit
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13891921,2020-10-01 17:30:01 +0000 UTC,egacoms,Bewerken van de items,edit
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13891922,2020-10-01 17:30:01 +0000 UTC,egacoms,Bewerken van de kenmerken,edit
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13891929,2020-10-01 17:46:30 +0000 UTC,egacoms,Bewerken van de identificatie,edit
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13891930,2020-10-01 17:46:30 +0000 UTC,egacoms,Bewerken van de items,edit
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13891935,2020-10-01 17:46:30 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13891938,2020-10-01 17:46:56 +0000 UTC,egacoms,Bewerken van de identificatie,edit
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13891939,2020-10-01 17:46:56 +0000 UTC,egacoms,Bewerken van de items,edit
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14106660,2020-12-04 09:59:58 +0000 UTC,jtegenbo,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14118331,2020-12-11 11:04:59 +0000 UTC,jtegenbo,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14118467,2020-12-11 11:05:46 +0000 UTC,jtegenbo,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14437147,2021-04-16 05:01:46 +0000 UTC,usystem,Bewerken van de illustraties,dams
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14437156,2021-04-16 07:08:05 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14441094,2021-04-16 11:31:59 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14443887,2021-04-16 11:33:40 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14446680,2021-04-16 11:34:41 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14450292,2021-04-16 15:40:06 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14453085,2021-04-16 15:40:30 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14499853,2021-05-10 16:37:57 +0000 UTC,jrobert,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15343275,2021-12-02 13:06:09 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15346154,2021-12-02 13:49:42 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15348958,2021-12-02 13:56:52 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15351751,2021-12-02 14:09:53 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15354814,2021-12-02 14:29:03 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15357661,2021-12-02 14:31:09 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15398471,2021-12-15 15:14:27 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15401264,2021-12-15 15:16:07 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15404057,2021-12-15 15:18:34 +0000 UTC,egacoms,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15407359,2021-12-16 10:51:21 +0000 UTC,jrobert,Markering als gecontroleerd,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15470574,2022-01-07 10:35:11 +0000 UTC,egacoms,Markering als gecontroleerd,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:13,https://data.museumplantinmoretus.be/ark:/11975/de60bf3e-8106-5377-b9d7-dfd48da0c477,Foto's,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,PlacesSource,1,,,,,,au::13308,,,,,,,,,,,,,,,,,,,,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_CreationActors,1,30f37147-b9b1-593a-94ac-a6372ac4c037,au::20562,photographers,"dlod={""name"":""De Volksgazet"",""ark"":""ark:/83110/x0/30f37147-b9b1-593a-94ac-a6372ac4c037"",""uri"":""/agents/corporate_entities/18672"",""id"":""au::20562"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/30f37147-b9b1-593a-94ac-a6372ac4c037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_CreationActors,7,42798d8a-4823-5ee0-95af-a23264d6dc00,au::13308,originators (administrative),"dlod={""name"":""Museum Plantin-Moretus"",""ark"":""ark:/83110/x0/42798d8a-4823-5ee0-95af-a23264d6dc00"",""uri"":""/agents/corporate_entities/24945"",""id"":""au::13308"",""nameWithContext"":[""MPM""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/42798d8a-4823-5ee0-95af-a23264d6dc00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,id/date.exposure/so,19390715,,,,,,,,,,,,,,,,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_CreationTimeSpans,,,,,,,,,1939-07-15,,,,,,,,,,,,,,,,,,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_DepictedItems,2,775f40a7-f614-586e-bdf3-1f0f051d712c,au::2561,,,,,,,,,subjects (content of works),"dlod={""name"":""Herman F. Bouchery"",""ark"":""ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c"",""uri"":""/agents/people/85762"",""id"":""au::2561"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c,,,,,,,,,,,,,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_DepictedItems,3,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,,,,,,,,,subjects (content of works),"dlod={""name"":""Adolf Molter"",""ark"":""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""uri"":""/agents/people/93744"",""id"":""au::13050"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14,,,,,,,,,,,,,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_DepictedItems,4,19180a17-86f1-50ca-842f-7bcc4add0f26,au::5346,,,,,,,,,subjects (content of works),"dlod={""name"":""Jan Denucé"",""ark"":""ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26"",""uri"":""/agents/people/55242"",""id"":""au::5346"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26,,,,,,,,,,,,,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_DepictedItems,5,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,,,,,,,,,subjects (content of works),"dlod={""name"":""Emmanuel de Bom"",""ark"":""ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1"",""uri"":""/agents/people/75531"",""id"":""au::2268"",""nameWithContext"":[""H.P."",""Havelingk"",""Ernest d' Hooghe"",""Jan Baptist Janssens"",""Mane"",""Alfried Mendel"",""P.H."",""Daniel Quilp"",""W. Steenackers"",""Thekel"",""G.J van Stockstraeten"",""Karel van Mander"",""Nand Verdonck"",""Dr. Kwabbes"",""Mac Adam"",""Th. van Hauwaert"",""J. Fr. Liebrechts"",""Alfried Mandel"",""H. Ambeloke"",""Bob Calefoot"",""Cheops"",""Colum-Massa"",""Massa"",""Elinor"",""Louis Frisé"",""Piet Palings"",""L. Fré"",""Hatteras"",""Shandy"",""Tsjitsjikoff"",""Louis Trisé""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,,,,,,,,,,,,,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_Descriptions,,,,,,,,,,id.desc,,,,,"Academische zitting ter gelegenheid van de 25ste verjaring van Max Rooses' overlijden. Aan het woord: conservator Herman F. Bouchery. Naast hem v.l.n.r.: Jan Denucé, schepen Adolf Molter en Emmanuel De Bom.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,,e73_LegacyInformation,0,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN00/ph/000000005,referentienummer,False,,,,,,,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,,e73_LegacyInformation,1,,,,,,,,,brocade.id,,,,,,,,tg:mpmph:13,brocade id,False,,,,,,,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,,e73_LegacyInformation,1,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:13/N,brocade url,False,,,,,,,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""275be32b-b9df-5001-b75c-a275b2fd2fd6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a286f840-007c-48e5-8f96-c0d75f9c1663"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_OriginalBrocade,6,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,,,,,,,,,,,,,,,,,,,au::16015,keywords,"dlod={""name"":""Max Rooses"",""ark"":""ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f"",""uri"":""/agents/people/60147"",""id"":""au::16015"",""nameWithContext"":[""P. Comestor""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,,,,,,,,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-25 17:57:08 +0000 UTC,egacoms,,Creatie
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884058,2020-09-25 17:57:08 +0000 UTC,egacoms,Bewerken van de identificatie,edit
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884059,2020-09-25 17:57:08 +0000 UTC,egacoms,Bewerken van de items,edit
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884060,2020-09-25 17:57:08 +0000 UTC,egacoms,Bewerken van de kenmerken,edit
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884064,2020-09-25 17:57:08 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884067,2020-09-25 17:57:11 +0000 UTC,egacoms,Bewerken van de identificatie,edit
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884068,2020-09-25 17:57:11 +0000 UTC,egacoms,Bewerken van de items,edit
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13891884,2020-10-01 17:24:28 +0000 UTC,egacoms,Bewerken van de identificatie,edit
