ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Connected Subject Role,Connected Subject Widget,Connected Subject Identifier,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,source_field,Creation Time Span Source Note,Description,Description Type,Description Language,dataset,External Relation Note,External Relation,External Relation URL,External Relation URL Type,External Relation Note Language,External Relation Note Type,source_code,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,Change History Identifier,Change History Timespan,Change History User,Change History Description,Change History Activity
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266599,2018-06-15 08:50:31 +0000 UTC,dimhof,Bewerken van de identificatie,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266600,2018-06-15 08:50:31 +0000 UTC,dimhof,Bewerken van de items,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266604,2018-06-15 08:50:31 +0000 UTC,dimhof,Bewerken van de illustraties,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266606,2018-06-15 08:50:31 +0000 UTC,dimhof,Bewerken van de externe relaties,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266608,2018-06-15 08:50:37 +0000 UTC,dimhof,Bewerken van de identificatie,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266609,2018-06-15 08:50:37 +0000 UTC,dimhof,Bewerken van de items,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266615,2018-06-15 08:50:37 +0000 UTC,dimhof,Bewerken van de externe relaties,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266617,2018-06-15 08:51:45 +0000 UTC,dimhof,Bewerken van de identificatie,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266618,2018-06-15 08:51:45 +0000 UTC,dimhof,Bewerken van de items,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266624,2018-06-15 08:51:45 +0000 UTC,dimhof,Bewerken van de externe relaties,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266653,2018-06-15 09:02:49 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:28,https://data.museumplantinmoretus.be/ark:/11975/5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,Tekeningen,,,,,,,,
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,,,,id/date.creationdate/so,16230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_CreationTimeSpans,,,,,,,,,,,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,Ontwerp voor het portret van Lotharius II van Lorreinen,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,,e73_LegacyInformation,0,,,,,,,,,,,,,,,,id.objectNumber,,,,,,,,,,,,,,BE-ANN00/tk/000000012,referentienummer,False,,,,,,,,,,,,,
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,,e73_LegacyInformation,1,,,,,,,,,,,,,,,,brocade.id,,,,,,,,,,,,,,tg:mpmtk:28,brocade id,False,,,,,,,,,,,,,
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,,e73_LegacyInformation,1,,,,,,,,,,,,,,,,brocade.url,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmtk:28/N,brocade url,False,,,,,,,,,,,,,
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5bab3548-b070-576a-a984-24465d558e3a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""72fb6b00-de6f-4ac9-a1c2-9abdacd86853"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Titles,1,,,,,,,,,,,,,,,,id.title/ti,,,,,,,,,,,,,,,,,,,,,,Ontwerptekening met het portret van Lotharius II van Lorreinen,titles proper,Dutch (language),,,,,
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-26 13:36:05 +0000 UTC,dimhof,,Creatie
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9071962,2016-01-26 13:36:05 +0000 UTC,dimhof,Bewerken van de identificatie,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9071963,2016-01-26 13:36:05 +0000 UTC,dimhof,Bewerken van de items,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9071964,2016-01-26 13:36:05 +0000 UTC,dimhof,Bewerken van de kenmerken,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9071968,2016-01-26 13:36:05 +0000 UTC,dimhof,Bewerken van de ISAAR relaties,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9071971,2016-01-26 13:38:27 +0000 UTC,dimhof,Bewerken van de identificatie,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9071989,2016-01-26 14:32:03 +0000 UTC,dimhof,Bewerken van de illustraties,
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072058,2016-01-26 15:05:23 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072886,2016-01-27 11:52:40 +0000 UTC,dimhof,Bewerken van de identificatie,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072889,2016-01-27 11:52:40 +0000 UTC,dimhof,Bewerken van de annotaties,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072895,2016-01-27 11:53:45 +0000 UTC,dimhof,Bewerken van de identificatie,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072898,2016-01-27 11:53:45 +0000 UTC,dimhof,Bewerken van de annotaties,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072904,2016-01-27 11:53:47 +0000 UTC,dimhof,Bewerken van de identificatie,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072907,2016-01-27 11:53:47 +0000 UTC,dimhof,Bewerken van de annotaties,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9073038,2016-01-27 12:06:48 +0000 UTC,dimhof,Bewerken van de identificatie,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9073041,2016-01-27 12:06:48 +0000 UTC,dimhof,Bewerken van de annotaties,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9073417,2016-01-28 08:45:19 +0000 UTC,dimhof,Bewerken van de identificatie,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9073420,2016-01-28 08:45:19 +0000 UTC,dimhof,Bewerken van de annotaties,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9073468,2016-01-28 11:08:08 +0000 UTC,dimhof,Bewerken van de illustraties,
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9073472,2016-01-28 12:03:44 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9667617,2017-02-10 12:32:33 +0000 UTC,kselle,Bewerken van de identificatie,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9667618,2017-02-10 12:32:33 +0000 UTC,kselle,Bewerken van de items,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9667620,2017-02-10 12:32:33 +0000 UTC,kselle,Bewerken van de annotaties,edit
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9806851,2017-04-11 14:12:12 +0000 UTC,usystem,Bewerken van de items,
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:29,https://data.museumplantinmoretus.be/ark:/11975/6e00a7bd-8a35-5967-8fa7-543a30c85074,Tekeningen,,,,,,,,
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,,,,id/date.creationdate/so,16230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_CreationTimeSpans,,,,,,,,,,,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,Ontwerp voor het portret van Lodewijk en Karloman van Lorreinen,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,
6e00a7bd-8a35-5967-8fa7-543a30c85074,,e73_LegacyInformation,0,,,,,,,,,,,,,,,,id.objectNumber,,,,,,,,,,,,,,BE-ANN00/tk/000000013,referentienummer,False,,,,,,,,,,,,,
6e00a7bd-8a35-5967-8fa7-543a30c85074,,e73_LegacyInformation,1,,,,,,,,,,,,,,,,brocade.id,,,,,,,,,,,,,,tg:mpmtk:29,brocade id,False,,,,,,,,,,,,,
6e00a7bd-8a35-5967-8fa7-543a30c85074,,e73_LegacyInformation,1,,,,,,,,,,,,,,,,brocade.url,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmtk:29/N,brocade url,False,,,,,,,,,,,,,
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""71c29626-cc06-5877-8867-f3a93b17dd9f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""05ae95ee-9e11-4ead-b6c2-249ef3963b9e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Titles,1,,,,,,,,,,,,,,,,id.title/ti,,,,,,,,,,,,,,,,,,,,,,Ontwerptekening voor het portret van Lodewijk en Karloman van Lorreinen,titles proper,Dutch (language),,,,,
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-26 13:39:19 +0000 UTC,dimhof,,Creatie
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9071980,2016-01-26 13:39:19 +0000 UTC,dimhof,Bewerken van de identificatie,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9071981,2016-01-26 13:39:19 +0000 UTC,dimhof,Bewerken van de items,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9071982,2016-01-26 13:39:19 +0000 UTC,dimhof,Bewerken van de kenmerken,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9071986,2016-01-26 13:39:19 +0000 UTC,dimhof,Bewerken van de ISAAR relaties,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072913,2016-01-27 11:54:45 +0000 UTC,dimhof,Bewerken van de identificatie,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072922,2016-01-27 11:55:15 +0000 UTC,dimhof,Bewerken van de identificatie,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072931,2016-01-27 11:56:30 +0000 UTC,dimhof,Bewerken van de identificatie,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072934,2016-01-27 11:56:30 +0000 UTC,dimhof,Bewerken van de annotaties,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072940,2016-01-27 11:56:54 +0000 UTC,dimhof,Bewerken van de identificatie,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9072943,2016-01-27 11:56:54 +0000 UTC,dimhof,Bewerken van de annotaties,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9073002,2016-01-27 12:05:58 +0000 UTC,dimhof,Bewerken van de identificatie,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9073005,2016-01-27 12:05:58 +0000 UTC,dimhof,Bewerken van de annotaties,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9073011,2016-01-27 12:06:01 +0000 UTC,dimhof,Bewerken van de identificatie,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9073014,2016-01-27 12:06:01 +0000 UTC,dimhof,Bewerken van de annotaties,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9667626,2017-02-10 12:32:43 +0000 UTC,kselle,Bewerken van de identificatie,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9667627,2017-02-10 12:32:43 +0000 UTC,kselle,Bewerken van de items,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9667629,2017-02-10 12:32:43 +0000 UTC,kselle,Bewerken van de annotaties,edit
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9806852,2017-04-11 14:12:12 +0000 UTC,usystem,Bewerken van de items,
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:36,https://data.museumplantinmoretus.be/ark:/11975/7179bdd9-690d-53ab-a1bf-99848c8138b2,Tekeningen,,,,,,,,
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_CreationActors,1,0dd77f3c-9f4b-591f-96e2-8ae1e7a757d0,au::15342,,,,artists (visual artists),,"dlod={""name"":""Erasmus II Quellinus"",""ark"":""ark:/83110/x0/0dd77f3c-9f4b-591f-96e2-8ae1e7a757d0"",""uri"":""/agents/people/77046"",""id"":""au::15342"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0dd77f3c-9f4b-591f-96e2-8ae1e7a757d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,,,,id/date.creationdate/so,16380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_CreationTimeSpanSourceNotes,1,,,,,,,,,,,,,,,,id/date.creationdate/so,16390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_CreationTimeSpans,,,,,,,,,,,1638,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,Een leeuw vecht met een draak boven een schijf die de aarde voorstelt,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,mpmtk,,ontwerp voor,https://anet.be/record/mpm/opacmpm/c:lvd:517673,zie verder bibliotheekcatalogus Museum Plantin Moretus,,,,,,,,,,,,,,,,,,,,
7179bdd9-690d-53ab-a1bf-99848c8138b2,,e73_LegacyInformation,0,,,,,,,,,,,,,,,,id.objectNumber,,,,,,,,,,,,,,BE-ANN00/tk/000000019,referentienummer,False,,,,,,,,,,,,,
7179bdd9-690d-53ab-a1bf-99848c8138b2,,e73_LegacyInformation,1,,,,,,,,,,,,,,,,brocade.id,,,,,,,,,,,,,,tg:mpmtk:36,brocade id,False,,,,,,,,,,,,,
7179bdd9-690d-53ab-a1bf-99848c8138b2,,e73_LegacyInformation,1,,,,,,,,,,,,,,,,brocade.url,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmtk:36/N,brocade url,False,,,,,,,,,,,,,
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8728bea8-6a2c-5026-94f0-c46e37d67921"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f7881f1b-33c8-4b58-8b81-ecc40ae0729e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Titles,1,,,,,,,,,,,,,,,,id.title/ti,,,,,,,,,,,,,,,,,,,,,,"Ontwerp voor de titelpagina van Joannes Caramuel Lobkowitz, Philippus prudens",titles proper,Dutch (language),,,,,
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-15 10:12:07 +0000 UTC,dimhof,,Creatie
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266985,2018-06-15 10:12:07 +0000 UTC,dimhof,Bewerken van de identificatie,edit
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266986,2018-06-15 10:12:07 +0000 UTC,dimhof,Bewerken van de items,edit
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266987,2018-06-15 10:12:07 +0000 UTC,dimhof,Bewerken van de kenmerken,edit
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266988,2018-06-15 10:12:07 +0000 UTC,dimhof,Bewerken van de annotaties,edit
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266991,2018-06-15 10:12:07 +0000 UTC,dimhof,Bewerken van de ISAAR relaties,edit
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266992,2018-06-15 10:12:07 +0000 UTC,dimhof,Bewerken van de externe relaties,edit
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11267021,2018-06-15 10:15:46 +0000 UTC,dimhof,Bewerken van de identificatie,edit
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11267022,2018-06-15 10:15:46 +0000 UTC,dimhof,Bewerken van de items,edit
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11267024,2018-06-15 10:15:46 +0000 UTC,dimhof,Bewerken van de annotaties,edit
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11267026,2018-06-15 10:15:46 +0000 UTC,dimhof,Bewerken van de illustraties,edit
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11267028,2018-06-15 10:15:46 +0000 UTC,dimhof,Bewerken van de externe relaties,edit
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11267039,2018-06-15 10:16:19 +0000 UTC,dimhof,Bewerken van de identificatie,edit
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11267040,2018-06-15 10:16:19 +0000 UTC,dimhof,Bewerken van de items,edit
