ResourceID,brocade.id,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,adm.note,Warehouse Location (begin),Serial Number,Warehouse Location (ende)
25a7befb-30e4-5f4f-b170-1bb979fe762b,tg:lhpr:6333,Items,1,tr:lh:6843,169072/10,isad:lh:96601,D 4813 / I (Doos 6),,,,
e26bd5cd-5bab-511e-808f-4d9b5137c024,tg:lhpr:12663,Items,1,tr:lh:4050,77614/1593,isad:lh:179874,,,,,
8ad548c4-820b-5584-9e90-2af8d567171b,tg:lhpr:12399,Items,1,tr:lh:4050,77614/1322,isad:lh:179873,,,,,
2abf2e05-d88f-5c3c-aa86-3f4c5642143a,tg:lhpr:3998,Items,1,tr:lh:2126,40246/11,isad:lh:96365,M 762 / I,"Uitgevers De Vos & Van Der Groen

Gekleurd door Pol de Mont",,,
ce542109-4d75-5a7e-8330-b99d90692bbd,tg:lhpr:2720,Items,1,tr:lh:1945,35364/3,isad:lh:96261,"Planex GP / IX, 8",,,,
c94aede7-45bf-55f2-8806-cde4fed51237,tg:lhpr:12233,Items,1,tr:lh:4050,77614/1158,isad:lh:179854,,,,,
2f28d9aa-4d18-55a5-8b2e-1559079bab6b,tg:lhpr:10520,Items,1,tr:lh:6603,163472/2,isad:lh:96499,Planex GT / G 395,,V1 A 75 A5,,
32ee1a28-7115-5f11-a2fd-3e726c082870,tg:lhpr:5661,Items,1,tr:lh:4200,81203/2,isad:lh:96591,M 546 / I (Doos I),"**Publicatie** _De Ploeg_. 3de jaargang, nr. 18, 05-05-1921, p. 1.",,,
4dadca30-cd7f-555e-8961-4056b2d96c40,tg:lhpr:8053,Items,1,tr:lh:4370,84448/42,isad:lh:96648,Planex GT / P 737,,,,
78e61b95-708a-5d4e-8699-6fae74a01049,tg:lhpr:10170,Items,1,tr:lh:1217,,isad:lh:126076,D 89 / I (Map 6),,,,
571562bd-ed03-56bb-b0a4-3364c47284b7,tg:lhpr:4420,Items,1,tr:lh:4674,107503/6,isad:lh:96489,S 932 / I (Doos 1),"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002, p.
102 (Linosneden nr. 34)",,,
723d26c4-234e-5758-aa21-4a0b4eef396a,tg:lhpr:11331,Items,1,tr:lh:4050,77614/266,isad:lh:174824,,,,,
d2097751-e786-55e1-b255-e862297c2f6d,tg:lhpr:11761,Items,1,tr:lh:4050,77614/692,isad:lh:174826,,,,,
33c08e2f-6e85-5674-a301-0b182c989669,tg:lhpr:9642,Items,1,,64051,,"Planex GP / IX, 2",,,,
33c08e2f-6e85-5674-a301-0b182c989669,tg:lhpr:9642,Items,2,tr:lh:1078,19346/1,,"Planex GP / IX, 2",,,,
c0ccb565-6fb5-5e74-9ed8-a07c656ce3e9,tg:lhpr:11274,Items,1,tr:lh:4050,77614/209,isad:lh:174824,,,,,
a2eefde6-5b20-5938-8205-e4ceb67d32a2,tg:lhpr:9707,Items,1,tr:lh:1217,,isad:lh:125272,D 89 / I (Map I),,,,
7c52b129-a58d-5843-9f62-ba5de96e46f0,tg:lhpr:11624,Items,1,tr:lh:4050,77614/556,isad:lh:174825,,,,,
ba17f6c4-d3fe-5615-91eb-b129ac18e350,tg:lhpr:10936,Items,1,tr:lh:2397,,isad:lh:174831,,,,,
54ba5280-0402-59ae-aaa1-cf6db08c2268,tg:lhpr:10465,Items,1,,,isad:lh:129596,G 21795 / I,,,,
581cfe89-9142-548d-aebf-acdb30ca6959,tg:lhpr:12458,Items,1,tr:lh:4050,77614/1379,isad:lh:179873,,,,,
7596f39a-c7bf-5abc-a60d-68aa7695bafb,tg:lhpr:10035,Items,1,tr:lh:1217,,isad:lh:125820,D 89 / I (Map 3),,,,
3db8d042-c6e8-5291-8d2b-387fa4ad2e33,tg:lhpr:8116,Items,1,tr:lh:6702,166357/4,isad:lh:96383,E 1493 / I,"Illustratie uit Charles de Costers: """"La Légende d' Ulenspiegel. (I pagina 45)",,,
c9a715a5-3626-55ba-8bf5-e30195f988f0,tg:lhpr:12008,Items,1,tr:lh:4050,77614/933,isad:lh:179276,,,,,
9e07b7ed-f559-5a80-9224-da3d9ca129cd,tg:lhpr:9584,Items,1,tr:lh:103964,,isad:lh:123717,J 3354 / I (Floris Jespers Etsen I),,,,
8322a3d0-595f-5195-a897-6a895266b08b,tg:lhpr:3920,Items,1,tr:lh:4743,92212/4,isad:lh:96479,M 656 / I,,,,
7eec3daf-eeaf-5338-99fe-60c4bb0436ed,tg:lhpr:12321,Items,1,tr:lh:4050,77614/1245,isad:lh:179873,,,,,
784a6994-54bc-584a-87d4-2cdea914c75b,tg:lhpr:2262,Items,1,tr:lh:2212,43548/4,,"Planex GP / X, 2",,,,
784a6994-54bc-584a-87d4-2cdea914c75b,tg:lhpr:2262,Items,2,,87524/1,,"Planex GP / X, 2",,,,
7bdf4f1a-ecba-56a7-8769-38be795bee2d,tg:lhpr:2798,Items,1,tr:lh:5362,105335/2,isad:lh:96445,A 2012 / I,"Acht illustraties, droge-naaldetsen van J.van Ael voor _""""Goddelijke
Verbeelding""""_ verschenen in N.V. Standaard-Boekhandel, 1943, 77p.",,,
d2ea31ef-3568-5310-8aef-30eb6a6f2283,tg:lhpr:9992,Items,1,tr:lh:1217,,isad:lh:125817,D 89 / I (Map 5),,,,
c250b095-e042-5740-ad35-b882682f512b,tg:lhpr:2777,Items,1,tr:lh:2413,47321/5,isad:lh:96352,"planex GP / X, 1",(1-2) m.o.: Vers van Jan van Rijswijck.,,,
6991ef3a-c626-5aba-94e0-37da0184f4ca,tg:lhpr:12264,Items,1,tr:lh:4050,77614/1188,isad:lh:179854,,,,,
9e985b1a-42fe-53d8-87b7-dc7e0d13c6bf,tg:lhpr:10259,Items,1,tr:lh:2432,120440/16,isad:lh:127004,D 1175 / I (Doos 3),,,,
7a5da0b8-91fa-570a-a186-7674b9b49d71,tg:lhpr:5118,Items,1,,105645/b,isad:lh:96573,C 3396 / I (doos 4),"**Publicatie** Pallemans, A. (samensteller), _René de Connick. 1907-1978._ Antwerpen: AMVC/SB, 1980, p. 189.",,,
811672ca-663e-5490-85bf-4d26f3d50098,tg:lhpr:9838,Items,1,tr:lh:1217,,isad:lh:125597,D 89 / I (Map 2),,,,
5f260c92-27bb-57e0-9984-395c5119bd88,tg:lhpr:12634,Items,1,tr:lh:4050,77614/1558,isad:lh:179874,,,,,
f5f6a648-edae-5837-9783-f6f37fe7173a,tg:lhpr:10609,Items,1,tr:lh:134044,,isad:lh:139892,,,,,
4da8a1de-1827-5850-ab89-dfe355826ac0,tg:lhpr:3166,Items,1,tr:lh:5514,108575/6,isad:lh:96252,B 46716 / I,,,,
104a07cd-dd53-568f-9a76-435641fb8298,tg:lhpr:11448,Items,1,tr:lh:4050,77614/380,isad:lh:174824,,,,,
978e96a8-87a0-55b2-8014-0b1a6275c19f,tg:lhpr:6734,Items,1,,215806/5,,Planex GT / G 605,Premieplaat lidmaatschap vzw Kunstkring Jacques Gorus,,,
bb73959e-dd1e-53fd-8948-4954bdcb48e1,tg:lhpr:3536,Items,1,tr:lh:9923,147575/140-148,,E 281 / B,"Gevonden bij de brieven, 8 st. In brievenboek Elskamp. Eerste kelder. Ook bij de boeken met vignetten Elskamp in het schilderijendepot eerste verdieping.",V1 B,,K1 B
72f8c0c8-b6c5-5a8c-a162-ce192a146b75,tg:lhpr:11018,Items,1,tr:lh:140353,,isad:lh:174903,,,,,
87f82c4e-1046-5c9d-9133-da4cf882b94f,tg:lhpr:3541,Items,1,,178866/3,,EE 49 / I,,,,
87f82c4e-1046-5c9d-9133-da4cf882b94f,tg:lhpr:3541,Items,2,,178867,,EE 49 / I,,,,
c12e77f4-826f-5367-801d-42a403c1aeb1,tg:lhpr:11595,Items,1,tr:lh:4050,77614/527,isad:lh:174825,,,,,
66768767-d7b7-538e-8c30-6426c67cef68,tg:lhpr:6743,Items,1,tr:lh:5716,115879/6,isad:lh:96614,Planex GT / G 1169,,,,
3f047730-b89b-5d7c-ab8f-d1a58a60728d,tg:lhpr:6313,Items,1,tr:lh:7800,215018/4,isad:lh:167359,D 4813 / I (Doos 5),D 4813 / 266,,,
269e8e0f-f8b8-5982-b668-c17aa4dd33f8,tg:lhpr:12643,Items,1,tr:lh:4050,77614/1571,isad:lh:179874,,,,,
8a126d20-ca99-5cc5-9732-c384de3dd6c5,tg:lhpr:10384,Items,1,,,isad:lh:128179,G 21795 / I,,,,
aaa0b485-39fc-5573-a79a-95e003b58a96,tg:lhpr:3812,Items,1,tr:lh:336,8344/9,isad:lh:96252,I 353 / I,,,,
9d504237-8ebd-55b3-98c7-9718764458f4,tg:lhpr:12213,Items,1,tr:lh:4050,77614/1138,isad:lh:179854,,,,,
8fbc3c58-5034-50e4-ac60-db7a5c4d9c0d,tg:lhpr:7502,Items,1,tr:lh:5941,129687/1,isad:lh:96439,C 1483 / I,,,,
8cab4b9f-103e-532c-843b-76b74cc234d8,tg:lhpr:11829,Items,1,tr:lh:4050,77614/758,isad:lh:174826,,,,,
cd4b69a1-d0b8-5338-881d-2bd3d866669b,tg:lhpr:12706,Items,1,tr:lh:140353,,isad:lh:183461,,,,,
2be4bc03-9e50-5f34-8fc5-405986655539,tg:lhpr:11983,Items,1,tr:lh:4050,77614/909,isad:lh:179276,,,,,
272d9474-c965-56c3-9110-11e76f9c92c8,tg:lhpr:10691,Items,1,tr:lh:139833,,,,,,,
c7fcd393-d996-5453-b0fd-294b9358772f,tg:lhpr:7447,Items,1,tr:lh:2790,57660/1a,,C 1483 / I,,,,
0d37d5be-e9a4-521b-a1ac-7e958793468e,tg:lhpr:3957,Items,1,tr:lh:2790,57658/8,isad:lh:96523,M 8006 / I,"**Publicatie** _De Tijdspiegel_, nr. 3-4, 04-1925, als buitentekstplaat t.o. p. 73.",,,
d955781d-948a-5ea6-a5b2-30f441deb119,tg:lhpr:12356,Items,1,tr:lh:4050,77614/1280,isad:lh:179873,,,,,
597b5af0-c46d-5243-84be-aead1c38bd88,tg:lhpr:3404,Items,1,tr:lh:7693,200206,isad:lh:96486,"Planex GP / IX, 4",,,,
154482fc-9638-5978-87a8-dbe1dd13485a,tg:lhpr:11080,Items,1,tr:lh:4050,77614/56,isad:lh:174823,,,,,
7198f465-d80d-52c3-89c1-0bc8aaf86e93,tg:lhpr:3054,Items,1,tr:lh:2939,59359/2,isad:lh:96460,"Planex GP / X, 4","Artiest : A. Danse

De afgebeelde vrouw is vermoedelijk de echtgenote van A. Willems.",,,
c2245b82-533b-5ade-8e0f-8a1bb59d9237,tg:lhpr:9459,Items,1,,,isad:lh:120507,,,,CC 174 / 9,
838311fc-d202-593e-8401-4a30de746aea,tg:lhpr:12585,Items,1,tr:lh:4050,77614/1507,isad:lh:179874,,,,,
db584a68-261e-5e5f-b93f-ddfdeb166e32,tg:lhpr:10042,Items,1,tr:lh:1217,,isad:lh:125820,D 89 / I (Map 3),,,,
0c3c399c-594e-553c-be39-164fd4383562,tg:lhpr:8161,Items,1,tr:lh:7088,177599,isad:lh:96359,Planex GP / M 362,,,,
2f5731dd-3327-528f-8c3d-0a7b98486569,tg:lhpr:10412,Items,1,,,isad:lh:128179,G 21795 / I,,,,
4d4a39a0-1802-5d60-9d3e-bc5b5c783254,tg:lhpr:9770,Items,1,tr:lh:1217,,isad:lh:125371,D 89 / I (Map I),,,,
e02fab6b-49f5-5e0d-b76f-25eaef2323e2,tg:lhpr:11653,Items,1,tr:lh:4050,77614/585,isad:lh:174825,,,,,
8c44b050-1ce2-54db-8269-4111cd726e51,tg:lhpr:10941,Items,1,tr:lh:2397,,isad:lh:174831,,,,,
816e730c-d88f-5fc6-baf0-b496fe33b79a,tg:lhpr:6485,Items,1,tr:lh:7596,198561/12,,Planex GP / BB 590 (map 2),"**Publikatie: **Claes, Ernest, _De Witte_. Amsterdam: Wereldbibliotheek, 1964,
ill., p. 73.",,,
84de6203-3911-50e0-b1b1-5b8f1d4c0b0c,tg:lhpr:4512,Items,1,tr:lh:4674,89056/34 b,isad:lh:96489,S 932 / I (Doos 2),"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002, p.
124

Blokboek gesneden en in eigen beheer in enkele getekende exemplaren gedrukt in
1924",,,
d57619a6-e4e5-53c9-aa25-21311da7b2a5,tg:lhpr:11203,Items,1,tr:lh:4050,77614/141,isad:lh:174823,,,,,
afaf3572-6d94-53c1-9290-7ebb5fee1ea0,tg:lhpr:1710,Items,1,tr:lh:1060,18967/3,,Planex KP / C 30702,Achterzijde: (synoniem) Swerfgeest Frans,,,
56266d94-95eb-5121-8874-2b3199175828,tg:lhpr:11716,Items,1,tr:lh:4050,77614/648,isad:lh:174826,,,,,
90804fb7-acf9-5e7d-94b9-3a03e7d92cf0,tg:lhpr:9635,Items,1,tr:lh:103964,,isad:lh:123823,J 3354 / I (Floris Jespers Etsen II),,,,
04283425-dea6-5365-b27b-e3f7be7a6748,tg:lhpr:10804,Items,1,,,,"Planex GT / VI,5",,,,
86b7babf-535e-5388-b1d0-0109458f8079,tg:lhpr:11346,Items,1,tr:lh:4050,77614/281,isad:lh:174824,,,,,
705c05ff-b35a-5400-9a1b-21b942beed3e,tg:lhpr:9265,Items,1,tr:lh:891,16184/b,,Planex GP / L 126,,V2 E,,
ad19a92a-d8ee-5bf1-b3e1-517a71811d9e,tg:lhpr:10107,Items,1,tr:lh:1217,,isad:lh:125861,D 89 / I (Map 5),,,,
35fe4bf6-8312-52ee-97ff-4000d3147c25,tg:lhpr:5616,Items,1,tr:lh:2677,53010/18,isad:lh:96471,H 5252 / I,2de ex inschrnr 53010/19,,,
fa337e76-daa3-5c70-9f66-af4a6de44f75,tg:lhpr:10557,Items,1,,,isad:lh:133496,,,,R 462 / 1307,
ce2d234d-f15a-57a9-87e9-4ed64ada7845,tg:lhpr:12090,Items,1,tr:lh:4050,77614/1015,isad:lh:179854,,,,,
7714c8ad-8977-5c1f-add6-bf777caff63e,tg:lhpr:11891,Items,1,tr:lh:4050,77614/817,isad:lh:179276,,,,,
6155d7ee-e49d-505b-bc8a-68196e5299e5,tg:lhpr:10783,Items,1,,,,"Planex GT / VI,5",,,,
9d519c2c-9d7d-5f83-ac37-ce4acc494976,tg:lhpr:5568,Items,1,tr:lh:4826,96318,,G 236 / I,"**Publikatie:** Tony, Geets, Willem [ill.], _Ernest Staas advocaat. Schetsen
en beelden_. Gent - 'S-Gravenhage: Hoste - Martinus Nijhof, 1874, 177 p., t.o.
p. 51.",,,
ec486f9b-400b-5465-b95f-f54714bbbdac,tg:lhpr:3845,Items,1,tr:lh:7148,178589,isad:lh:96513,L 75095/ I,,,,
cf1b8702-206c-5778-9ee7-86dcb6a2d726,tg:lhpr:1878,Items,1,tr:lh:1048,19122/1,isad:lh:96308,Planex KP / D 563,Achterzijde: onleesbare (franse) tekst,,,
21843766-b45d-5219-b37b-7b0f71a872b1,tg:lhpr:2757,Items,1,tr:lh:1202,20503,,"Planex GP / X, 1",,,,
09e4e68a-66e5-5025-8de7-8b0ea6635ee7,tg:lhpr:10279,Items,1,tr:lh:2432,47442/195,isad:lh:127006,D 1175 / I (Doos 3),,,,
03f96151-eb20-526f-9109-551069f5e1a2,tg:lhpr:12244,Items,1,tr:lh:4050,77614/1169,isad:lh:179854,,,,,
98614cf3-d3b7-5b9e-a5ed-91a6817109a8,tg:lhpr:7105,Items,1,tr:lh:2790,57658/1,isad:lh:96523,Planex GT / M 8006,"Edward Moreels stuurde de prent naar Marcel Stijns voor publikatie in _De
Tijdspiegel_, deze prent werd niet gepubliceerd.",,,
8cc5999b-e71e-527f-9a7f-f9d201e79f77,tg:lhpr:9818,Items,1,tr:lh:1217,,isad:lh:125576,D 89 / I (Map 1),,,,
21ecba7a-f4b1-569c-b1c9-6ea33ccf2da6,tg:lhpr:10629,Items,1,tr:lh:134044,,isad:lh:139892,,,,,
25405475-16b4-5be0-9d0b-b9b92f360633,tg:lhpr:12614,Items,1,tr:lh:4050,77614/1539,isad:lh:179874,,,,,
4894b5c0-0306-5d26-954a-084dc0edc75f,tg:lhpr:11192,Items,1,tr:lh:4050,77614/130,isad:lh:174823,,,,,
77b16c07-14a6-5687-853e-732a66974718,tg:lhpr:6344,Items,1,tr:lh:6843,169072/21,isad:lh:96601,D 4813 / I (Doos 6),,,,
61d5dd59-9b7b-50a9-909b-5d9f12a18eba,tg:lhpr:5991,Items,1,tr:lh:6008,132806,isad:lh:161346,D 4813 / I (Doos 1),D 4813 / 293,,,
fa41e76e-8761-541a-a13f-d81ead762ac0,tg:lhpr:11468,Items,1,tr:lh:4050,77614/400,isad:lh:174824,,,,,
a8fb39a5-2aaf-53b8-b82c-46b63cd42129,tg:lhpr:3516,Items,1,tr:lh:7396,196025,isad:lh:96495,D 59 / I,,,,
62b35887-b692-5c82-8485-b6772302e56e,tg:lhpr:11038,Items,1,tr:lh:4050,77614/15,isad:lh:174823,,,,,
9e330e38-31be-54b9-8003-e99724ec7003,tg:lhpr:4396,Items,1,tr:lh:242,4898/1,isad:lh:96272,S 225 / I,"Illustratie van het boek """"Dirk  de Meyer, een geschiedenis van de Waterkant"""", door  Domien Sleeckx.",,,
87c1c14e-5420-5ead-bae1-ce8abdfad136,tg:lhpr:11487,Items,1,tr:lh:4050,77614/419,isad:lh:174825,,,,,
88223f1d-cf32-584c-8579-461d9eb3951b,tg:lhpr:12301,Items,1,tr:lh:4050,77614/1225,isad:lh:179873,,,,,
7b6020e0-ecc5-5198-858b-56b57128ddea,tg:lhpr:10296,Items,1,tr:lh:2432,47441/160,isad:lh:127006,D 1175 / I (Doos 3),,,,
7b6020e0-ecc5-5198-858b-56b57128ddea,tg:lhpr:10296,Items,2,tr:lh:2432,47442/226,isad:lh:127006,D 1175 / I (Doos 3),,,,
3e03ad44-bfdc-5e91-8220-527c3b5e7c1a,tg:lhpr:1897,Items,1,,27381/109,,Planex KP / D 7985,Artiest = J. brouwers,,,
35093838-0f36-516a-ae52-9caae5fe1398,tg:lhpr:11254,Items,1,tr:lh:4050,77614/189,isad:lh:174823,,,,,
177ddc31-fc3d-507f-8483-e8d03924484e,tg:lhpr:2868,Items,1,tr:lh:9913,147160/2,isad:lh:96449,B 76823 / I,,,,
8c450d80-80c6-5297-b52b-81ff941aa9ac,tg:lhpr:3280,Items,1,tr:lh:6749,167286/3,isad:lh:96333,C 3843 / I,,,,
c5948a68-41bc-5bc9-8429-5087c1ef572a,tg:lhpr:11604,Items,1,tr:lh:4050,77614/536,isad:lh:174825,,,,,
894fafe1-3987-5ed7-86e4-1375447d798d,tg:lhpr:9727,Items,1,tr:lh:1217,,isad:lh:125351,D 89 / I (Map I),,,,
2918e1b7-37c3-56a3-b7a6-0d33dd51ba76,tg:lhpr:10916,Items,1,,,isad:lh:164979,Planex GT / C 2435,,,,
0b271b1b-1deb-5449-a8fb-a0d24ca8669c,tg:lhpr:12478,Items,1,tr:lh:4050,77614/1398,isad:lh:179873,,,,,
68f92513-4ab6-5e52-a29a-d6b930833c5c,tg:lhpr:10445,Items,1,,,isad:lh:128179,G 21795 / I,,,,
7defad43-ed8e-5ca9-9613-7ede8289f404,tg:lhpr:2491,Items,1,,221299,,SC 53 E 1,,,,
722eb93f-712c-5462-9067-25faa47eae50,tg:lhpr:12182,Items,1,tr:lh:4050,77614/1107,isad:lh:179854,,,,,
bcba5933-f293-571c-83b6-291b429a6229,tg:lhpr:8136,Items,1,,52609/1,,Planex KP / BB 599,,,,
bcba5933-f293-571c-83b6-291b429a6229,tg:lhpr:8136,Items,2,,219723,,Planex KP / BB 599,,,,
5a486a30-a22d-5e9b-8b24-3c1a8d72f863,tg:lhpr:12028,Items,1,tr:lh:4050,77614/953,isad:lh:179276,,,,,
e8af4188-e3d9-5d7b-ae87-b68e7be3be43,tg:lhpr:10015,Items,1,tr:lh:1217,,isad:lh:125820,D 89 / I (Map 3),,,,
1c5ab071-7ce7-58f9-bb30-b42b5bcfdea0,tg:lhpr:5704,Items,1,,83218,,M 546 / I (Doos II),,,,
cf1c4734-04ff-5cc2-a6b7-bed9512a59a3,tg:lhpr:10500,Items,1,tr:lh:6603,163509,isad:lh:96499,G 605 / I,,,,
02c18db7-2c9c-5a65-9396-82d4bd76e8ff,tg:lhpr:2184,Items,1,,40302,,Planex KP / S 535,,,,
02c18db7-2c9c-5a65-9396-82d4bd76e8ff,tg:lhpr:2184,Items,2,tr:lh:2599,52229,isad:lh:96336,Planex KP / S 535,,,,
33851b4f-1b45-522c-a297-c04667f2cb25,tg:lhpr:4953,Items,1,tr:lh:7634,212876,,T 493 / I,,,,
ad871a5d-19ab-5789-b431-7b475b4088fd,tg:lhpr:12497,Items,1,tr:lh:4050,77614/1415,isad:lh:179874,,,,,
c28d86e4-41d8-5119-bee1-f82006a4b0ed,tg:lhpr:10150,Items,1,tr:lh:1217,,isad:lh:126061,D 89 / I (Map 6),,,,
3bc7e821-54f4-51db-b999-b0bda37349cb,tg:lhpr:8073,Items,1,tr:lh:6174,142565/6,isad:lh:146564,B 8596 / I,,,,
249f1186-72c5-5f1e-9619-749685c96eb1,tg:lhpr:4400,Items,1,tr:lh:4674,89056/19 a,isad:lh:96489,S 932 / I (Doos 1),"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002, p.
244.",,,
c7676ca3-9532-5d5f-acf7-58d402fcd686,tg:lhpr:9232,Items,1,tr:lh:7818,202190/k,isad:lh:96640,C 1483 / I (doos 1),"**Publicatie** Mussche, Achilles - Cantré, Jozef [ill.], _Aan de voet van het belfort_. Antwerpen: De Sikkel, 1950.",V1 B 75 C4,,
f60b5d33-453c-5822-aae7-88a5cf2d4b59,tg:lhpr:11311,Items,1,tr:lh:4050,77614/246,isad:lh:174824,,,,,
fd129c90-de60-5ae2-9092-e728d0b6abdd,tg:lhpr:9662,Items,1,tr:lh:1217,,isad:lh:125177,D 89 / I (Map I),,,,
a9ff7344-4c74-5e0c-86ba-fa5f7e739f64,tg:lhpr:11741,Items,1,tr:lh:4050,77614/673,isad:lh:174826,,,,,
3ac70ad5-1141-5e03-b59b-17f394a56028,tg:lhpr:6702,Items,1,tr:lh:1299,22028/6c,isad:lh:96340,Planex GT / D 8756,"**Publicatie** Lauwerys, Jozef, _Gids voor Hoogstraten_. Hoogstraten: s.n., 1935 (1ste uitg. 1931), p. 15. Eén van drie proefdrukken (6a-6c) naast elkaar gedrukt op een langwerpig stuk papier.",,,
b55e81d6-18ff-51db-a839-8c6facf98488,tg:lhpr:5987,Items,1,tr:lh:6008,132773,isad:lh:167733,D 4813 / I (Doos 1),D 4813 / 199,,,
2b833bc9-59db-5785-ae6c-0fe41c7a1c81,tg:lhpr:1497,Items,1,tr:lh:5492,120445,,Planex KP / B 435,Artiest: R. Courteny,,,
3cea917d-931d-5b6e-8ae9-1c258de9f3d6,tg:lhpr:11184,Items,1,tr:lh:4050,77614/122,isad:lh:174823,,,,,
27f07748-d457-5d29-9ec4-044e7304c419,tg:lhpr:12602,Items,1,tr:lh:4050,77614/1526,isad:lh:179874,,,,,
546b07b3-5c8b-5439-9efc-c50d2ddeeda4,tg:lhpr:12252,Items,1,tr:lh:4050,77614/1176,isad:lh:179854,,,,,
77130146-fd38-5f78-b70c-c9097630c6fa,tg:lhpr:2741,Items,1,tr:lh:1202,20511/1,,Planex GP / P 346,(3)De houtsnede: twee exemplaren met hetzelfde inschrijvingsnummer.,,,
77130146-fd38-5f78-b70c-c9097630c6fa,tg:lhpr:2741,Items,2,tr:lh:1279,21871,,Planex GP / P 346,(3)De houtsnede: twee exemplaren met hetzelfde inschrijvingsnummer.,,,
77130146-fd38-5f78-b70c-c9097630c6fa,tg:lhpr:2741,Items,3,,50338/1-2,,Planex GP / P 346,(3)De houtsnede: twee exemplaren met hetzelfde inschrijvingsnummer.,,,
77130146-fd38-5f78-b70c-c9097630c6fa,tg:lhpr:2741,Items,4,,54787,,Planex GP / P 346,(3)De houtsnede: twee exemplaren met hetzelfde inschrijvingsnummer.,,,
77130146-fd38-5f78-b70c-c9097630c6fa,tg:lhpr:2741,Items,5,tr:lh:7684,200123,isad:lh:96485,SC 06 E 2,Nr. 200123 originele houten lijst. Afdruk zonder handtekening,,,
7187a43a-f4a9-52a4-a73e-48dc0c96824a,tg:lhpr:10795,Items,1,,,,"Planex GT / VI,5",,,,
111e81e4-24b9-5d52-8147-0e606c44b98d,tg:lhpr:11887,Items,1,tr:lh:4050,77614/813,isad:lh:179276,,,,,
bd977979-f02d-554b-8204-e2a5e2154e22,tg:lhpr:10280,Items,1,tr:lh:2432,47442/200,isad:lh:127006,D 1175 / I (Doos 3),,,,
fd635088-18ab-5239-983b-7b7f54fa8e82,tg:lhpr:12747,Items,1,tr:lh:140353,,isad:lh:183484,,,,,
ee63e661-8e7a-5f96-85e8-fd239a553512,tg:lhpr:8659,Items,1,tr:lh:2212,43537/1,,Planex GT / S 837,,,,
babe4006-a0d9-51d3-a0a8-572b0d62b1fd,tg:lhpr:11868,Items,1,tr:lh:4050,77614/797,isad:lh:174826,,,,,
43791ff3-16c1-5ebd-91ae-e8509294363c,tg:lhpr:8209,Items,1,tr:lh:3490,68847/9,isad:lh:96654,Planex GT / P 272639 (doos 3),,,,
4cb5b3c9-a126-5a30-9670-d09084e0f2eb,tg:lhpr:12317,Items,1,tr:lh:4050,77614/1241,isad:lh:179873,,,,,
96329709-d9c7-57a5-a07a-6bcc8f23ff8e,tg:lhpr:2604,Items,1,,106699/1,,Planex GP / F 301,,,,
dc3aac7a-3c4f-5e59-8ab2-c462f7d566cb,tg:lhpr:11491,Items,1,tr:lh:4050,77614/423,isad:lh:174825,,,,,
791c7234-5ed2-581d-9bc2-6e5cfde872df,tg:lhpr:10003,Items,1,tr:lh:1217,,isad:lh:125819,D 89 / I (Map 5),,,,
90e3b46a-67e0-544c-8cfa-1b0aafae80dd,tg:lhpr:12194,Items,1,tr:lh:4050,77614/1119,isad:lh:179854,,,,,
0fb586e4-3e18-5f76-9ee5-433b2df17723,tg:lhpr:2487,Items,1,,105628,,SC 53 E 1,,,,
3bdbb1e9-632b-58a6-b9ef-58d90a8dfa24,tg:lhpr:10453,Items,1,,,isad:lh:128179,G 21795 / I,,,,
0b8541c5-16ec-5cb2-a94f-e950b0d6fcbc,tg:lhpr:10900,Items,1,,,isad:lh:182511,Planex GT / SS 250,,,,
36bd79cd-b264-5200-b312-531bd532ed8e,tg:lhpr:11612,Items,1,tr:lh:4050,77614/544,isad:lh:174825,,,,,
1647351a-d547-5e04-91e0-2fe120f74442,tg:lhpr:9731,Items,1,tr:lh:1217,,isad:lh:125352,D 89 / I (Map I),,,,
accd5cb8-72fa-5356-9573-8d93e9158bd0,tg:lhpr:3296,Items,1,tr:lh:2677,53007/2,isad:lh:96471,Planex GP / H 5252 (doos 1),De prent is de druk naar een tekening van A. Herckenrath.,,,
03e5d8d9-7647-52f0-befa-e7f41e992561,tg:lhpr:1751,Items,1,tr:lh:2868,57324/7,isad:lh:96302,Planex KP / C 34,,,,
cd481fad-5b41-5825-8be7-cf34971d65f5,tg:lhpr:11242,Items,1,tr:lh:4050,77614/180,isad:lh:174823,,,,,
0b47a514-ae89-5881-a647-a2bff1209e0b,tg:lhpr:3279,Items,1,,107845,isad:lh:96333,C 3843 / I,,,,
0b47a514-ae89-5881-a647-a2bff1209e0b,tg:lhpr:3279,Items,2,tr:lh:6749,167286/1,isad:lh:96333,C 3843 / I,,,,
4a9fc991-63d1-5061-8c1a-92bca5ef34a3,tg:lhpr:10845,Items,1,,,isad:lh:160182,,,,,
8b607c2a-c497-5b3c-a559-a88d49487a3b,tg:lhpr:9674,Items,1,tr:lh:1217,,isad:lh:125180,D 89 / I (Map I),,,,
