brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Serial Number,adm.note,adm.note.language,adm.note.type
tg:lhbr:258725,85b6cd3c-d7a6-5385-9590-7bcd1cd91980,Items,1,tr:lh:9770,,isad:lh:148116,,J 416 / 68,,Nederlands,remarks
tg:lhbr:225215,0a71c66d-7106-5499-a164-814292b53c18,Items,1,tr:lh:4529,87186/54,isad:lh:81296,H 546 / B2,,,Nederlands,remarks
tg:lhbr:273475,dae74a34-1ea5-513c-adc1-5bae66e5a391,Items,1,tr:lh:110330,,isad:lh:115154,,R 8963 / 879,,Nederlands,remarks
tg:lhbr:157485,e4d97299-276d-5add-9df1-35313a32e7fb,Items,1,,,isad:lh:64753,W 183 / B,,,Nederlands,remarks
tg:lhbr:16525,e2b7009e-fff0-5a65-a4b2-ae11e1a05dad,Items,1,tr:lh:6029,133311/34,isad:lh:8947,O 39465 / B,,,Nederlands,remarks
tg:lhbr:40345,f0a414da-37db-58fa-b40a-d9741c5e5082,Items,1,tr:lh:6415,153594/2,isad:lh:19025,D 125 / B,,,Nederlands,remarks
tg:lhbr:199279,840ce122-e5c6-512b-a6bd-0ef60d4599a9,Items,1,tr:lh:4175,80720/3,isad:lh:75058,B 417 / B2,,,Nederlands,remarks
tg:lhbr:247829,1048bb68-d000-5669-8375-91ce7b8d6a69,Items,1,tr:lh:2279,,isad:lh:140421,,C 3622 / 21,,Nederlands,remarks
tg:lhbr:150340,461771aa-f878-5ce2-8358-072e4137dfbe,Items,1,tr:lh:3909,74595/485,isad:lh:62302,S 9267 / B2,,,Nederlands,remarks
tg:lhbr:106520,86603f1b-2d21-579d-b8b0-78d9c8e85622,Items,1,tr:lh:4,232/2,isad:lh:45343,M 965 / B,,,Nederlands,remarks
tg:lhbr:47480,8ce695aa-54f8-5e91-ba27-ce9090dbcefb,Items,1,tr:lh:6081,138747/175,isad:lh:21810,V 6095 / B2,,,Nederlands,remarks
tg:lhbr:245814,7ef99b24-79b2-5615-b066-b755ddb6d76e,Items,1,tr:lh:7702,,isad:lh:138663,,E 285 / 112,,Nederlands,remarks
tg:lhbr:20944,211e3f3a-74b8-556a-a030-b417f4c306b4,Items,1,tr:lh:1869,33457,isad:lh:10699,B 921 / B,,,Nederlands,remarks
tg:lhbr:209680,bb6ad1da-8f00-501a-8d3e-8aa2de959855,Items,1,tr:lh:6413,152054/3,isad:lh:77179,W 256 / B2 ((periode L. Simons 1969-1984) 24),,,Nederlands,remarks
tg:lhbr:128188,3b26ca95-8d4c-5305-b9f8-94693c346995,Items,1,tr:lh:5604,128386/4,isad:lh:53775,S 1038 / B,,,Nederlands,remarks
tg:lhbr:227228,2f350f6f-bec4-58b5-8ebf-44341f09e14f,Items,1,tr:lh:7411,196389/15,isad:lh:81946,A 2335 / B1,,,Nederlands,remarks
tg:lhbr:271448,8f4c1cbc-a4ca-5e84-b199-22d2fe05560e,Items,1,,,isad:lh:147837,,W 213 / 124,,Nederlands,remarks
tg:lhbr:14518,485d293a-1080-5020-8762-0381f89c30d3,Items,1,,,isad:lh:8123,B 708 / B,,,Nederlands,remarks
tg:lhbr:42378,691a4bb6-72d2-5e15-bb08-4b504f84a474,Items,1,tr:lh:4227,81520/4,isad:lh:19820,D 2375 / B,,,Nederlands,remarks
tg:lhbr:193674,df303dd1-7459-58a1-8339-4f215be793f5,Items,1,,163839/32a-b,isad:lh:74403,G 395 / B2,,,Nederlands,remarks
tg:lhbr:158770,ef6364b8-88de-529e-8532-cf7a20f192e6,Items,1,tr:lh:5778,119206/11,isad:lh:65182,P 132 / B,,,Nederlands,remarks
tg:lhbr:55844,37a929ff-71ba-51cf-bb52-79302d99cbfb,Items,1,tr:lh:6382,149197/52a-b,isad:lh:25051,T 2806 / B,,,Nederlands,remarks
tg:lhbr:125240,db664670-8f59-507b-8769-102b6ad7e130,Items,1,tr:lh:6465,158586/62,isad:lh:2171,S 7904 / B2 (1960),,,Nederlands,remarks
tg:lhbr:173420,775be50b-e310-5df5-8605-3b152a9425ab,Items,1,tr:lh:7063,177313/193,isad:lh:70176,D 125 / B2,,,Nederlands,remarks
tg:lhbr:32580,260ea8ae-6490-5cfe-843f-6f874fc17c38,Items,1,tr:lh:5248,103354/484a-b,isad:lh:1425,F 2771 / B (1966-1969),,,Nederlands,remarks
tg:lhbr:230914,2de94c92-8014-57d5-858b-35b52751b6f2,Items,1,tr:lh:7785,201601/273,isad:lh:83029,R 467 / B2,,,Nederlands,remarks
tg:lhbr:6036,e0717920-ff9b-5600-81be-4480d91c4cf6,Items,1,tr:lh:5604,112329/493,isad:lh:3974,B 1333 / B,,,Nederlands,remarks
tg:lhbr:61418,7fed2e48-828a-5a5c-b191-6d9268b82432,Items,1,,,isad:lh:27284,G 563 / B,,,Nederlands,remarks
tg:lhbr:37278,2c623fab-14d9-5360-aeb8-ffd7274eabc8,Items,1,,143443,,C 3622 / B,,,Nederlands,remarks
tg:lhbr:252328,3a51da12-4237-57a3-9038-d6af47933c27,Items,1,tr:lh:4326,68176,isad:lh:58526,A 493 / B2,,,Nederlands,remarks
tg:lhbr:204548,75cde5dd-5487-5281-9a84-6fe649ea2b65,Items,1,tr:lh:6886,171373/2705,isad:lh:141384,S 935 / B2,,,Nederlands,remarks
tg:lhbr:279078,71c9bd8e-0a6e-57c6-a9d6-9541dc7d99fb,Items,1,tr:lh:7843,202504/60a-b,isad:lh:159450,,D 325 / 584,,Nederlands,remarks
tg:lhbr:122585,9ea8219d-28ac-54d0-b35f-62e455c29f42,Items,1,tr:lh:5778,119324/1a-b,isad:lh:51980,R 5845 / B,,,Nederlands,remarks
tg:lhbr:63425,11dd8575-83c1-5777-ae9a-b1acd1d76429,Items,1,,,isad:lh:28916,G 563 / B,,,Nederlands,remarks
tg:lhbr:35245,eb94de21-445f-58a4-99b6-e616c3cb87b8,Items,1,,,,C 3492 / B,,,Nederlands,remarks
tg:lhbr:250315,702a61a2-02de-5dc6-9dd8-61c0b4f47992,Items,1,tr:lh:126473,,isad:lh:130191,,D 9653 / 23 (147),,Nederlands,remarks
tg:lhbr:145841,52e25b91-ef83-51cc-a7c8-524c87b2545f,Items,1,tr:lh:6392,149391/283,isad:lh:60488,CC 92 / B2,,,Nederlands,remarks
tg:lhbr:206575,dcbcbcd5-51da-5251-b800-bd45289b3784,Items,1,tr:lh:6413,151092/3,isad:lh:76000,W 256 / B2 ((periode L. Simons 1969-1984) 1),,,Nederlands,remarks
tg:lhbr:83671,d6fdbd0b-13cc-5557-a6fe-5dc89d4634d0,Items,1,tr:lh:2173,41017/8,isad:lh:36330,K 533 / B,,,Nederlands,remarks
tg:lhbr:48775,2af2f2ea-6843-56f1-bba9-7b6df27706c7,Items,1,tr:lh:6879,170133/310,isad:lh:22344,W 70898 / B2,,,Nederlands,remarks
tg:lhbr:191649,2cf6e5cb-a9ce-5103-ad4c-86497c646656,Items,1,,163821/33a-b,isad:lh:74209,G 395 / B2,,,Nederlands,remarks
tg:lhbr:86189,34ba0e90-30ba-506f-97a6-216ade544a16,Items,1,tr:lh:4659,88987/56,isad:lh:37212,L 1627 / B,,,Nederlands,remarks
tg:lhbr:57879,fcaff46f-cc6f-5304-8e2c-df4432c6d1b8,Items,1,tr:lh:4671,89392/32,isad:lh:25744,G 994 / B,,,Nederlands,remarks
tg:lhbr:232929,6620593b-4ab3-5558-8c2e-a55a3124348e,Items,1,tr:lh:9828,217511,isad:lh:83590,M 656 / B,,,Nederlands,remarks
tg:lhbr:139263,c663d5b3-c6c1-5c64-b358-9e1ef9aa6d45,Items,1,tr:lh:1762,32631/4,isad:lh:57925,S 962 / B,,,Nederlands,remarks
tg:lhbr:49867,7538bd70-bb41-5353-b66f-370f69ebf647,Items,1,tr:lh:4400,84690/176,isad:lh:22756,N 261 / B2,,,Nederlands,remarks
tg:lhbr:82963,b6c622b4-cdc3-57c5-b97b-2fc53c574d8b,Items,1,,,isad:lh:36063,K 3907 / B,,,Nederlands,remarks
tg:lhbr:53093,96d1bc42-b0ee-5e58-a3a7-828b1d7fa543,Items,1,tr:lh:4744,92291/20,isad:lh:24051,F 3495 / B,,,Nederlands,remarks
tg:lhbr:98197,4e1dfd90-b995-5aca-aed9-04d393b5331f,Items,1,tr:lh:5601,112299/1,isad:lh:41771,F 4809 / B,,,Nederlands,remarks
tg:lhbr:231606,9e80399e-44ab-5bdb-9b18-f3eebd45f26e,Items,1,tr:lh:7866,203627/65a-b,isad:lh:83241,M 5574 / B,,,Nederlands,remarks
tg:lhbr:267066,fcbc79d0-6b8f-5afe-abe7-204a923d249f,Items,1,tr:lh:128783,,isad:lh:132950,,R 462 / 1059,,Nederlands,remarks
tg:lhbr:143096,25fffe09-6fda-5159-b485-145d5dbe8393,Items,1,,,,T 335 / B,,,Nederlands,remarks
tg:lhbr:188192,b270de21-3ded-56ae-bfe7-43b287e980ad,Items,1,tr:lh:7063,177317/460,isad:lh:73819,D 125 / B2,,,Nederlands,remarks
tg:lhbr:54756,4061a544-f729-5c19-ab6b-752f4ab8d465,Items,1,tr:lh:3120,62552/8,,G 117 / B,,,Nederlands,remarks
tg:lhbr:287232,fc5a4340-eaa8-5ac5-b7e9-6740290f80c3,Items,1,,,isad:lh:164550,,R 5419 / 185,,Nederlands,remarks
tg:lhbr:159862,af0f0722-e4cb-587e-96dd-8583109fe8e0,Items,1,tr:lh:2055,38916/8,isad:lh:65575,W 596 / B,,,Nederlands,remarks
tg:lhbr:192966,17f6fec6-0dee-51f9-ad21-953c6cfc0767,Items,1,,163829/90a-b,isad:lh:74321,G 395 / B2,,,Nederlands,remarks
tg:lhbr:29266,fdac45e2-727e-5e2e-93ea-e458aa223785,Items,1,tr:lh:7314,,isad:lh:14233,FVCA / B (1919-1932),,,Nederlands,remarks
tg:lhbr:126895,0d5680c0-d457-5be7-8ad9-a28bd59d1eed,Items,1,tr:lh:5192,102795/6,isad:lh:53265,K 90483 / B2,,,Nederlands,remarks
tg:lhbr:67935,6be00099-51b9-5636-9e44-dbe8d363656e,Items,1,tr:lh:3060,61080/442,isad:lh:30900,H 1444 / B,,,Nederlands,remarks
tg:lhbr:202865,07865179-6e83-5880-9ab5-a833c0743506,Items,1,tr:lh:4175,80760/23,isad:lh:75306,B 417 / Bx,,,Nederlands,remarks
tg:lhbr:141551,ede2e695-d9c7-553c-8936-923e65ba90f1,Items,1,tr:lh:6382,149193/40,isad:lh:58855,T 2806 / B,,,Nederlands,remarks
tg:lhbr:117331,f08dcb54-7d6d-5b8d-bece-b00f69de51cd,Items,1,tr:lh:6579,162806/2,isad:lh:49819,P 7272 / B,,,Nederlands,remarks
tg:lhbr:56291,759893f1-1dc6-54bd-ad33-7df60203e198,Items,1,tr:lh:5192,102794/17,isad:lh:7362,K 90483 / B,,,Nederlands,remarks
tg:lhbr:218091,bb554159-e608-58f9-aa09-413f8f0b6a3c,Items,1,tr:lh:7735,200500/71,isad:lh:79259,G 252 / B1,,,Nederlands,remarks
tg:lhbr:139799,fe9742ca-bbf6-59ee-89c4-09e7011ff10d,Items,1,tr:lh:4333,83643/74,isad:lh:58135,E 4465 / B2,,,Nederlands,remarks
tg:lhbr:78639,6db25280-e0fb-5135-909c-dcf6ede7738f,Items,1,tr:lh:4795,95414,isad:lh:34581,J 122 / B,,,Nederlands,remarks
tg:lhbr:53569,deb93bcc-a83d-5b11-a2ba-af83220bdd6f,Items,1,tr:lh:5752,117593/2,isad:lh:24224,G 2161 / B,,,Nederlands,remarks
tg:lhbr:236439,dd720668-d40e-51a8-b00c-e060d2fefb4d,Items,1,tr:lh:9846,218425/43,isad:lh:84720,B 917 / B2,,,Nederlands,remarks
tg:lhbr:260259,ddd845b0-37dd-5917-acd7-4cf0df0f3352,Items,1,tr:lh:9770,,isad:lh:148862,,J 416 / 75,,Nederlands,remarks
tg:lhbr:249134,22400a84-3160-5a25-acf6-c435881edfd7,Items,1,tr:lh:4326,,isad:lh:141511,A 493 / B2,,,Nederlands,remarks
tg:lhbr:282030,73b7c070-7b87-581c-8c42-f111859e31e2,Items,1,tr:lh:7843,202504/60a-b,isad:lh:161696,,D 325 / 861,,Nederlands,remarks
tg:lhbr:146294,2d662ff5-4f58-5f9c-9c9b-460a536df194,Items,1,tr:lh:5961,136492/a-b,isad:lh:60641,B 1987 / B,,,Nederlands,remarks
tg:lhbr:51554,fa4c785a-428d-5c2f-a8d6-296a957cd60a,Items,1,tr:lh:4057,77827/27,isad:lh:23426,C 1 / B,,,Nederlands,remarks
tg:lhbr:234404,ec57204f-7aa3-58c9-8e74-6145c283ccac,Items,1,tr:lh:9767,217989/1070,isad:lh:83913,Y 2 / B2,,,Nederlands,remarks
tg:lhbr:177930,c1fe9ccb-0412-5dc3-833e-c5d0ea404ba3,Items,1,tr:lh:7281,179828/18,isad:lh:71217,D 223 / B1,,,Nederlands,remarks
tg:lhbr:36890,6e0e33a0-8bf3-5bb0-b701-d23d404aeccd,Items,1,tr:lh:2660,52713/1,isad:lh:17442,C 3622 / B,,,Nederlands,remarks
tg:lhbr:262264,8ffd984c-9460-5e42-8beb-a57684ee35df,Items,1,tr:lh:139974,,isad:lh:150174,,B 798 / 178 - 235,,Nederlands,remarks
tg:lhbr:65908,aee23a92-2534-5da0-a192-2207561554e9,Items,1,tr:lh:5553,116341,isad:lh:30090,G 834 / B,,,Nederlands,remarks
tg:lhbr:188468,ea208a38-9f77-5d09-9ecf-fb23b7ced5fb,Items,1,tr:lh:3772,72465/87,isad:lh:73830,T 48399 / B (1954),,,Nederlands,remarks
tg:lhbr:200858,9d42ce2c-8661-5b5b-ad1f-fafdb2d7565c,Items,1,tr:lh:6937,173049,isad:lh:75215,L 284 / B1,,,Nederlands,remarks
tg:lhbr:120042,25d17d74-644b-503d-a135-76e4e827ee6e,Items,1,tr:lh:1844,33144/83,isad:lh:51005,S 614 / B,,,Nederlands,remarks
tg:lhbr:176622,4e3fc3bd-22fc-5e85-8b5b-fb1ea67c20ee,Items,1,tr:lh:2046,39548/12,isad:lh:26654,G 488 / B1,,,Nederlands,remarks
tg:lhbr:196476,cc281648-2ac1-5137-b516-15fba5c5cb62,Items,1,tr:lh:4175,80754/22,isad:lh:74749,B 417 / B2,,,Nederlands,remarks
tg:lhbr:279582,347504a1-2124-5bec-ab96-034484f3915f,Items,1,tr:lh:9630,,isad:lh:159578,,C 243 / B 2,,Nederlands,remarks
tg:lhbr:3234,97a0a7e9-3ea7-5bd3-847e-900b9d0ac1e9,Items,1,tr:lh:2413,47200/83,isad:lh:2388,A 452 / B,,,Nederlands,remarks
tg:lhbr:228427,18824c20-713a-5b26-ab4a-50cca7db1e32,Items,1,tr:lh:7336,186985/10,isad:lh:82316,S 59 / Archief Galeries / Galerie La Hune,,,Nederlands,remarks
tg:lhbr:86473,9dbfcb84-085f-574e-96ee-1c760be278c7,Items,1,tr:lh:3772,72465/4,isad:lh:1523,T 48399 / B (1946),,,Nederlands,remarks
tg:lhbr:255117,9b4f1a33-3ac9-5f3a-91d1-1247fd313130,Items,1,tr:lh:9770,,isad:lh:145695,,J 416 / 54,,Nederlands,remarks
tg:lhbr:203777,cfd95bab-899b-5201-badf-da6fa4f32375,Items,1,tr:lh:6886,171373/1708a,isad:lh:75458,S 935 / B2,,,Nederlands,remarks
tg:lhbr:127787,b345a69f-1406-5f09-813f-001ce7719bf9,Items,1,tr:lh:4746,91977/40,isad:lh:280,R 924 / B (Paul van Ostaijen),,,Nederlands,remarks
tg:lhbr:66627,d63a49e0-4ac5-5bb3-b79e-0f30dfd6b404,Items,1,tr:lh:5863,124981/1a-b,isad:lh:30454,G 9435 / B,,,Nederlands,remarks
tg:lhbr:1209,9cb636ae-72a6-54bb-b0ce-2435223f3470,Items,1,tr:lh:1457,25737/5,isad:lh:1186,A 246 / B,,,Nederlands,remarks
tg:lhbr:30047,987ad5b9-a22e-5eb8-af9f-9e4acf915a8d,Items,1,tr:lh:7314,,isad:lh:14601,FVCA / B (1933-1940),,,Nederlands,remarks
tg:lhbr:199783,9ea345f7-c312-5bad-8e79-1876ceeac57a,Items,1,tr:lh:4175,80734/13,isad:lh:75112,B 417 / B2,,,Nederlands,remarks
tg:lhbr:13727,81bc83f8-d9cb-560f-a072-9aa11f7d304b,Items,1,tr:lh:5895,126822/2,isad:lh:75588,S 557 / B,,,Nederlands,remarks
tg:lhbr:152687,8fe9a222-0808-5985-8085-ca002b149dde,Items,1,tr:lh:2287,43250/110,isad:lh:62883,V 486 / B,,,Nederlands,remarks
tg:lhbr:45147,1d1c4305-96d2-52a1-bc8d-aa37534e5df5,Items,1,tr:lh:4744,91534/21,isad:lh:20919,D 356 / B,,,Nederlands,remarks
tg:lhbr:220017,0be3a00a-b761-5137-8050-49436f02ba97,Items,1,tr:lh:7870,210959/2,isad:lh:79712,S 59 / Archief D,,,Nederlands,remarks
tg:lhbr:276677,3b32d140-fd21-599a-9db8-1c34898c2465,Items,1,tr:lh:139794,,isad:lh:157763,,VV 237 / 2,,Nederlands,remarks
tg:lhbr:9639,aca8964f-cd5d-5914-b30f-a3978e95189c,Items,1,tr:lh:4353,84148/30,isad:lh:5798,W 5665 / B2,,,Nederlands,remarks
tg:lhbr:38477,c2e204a6-548a-5c64-aec7-cc44d17f8089,Items,1,tr:lh:3382,66866/25,isad:lh:18163,C 397 / B,,,Nederlands,remarks
tg:lhbr:128472,62ed6060-db1b-52a1-add9-c92d167af1f8,Items,1,tr:lh:5609,112373/1a-b,isad:lh:53881,S 1055 / B,,,Nederlands,remarks
tg:lhbr:155142,2499d5a2-2b80-5cb9-b740-c9d56bcb4ea2,Items,1,tr:lh:5403,105901/917,isad:lh:63927,V 794 / B,,,Nederlands,remarks
tg:lhbr:89786,f1b05697-d6d1-50e1-9cbf-45e74f671524,Items,1,tr:lh:2926,59216,,L 428 / B,,,Nederlands,remarks
tg:lhbr:103722,1b5f716b-3226-525a-9a66-5ec0739de64e,Items,1,tr:lh:5641,113132/17,isad:lh:4966,M 6222 / B (1948-51),,,Nederlands,remarks
tg:lhbr:42682,b2fb1081-703d-528d-84f0-002802274508,Items,1,tr:lh:7314,,isad:lh:19908,FVCA / B2 (1940-1944),,,Nederlands,remarks
tg:lhbr:241504,ff634cba-e8c7-5f68-a651-fbae52400279,Items,1,tr:lh:110434,,isad:lh:125970,,C 2756 / 439,,Nederlands,remarks
tg:lhbr:102830,d0295293-53f0-5148-b787-0e7b9fac25cb,Items,1,tr:lh:3477,68573/118,isad:lh:43549,M 8085 / B,,,Nederlands,remarks
tg:lhbr:43990,1e13ca28-e066-5fe4-a996-1cde6d7f54f7,Items,1,tr:lh:5881,126213/33a-b,isad:lh:1636,M 6222 / B (1966-74),,,Nederlands,remarks
tg:lhbr:88894,ba1d932f-49a8-5b7b-bf12-385c04072a63,Items,1,tr:lh:6494,159239/192a-c,isad:lh:38079,G 9431 / B,,,Nederlands,remarks
tg:lhbr:217364,42daa220-775b-5dc0-93a9-101e539fe9d1,Items,1,tr:lh:7720,200403/106a-b,isad:lh:78973,R 6329 / B2,,,Nederlands,remarks
tg:lhbr:72234,503e518b-0265-553f-98c8-1d93c17b76a6,Items,1,tr:lh:6415,153468/77,isad:lh:798,D 125 / B2 (KVATL),,,Nederlands,remarks
tg:lhbr:24454,96fa8720-861e-553f-bec1-9b4f7c0df26a,Items,1,tr:lh:5454,107067/4,isad:lh:12124,C 1483 / B1,,,Nederlands,remarks
tg:lhbr:59164,e835a0b5-dfce-5a02-98b9-f4d4df2ba1d1,Items,1,tr:lh:6642,164111/5,isad:lh:26292,G 395 / B,,,Nederlands,remarks
tg:lhbr:92060,d4af5f2d-8ba6-5fd0-a5da-4dc1a8a79738,Items,1,,,isad:lh:39326,L 631 / B,,,Nederlands,remarks
tg:lhbr:180058,f98e50c9-9f65-5545-b33f-106a3f52c49d,Items,1,tr:lh:6920,171175/94a-b,isad:lh:71947,C 2 / B2,,,Nederlands,remarks
tg:lhbr:97798,3d6b94b7-6ad5-510c-8cf5-90e6aecd0238,Items,1,tr:lh:5646,113288/6,isad:lh:41642,A 397 / B2,,,Nederlands,remarks
tg:lhbr:275958,1efcea37-8a1d-5b12-a041-95f2e71f7d24,Items,1,,,isad:lh:157548,B 413 / B2,,,Nederlands,remarks
tg:lhbr:10808,fc03b233-99c9-5d79-a4b9-a2f2e6546f38,Items,1,,103361/45,,V 34355 / B,,,Nederlands,remarks
tg:lhbr:149161,3b28206c-f626-5daf-94df-625998a9767b,Items,1,tr:lh:4786,94796/2a-b,isad:lh:17842,J 33615 / B,,,Nederlands,remarks
tg:lhbr:182065,300a2344-ec1e-53e4-825c-f41b2aaf521c,Items,1,tr:lh:9873,168022/21,isad:lh:72328,"TT 91 / B2 (Dossier over Ensorviering (Oostende, 1985))",,,Nederlands,remarks
tg:lhbr:277965,b073ee51-d27d-575b-a5f6-9b706dd73f1d,Items,1,tr:lh:7843,202504/60a-b,isad:lh:158598,,D 325 / 507,,Nederlands,remarks
tg:lhbr:134451,c2aec888-b162-5bd6-b0e1-5eb794752f37,Items,1,tr:lh:4743,91789/11,isad:lh:56170,S 635 / B,,,Nederlands,remarks
tg:lhbr:162231,20816159-cfc0-5c1a-866b-6ce33158f3b6,Items,1,tr:lh:4662,88773/21,isad:lh:66291,W 7351 / B,,,Nederlands,remarks
tg:lhbr:23391,6b173cce-7c99-5944-985c-ff997412686d,Items,1,tr:lh:5752,117511/4,isad:lh:11729,B 995 / B,,,Nederlands,remarks
tg:lhbr:12835,84e3e9ef-f2da-5ff5-b83d-0dc8be318f3a,Items,1,tr:lh:6546,161552/2,isad:lh:7260,B 6612 / B,,,Nederlands,remarks
tg:lhbr:153995,1a35e024-daa5-5cc3-9bb4-b0a051c5e9fd,Items,1,tr:lh:6465,158589/69,isad:lh:2168,S 7904 / B2 (1963),,,Nederlands,remarks
tg:lhbr:198891,d2259bff-5f9d-5b00-b6c6-57ad56e6e594,Items,1,tr:lh:4620,88353/110a1,isad:lh:37330,T 48399 / B (1958),,,Nederlands,remarks
tg:lhbr:215359,96f9fed7-76d1-5adf-810e-9993ddd1f532,Items,1,tr:lh:7624,199189/12,isad:lh:78287,M 224 / B,,,Nederlands,remarks
tg:lhbr:70209,b7e734c9-6aa6-5c8e-bd5e-f5f47a5d6816,Items,1,tr:lh:4318,83519/71,isad:lh:31707,H 416 / B,,,Nederlands,remarks
tg:lhbr:26469,f6f73c0c-0c6b-5202-bdcd-99531d3b51fb,Items,1,tr:lh:7314,,isad:lh:12864,FVCA / B (1933-1940),,,Nederlands,remarks
tg:lhbr:268669,57cf2626-bcf4-5d45-9110-6b339e2ddc0c,Items,1,tr:lh:7843,202683/5a-e,isad:lh:154472,,D 325/104,,Nederlands,remarks
tg:lhbr:139849,7a4d53d9-9315-5d94-b5de-63c0cf1064da,Items,1,tr:lh:2793,55548/179,isad:lh:58157,S 9975 / B,,,Nederlands,remarks
tg:lhbr:195489,145bcdf1-ed60-576f-8964-78ad74c1265b,Items,1,tr:lh:6598,166196/573a-d,isad:lh:74647,B 417 / B2,,,Nederlands,remarks
tg:lhbr:82349,d654c101-4b18-5739-a1ad-99805bf2957d,Items,1,tr:lh:2045,38335/198,isad:lh:9820,D 531 / B,,,Nederlands,remarks
tg:lhbr:5533,a93f6e2d-a10e-5081-8982-4b3ecb80280f,Items,1,tr:lh:4744,92366/35,isad:lh:3675,B 1333 / B,,,Nederlands,remarks
tg:lhbr:126745,91252b29-8277-5d34-9613-a1cb2a1245b5,Items,1,tr:lh:5868,124629/1,isad:lh:53196,R 777 / B,,,Nederlands,remarks
tg:lhbr:170125,d7d98158-563a-5307-8a94-719903bc79fe,Items,1,,163802/157,isad:lh:69196,G 395 / B2,,,Nederlands,remarks
tg:lhbr:31085,a685bf58-d554-50ad-84e2-be74a5a8ef7c,Items,1,tr:lh:1739,30973/14,isad:lh:15118,C 2193 / B,,,Nederlands,remarks
tg:lhbr:190371,95b36c03-643f-5658-b933-eb0955e4dede,Items,1,tr:lh:7063,177317/869,isad:lh:74078,D 125 / B2,,,Nederlands,remarks
tg:lhbr:285825,9d336ee3-90a5-58ea-8f3d-2f2244c84201,Items,1,,,isad:lh:164350,,L 1833 / 142,,Nederlands,remarks
tg:lhbr:124778,f0733bfe-534c-501d-9cec-2348b0361ec5,Items,1,tr:lh:6465,158592/85,isad:lh:5134,S 7904 / B2 (1966),,,Nederlands,remarks
tg:lhbr:172118,ffe390e7-3273-5391-b06e-a4f116500fd8,Items,1,tr:lh:7356,195609/3,isad:lh:69694,D 3405 / B1,,,Nederlands,remarks
tg:lhbr:200788,4c653839-9624-5820-8154-b35b8501ac73,Items,1,tr:lh:7565,198304/5a-b,isad:lh:75210,O 3945 / B1 (brieven aan Emma Clement),,,Nederlands,remarks
tg:lhbr:159248,cf0106b0-1511-5c22-acaa-321364d9a117,Items,1,tr:lh:4744,92373/66a-b,isad:lh:65351,W 517 / B,,,Nederlands,remarks
tg:lhbr:287818,cdde367b-b5fb-5112-b682-847dd51e508f,Items,1,tr:lh:5479,107680,isad:lh:164724,,H 1476 / 171,,Nederlands,remarks
tg:lhbr:278540,b0b8562a-691b-5370-89cd-50dca7576e35,Items,1,tr:lh:9630,,isad:lh:158443,,C 243 / B 2,,Nederlands,remarks
tg:lhbr:80374,1b5f89df-ff28-5ba7-9d5c-b1457824935a,Items,1,tr:lh:4743,91819/23,isad:lh:35198,V 37102 / B,,,Nederlands,remarks
tg:lhbr:253610,72f18b2b-4e05-5a87-a6ec-0fd8879aac52,Items,1,,,isad:lh:144907,M 58 / 2,,,Nederlands,remarks
tg:lhbr:205070,bea94bc6-fd2c-562a-a527-c68baa4c1588,Items,1,tr:lh:6886,171373/3608a-d,isad:lh:75671,S 935 / B2,,,Nederlands,remarks
tg:lhbr:121080,fcd4dac8-6ab4-56c5-b8e3-34042540b3f8,Items,1,tr:lh:6739,167006/99,isad:lh:5557,L 613 / B2 (B),,,Nederlands,remarks
tg:lhbr:60120,95ebb5dd-b007-50d6-86d8-2eaaa57a9b20,Items,1,tr:lh:5936,129846/35,isad:lh:23519,G 102 / B (Tentoonstelling 5),,,Nederlands,remarks
tg:lhbr:36740,f8b68ea7-1ede-5cce-99ed-56ad429d9ddf,Items,1,tr:lh:4737,90774/8,isad:lh:17374,C 3622 / B,,,Nederlands,remarks
tg:lhbr:37852,3a4442ed-7b15-5a53-b815-ec04022df5e5,Items,1,tr:lh:5647,113305/1a-c,isad:lh:17858,C 375 / B,,,Nederlands,remarks
tg:lhbr:147256,9dbc41d6-fbc2-5757-829f-c559fde209de,Items,1,tr:lh:6502,160311/1a-b,isad:lh:61026,K 3024 / B2,,,Nederlands,remarks
tg:lhbr:252902,1fc2b208-0c01-563e-a4e7-ce6a90634d44,Items,1,tr:lh:9170,,isad:lh:144342,G 3978 / B1,,,Nederlands,remarks
tg:lhbr:111436,c09a1222-0323-561f-a425-fc1ec8a72edb,Items,1,tr:lh:4581,87897/43,isad:lh:47365,O 3945 / B,,,Nederlands,remarks
tg:lhbr:50596,59910085-5ca1-5b7f-90fb-b3ac0694333e,Items,1,tr:lh:9901,147057/72,isad:lh:23013,E 281 / B (Brievenboek III),,,Nederlands,remarks
tg:lhbr:284737,566ca330-a98d-5e5a-a82d-212eb931ef12,Items,1,,,isad:lh:164077,,L 1833 / 141,,Nederlands,remarks
tg:lhbr:219053,99188f81-c7d0-5b2a-bf1b-e175bcb63298,Items,1,tr:lh:7335,186404/1,isad:lh:79450,S 59 / Archief B,,,Nederlands,remarks
tg:lhbr:140593,7e22bf28-4623-5df9-9ca7-52f59b50198f,Items,1,tr:lh:2122,41874/1,isad:lh:58475,T 132 / B,,,Nederlands,remarks
