dataset, brocade_id, au_id
lhbr,tg:lhbr:184930,au::10964:::RSV.1
lhbr,tg:lhbr:184930,au::8201:::MWV.1
lhbr,tg:lhbr:106158,au::13267:::SEV.1
lhbr,tg:lhbr:94935,au::17135:::VZV.2
lhbr,tg:lhbr:293259,au::57586:1
lhbr,tg:lhbr:127605,au::16227:::MWV.1
lhbr,tg:lhbr:127605,au::16011:::RSV.1
lhbr,tg:lhbr:4473,au::46:::DIV.1
lhbr,tg:lhbr:234586,au::19005:::RDV.1
lhbr,tg:lhbr:146316,au::12457:::HRV.1
lhbr,tg:lhbr:233243,au::52379:::RDV.1
lhbr,tg:lhbr:18840,au::2749:::SEV.1
lhbr,tg:lhbr:231784,au::7555:::SEV.1
lhbr,tg:lhbr:231784,au::930:::MWV.3
lhbr,tg:lhbr:117749,au::11376:::SEV.1
lhbr,tg:lhbr:1671,au::331:::MWV.1
lhbr,tg:lhbr:1671,au::6029:::RDV.1
lhbr,tg:lhbr:32402,au::3965:::BMV.1
lhbr,tg:lhbr:161966,au::21477:::SEV.1
lhbr,tg:lhbr:214833,au::12932:::DI.3
lhbr,tg:lhbr:214833,au::15771:::PMV.1
lhbr,tg:lhbr:90425,au::11376:::SEV.1
lhbr,tg:lhbr:215721,au::12170:::DI.2
lhbr,tg:lhbr:149519,au::38901:::RSV.2
lhbr,tg:lhbr:208810,au::5664:::RS.3
lhbr,tg:lhbr:180420,au::12170:::DI.2
lhbr,tg:lhbr:198440,au::10964:::RSV.1
lhbr,tg:lhbr:75920,au::34072:::MWV.1
lhbr,tg:lhbr:24885,au::3552:::MWV.1
lhbr,tg:lhbr:226411,au::12171:::DIV.1
lhbr,tg:lhbr:107319,au::13609:::HRV.1
lhbr,tg:lhbr:69903,au::8503:::DIV.1
lhbr,tg:lhbr:184463,au::18122:::DIV.2
lhbr,tg:lhbr:184463,au::10964:::RSV.1
lhbr,tg:lhbr:164637,au::10973:::HRV.1
lhbr,tg:lhbr:211762,au::17377:::RS.2
lhbr,tg:lhbr:94466,au::36429:::BBV.1
lhbr,tg:lhbr:94466,au::11376:::SEV.1
lhbr,tg:lhbr:179906,au::12170:::DI.2
lhbr,tg:lhbr:147157,au::19109:::RDV.1
lhbr,tg:lhbr:111737,au::14245:::VZV.2
lhbr,tg:lhbr:51985,au::24237:::MWV.1
lhbr,tg:lhbr:200489,au::18805:::BHV.1
lhbr,tg:lhbr:141980,au::47735:::LIV.1
lhbr,tg:lhbr:141980,au::18860:::VZV.2
lhbr,tg:lhbr:190070,au::52312:::RDV.1
lhbr,tg:lhbr:195272,au::12828:::RSV.1
lhbr,tg:lhbr:34186,au::25169:::LIV.1
lhbr,tg:lhbr:34186,au::12511:::DIV.1
lhbr,tg:lhbr:145490,au::18867:::SEV.1
lhbr,tg:lhbr:145490,au::12458:::HRV.1
lhbr,tg:lhbr:140368,au::10964:::RSV.1
lhbr,tg:lhbr:116508,au::14865:::RDV.2
lhbr,tg:lhbr:189251,au::10964:::RSV.1
lhbr,tg:lhbr:222901,au::1164:::DIV.3
lhbr,tg:lhbr:181661,au::12171:::DIV.1
lhbr,tg:lhbr:184199,au::8171:::VZV.1
lhbr,tg:lhbr:155869,au::12457:::HRV.1
lhbr,tg:lhbr:214560,au::20011:::RDV.1
lhbr,tg:lhbr:130590,au::18783:::VZV.1
lhbr,tg:lhbr:211298,au::17377:::RS.2
lhbr,tg:lhbr:148758,au::19349:::SEV.1
lhbr,tg:lhbr:208543,au::5664:::HR.2
lhbr,tg:lhbr:180973,au::12170:::DI.2
lhbr,tg:lhbr:10123,au::23789:::SEV.1
lhbr,tg:lhbr:223613,au::4050:::MWV.3
lhbr,tg:lhbr:211332,au::17377:::RS.2
lhbr,tg:lhbr:104866,au::26521:::BMV.1
lhbr,tg:lhbr:153114,au::19841:::DIV.1
lhbr,tg:lhbr:153114,au::3063:::MWV.1
lhbr,tg:lhbr:43111,au::5184:::MIV.1
lhbr,tg:lhbr:15771,au::2331:::RDV.1
lhbr,tg:lhbr:107749,au::4167:::VZV.1
lhbr,tg:lhbr:60671,au::7690:::SEV.1
lhbr,tg:lhbr:172649,au::12408:::SEV.1
lhbr,tg:lhbr:65189,au::32771:::SEV.1
lhbr,tg:lhbr:65189,au::17135:::DIV.1
lhbr,tg:lhbr:218810,au::55534:::MW.1
lhbr,tg:lhbr:190420,au::18805:::BHV.1
lhbr,tg:lhbr:57502,au::7477:::MWV.1
lhbr,tg:lhbr:235397,au::21721:::RD.4
lhbr,tg:lhbr:79450,au::9613:::MWV.2
lhbr,tg:lhbr:52700,au::30301:::MWV.1
lhbr,tg:lhbr:86908,au::10973:::HRV.1
lhbr,tg:lhbr:86908,au::35563:::DIV.1
lhbr,tg:lhbr:114165,au::14579:::DIV.1
lhbr,tg:lhbr:189601,au::18805:::BHV.1
lhbr,tg:lhbr:18143,au::2599:::PMV.2
lhbr,tg:lhbr:18143,au::8114:::MIV.1
lhbr,tg:lhbr:188913,au::18122:::DIV.2
lhbr,tg:lhbr:188913,au::10964:::RSV.1
lhbr,tg:lhbr:33213,au::27726:::SEV.1
lhbr,tg:lhbr:33213,au::27727:::VZV.1
lhbr,tg:lhbr:123216,au::15847:::VZV.4
lhbr,tg:lhbr:108146,au::38107:::MWV.1
lhbr,tg:lhbr:108146,au::18783:::VZV.1
lhbr,tg:lhbr:26912,au::5459:::MIV.1
lhbr,tg:lhbr:100576,au::26721:::DIV.1
lhbr,tg:lhbr:46313,au::29546:::MWV.1
lhbr,tg:lhbr:46313,au::3416:::VZV.1
lhbr,tg:lhbr:223243,au::6372:::RD.2
lhbr,tg:lhbr:223243,au::6372:::RD.1
lhbr,tg:lhbr:161065,au::21423:::DIV.1
lhbr,tg:lhbr:161065,au::7246:::SEV.2
lhbr,tg:lhbr:93209,au::11817:::MWV.1
lhbr,tg:lhbr:214130,au::12170:::DI.2
lhbr,tg:lhbr:74798,au::2331:::RDV.3
lhbr,tg:lhbr:116637,au::21477:::SEV.1
lhbr,tg:lhbr:50052,au::24167:::VZV.1
lhbr,tg:lhbr:235102,au::21721:::RD.4
lhbr,tg:lhbr:36284,au::3527:::CVV.1
lhbr,tg:lhbr:121544,au::16478:::SEV.2
lhbr,tg:lhbr:146880,au::19070:::SEV.1
lhbr,tg:lhbr:126281,au::16050:::MWV.1
lhbr,tg:lhbr:44441,au::5338:::SEV.1
lhbr,tg:lhbr:153381,au::19873:::VZV.1
lhbr,tg:lhbr:153381,au::13412:::DIV.1
lhbr,tg:lhbr:162825,au::43351:::VZV.1
lhbr,tg:lhbr:23985,au::3416:::VZV.1
lhbr,tg:lhbr:23985,au::25697:::DIV.2
lhbr,tg:lhbr:217970,au::51889:::MW.1
lhbr,tg:lhbr:154444,au::17135:::VZV.2
lhbr,tg:lhbr:93566,au::11893:::MWV.1
lhbr,tg:lhbr:22697,au::3283:::VZV.1
lhbr,tg:lhbr:22697,au::4494:::SEV.1
lhbr,tg:lhbr:22697,au::9111:::MIV.1
lhbr,tg:lhbr:148467,au::42313:::DIV.1
lhbr,tg:lhbr:89868,au::11376:::SEV.1
lhbr,tg:lhbr:213460,au::12170:::DI.2
lhbr,tg:lhbr:96764,au::16011:::RSV.1
lhbr,tg:lhbr:183099,au::2049:::DIV.1
lhbr,tg:lhbr:186761,au::10964:::RSV.1
lhbr,tg:lhbr:40951,au::4910:::RDV.1
lhbr,tg:lhbr:130355,au::17135:::VZV.2
lhbr,tg:lhbr:259223,au::52494:1
lhbr,tg:lhbr:239822,au::12786:::DIV.2
lhbr,tg:lhbr:107026,au::13412:::DIV.1
lhbr,tg:lhbr:124746,au::16011:::RSV.1
lhbr,tg:lhbr:192372,au::12828:::RDV.3
lhbr,tg:lhbr:49273,au::29892:::DIV.1
lhbr,tg:lhbr:123083,au::21814:::MWV.2
lhbr,tg:lhbr:113435,au::23442:::SEV.1
lhbr,tg:lhbr:113435,au::38863:::SCV.1
lhbr,tg:lhbr:52595,au::7994:::SEV.1
lhbr,tg:lhbr:263298,au::21640:3
lhbr,tg:lhbr:28760,au::14706:::MIV.1
lhbr,tg:lhbr:125854,au::17056:::VZV.1
lhbr,tg:lhbr:85518,au::8643:::SEV.1
lhbr,tg:lhbr:2362,au::434:::SEV.1
lhbr,tg:lhbr:123129,au::15847:::MWV.7
lhbr,tg:lhbr:62089,au::31741:::MWV.1
lhbr,tg:lhbr:175749,au::30947:::CVV.1
lhbr,tg:lhbr:87525,au::11033:::KCV.1
lhbr,tg:lhbr:67771,au::8204:::SEV.4
lhbr,tg:lhbr:73,au::3552:::MWV.1
lhbr,tg:lhbr:235552,au::39438:::MW.1
lhbr,tg:lhbr:235552,au::19005:::RDV.1
lhbr,tg:lhbr:216232,au::55038:::DI.1
lhbr,tg:lhbr:216232,au::20364:::LI.2
lhbr,tg:lhbr:58032,au::30966:::MWV.1
lhbr,tg:lhbr:135507,au::17169:::PMV.1
lhbr,tg:lhbr:163367,au::21661:::SEV.1
lhbr,tg:lhbr:100649,au::12962:::PMV.1
lhbr,tg:lhbr:12671,au::2057:::HRV.1
lhbr,tg:lhbr:39521,au::4803:::DIV.1
lhbr,tg:lhbr:68484,au::8286:::MWV.1
lhbr,tg:lhbr:154014,au::38593:::MWV.1
lhbr,tg:lhbr:102674,au::11376:::SEV.1
lhbr,tg:lhbr:131817,au::16702:::RDV.1
lhbr,tg:lhbr:131817,au::17949:::RDV.2
lhbr,tg:lhbr:17473,au::24706:::SEV.1
lhbr,tg:lhbr:17473,au::16015:::VZV.1
lhbr,tg:lhbr:107476,au::2268:::RDV.1
lhbr,tg:lhbr:223486,au::12170:::MW.4
lhbr,tg:lhbr:238360,au::2049:::DIV.1
lhbr,tg:lhbr:213030,au::12170:::DI.2
lhbr,tg:lhbr:94309,au::3552:::MWV.1
lhbr,tg:lhbr:130705,au::16511:::VZV.1
lhbr,tg:lhbr:79295,au::16011:::RSV.1
lhbr,tg:lhbr:109891,au::24799:::PMV.1
lhbr,tg:lhbr:147638,au::19171:::MWV.1
lhbr,tg:lhbr:55600,au::7246:::SEV.2
lhbr,tg:lhbr:55600,au::10181:::DIV.1
lhbr,tg:lhbr:193830,au::12828:::RSV.1
lhbr,tg:lhbr:18786,au::35840:::DIV.1
lhbr,tg:lhbr:192722,au::12828:::RDV.3
lhbr,tg:lhbr:54912,au::26345:::VZV.1
lhbr,tg:lhbr:2698,au::9727:::MIV.1
lhbr,tg:lhbr:207423,au::5664:::RS.3
lhbr,tg:lhbr:144917,au::18783:::VZV.1
lhbr,tg:lhbr:51643,au::6431:::RSV.1
lhbr,tg:lhbr:141646,au::18312:::RDV.1
lhbr,tg:lhbr:87876,au::12945:::MWV.1
lhbr,tg:lhbr:206398,au::5664:::HR.2
lhbr,tg:lhbr:48198,au::16011:::RSV.1
lhbr,tg:lhbr:86764,au::10964:::RSV.1
lhbr,tg:lhbr:86764,au::18122:::DIV.2
lhbr,tg:lhbr:86764,au::13050:::DIV.2
lhbr,tg:lhbr:84759,au::16011:::RSV.1
lhbr,tg:lhbr:120355,au::15570:::RDV.2
lhbr,tg:lhbr:235801,au::19005:::RDV.1
lhbr,tg:lhbr:196761,au::12828:::RSV.1
lhbr,tg:lhbr:128765,au::39367:::MWV.1
lhbr,tg:lhbr:89491,au::35808:::SEV.1
lhbr,tg:lhbr:135854,au::17208:::DIV.1
lhbr,tg:lhbr:13430,au::2181:::SEV.1
lhbr,tg:lhbr:13430,au::7695:::VZV.2
lhbr,tg:lhbr:39872,au::4817:::PMV.1
lhbr,tg:lhbr:182372,au::12171:::DIV.1
lhbr,tg:lhbr:24743,au::3552:::MWV.1
lhbr,tg:lhbr:92377,au::11671:::SEV.1
lhbr,tg:lhbr:187170,au::12742:::MW.1
lhbr,tg:lhbr:187170,au::10964:::RSV.1
lhbr,tg:lhbr:165319,au::16011:::RSV.1
lhbr,tg:lhbr:212271,au::17377:::RS.2
lhbr,tg:lhbr:21541,au::25316:::MWV.1
lhbr,tg:lhbr:106637,au::13362:::DIV.1
lhbr,tg:lhbr:6321,au::930:::LIV.4
lhbr,tg:lhbr:125157,au::16011:::RSV.1
lhbr,tg:lhbr:110219,au::33288:::SEV.1
lhbr,tg:lhbr:143381,au::31129:::SEV.1
lhbr,tg:lhbr:188285,au::10964:::RSV.1
lhbr,tg:lhbr:188285,au::18122:::DIV.2
lhbr,tg:lhbr:188285,au::13050:::DIV.2
lhbr,tg:lhbr:54441,au::6987:::VZV.1
lhbr,tg:lhbr:123980,au::15919:::SEV.2
lhbr,tg:lhbr:66160,au::7994:::SEV.1
lhbr,tg:lhbr:176165,au::7350:::RDV.1
lhbr,tg:lhbr:234343,au::19005:::RDV.1
lhbr,tg:lhbr:233486,au::19005:::RDV.1
lhbr,tg:lhbr:149626,au::2268:::RDV.1
lhbr,tg:lhbr:155605,au::20689:::MWV.2
lhbr,tg:lhbr:155605,au::4167:::VZV.1
lhbr,tg:lhbr:93835,au::11362:::SEV.1
lhbr,tg:lhbr:38330,au::18122:::DIV.2
lhbr,tg:lhbr:220750,au::13050:::DIV.2
lhbr,tg:lhbr:222297,au::13765:::DI.2
lhbr,tg:lhbr:213933,au::12170:::DI.2
lhbr,tg:lhbr:187520,au::10964:::RSV.1
lhbr,tg:lhbr:118279,au::39471:::VZV.1
lhbr,tg:lhbr:118279,au::39476:::VZV.1
lhbr,tg:lhbr:165749,au::24593:::PMV.1
lhbr,tg:lhbr:212621,au::22595:::VZV.1
lhbr,tg:lhbr:21111,au::3109:::MWV.1
lhbr,tg:lhbr:83136,au::35148:::MWV.1
lhbr,tg:lhbr:109192,au::38217:::SEV.1
lhbr,tg:lhbr:48032,au::5983:::DIV.1
lhbr,tg:lhbr:206232,au::5664:::HR.2
lhbr,tg:lhbr:113966,au::14551:::SEV.3
lhbr,tg:lhbr:35502,au::4402:::HRV.1
lhbr,tg:lhbr:6771,au::5262:::MWV.1
lhbr,tg:lhbr:6771,au::962:::MWV.1
lhbr,tg:lhbr:193133,au::10798:::RDV.1
lhbr,tg:lhbr:193133,au::12828:::RDV.3
lhbr,tg:lhbr:15858,au::2342:::RDV.1
lhbr,tg:lhbr:15858,au::24558:::DIV.1
lhbr,tg:lhbr:212334,au::17377:::RS.2
lhbr,tg:lhbr:131401,au::16627:::MIV.2
lhbr,tg:lhbr:293473,au::1233:1
lhbr,tg:lhbr:150112,au::19634:::SEV.1
lhbr,tg:lhbr:150112,au::2768:::VZV.1
lhbr,tg:lhbr:125012,au::16011:::RSV.1
lhbr,tg:lhbr:158522,au::2331:::RDV.3
lhbr,tg:lhbr:193426,au::18805:::BHV.1
lhbr,tg:lhbr:48527,au::29833:::SEV.1
lhbr,tg:lhbr:56539,au::7427:::VZV.1
lhbr,tg:lhbr:233469,au::19005:::RDV.1
lhbr,tg:lhbr:236391,au::277:::DAF.13
lhbr,tg:lhbr:267234,au::20552:1
lhbr,tg:lhbr:233193,au::3948:::DIV.1
lhbr,tg:lhbr:64448,au::7757:::RDV.1
lhbr,tg:lhbr:189928,au::18122:::DIV.2
lhbr,tg:lhbr:113989,au::12788:::SEV.2
lhbr,tg:lhbr:113989,au::14551:::VZV.1
lhbr,tg:lhbr:203525,au::12828:::RSV.1
lhbr,tg:lhbr:86621,au::10964:::RSV.1
lhbr,tg:lhbr:242879,au::4258:1:N:RSV.1
lhbr,tg:lhbr:179785,au::12170:::DI.2
lhbr,tg:lhbr:135911,au::19854:::HRV.1
lhbr,tg:lhbr:45315,au::29429:::MWV.1
lhbr,tg:lhbr:45315,au::9296:::HRV.1
lhbr,tg:lhbr:222278,au::13765:::DI.2
lhbr,tg:lhbr:103570,au::13250:::SEV.1
lhbr,tg:lhbr:594,au::117:::SEV.1
lhbr,tg:lhbr:92232,au::36160:::DIV.1
lhbr,tg:lhbr:59336,au::7611:::SEV.1
lhbr,tg:lhbr:182237,au::12171:::DIV.1
lhbr,tg:lhbr:157287,au::42920:::MWV.1
lhbr,tg:lhbr:16327,au::2378:::MWV.1
lhbr,tg:lhbr:16327,au::17135:::VZV.2
lhbr,tg:lhbr:213876,au::12170:::DI.3
lhbr,tg:lhbr:150542,au::42483:::SEV.1
lhbr,tg:lhbr:185458,au::10964:::RSV.1
lhbr,tg:lhbr:149299,au::42371:::DIV.1
lhbr,tg:lhbr:246139,au::14551:1:N:DIV.1
lhbr,tg:lhbr:210759,au::5664:::RS.3
lhbr,tg:lhbr:167631,au::9194:::VZV.1
lhbr,tg:lhbr:187465,au::10964:::RSV.1
lhbr,tg:lhbr:187465,au::18122:::DIV.2
lhbr,tg:lhbr:56169,au::7388:::MWV.1
lhbr,tg:lhbr:56169,au::16015:::VZV.1
lhbr,tg:lhbr:233039,au::3948:::DIV.1
lhbr,tg:lhbr:87899,au::8643:::SEV.1
lhbr,tg:lhbr:53691,au::6895:::HRV.2
lhbr,tg:lhbr:188790,au::10964:::RSV.1
lhbr,tg:lhbr:54154,au::6925:::MWV.1
lhbr,tg:lhbr:193076,au::12828:::RDV.3
lhbr,tg:lhbr:125442,au::16011:::RSV.1
lhbr,tg:lhbr:113823,au::22059:::SEV.1
lhbr,tg:lhbr:206377,au::5664:::HR.2
lhbr,tg:lhbr:83073,au::15772:::VZV.1
lhbr,tg:lhbr:19528,au::25054:::MWV.1
lhbr,tg:lhbr:64018,au::7733:::DIV.1
lhbr,tg:lhbr:32678,au::26156:::SEV.1
lhbr,tg:lhbr:56493,au::14551:::SEV.3
lhbr,tg:lhbr:234206,au::19005:::RDV.1
lhbr,tg:lhbr:51356,au::17135:::DIV.1
lhbr,tg:lhbr:92662,au::36198:::SEV.1
lhbr,tg:lhbr:92662,au::24007:::DIV.1
lhbr,tg:lhbr:44857,au::29199:::MWV.1
lhbr,tg:lhbr:23593,au::25621:::HRV.1
lhbr,tg:lhbr:222628,au::12742:::MW.2
lhbr,tg:lhbr:11118,au::23797:::VZV.1
lhbr,tg:lhbr:155740,au::13187:::DIV.1
lhbr,tg:lhbr:211518,au::17377:::RS.2
lhbr,tg:lhbr:225944,au::3061:::LIV.2
lhbr,tg:lhbr:186624,au::13050:::DIV.2
lhbr,tg:lhbr:186624,au::18122:::DIV.2
lhbr,tg:lhbr:184619,au::10964:::RSV.1
lhbr,tg:lhbr:213525,au::12170:::DI.2
lhbr,tg:lhbr:223193,au::18655:::MW.2
lhbr,tg:lhbr:187936,au::11673:::RDV.1
lhbr,tg:lhbr:224656,au::10709:::DI.1
lhbr,tg:lhbr:41706,au::4995:::VZV.1
lhbr,tg:lhbr:82232,au::35062:::MWV.1
lhbr,tg:lhbr:49336,au::16011:::RSV.1
lhbr,tg:lhbr:7475,au::23373:::DIV.1
lhbr,tg:lhbr:7475,au::13075:::VZV.1
lhbr,tg:lhbr:192237,au::18805:::BHV.1
lhbr,tg:lhbr:232278,au::14728:::DIV.1
lhbr,tg:lhbr:57328,au::17135:::VZV.2
lhbr,tg:lhbr:50117,au::6206:::MWV.2
lhbr,tg:lhbr:50117,au::3416:::VZV.1
lhbr,tg:lhbr:232782,au::3948:::DIV.1
lhbr,tg:lhbr:1958,au::22301:::MWV.1
lhbr,tg:lhbr:116772,au::14932:1:N:MWV.1
lhbr,tg:lhbr:116772,au::24167:::VZV.1
lhbr,tg:lhbr:229064,au::12170:::DI.2
lhbr,tg:lhbr:87030,au::10993:::DIV.1
lhbr,tg:lhbr:31404,au::3877:::LIV.1
lhbr,tg:lhbr:233890,au::19005:::RDV.1
lhbr,tg:lhbr:46539,au::3114:::HRV.1
lhbr,tg:lhbr:223469,au::12170:::DI.2
lhbr,tg:lhbr:208739,au::5664:::RS.3
lhbr,tg:lhbr:68191,au::19649:::VZV.1
lhbr,tg:lhbr:163672,au::2808:::DIV.1
lhbr,tg:lhbr:25017,au::3552:::MWV.1
lhbr,tg:lhbr:119487,au::34748:::DIV.2
lhbr,tg:lhbr:119487,au::9752:::MWV.2
lhbr,tg:lhbr:46493,au::27843:::VZV.1
lhbr,tg:lhbr:46493,au::29572:::BMV.1
lhbr,tg:lhbr:156496,au::39358:::DIV.1
lhbr,tg:lhbr:211148,au::17377:::RS.2
lhbr,tg:lhbr:186274,au::10964:::RSV.1
lhbr,tg:lhbr:166020,au::21477:::SEV.1
lhbr,tg:lhbr:27180,au::7046:::SEV.1
lhbr,tg:lhbr:137185,au::41227:::VZV.1
lhbr,tg:lhbr:76025,au::9296:::HRV.1
lhbr,tg:lhbr:76025,au::36018:::MWV.1
lhbr,tg:lhbr:96271,au::36612:::DIV.1
lhbr,tg:lhbr:209981,au::17096:::BIV.1
lhbr,tg:lhbr:193975,au::18122:::DIV.2
lhbr,tg:lhbr:142085,au::18362:::LIV.1
lhbr,tg:lhbr:189181,au::18122:::DIV.2
lhbr,tg:lhbr:189181,au::10964:::RSV.1
lhbr,tg:lhbr:145740,au::41964:::SEV.1
lhbr,tg:lhbr:145740,au::16495:::VZV.1
lhbr,tg:lhbr:34256,au::4234:::SEV.1
lhbr,tg:lhbr:207566,au::5664:::RS.3
lhbr,tg:lhbr:144852,au::18783:::MWV.1
lhbr,tg:lhbr:231907,au::22142:::SEV.1
lhbr,tg:lhbr:192667,au::12828:::RDV.3
lhbr,tg:lhbr:202764,au::12828:::RSV.1
lhbr,tg:lhbr:126794,au::40240:::VZV.1
lhbr,tg:lhbr:2227,au::409:::SEV.3
lhbr,tg:lhbr:65609,au::2331:::RDV.3
lhbr,tg:lhbr:197465,au::12170:::DI.3
lhbr,tg:lhbr:36791,au::13180:::DIV.1
lhbr,tg:lhbr:235417,au::57563:::DI.1
lhbr,tg:lhbr:163222,au::43388:::BMV.1
lhbr,tg:lhbr:22382,au::25447:::MWV.1
lhbr,tg:lhbr:148172,au::19247:::SEV.1
lhbr,tg:lhbr:9938,au::1616:::SEV.1
lhbr,tg:lhbr:9938,au::8923:::VZV.3
lhbr,tg:lhbr:103823,au::13250:::SEV.1
lhbr,tg:lhbr:89887,au::11376:::SEV.1
lhbr,tg:lhbr:132387,au::16015:::VZV.1
lhbr,tg:lhbr:208369,au::5664:::RS.3
lhbr,tg:lhbr:223039,au::17400:::DIV.1
lhbr,tg:lhbr:88795,au::35722:::MWV.1
lhbr,tg:lhbr:88795,au::16011:::RSV.1
lhbr,tg:lhbr:43691,au::5246:::SEV.1
lhbr,tg:lhbr:198790,au::21268:::RSV.1
lhbr,tg:lhbr:198790,au::18122:::DIV.2
lhbr,tg:lhbr:141580,au::33672:::MWV.1
lhbr,tg:lhbr:265570,au::11283:1:N:DIV.1
lhbr,tg:lhbr:233310,au::3948:::DIV.1
lhbr,tg:lhbr:144278,au::8643:::SEV.1
lhbr,tg:lhbr:51585,au::6431:::RSV.1
lhbr,tg:lhbr:200889,au::12828:::RSV.1
lhbr,tg:lhbr:124879,au::16011:::RSV.1
lhbr,tg:lhbr:204063,au::12828:::RSV.1
lhbr,tg:lhbr:81367,au::24007:::DIV.1
lhbr,tg:lhbr:69503,au::8204:::SEV.4
lhbr,tg:lhbr:184863,au::12170:::DI.2
lhbr,tg:lhbr:42653,au::5089:::VZV.1
lhbr,tg:lhbr:717,au::22042:::SEV.1
lhbr,tg:lhbr:88845,au::11187:::MWV.1
lhbr,tg:lhbr:185771,au::3061:::RDV.1
lhbr,tg:lhbr:185771,au::10964:::RSV.1
lhbr,tg:lhbr:180089,au::51391:::SEV.1
lhbr,tg:lhbr:95774,au::16064:::MWV.2
lhbr,tg:lhbr:131378,au::40681:::BMV.1
lhbr,tg:lhbr:180573,au::12170:::DI.2
lhbr,tg:lhbr:208943,au::5664:::RS.3
lhbr,tg:lhbr:21687,au::15847:::VZV.4
lhbr,tg:lhbr:136147,au::2268:::RDV.1
lhbr,tg:lhbr:215672,au::12170:::DI.1
lhbr,tg:lhbr:243012,au::1873:1:N:HRV.1
lhbr,tg:lhbr:243012,au::80:1:N:RSV.1
lhbr,tg:lhbr:90576,au::11376:::SEV.1
lhbr,tg:lhbr:101234,au::13050:::DIV.2
lhbr,tg:lhbr:101234,au::10964:::RSV.1
lhbr,tg:lhbr:163808,au::43472:::RDV.1
lhbr,tg:lhbr:161835,au::43258:::MWV.1
lhbr,tg:lhbr:20995,au::25246:::DIV.1
lhbr,tg:lhbr:209651,au::5664:::RS.3
lhbr,tg:lhbr:103209,au::13187:::DIV.1
lhbr,tg:lhbr:32551,au::3967:::RDV.1
lhbr,tg:lhbr:32551,au::27621:::RDV.1
lhbr,tg:lhbr:125291,au::16011:::RSV.1
lhbr,tg:lhbr:201261,au::12828:::RSV.1
lhbr,tg:lhbr:55895,au::7336:::REV.1
lhbr,tg:lhbr:120569,au::2057:::HRV.1
lhbr,tg:lhbr:122554,au::18583:::VZV.3
lhbr,tg:lhbr:1722,au::344:::BBV.1
lhbr,tg:lhbr:98146,au::12561:::VZV.1
lhbr,tg:lhbr:54787,au::11376:::SEV.1
lhbr,tg:lhbr:147907,au::5868:::VZV.1
lhbr,tg:lhbr:1688,au::11376:::SEV.1
lhbr,tg:lhbr:1688,au::331:::VZV.1
lhbr,tg:lhbr:232852,au::3948:::DIV.1
lhbr,tg:lhbr:57902,au::6924:::DIV.1
lhbr,tg:lhbr:191732,au::18805:::BHV.1
lhbr,tg:lhbr:233740,au::5343:::RDV.1
lhbr,tg:lhbr:233740,au::19005:::RDV.1
lhbr,tg:lhbr:82818,au::14193:::GVV.1
lhbr,tg:lhbr:234085,au::19005:::RDV.1
lhbr,tg:lhbr:146615,au::19070:::MWV.2
lhbr,tg:lhbr:185321,au::10964:::RSV.1
lhbr,tg:lhbr:210020,au::5664:::RS.3
lhbr,tg:lhbr:131728,au::35804:::VZV.2
lhbr,tg:lhbr:70688,au::33393:::SEV.1
lhbr,tg:lhbr:199302,au::4855:::RDV.1
lhbr,tg:lhbr:199302,au::18122:::DIV.2
lhbr,tg:lhbr:42203,au::5057:::GVV.1
lhbr,tg:lhbr:89307,au::11262:::CVV.1
lhbr,tg:lhbr:89307,au::3416:::VZV.1
lhbr,tg:lhbr:69153,au::33267:::DIV.1
lhbr,tg:lhbr:225694,au::9758:::RSV.1
lhbr,tg:lhbr:209201,au::5664:::RS.3
lhbr,tg:lhbr:155039,au::8193:::SEV.1
lhbr,tg:lhbr:103659,au::13250:::SEV.1
lhbr,tg:lhbr:136517,au::13075:::VZV.1
lhbr,tg:lhbr:90126,au::11376:::SEV.1
lhbr,tg:lhbr:90126,au::35741:::MWV.1
lhbr,tg:lhbr:26512,au::26136:::MIV.1
lhbr,tg:lhbr:215222,au::12170:::DI.3
lhbr,tg:lhbr:78742,au::30007:::GBV.1
lhbr,tg:lhbr:188513,au::12171:::DIV.2
lhbr,tg:lhbr:201631,au::12828:::RSV.1
lhbr,tg:lhbr:194530,au::12828:::RDV.3
lhbr,tg:lhbr:86508,au::10964:::RSV.1
lhbr,tg:lhbr:86508,au::35531:::MWV.1
lhbr,tg:lhbr:171835,au::10308:::DIV.1
lhbr,tg:lhbr:232501,au::949:::HRV.1
lhbr,tg:lhbr:140391,au::2268:::VZV.2
lhbr,tg:lhbr:145469,au::18867:::SEV.1
lhbr,tg:lhbr:138159,au::17749:::VZV.3
lhbr,tg:lhbr:80576,au::34799:::SEV.1
lhbr,tg:lhbr:121682,au::4494:::SEV.1
lhbr,tg:lhbr:253012,au::10964:1:N:RSV.1
lhbr,tg:lhbr:43042,au::5175:::MWV.3
lhbr,tg:lhbr:43042,au::11376:::SEV.1
lhbr,tg:lhbr:135291,au::41028:::SEV.1
lhbr,tg:lhbr:74331,au::9025:::SEV.2
lhbr,tg:lhbr:45895,au::5590:::BBV.1
lhbr,tg:lhbr:211261,au::17377:::RS.2
lhbr,tg:lhbr:214599,au::12828:::RDV.4
lhbr,tg:lhbr:130569,au::16231:::DIV.1
lhbr,tg:lhbr:184160,au::10964:::RSV.1
lhbr,tg:lhbr:132554,au::40834:::VZV.1
