ResourceID,brocade.id,card,order,adm.acquiredVia,Registration Number value,Location Number,adm.isadPartOf,Warehouse Location (begin),adm.note,Serial Number,Warehouse Location (ende)
0805a40b-7603-5691-9bdb-2db9257c9fa1,tg:lhob:629,Items,1,,,K 9045 / E,,,,,
65f54b1d-c8a8-5f2c-9dc9-dbf409aefd09,tg:lhob:279,Items,1,,203541,M 6147 / V,isad:lh:134513,V3 B 1 A1,Doos 12 / 10,,
b8afcb4f-5eaf-51fa-a596-63ac0c2adcd6,tg:lhob:296,Items,1,,203541,M 6147 / V,isad:lh:134513,V3 B 1 A1,Doos 12 / 24,,
0847d133-0ada-5261-bee0-1f179bc0f263,tg:lhob:516,Items,1,tr:lh:140246,,,,V3 D,,,
d0ac0298-3a56-5dae-93ec-fb8586cac684,tg:lhob:146,Items,1,tr:lh:7369,195785,N 4935 / V,isad:lh:134344,V3 B 1 A1,Doos 4 / 13,,
e1374b69-f39c-5d93-9ce0-19ab21cfd845,tg:lhob:280,Items,1,tr:lh:3593,70096,P 245 / V,isad:lh:134714,V3 B 1 A1,Doos 12 / 11,,
bf22732e-9980-5ef8-8bbc-2084af072577,tg:lhob:404,Items,1,,,,isad:lh:134493,V3 B 1 A1,,Doos 15 / 48,
21003aa0-627f-5371-9da3-4d8a050ac4cc,tg:lhob:111,Items,1,tr:lh:6487,239882,,isad:lh:134458,V3 B 1 A1,,Doos 3 / 1,
0eacb309-0eea-575a-9882-69edee6dcb91,tg:lhob:541,Items,1,tr:lh:6603,163546,G 395 / E,,,,,
4c8a9047-cfed-5b6f-8c50-6cc251612839,tg:lhob:392,Items,1,tr:lh:3240,64532,B 707 / V,,V3 B 1 A1,Doos 15 / 36,,
a0f21350-691e-542a-9522-1c1d462895f2,tg:lhob:668,Items,1,tr:lh:479,9359,H 635 / E,,,,,
dc472710-8a9a-5090-a40d-74f694fbec1f,tg:lhob:238,Items,1,tr:lh:6484,159014,R 578 / V,isad:lh:134699,V3 B 1 A1,Doos 11 / 15,,
b07fea49-9c66-5452-82d8-fa8ae8753072,tg:lhob:687,Items,1,tr:lh:2718,53784,R 985 / E,,,,,
91f52600-dd4d-581b-9fc5-95ce8382136b,tg:lhob:393,Items,1,tr:lh:6487,,B 417 / V,isad:lh:134458,V3 B 1 A1,Doos 15 / 37,,
99971970-cd59-5bea-9018-9da7addd5df3,tg:lhob:669,Items,1,tr:lh:6990,174819,H 9558 / E,,,,,
7db9392a-b61a-54d1-baa5-01402bb3c3c2,tg:lhob:239,Items,1,,220365,L 179 / V,isad:lh:134693,V3 B 1 A1,Doos 11 / 26,,
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,tg:lhob:686,Items,1,tr:lh:2718,53787,R 985 / E,,,,,
c1ec09b3-4403-5951-8a75-9ea33de742ae,tg:lhob:405,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,,Doos 16,
5f557926-25a7-52a1-b283-2494e25a258f,tg:lhob:110,Items,1,tr:lh:1619,29142 / 1,,isad:lh:134449,V3 B 1 A1,,Doos 2 / 34,
5bdf03ee-6079-52b7-929e-406219366c62,tg:lhob:540,Items,1,tr:lh:6603,163539,G 395 / E,,,,,
b7afbe19-8afd-5b57-b1c5-77a14ae549c3,tg:lhob:281,Items,1,,,J 257 / V en J 2547 / V,isad:lh:134720,V3 B 1 A1,Doos 12 / 12,,
67a2d57d-38ad-5c12-857c-f1fa93080862,tg:lhob:517,Items,1,tr:lh:6566,162309,H 6995 / E,,,,,
bee1fb81-3b0f-587b-8264-45bb4cb6d0ad,tg:lhob:147,Items,1,tr:lh:5734,46456,,isad:lh:134449,V3 B 1 A1,,Doos 4 / 14,
b31c9fec-9caf-5db1-bfbb-ed06d7c8efc3,tg:lhob:628,Items,1,,,K 9045 / E,,,,,
55934b7a-b56e-55e0-90e4-bfa8ebcb542e,tg:lhob:278,Items,1,,203541,M 6147 / V,isad:lh:134513,V3 B 1 A1,Doos 12 / 9,,
8ae6f6c2-6493-57b1-9fc8-08b3b23cedb8,tg:lhob:297,Items,1,,140507,O 155 / V,isad:lh:134740,V3 B 1 A1,Doos 12 / 25,,
d4272d7c-0b49-5df9-8ef6-fe611cd726e4,tg:lhob:444,Items,1,tr:lh:5450,107501/1,A 357 / E,,,,,
b51fbb3c-e7da-554f-8e84-ca9e4e121aaf,tg:lhob:151,Items,1,tr:lh:6976,178731,,isad:lh:134590,V3 B 1 A1,,Doos 4 / 18,
052145bb-04c1-58a1-bc9a-a6cad1145258,tg:lhob:501,Items,1,tr:lh:4238,82130,,isad:lh:154728,V3 D,,,
c6e822b7-876b-5030-acaf-1604685aba95,tg:lhob:385,Items,1,tr:lh:2432,50028,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 15 / 27,,
9be4f437-2a23-58d6-9279-8a47b052bfaf,tg:lhob:690,Items,1,tr:lh:2718,53788,R 985 / E,,,,,
f7a43474-4cc6-537d-9e49-2b293d8bd09a,tg:lhob:413,Items,1,tr:lh:139771,,,isad:lh:141528,V3 B,,,
7c866e93-8b53-5927-88ed-b4f5a1482846,tg:lhob:556,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,
59d33f40-92ae-5770-99c0-ae4869d5fcbb,tg:lhob:106,Items,1,tr:lh:6294,,,isad:lh:134442,V3 B 1 A1,,Doos 2 / 23-26,
996562ab-7336-5ae0-aa82-88e74ac3c714,tg:lhob:311,Items,1,tr:lh:1616,29112,K 3024 / V,isad:lh:134305,V3 B 1 A1,Doos 13 / 11,,
11565e80-bcba-55e2-b8bb-6a36f784cbe9,tg:lhob:254,Items,1,,159071,,isad:lh:134703,V3 B 1 A1,,Doos 11 / 33,
c06a8b1b-742e-53ab-a0b3-a4cbf7ff9b3b,tg:lhob:604,Items,1,,,S 395 / E,,,,,
e908082e-52a4-5ecc-9309-2f0c99e9c5ac,tg:lhob:25,Items,1,tr:lh:2412,46476,C 34 / E,,V2 F,,,
01fcf987-aae1-5c65-b6df-aee3f3d3ccce,tg:lhob:192,Items,1,tr:lh:6444,158170 / 1,J 422 / V,isad:lh:134507,V3 B 1 A1,Doos 8 / 1,,
bf4d3de2-9dc9-5001-90ca-d2e873d41663,tg:lhob:716,Items,1,,,BB 210 / V,isad:lh:173612,V3 B,In verwerking,,
794d80cc-95e7-56be-b3be-db2821d1b92a,tg:lhob:653,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,
931d0ea2-7c1c-59ca-a071-26de559e7ea8,tg:lhob:203,Items,1,tr:lh:3327,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 9 / 6,,
832f66ed-88a0-51e6-ae90-4a250dcaa89a,tg:lhob:72,Items,1,tr:lh:3240,64.523,B 707 / V,isad:lh:134285,V3 B 1 A1,Doos 1 / 4,,
b1b379a0-4435-5cd6-96e0-f82ea0698440,tg:lhob:595,Items,1,,,S 395 / E,,,,,
4931b31f-08a9-5a33-8806-33105b52299e,tg:lhob:350,Items,1,,,,isad:lh:134720,V3 B 1 A1,,Doos 14 / 31,
e23288ee-aaa0-55b6-a9dc-96ef68bc2b6d,tg:lhob:700,Items,1,tr:lh:7376,,K 376 / V,isad:lh:134288,V3 D,,,
57c2f6c9-b609-5804-beda-d4d58e5ac27c,tg:lhob:215,Items,1,,,E 285 / V,isad:lh:112099,,,,
9150ed52-52fe-57b2-ae8d-fc7ced1a57c1,tg:lhob:645,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,
2e1e71bb-9c3b-51d5-97ba-d96e3817933b,tg:lhob:429,Items,1,tr:lh:2412,46610,A 357 / E,,,,,
18a65b7e-9471-5949-94ff-6b66d51eecf3,tg:lhob:583,Items,1,,,S 395 / E,,,,,
0df1342b-a227-57fc-8aa6-c679fdac8fe8,tg:lhob:307,Items,1,tr:lh:2432,50027,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 13 / 7,,
e0a684be-4e70-5d03-9269-74d27cda3588,tg:lhob:612,Items,1,,,M 5162 / E,,,,,
1522fb40-e86a-5a0c-b9b6-51e80bab9202,tg:lhob:242,Items,1,tr:lh:1620,29145,W 803 / v,isad:lh:134698,V3 B 1 A1,Doos 11 / 19,,
0bc17f47-d226-57ef-a470-77674e754ae6,tg:lhob:33,Items,1,tr:lh:2412,46475/42,C 34 / E,,V2 F,,,
45e7055e-6590-5f44-99a7-266c28a80e11,tg:lhob:491,Items,1,,,M 762 / V,isad:lh:134449,V3 D,,,
e3aecdd4-c237-578b-a82d-5a6028b15912,tg:lhob:184,Items,1,tr:lh:7438,57484,S 7484 / V,isad:lh:134605,V3 B 1 A1,Doos 7 / 3 - 4,,
11996fd8-5ae8-5d16-a70e-ece01d224110,tg:lhob:409,Items,1,tr:lh:139771,,,isad:lh:141528,V3 B,,,
a43371f8-3cd4-553d-b0bf-7bd8c6551d98,tg:lhob:235,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 12,,
e966495f-c9e1-5fc0-a91c-9bebc329e56c,tg:lhob:665,Items,1,tr:lh:6341,148070,G 395 / E,,,,,
11685648-8e1e-5273-90da-80fce8a310e2,tg:lhob:370,Items,1,,,,isad:lh:134700,V3 B 1 A1,,Doos 15 / 12,
901a5041-b16f-567e-b8e3-2e6e51230651,tg:lhob:13,Items,1,,,S 292 / V,,,In verwerking: Ruimte V2 A.,,
9e5b3831-26c7-51a3-8540-ef2de9857671,tg:lhob:632,Items,1,,,K 9045 / E,,,,,
3518ee1c-75b6-54b2-a488-09cc1b56adce,tg:lhob:262,Items,1,,78213,,isad:lh:134706,V3 B 1 A1,"Doos 11 / 41
",Doos 11 / 41,
58dcba6e-aa07-5f45-b343-aec8655eff90,tg:lhob:327,Items,1,tr:lh:7224,82350,H 635 / V,isad:lh:134273,V3 B 1 A1,Doos 14 / 8,,
bbed8364-c078-57dd-bc7b-bec9ad3be94e,tg:lhob:448,Items,1,,58252,A 357 / E,,,,,
3971c9bc-2e36-58a9-86f3-09084647bf74,tg:lhob:274,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 12 / 5,,
6326e099-7e01-51a2-b231-624f1d2815b7,tg:lhob:624,Items,1,,,K 9045 / E,,,,,
377a79d9-9f98-5c73-b273-7eb0e2602385,tg:lhob:331,Items,1,tr:lh:3327,66375,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 14 / 12,,
6d861e9f-2463-5419-bebe-20cb1bd83805,tg:lhob:389,Items,1,tr:lh:2212,42162,H 635 / V,isad:lh:134273,V3 B 1 A1,Doos 15 / 31,,
9786a775-50d3-5b3f-ab6b-92b54432dfe4,tg:lhob:673,Items,1,tr:lh:6444,158198,J 422 / E,,,,,
9684c488-8ba9-5dfa-b7ce-c9edf15c17b4,tg:lhob:223,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 2,,
eb07e0d8-9c7f-5054-acf8-f195c103b995,tg:lhob:366,Items,1,,126302,,isad:lh:134769,V3 B 1 A1,,Doos 15 / 8,
0abbb864-a72f-5827-bc94-3da0b5ff30af,tg:lhob:29,Items,1,tr:lh:1197,20544,C 34 / E,,V2 F,,,
48f0f655-1c45-5057-b8de-c34768a29c65,tg:lhob:171,Items,1,tr:lh:6607,166289,G 395 / V,isad:lh:123315,V3 B 1 A1,Doos 5 / 11,,
2394b8f9-5649-5c7b-aca1-338472ca21aa,tg:lhob:608,Items,1,,,M 5162 / E,,,,,
dcdb4665-fc35-54fd-891c-8264c382dc77,tg:lhob:258,Items,1,,159071,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 11 / 38,,
0d0b68e6-bf4c-51bd-9c68-49c8d28ca7f8,tg:lhob:576,Items,1,,,S 395 / E,,,,,
a82c1619-d126-5182-9c07-72a2be25ae0e,tg:lhob:126,Items,1,tr:lh:6603,166267,,isad:lh:123315,V3 B 1 A1,,Doos 3 / 16,
51bcdd84-ad82-5039-b142-824707838573,tg:lhob:91,Items,1,tr:lh:3240,64.524,B 707 / V,isad:lh:134285,V3 B 1 A1,Doos 1 / 20,,
b920250f-639d-5a4c-983d-5dd5673e9b3b,tg:lhob:433,Items,1,tr:lh:2030,37967,A 357 / E,,,,,
9dd2c8f4-51b0-502c-aad1-9454632f03ec,tg:lhob:599,Items,1,,,S 395 / E,,,,,
a027141a-ffad-5620-adb4-ce7b4525cf5f,tg:lhob:68,Items,1,tr:lh:7224,42162,H 635 / V,isad:lh:134273,V3 B 1 A1,Doos 1 / 1,,
d2e28564-2a8e-5597-b149-67a050d08044,tg:lhob:130,Items,1,tr:lh:6444,158167 / 1 - 5,,isad:lh:134507,V3 B 1 A1,,Doos 3 / 20 - 24,
11a66dca-0449-543d-99fb-2c818ca194f6,tg:lhob:560,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,
2dfa96ce-cdd0-540e-9414-9630bb04ca23,tg:lhob:425,Items,1,tr:lh:2030,37960,A 357 / E,,,,,
7b87b34f-b0d7-5862-a8c0-0ea01a21c757,tg:lhob:649,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,
53f7b235-2807-54e2-bd29-7a64e2c668d7,tg:lhob:537,Items,1,tr:lh:6603,163536,G 395 / E,,,,,
4689e55a-8764-5246-8768-eb25470cecf2,tg:lhob:188,Items,1,tr:lh:6603,166267,G 395 / V,isad:lh:123315,V3 B 1 A1,Doos 3 / 16,,
37ff6891-cf8a-54d8-9557-0d3cebc3a77b,tg:lhob:496,Items,1,tr:lh:3590,69897,M 8235 / V,isad:lh:154724,V3 D,,,
7b8df9a1-d122-572b-a662-39c2f18821d6,tg:lhob:34,Items,1,tr:lh:2412,46477,C 34 / E,,V2 F,,,
51d14ff3-417d-5acb-b57a-ec2871082d85,tg:lhob:183,Items,1,tr:lh:6444,158170,J 422 / V,isad:lh:134507,V3 B 1 A1,Doos 7 / 2,,
f56cc376-7b59-5976-b38c-8dd2085e4719,tg:lhob:300,Items,1,tr:lh:6341,166252,G 395 / V,isad:lh:123315,V3 B 1 A1,Doos 11 / 27,,
f8aa0bd6-8ce0-551d-a9f2-424088bfa502,tg:lhob:615,Items,1,,,M 5162 / E,,,,,
d80cadcb-0479-54b6-a569-2ba22a8ec06c,tg:lhob:245,Items,1,tr:lh:1492,29131,S 9685 / V,isad:lh:134678,V3 B 1 A1,Doos 11 / 23,,
a142c670-1448-5f31-8506-1b5e5bf7e04f,tg:lhob:584,Items,1,,,S 395 / E,,,,,
bf488e8e-0d36-5e38-8c12-df9cc968fa9f,tg:lhob:357,Items,1,tr:lh:3327,66375,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 14 / 37,,
d40bddeb-b5c7-506e-b498-eddb8cdfffef,tg:lhob:707,Items,1,tr:lh:7376,,,isad:lh:134288,V3 D,,,
15bf4d86-658f-52f5-ad9a-be345a4b0242,tg:lhob:212,Items,1,tr:lh:2212,42119,S 105 / V,isad:lh:134692,V3 B 1 A1,,,
85978d7b-a992-52ce-a165-7bd6e6b09f83,tg:lhob:642,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,
3dbbdc18-0865-5d77-9efa-fab4fb0f369d,tg:lhob:75,Items,1,tr:lh:3240,64.525,B 707 / V,isad:lh:134285,V3 B 1 A1,Doos 1 / 7,,
c8b0a311-f508-576c-b881-12fdd3e2a6af,tg:lhob:592,Items,1,,,S 395 / E,,,,,
6f28533f-42ab-5f5e-b5cb-0cfffc2deb2e,tg:lhob:438,Items,1,tr:lh:2412,46677,A 357 / E,,,,,
5b75ffcb-57f1-5a2f-b136-caaaa207e972,tg:lhob:711,Items,1,,,BB 210 / V,isad:lh:148672,V3 B,In verwerking,,
54729d75-2537-5a13-b59c-576390317029,tg:lhob:341,Items,1,tr:lh:3899,74484,,isad:lh:134801,V3 B 1 A1,,Doos 14 / 22,
70c17f3d-cfb3-5cc3-af04-39a6961934a9,tg:lhob:654,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,
86f82254-f067-5e4b-a720-677f9d4f3025,tg:lhob:204,Items,1,tr:lh:6595,,A 493 / V,isad:lh:134459,V3 B 1 A1,Doos 9 / 7,,
7f864c3b-be14-5d83-b402-32c5910c4c66,tg:lhob:22,Items,1,tr:lh:2030,37962,,isad:lh:98424,,,,
4eddf98a-a658-5b87-9bc0-0e57708f41b8,tg:lhob:480,Items,1,tr:lh:4005,76620,M 8235 / V,isad:lh:154724,V3 D,,,
bb57ff9c-2c5a-58d4-98c7-68e3ccb0b883,tg:lhob:195,Items,1,tr:lh:9709,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 8 / 4,,
c28664a6-cbde-50f1-8a4c-14a572bbc3b3,tg:lhob:316,Items,1,tr:lh:4743,91725,B 708 / V,isad:lh:134757,V3 B 1 A1,Doos 13 / 15,,
d0522115-6a2e-5480-aac8-f18be8376fc5,tg:lhob:253,Items,1,,159071,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 11 / 32,,
1c70cb59-17bd-520b-ab0e-5aee93e5e48a,tg:lhob:603,Items,1,,,S 395 / E,,,,,
5ed045c7-9197-587a-8b83-a9fc7c64bf51,tg:lhob:414,Items,1,tr:lh:2412,,A 357 / E,,,,,
dddc3af3-c0e3-5d6a-8a6a-4596c5b22c04,tg:lhob:551,Items,1,tr:lh:7740,200995,S 5621 / E,,,,,
bf302503-a541-5fed-a50f-7123481b1627,tg:lhob:101,Items,1,,,,,V3 B 1 A1,,Doos 2 / 16,
eeac6e45-6bfb-5ca3-8789-1efbe8266630,tg:lhob:228,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 7,,
66af8164-15aa-5632-952d-f7410eefbaf3,tg:lhob:382,Items,1,tr:lh:6104,140 387 / 1,P 6965 / V,isad:lh:135485,V3 B 1 A1,Doos 15 / 24,,
2d091452-13b0-5e58-90f3-c31f3c4689d3,tg:lhob:678,Items,1,tr:lh:6898,170837,L 319 / E,,,,,
dd77b818-29ec-5f99-97a8-fe332619a05d,tg:lhob:697,Items,1,tr:lh:7376,195826/3,,isad:lh:134288,V3 D,,,
ea63b2e1-eec9-5c63-b945-ca5a10a2d68c,tg:lhob:443,Items,1,tr:lh:5451,107003/1,A 357 / E,,,,,
e00bf30a-f104-51d0-b51f-5e1f74dc90fe,tg:lhob:156,Items,1,tr:lh:6928,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 4 / 23,,
9826ab91-70c2-5fde-85cc-eba92d573c33,tg:lhob:506,Items,1,,,S 7865 / SC,isad:lh:148327,,,,
ab80adc7-4b66-5b79-a8bc-4471573dbf72,tg:lhob:140,Items,1,tr:lh:6928,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 4 / 7,,
17af7350-37d3-5ca6-bbf6-6f04b5185046,tg:lhob:269,Items,1,tr:lh:5941,129689,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 12 / 2,,
adf00675-7459-5b65-93e8-7a85cdeda73d,tg:lhob:639,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,
c65b3e20-950a-5f33-bc83-1f56ed8df40b,tg:lhob:402,Items,1,,,,isad:lh:135859,V3 B 1 A1,,Doos 15 / 46,
5efdc0a4-9c5e-5742-a112-9e8ccca70b6f,tg:lhob:117,Items,1,tr:lh:314,6892,,isad:lh:134261,V3 B 1 A1,,Doos 3 / 8,
e1349bf0-864a-5493-a9f5-83c370d46b89,tg:lhob:547,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,
c53c116d-612a-5866-8156-f4e79a564a05,tg:lhob:394,Items,1,tr:lh:6976,178735,D 716 / V,isad:lh:134590,V3 B 1 A1,Doos 15 / 38,,
7e394a1f-98cc-51ce-971d-ca67b17b454e,tg:lhob:681,Items,1,tr:lh:6898,170837,L 319 / E,,,,,
790cce77-ee87-545e-a764-d9833e966af2,tg:lhob:249,Items,1,tr:lh:4005,76596,B 872 / V,isad:lh:134701,V3 B 1 A1,Doos 11 / 28,,
3b2b92d1-b288-574f-9812-536816a02813,tg:lhob:619,Items,1,,,M 5162 / E,,,,,
0468d01e-d8d4-5685-a9dd-d46c02c4cd7c,tg:lhob:530,Items,1,tr:lh:6603,163529,G 395 / E,,,,,
db4a03a4-f2f3-5b36-b685-671fdd682eea,tg:lhob:160,Items,1,tr:lh:6928,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 4 / 1,,
95317105-b4b6-54d0-99ff-923788f2c3ea,tg:lhob:475,Items,1,tr:lh:1615,29109,K 376 / V,isad:lh:134292,V3 D,,,
162e1cb7-0d06-5988-bef3-a990f9024164,tg:lhob:137,Items,1,tr:lh:6444,158170 / 3,J 422 / V,isad:lh:134507,V3 B 1 A1,Doos 4 / 3,,
db112985-9e58-5bbf-aba9-51cb55ff8b65,tg:lhob:567,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,
a995fca2-6221-50f3-b5db-05b04f0302b2,tg:lhob:80,Items,1,tr:lh:6928,,C 395 / 427,isad:lh:109818,V3 B 1 A1,Doos 1 / 12,,
e9d37355-8a66-5db9-8713-60f291784aca,tg:lhob:588,Items,1,,,S 395 / E,,,,,
5a0951f9-d0fe-5180-9a00-3250678a39fd,tg:lhob:422,Items,1,,63002/4,A 357 / E,,,,,
add0edc2-02fb-5d28-ada2-36ebcd0daff4,tg:lhob:658,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,
48203733-f5a9-5ce1-9bd8-c81a3257697f,tg:lhob:571,Items,1,tr:lh:2030,37974,R 985/ E,,,,,
1fe25073-d6f1-504e-8853-687a484be611,tg:lhob:121,Items,1,tr:lh:5760,118310,,,,,Doos 3 / 11,
e04b2a06-7970-5563-8e6d-6db8ddda1b9b,tg:lhob:434,Items,1,tr:lh:4188,80798,A 357 / E,,,,,
8eec5187-a589-5928-8af5-c303c66d6be7,tg:lhob:96,Items,1,tr:lh:1985,81.272 1b,T 3125 / V,isad:lh:134405,V3 B 1 A1,doos 2 / 4,,
e902c14a-31d2-5c7d-94d7-a900aa85cf82,tg:lhob:176,Items,1,tr:lh:2190,41393,L 3045 / V,isad:lh:134666,V3 B 1 A1,Doos 6 / 3,,
40166baf-2332-59fe-90b0-1bfe0f7f7a24,tg:lhob:526,Items,1,tr:lh:6603,163532,G 395 / E,,,,,
b94c25da-70a1-58bf-abf6-d4ee4402b8af,tg:lhob:199,Items,1,tr:lh:6595,166150,A 493 / V,isad:lh:134459,V3 B 1 A1,Doos 9 / 2,,
cd2cecf7-1d21-5a4b-abaf-509763524502,tg:lhob:674,Items,1,tr:lh:6444,158198,J 422 / E,,,,,
81a6ead5-2a03-5b0e-b422-861aa7c52945,tg:lhob:224,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 3,,
84fe284b-bb3b-5415-89a7-4940cf6d2074,tg:lhob:361,Items,1,,,J 257 / V en J 2547 / V,isad:lh:134720,V3 B 1 A1,Doos 15 / 3,,
901c2aaf-2deb-5003-a479-6eddfd432db1,tg:lhob:418,Items,1,,63003/4,A 357 / E,,,,,
786ba107-299e-5814-beb7-5af40de6b736,tg:lhob:623,Items,1,,,M 5162 / E,,,,,
04b685dd-c0cd-5de3-87d3-acab01e92070,tg:lhob:336,Items,1,tr:lh:7703,200289,,isad:lh:134678,V3 B 1 A1,,Doos 14 / 17,
b930c16b-6ae2-589e-9758-ea4f65f962cf,tg:lhob:635,Items,1,,,K 9045 / E,,,,,
5817cdbd-04d6-5b9b-84e9-82a794f564fb,tg:lhob:265,Items,1,tr:lh:2432,50022,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 11 / 45,,
f7d42bd8-5818-586b-902a-1ef13168691d,tg:lhob:320,Items,1,tr:lh:1619,29142,M 762 / V,isad:lh:134449,V3 B 1 A1,Doos 14 / 1,,
f2387b00-89c3-5e8e-adbf-fd8a002d437d,tg:lhob:14,Items,1,tr:lh:9894,,S 292 / V,isad:lh:102577,V3 D,,,
a0afca54-6c32-5aa4-b787-51579d0ab369,tg:lhob:398,Items,1,,,,isad:lh:134493,V3 B 1 A1,,Doos 15 / 42,
dd4b4f79-7c3f-5de3-b990-e2dde0ef5efb,tg:lhob:662,Items,1,tr:lh:6341,148070,G 395 / E,,,,,
3d2e41a5-4a18-53a0-8ae9-8e5bbe77eb8b,tg:lhob:377,Items,1,tr:lh:3043,60744,W 173 / V,isad:lh:135487,V3 B 1 A1,Doos 15 / 18,,
776e4d65-235d-576e-bcc6-0ca8f3645e5d,tg:lhob:43,Items,1,tr:lh:103984,,E 285 / V,isad:lh:112099,V3 D 1 B3,,,
460b6cab-88cf-5354-9af8-5d9f96c8715a,tg:lhob:42,Items,1,,,,,V2 F,oipopipoio,,
1f68222a-eb92-5fad-92d0-f3e3dd78933f,tg:lhob:233,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 11,,
c9e75669-7a8f-5315-b1fe-fb962296747a,tg:lhob:399,Items,1,tr:lh:2212,42162,,isad:lh:134273,V3 B 1 A1,,Doos 15 / 43,
2066eb40-ec23-51e6-ae92-aaf0ac66e132,tg:lhob:663,Items,1,tr:lh:6341,148070,G 395 / E,,,,,
7eb5e9ea-4c51-56a5-b093-6813b3d90f12,tg:lhob:376,Items,1,,,,isad:lh:134493,V3 B 1 A1,,Doos 15 / 22,
8b1a0c93-bdba-53a3-b4ae-adc49bafdae1,tg:lhob:634,Items,1,,,K 9045 / E,,,,,
be2e5632-f964-56e3-9b65-20e4805740ba,tg:lhob:264,Items,1,tr:lh:1558,28266,H 754 / V,,V3 B 1 A1,Doos 11 / 44,,
2eed1caa-65a3-544a-aa66-fdce85d5e48d,tg:lhob:321,Items,1,tr:lh:6284,146034,H 7653 / V,isad:lh:134769,V3 B 1 A1,Doos 14 / 2,,
4ae32a4b-a881-55ee-b376-32aee2165334,tg:lhob:272,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 12 / 6,,
89b4dfaf-afc1-58ca-b880-7d683cd94dda,tg:lhob:622,Items,1,,,M 5162 / E,,,,,
cf652607-7ee6-5410-84a7-a9ba30ecded9,tg:lhob:337,Items,1,,,,isad:lh:134720,V3 B 1 A1,,Doos 14 / 18,
eb71e65b-6bec-5bd3-9d66-4cea4f014c6e,tg:lhob:419,Items,1,,63003/3,A 357 / E,,,,,
ecd8e82d-4837-557d-b625-443fde3c484a,tg:lhob:54,Items,1,,,,isad:lh:109818,V3 D 2 A3,,C 395 / 28,
8eba721f-4eeb-5456-a7eb-c3d52bd85ffa,tg:lhob:675,Items,1,tr:lh:6444,158198,J 422 / E,,,,,
48710dde-ab8a-533a-b049-02b36607fc40,tg:lhob:225,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 4,,
d347822e-a9be-5b09-beaa-6007f82f6712,tg:lhob:360,Items,1,,,,isad:lh:134720,V3 B 1 A1,,Doos 15 / 2,
ffbbc428-5f0a-5a5c-9625-b499f68272e5,tg:lhob:177,Items,1,tr:lh:1078,19214,,,V3 B 1 A1,,Doos 6 / 2,
377ff061-cd54-5d9a-b0f8-07ea161601ea,tg:lhob:527,Items,1,tr:lh:6603,163527,G 395 / E,,,,,
6397d1d9-2933-5d74-b9ce-dbd7fd9afc03,tg:lhob:198,Items,1,tr:lh:2974,60257,V 115 / V,isad:lh:134689,V3 B 1 A1,Doos 9 / 1,,
b552b3c8-3c49-5c0d-b859-afdf3ee6731b,tg:lhob:78,Items,1,tr:lh:7369,195 785 / 1,N 4935 / V,isad:lh:134344,V3 B 1 A1,Doos 1 / 11,,
ed0037e8-7327-5e1f-bc2b-a19f652aab54,tg:lhob:570,Items,1,tr:lh:7740,,S 5621 / E,,,,,
