ResourceID,card,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,source_field,Language,ResourceID_mat,mmb_id,mmb_id_mat,order,Material Records,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
75f6a964-eb04-5210-8753-2a407c913819,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/75f6a964-eb04-5210-8753-2a407c913819,object identifier,tg:mmbbr:2293,record identifiers,MMB.A.2293,descriptive note,Nederlands,Bedanking voor de catalogus,Brieven
75f6a964-eb04-5210-8753-2a407c913819,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
75f6a964-eb04-5210-8753-2a407c913819,e73_MaterialRecords,,,,,,,b4fd1d94-bd75-5d30-9db8-5bf21e96bc14,tg:mmbbr:2293,tg:mmbbr:2293_#1,1,"[{""resourceId"": ""b4fd1d94-bd75-5d30-9db8-5bf21e96bc14"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9cc40dd2-b9e2-4cf0-84b0-39cd7e740ac9"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
7614b07f-71cc-5ef8-b121-b1f189aab1a6,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/7614b07f-71cc-5ef8-b121-b1f189aab1a6,object identifier,tg:mmbbr:2162,record identifiers,MMB.A.2162,descriptive note,Nederlands,Bedanking voor de catalogus,Brieven
7614b07f-71cc-5ef8-b121-b1f189aab1a6,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
7614b07f-71cc-5ef8-b121-b1f189aab1a6,e73_MaterialRecords,,,,,,,a1f69813-1737-5fa4-b21f-667ee87bcc78,tg:mmbbr:2162,tg:mmbbr:2162_#1,1,"[{""resourceId"": ""a1f69813-1737-5fa4-b21f-667ee87bcc78"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e1becc74-3403-48ed-999b-e9cacf1296b9"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
7643bba6-44c1-50b0-b884-4d84d68cb51a,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/7643bba6-44c1-50b0-b884-4d84d68cb51a,object identifier,tg:mmbbr:749,record identifiers,MMB.A.0749,descriptive note,Nederlands,Factuur voor de aankopen op een veiling,Brieven
7643bba6-44c1-50b0-b884-4d84d68cb51a,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
7643bba6-44c1-50b0-b884-4d84d68cb51a,e73_MaterialRecords,,,,,,,406073a9-4a2b-5f24-9598-cce56c99a816,tg:mmbbr:749,tg:mmbbr:749_#1,1,"[{""resourceId"": ""406073a9-4a2b-5f24-9598-cce56c99a816"", ""ontologyProperty"": """", ""resourceXresourceId"": ""db0e3e75-4082-43e2-9828-c08500b14318"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
765eae77-f06c-59b6-88a2-51ed4b98621a,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/765eae77-f06c-59b6-88a2-51ed4b98621a,object identifier,tg:mmbbr:1834,record identifiers,MMB.A.1834,descriptive note,Nederlands,Bedankbrief betreffende de uitnodiging bij de opening van het museum en bevestiging van aanwezigheid,Brieven
765eae77-f06c-59b6-88a2-51ed4b98621a,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
765eae77-f06c-59b6-88a2-51ed4b98621a,e73_MaterialRecords,,,,,,,bd9c1c37-a98e-5773-8b4e-379aa28bb467,tg:mmbbr:1834,tg:mmbbr:1834_#1,1,"[{""resourceId"": ""bd9c1c37-a98e-5773-8b4e-379aa28bb467"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1e509207-9ebd-4f15-a637-28fb0989a888"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
767c1360-cf8d-5b3f-8204-77c7622c1520,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/767c1360-cf8d-5b3f-8204-77c7622c1520,object identifier,tg:mmbbr:2353,record identifiers,MMB.A.2353,descriptive note,Nederlands,"Vraag of Mr. Suketa uit Ito, afgevaardigde van de minister van Handel van Japan, het museum kan bezoeken",Brieven
767c1360-cf8d-5b3f-8204-77c7622c1520,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
767c1360-cf8d-5b3f-8204-77c7622c1520,e73_MaterialRecords,,,,,,,02932eeb-b887-5a66-ac13-a17a634ccf9c,tg:mmbbr:2353,tg:mmbbr:2353_#1,1,"[{""resourceId"": ""02932eeb-b887-5a66-ac13-a17a634ccf9c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""da420122-8e8b-455a-ba06-8ad5cd6d021a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
7699e015-ffc7-5f65-bcdf-5047aa7ae9ff,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/7699e015-ffc7-5f65-bcdf-5047aa7ae9ff,object identifier,tg:mmbbr:1163,record identifiers,MMB.A.1163,descriptive note,Nederlands,"de ontvangst van een portret voorstellend Fritz, de wens voor Fritz om beter te worden, de onderhandelingen over een schilderij door Tournier voorstellend achter figuren in een park en een schilderin in de stijl van Memling en het aanbod van van een werk door Donatello voorstellend Sint-Cecilia",Brieven
7699e015-ffc7-5f65-bcdf-5047aa7ae9ff,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
7699e015-ffc7-5f65-bcdf-5047aa7ae9ff,e73_MaterialRecords,,,,,,,815470aa-17d5-58fe-966d-3d6ebb57aea9,tg:mmbbr:1163,tg:mmbbr:1163_#1,1,"[{""resourceId"": ""815470aa-17d5-58fe-966d-3d6ebb57aea9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7f370be3-a871-4b37-8411-b269c81c951d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
769dd8e5-bafe-508a-a315-5dd9d181cdc9,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/769dd8e5-bafe-508a-a315-5dd9d181cdc9,object identifier,tg:mmbbr:2223,record identifiers,MMB.A.2223,descriptive note,Nederlands,Bedanking voor de catalogus,Brieven
769dd8e5-bafe-508a-a315-5dd9d181cdc9,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
769dd8e5-bafe-508a-a315-5dd9d181cdc9,e73_MaterialRecords,,,,,,,e3758271-c12b-5c69-864b-fecfb5ec69e1,tg:mmbbr:2223,tg:mmbbr:2223_#1,1,"[{""resourceId"": ""e3758271-c12b-5c69-864b-fecfb5ec69e1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d6763225-39c3-42ff-adba-74eb27929074"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
76a1f781-21ce-5628-9308-986056faf642,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/76a1f781-21ce-5628-9308-986056faf642,object identifier,tg:mmbbr:641,record identifiers,MMB.A.0641,descriptive note,Nederlands,Factuur voor de aankoop en verpakking van boeken op een veiling,Brieven
76a1f781-21ce-5628-9308-986056faf642,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
76a1f781-21ce-5628-9308-986056faf642,e73_MaterialRecords,,,,,,,ff606fd7-676a-59cf-8869-693ca314c099,tg:mmbbr:641,tg:mmbbr:641_#1,1,"[{""resourceId"": ""ff606fd7-676a-59cf-8869-693ca314c099"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aad03a58-65bc-48d4-ba7f-6436c3f66455"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
76b89933-0de3-5d5f-9fbc-9f7e777921a6,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/76b89933-0de3-5d5f-9fbc-9f7e777921a6,object identifier,tg:mmbbr:1002,record identifiers,MMB.A.1002,descriptive note,Nederlands,"de onderhandelingen over een koffertje uit Fritz' collectie, de vraag of Fritz al iets heeft gehoord van de Guizard en het zoeken van kopers voor 'les bois'",Brieven
76b89933-0de3-5d5f-9fbc-9f7e777921a6,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
76b89933-0de3-5d5f-9fbc-9f7e777921a6,e73_MaterialRecords,,,,,,,38859212-a46e-566e-a8f1-25b35e8fbf22,tg:mmbbr:1002,tg:mmbbr:1002_#1,1,"[{""resourceId"": ""38859212-a46e-566e-a8f1-25b35e8fbf22"", ""ontologyProperty"": """", ""resourceXresourceId"": ""07942325-ccc1-4403-be5a-77646bf2d1b6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
76bc601c-09b3-5082-a179-0dd652a735c7,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/76bc601c-09b3-5082-a179-0dd652a735c7,object identifier,tg:mmbbr:1471,record identifiers,MMB.A.1471,descriptive note,Nederlands,In verband met een cheque voor de Sint Henricusstichting,Brieven
76bc601c-09b3-5082-a179-0dd652a735c7,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
76bc601c-09b3-5082-a179-0dd652a735c7,e73_MaterialRecords,,,,,,,2e0ca8af-ead2-5d4b-8b50-91ce37087d95,tg:mmbbr:1471,tg:mmbbr:1471_#1,1,"[{""resourceId"": ""2e0ca8af-ead2-5d4b-8b50-91ce37087d95"", ""ontologyProperty"": """", ""resourceXresourceId"": ""38920b47-9715-43b1-b163-c7fbe4900ee1"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
76e6ba1e-f56c-5b4a-bd40-c7e65d94dd24,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/76e6ba1e-f56c-5b4a-bd40-c7e65d94dd24,object identifier,tg:mmbbr:539,record identifiers,MMB.A.0539,descriptive note,Nederlands,het aanbod van valkeniersbeeld en een beeld van Sint-Bernard,Brieven
76e6ba1e-f56c-5b4a-bd40-c7e65d94dd24,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
76e6ba1e-f56c-5b4a-bd40-c7e65d94dd24,e73_MaterialRecords,,,,,,,43ce1a29-4e11-5111-8d51-af202910a8e6,tg:mmbbr:539,tg:mmbbr:539_#1,1,"[{""resourceId"": ""43ce1a29-4e11-5111-8d51-af202910a8e6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""26e2be2d-6d25-43b7-bcbb-b2c4192bc6fd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
7701da88-4f0c-528d-8983-0b6fd6c1bb28,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/7701da88-4f0c-528d-8983-0b6fd6c1bb28,object identifier,tg:mmbbr:958,record identifiers,MMB.A.0958,descriptive note,Nederlands,kwitantie van een schilderij door Bles voorstellend de vlucht uit Egypte gekocht van Aubin voor Fritz,Brieven
7701da88-4f0c-528d-8983-0b6fd6c1bb28,e73_Languages,https://dams.antwerpen.be,/asset/XZStLuamHWHgEVMkktjG9NpA,gerelateerde objecten,DAMS Archief,,,,,,,,,,,,,,,,
7701da88-4f0c-528d-8983-0b6fd6c1bb28,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
7701da88-4f0c-528d-8983-0b6fd6c1bb28,e73_MaterialRecords,,,,,,,5de456a0-69ac-5fd5-ac1d-8cd5f7468e12,tg:mmbbr:958,tg:mmbbr:958_#1,1,"[{""resourceId"": ""5de456a0-69ac-5fd5-ac1d-8cd5f7468e12"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f7aa87c5-7f6f-410f-9ffc-f9191b928a96"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
7702b412-09d6-518f-a3be-4e1b33fb253f,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/7702b412-09d6-518f-a3be-4e1b33fb253f,object identifier,tg:mmbbr:1437,record identifiers,MMB.A.1437,descriptive note,Nederlands,In verband met de Sint Henricusstichting,Brieven
7702b412-09d6-518f-a3be-4e1b33fb253f,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
7702b412-09d6-518f-a3be-4e1b33fb253f,e73_MaterialRecords,,,,,,,a63611dd-4a42-5fe4-b4ff-0edc025cfc9b,tg:mmbbr:1437,tg:mmbbr:1437_#1,1,"[{""resourceId"": ""a63611dd-4a42-5fe4-b4ff-0edc025cfc9b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a6802a73-5be4-4ab6-b457-1964116eb42c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
772a1bf3-be28-5624-a37d-59f939a25817,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/772a1bf3-be28-5624-a37d-59f939a25817,object identifier,tg:mmbbr:1227,record identifiers,MMB.A.1227,descriptive note,Nederlands,In verband met aanpalende gebouw en een bespreking met architect Joseph Hertogs,Brieven
772a1bf3-be28-5624-a37d-59f939a25817,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
772a1bf3-be28-5624-a37d-59f939a25817,e73_MaterialRecords,,,,,,,3ac1ebb5-2791-5ab2-8074-27136c9827e5,tg:mmbbr:1227,tg:mmbbr:1227_#1,1,"[{""resourceId"": ""3ac1ebb5-2791-5ab2-8074-27136c9827e5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a63754f7-a1a5-4c9a-baee-8d8b96d15a00"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
772cd7e1-3778-5294-89fc-38d5c181090e,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/772cd7e1-3778-5294-89fc-38d5c181090e,object identifier,tg:mmbbr:954,record identifiers,MMB.A.0954,descriptive note,Nederlands,inlichtingen over een project rond de decoratie voor een optocht en de vraag van Fritz of die tweemaal door zijn straat kan passeren,Brieven
772cd7e1-3778-5294-89fc-38d5c181090e,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
772cd7e1-3778-5294-89fc-38d5c181090e,e73_MaterialRecords,,,,,,,f8d27b88-619b-552f-842a-a99afcbab3f0,tg:mmbbr:954,tg:mmbbr:954_#1,1,"[{""resourceId"": ""f8d27b88-619b-552f-842a-a99afcbab3f0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""51949137-9028-456f-9fb1-e85017048fba"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
77560f7a-ea22-5874-a0f8-f4bae5607a8c,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/77560f7a-ea22-5874-a0f8-f4bae5607a8c,object identifier,tg:mmbbr:196,record identifiers,MMB.A.0196,descriptive note,Nederlands,"de prijs van eerder aangeboden stukken (een stenen fries van da Rovezzano en drie beeldjes) en het aanbod van een fragmenteerde Murano beker, een stucco en een monumentje",Brieven
77560f7a-ea22-5874-a0f8-f4bae5607a8c,e73_Languages,,,,,taal 1,Italian (language),,,,,,,,,,,,,,
77560f7a-ea22-5874-a0f8-f4bae5607a8c,e73_MaterialRecords,,,,,,,aa375f51-4cd4-56a9-802f-c47925ec3405,tg:mmbbr:196,tg:mmbbr:196_#1,1,"[{""resourceId"": ""aa375f51-4cd4-56a9-802f-c47925ec3405"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0cbeefeb-a16b-4cab-8296-62e8f73d424a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
77a11988-b806-5c50-99d4-087f5ac7a8d6,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/77a11988-b806-5c50-99d4-087f5ac7a8d6,object identifier,tg:mmbbr:346,record identifiers,MMB.A.0346,descriptive note,Nederlands,de uitblijvende betaling van het schilderij van van Everdingen en de aankondiging van de veiling van de collectie van Louis de Geer,Brieven
77a11988-b806-5c50-99d4-087f5ac7a8d6,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
77a11988-b806-5c50-99d4-087f5ac7a8d6,e73_MaterialRecords,,,,,,,cfadb44e-bde1-5508-a73e-ee3f3dc68603,tg:mmbbr:346,tg:mmbbr:346_#1,1,"[{""resourceId"": ""cfadb44e-bde1-5508-a73e-ee3f3dc68603"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dc3ec7e3-f78f-4a8e-a248-fe3b638a64b3"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
77db3f76-6d1a-564f-99d0-8008bcccf728,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/77db3f76-6d1a-564f-99d0-8008bcccf728,object identifier,tg:mmbbr:1848,record identifiers,MMB.A.1848,descriptive note,Nederlands,Bedankbrief betreffende de uitnodiging bij de opening van het museum en bevestiging van aanwezigheid,Brieven
77db3f76-6d1a-564f-99d0-8008bcccf728,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
77db3f76-6d1a-564f-99d0-8008bcccf728,e73_MaterialRecords,,,,,,,21abec62-3fe9-52cc-a2b2-3173ba4e86cb,tg:mmbbr:1848,tg:mmbbr:1848_#1,1,"[{""resourceId"": ""21abec62-3fe9-52cc-a2b2-3173ba4e86cb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7845e800-643e-4dc8-9f7b-f09042ec64ef"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
77e94654-1b4b-58e2-91f6-5a9b6753ab92,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/77e94654-1b4b-58e2-91f6-5a9b6753ab92,object identifier,tg:mmbbr:1925,record identifiers,MMB.A.1925,descriptive note,Nederlands,Bedankkaart betreffende de uitnodiging bij de opening van het museum en bevestiging van aanwezigheid,Brieven
77e94654-1b4b-58e2-91f6-5a9b6753ab92,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
77e94654-1b4b-58e2-91f6-5a9b6753ab92,e73_MaterialRecords,,,,,,,cfef8507-4614-5d27-a5fe-227dee0bac3b,tg:mmbbr:1925,tg:mmbbr:1925_#1,1,"[{""resourceId"": ""cfef8507-4614-5d27-a5fe-227dee0bac3b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""20f6c5fe-f785-49ba-958b-1483b53bafb4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
77eecd45-333f-5e18-ab5e-c1d13ec42a28,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/77eecd45-333f-5e18-ab5e-c1d13ec42a28,object identifier,tg:mmbbr:2155,record identifiers,MMB.A.2155,descriptive note,Nederlands,Bedanking voor de catalogus,Brieven
77eecd45-333f-5e18-ab5e-c1d13ec42a28,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
77eecd45-333f-5e18-ab5e-c1d13ec42a28,e73_MaterialRecords,,,,,,,2b4bd2d4-f530-5f05-9c69-55e8b56cd983,tg:mmbbr:2155,tg:mmbbr:2155_#1,1,"[{""resourceId"": ""2b4bd2d4-f530-5f05-9c69-55e8b56cd983"", ""ontologyProperty"": """", ""resourceXresourceId"": ""82c66591-db17-4f61-867f-86a911cceb06"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
77efc9a8-5c65-57df-b067-f0b5b4441546,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/77efc9a8-5c65-57df-b067-f0b5b4441546,object identifier,tg:mmbbr:2144,record identifiers,MMB.A.2144,descriptive note,Nederlands,Bedanking voor de postkaart met het gezicht van de Studio,Brieven
77efc9a8-5c65-57df-b067-f0b5b4441546,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
77efc9a8-5c65-57df-b067-f0b5b4441546,e73_MaterialRecords,,,,,,,261fe3d4-0eb1-5172-b794-0cb6b10bfa13,tg:mmbbr:2144,tg:mmbbr:2144_#1,1,"[{""resourceId"": ""261fe3d4-0eb1-5172-b794-0cb6b10bfa13"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a94d26e8-ef8d-4dad-a32d-11575ff5159a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
77fe93da-e7ba-5294-a2ae-596007012409,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/77fe93da-e7ba-5294-a2ae-596007012409,object identifier,tg:mmbbr:536,record identifiers,MMB.A.0536,descriptive note,Nederlands,"inlichtingen en de mogelijke aankoop van een Hollands houten beeld uit de collectie Lazzaroni en het aanbod van elf bustes uit Bardini's collectie waaronder twee geëmailleerde terracotta door della Robbia, twee terracotta bustes van vrouwen, een buste van een man, twee kinderbustes, de buste van een paus, een buste van Sint-Niklaas",Brieven
77fe93da-e7ba-5294-a2ae-596007012409,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
77fe93da-e7ba-5294-a2ae-596007012409,e73_MaterialRecords,,,,,,,ebd390ca-eb8d-5b00-935d-1a0e164dfb7e,tg:mmbbr:536,tg:mmbbr:536_#1,1,"[{""resourceId"": ""ebd390ca-eb8d-5b00-935d-1a0e164dfb7e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9fc5d418-86e3-4da6-9180-6db8e410b501"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
7809363e-06e7-5270-b97a-8cd08021b9a3,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/7809363e-06e7-5270-b97a-8cd08021b9a3,object identifier,tg:mmbbr:185,record identifiers,MMB.A.0185,descriptive note,Nederlands,kwitantie van de restauratie van tapijten,Brieven
7809363e-06e7-5270-b97a-8cd08021b9a3,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
7809363e-06e7-5270-b97a-8cd08021b9a3,e73_MaterialRecords,,,,,,,4d922ca3-11a2-52ff-96a8-6474f11d54bf,tg:mmbbr:185,tg:mmbbr:185_#1,1,"[{""resourceId"": ""4d922ca3-11a2-52ff-96a8-6474f11d54bf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d00a78eb-f142-4183-be7b-a02ba6746043"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
780da8f7-0448-5198-9a10-3b7d90c5aac9,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/780da8f7-0448-5198-9a10-3b7d90c5aac9,object identifier,tg:mmbbr:1970,record identifiers,MMB.A.1970,descriptive note,Nederlands,Bedankkaart betreffende de uitnodiging bij de opening van het museum en excuses om niet aanwezig te kunnen zijn,Brieven
780da8f7-0448-5198-9a10-3b7d90c5aac9,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
780da8f7-0448-5198-9a10-3b7d90c5aac9,e73_MaterialRecords,,,,,,,c689e3a9-18c0-5336-8819-b7086c8c8b18,tg:mmbbr:1970,tg:mmbbr:1970_#1,1,"[{""resourceId"": ""c689e3a9-18c0-5336-8819-b7086c8c8b18"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ad90c963-5f17-486e-b72c-a5f3b67ef685"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
780dd2c9-7135-5ef8-b54c-aeb0e84845b4,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/780dd2c9-7135-5ef8-b54c-aeb0e84845b4,object identifier,tg:mmbbr:1917,record identifiers,MMB.A.1917,descriptive note,Nederlands,Bedankkaart betreffende de uitnodiging bij de opening van het museum en bevestiging van aanwezigheid,Brieven
780dd2c9-7135-5ef8-b54c-aeb0e84845b4,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
780dd2c9-7135-5ef8-b54c-aeb0e84845b4,e73_MaterialRecords,,,,,,,365019e4-76e0-51ff-ae40-697211c266e9,tg:mmbbr:1917,tg:mmbbr:1917_#1,1,"[{""resourceId"": ""365019e4-76e0-51ff-ae40-697211c266e9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0ecefba8-a9e8-4eb4-83e8-5f0977ca4310"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
78144d0b-9895-58d7-99a0-275562c0fb97,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/78144d0b-9895-58d7-99a0-275562c0fb97,object identifier,tg:mmbbr:1063,record identifiers,MMB.A.1063,descriptive note,Nederlands,"een schilderij door de meester van Chirstus in het huis van Simon de Farizeër voorstellend het dispuut in de tempel [Meester van 1518, Twaalfjarige Jezus in de tempel]",Brieven
78144d0b-9895-58d7-99a0-275562c0fb97,e73_Languages,https://dams.antwerpen.be,/asset/a1TokOIl9TOdFNowOI6A3apd,gerelateerde objecten,DAMS Archief,,,,,,,,,,,,,,,,
78144d0b-9895-58d7-99a0-275562c0fb97,e73_Languages,,,,,taal 1,English (language),,,,,,,,,,,,,,
78144d0b-9895-58d7-99a0-275562c0fb97,e73_MaterialRecords,,,,,,,2b4c73b5-740b-5233-98f9-6568f477d4fd,tg:mmbbr:1063,tg:mmbbr:1063_#1,1,"[{""resourceId"": ""2b4c73b5-740b-5233-98f9-6568f477d4fd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c558239e-b6ff-4e1b-9dfb-345d0491090e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
78343c49-a230-5894-b7dd-eef816d0d57c,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/78343c49-a230-5894-b7dd-eef816d0d57c,object identifier,tg:mmbbr:2065,record identifiers,MMB.A.2065,descriptive note,Nederlands,Bedankbrief betreffende de uitnodiging bij de opening van het museum en excuses om niet aanwezig te kunnen zijn,Brieven
78343c49-a230-5894-b7dd-eef816d0d57c,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
78343c49-a230-5894-b7dd-eef816d0d57c,e73_MaterialRecords,,,,,,,d680f79c-5ee7-5542-9a23-c8562ea469e6,tg:mmbbr:2065,tg:mmbbr:2065_#1,1,"[{""resourceId"": ""d680f79c-5ee7-5542-9a23-c8562ea469e6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""06529dd5-0e10-489f-a18c-9ad941449570"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
7844c151-021b-520b-a6d1-4b87aba645c1,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/7844c151-021b-520b-a6d1-4b87aba645c1,object identifier,tg:mmbbr:2323,record identifiers,MMB.A.2323,descriptive note,Nederlands,Bedanking voor de catalogus,Brieven
7844c151-021b-520b-a6d1-4b87aba645c1,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
7844c151-021b-520b-a6d1-4b87aba645c1,e73_MaterialRecords,,,,,,,ce981127-d5d6-59fb-ad68-5a9fd33b56f8,tg:mmbbr:2323,tg:mmbbr:2323_#1,1,"[{""resourceId"": ""ce981127-d5d6-59fb-ad68-5a9fd33b56f8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""016c0907-c5bf-47f4-ac2b-7e1c157b92c1"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
7846d7b2-27e9-54d2-a24d-c3fe697ffa62,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/7846d7b2-27e9-54d2-a24d-c3fe697ffa62,object identifier,tg:mmbbr:1291,record identifiers,MMB.A.1291,descriptive note,Nederlands,"In verband met het museum, een catalogus en de Sint Henricusstichting",Brieven
7846d7b2-27e9-54d2-a24d-c3fe697ffa62,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
7846d7b2-27e9-54d2-a24d-c3fe697ffa62,e73_MaterialRecords,,,,,,,5c35f289-cfb5-5efd-8de8-0cacbf6a9813,tg:mmbbr:1291,tg:mmbbr:1291_#1,1,"[{""resourceId"": ""5c35f289-cfb5-5efd-8de8-0cacbf6a9813"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d9f0a045-2192-4955-89fe-da4c3d738a5e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
