ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Title Type,Title,Title Language,Record Type,Description Type,Description Language,Description
54f7a45d-01d8-5548-b866-8d235e1c35a2,e73_MaterialRecords,tg:mmbdc:163,1,,,,,,,be0fc51d-b1da-5adf-8485-ccda336b1cf4,tg:mmbdc:163_#1,"[{""resourceId"": ""be0fc51d-b1da-5adf-8485-ccda336b1cf4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e0c13e95-744e-4787-9fec-6cb6f753c414"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
5cede916-f4cb-5135-8087-0f00e34b416b,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/5cede916-f4cb-5135-8087-0f00e34b416b,object identifier,tg:mmbdc:74,record identifiers,MMB.A.1465,constructed titles,Uitgaven Sint Henricusstichting,Dutch (language),Documenten,,,
5cede916-f4cb-5135-8087-0f00e34b416b,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
5cede916-f4cb-5135-8087-0f00e34b416b,e73_MaterialRecords,tg:mmbdc:74,1,,,,,,,532a1086-d22c-5e74-a33f-42e58c771728,tg:mmbdc:74_#1,"[{""resourceId"": ""532a1086-d22c-5e74-a33f-42e58c771728"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7dbd6387-5961-4689-beaf-0d86702ef071"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
60f45316-4f01-5f2d-b1a0-44f45d6ec424,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/60f45316-4f01-5f2d-b1a0-44f45d6ec424,object identifier,tg:mmbdc:117,record identifiers,MMB.A.1639,constructed titles,Notitie: aantekeningen over Vlaamse en Nederlandse kunstenaars,Dutch (language),Documenten,,,
60f45316-4f01-5f2d-b1a0-44f45d6ec424,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
60f45316-4f01-5f2d-b1a0-44f45d6ec424,e73_MaterialRecords,tg:mmbdc:117,1,,,,,,,b3aeb7dc-2e3c-599d-ab86-ef631603d2af,tg:mmbdc:117_#1,"[{""resourceId"": ""b3aeb7dc-2e3c-599d-ab86-ef631603d2af"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1834f79c-aaa9-48ac-b43f-366a0fb29d5c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
6355f5eb-9ad7-5f33-baf3-d86a14afcaf8,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6355f5eb-9ad7-5f33-baf3-d86a14afcaf8,object identifier,tg:mmbdc:96,record identifiers,MMB.A.1517,constructed titles,Naamlijst: Patiënten Sint Henricusstichting,Dutch (language),Documenten,,,
6355f5eb-9ad7-5f33-baf3-d86a14afcaf8,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
6355f5eb-9ad7-5f33-baf3-d86a14afcaf8,e73_MaterialRecords,tg:mmbdc:96,1,,,,,,,6081eaf9-558c-5607-92dc-04d8aa5897a0,tg:mmbdc:96_#1,"[{""resourceId"": ""6081eaf9-558c-5607-92dc-04d8aa5897a0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""866dbed2-f1b5-4988-933b-ca82e65791ba"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,object identifier,tg:mmbdc:129,record identifiers,MMB.A.1663,constructed titles,"Kwitantie: Lijstje van aankopen op een kunstveiling bij Hugo Helbing, München",Dutch (language),Documenten,,,
6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,e73_MaterialRecords,tg:mmbdc:129,1,,,,,,,2cd221b1-3c8d-5832-a624-ea58153153fc,tg:mmbdc:129_#1,"[{""resourceId"": ""2cd221b1-3c8d-5832-a624-ea58153153fc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3b225934-c9cd-4010-afa3-d5d33fd08168"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
67cca5f1-5e8a-54f4-be7b-eb7415d25c1f,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/67cca5f1-5e8a-54f4-be7b-eb7415d25c1f,object identifier,tg:mmbdc:14,record identifiers,MMB.A.1202,constructed titles,Bidprentje Henriëtte Cathérine Elsen van den Bergh,Dutch (language),Documenten,,,
67cca5f1-5e8a-54f4-be7b-eb7415d25c1f,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
67cca5f1-5e8a-54f4-be7b-eb7415d25c1f,e73_MaterialRecords,tg:mmbdc:14,1,,,,,,,d2b1e801-98c8-50f2-aada-311f9dcc076b,tg:mmbdc:14_#1,"[{""resourceId"": ""d2b1e801-98c8-50f2-aada-311f9dcc076b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""11fcff75-3ac2-4cfd-8e31-dae8bd208281"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
6989ab5a-5e9a-589f-bc91-82ac9e23af82,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6989ab5a-5e9a-589f-bc91-82ac9e23af82,object identifier,tg:mmbdc:87,record identifiers,MMB.A.1481,constructed titles,Rekeningen: Kosten Sint Camillusgesticht,Dutch (language),Documenten,,,
6989ab5a-5e9a-589f-bc91-82ac9e23af82,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
6989ab5a-5e9a-589f-bc91-82ac9e23af82,e73_MaterialRecords,tg:mmbdc:87,1,,,,,,,900a1849-6553-5eb7-9e73-81e9fdeadc30,tg:mmbdc:87_#1,"[{""resourceId"": ""900a1849-6553-5eb7-9e73-81e9fdeadc30"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fe19bfdd-138c-47a9-b9ba-335a5d891db9"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
6a40066d-6678-58d8-b9d9-b69d9e768a06,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6a40066d-6678-58d8-b9d9-b69d9e768a06,object identifier,tg:mmbdc:127,record identifiers,MMB.A.1661,constructed titles,"Notitie: Prijslijstje van foto's van verschillende kunstwerken, te verkrijgen bij Hanfstaengl, München en Braun, Dornach",Dutch (language),Documenten,,,
6a40066d-6678-58d8-b9d9-b69d9e768a06,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
6a40066d-6678-58d8-b9d9-b69d9e768a06,e73_MaterialRecords,tg:mmbdc:127,1,,,,,,,7ddc9d0f-6eb7-5973-8f26-b5388322a64d,tg:mmbdc:127_#1,"[{""resourceId"": ""7ddc9d0f-6eb7-5973-8f26-b5388322a64d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ed2534c3-8b69-436e-9e42-435fc9efd1fc"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,object identifier,tg:mmbdc:105,record identifiers,MMB.A.1550,constructed titles,Kwitantie: Honorarium dr. Alfons Van de Perre,Dutch (language),Documenten,,,
6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,e73_MaterialRecords,tg:mmbdc:105,1,,,,,,,f33ccad8-05e0-52a9-8eaf-e1040b59ce33,tg:mmbdc:105_#1,"[{""resourceId"": ""f33ccad8-05e0-52a9-8eaf-e1040b59ce33"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7f03a99b-5758-4e4b-b8ef-903262e7a4ba"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
6bf3766e-9d43-5512-9736-e991034e254f,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6bf3766e-9d43-5512-9736-e991034e254f,object identifier,tg:mmbdc:39,record identifiers,MMB.A.1269,constructed titles,Uitnodiging voor een vergadering die plaatsvond in de 'Pastory Sinte Walburghis (in tsoo geseydt Oudt Antwerpen)',Dutch (language),Documenten,,,
6bf3766e-9d43-5512-9736-e991034e254f,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
6bf3766e-9d43-5512-9736-e991034e254f,e73_MaterialRecords,tg:mmbdc:39,1,,,,,,,d5d88f16-25d2-5c82-8c97-d848a6ced94b,tg:mmbdc:39_#1,"[{""resourceId"": ""d5d88f16-25d2-5c82-8c97-d848a6ced94b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""59c2592d-3d17-4904-9b3d-4a5a3a6c9199"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
6c7ccc0d-5d67-5e6f-9fa4-b0973651bb16,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6c7ccc0d-5d67-5e6f-9fa4-b0973651bb16,object identifier,tg:mmbdc:65,record identifiers,MMB.A.1456,constructed titles,Rekening medische instrumenten voor de Sint Henricusstichting,Dutch (language),Documenten,,,
6c7ccc0d-5d67-5e6f-9fa4-b0973651bb16,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
6c7ccc0d-5d67-5e6f-9fa4-b0973651bb16,e73_MaterialRecords,tg:mmbdc:65,1,,,,,,,d8d85fc0-9e54-535d-856e-db378422ab52,tg:mmbdc:65_#1,"[{""resourceId"": ""d8d85fc0-9e54-535d-856e-db378422ab52"", ""ontologyProperty"": """", ""resourceXresourceId"": ""50f71ae1-c925-4e08-a44f-31ec9ffe4227"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
70605196-e141-5fb5-9962-2b1651f3e2a1,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/70605196-e141-5fb5-9962-2b1651f3e2a1,object identifier,tg:mmbdc:8,record identifiers,MMB.A.1196,constructed titles,Doodsbrief Emil Mayer,Dutch (language),Documenten,,,
70605196-e141-5fb5-9962-2b1651f3e2a1,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
70605196-e141-5fb5-9962-2b1651f3e2a1,e73_MaterialRecords,tg:mmbdc:8,1,,,,,,,43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,"[{""resourceId"": ""43041bc9-a42e-59b2-9bca-dbabb16059b9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""816d3948-22be-4425-a5c2-a5a99abd7a29"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
7361d5ec-7807-5f3c-b9b7-4b6f7b9bdc17,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/7361d5ec-7807-5f3c-b9b7-4b6f7b9bdc17,object identifier,tg:mmbdc:119,record identifiers,MMB.A.1651,constructed titles,Notitie: 'Clé de la petite porte gothique en bois communiquant du musée au No 21 rue de l'Hôpital',Dutch (language),Documenten,,,
7361d5ec-7807-5f3c-b9b7-4b6f7b9bdc17,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
7361d5ec-7807-5f3c-b9b7-4b6f7b9bdc17,e73_MaterialRecords,tg:mmbdc:119,1,,,,,,,f2b51134-d1c1-5f3d-bab2-1e3839410334,tg:mmbdc:119_#1,"[{""resourceId"": ""f2b51134-d1c1-5f3d-bab2-1e3839410334"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5bb4bc8f-512a-4747-acf7-24222650a2eb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
749f73a4-1c60-5ebe-8791-4b92aea9b2f7,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/749f73a4-1c60-5ebe-8791-4b92aea9b2f7,object identifier,tg:mmbdc:124,record identifiers,MMB.A.1658,constructed titles,Notitie: oplijsting van verschillende werken,Dutch (language),Documenten,descriptive note,Nederlands,"Geordend per soort, met prijzen"
749f73a4-1c60-5ebe-8791-4b92aea9b2f7,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
749f73a4-1c60-5ebe-8791-4b92aea9b2f7,e73_MaterialRecords,tg:mmbdc:124,1,,,,,,,09052def-26e6-5d99-b79e-b030d0d496d1,tg:mmbdc:124_#1,"[{""resourceId"": ""09052def-26e6-5d99-b79e-b030d0d496d1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""71233a61-02f0-4d4b-9851-68c15ef10b37"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
74a758b8-f555-5531-96c8-e79a63a7b8d3,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/74a758b8-f555-5531-96c8-e79a63a7b8d3,object identifier,tg:mmbdc:75,record identifiers,MMB.A.1467,constructed titles,Rekening bureaubenodigdheden voor de Sint Henricusstichting,Dutch (language),Documenten,,,
74a758b8-f555-5531-96c8-e79a63a7b8d3,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
74a758b8-f555-5531-96c8-e79a63a7b8d3,e73_MaterialRecords,tg:mmbdc:75,1,,,,,,,31db27b6-5bf3-51da-86c2-a4aafdbcce02,tg:mmbdc:75_#1,"[{""resourceId"": ""31db27b6-5bf3-51da-86c2-a4aafdbcce02"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f341b1f3-6c08-4af3-80bd-2cf0fe09ddcd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
75c8465d-660b-550c-af3c-e1d379515d9f,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/75c8465d-660b-550c-af3c-e1d379515d9f,object identifier,tg:mmbdc:34,record identifiers,MMB.A.1240,constructed titles,Bidprentje Fritz Mayer van den Bergh,Dutch (language),Documenten,,,
75c8465d-660b-550c-af3c-e1d379515d9f,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
75c8465d-660b-550c-af3c-e1d379515d9f,e73_MaterialRecords,tg:mmbdc:34,1,,,,,,,47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,"[{""resourceId"": ""47fcbe5a-26ca-5418-9835-57335a86221f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""760c0442-31a2-44ba-a1e3-07c25fadbbfc"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
76a770c1-e2b5-51b0-ba7f-15687f461925,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/76a770c1-e2b5-51b0-ba7f-15687f461925,object identifier,tg:mmbdc:104,record identifiers,MMB.A.1530,constructed titles,Naamlijst: Patiënten Sint Henricusstichting,Dutch (language),Documenten,,,
76a770c1-e2b5-51b0-ba7f-15687f461925,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
76a770c1-e2b5-51b0-ba7f-15687f461925,e73_MaterialRecords,tg:mmbdc:104,1,,,,,,,bfc75250-e8b3-5d84-b94d-9379c1e099ff,tg:mmbdc:104_#1,"[{""resourceId"": ""bfc75250-e8b3-5d84-b94d-9379c1e099ff"", ""ontologyProperty"": """", ""resourceXresourceId"": ""78b508e8-4181-4940-8838-f3bddb35fb6d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
779d5ef6-44f2-53b9-9ded-2078f8138f29,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/779d5ef6-44f2-53b9-9ded-2078f8138f29,object identifier,tg:mmbdc:143,record identifiers,MMB.A.2423,constructed titles,"Extract uit het kadastraal plan der Gemeente Antwerpen, Sectie C",Dutch (language),Documenten,,,
779d5ef6-44f2-53b9-9ded-2078f8138f29,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
779d5ef6-44f2-53b9-9ded-2078f8138f29,e73_MaterialRecords,tg:mmbdc:143,1,,,,,,,99653bf6-4f4e-5041-9fee-8c23f9ea8143,tg:mmbdc:143_#1,"[{""resourceId"": ""99653bf6-4f4e-5041-9fee-8c23f9ea8143"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9de0b41d-41b6-45db-92fb-edad31a2a624"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
7a3ea516-bf4f-5143-aba7-213a091367fc,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/7a3ea516-bf4f-5143-aba7-213a091367fc,object identifier,tg:mmbdc:80,record identifiers,MMB.A.1473,constructed titles,Schatting kapitaal Sint Henricusstichting,Dutch (language),Documenten,,,
7a3ea516-bf4f-5143-aba7-213a091367fc,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
7a3ea516-bf4f-5143-aba7-213a091367fc,e73_MaterialRecords,tg:mmbdc:80,1,,,,,,,50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,"[{""resourceId"": ""50ceec1d-936b-5223-a228-891c37295e52"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ed175499-496d-46ab-a3ef-529781a5b1b0"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
7aa8c4ae-5d48-5ee6-be2e-4fcdee75f2ed,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/7aa8c4ae-5d48-5ee6-be2e-4fcdee75f2ed,object identifier,tg:mmbdc:29,record identifiers,MMB.A.1231,constructed titles,Visitekaartje: Chevalier Mayer van den Bergh,Dutch (language),Documenten,,,
7aa8c4ae-5d48-5ee6-be2e-4fcdee75f2ed,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
7aa8c4ae-5d48-5ee6-be2e-4fcdee75f2ed,e73_MaterialRecords,tg:mmbdc:29,1,,,,,,,428d08bf-1d96-5650-9ff9-ce35c44d19ec,tg:mmbdc:29_#1,"[{""resourceId"": ""428d08bf-1d96-5650-9ff9-ce35c44d19ec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""26100236-2212-43b0-9bb1-fa47d5157198"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
7fa9c968-3513-5182-a935-e161b2b76fb9,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/7fa9c968-3513-5182-a935-e161b2b76fb9,object identifier,tg:mmbdc:42,record identifiers,MMB.A.1277,constructed titles,Betalingsbewijs aan militaire orde van Malta,Dutch (language),Documenten,,,
7fa9c968-3513-5182-a935-e161b2b76fb9,e73_Languages,,,taal 1,,,,,Italian (language),,,,,,,,,,,,,,,
7fa9c968-3513-5182-a935-e161b2b76fb9,e73_MaterialRecords,tg:mmbdc:42,1,,,,,,,c3788d2c-d341-52ba-b8d9-e09611e57d76,tg:mmbdc:42_#1,"[{""resourceId"": ""c3788d2c-d341-52ba-b8d9-e09611e57d76"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a3267aad-ff0e-4d3a-825a-cc40546a83b7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
7fcf8fdd-08ec-59c1-a9c4-5a7f69337794,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/7fcf8fdd-08ec-59c1-a9c4-5a7f69337794,object identifier,tg:mmbdc:41,record identifiers,MMB.A.1276,constructed titles,Bulla van de Orde van Malta,Dutch (language),Documenten,,,
7fcf8fdd-08ec-59c1-a9c4-5a7f69337794,e73_Languages,,,taal 1,,,,,Latin (language),,,,,,,,,,,,,,,
7fcf8fdd-08ec-59c1-a9c4-5a7f69337794,e73_MaterialRecords,tg:mmbdc:41,1,,,,,,,3261420f-fa95-5253-80dc-107299b8b524,tg:mmbdc:41_#1,"[{""resourceId"": ""3261420f-fa95-5253-80dc-107299b8b524"", ""ontologyProperty"": """", ""resourceXresourceId"": ""79f9ab6e-694f-40b5-a48f-e3e213269c62"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
8218acd3-4429-5d35-8f51-80631e753e87,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8218acd3-4429-5d35-8f51-80631e753e87,object identifier,tg:mmbdc:99,record identifiers,MMB.A.1521,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
8218acd3-4429-5d35-8f51-80631e753e87,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
8218acd3-4429-5d35-8f51-80631e753e87,e73_MaterialRecords,tg:mmbdc:99,1,,,,,,,2881a1ec-803b-569d-90c9-02e840292404,tg:mmbdc:99_#1,"[{""resourceId"": ""2881a1ec-803b-569d-90c9-02e840292404"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c8bd7752-240c-48cb-8832-326bd0deba15"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
833c865b-1a97-53ed-a6e3-9d51d742b161,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/833c865b-1a97-53ed-a6e3-9d51d742b161,object identifier,tg:mmbdc:133,record identifiers,MMB.A.1669,constructed titles,Notitie: Oplijsting van werken en steden (waar de werken verkocht werden?),Dutch (language),Documenten,,,
833c865b-1a97-53ed-a6e3-9d51d742b161,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
833c865b-1a97-53ed-a6e3-9d51d742b161,e73_MaterialRecords,tg:mmbdc:133,1,,,,,,,9d19defb-127d-5313-b609-802cb7408c7a,tg:mmbdc:133_#1,"[{""resourceId"": ""9d19defb-127d-5313-b609-802cb7408c7a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2d642143-84b5-410e-9f59-5ab58bea338f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
83c53c53-f84f-5936-986a-c4b77c928be4,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/83c53c53-f84f-5936-986a-c4b77c928be4,object identifier,tg:mmbdc:132,record identifiers,MMB.A.1667,constructed titles,Twee notities over een medaille gegraveerd naar aanleiding van de sloop van de citadel van Antwerpen in 1577,Dutch (language),Documenten,,,
83c53c53-f84f-5936-986a-c4b77c928be4,e73_ExternalRelations,tg:mmbdc:132,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1688,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
83c53c53-f84f-5936-986a-c4b77c928be4,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
83c53c53-f84f-5936-986a-c4b77c928be4,e73_MaterialRecords,tg:mmbdc:132,1,,,,,,,6f1864a9-eada-5f73-bea6-5483539a4ad0,tg:mmbdc:132_#1,"[{""resourceId"": ""6f1864a9-eada-5f73-bea6-5483539a4ad0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""035c694d-cfcc-4a15-93ff-db8f1b2780b8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,object identifier,tg:mmbdc:101,record identifiers,MMB.A.1523,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,e73_MaterialRecords,tg:mmbdc:101,1,,,,,,,17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,tg:mmbdc:101_#1,"[{""resourceId"": ""17adbd28-c62d-5c4a-91c2-e7973e7f0fd8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""208b96bc-b493-4cab-83ed-6c3b6bb8cff4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8a105af3-6e4b-5275-817c-2d54bd0ca8d4,object identifier,tg:mmbdc:31,record identifiers,MMB.A.1237,constructed titles,"Kwitantie jachtpacht voor 406,80 fr.",Dutch (language),Documenten,,,
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,e73_MaterialRecords,tg:mmbdc:31,1,,,,,,,4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,"[{""resourceId"": ""4dcc783d-aa40-5a6b-bb15-47e95e268bd8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""80b37e9c-fe58-4c2c-b7ab-8f9e1ae9aa00"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,object identifier,tg:mmbdc:149,record identifiers,MMB.A.2488,titles proper,"Van Mieris, Guillaume. Le Galant",French (language),Documenten,descriptive note,Nederlands,Ontwerptekst voor de catalogus schilderijen 1908
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,e73_MaterialRecords,tg:mmbdc:149,1,,,,,,,14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,tg:mmbdc:149_#1,"[{""resourceId"": ""14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""49d1cd53-8220-4bf3-9e93-6c624cf181a7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
8b9b723b-a1af-565e-a376-c1466a9b4464,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8b9b723b-a1af-565e-a376-c1466a9b4464,object identifier,tg:mmbdc:122,record identifiers,MMB.A.1656,constructed titles,Notitie over verschillende medaillons,Dutch (language),Documenten,,,
8b9b723b-a1af-565e-a376-c1466a9b4464,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
8b9b723b-a1af-565e-a376-c1466a9b4464,e73_MaterialRecords,tg:mmbdc:122,1,,,,,,,bdf471e1-748a-5f64-ba1d-67635bb191c4,tg:mmbdc:122_#1,"[{""resourceId"": ""bdf471e1-748a-5f64-ba1d-67635bb191c4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f3ef5bd2-4029-4d9f-8a59-54f5ffce64ee"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
8f038c31-f312-5abf-9fae-aebefcd38e77,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8f038c31-f312-5abf-9fae-aebefcd38e77,object identifier,tg:mmbdc:38,record identifiers,MMB.A.1263,constructed titles,Diploma van Fritz Mayer van den Bergh,Dutch (language),Documenten,,,
8f038c31-f312-5abf-9fae-aebefcd38e77,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
