ResourceID,mmb_id_mat,card,order,Acquisition Brocade ID,Acquisition Widget,Archive Brocade ID,Archive Widget,Image URL,au_code,au_name,Production Actor Role,Production Actor Note,Production Actor Widget,Start Date,End Date,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Material,Object Type,Other Identifier Type,Other Identifier,Annotation Type,Annotation Language,Annotation,Document status
a91bc9c3-a4f2-5b60-85c7-57b0b855674f,tg:mmbbr:1404_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,
a91bc9c3-a4f2-5b60-85c7-57b0b855674f,tg:mmbbr:1404_#1,e22_Archives,1,,,MMB.A.I.D.2.c,,,,,,,,,,,,,,,,,,,,,,,
a91bc9c3-a4f2-5b60-85c7-57b0b855674f,tg:mmbbr:1404_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/K7MAKSDbPguRTNmLPm30ZEen,,,,,,,,,,,,,,,,,,,,,
a91bc9c3-a4f2-5b60-85c7-57b0b855674f,tg:mmbbr:1404_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
a91c93c5-b367-585c-bc6a-bfe456bc91cd,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1226_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a91c93c5-b367-585c-bc6a-bfe456bc91cd,Doos A.IX,,ink,visiting cards,record identifiers,tg:mmbbr:1226_#1,,,,
a91c93c5-b367-585c-bc6a-bfe456bc91cd,tg:mmbbr:1226_#1,e22_Archives,1,,,MMB.A.I.E.1,,,,,,,,,,,,,,,,,,,,,,,
a91c93c5-b367-585c-bc6a-bfe456bc91cd,tg:mmbbr:1226_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/ZRlWJligZMdYURuGdD6ZDjFm,,,,,,,,,,,,,,,,,,,,,
a91c93c5-b367-585c-bc6a-bfe456bc91cd,tg:mmbbr:1226_#1,e22_ProductionActors,1,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",correspondents (correspondence writers),"No match for au::115207, correspondents (correspondence writers), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
a91c93c5-b367-585c-bc6a-bfe456bc91cd,tg:mmbbr:1226_#1,e22_ProductionActors,2,,,,,,au::115265:1,"Delbeke, Gabriella",recipients (people),"No match for au::115265, recipients (people), Delbeke, Gabriella",,,,,,,,,,,,,,,,,
a91c93c5-b367-585c-bc6a-bfe456bc91cd,tg:mmbbr:1226_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1914-05-uu,,,,,,,,,,,,,,,
a9594800-5eef-59de-b732-74601ce18c15,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:484_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a9594800-5eef-59de-b732-74601ce18c15,Doos A.IV,,ink,letters (correspondence),record identifiers,tg:mmbbr:484_#1,,,,
a9594800-5eef-59de-b732-74601ce18c15,tg:mmbbr:484_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
a9594800-5eef-59de-b732-74601ce18c15,tg:mmbbr:484_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/c1YYStYIWYXlVp56gSkCiect#id,,,,,,,,,,,,,,,,,,,,,
a9594800-5eef-59de-b732-74601ce18c15,tg:mmbbr:484_#1,e22_ProductionActors,1,,,,,,au::115719:1,"Böhler, Julius L.",correspondents (correspondence writers),"No match for au::115719, correspondents (correspondence writers), Böhler, Julius L.",,,,,,,,,,,,,,,,,
a9594800-5eef-59de-b732-74601ce18c15,tg:mmbbr:484_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
a9594800-5eef-59de-b732-74601ce18c15,tg:mmbbr:484_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1894-07-28,,,,,,,,,,,,,,,
a9d68af0-873c-52fb-abaa-9527b9f8acc2,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:816_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a9d68af0-873c-52fb-abaa-9527b9f8acc2,Doos A.VI,,ink,letters (correspondence),record identifiers,tg:mmbbr:816_#1,remarks,Nederlands,MMB.0045,
a9d68af0-873c-52fb-abaa-9527b9f8acc2,tg:mmbbr:816_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
a9d68af0-873c-52fb-abaa-9527b9f8acc2,tg:mmbbr:816_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/C1YIglhfFDYMrXhHVGOQOVzZ,,,,,,,,,,,,,,,,,,,,,
a9d68af0-873c-52fb-abaa-9527b9f8acc2,tg:mmbbr:816_#1,e22_ProductionActors,1,,,,,,au::9308:1,"Hymans, Henri",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/995956"",""au::9308"",""au::9308:1"",""ark:/83110/x0/e67bf99b-5862-5263-abbd-aefdf347e021"",""Henri Hymans""],""name"":""Henri Hymans"",""ark"":""ark:/83110/x0/e67bf99b-5862-5263-abbd-aefdf347e021"",""uri"":""/agents/people/995956"",""id"":""au::9308:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
a9d68af0-873c-52fb-abaa-9527b9f8acc2,tg:mmbbr:816_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
a9d68af0-873c-52fb-abaa-9527b9f8acc2,tg:mmbbr:816_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1897-11-02,,,,,,,,,,,,,,,
aa04db33-5bad-59f5-964e-f1446928e9c3,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:257_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/aa04db33-5bad-59f5-964e-f1446928e9c3,Doos A.II,,ink,letters (correspondence),record identifiers,tg:mmbbr:257_#1,,,,
aa04db33-5bad-59f5-964e-f1446928e9c3,tg:mmbbr:257_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
aa04db33-5bad-59f5-964e-f1446928e9c3,tg:mmbbr:257_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/RJefWlsHnlWsfWFQFRYOuGuU#id,,,,,,,,,,,,,,,,,,,,,
aa04db33-5bad-59f5-964e-f1446928e9c3,tg:mmbbr:257_#1,e22_ProductionActors,1,,,,,,au::115672:1,"Vitalini, Ortensio",correspondents (correspondence writers),"No match for au::115672, correspondents (correspondence writers), Vitalini, Ortensio",,,,,,,,,,,,,,,,,
aa04db33-5bad-59f5-964e-f1446928e9c3,tg:mmbbr:257_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
aa04db33-5bad-59f5-964e-f1446928e9c3,tg:mmbbr:257_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1892-uu-uu,,,,,,,,,,,,,,,
aa0ea148-2458-5ea7-9d80-1dc081c4030e,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:294_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/aa0ea148-2458-5ea7-9d80-1dc081c4030e,Doos A.II,,ink,letters (correspondence),record identifiers,tg:mmbbr:294_#1,remarks,Nederlands,MMB.0199,
aa0ea148-2458-5ea7-9d80-1dc081c4030e,tg:mmbbr:294_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
aa0ea148-2458-5ea7-9d80-1dc081c4030e,tg:mmbbr:294_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/M1RbQgaMcdUXCTKihZ6TCoFP#id,,,,,,,,,,,,,,,,,,,,,
aa0ea148-2458-5ea7-9d80-1dc081c4030e,tg:mmbbr:294_#1,e22_ProductionActors,1,,,,,,au::9308:1,"Hymans, Henri",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/995956"",""au::9308"",""au::9308:1"",""ark:/83110/x0/e67bf99b-5862-5263-abbd-aefdf347e021"",""Henri Hymans""],""name"":""Henri Hymans"",""ark"":""ark:/83110/x0/e67bf99b-5862-5263-abbd-aefdf347e021"",""uri"":""/agents/people/995956"",""id"":""au::9308:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
aa0ea148-2458-5ea7-9d80-1dc081c4030e,tg:mmbbr:294_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
aa0ea148-2458-5ea7-9d80-1dc081c4030e,tg:mmbbr:294_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1892-06-03,,,,,,,,,,,,,,,
aa150508-529a-539a-8c01-429f8a832be2,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1267_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/aa150508-529a-539a-8c01-429f8a832be2,Doos A.IX,,ink,letters (correspondence),record identifiers,tg:mmbbr:1267_#1,,,,
aa150508-529a-539a-8c01-429f8a832be2,tg:mmbbr:1267_#1,e22_Archives,1,,,MMB.A.I.E.1,,,,,,,,,,,,,,,,,,,,,,,
aa150508-529a-539a-8c01-429f8a832be2,tg:mmbbr:1267_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/Q1ggi9UdFcWNlhQkKxzdFaqa,,,,,,,,,,,,,,,,,,,,,
aa150508-529a-539a-8c01-429f8a832be2,tg:mmbbr:1267_#1,e22_ProductionActors,1,,,,,,au::7271:1,"Génard, Pieter",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/777997"",""au::7271"",""au::7271:1"",""ark:/83110/x0/675cd59b-3a00-593e-b144-4ef66cb29ca6"",""Pieter G√©nard""],""name"":""Pieter G√©nard"",""ark"":""ark:/83110/x0/675cd59b-3a00-593e-b144-4ef66cb29ca6"",""uri"":""/agents/people/777997"",""id"":""au::7271:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
aa150508-529a-539a-8c01-429f8a832be2,tg:mmbbr:1267_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
aa150508-529a-539a-8c01-429f8a832be2,tg:mmbbr:1267_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1890-07-08,,,,,,,,,,,,,,,
aa2ad454-a203-5140-9ba9-44734a2c146d,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1511_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/aa2ad454-a203-5140-9ba9-44734a2c146d,Doos A.XI,,ink,letters (correspondence),record identifiers,tg:mmbbr:1511_#1,,,,
aa2ad454-a203-5140-9ba9-44734a2c146d,tg:mmbbr:1511_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,
aa2ad454-a203-5140-9ba9-44734a2c146d,tg:mmbbr:1511_#1,e22_Archives,1,,,MMB.A.I.D.2.c,,,,,,,,,,,,,,,,,,,,,,,
aa2ad454-a203-5140-9ba9-44734a2c146d,tg:mmbbr:1511_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/XaUQWQZOKpIQiVfkJKBNNsLW,,,,,,,,,,,,,,,,,,,,,
aa2ad454-a203-5140-9ba9-44734a2c146d,tg:mmbbr:1511_#1,e22_ProductionActors,1,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",correspondents (correspondence writers),"No match for au::115207, correspondents (correspondence writers), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
aa2ad454-a203-5140-9ba9-44734a2c146d,tg:mmbbr:1511_#1,e22_ProductionActors,2,,,,,,au::27863:1,"Cols, Alphonse",recipients (people),,"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
aa2ad454-a203-5140-9ba9-44734a2c146d,tg:mmbbr:1511_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1907-08-26,,,,,,,,,,,,,,,
aa375f51-4cd4-56a9-802f-c47925ec3405,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:196_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/aa375f51-4cd4-56a9-802f-c47925ec3405,Doos A.II,,ink,letters (correspondence),record identifiers,tg:mmbbr:196_#1,,,,
aa375f51-4cd4-56a9-802f-c47925ec3405,tg:mmbbr:196_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
aa375f51-4cd4-56a9-802f-c47925ec3405,tg:mmbbr:196_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/JATXRhidNWQSVSOJS2YW527z#id,,,,,,,,,,,,,,,,,,,,,
aa375f51-4cd4-56a9-802f-c47925ec3405,tg:mmbbr:196_#1,e22_ProductionActors,1,,,,,,au::115674:1,"Faldi, Pasquale",correspondents (correspondence writers),"No match for au::115674, correspondents (correspondence writers), Faldi, Pasquale",,,,,,,,,,,,,,,,,
aa375f51-4cd4-56a9-802f-c47925ec3405,tg:mmbbr:196_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
aa375f51-4cd4-56a9-802f-c47925ec3405,tg:mmbbr:196_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1891-02-10,,,,,,,,,,,,,,,
aa4bacdf-ca98-5fa6-949a-f19a77c94ee5,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:521_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/aa4bacdf-ca98-5fa6-949a-f19a77c94ee5,Doos A.IV,,ink,letters (correspondence),record identifiers,tg:mmbbr:521_#1,remarks,Nederlands,MMB.0199,
aa4bacdf-ca98-5fa6-949a-f19a77c94ee5,tg:mmbbr:521_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
aa4bacdf-ca98-5fa6-949a-f19a77c94ee5,tg:mmbbr:521_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/lVKOObfXZYFTQRm9RUx34xZR#id,,,,,,,,,,,,,,,,,,,,,
aa4bacdf-ca98-5fa6-949a-f19a77c94ee5,tg:mmbbr:521_#1,e22_ProductionActors,1,,,,,,au::115686:1,"Justi, Carl",correspondents (correspondence writers),"No match for au::115686, correspondents (correspondence writers), Justi, Carl",,,,,,,,,,,,,,,,,
aa4bacdf-ca98-5fa6-949a-f19a77c94ee5,tg:mmbbr:521_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
aa4bacdf-ca98-5fa6-949a-f19a77c94ee5,tg:mmbbr:521_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1894-11-01,,,,,,,,,,,,,,,
aa51822f-a965-5e53-8efd-f594376ef277,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1911_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/aa51822f-a965-5e53-8efd-f594376ef277,Doos A.XIV,,ink,postcards,record identifiers,tg:mmbbr:1911_#1,,,,
aa51822f-a965-5e53-8efd-f594376ef277,tg:mmbbr:1911_#1,e22_Archives,1,,,MMB.A.I.B.3.a,,,,,,,,,,,,,,,,,,,,,,,
aa51822f-a965-5e53-8efd-f594376ef277,tg:mmbbr:1911_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/y2ZaPsJjdRVgKoMYUK4KscC6,,,,,,,,,,,,,,,,,,,,,
aa51822f-a965-5e53-8efd-f594376ef277,tg:mmbbr:1911_#1,e22_ProductionActors,1,,,,,,,"Büsch, Monsieur et Madame Lambert",correspondents (correspondence writers),"No au_code for briefschrijver, Büsch, Monsieur et Madame Lambert",,,,,,,,,,,,,,,,,
aa51822f-a965-5e53-8efd-f594376ef277,tg:mmbbr:1911_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
aa51822f-a965-5e53-8efd-f594376ef277,tg:mmbbr:1911_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1904-uu-uu,,,,,,,,,,,,,,,
aa79ed17-1cbb-5d84-9890-ffdade8178a4,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:401_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/aa79ed17-1cbb-5d84-9890-ffdade8178a4,Doos A.III,,ink,letters (correspondence),record identifiers,tg:mmbbr:401_#1,,,,
aa79ed17-1cbb-5d84-9890-ffdade8178a4,tg:mmbbr:401_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
aa79ed17-1cbb-5d84-9890-ffdade8178a4,tg:mmbbr:401_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/c2EaaxPGpS8APWScCdgEoFc1#id,,,,,,,,,,,,,,,,,,,,,
aa79ed17-1cbb-5d84-9890-ffdade8178a4,tg:mmbbr:401_#1,e22_ProductionActors,1,,,,,,au::16839:1,"Serrure, Constant Antoon",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1801773"",""au::16839"",""au::16839:1"",""ark:/83110/x0/36be58f7-7dc7-5d9c-8e1a-3a37923e197e"",""Constant Antoon Serrure""],""name"":""Constant Antoon Serrure"",""ark"":""ark:/83110/x0/36be58f7-7dc7-5d9c-8e1a-3a37923e197e"",""uri"":""/agents/people/1801773"",""id"":""au::16839:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
aa79ed17-1cbb-5d84-9890-ffdade8178a4,tg:mmbbr:401_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
aa79ed17-1cbb-5d84-9890-ffdade8178a4,tg:mmbbr:401_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1893-12-20,,,,,,,,,,,,,,,
aab1af74-fa35-53bd-8662-0b27da220125,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:237_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/aab1af74-fa35-53bd-8662-0b27da220125,Doos A.II,,ink,letters (correspondence),record identifiers,tg:mmbbr:237_#1,,,,
aab1af74-fa35-53bd-8662-0b27da220125,tg:mmbbr:237_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
aab1af74-fa35-53bd-8662-0b27da220125,tg:mmbbr:237_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/O2JLQqCaURdWaGgsdFXh7xUI#id,,,,,,,,,,,,,,,,,,,,,
aab1af74-fa35-53bd-8662-0b27da220125,tg:mmbbr:237_#1,e22_ProductionActors,1,,,,,,,"Bruyninckx, Constantin",correspondents (correspondence writers),"No au_code for briefschrijver, Bruyninckx, Constantin",,,,,,,,,,,,,,,,,
aab1af74-fa35-53bd-8662-0b27da220125,tg:mmbbr:237_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
aab1af74-fa35-53bd-8662-0b27da220125,tg:mmbbr:237_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1891-11-20,,,,,,,,,,,,,,,
ab3451c9-a5a7-533d-83fe-2a143c12078b,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1583_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/ab3451c9-a5a7-533d-83fe-2a143c12078b,Doos A.XII,,ink,letters (correspondence),record identifiers,tg:mmbbr:1583_#1,,,,
ab3451c9-a5a7-533d-83fe-2a143c12078b,tg:mmbbr:1583_#1,e22_Archives,1,,,MMB.A.I.B.2,,,,,,,,,,,,,,,,,,,,,,,
ab3451c9-a5a7-533d-83fe-2a143c12078b,tg:mmbbr:1583_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/P1VIlqDaZdejWPoLDhn7p9Pm,,,,,,,,,,,,,,,,,,,,,
ab3451c9-a5a7-533d-83fe-2a143c12078b,tg:mmbbr:1583_#1,e22_ProductionActors,1,,,,,,,"Schuebard, Alfred",correspondents (correspondence writers),"No au_code for briefschrijver, Schuebard, Alfred",,,,,,,,,,,,,,,,,
ab3451c9-a5a7-533d-83fe-2a143c12078b,tg:mmbbr:1583_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
ab3451c9-a5a7-533d-83fe-2a143c12078b,tg:mmbbr:1583_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1904-12-22,,,,,,,,,,,,,,,
ab4a6ba5-3d72-5553-8604-2379eb9f7722,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2000_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/ab4a6ba5-3d72-5553-8604-2379eb9f7722,Doos A.XV,,ink,postcards,record identifiers,tg:mmbbr:2000_#1,,,,
ab4a6ba5-3d72-5553-8604-2379eb9f7722,tg:mmbbr:2000_#1,e22_Archives,1,,,MMB.A.I.B.3.b,,,,,,,,,,,,,,,,,,,,,,,
ab4a6ba5-3d72-5553-8604-2379eb9f7722,tg:mmbbr:2000_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/bZajXKTYQZJeTKpkcluFTBjy,,,,,,,,,,,,,,,,,,,,,
ab4a6ba5-3d72-5553-8604-2379eb9f7722,tg:mmbbr:2000_#1,e22_ProductionActors,1,,,,,,,"Ullens de Schooten, Monsieur et Madame",correspondents (correspondence writers),"No au_code for briefschrijver, Ullens de Schooten, Monsieur et Madame",,,,,,,,,,,,,,,,,
ab4a6ba5-3d72-5553-8604-2379eb9f7722,tg:mmbbr:2000_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
ab4a6ba5-3d72-5553-8604-2379eb9f7722,tg:mmbbr:2000_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1904-12-16,,,,,,,,,,,,,,,
ab5ca5e1-8a62-56fa-bafd-9cf70a90cd5e,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1596_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/ab5ca5e1-8a62-56fa-bafd-9cf70a90cd5e,Doos A.XII,,ink,letters (correspondence),record identifiers,tg:mmbbr:1596_#1,,,,
ab5ca5e1-8a62-56fa-bafd-9cf70a90cd5e,tg:mmbbr:1596_#1,e22_Archives,1,,,MMB.A.I.B.2,,,,,,,,,,,,,,,,,,,,,,,
ab5ca5e1-8a62-56fa-bafd-9cf70a90cd5e,tg:mmbbr:1596_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/y2ScVTSbddTgdCc8TbEb2K0f,,,,,,,,,,,,,,,,,,,,,
ab5ca5e1-8a62-56fa-bafd-9cf70a90cd5e,tg:mmbbr:1596_#1,e22_ProductionActors,1,,,,,,,"Bent, Frédéric Charles de",correspondents (correspondence writers),"No au_code for briefschrijver, Bent, Frédéric Charles de",,,,,,,,,,,,,,,,,
