Object Number,Record Type,URL,ResourceID,Reference Number,Status,Format Dimension,Page Numbers,Page Type,Sheet Numbers,Format Type,Status,Sheeet Type,Group or individual,Typescripts used,Writing style,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhhs:15827,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:15827/N,74585701-9c35-589e-9e06-7cb33ec009c2,BE-ANN07/hs/000015076,Handgeschreven,27 x 21,91,,91,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/74585701-9c35-589e-9e06-7cb33ec009c2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:4226,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:4226/N,76ab0649-6698-58e6-bd34-be61798242bd,BE-ANN07/hs/000004063,Handgeschreven,"21,1 x 33,1",2,,,,,Circa,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/76ab0649-6698-58e6-bd34-be61798242bd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:3449,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:3449/N,bacec724-490a-5f51-bc20-64e6e328902b,BE-ANN07/hs/000003303,Handgeschreven,"27 x 20,9",11,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/bacec724-490a-5f51-bc20-64e6e328902b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:19557,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:19557/N,1705df4b-c191-5add-ab6a-1da48a8859b0,BE-ANN07/hs/000018623,Verbeterd Typoscript,"28,5 x 22",110,Circa,110,Maximum,,Circa,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1705df4b-c191-5add-ab6a-1da48a8859b0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:1474,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:1474/N,b28581bd-10d0-5b80-b505-7460e57a04a7,BE-ANN07/hs/000001400,Handgeschreven,"27,5 x 20,8",4,,4,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b28581bd-10d0-5b80-b505-7460e57a04a7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:9044,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:9044/N,66b177d4-aff5-5e8f-8f17-5f05dc4eae7f,BE-ANN07/hs/000008800,Handgeschreven,"21 x 16,5 cm",,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/66b177d4-aff5-5e8f-8f17-5f05dc4eae7f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:11167,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:11167/N,e404cf7d-89b7-530d-93ea-2a6345ea6c91,BE-ANN07/hs/000010673,Handgeschreven,"17 x 21,4",3,,1,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e404cf7d-89b7-530d-93ea-2a6345ea6c91'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:16358,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:16358/N,80fe0ee0-cc1d-59fd-996e-03aab64b4459,BE-ANN07/hs/000015583,Handgeschreven,"26 x 81,5",10,,10,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/80fe0ee0-cc1d-59fd-996e-03aab64b4459'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:14365,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:14365/N,9bc79f80-d33e-50e2-818e-52135518ce44,BE-ANN07/hs/000013749,Verbeterd Typoscript,"27,5 x 21,5 cm",13,,13,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9bc79f80-d33e-50e2-818e-52135518ce44'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:441,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:441/N,1bf747f1-ab86-5d3e-a324-eb0e428bea04,BE-ANN07/hs/000000410,Verbeterde Druk,"28 x 21,5",,,11,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1bf747f1-ab86-5d3e-a324-eb0e428bea04'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:4676,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:4676/N,4296c72b-19e0-5c0f-ae0a-c823e9046d5e,BE-ANN07/hs/000004506,Verbeterd Typoscript,"31,5 x 21,6",1,,,,Fotokopie,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4296c72b-19e0-5c0f-ae0a-c823e9046d5e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:5964,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:5964/N,fbeb29b2-6c3a-5813-b671-2a6b47812303,BE-ANN07/hs/000005780,Verbeterd Typoscript,"14,9 x 21",,,2,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fbeb29b2-6c3a-5813-b671-2a6b47812303'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:7959,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:7959/N,adce2c1a-62ae-5baf-8dfc-fbd218ed41af,BE-ANN07/hs/000007768,Getypt,"29,7 x 21",20,,20,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/adce2c1a-62ae-5baf-8dfc-fbd218ed41af'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:18716,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:18716/N,1ecd91aa-abd3-5fcd-b494-22798a7d898a,BE-ANN07/hs/000017813,Handgeschreven,"25,7 x 21",8,,8,Maximum,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1ecd91aa-abd3-5fcd-b494-22798a7d898a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:19804,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:19804/N,1d60c8e3-a7bc-5133-a47c-051e063ba5c1,BE-ANN07/hs/000018869,Verbeterd Typoscript,"28,6 x 22,1",8,,8,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1d60c8e3-a7bc-5133-a47c-051e063ba5c1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:1927,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:1927/N,be026417-fa02-58c1-a206-566c657a633e,BE-ANN07/hs/000001844,Getypt,"22,5 cm x 29 cm",4,,4,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/be026417-fa02-58c1-a206-566c657a633e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:20790,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:20790/N,d0b857d3-f965-5698-b5ec-12ae3d35ab3b,BE-ANN07/hs/000019822,Handgeschreven,"21,3 X 33",20,,20,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d0b857d3-f965-5698-b5ec-12ae3d35ab3b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:10326,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:10326/N,cf9d8081-64ef-5970-8d75-36aba45cd9a3,BE-ANN07/hs/000009858,Getypt,"29,7 x 21 cm",38,,38,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/cf9d8081-64ef-5970-8d75-36aba45cd9a3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:8205,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:8205/N,117106a2-a6f6-5b92-8c62-dfd6f00d22e3,BE-ANN07/hs/000008010,Handgeschreven,"19,8 x 11,1",4,,4,Maximum,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/117106a2-a6f6-5b92-8c62-dfd6f00d22e3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:15124,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:15124/N,9ba88f44-34ad-531e-8405-61182bd0a08f,BE-ANN07/hs/000014421,Handgeschreven,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9ba88f44-34ad-531e-8405-61182bd0a08f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:17119,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:17119/N,f7fdbac9-b696-5b0c-8338-5ddef895dd4e,BE-ANN07/hs/000016303,Handgeschreven,"33 x 20,9",58,,50,Maximum,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f7fdbac9-b696-5b0c-8338-5ddef895dd4e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:912,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:912/N,2a176224-c71b-5cf3-8429-d688ed753a31,BE-ANN07/hs/000000855,Verbeterd Typoscript,"28 x 21,8",11,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2a176224-c71b-5cf3-8429-d688ed753a31'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:5437,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:5437/N,ef1eb11d-72eb-5e5c-a1c0-98ae73ef7785,BE-ANN07/hs/000005260,Verbeterd Typoscript,15 x 21,,,3,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ef1eb11d-72eb-5e5c-a1c0-98ae73ef7785'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:18346,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:18346/N,e72bf25a-b68f-5a0a-8a68-b670b1472171,BE-ANN07/hs/000017459,Handgeschreven,"20,3 x 16,5",144,,100,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e72bf25a-b68f-5a0a-8a68-b670b1472171'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:2258,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:2258/N,61422899-196d-5b13-9779-8350509d5783,BE-ANN07/hs/000002173,Handgeschreven,"26,7 x 21,5",7,,7,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/61422899-196d-5b13-9779-8350509d5783'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:10776,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:10776/N,9f0b08de-a6a3-5ed8-a5da-af75ddbc34f3,BE-ANN07/hs/000010295,Getypt,"21 x 29,5",295,,295,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9f0b08de-a6a3-5ed8-a5da-af75ddbc34f3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:8655,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:8655/N,6133b0a3-4993-5d5f-b744-2edad74b10f3,BE-ANN07/hs/000008439,Handgeschreven,"21,1 x 13,6",12,,6,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6133b0a3-4993-5d5f-b744-2edad74b10f3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:9947,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:9947/N,88ef5568-6d34-5deb-bb96-36c6e15c33ef,BE-ANN07/hs/000009505,Handgeschreven,"27,5 x 21,5 cm",2,,2,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/88ef5568-6d34-5deb-bb96-36c6e15c33ef'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:13859,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:13859/N,feb4e30c-8060-5d1b-aa54-b0c4dbdfd5b6,BE-ANN07/hs/000013261,Getypt,"20,9 x 29,7",2,,2,,Doorslag,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/feb4e30c-8060-5d1b-aa54-b0c4dbdfd5b6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:11864,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:11864/N,618a3c14-9667-50fb-9548-0986c30d1812,BE-ANN07/hs/000011347,Verbeterd Typoscript,"21 x 29,5",193,,193,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/618a3c14-9667-50fb-9548-0986c30d1812'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:15574,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:15574/N,fd4c5721-bac0-5652-98a6-df2a3fa1affa,BE-ANN07/hs/000014823,Handgeschreven,"21,5 x 17,1",7,,4,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fd4c5721-bac0-5652-98a6-df2a3fa1affa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:17549,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:17549/N,1f76e364-bba8-56ba-9d2a-e83482aad932,BE-ANN07/hs/000016696,Getypt,,6,,6,,Doorslag,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1f76e364-bba8-56ba-9d2a-e83482aad932'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:5067,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:5067/N,913fd09d-12de-5b2c-9d64-aad601b7fd20,BE-ANN07/hs/000004896,Handgeschreven,"24,5 x 16,7",80,Circa,53,Maximum,,Circa,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/913fd09d-12de-5b2c-9d64-aad601b7fd20'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:6866,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:6866/N,89df5f47-7c10-5d86-a08b-406bd55a312d,BE-ANN07/hs/000006678,Handgeschreven,"21,5 x 15,8",2,,,,,Circa,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/89df5f47-7c10-5d86-a08b-406bd55a312d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:18192,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:18192/N,f86ab9f6-2eed-5f38-bea9-891c792a5ba3,BE-ANN07/hs/000017305,Verbeterde Druk,"16,5 x 14,2",102,,53,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f86ab9f6-2eed-5f38-bea9-891c792a5ba3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:7774,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:7774/N,67168f55-7424-5a8c-865e-45203fb0158a,BE-ANN07/hs/000007584,Handgeschreven,"22 x 18,7",1,,1,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/67168f55-7424-5a8c-865e-45203fb0158a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:5749,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:5749/N,281027b8-48a0-542d-844c-7c1a79b3af2f,BE-ANN07/hs/000005571,Verbeterd Typoscript,"27,5 x 21,5",128,,128,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/281027b8-48a0-542d-844c-7c1a79b3af2f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:17267,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:17267/N,3eafa787-cd6b-5e5e-b592-cb8469f10e07,BE-ANN07/hs/000016446,Handgeschreven,"21,4 x 14,5",4,,4,Maximum,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3eafa787-cd6b-5e5e-b592-cb8469f10e07'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:8481,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:8481/N,5ab19ea7-cb4e-507f-b540-ae78998e2fbb,BE-ANN07/hs/000008277,Verbeterd Typoscript,"29,6 x 21",28,,28,,Fotokopie,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5ab19ea7-cb4e-507f-b540-ae78998e2fbb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:20114,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:20114/N,0bff5ef8-564c-5a0d-a116-ae424ecb89d4,BE-ANN07/hs/000019176,Getypt,"27,5 x 21,5",2,,2,,Doorslag,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0bff5ef8-564c-5a0d-a116-ae424ecb89d4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:12065,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:12065/N,3a50597a-84d7-5c1d-8a51-5f079e137204,BE-ANN07/hs/000011541,Verbeterde Drukproef,230x160,226,,226,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3a50597a-84d7-5c1d-8a51-5f079e137204'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:10058,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:10058/N,4aee95f6-131b-5c4d-8247-6f6711aa654c,BE-ANN07/hs/000009611,Getypt,"27,5 x 21,5 cm",5,,5,,Doorslag,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4aee95f6-131b-5c4d-8247-6f6711aa654c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:18468,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:18468/N,8e653ad4-4333-52b2-a573-51baf038163c,BE-ANN07/hs/000017571,Handgeschreven,"16,5 x 20,5",62,,66,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8e653ad4-4333-52b2-a573-51baf038163c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:2576,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:2576/N,13570bb6-c09c-501d-9645-85dd1aabcd48,BE-ANN07/hs/000002481,Handgeschreven,"27,4 x 21,2",2,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/13570bb6-c09c-501d-9645-85dd1aabcd48'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:7324,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:7324/N,3a412454-c197-521d-a49b-9ea334d51db9,BE-ANN07/hs/000007136,Handgeschreven,"18,6 x 13,2",,,7,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3a412454-c197-521d-a49b-9ea334d51db9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:5319,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:5319/N,e659c288-3935-5eb4-97eb-a28a04ba98a0,BE-ANN07/hs/000005147,Handgeschreven,"34,2 x 21,5",23,,17,Maximum,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e659c288-3935-5eb4-97eb-a28a04ba98a0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:20544,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:20544/N,9f1ffc16-e95e-5de4-b96b-5306f920eeb3,BE-ANN07/hs/000019593,Verbeterd Typoscript,"29,7 x 21,1",9,,9,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9f1ffc16-e95e-5de4-b96b-5306f920eeb3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:14918,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:14918/N,faca151c-315f-5a15-b065-f34d0d374948,BE-ANN07/hs/000014226,Handgeschreven,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/faca151c-315f-5a15-b065-f34d0d374948'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:16925,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:16925/N,c347ff23-45fd-5ffd-aeca-52174e55de94,BE-ANN07/hs/000016125,Handgeschreven,"21 x 16,5",1,,1,Maximum,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c347ff23-45fd-5ffd-aeca-52174e55de94'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:17637,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:17637/N,88a0941b-49b7-54a7-b07c-3ec4ddd1ca46,BE-ANN07/hs/000016777,Handgeschreven,,4,,2,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/88a0941b-49b7-54a7-b07c-3ec4ddd1ca46'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:12435,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:12435/N,9720d776-2b34-5470-814f-906a74a1cbf4,BE-ANN07/hs/000011889,Verbeterde Druk,180x120,80,,40,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9720d776-2b34-5470-814f-906a74a1cbf4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
