brocade.id,ResourceID,card,order,Archive Note,Serial Number,Acquisition Note,Source Note,Registration Number value,Location Number,Warehouse Location (begin),Warehouse Location (ende),Source Note Language,Source Note Type
tg:lhhs:9414,0f3ad576-fe86-5aa7-bec9-2200f0cb2b9b,Items,1,isad:lh:89392,,tr:lh:1228,,21479,R 564 / H (2),,,Nederlands,Noot
tg:lhhs:11537,03236c82-4e04-57e7-96a5-690d0bd90161,Items,1,isad:lh:90678,,tr:lh:7712,,200943/1-2,LL 23 / H (29),,,Nederlands,Noot
tg:lhhs:14735,f8ce87ce-a20f-5513-b5da-dcab8152ac49,Items,1,,,tr:lh:9213,,220764,B 1717 / 499,,,Nederlands,Noot
tg:lhhs:15827,74585701-9c35-589e-9e06-7cb33ec009c2,Items,1,isad:lh:120673,C 2756 / 184,tr:lh:110434,,,,,,Nederlands,Noot
tg:lhhs:4226,76ab0649-6698-58e6-bd34-be61798242bd,Items,1,isad:lh:87780,,tr:lh:3672,,71071/29,B 675 / H (1),,,Nederlands,Noot
tg:lhhs:3449,bacec724-490a-5f51-bc20-64e6e328902b,Items,1,isad:lh:87310,,tr:lh:523,,10101/2,B 995 / H (15),,,Nederlands,Noot
tg:lhhs:19557,1705df4b-c191-5add-ab6a-1da48a8859b0,Items,1,isad:lh:162846,,tr:lh:5078,,100557/1,"C 3592 / H (17), C 3592 / H (18)",,,Nederlands,Noot
tg:lhhs:1474,b28581bd-10d0-5b80-b505-7460e57a04a7,Items,1,isad:lh:86654,,,,112339/a-d,A 275 / H,,,Nederlands,Noot
tg:lhhs:9044,66b177d4-aff5-5e8f-8f17-5f05dc4eae7f,Items,1,isad:lh:89725,,tr:lh:7855,,203305,B 7307 / H (51),,,Nederlands,Noot
tg:lhhs:11167,e404cf7d-89b7-530d-93ea-2a6345ea6c91,Items,1,isad:lh:90577,,tr:lh:2857,,56546,W 353 / H (13),,,Nederlands,Noot
tg:lhhs:16358,80fe0ee0-cc1d-59fd-996e-03aab64b4459,Items,1,isad:lh:118754,,tr:lh:126435,,,L 4303 / H (1),,,Nederlands,Noot
tg:lhhs:14365,9bc79f80-d33e-50e2-818e-52135518ce44,Items,1,isad:lh:91769,,tr:lh:5832,,123523,R 1476 / H,,,Nederlands,Noot
tg:lhhs:441,1bf747f1-ab86-5d3e-a324-eb0e428bea04,Items,1,isad:lh:86225,,,,141601/a-k,"G 994 / H (Doos 12, map C)",,,Nederlands,Noot
tg:lhhs:4676,4296c72b-19e0-5c0f-ae0a-c823e9046d5e,Items,1,isad:lh:87910,,tr:lh:6688,,165680/3,B 585 / H (1),,,Nederlands,Noot
tg:lhhs:5964,fbeb29b2-6c3a-5813-b671-2a6b47812303,Items,1,isad:lh:88199,,tr:lh:6210,,144129/a-b,W 213 / H (6),,,Nederlands,Noot
tg:lhhs:7959,adce2c1a-62ae-5baf-8dfc-fbd218ed41af,Items,1,isad:lh:89252,,tr:lh:6945,,173280/18a-b,W 30266 / H,,,Nederlands,Noot
tg:lhhs:18716,1ecd91aa-abd3-5fcd-b494-22798a7d898a,Items,1,isad:lh:155607,,tr:lh:5674,,114176/1a-h,,,,Nederlands,Noot
tg:lhhs:19804,1d60c8e3-a7bc-5133-a47c-051e063ba5c1,Items,1,isad:lh:167366,,tr:lh:5863,,136957/1a-h,,,,Nederlands,Noot
tg:lhhs:1927,be026417-fa02-58c1-a206-566c657a633e,Items,1,isad:lh:86814,,tr:lh:7847,,202581/a-d,T 48399 / H,,,Nederlands,Noot
tg:lhhs:20790,d0b857d3-f965-5698-b5ec-12ae3d35ab3b,Items,1,isad:lh:178488,L 179 /,tr:lh:140162,,,,,,Nederlands,Noot
tg:lhhs:10326,cf9d8081-64ef-5970-8d75-36aba45cd9a3,Items,1,,,tr:lh:7279,,179818,BB 400 / H,,,Nederlands,Noot
tg:lhhs:8205,117106a2-a6f6-5b92-8c62-dfd6f00d22e3,Items,1,isad:lh:89357,,tr:lh:1804,,32258/5,W 173 / H (6),,,Nederlands,Noot
tg:lhhs:15124,9ba88f44-34ad-531e-8405-61182bd0a08f,Items,1,isad:lh:103307,G 1316 / 13,tr:lh:97950,,,,,,Nederlands,Noot
tg:lhhs:17119,f7fdbac9-b696-5b0c-8338-5ddef895dd4e,Items,1,isad:lh:141120,H 525 / 142,tr:lh:139769,,,,,,Nederlands,Noot
tg:lhhs:912,2a176224-c71b-5cf3-8429-d688ed753a31,Items,1,isad:lh:86314,,tr:lh:9967,,130953/626a-k,D 125 / H (22),,,Nederlands,Noot
tg:lhhs:5437,ef1eb11d-72eb-5e5c-a1c0-98ae73ef7785,Items,1,isad:lh:88199,,tr:lh:5777,,118957/1A-C,W 213 / H (1),,,Nederlands,Noot
tg:lhhs:18346,e72bf25a-b68f-5a0a-8a68-b670b1472171,Items,1,isad:lh:152130,B 8597 / 15,,,,,,,Nederlands,Noot
tg:lhhs:2258,61422899-196d-5b13-9779-8350509d5783,Items,1,isad:lh:86989,,tr:lh:5002,,99138/35a-g,A 38115 / H (4),,,Nederlands,Noot
tg:lhhs:10776,9f0b08de-a6a3-5ed8-a5da-af75ddbc34f3,Items,1,isad:lh:90307,,tr:lh:7712,,200394,LL 23 / H,,,Nederlands,Noot
tg:lhhs:10776,9f0b08de-a6a3-5ed8-a5da-af75ddbc34f3,Items,2,isad:lh:90307,,tr:lh:7712,,200395,LL 23 / H,,,Nederlands,Noot
tg:lhhs:10776,9f0b08de-a6a3-5ed8-a5da-af75ddbc34f3,Items,3,isad:lh:90307,,tr:lh:7712,,200396,LL 23 / H,,,Nederlands,Noot
tg:lhhs:8655,6133b0a3-4993-5d5f-b744-2edad74b10f3,Items,1,isad:lh:89562,,tr:lh:1966,,36280/7a-c,V 853 / H,,,Nederlands,Noot
tg:lhhs:9947,88ef5568-6d34-5deb-bb96-36c6e15c33ef,Items,1,isad:lh:90036,,tr:lh:6174,,142554,B 8596 / H (3),,,Nederlands,Noot
tg:lhhs:13859,feb4e30c-8060-5d1b-aa54-b0c4dbdfd5b6,Items,1,isad:lh:174232,,tr:lh:7657,,217850/1-2,G 3145 / H (3),,,Nederlands,Noot
tg:lhhs:11864,618a3c14-9667-50fb-9548-0986c30d1812,Items,1,isad:lh:178948,,tr:lh:3947,,75152/1-193,L 179 / H (28),,,Nederlands,Noot
tg:lhhs:15574,fd4c5721-bac0-5652-98a6-df2a3fa1affa,Items,1,isad:lh:120105,,tr:lh:6070,,137450,W 803 / H (1 (21-24)),,,Nederlands,Noot
tg:lhhs:17549,1f76e364-bba8-56ba-9d2a-e83482aad932,Items,1,isad:lh:146778,,tr:lh:3402,,,B 708 / 197-3,,,Nederlands,Noot
tg:lhhs:5067,913fd09d-12de-5b2c-9d64-aad601b7fd20,Items,1,isad:lh:88103,,tr:lh:2026,,38688/42,B 6624 / H (3),,,Nederlands,Noot
tg:lhhs:6866,89df5f47-7c10-5d86-a08b-406bd55a312d,Items,1,isad:lh:88760,,,,141208,C 384 / H (1),,,Nederlands,Noot
tg:lhhs:18192,f86ab9f6-2eed-5f38-bea9-891c792a5ba3,Items,1,isad:lh:152323,,tr:lh:6218,,144412,B 8913 / H,,,Nederlands,Noot
tg:lhhs:7774,67168f55-7424-5a8c-865e-45203fb0158a,Items,1,isad:lh:89033,,tr:lh:3178,,63342/58,W 512 / H (6),,,Nederlands,Noot
tg:lhhs:5749,281027b8-48a0-542d-844c-7c1a79b3af2f,Items,1,isad:lh:88289,,tr:lh:4456,,86022/2,R 8963 / H (12),,,Nederlands,Noot
tg:lhhs:17267,3eafa787-cd6b-5e5e-b592-cb8469f10e07,Items,1,isad:lh:130658,,tr:lh:6043,,135144/2-5,"W 803 / H (17A (450, 452-455))",,,Nederlands,Noot
tg:lhhs:8481,5ab19ea7-cb4e-507f-b540-ae78998e2fbb,Items,1,isad:lh:162562,,tr:lh:7853,,203030/1-28,,,,Nederlands,Noot
tg:lhhs:20114,0bff5ef8-564c-5a0d-a116-ae424ecb89d4,Items,1,isad:lh:170286,C 2756 / 479,tr:lh:110434,,,,,,Nederlands,Noot
tg:lhhs:12065,3a50597a-84d7-5c1d-8a51-5f079e137204,Items,1,isad:lh:90855,,tr:lh:4456,,86057/1 en 2,T 176 / H (13),,,Nederlands,Noot
tg:lhhs:10058,4aee95f6-131b-5c4d-8247-6f6711aa654c,Items,1,isad:lh:90157,,tr:lh:6855,,169547,B 82085 / H (2),,,Nederlands,Noot
tg:lhhs:18468,8e653ad4-4333-52b2-a573-51baf038163c,Items,1,isad:lh:152120,B 8597 / 20,,,,,,,Nederlands,Noot
tg:lhhs:2576,13570bb6-c09c-501d-9645-85dd1aabcd48,Items,1,isad:lh:87155,,tr:lh:1096,,19464/7,B 134 / H,,,Nederlands,Noot
tg:lhhs:7324,3a412454-c197-521d-a49b-9ea334d51db9,Items,1,isad:lh:152646,,tr:lh:568,,10914,B 921 / H (2),,,Nederlands,Noot
tg:lhhs:5319,e659c288-3935-5eb4-97eb-a28a04ba98a0,Items,1,isad:lh:88197,,tr:lh:7333,,186190/5,C 34 / H (82),,,Nederlands,Noot
tg:lhhs:20544,9f1ffc16-e95e-5de4-b96b-5306f920eeb3,Items,1,isad:lh:174919,,tr:lh:6741,,167023/3,,,,Nederlands,Noot
tg:lhhs:14918,faca151c-315f-5a15-b065-f34d0d374948,Items,1,isad:lh:86585,32,tr:lh:7604,,,,K1 A 18 B6,,Nederlands,Noot
tg:lhhs:16925,c347ff23-45fd-5ffd-aeca-52174e55de94,Items,1,,,,,,B 2777 / H,,,Nederlands,Noot
tg:lhhs:17637,88a0941b-49b7-54a7-b07c-3ec4ddd1ca46,Items,1,isad:lh:136298,,tr:lh:3032,,141.926 / 1-3,B 708 / 257,,,Nederlands,Noot
tg:lhhs:12435,9720d776-2b34-5470-814f-906a74a1cbf4,Items,1,isad:lh:151152,,tr:lh:5657,,113771/6,T 176 / H (36),,,Nederlands,Noot
tg:lhhs:10408,71fcc02e-6c9b-5dc7-a5ec-c23bbe4bbf3e,Items,1,isad:lh:90263,,tr:lh:7857,,203425,BB 230 / H (2),,,Nederlands,Noot
tg:lhhs:2126,5b190e90-c768-5398-a27b-8dccea3b96ff,Items,1,isad:lh:86904,,tr:lh:1585,,28543/1-3,A 38115 / H (2),,,Nederlands,Noot
tg:lhhs:18038,7e74fc20-ff93-53ef-ba88-78faa1c01207,Items,1,isad:lh:153946,,tr:lh:3079,,61208,C 306 / H (3),,,Nederlands,Noot
tg:lhhs:18891,8bdff66f-4c20-527a-8d64-7fda47291fa0,Items,1,isad:lh:156030,,tr:lh:7601,,198827/a-n,G 9947 / H (13),,,Nederlands,Noot
tg:lhhs:4158,3a6f2edd-79ac-55e0-af79-8458e2d852ab,Items,1,isad:lh:87765,,tr:lh:1,,23,C 34 / H (31),,,Nederlands,Noot
tg:lhhs:19783,c7fc339a-ac52-5977-bc44-00c5ee7a28aa,Items,1,isad:lh:166908,,tr:lh:5777,,119010,,,,Nederlands,Noot
tg:lhhs:6165,72b601a6-d9c7-5092-ac38-fa4380e489d8,Items,1,isad:lh:88432,,tr:lh:4610,,92438/103,W 79135 / H (9),,,Nederlands,Noot
tg:lhhs:16476,5fd3d2ab-850e-595a-8f82-f42094d577c8,Items,1,isad:lh:128356,,tr:lh:9575,,,LL 5 / H (2),,,Nederlands,Noot
tg:lhhs:12966,91fa0649-44ef-5677-a9bd-63c2ca3d8aa7,Items,1,isad:lh:91235,,tr:lh:7785,,202086/1-2,R 467 / H (22),,,Nederlands,Noot
tg:lhhs:8878,d31d55fd-af49-5e67-9e26-4ebf8b195a2d,Items,1,isad:lh:89643,,tr:lh:4148,,80427/4,M 945 / H (13),,,Nederlands,Noot
tg:lhhs:11649,51996a47-2467-5d9e-9862-5e6f03788d63,Items,1,isad:lh:90695,,tr:lh:7712,,201002/1-8,LL 23 / H (32),,,Nederlands,Noot
tg:lhhs:13674,b4db3d68-f93a-55d7-b5ef-d5814f071784,Items,1,isad:lh:91391,,tr:lh:7787,,203694/1 tot 3,G 994 / H ((Doos 18) New York archief 1/2),,,Nederlands,Noot
tg:lhhs:3367,dba8a7ae-e367-5469-92c3-ac7dc913aeac,Items,1,isad:lh:87483,,tr:lh:4456,,85927/4,H 518 / H (3),,,Nederlands,Noot
tg:lhhs:19279,33643658-a2d8-57a6-bc63-f8ca40dd5363,Items,1,isad:lh:159742,,tr:lh:7140,,178320,B 716 / H (14),,,Nederlands,Noot
tg:lhhs:4508,6e62c5f9-626a-516c-9fbb-c5730f10499c,Items,1,isad:lh:87825,,tr:lh:1372,,25768,M 446 / H (1),,,Nederlands,Noot
tg:lhhs:6535,ac4ab677-84db-5dd9-af17-3ca9c47a6197,Items,1,isad:lh:88572,,tr:lh:2039,,38707/267,V 3545 / H (3),,,Nederlands,Noot
tg:lhhs:16026,27baa694-960f-50bf-8251-d3c4b5cc9d07,Items,1,isad:lh:121656,C 2756 / 298,tr:lh:110434,,,,,,Nederlands,Noot
tg:lhhs:11219,74327130-bfae-5595-93cd-3159ac442a95,Items,1,isad:lh:90583,,tr:lh:4194,,80989,L 3045 / H (Preciosa),,,Nederlands,Noot
tg:lhhs:13224,16a37e2b-5aa6-5011-b4ef-5a119f4d1d2c,Items,1,isad:lh:89785,S 59 / 4402,tr:lh:7870,,210641/1-3,,,,Nederlands,Noot
tg:lhhs:2825,1807e67a-6e5a-5ba0-be7e-90c4f74d4325,Items,1,isad:lh:86338,,tr:lh:5778,,119496/1A-U,R 5845 / H (4),,,Nederlands,Noot
tg:lhhs:19629,45d2f8d5-5cfd-50d2-867a-d9ff9ec26040,Items,1,isad:lh:86402,,tr:lh:140276,,,O 3945 / H (7),,,Nederlands,Noot
tg:lhhs:3737,e360b1a0-0bf3-50d8-9687-135e3d36deb0,Items,1,isad:lh:87557,,tr:lh:6398,,149697/4a-b,L 761 / H (1),,,Nederlands,Noot
tg:lhhs:12823,03195429-c200-57f6-97ff-6247e9bf028e,Items,1,isad:lh:91162,S 59 / 4123,tr:lh:7870,,210580/1-6,,,,Nederlands,Noot
tg:lhhs:13731,dead18ca-d9f0-5c39-ae14-14cd399ffbc3,Items,1,isad:lh:162117,,tr:lh:7657,,217828/1-7,G 3145 / H (1),,,Nederlands,Noot
tg:lhhs:3222,26b4afc2-bebf-578e-b855-f4debf40abcb,Items,1,isad:lh:86338,,tr:lh:5778,,119580/2,R 5845 / H (8),,,Nederlands,Noot
tg:lhhs:6020,13122830-7d35-5b45-9986-3c391e7eb0f1,Items,1,isad:lh:88199,,tr:lh:5777,,118933/1A-C,W 213 / H (6),,,Nederlands,Noot
tg:lhhs:16533,dcf9eb46-4760-50aa-8dd1-8934accaa065,Items,1,isad:lh:111143,B 973 / H (2),tr:lh:685,,13307,,,,Nederlands,Noot
tg:lhhs:20952,5fc234c5-94f4-5e57-9f6a-680199c9665b,Items,1,isad:lh:174912,L 179 /,tr:lh:140162,,,,,,Nederlands,Noot
tg:lhhs:13361,6555e5a9-e900-5c80-bf33-1665111d3ddb,Items,1,isad:lh:91110,S 59 / 4215,tr:lh:7336,,186411/6a-b,,,,Nederlands,Noot
tg:lhhs:16499,d9440797-70f0-58a3-be2e-5a6acbb07cd6,Items,1,isad:lh:128357,,tr:lh:9575,,,LL 5 / H (3),,,Nederlands,Noot
tg:lhhs:380,7f27f378-e3a8-57f5-baf9-98071f45ab46,Items,1,isad:lh:86234,,tr:lh:7019,,177010,"G 994 / H (Doos 3, map C)",,,Nederlands,Noot
tg:lhhs:2960,df463c3f-8531-548a-8a57-2e1ed07b5511,Items,1,isad:lh:87290,,tr:lh:594,,11367/110,B 365 / H (5),,,Nederlands,Noot
tg:lhhs:3672,e722060b-9fd7-51c5-baf3-2bf65a479c92,Items,1,isad:lh:98532,,tr:lh:7578,,198397,H 518 / H (15),,,Nederlands,Noot
tg:lhhs:3388,cc7ac48b-f4aa-56c1-9372-d34f2fa8bc3c,Items,1,isad:lh:87309,,tr:lh:1978,,36531/11,B 995 / H (16),,,Nederlands,Noot
tg:lhhs:19296,5ccc3368-9d80-5ab4-8429-e8fd82341755,Items,1,isad:lh:153040,,tr:lh:140107,,,H 7685 / H (27),,,Nederlands,Noot
tg:lhhs:6470,2d6fe650-d5be-59c7-a8d2-359caa63d038,Items,1,isad:lh:88386,,tr:lh:4610,,88266/2,W 79135 / H (14),,,Nederlands,Noot
tg:lhhs:12989,0d61f417-1a67-53f8-999e-1afef425d19e,Items,1,isad:lh:91245,,tr:lh:7785,,202147,R 467 / H (26),,,Nederlands,Noot
tg:lhhs:8897,1e67d21a-daa2-58c7-bd7e-f4ff3296a223,Items,1,isad:lh:89677,,tr:lh:7855,,203180,B 7307 / H (10),,,Nederlands,Noot
tg:lhhs:16163,3cfef440-96e3-556f-8e6a-77bd7af57dc9,Items,1,isad:lh:120613,,tr:lh:5989,,131527/a-b,W 803 / H (4 (133)),,,Nederlands,Noot
tg:lhhs:9785,669614af-760a-5e58-a5a0-f464ce1abe33,Items,1,isad:lh:89945,,tr:lh:7609,,199074,M 28288 / H,,,Nederlands,Noot
tg:lhhs:12120,d9a67192-3468-5ecd-aa23-f425db8fad2c,Items,1,isad:lh:90886,,tr:lh:4789,,95116/7 en 8,T 176 / H (24),,,Nederlands,Noot
tg:lhhs:2433,5faf39d5-95ae-5994-8076-21df5df2b26e,Items,1,isad:lh:86724,,tr:lh:6413,,151603/2a-c,W 256 / B2 ((Periode Ludo Simons 1969-1984) 15),,,Nederlands,Noot
tg:lhhs:6923,72484174-0a37-573f-9f72-f07dfcbeb03d,Items,1,isad:lh:88783,,tr:lh:7333,,202771/4a-d,C 384 / H (6),,,Nederlands,Noot
tg:lhhs:7631,c4367889-08c9-57a3-93dd-40638e554717,Items,1,isad:lh:86792,,tr:lh:6060,,136465/1a-b,W 555 / H (11),,,Nederlands,Noot
tg:lhhs:17322,4dc7b30a-d8ad-51c9-8640-7344b609fbb3,Items,1,isad:lh:106507,,tr:lh:3568,,69640,C 195 / H,,,Nederlands,Noot
tg:lhhs:20051,381eee4f-365c-56ac-9a16-5d4de7c9c131,Items,1,isad:lh:170070,,tr:lh:2505,,49247/1-48,T 394 / H (12),,,Nederlands,Noot
tg:lhhs:12570,67729ea8-67bd-51c6-99ca-8676d6c922f0,Items,1,isad:lh:91044,,tr:lh:6040,,134622,C 2632 / H (4),,,Nederlands,Noot
tg:lhhs:6889,4454be31-ca49-59b7-9431-514a29028a3a,Items,1,isad:lh:88773,,tr:lh:6397,,149681/23,W 596 / H (4),,,Nederlands,Noot
tg:lhhs:2063,7ac96b27-70f6-5aef-a131-466140247e82,Items,1,,,,,142075,A 357155 / H,,,Nederlands,Noot
tg:lhhs:18487,107c320e-140a-5a25-9275-c4e0ce5a1928,Items,1,isad:lh:152133,B 8597 / 32,,,,,,,Nederlands,Noot
tg:lhhs:2599,81307503-0a0f-5b83-bcf5-eb0526cc758f,Items,1,isad:lh:156648,,tr:lh:7360,,195714/12,B 1705 / H (1),,,Nederlands,Noot
tg:lhhs:7261,d3d525cd-e704-5c00-9a71-af43b8cc7e6f,Items,1,isad:lh:152645,,tr:lh:1951,,35523,B 921 / H (2),,,Nederlands,Noot
tg:lhhs:16860,794c9bbb-2daf-5bb6-bead-00429476f229,Items,1,isad:lh:119222,,tr:lh:2722,,53211,,,,Nederlands,Noot
tg:lhhs:20401,e1447e40-1e1a-53f8-add9-a4d02ef2713a,Items,1,isad:lh:174502,,tr:lh:6372,,148800/6a-b,,,,Nederlands,Noot
tg:lhhs:8194,2d8436df-e4b0-5a61-97eb-e28b9376eb31,Items,1,isad:lh:89354,,tr:lh:1804,,32237/1,W 173 / H (5),,,Nederlands,Noot
tg:lhhs:19445,be4d8a9d-4195-5540-8eba-17de2ccfb7ce,Items,1,,,tr:lh:140270,,,RR 217/H,,,Nederlands,Noot
tg:lhhs:1566,fe686a51-21f5-58f4-9993-ee6c6a349761,Items,1,isad:lh:86681,,tr:lh:6090,,139364/1-14,A 315 / H (7),,,Nederlands,Noot
tg:lhhs:9156,d19f5112-5ed7-534c-841e-d2049400da27,Items,1,isad:lh:89741,,tr:lh:7140,,178250,B 716 / H (11),,,Nederlands,Noot
tg:lhhs:13048,dc539d88-d71c-5099-b556-de9d72153125,Items,1,isad:lh:91259,,tr:lh:826,,15281,V 455 / H (8),,,Nederlands,Noot
tg:lhhs:11075,0f72258c-9074-5776-9230-4d74d5c24042,Items,1,isad:lh:90531,,tr:lh:572,,11184,S 654 / H (2),,,Nederlands,Noot
tg:lhhs:14277,0a4b5882-ccc8-54d1-a3ed-3268afbc1aee,Items,1,isad:lh:90672,,,,218753/1-16,L 179 / H (82),,,Nederlands,Noot
tg:lhhs:6759,3a1dd281-53e4-5049-88f8-ee08298b6452,Items,1,isad:lh:88703,,tr:lh:2946,,59431/21,B 9324 / H (1),,,Nederlands,Noot
tg:lhhs:4764,22221a53-e892-5db5-af5f-34e2da93785d,Items,1,isad:lh:177955,,tr:lh:1056,,19399,B 585 / H (2),,,Nederlands,Noot
tg:lhhs:5876,c1bcbae0-6f4c-5f63-8977-0ce9ff1ad4e6,Items,1,isad:lh:86820,,tr:lh:2151,,40538,W 213 / H (5),,,Nederlands,Noot
tg:lhhs:1136,d001a0d7-89e1-5478-8869-32abb416ee3a,Items,1,isad:lh:86427,,tr:lh:4581,,87909/2,O 3945 / H,,,Nederlands,Noot
tg:lhhs:13418,b15498c3-9366-5db1-b1b2-7590ffda8cc3,Items,1,isad:lh:90669,,,,634484/1-24,L 179 / H (82),,,Nederlands,Noot
tg:lhhs:11425,30516a6a-ea53-55c8-8a7d-f24451b904b0,Items,1,isad:lh:90668,,tr:lh:7712,,200888/1-6,LL 23 / H (26),,,Nederlands,Noot
tg:lhhs:14627,7ab8d5c6-63a0-5d4d-ad02-776a0ebe711e,Items,1,isad:lh:91968,,tr:lh:4737,,90813/6,M 335 / H (18),,,Nederlands,Noot
tg:lhhs:15935,8d1f20bd-1e82-55cf-afe0-b425c4438f9d,Items,1,,E 147 / 50,tr:lh:9919,,147280/12,,,,Nederlands,Noot
tg:lhhs:17908,49e2b42a-a1f4-5dab-b2c1-7fa24d30c6f3,Items,1,isad:lh:149536,,tr:lh:6005,,132677/12-13,D 154 / B2 (9),,,Nederlands,Noot
tg:lhhs:6309,691e7cfa-f1d0-5c9d-b09c-c6abc299fd0c,Items,1,,,tr:lh:4861,,97000,W 928 / H,,,Nederlands,Noot
tg:lhhs:4334,d9bfb8f1-95f6-5f84-808a-8dcd5287ce45,Items,1,isad:lh:87795,,tr:lh:3672,,71071/232,B 675 / H (2),,,Nederlands,Noot
tg:lhhs:10664,f6ce3d34-c23b-5952-8835-0289b5d93b7d,Items,1,isad:lh:90444,,tr:lh:2439,,47057,T 262 / H (2),,,Nederlands,Noot
tg:lhhs:12659,24c71e1a-c167-526e-b7e5-a5940cc54832,Items,1,isad:lh:91104,,tr:lh:6558,,161777/1 - 8,V 486 / H (6),,,Nederlands,Noot
tg:lhhs:8747,56b577de-3f2e-53fa-8f1d-15eaec329a77,Items,1,isad:lh:89618,,tr:lh:2565,,50603/a -u,V 916 / H,,,Nederlands,Noot
tg:lhhs:9855,b537d587-a02f-56c2-a5ca-e83dd48249fc,Items,1,isad:lh:89996,,tr:lh:9967,,131067,B 866 / H,,,Nederlands,Noot
tg:lhhs:11976,ce2fc853-d31c-5938-85f7-d4660f7f4a2f,Items,1,isad:lh:90803,,tr:lh:4767,,93051,C 2638 / H (10),,,Nederlands,Noot
tg:lhhs:15466,508f9a82-a73a-54df-9a20-9b97a460e324,Items,1,,,tr:lh:7238,,179540,B 973 / H,,,Nederlands,Noot
tg:lhhs:5175,119f3b38-e0da-5ab0-884b-d6fdc6087dc1,Items,1,isad:lh:87824,,tr:lh:1954,,35607/100,B 675 / H (10),,,Nederlands,Noot
tg:lhhs:7148,ebf62b25-a9b0-57a8-8bc6-816f27fae2fa,Items,1,isad:lh:88869,,tr:lh:4795,,95440/2c,M 762 / H (3),,,Nederlands,Noot
tg:lhhs:18604,7d23b11b-0137-53eb-86f6-eb4298bf36ac,Items,1,isad:lh:90544,,,,,S 654 / H (9),,,Nederlands,Noot
tg:lhhs:19916,9aa407a4-7959-55ad-b9ba-e5617ca0bdfb,Items,1,isad:lh:168008,,tr:lh:6049,,135801/1a-z,G 455 / H (7),,,Nederlands,Noot
tg:lhhs:3808,d12973ce-1ad6-5838-94f4-340fc5db1430,Items,1,isad:lh:87253,,tr:lh:523,,10090/29,B 995 / H (23),,,Nederlands,Noot
tg:lhhs:1835,07be44ee-051b-560d-9bcf-43a04ed6b213,Items,1,isad:lh:86338,,tr:lh:5778,,119523/1A-D,R 5845 / H (1),,,Nederlands,Noot
tg:lhhs:10234,c830679f-facc-51e9-9930-e1cb6ee07c22,Items,1,isad:lh:90195,,tr:lh:4888,,97738,B 9081 / H,,,Nederlands,Noot
tg:lhhs:8317,f4d4ca7f-9273-598c-b28a-f429b9df33a6,Items,1,isad:lh:89402,,tr:lh:3579,,69761/a-g,W 555 / H (21),,,Nederlands,Noot
tg:lhhs:15036,92270524-ac41-5d77-91fe-27e759bea213,Items,1,isad:lh:98709,E 285 / 32,tr:lh:9330,,,,,,Nederlands,Noot
tg:lhhs:20378,92368c61-8191-5c65-a49c-3d9bef272ae4,Items,1,isad:lh:174054,,tr:lh:5729,,116106,,,,Nederlands,Noot
tg:lhhs:800,d7ab34e2-0bf9-5bc3-b28f-59da43d029c7,Items,1,isad:lh:86315,,tr:lh:5999,,131632/1-58,D 125 / H (27),,,Nederlands,Noot
tg:lhhs:5525,cc601362-bd1c-572a-a048-5e232515c196,Items,1,isad:lh:88250,,tr:lh:9967,,130702/349,W 213 / H (4),,,Nederlands,Noot
tg:lhhs:7518,56b797c0-cbfb-5120-aa33-0151cff13880,Items,1,isad:lh:86792,,tr:lh:5777,,118979/a-b,W 555 / H (9),,,Nederlands,Noot
tg:lhhs:15523,1cb04db7-c2ee-5250-aa69-5eb64badd111,Items,1,isad:lh:120055,,tr:lh:746,,14055,B 917 / H (2),,,Nederlands,Noot
tg:lhhs:5030,676d27e1-e3aa-50aa-a43c-0fde622fa961,Items,1,isad:lh:88092,,tr:lh:2026,,38687/1-31,B 6624 / H (1),,,Nederlands,Noot
tg:lhhs:18311,d1c8e7fd-545a-530d-8f43-99c766c0019b,Items,1,isad:lh:153228,B 9325 / 21,tr:lh:4455,,85879/2,,,,Nederlands,Noot
tg:lhhs:8602,06120f48-eb7e-5523-92aa-5ff3948e0049,Items,1,isad:lh:89529,,tr:lh:758,,14352/6,V 735 / H,,,Nederlands,Noot
tg:lhhs:10721,bfaf8ae5-6f46-5d88-96e3-287685e41843,Items,1,isad:lh:87854,,tr:lh:2323,,44913/1-4,L 179 / H (78),,,Nederlands,Noot
tg:lhhs:11833,d1d12530-cd1a-5a7e-880e-ebf6167af8c5,Items,1,isad:lh:90762,,tr:lh:7482,,197297,PP 91 / H (3),,,Nederlands,Noot
tg:lhhs:20397,ce2e6568-f32d-591e-b11e-3b745ad62585,Items,1,isad:lh:174311,,tr:lh:6492,,159194,T 3467 / H (11 - 12),,,Nederlands,Noot
tg:lhhs:9910,1757a2ab-0632-58fc-9f57-5d7cbec08595,Items,1,isad:lh:90033,,tr:lh:6174,,142568/3,B 8596 / H (2),,,Nederlands,Noot
tg:lhhs:15173,3e2fb151-7b16-5aae-b574-20e1d1b008df,Items,1,isad:lh:103382,G 1316 / 19,tr:lh:97950,,,,,,Nederlands,Noot
tg:lhhs:11999,ca2a309d-a45e-5f44-9365-e3e520fb5a84,Items,1,isad:lh:90839,,tr:lh:7747,,200845/2a-c,A 278 / H,,,Nederlands,Noot
tg:lhhs:945,39b40876-914b-50ce-b51b-018a0de72c7c,Items,1,isad:lh:86305,,tr:lh:1953,,35619/a-e,D 125 / H (30),,,Nederlands,Noot
