brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Location Number,Archive Note,Warehouse Location (begin),adm.note,Serial Number,Warehouse Location (ende),adm.note.language,adm.note.type
tg:lhob:520,36dfc5af-f0fe-57bf-943f-4561ebc411c7,Items,1,,,L 464 / E,,,,,,Nederlands,remarks
tg:lhob:388,32446758-f41f-588b-96b2-8b998a5e9d4b,Items,1,tr:lh:2718,53789,B 368 / V,,V3 B 1 A1,Doos 15 / 30,,,Nederlands,remarks
tg:lhob:672,a9b43901-6dde-5806-a385-b446784abce8,Items,1,tr:lh:6444,158198,J 422 / E,,,,,,Nederlands,remarks
tg:lhob:222,4a8f8f16-cfdf-5c58-9732-35cb89d2cd73,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 1,,,Nederlands,remarks
tg:lhob:367,4e734535-cb36-5267-95ec-c47c9e542fd4,Items,1,,81.139,,isad:lh:134769,V3 B 1 A1,,Doos 15 / 9,,Nederlands,remarks
tg:lhob:53,648d423d-a033-58f4-9751-fe50eea40467,Items,1,tr:lh:6603,166281,,isad:lh:123315,V3 D 1 A2,,G 395 / 1,V3 D 1 A2,Nederlands,remarks
tg:lhob:625,fa1c69db-2ee0-5b8f-b6b8-cb3bc069ffbd,Items,1,,,K 9045 / E,,,,,,Nederlands,remarks
tg:lhob:330,c571dfb3-77ca-5912-b84c-bd60bed483d8,Items,1,tr:lh:6976,178731,D 716 / V,isad:lh:134590,V3 B 1 A1,Doos 14 / 11,,,Nederlands,remarks
tg:lhob:449,ec260e66-10ae-5dfc-b2b5-32ec41e3a995,Items,1,,63002/17,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:633,f21fbbdb-26bb-591e-9398-6124a4668718,Items,1,,,K 9045 / E,,,,,,Nederlands,remarks
tg:lhob:263,878376c8-056e-5d6d-b0de-1f65d45905c9,Items,1,tr:lh:3327,66375,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 11 / 43,,,Nederlands,remarks
tg:lhob:326,e548aa1e-4b19-505c-9aa0-1a564d99f098,Items,1,,203541,M 6147 / V,isad:lh:134513,V3 B 1 A1,Doos 14 / 7,,,Nederlands,remarks
tg:lhob:12,daf262e5-beb2-56dc-81a2-2b8d1994aff7,Items,1,tr:lh:9894,,S 292 / V,,,,,,Nederlands,remarks
tg:lhob:664,1b1f8a2a-c808-5715-826a-c2223ab3fedd,Items,1,tr:lh:6341,148070,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:371,26fa1cda-3bb5-58fb-81bc-7b049e1e9a2e,Items,1,tr:lh:4094,79450,,,V3 B 1 A1,,Doos 15 / 13,,Nederlands,remarks
tg:lhob:408,dad4adfb-5ce5-5b87-9fe1-020352a12f6a,Items,1,tr:lh:139771,,,isad:lh:141528,V3 B,,,,Nederlands,remarks
tg:lhob:32,c2e2d8c0-0eb7-5385-b1d4-dc1ad36e8222,Items,1,tr:lh:2072,38821/2,C 34 / E,,V2 F,,,,Nederlands,remarks
tg:lhob:490,a6997db7-dfc2-5414-b2da-501b4a799b87,Items,1,tr:lh:6595,166145,A 493 / V,isad:lh:134459,V3 D,,,,Nederlands,remarks
tg:lhob:306,5c05dc28-3f90-51ed-9553-7ae652309d48,Items,1,tr:lh:2432,50027,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 13 / 6,,,Nederlands,remarks
tg:lhob:613,a4eaf841-6cd4-58a4-91cf-cea23a2fdc39,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:243,d4d060ff-a609-5e25-90c7-d159e7e61105,Items,1,tr:lh:7369,195785,N 4935 / V,isad:lh:134344,V3 B 1 A1,Doos 11 / 21,,,Nederlands,remarks
tg:lhob:428,f9b0453d-2afb-5fa0-b6ef-d8b66b52476c,Items,1,tr:lh:2412,46618,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:582,f8fb498f-ffd0-5b1b-9b30-d55e2becf366,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:701,0d05e880-ea32-51ea-934b-ed5b401fcbfe,Items,1,tr:lh:7376,,K 376 / V,isad:lh:134288,V3 D,,,,Nederlands,remarks
tg:lhob:214,21ef8231-2324-53e8-92df-a86af468c875,Items,1,tr:lh:6603,166287,G 395 / V,isad:lh:123315,V3 B 1 A1,,,,Nederlands,remarks
tg:lhob:644,61ae216a-8a16-5645-b90c-7a1d1d554dd2,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:594,04894238-622e-5ed4-b8ff-25eccd38ec61,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:347,74b3bb6b-779a-50d6-a5f9-1e3852b52cab,Items,1,,,J 257 / V en J 2547 / V,isad:lh:134720,V3 B 1 A1,Doos 14 / 28,,,Nederlands,remarks
tg:lhob:652,b155767d-0548-584a-ab07-6086cd0c7b41,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:202,20066bb0-bce3-5c05-b3af-2084a0f452cc,Items,1,,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 9 / 5,,,Nederlands,remarks
tg:lhob:486,d9499df7-ad52-5058-b9ff-bf65ee42df3f,Items,1,tr:lh:6284,146036,H 7653 / V,isad:lh:134769,V3 D,,,,Nederlands,remarks
tg:lhob:24,f4c829c8-d54e-511b-a9d6-9f8073b5073c,Items,1,tr:lh:3702,71568,,isad:lh:98423,V2 F,Er is nog een vierde exemplaar van deze medaille met inschrijvingsnummer 63409,,,Nederlands,remarks
tg:lhob:193,83258e3f-8d17-558c-83d2-c78267832032,Items,1,,,C 397 / V,isad:lh:134688,V3 B 1 A1,Doos 8 / 2,,,Nederlands,remarks
tg:lhob:310,cafdae75-d8c4-5576-a18b-4a9d62e2dd49,Items,1,tr:lh:2432,50027,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 13 / 10,,,Nederlands,remarks
tg:lhob:740,4634e426-77f1-5278-8ba4-c33bb6c05ebd,Items,1,tr:lh:140162,,,isad:lh:134693,,,L 179 /,,Nederlands,remarks
tg:lhob:255,e3f6e056-d25b-58ae-b4b4-cca975a8ef13,Items,1,,159071,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 11 / 35,,,Nederlands,remarks
tg:lhob:605,957c67ac-675a-5bc8-9d10-e8e6a8fda771,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:412,fa1ebdaa-5d27-59f4-916b-fb3f8abf958e,Items,1,tr:lh:139771,,,isad:lh:141528,V3 B,,,,Nederlands,remarks
tg:lhob:557,c2676822-20d3-5439-9a42-5c27d84e0d8f,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:384,40b9a4e5-a38f-5d81-ab1a-d6e219b11764,Items,1,tr:lh:4094,79450,B 745 / V,,V3 B 1 A1,Doos 15 / 26,,,Nederlands,remarks
tg:lhob:691,cd521e4b-47fa-5193-a275-9e1c1108c939,Items,1,tr:lh:2718,53788,R 985 / E,,,,,,Nederlands,remarks
tg:lhob:445,b80031e4-5f62-5669-baa2-89b43848ea61,Items,1,tr:lh:5450,107501/2,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:150,c4c251f0-92eb-5194-abef-c9620d4f2192,Items,1,tr:lh:4574,87833,C 3664 / V,isad:lh:134586,V3 B 1 A1,Doos 4 / 17,,,Nederlands,remarks
tg:lhob:500,45457980-fea2-5514-9e35-4226a03026cd,Items,1,tr:lh:3099,62177,D 9565 / V,isad:lh:154727,V3 D,,,,Nederlands,remarks
tg:lhob:629,0805a40b-7603-5691-9bdb-2db9257c9fa1,Items,1,,,K 9045 / E,,,,,,Nederlands,remarks
tg:lhob:279,65f54b1d-c8a8-5f2c-9dc9-dbf409aefd09,Items,1,,203541,M 6147 / V,isad:lh:134513,V3 B 1 A1,Doos 12 / 10,,,Nederlands,remarks
tg:lhob:296,b8afcb4f-5eaf-51fa-a596-63ac0c2adcd6,Items,1,,203541,M 6147 / V,isad:lh:134513,V3 B 1 A1,Doos 12 / 24,,,Nederlands,remarks
tg:lhob:516,0847d133-0ada-5261-bee0-1f179bc0f263,Items,1,tr:lh:140246,,,,V3 D,,,,Nederlands,remarks
tg:lhob:146,d0ac0298-3a56-5dae-93ec-fb8586cac684,Items,1,tr:lh:7369,195785,N 4935 / V,isad:lh:134344,V3 B 1 A1,Doos 4 / 13,,,Nederlands,remarks
tg:lhob:280,e1374b69-f39c-5d93-9ce0-19ab21cfd845,Items,1,tr:lh:3593,70096,P 245 / V,isad:lh:134714,V3 B 1 A1,Doos 12 / 11,,,Nederlands,remarks
tg:lhob:404,bf22732e-9980-5ef8-8bbc-2084af072577,Items,1,,,,isad:lh:134493,V3 B 1 A1,,Doos 15 / 48,,Nederlands,remarks
tg:lhob:111,21003aa0-627f-5371-9da3-4d8a050ac4cc,Items,1,tr:lh:6487,239882,,isad:lh:134458,V3 B 1 A1,,Doos 3 / 1,,Nederlands,remarks
tg:lhob:541,0eacb309-0eea-575a-9882-69edee6dcb91,Items,1,tr:lh:6603,163546,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:392,4c8a9047-cfed-5b6f-8c50-6cc251612839,Items,1,tr:lh:3240,64532,B 707 / V,,V3 B 1 A1,Doos 15 / 36,,,Nederlands,remarks
tg:lhob:668,a0f21350-691e-542a-9522-1c1d462895f2,Items,1,tr:lh:479,9359,H 635 / E,,,,,,Nederlands,remarks
tg:lhob:238,dc472710-8a9a-5090-a40d-74f694fbec1f,Items,1,tr:lh:6484,159014,R 578 / V,isad:lh:134699,V3 B 1 A1,Doos 11 / 15,,,Nederlands,remarks
tg:lhob:687,b07fea49-9c66-5452-82d8-fa8ae8753072,Items,1,tr:lh:2718,53784,R 985 / E,,,,,,Nederlands,remarks
tg:lhob:393,91f52600-dd4d-581b-9fc5-95ce8382136b,Items,1,tr:lh:6487,,B 417 / V,isad:lh:134458,V3 B 1 A1,Doos 15 / 37,,,Nederlands,remarks
tg:lhob:669,99971970-cd59-5bea-9018-9da7addd5df3,Items,1,tr:lh:6990,174819,H 9558 / E,,,,,,Nederlands,remarks
tg:lhob:239,7db9392a-b61a-54d1-baa5-01402bb3c3c2,Items,1,,220365,L 179 / V,isad:lh:134693,V3 B 1 A1,Doos 11 / 26,,,Nederlands,remarks
tg:lhob:686,0e5b4474-c4fc-5c95-be67-4581dfa24d7d,Items,1,tr:lh:2718,53787,R 985 / E,,,,,,Nederlands,remarks
tg:lhob:405,c1ec09b3-4403-5951-8a75-9ea33de742ae,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,,Doos 16,,Nederlands,remarks
tg:lhob:110,5f557926-25a7-52a1-b283-2494e25a258f,Items,1,tr:lh:1619,29142 / 1,,isad:lh:134449,V3 B 1 A1,,Doos 2 / 34,,Nederlands,remarks
tg:lhob:540,5bdf03ee-6079-52b7-929e-406219366c62,Items,1,tr:lh:6603,163539,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:281,b7afbe19-8afd-5b57-b1c5-77a14ae549c3,Items,1,,,J 257 / V en J 2547 / V,isad:lh:134720,V3 B 1 A1,Doos 12 / 12,,,Nederlands,remarks
tg:lhob:517,67a2d57d-38ad-5c12-857c-f1fa93080862,Items,1,tr:lh:6566,162309,H 6995 / E,,,,,,Nederlands,remarks
tg:lhob:147,bee1fb81-3b0f-587b-8264-45bb4cb6d0ad,Items,1,tr:lh:5734,46456,,isad:lh:134449,V3 B 1 A1,,Doos 4 / 14,,Nederlands,remarks
tg:lhob:628,b31c9fec-9caf-5db1-bfbb-ed06d7c8efc3,Items,1,,,K 9045 / E,,,,,,Nederlands,remarks
tg:lhob:278,55934b7a-b56e-55e0-90e4-bfa8ebcb542e,Items,1,,203541,M 6147 / V,isad:lh:134513,V3 B 1 A1,Doos 12 / 9,,,Nederlands,remarks
tg:lhob:297,8ae6f6c2-6493-57b1-9fc8-08b3b23cedb8,Items,1,,140507,O 155 / V,isad:lh:134740,V3 B 1 A1,Doos 12 / 25,,,Nederlands,remarks
tg:lhob:444,d4272d7c-0b49-5df9-8ef6-fe611cd726e4,Items,1,tr:lh:5450,107501/1,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:151,b51fbb3c-e7da-554f-8e84-ca9e4e121aaf,Items,1,tr:lh:6976,178731,,isad:lh:134590,V3 B 1 A1,,Doos 4 / 18,,Nederlands,remarks
tg:lhob:501,052145bb-04c1-58a1-bc9a-a6cad1145258,Items,1,tr:lh:4238,82130,,isad:lh:154728,V3 D,,,,Nederlands,remarks
tg:lhob:385,c6e822b7-876b-5030-acaf-1604685aba95,Items,1,tr:lh:2432,50028,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 15 / 27,,,Nederlands,remarks
tg:lhob:690,9be4f437-2a23-58d6-9279-8a47b052bfaf,Items,1,tr:lh:2718,53788,R 985 / E,,,,,,Nederlands,remarks
tg:lhob:413,f7a43474-4cc6-537d-9e49-2b293d8bd09a,Items,1,tr:lh:139771,,,isad:lh:141528,V3 B,,,,Nederlands,remarks
tg:lhob:556,7c866e93-8b53-5927-88ed-b4f5a1482846,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:106,59d33f40-92ae-5770-99c0-ae4869d5fcbb,Items,1,tr:lh:6294,,,isad:lh:134442,V3 B 1 A1,,Doos 2 / 23-26,,Nederlands,remarks
tg:lhob:311,996562ab-7336-5ae0-aa82-88e74ac3c714,Items,1,tr:lh:1616,29112,K 3024 / V,isad:lh:134305,V3 B 1 A1,Doos 13 / 11,,,Nederlands,remarks
tg:lhob:254,11565e80-bcba-55e2-b8bb-6a36f784cbe9,Items,1,,159071,,isad:lh:134703,V3 B 1 A1,,Doos 11 / 33,,Nederlands,remarks
tg:lhob:604,c06a8b1b-742e-53ab-a0b3-a4cbf7ff9b3b,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:25,e908082e-52a4-5ecc-9309-2f0c99e9c5ac,Items,1,tr:lh:2412,46476,C 34 / E,,V2 F,,,,Nederlands,remarks
tg:lhob:192,01fcf987-aae1-5c65-b6df-aee3f3d3ccce,Items,1,tr:lh:6444,158170 / 1,J 422 / V,isad:lh:134507,V3 B 1 A1,Doos 8 / 1,,,Nederlands,remarks
tg:lhob:716,bf4d3de2-9dc9-5001-90ca-d2e873d41663,Items,1,,,BB 210 / V,isad:lh:173612,V3 B,In verwerking,,,Nederlands,remarks
tg:lhob:653,794d80cc-95e7-56be-b3be-db2821d1b92a,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:203,931d0ea2-7c1c-59ca-a071-26de559e7ea8,Items,1,tr:lh:3327,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 9 / 6,,,Nederlands,remarks
tg:lhob:72,832f66ed-88a0-51e6-ae90-4a250dcaa89a,Items,1,tr:lh:3240,64.523,B 707 / V,isad:lh:134285,V3 B 1 A1,Doos 1 / 4,,,Nederlands,remarks
tg:lhob:595,b1b379a0-4435-5cd6-96e0-f82ea0698440,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:350,4931b31f-08a9-5a33-8806-33105b52299e,Items,1,,,,isad:lh:134720,V3 B 1 A1,,Doos 14 / 31,,Nederlands,remarks
tg:lhob:700,e23288ee-aaa0-55b6-a9dc-96ef68bc2b6d,Items,1,tr:lh:7376,,K 376 / V,isad:lh:134288,V3 D,,,,Nederlands,remarks
tg:lhob:215,57c2f6c9-b609-5804-beda-d4d58e5ac27c,Items,1,,,E 285 / V,isad:lh:112099,,,,,Nederlands,remarks
tg:lhob:645,9150ed52-52fe-57b2-ae8d-fc7ced1a57c1,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:429,2e1e71bb-9c3b-51d5-97ba-d96e3817933b,Items,1,tr:lh:2412,46610,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:583,18a65b7e-9471-5949-94ff-6b66d51eecf3,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:307,0df1342b-a227-57fc-8aa6-c679fdac8fe8,Items,1,tr:lh:2432,50027,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 13 / 7,,,Nederlands,remarks
tg:lhob:612,e0a684be-4e70-5d03-9269-74d27cda3588,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:242,1522fb40-e86a-5a0c-b9b6-51e80bab9202,Items,1,tr:lh:1620,29145,W 803 / v,isad:lh:134698,V3 B 1 A1,Doos 11 / 19,,,Nederlands,remarks
tg:lhob:33,0bc17f47-d226-57ef-a470-77674e754ae6,Items,1,tr:lh:2412,46475/42,C 34 / E,,V2 F,,,,Nederlands,remarks
tg:lhob:491,45e7055e-6590-5f44-99a7-266c28a80e11,Items,1,,,M 762 / V,isad:lh:134449,V3 D,,,,Nederlands,remarks
tg:lhob:184,e3aecdd4-c237-578b-a82d-5a6028b15912,Items,1,tr:lh:7438,57484,S 7484 / V,isad:lh:134605,V3 B 1 A1,Doos 7 / 3 - 4,,,Nederlands,remarks
tg:lhob:409,11996fd8-5ae8-5d16-a70e-ece01d224110,Items,1,tr:lh:139771,,,isad:lh:141528,V3 B,,,,Nederlands,remarks
tg:lhob:235,a43371f8-3cd4-553d-b0bf-7bd8c6551d98,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 12,,,Nederlands,remarks
tg:lhob:665,e966495f-c9e1-5fc0-a91c-9bebc329e56c,Items,1,tr:lh:6341,148070,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:370,11685648-8e1e-5273-90da-80fce8a310e2,Items,1,,,,isad:lh:134700,V3 B 1 A1,,Doos 15 / 12,,Nederlands,remarks
tg:lhob:13,901a5041-b16f-567e-b8e3-2e6e51230651,Items,1,,,S 292 / V,,,In verwerking: Ruimte V2 A.,,,Nederlands,remarks
tg:lhob:632,9e5b3831-26c7-51a3-8540-ef2de9857671,Items,1,,,K 9045 / E,,,,,,Nederlands,remarks
tg:lhob:262,3518ee1c-75b6-54b2-a488-09cc1b56adce,Items,1,,78213,,isad:lh:134706,V3 B 1 A1,"Doos 11 / 41
",Doos 11 / 41,,Nederlands,remarks
tg:lhob:327,58dcba6e-aa07-5f45-b343-aec8655eff90,Items,1,tr:lh:7224,82350,H 635 / V,isad:lh:134273,V3 B 1 A1,Doos 14 / 8,,,Nederlands,remarks
tg:lhob:448,bbed8364-c078-57dd-bc7b-bec9ad3be94e,Items,1,,58252,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:274,3971c9bc-2e36-58a9-86f3-09084647bf74,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 12 / 5,,,Nederlands,remarks
tg:lhob:624,6326e099-7e01-51a2-b231-624f1d2815b7,Items,1,,,K 9045 / E,,,,,,Nederlands,remarks
tg:lhob:331,377a79d9-9f98-5c73-b273-7eb0e2602385,Items,1,tr:lh:3327,66375,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 14 / 12,,,Nederlands,remarks
tg:lhob:389,6d861e9f-2463-5419-bebe-20cb1bd83805,Items,1,tr:lh:2212,42162,H 635 / V,isad:lh:134273,V3 B 1 A1,Doos 15 / 31,,,Nederlands,remarks
tg:lhob:673,9786a775-50d3-5b3f-ab6b-92b54432dfe4,Items,1,tr:lh:6444,158198,J 422 / E,,,,,,Nederlands,remarks
tg:lhob:223,9684c488-8ba9-5dfa-b7ce-c9edf15c17b4,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 2,,,Nederlands,remarks
tg:lhob:366,eb07e0d8-9c7f-5054-acf8-f195c103b995,Items,1,,126302,,isad:lh:134769,V3 B 1 A1,,Doos 15 / 8,,Nederlands,remarks
tg:lhob:29,0abbb864-a72f-5827-bc94-3da0b5ff30af,Items,1,tr:lh:1197,20544,C 34 / E,,V2 F,,,,Nederlands,remarks
tg:lhob:171,48f0f655-1c45-5057-b8de-c34768a29c65,Items,1,tr:lh:6607,166289,G 395 / V,isad:lh:123315,V3 B 1 A1,Doos 5 / 11,,,Nederlands,remarks
tg:lhob:608,2394b8f9-5649-5c7b-aca1-338472ca21aa,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:258,dcdb4665-fc35-54fd-891c-8264c382dc77,Items,1,,159071,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 11 / 38,,,Nederlands,remarks
tg:lhob:576,0d0b68e6-bf4c-51bd-9c68-49c8d28ca7f8,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:126,a82c1619-d126-5182-9c07-72a2be25ae0e,Items,1,tr:lh:6603,166267,,isad:lh:123315,V3 B 1 A1,,Doos 3 / 16,,Nederlands,remarks
tg:lhob:91,51bcdd84-ad82-5039-b142-824707838573,Items,1,tr:lh:3240,64.524,B 707 / V,isad:lh:134285,V3 B 1 A1,Doos 1 / 20,,,Nederlands,remarks
tg:lhob:433,b920250f-639d-5a4c-983d-5dd5673e9b3b,Items,1,tr:lh:2030,37967,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:599,9dd2c8f4-51b0-502c-aad1-9454632f03ec,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:68,a027141a-ffad-5620-adb4-ce7b4525cf5f,Items,1,tr:lh:7224,42162,H 635 / V,isad:lh:134273,V3 B 1 A1,Doos 1 / 1,,,Nederlands,remarks
tg:lhob:130,d2e28564-2a8e-5597-b149-67a050d08044,Items,1,tr:lh:6444,158167 / 1 - 5,,isad:lh:134507,V3 B 1 A1,,Doos 3 / 20 - 24,,Nederlands,remarks
tg:lhob:560,11a66dca-0449-543d-99fb-2c818ca194f6,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:425,2dfa96ce-cdd0-540e-9414-9630bb04ca23,Items,1,tr:lh:2030,37960,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:649,7b87b34f-b0d7-5862-a8c0-0ea01a21c757,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:537,53f7b235-2807-54e2-bd29-7a64e2c668d7,Items,1,tr:lh:6603,163536,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:188,4689e55a-8764-5246-8768-eb25470cecf2,Items,1,tr:lh:6603,166267,G 395 / V,isad:lh:123315,V3 B 1 A1,Doos 3 / 16,,,Nederlands,remarks
tg:lhob:496,37ff6891-cf8a-54d8-9557-0d3cebc3a77b,Items,1,tr:lh:3590,69897,M 8235 / V,isad:lh:154724,V3 D,,,,Nederlands,remarks
tg:lhob:34,7b8df9a1-d122-572b-a662-39c2f18821d6,Items,1,tr:lh:2412,46477,C 34 / E,,V2 F,,,,Nederlands,remarks
tg:lhob:183,51d14ff3-417d-5acb-b57a-ec2871082d85,Items,1,tr:lh:6444,158170,J 422 / V,isad:lh:134507,V3 B 1 A1,Doos 7 / 2,,,Nederlands,remarks
tg:lhob:300,f56cc376-7b59-5976-b38c-8dd2085e4719,Items,1,tr:lh:6341,166252,G 395 / V,isad:lh:123315,V3 B 1 A1,Doos 11 / 27,,,Nederlands,remarks
tg:lhob:615,f8aa0bd6-8ce0-551d-a9f2-424088bfa502,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:245,d80cadcb-0479-54b6-a569-2ba22a8ec06c,Items,1,tr:lh:1492,29131,S 9685 / V,isad:lh:134678,V3 B 1 A1,Doos 11 / 23,,,Nederlands,remarks
tg:lhob:584,a142c670-1448-5f31-8506-1b5e5bf7e04f,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:357,bf488e8e-0d36-5e38-8c12-df9cc968fa9f,Items,1,tr:lh:3327,66375,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 14 / 37,,,Nederlands,remarks
tg:lhob:707,d40bddeb-b5c7-506e-b498-eddb8cdfffef,Items,1,tr:lh:7376,,,isad:lh:134288,V3 D,,,,Nederlands,remarks
tg:lhob:212,15bf4d86-658f-52f5-ad9a-be345a4b0242,Items,1,tr:lh:2212,42119,S 105 / V,isad:lh:134692,V3 B 1 A1,,,,Nederlands,remarks
tg:lhob:642,85978d7b-a992-52ce-a165-7bd6e6b09f83,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:75,3dbbdc18-0865-5d77-9efa-fab4fb0f369d,Items,1,tr:lh:3240,64.525,B 707 / V,isad:lh:134285,V3 B 1 A1,Doos 1 / 7,,,Nederlands,remarks
tg:lhob:592,c8b0a311-f508-576c-b881-12fdd3e2a6af,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:438,6f28533f-42ab-5f5e-b5cb-0cfffc2deb2e,Items,1,tr:lh:2412,46677,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:711,5b75ffcb-57f1-5a2f-b136-caaaa207e972,Items,1,,,BB 210 / V,isad:lh:148672,V3 B,In verwerking,,,Nederlands,remarks
tg:lhob:341,54729d75-2537-5a13-b59c-576390317029,Items,1,tr:lh:3899,74484,,isad:lh:134801,V3 B 1 A1,,Doos 14 / 22,,Nederlands,remarks
tg:lhob:654,70c17f3d-cfb3-5cc3-af04-39a6961934a9,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:204,86f82254-f067-5e4b-a720-677f9d4f3025,Items,1,tr:lh:6595,,A 493 / V,isad:lh:134459,V3 B 1 A1,Doos 9 / 7,,,Nederlands,remarks
tg:lhob:22,7f864c3b-be14-5d83-b402-32c5910c4c66,Items,1,tr:lh:2030,37962,,isad:lh:98424,,,,,Nederlands,remarks
tg:lhob:480,4eddf98a-a658-5b87-9bc0-0e57708f41b8,Items,1,tr:lh:4005,76620,M 8235 / V,isad:lh:154724,V3 D,,,,Nederlands,remarks
tg:lhob:195,bb57ff9c-2c5a-58d4-98c7-68e3ccb0b883,Items,1,tr:lh:9709,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 8 / 4,,,Nederlands,remarks
tg:lhob:316,c28664a6-cbde-50f1-8a4c-14a572bbc3b3,Items,1,tr:lh:4743,91725,B 708 / V,isad:lh:134757,V3 B 1 A1,Doos 13 / 15,,,Nederlands,remarks
tg:lhob:253,d0522115-6a2e-5480-aac8-f18be8376fc5,Items,1,,159071,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 11 / 32,,,Nederlands,remarks
tg:lhob:603,1c70cb59-17bd-520b-ab0e-5aee93e5e48a,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:414,5ed045c7-9197-587a-8b83-a9fc7c64bf51,Items,1,tr:lh:2412,,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:551,dddc3af3-c0e3-5d6a-8a6a-4596c5b22c04,Items,1,tr:lh:7740,200995,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:101,bf302503-a541-5fed-a50f-7123481b1627,Items,1,,,,,V3 B 1 A1,,Doos 2 / 16,,Nederlands,remarks
tg:lhob:228,eeac6e45-6bfb-5ca3-8789-1efbe8266630,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 7,,,Nederlands,remarks
tg:lhob:382,66af8164-15aa-5632-952d-f7410eefbaf3,Items,1,tr:lh:6104,140 387 / 1,P 6965 / V,isad:lh:135485,V3 B 1 A1,Doos 15 / 24,,,Nederlands,remarks
tg:lhob:678,2d091452-13b0-5e58-90f3-c31f3c4689d3,Items,1,tr:lh:6898,170837,L 319 / E,,,,,,Nederlands,remarks
