Object Number,Record Type,URL,ResourceID,Reference Number,Temporary Location Note,Carrier Colour,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhsc:430,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:430/N,0f4205a7-af3c-5c82-9806-55228875ddf1,BE-ANN07/sc/000000034,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0f4205a7-af3c-5c82-9806-55228875ddf1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1055,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1055/N,96ae7ede-941d-5291-8c91-7575c76c490f,BE-ANN07/sc/000000438,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/96ae7ede-941d-5291-8c91-7575c76c490f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:963,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:963/N,ad42c05a-6a77-55bb-aa7b-ae204fa375c1,BE-ANN07/sc/000000349,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ad42c05a-6a77-55bb-aa7b-ae204fa375c1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:826,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:826/N,cf893d3b-6118-5783-9f27-fa5e4ec9ffa2,BE-ANN07/sc/000000218,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cf893d3b-6118-5783-9f27-fa5e4ec9ffa2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1110,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1110/N,dd8c1201-96cb-5dc9-b50f-0ec47b8ec90e,BE-ANN07/sc/000000492,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/dd8c1201-96cb-5dc9-b50f-0ec47b8ec90e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1669,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1669/N,b73ede10-2db2-58ee-aabf-45ab440343e7,BE-ANN07/sc/000000696,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b73ede10-2db2-58ee-aabf-45ab440343e7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1686,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1686/N,8e9b5ca9-3d1d-56f7-919a-e2247de2d72e,BE-ANN07/sc/000000702,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8e9b5ca9-3d1d-56f7-919a-e2247de2d72e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:719,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:719/N,69fba700-e4ff-578a-82b1-8e036f6d851d,BE-ANN07/sc/000000118,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/69fba700-e4ff-578a-82b1-8e036f6d851d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:975,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:975/N,993d0d9f-90fb-5011-967a-7d8c0d70fc9b,BE-ANN07/sc/000000360,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/993d0d9f-90fb-5011-967a-7d8c0d70fc9b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1043,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1043/N,b2642e64-cf40-534d-a085-d54d22e784c9,BE-ANN07/sc/000000426,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b2642e64-cf40-534d-a085-d54d22e784c9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:426,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:426/N,96889312-9663-58ed-b9ab-42b9b933c8e9,BE-ANN07/sc/000000030,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/96889312-9663-58ed-b9ab-42b9b933c8e9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1106,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1106/N,0888ef8d-6e54-5d05-8a1c-4eba5482b1fa,BE-ANN07/sc/000000488,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0888ef8d-6e54-5d05-8a1c-4eba5482b1fa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:830,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:830/N,f2af4128-948e-55cb-942b-0f2d9e052910,BE-ANN07/sc/000000222,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f2af4128-948e-55cb-942b-0f2d9e052910,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1690,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1690/N,3a671a3c-fabc-56f3-81ed-6dbaa19b91d0,BE-ANN07/sc/000000705,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3a671a3c-fabc-56f3-81ed-6dbaa19b91d0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1014,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1014/N,f3851180-1925-5a42-b8c2-7cb3fef20b5f,BE-ANN07/sc/000000399,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f3851180-1925-5a42-b8c2-7cb3fef20b5f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:888,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:888/N,e2ea8c56-b809-5924-9db2-cb8827748717,BE-ANN07/sc/000000277,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e2ea8c56-b809-5924-9db2-cb8827748717,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:5057,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:5057/N,75406f57-ce0e-5f7b-bf25-711a711c69e2,BE-ANN07/sc/000000738,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/75406f57-ce0e-5f7b-bf25-711a711c69e2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:922,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:922/N,52f35a6b-134e-5313-b4f1-cd3d68ec6b05,BE-ANN07/sc/000000309,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/52f35a6b-134e-5313-b4f1-cd3d68ec6b05,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:867,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:867/N,b9167c06-2c95-544e-a177-13224fdae55c,BE-ANN07/sc/000000258,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b9167c06-2c95-544e-a177-13224fdae55c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1151,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1151/N,3a0b92f9-b086-5b3f-b984-86c719f399b4,BE-ANN07/sc/000000533,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3a0b92f9-b086-5b3f-b984-86c719f399b4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1278,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1278/N,b491ba1b-af46-514d-9a14-1949d47ad5cc,BE-ANN07/sc/000000628,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b491ba1b-af46-514d-9a14-1949d47ad5cc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:6417,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:6417/N,7208ac2f-b04e-5096-b134-0d4ff2736efb,BE-ANN07/sc/000000752,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7208ac2f-b04e-5096-b134-0d4ff2736efb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:758,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:758/N,79ad8444-ac08-5f31-97f4-c0eab7b07850,BE-ANN07/sc/000000155,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/79ad8444-ac08-5f31-97f4-c0eab7b07850,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1297,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1297/N,7fa91ab3-4ce6-5e59-a5a3-ce9da90547c6,BE-ANN07/sc/000000639,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7fa91ab3-4ce6-5e59-a5a3-ce9da90547c6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:685,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:685/N,b690029a-e07f-538f-bdc7-940b3ed93852,BE-ANN07/sc/000000088,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b690029a-e07f-538f-bdc7-940b3ed93852,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1126,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1126/N,6f242fa3-9c42-5ee5-8990-4c9dbda195a5,BE-ANN07/sc/000000508,In Permanente vanaf 16/10/2004.,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6f242fa3-9c42-5ee5-8990-4c9dbda195a5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:810,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:810/N,9ee54047-4908-546f-a047-3871c0547230,BE-ANN07/sc/000000202,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9ee54047-4908-546f-a047-3871c0547230,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:955,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:955/N,c2c74bc9-510f-5c46-9dfd-113244f98495,BE-ANN07/sc/000000341,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c2c74bc9-510f-5c46-9dfd-113244f98495,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1063,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1063/N,d6b3c6c4-1969-5973-a355-c214d231f892,BE-ANN07/sc/000000446,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d6b3c6c4-1969-5973-a355-c214d231f892,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:778,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:778/N,e2a2eee2-520d-5e83-92aa-2f40b6bf77e6,BE-ANN07/sc/000000175,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e2a2eee2-520d-5e83-92aa-2f40b6bf77e6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:847,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:847/N,5669f751-6913-51a5-9126-5f8c0ce95ca6,BE-ANN07/sc/000000238,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5669f751-6913-51a5-9126-5f8c0ce95ca6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1171,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1171/N,1c4b92d9-55ec-5ee7-bde4-db9a4ca63ed2,BE-ANN07/sc/000000553,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1c4b92d9-55ec-5ee7-bde4-db9a4ca63ed2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:7949,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:7949/N,3003dd64-3fe9-502e-a599-ad5bb33f4143,BE-ANN07/sc/000000764,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3003dd64-3fe9-502e-a599-ad5bb33f4143,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:9404,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:9404/N,79c38a16-ce0a-5cbf-93f8-9fb4be5921df,BE-ANN07/sc/000000801,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/79c38a16-ce0a-5cbf-93f8-9fb4be5921df,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1034,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1034/N,ac31c0b7-2070-5b13-977c-839e3986dd5d,BE-ANN07/sc/000000417,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ac31c0b7-2070-5b13-977c-839e3986dd5d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:902,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:902/N,c5450e9f-5510-5cf4-b184-53cf1aec1324,BE-ANN07/sc/000000290,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c5450e9f-5510-5cf4-b184-53cf1aec1324,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:781,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:781/N,20de7983-25a8-5336-97d5-4f809a279898,BE-ANN07/sc/000000178,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/20de7983-25a8-5336-97d5-4f809a279898,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1167,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1167/N,92e16535-75bc-5b5d-92bf-a2a5a9c9ccf3,BE-ANN07/sc/000000549,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/92e16535-75bc-5b5d-92bf-a2a5a9c9ccf3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:851,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:851/N,74151a4b-8454-5561-b737-3ab1b1bafb7b,BE-ANN07/sc/000000242,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/74151a4b-8454-5561-b737-3ab1b1bafb7b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:914,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:914/N,a4dfba83-f210-58f6-bd44-9be9c3a95f3d,BE-ANN07/sc/000000301,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a4dfba83-f210-58f6-bd44-9be9c3a95f3d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1022,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1022/N,ecbdf1c7-5e39-577e-a42f-350f3b711300,BE-ANN07/sc/000000406,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ecbdf1c7-5e39-577e-a42f-350f3b711300,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:9412,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:9412/N,9b6ef5ba-0bf4-5106-807a-f5aaecc1ed63,BE-ANN07/sc/000000809,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9b6ef5ba-0bf4-5106-807a-f5aaecc1ed63,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:447,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:447/N,6ce7d351-6e3a-57dc-873f-2c95224c5624,BE-ANN07/sc/000000051,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6ce7d351-6e3a-57dc-873f-2c95224c5624,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1188,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1188/N,3230cfbd-14fa-5474-99e0-4e24a9c827a5,BE-ANN07/sc/000000567,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3230cfbd-14fa-5474-99e0-4e24a9c827a5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:693,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:693/N,5763e199-f3c3-5b74-9f41-005f7497e13d,BE-ANN07/sc/000000096,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5763e199-f3c3-5b74-9f41-005f7497e13d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:739,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:739/N,d6e645e8-fe71-5a5f-af4e-f4509483ea92,BE-ANN07/sc/000000138,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d6e645e8-fe71-5a5f-af4e-f4509483ea92,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1219,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1219/N,e1519eae-4cd8-5d24-8143-e4d7a573f46f,BE-ANN07/sc/000000588,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e1519eae-4cd8-5d24-8143-e4d7a573f46f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:806,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:806/N,c0c83a98-314a-59c9-9aa5-13ca5a0f50c9,BE-ANN07/sc/000000198,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c0c83a98-314a-59c9-9aa5-13ca5a0f50c9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1130,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1130/N,3d67e26f-4655-5fce-b4e5-6b04882dbe74,BE-ANN07/sc/000000512,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3d67e26f-4655-5fce-b4e5-6b04882dbe74,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:410,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:410/N,4e4e7b45-a6bc-5609-aab4-c75e742c034a,BE-ANN07/sc/000000014,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4e4e7b45-a6bc-5609-aab4-c75e742c034a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1075,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1075/N,5bc31604-0b9b-53b9-970a-20bda3bc1bb7,BE-ANN07/sc/000000457,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5bc31604-0b9b-53b9-970a-20bda3bc1bb7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:943,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:943/N,8214bb15-4ade-5466-8647-110925e9a0ac,BE-ANN07/sc/000000329,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8214bb15-4ade-5466-8647-110925e9a0ac,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1327,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1327/N,42be8ba1-c56f-5a29-965c-f7ef7dc7ba1d,BE-ANN07/sc/000000662,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/42be8ba1-c56f-5a29-965c-f7ef7dc7ba1d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:742,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:742/N,4f64fa2e-1349-5460-bdfc-37db32b3c724,BE-ANN07/sc/000000141,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4f64fa2e-1349-5460-bdfc-37db32b3c724,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:892,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:892/N,4bf9587a-195a-531a-b797-48d33fd3f03e,BE-ANN07/sc/000000281,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4bf9587a-195a-531a-b797-48d33fd3f03e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:938,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:938/N,2046f21b-8cb3-5f0c-80cc-8f1043ea9ac8,BE-ANN07/sc/000000325,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2046f21b-8cb3-5f0c-80cc-8f1043ea9ac8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1235,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1235/N,5855f397-594e-5c36-a3e6-abdfd9d51a52,BE-ANN07/sc/000000603,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5855f397-594e-5c36-a3e6-abdfd9d51a52,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:715,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:715/N,42b50203-c676-5008-8bfa-ec422156f497,BE-ANN07/sc/000000114,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/42b50203-c676-5008-8bfa-ec422156f497,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1370,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1370/N,d5967ff2-dfa5-580d-941d-85b75a349d73,BE-ANN07/sc/000000676,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d5967ff2-dfa5-580d-941d-85b75a349d73,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1059,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1059/N,251a4c15-a4a5-52d9-99d1-ecd68f0039d9,BE-ANN07/sc/000000442,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/251a4c15-a4a5-52d9-99d1-ecd68f0039d9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:980,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:980/N,c0668c9b-d5a4-58c1-88cf-60be1c49e8a1,BE-ANN07/sc/000000365,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c0668c9b-d5a4-58c1-88cf-60be1c49e8a1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:4922,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:4922/N,48781e86-bfd4-580d-b3d2-61bb71bfb330,BE-ANN07/sc/000000735,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/48781e86-bfd4-580d-b3d2-61bb71bfb330,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1366,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1366/N,0752d698-5559-5f26-9bc7-0c22f6cc4a98,BE-ANN07/sc/000000672,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0752d698-5559-5f26-9bc7-0c22f6cc4a98,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1736,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1736/N,6aa05d40-8cfc-5161-9022-19303f4be3f3,BE-ANN07/sc/000000718,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6aa05d40-8cfc-5161-9022-19303f4be3f3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:703,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:703/N,f22e19d6-952c-5dc0-80f4-3876137d63fd,BE-ANN07/sc/000000106,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f22e19d6-952c-5dc0-80f4-3876137d63fd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:979,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:979/N,0b460bd8-9b8e-580d-bed5-38a05bd079fd,BE-ANN07/sc/000000364,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0b460bd8-9b8e-580d-bed5-38a05bd079fd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:996,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:996/N,e45ccb0f-8b3d-5225-91ae-e7041a97d2d3,BE-ANN07/sc/000000381,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e45ccb0f-8b3d-5225-91ae-e7041a97d2d3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:884,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:884/N,e98844f2-7471-5e50-8f89-434e2287cff5,BE-ANN07/sc/000000274,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e98844f2-7471-5e50-8f89-434e2287cff5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1018,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1018/N,041882a6-2b28-57d2-a8cb-313cade7ff6a,BE-ANN07/sc/000000402,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/041882a6-2b28-57d2-a8cb-313cade7ff6a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1019,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1019/N,d09fb64f-8919-51d9-a359-d58b4c0e2d14,BE-ANN07/sc/000000403,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d09fb64f-8919-51d9-a359-d58b4c0e2d14,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:31,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:31/N,13e37524-f03c-591b-8dbf-7814a6fc95e2,BE-ANN07/sc/000000002,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/13e37524-f03c-591b-8dbf-7814a6fc95e2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1275,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1275/N,3964c2af-bd80-5a14-97b6-bb7a7dbd68cf,BE-ANN07/sc/000000626,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3964c2af-bd80-5a14-97b6-bb7a7dbd68cf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:755,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:755/N,a618abae-cf67-5ca5-b132-0189d503d307,BE-ANN07/sc/000000152,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a618abae-cf67-5ca5-b132-0189d503d307,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhsc:1330,Beeldhouwwerken,https://anet.be/record/opaclhobj/tg:lhsc:1330/N,78323621-3f0b-5c47-8140-9d63eb558080,BE-ANN07/sc/000000664,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/78323621-3f0b-5c47-8140-9d63eb558080,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
