ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Creation Actor Role,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,source_field,Creation Time Span Source Note,Depicted Item Role,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,ISAAR Brocade ID,Original Entity Relation,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type
7acdb7d5-a71a-5a86-b307-d02e7b5f8e93,tg:lhph:15043,e73_CreationTimeSpans,,,,,,,1901-uu-uu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7acdb7d5-a71a-5a86-b307-d02e7b5f8e93,tg:lhph:15043,e73_DepictedItems,2,68c597c0-894e-5974-8c5f-995b6331fd56,au::5832,,,,,,,,,,,,,keywords,"dlod={""name"":""Arthur van Dooren"",""ark"":""ark:/83110/x0/68c597c0-894e-5974-8c5f-995b6331fd56"",""uri"":""/agents/people/93686"",""id"":""au::5832"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/68c597c0-894e-5974-8c5f-995b6331fd56,,,,,,,,,,,,,,,,,,
7acdb7d5-a71a-5a86-b307-d02e7b5f8e93,tg:lhph:15043,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,"Arthur van Dooren, leunend op een tafeltje.",descriptive note,Nederlands,,,,,,,,,,,,,,,
7acdb7d5-a71a-5a86-b307-d02e7b5f8e93,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000014292,referentienummer,False,,,,,,,,,,,,
7acdb7d5-a71a-5a86-b307-d02e7b5f8e93,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:15043,brocade id,False,,,,,,,,,,,,
7acdb7d5-a71a-5a86-b307-d02e7b5f8e93,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:15043/N,brocade url,False,,,,,,,,,,,,
7acdb7d5-a71a-5a86-b307-d02e7b5f8e93,tg:lhph:15043,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8767d6f7-9028-51aa-b29c-1bd168500349"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1e5f3356-5aa0-46c7-89c6-713e32ffb4e9"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
7acdb7d5-a71a-5a86-b307-d02e7b5f8e93,tg:lhph:15043,e73_OriginalBrocade,3,77f80908-578d-5e22-b42e-b86ea48283df,,,,,,,,,,,,,,,,,,,,,,,,au::10236,keywords,"dlod={""name"":""Edward Keurvels"",""ark"":""ark:/83110/x0/77f80908-578d-5e22-b42e-b86ea48283df"",""uri"":""/agents/people/81495"",""id"":""au::10236"",""nameWithContext"":[""E. Duward""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/77f80908-578d-5e22-b42e-b86ea48283df,,,,,,,
7b1389c9-ad54-57b4-865a-1453cc2ce4e9,tg:lhph:28844,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:28844,https://data.letterenhuis.be/ark:/24970/7b1389c9-ad54-57b4-865a-1453cc2ce4e9,Foto's,,,
7b1389c9-ad54-57b4-865a-1453cc2ce4e9,tg:lhph:28844,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942-uu-uu,2057-uu-uu,In Copyright
7b1389c9-ad54-57b4-865a-1453cc2ce4e9,tg:lhph:28844,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,id/date.exposure/so,19420000,,,,,,,,,,,,,,,,,,,,,
7b1389c9-ad54-57b4-865a-1453cc2ce4e9,tg:lhph:28844,e73_CreationTimeSpans,,,,,,,1942-uu-uu,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b1389c9-ad54-57b4-865a-1453cc2ce4e9,tg:lhph:28844,e73_DepictedItems,1,95728c2d-47cb-5cbb-89b1-76781c24ac18,au::15314,,,,,,,,,,,,,keywords,"dlod={""name"":""Herman van Puymbrouck"",""ark"":""ark:/83110/x0/95728c2d-47cb-5cbb-89b1-76781c24ac18"",""uri"":""/agents/people/75198"",""id"":""au::15314"",""nameWithContext"":[""Hermann Ansbach""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/95728c2d-47cb-5cbb-89b1-76781c24ac18,,,,,,,,,,,,,,,,,,
7b1389c9-ad54-57b4-865a-1453cc2ce4e9,tg:lhph:28844,e73_DepictedItems,2,82883ab0-7e31-5bf8-ae31-75321fe37a2f,au::24152,,,,,,,,,,,,,keywords,"dlod={""name"":""Jeanne van Puymbrouck-Resseler"",""ark"":""ark:/83110/x0/82883ab0-7e31-5bf8-ae31-75321fe37a2f"",""uri"":""/agents/people/73974"",""id"":""au::24152"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/82883ab0-7e31-5bf8-ae31-75321fe37a2f,,,,,,,,,,,,,,,,,,
7b1389c9-ad54-57b4-865a-1453cc2ce4e9,tg:lhph:28844,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,Herman Van Puymbrouck met vrouw Jeanne aan een trap in de zon.,descriptive note,Nederlands,,,,,,,,,,,,,,,
7b1389c9-ad54-57b4-865a-1453cc2ce4e9,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000027772,referentienummer,False,,,,,,,,,,,,
7b1389c9-ad54-57b4-865a-1453cc2ce4e9,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:28844,brocade id,False,,,,,,,,,,,,
7b1389c9-ad54-57b4-865a-1453cc2ce4e9,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:28844/N,brocade url,False,,,,,,,,,,,,
7b1389c9-ad54-57b4-865a-1453cc2ce4e9,tg:lhph:28844,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""9dbb1331-d49d-5175-a592-a31d71bd965c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""53d1bcca-aa98-41ac-8d5e-66feb311aefc"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
7b50857e-468d-5947-a1dc-565d10406b28,tg:lhph:5531,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:5531,https://data.letterenhuis.be/ark:/24970/7b50857e-468d-5947-a1dc-565d10406b28,Foto's,,,
7b50857e-468d-5947-a1dc-565d10406b28,tg:lhph:5531,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938-09-08,2053-09-08,In Copyright
7b50857e-468d-5947-a1dc-565d10406b28,tg:lhph:5531,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,id/date.exposure/so,19380908,,,,,,,,,,,,,,,,,,,,,
7b50857e-468d-5947-a1dc-565d10406b28,tg:lhph:5531,e73_CreationTimeSpans,,,,,,,1938-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b50857e-468d-5947-a1dc-565d10406b28,tg:lhph:5531,e73_DepictedItems,1,194e700f-690d-58d8-93ad-482462939da5,au::18583,,,,,,,,,,,,,keywords,"dlod={""name"":""Fernand V. Toussaint van Boelaere"",""ark"":""ark:/83110/x0/194e700f-690d-58d8-93ad-482462939da5"",""uri"":""/agents/people/74597"",""id"":""au::18583"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/194e700f-690d-58d8-93ad-482462939da5,,,,,,,,,,,,,,,,,,
7b50857e-468d-5947-a1dc-565d10406b28,tg:lhph:5531,e73_DepictedItems,2,8439dfe3-863b-51ff-bbfb-20e5c78b016e,au::19734,,,,,,,,,,,,,keywords,"dlod={""name"":""August Vermeylen"",""ark"":""ark:/83110/x0/8439dfe3-863b-51ff-bbfb-20e5c78b016e"",""uri"":""/agents/people/51320"",""id"":""au::19734"",""nameWithContext"":[""Frits Darène"",""Halieus"",""Frans Heuvels"",""Karl-Christian-Friedrich Krause"",""Victor Lieber"",""A. van der Meere"",""Karel de Visscher""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8439dfe3-863b-51ff-bbfb-20e5c78b016e,,,,,,,,,,,,,,,,,,
7b50857e-468d-5947-a1dc-565d10406b28,tg:lhph:5531,e73_DepictedItems,3,9abda3cd-f868-5153-977d-22a2bb884b87,au::9314,,,,,,,,,,,,,keywords,"dlod={""name"":""Idel Ianchelevici"",""ark"":""ark:/83110/x0/9abda3cd-f868-5153-977d-22a2bb884b87"",""uri"":""/agents/people/87331"",""id"":""au::9314"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9abda3cd-f868-5153-977d-22a2bb884b87,,,,,,,,,,,,,,,,,,
7b50857e-468d-5947-a1dc-565d10406b28,tg:lhph:5531,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,"A. Vermeylen, I. Ianchevelici, F. Toussaint van Boelaere en andere in La Louvière.",descriptive note,Nederlands,,,,,,,,,,,,,,,
7b50857e-468d-5947-a1dc-565d10406b28,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000005214,referentienummer,False,,,,,,,,,,,,
7b50857e-468d-5947-a1dc-565d10406b28,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:5531,brocade id,False,,,,,,,,,,,,
7b50857e-468d-5947-a1dc-565d10406b28,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:5531/N,brocade url,False,,,,,,,,,,,,
7b50857e-468d-5947-a1dc-565d10406b28,tg:lhph:5531,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""aec3cc3e-21d9-5f3d-85b0-cb5fdf3d16aa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b389cd35-8335-4552-8f59-563a98fdc33c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
7b50857e-468d-5947-a1dc-565d10406b28,tg:lhph:5531,e73_MaterialRecords,2,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3c2bc98d-5c18-54ac-b035-3350ec369436"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ab3034d6-6356-42aa-8e30-91f7d45e12dd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
7c5ffa4f-8344-58c6-b317-f58ef609db11,tg:lhph:50417,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:50417,https://data.letterenhuis.be/ark:/24970/7c5ffa4f-8344-58c6-b317-f58ef609db11,Foto's,,,
7c5ffa4f-8344-58c6-b317-f58ef609db11,tg:lhph:50417,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976-uu-uu,2091-uu-uu,In Copyright
7c5ffa4f-8344-58c6-b317-f58ef609db11,tg:lhph:50417,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,id/date.exposure/so,19760000,,,,,,,,,,,,,,,,,,,,,
7c5ffa4f-8344-58c6-b317-f58ef609db11,tg:lhph:50417,e73_CreationTimeSpans,,,,,,,1976-uu-uu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c5ffa4f-8344-58c6-b317-f58ef609db11,tg:lhph:50417,e73_DepictedItems,1,9db23628-b2ea-5982-aebe-0b7e1f9b2541,au::9752,,,,,,,,,,,,,keywords,"dlod={""name"":""Karel Jonckheere"",""ark"":""ark:/83110/x0/9db23628-b2ea-5982-aebe-0b7e1f9b2541"",""uri"":""/agents/people/77259"",""id"":""au::9752"",""nameWithContext"":[""Scharensliep"",""G. Reynders""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9db23628-b2ea-5982-aebe-0b7e1f9b2541,,,,,,,,,,,,,,,,,,
7c5ffa4f-8344-58c6-b317-f58ef609db11,tg:lhph:50417,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,Op de foto staat het boek: Mijn dochter wordt sirene. Het is getrokken op de schoot van Karel Jonckheere.,descriptive note,Nederlands,,,,,,,,,,,,,,,
7c5ffa4f-8344-58c6-b317-f58ef609db11,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000048605,referentienummer,False,,,,,,,,,,,,
7c5ffa4f-8344-58c6-b317-f58ef609db11,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:50417,brocade id,False,,,,,,,,,,,,
7c5ffa4f-8344-58c6-b317-f58ef609db11,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:50417/N,brocade url,False,,,,,,,,,,,,
7c5ffa4f-8344-58c6-b317-f58ef609db11,tg:lhph:50417,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""001123ed-73e9-549c-abe6-3778c4df37cf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7f026b40-7390-40ef-a122-74a76fe533de"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
7c5ffa4f-8344-58c6-b317-f58ef609db11,tg:lhph:50417,e73_OriginalBrocade,2,71f46c5a-fae6-5f70-a6df-be2c10eb52eb,,,,,,,,,,,,,,,,,,,,,,,,au::12170,keywords,"dlod={""name"":""Manteau"",""ark"":""ark:/83110/x0/71f46c5a-fae6-5f70-a6df-be2c10eb52eb"",""uri"":""/agents/corporate_entities/15515"",""id"":""au::12170"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/71f46c5a-fae6-5f70-a6df-be2c10eb52eb,,,,,,,
7c69e3da-f1b6-51e0-91f1-23880ecf8438,tg:lhph:25650,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:25650,https://data.letterenhuis.be/ark:/24970/7c69e3da-f1b6-51e0-91f1-23880ecf8438,Foto's,,,
7c69e3da-f1b6-51e0-91f1-23880ecf8438,tg:lhph:25650,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-uu-uu,2094-uu-uu,In Copyright
7c69e3da-f1b6-51e0-91f1-23880ecf8438,tg:lhph:25650,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,id/date.exposure/so,19790000,,,,,,,,,,,,,,,,,,,,,
7c69e3da-f1b6-51e0-91f1-23880ecf8438,tg:lhph:25650,e73_CreationTimeSpans,,,,,,,1979-uu-uu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c69e3da-f1b6-51e0-91f1-23880ecf8438,tg:lhph:25650,e73_DepictedItems,1,3594bfcd-91b8-555d-802f-8e4c37e19eb6,au::10303,,,,,,,,,,,,,keywords,"dlod={""name"":""Andries Kinsbergen"",""ark"":""ark:/83110/x0/3594bfcd-91b8-555d-802f-8e4c37e19eb6"",""uri"":""/agents/people/88771"",""id"":""au::10303"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3594bfcd-91b8-555d-802f-8e4c37e19eb6,,,,,,,,,,,,,,,,,,
7c69e3da-f1b6-51e0-91f1-23880ecf8438,tg:lhph:25650,e73_DepictedItems,2,e3127ce9-6eb1-5dd0-b986-eb092fa00a4a,au::2117,,,,,,,,,,,,,keywords,"dlod={""name"":""Boekenbeurs voor Vlaanderen"",""ark"":""ark:/83110/x0/e3127ce9-6eb1-5dd0-b986-eb092fa00a4a"",""uri"":""/agents/corporate_entities/14927"",""id"":""au::2117"",""nameWithContext"":[""Week van het Vlaamse Boek""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e3127ce9-6eb1-5dd0-b986-eb092fa00a4a,,,,,,,,,,,,,,,,,,
7c69e3da-f1b6-51e0-91f1-23880ecf8438,tg:lhph:25650,e73_DepictedItems,3,5a524c66-72cf-5b69-9d0a-05fd6c0ed6e7,au::21299,,,,,,,,,,,,,keywords,"dlod={""name"":""Julien Weverbergh"",""ark"":""ark:/83110/x0/5a524c66-72cf-5b69-9d0a-05fd6c0ed6e7"",""uri"":""/agents/people/55958"",""id"":""au::21299"",""nameWithContext"":[""Anne Rooms"",""Enkidu"",""m. j."",""J. Kreykamp""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5a524c66-72cf-5b69-9d0a-05fd6c0ed6e7,,,,,,,,,,,,,,,,,,
7c69e3da-f1b6-51e0-91f1-23880ecf8438,tg:lhph:25650,e73_DepictedItems,4,741d06aa-8e10-5a24-8ef8-4897f520aaa7,au::21661,,,,,,,,,,,,,keywords,"dlod={""name"":""Antoon Wouters"",""ark"":""ark:/83110/x0/741d06aa-8e10-5a24-8ef8-4897f520aaa7"",""uri"":""/agents/people/73002"",""id"":""au::21661"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/741d06aa-8e10-5a24-8ef8-4897f520aaa7,,,,,,,,,,,,,,,,,,
7c69e3da-f1b6-51e0-91f1-23880ecf8438,tg:lhph:25650,e73_DepictedItems,5,6a2b1649-9b7c-5244-9453-6029630dfef0,au::24808,,,,,,,,,,,,,keywords,"dlod={""name"":""Koningin Fabiola"",""ark"":""ark:/83110/x0/6a2b1649-9b7c-5244-9453-6029630dfef0"",""uri"":""/agents/people/73083"",""id"":""au::24808"",""nameWithContext"":[""Fabiola de Mora y Aragón""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6a2b1649-9b7c-5244-9453-6029630dfef0,,,,,,,,,,,,,,,,,,
7c69e3da-f1b6-51e0-91f1-23880ecf8438,tg:lhph:25650,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,"Bezoek van Koningin Fabiola aan de stand van Manteau tijdens de boekenbeurs. Links: uitgever Julien Weverbergh en provinciegouverneur Andries Kinsbergen, rechts: Antoon Wouters, directeur van de Vereniging ter Bevordering van het Vlaamse Boekwezen, organisator van de beurs.",descriptive note,Nederlands,,,,,,,,,,,,,,,
7c69e3da-f1b6-51e0-91f1-23880ecf8438,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000024601,referentienummer,False,,,,,,,,,,,,
7c69e3da-f1b6-51e0-91f1-23880ecf8438,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:25650,brocade id,False,,,,,,,,,,,,
7c69e3da-f1b6-51e0-91f1-23880ecf8438,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:25650/N,brocade url,False,,,,,,,,,,,,
7c69e3da-f1b6-51e0-91f1-23880ecf8438,tg:lhph:25650,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""2d586130-8a4c-528b-afee-ca0f78340bfb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""46fd8363-8889-4469-882b-6f6f168e2df9"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
7c69e3da-f1b6-51e0-91f1-23880ecf8438,tg:lhph:25650,e73_OriginalBrocade,6,71f46c5a-fae6-5f70-a6df-be2c10eb52eb,,,,,,,,,,,,,,,,,,,,,,,,au::12170,keywords,"dlod={""name"":""Manteau"",""ark"":""ark:/83110/x0/71f46c5a-fae6-5f70-a6df-be2c10eb52eb"",""uri"":""/agents/corporate_entities/15515"",""id"":""au::12170"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/71f46c5a-fae6-5f70-a6df-be2c10eb52eb,,,,,,,
7c6ce127-52d9-5378-b09a-8086a4eb375d,tg:lhph:13669,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:13669,https://data.letterenhuis.be/ark:/24970/7c6ce127-52d9-5378-b09a-8086a4eb375d,Foto's,,,
7c6ce127-52d9-5378-b09a-8086a4eb375d,tg:lhph:13669,e73_CreationActors,1,aca54d42-11f0-563d-ace1-def87d0af0b1,au::13254,photographers,"dlod={""name"":""Oscar Mulkens"",""ark"":""ark:/83110/x0/aca54d42-11f0-563d-ace1-def87d0af0b1"",""uri"":""/agents/people/59011"",""id"":""au::13254"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/aca54d42-11f0-563d-ace1-def87d0af0b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c6ce127-52d9-5378-b09a-8086a4eb375d,tg:lhph:13669,e73_DepictedItems,2,106e1390-d515-5833-8170-a9c48d24a1e0,au::4008,,,,,,,,,,,,,keywords,"dlod={""name"":""P. Jan de Clercq"",""ark"":""ark:/83110/x0/106e1390-d515-5833-8170-a9c48d24a1e0"",""uri"":""/agents/people/53619"",""id"":""au::4008"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/106e1390-d515-5833-8170-a9c48d24a1e0,,,,,,,,,,,,,,,,,,
7c6ce127-52d9-5378-b09a-8086a4eb375d,tg:lhph:13669,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,"P. Jan de Clerq, borststuk.",descriptive note,Nederlands,,,,,,,,,,,,,,,
7c6ce127-52d9-5378-b09a-8086a4eb375d,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000012946,referentienummer,False,,,,,,,,,,,,
7c6ce127-52d9-5378-b09a-8086a4eb375d,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:13669,brocade id,False,,,,,,,,,,,,
7c6ce127-52d9-5378-b09a-8086a4eb375d,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:13669/N,brocade url,False,,,,,,,,,,,,
7c6ce127-52d9-5378-b09a-8086a4eb375d,tg:lhph:13669,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""2148cc7e-2eea-543a-9ea2-46952e2109e2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e165de68-5704-49ed-9905-66344f2891f4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
7c8813ec-12d5-55e9-b678-17d9fb1483d3,tg:lhph:20623,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:20623,https://data.letterenhuis.be/ark:/24970/7c8813ec-12d5-55e9-b678-17d9fb1483d3,Foto's,,,
7c8813ec-12d5-55e9-b678-17d9fb1483d3,tg:lhph:20623,e73_CreationActors,1,a3cc2a72-6c3e-52b8-bb67-a77b9a5a78f0,au::7327,photographers,"dlod={""name"":""Nestor Gerard"",""ark"":""ark:/83110/x0/a3cc2a72-6c3e-52b8-bb67-a77b9a5a78f0"",""uri"":""/agents/people/68507"",""id"":""au::7327"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a3cc2a72-6c3e-52b8-bb67-a77b9a5a78f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c8813ec-12d5-55e9-b678-17d9fb1483d3,tg:lhph:20623,e73_DepictedItems,2,fad10516-e230-5f0f-8737-6eadd0fe78fc,au::17762,,,,,,,,,,,,,keywords,"dlod={""name"":""Desideer Stracke"",""ark"":""ark:/83110/x0/fad10516-e230-5f0f-8737-6eadd0fe78fc"",""uri"":""/agents/people/49264"",""id"":""au::17762"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/fad10516-e230-5f0f-8737-6eadd0fe78fc,,,,,,,,,,,,,,,,,,
7c8813ec-12d5-55e9-b678-17d9fb1483d3,tg:lhph:20623,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,Desideer Stracke. Studie voor beeldhouwer Albert Poels.,descriptive note,Nederlands,,,,,,,,,,,,,,,
7c8813ec-12d5-55e9-b678-17d9fb1483d3,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000019683,referentienummer,False,,,,,,,,,,,,
7c8813ec-12d5-55e9-b678-17d9fb1483d3,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:20623,brocade id,False,,,,,,,,,,,,
7c8813ec-12d5-55e9-b678-17d9fb1483d3,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:20623/N,brocade url,False,,,,,,,,,,,,
7c8813ec-12d5-55e9-b678-17d9fb1483d3,tg:lhph:20623,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d31429aa-db46-5ba6-940b-120e58547c2a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""21230bb9-5232-4631-88ba-f68ee7b9bac5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
7c8813ec-12d5-55e9-b678-17d9fb1483d3,tg:lhph:20623,e73_OriginalBrocade,3,b14227ae-7f37-5207-b978-9c45d419a8e0,,,,,,,,,,,,,,,,,,,,,,,,au::14914,keywords,"dlod={""name"":""Albert Poels"",""ark"":""ark:/83110/x0/b14227ae-7f37-5207-b978-9c45d419a8e0"",""uri"":""/agents/people/66425"",""id"":""au::14914"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b14227ae-7f37-5207-b978-9c45d419a8e0,,,,,,,
7cf76a03-8606-5256-b1ed-6404d5ba9790,tg:lhph:37086,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:37086,https://data.letterenhuis.be/ark:/24970/7cf76a03-8606-5256-b1ed-6404d5ba9790,Foto's,,,
7cf76a03-8606-5256-b1ed-6404d5ba9790,tg:lhph:37086,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,Uitvoering van werk van Peter Benoit.,descriptive note,Nederlands,,,,,,,,,,,,,,,
7cf76a03-8606-5256-b1ed-6404d5ba9790,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000035869,referentienummer,False,,,,,,,,,,,,
7cf76a03-8606-5256-b1ed-6404d5ba9790,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:37086,brocade id,False,,,,,,,,,,,,
7cf76a03-8606-5256-b1ed-6404d5ba9790,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:37086/N,brocade url,False,,,,,,,,,,,,
7cf76a03-8606-5256-b1ed-6404d5ba9790,tg:lhph:37086,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ed2e89be-62cb-5fe1-ab73-8ec86282e71d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ad5de229-910b-4c99-bd1c-9aaee09acd85"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
