Object Number,Record Type,URL,ResourceID,Reference Number,Material Type,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhps:51446,Affiche,https://anet.be/record/opaclhobj/tg:lhps:51446/N,c9630eb9-de9b-5a2f-9ba8-7b0de0211ae8,BE-ANN07/ps/000047294,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c9630eb9-de9b-5a2f-9ba8-7b0de0211ae8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:19238,Affiche,https://anet.be/record/opaclhobj/tg:lhps:19238/N,012fedb8-ab5a-5a1d-a57e-23ffb7cf6545,BE-ANN07/ps/000018618,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/012fedb8-ab5a-5a1d-a57e-23ffb7cf6545'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:3326,Affiche,https://anet.be/record/opaclhobj/tg:lhps:3326/N,6883c6ce-3734-54c0-b29c-e7fe96edd0ac,BE-ANN07/ps/000003297,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6883c6ce-3734-54c0-b29c-e7fe96edd0ac'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:30155,Affiche,https://anet.be/record/opaclhobj/tg:lhps:30155/N,dbc876a1-4473-50ed-a26a-67a756a0c3b3,BE-ANN07/ps/000029461,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dbc876a1-4473-50ed-a26a-67a756a0c3b3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:13635,Affiche,https://anet.be/record/opaclhobj/tg:lhps:13635/N,f26d4513-29b2-5b4e-8505-43385387f5de,BE-ANN07/ps/000013151,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f26d4513-29b2-5b4e-8505-43385387f5de'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:45055,Affiche,https://anet.be/record/opaclhobj/tg:lhps:45055/N,66e57192-3094-5f8a-8802-717972b7ab89,BE-ANN07/ps/000040970,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/66e57192-3094-5f8a-8802-717972b7ab89'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:42790,Affiche,https://anet.be/record/opaclhobj/tg:lhps:42790/N,e6b7f8a7-1bd4-521d-ab2d-942131f94735,BE-ANN07/ps/000038729,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e6b7f8a7-1bd4-521d-ab2d-942131f94735'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:11608,Affiche,https://anet.be/record/opaclhobj/tg:lhps:11608/N,ec4d5732-7eb2-5068-a9d1-2d767d16db0d,BE-ANN07/ps/000011287,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ec4d5732-7eb2-5068-a9d1-2d767d16db0d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:47068,Affiche,https://anet.be/record/opaclhobj/tg:lhps:47068/N,d19f6d11-59e2-5ad5-b1f8-b26eac47df44,BE-ANN07/ps/000042950,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d19f6d11-59e2-5ad5-b1f8-b26eac47df44'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:24546,Affiche,https://anet.be/record/opaclhobj/tg:lhps:24546/N,93baca7e-1a59-5a4d-a85e-97e7a06217c8,BE-ANN07/ps/000023888,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/93baca7e-1a59-5a4d-a85e-97e7a06217c8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:43882,Affiche,https://anet.be/record/opaclhobj/tg:lhps:43882/N,3b76e9a8-ce09-5d89-ae74-ad07910c6f61,BE-ANN07/ps/000039803,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3b76e9a8-ce09-5d89-ae74-ad07910c6f61'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:59076,Affiche,https://anet.be/record/opaclhobj/tg:lhps:59076/N,1685c393-8a8e-5506-839b-f41f626bc8cc,BE-ANN07/ps/000054870,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1685c393-8a8e-5506-839b-f41f626bc8cc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:8839,Affiche,https://anet.be/record/opaclhobj/tg:lhps:8839/N,e5dad78e-0a87-5f6d-abee-d1c71e950369,BE-ANN07/ps/000008675,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e5dad78e-0a87-5f6d-abee-d1c71e950369'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:12927,Affiche,https://anet.be/record/opaclhobj/tg:lhps:12927/N,4eb5936e-562a-5640-ae2f-08fdac91ab37,BE-ANN07/ps/000012463,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4eb5936e-562a-5640-ae2f-08fdac91ab37'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:23283,Affiche,https://anet.be/record/opaclhobj/tg:lhps:23283/N,b7fe9002-bfb7-525a-a544-af7247c38608,BE-ANN07/ps/000022628,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b7fe9002-bfb7-525a-a544-af7247c38608'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:40607,Affiche,https://anet.be/record/opaclhobj/tg:lhps:40607/N,b832557f-6ce0-5a19-8c32-dabb47f81bb9,BE-ANN07/ps/000036599,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b832557f-6ce0-5a19-8c32-dabb47f81bb9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:16067,Affiche,https://anet.be/record/opaclhobj/tg:lhps:16067/N,95b34d9c-20d8-5661-ac97-ec430ab1d6d6,BE-ANN07/ps/000015514,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/95b34d9c-20d8-5661-ac97-ec430ab1d6d6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:9681,Affiche,https://anet.be/record/opaclhobj/tg:lhps:9681/N,ef8a2972-2c2b-58e3-882d-af59c466bee7,BE-ANN07/ps/000009498,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ef8a2972-2c2b-58e3-882d-af59c466bee7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:21314,Affiche,https://anet.be/record/opaclhobj/tg:lhps:21314/N,981384fd-f8e6-5e68-a44f-e8ac3a0f8e38,BE-ANN07/ps/000020676,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/981384fd-f8e6-5e68-a44f-e8ac3a0f8e38'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:43928,Affiche,https://anet.be/record/opaclhobj/tg:lhps:43928/N,dbb8478f-2770-5eef-943a-4d986165317d,BE-ANN07/ps/000039849,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dbb8478f-2770-5eef-943a-4d986165317d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:41915,Affiche,https://anet.be/record/opaclhobj/tg:lhps:41915/N,859ba593-25f8-51b3-a65f-92a57d4bd0b7,BE-ANN07/ps/000037881,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/859ba593-25f8-51b3-a65f-92a57d4bd0b7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:23329,Affiche,https://anet.be/record/opaclhobj/tg:lhps:23329/N,1f743a49-7f13-57a5-89fc-f8b4b4c16d3f,BE-ANN07/ps/000022674,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1f743a49-7f13-57a5-89fc-f8b4b4c16d3f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:8993,Affiche,https://anet.be/record/opaclhobj/tg:lhps:8993/N,3110d861-8607-5211-9be1-2e842f7b9d77,BE-ANN07/ps/000008824,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3110d861-8607-5211-9be1-2e842f7b9d77'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:56229,Affiche,https://anet.be/record/opaclhobj/tg:lhps:56229/N,ce8a988d-945e-53e9-a6d7-c7a73f7338ca,BE-ANN07/ps/000052025,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ce8a988d-945e-53e9-a6d7-c7a73f7338ca'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:29724,Affiche,https://anet.be/record/opaclhobj/tg:lhps:29724/N,583f6331-bc52-59bb-9245-b1b6f0422acf,BE-ANN07/ps/000029033,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/583f6331-bc52-59bb-9245-b1b6f0422acf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:54214,Affiche,https://anet.be/record/opaclhobj/tg:lhps:54214/N,93500389-cce1-5584-bade-e2785c0949e0,BE-ANN07/ps/000050021,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/93500389-cce1-5584-bade-e2785c0949e0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:19392,Affiche,https://anet.be/record/opaclhobj/tg:lhps:19392/N,b772ea0c-781d-533c-8b78-add8380bba9f,BE-ANN07/ps/000018771,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b772ea0c-781d-533c-8b78-add8380bba9f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:28836,Affiche,https://anet.be/record/opaclhobj/tg:lhps:28836/N,09153703-cb7c-5021-9075-f4ebec0d8c09,BE-ANN07/ps/000028148,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/09153703-cb7c-5021-9075-f4ebec0d8c09'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:6574,Affiche,https://anet.be/record/opaclhobj/tg:lhps:6574/N,89f6265f-7918-50c5-82e5-fa94db2e53ec,BE-ANN07/ps/000006448,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/89f6265f-7918-50c5-82e5-fa94db2e53ec'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:48237,Affiche,https://anet.be/record/opaclhobj/tg:lhps:48237/N,8e50916f-87c2-5ff7-8b72-d2d9f41c6598,BE-ANN07/ps/000044116,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8e50916f-87c2-5ff7-8b72-d2d9f41c6598'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:35707,Affiche,https://anet.be/record/opaclhobj/tg:lhps:35707/N,5d17d0e3-feb6-5d84-b657-e9b7ac135251,BE-ANN07/ps/000034878,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5d17d0e3-feb6-5d84-b657-e9b7ac135251'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:4549,Affiche,https://anet.be/record/opaclhobj/tg:lhps:4549/N,56957d1e-b2f7-55a3-8e87-d17503bba99d,BE-ANN07/ps/000004467,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/56957d1e-b2f7-55a3-8e87-d17503bba99d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:32538,Affiche,https://anet.be/record/opaclhobj/tg:lhps:32538/N,401c0033-7bdf-510c-bdd9-248deb54396d,BE-ANN07/ps/000031787,Doek,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/401c0033-7bdf-510c-bdd9-248deb54396d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:3776,Affiche,https://anet.be/record/opaclhobj/tg:lhps:3776/N,3c6538da-0339-5af7-8c8b-551aca42a037,BE-ANN07/ps/000003743,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3c6538da-0339-5af7-8c8b-551aca42a037'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:19668,Affiche,https://anet.be/record/opaclhobj/tg:lhps:19668/N,98aa1c86-2a51-5a83-925b-941f66c01651,BE-ANN07/ps/000019045,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/98aa1c86-2a51-5a83-925b-941f66c01651'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:30505,Affiche,https://anet.be/record/opaclhobj/tg:lhps:30505/N,f2f24c6d-8b6a-5ff8-870e-24d97406bdef,BE-ANN07/ps/000029810,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f2f24c6d-8b6a-5ff8-870e-24d97406bdef'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:51016,Affiche,https://anet.be/record/opaclhobj/tg:lhps:51016/N,281012d5-6ce8-5b73-b39e-7ec74638441e,BE-ANN07/ps/000046872,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/281012d5-6ce8-5b73-b39e-7ec74638441e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:2864,Affiche,https://anet.be/record/opaclhobj/tg:lhps:2864/N,857d7a60-4ef8-591d-a968-bf94517b7ca3,BE-ANN07/ps/000002835,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/857d7a60-4ef8-591d-a968-bf94517b7ca3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:59426,Affiche,https://anet.be/record/opaclhobj/tg:lhps:59426/N,5d033402-6698-5326-b88f-93230b6807ef,BE-ANN07/ps/000055218,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5d033402-6698-5326-b88f-93230b6807ef'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:24116,Affiche,https://anet.be/record/opaclhobj/tg:lhps:24116/N,d9cb55e0-41c6-5546-ad82-ebb44d920a82,BE-ANN07/ps/000023458,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d9cb55e0-41c6-5546-ad82-ebb44d920a82'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:45405,Affiche,https://anet.be/record/opaclhobj/tg:lhps:45405/N,ef0f6cbc-a1db-58d0-8dc5-fa723d6c3597,BE-ANN07/ps/000041315,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ef0f6cbc-a1db-58d0-8dc5-fa723d6c3597'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:13265,Affiche,https://anet.be/record/opaclhobj/tg:lhps:13265/N,76b5c9f2-79ef-5175-9349-52fd04034b61,BE-ANN07/ps/000012786,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/76b5c9f2-79ef-5175-9349-52fd04034b61'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:284,Affiche,https://anet.be/record/opaclhobj/tg:lhps:284/N,4582be58-0f85-502a-8776-b92edac07090,BE-ANN07/ps/000000282,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4582be58-0f85-502a-8776-b92edac07090'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:47438,Affiche,https://anet.be/record/opaclhobj/tg:lhps:47438/N,5d953f63-b714-5924-9732-90ba6c77149f,BE-ANN07/ps/000043317,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5d953f63-b714-5924-9732-90ba6c77149f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:11258,Affiche,https://anet.be/record/opaclhobj/tg:lhps:11258/N,745f3820-a700-5a7b-b705-95e4fcb9cd63,BE-ANN07/ps/000010956,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/745f3820-a700-5a7b-b705-95e4fcb9cd63'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:51503,Affiche,https://anet.be/record/opaclhobj/tg:lhps:51503/N,d27e9041-ab5f-592d-8154-68f9d1938d76,BE-ANN07/ps/000047354,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d27e9041-ab5f-592d-8154-68f9d1938d76'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:30010,Affiche,https://anet.be/record/opaclhobj/tg:lhps:30010/N,b6431511-b631-5760-8dcd-574e47a0e735,BE-ANN07/ps/000029317,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b6431511-b631-5760-8dcd-574e47a0e735'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:3263,Affiche,https://anet.be/record/opaclhobj/tg:lhps:3263/N,c1130fc5-3131-54da-8f88-a9e97affc96d,BE-ANN07/ps/000003234,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c1130fc5-3131-54da-8f88-a9e97affc96d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:791,Affiche,https://anet.be/record/opaclhobj/tg:lhps:791/N,ffd142fe-8b73-5083-ab71-6adef7fa690a,BE-ANN07/ps/000000785,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ffd142fe-8b73-5083-ab71-6adef7fa690a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:45110,Affiche,https://anet.be/record/opaclhobj/tg:lhps:45110/N,52badae4-8e2f-5d3f-a509-6f6b91cf9b98,BE-ANN07/ps/000041024,Doek,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/52badae4-8e2f-5d3f-a509-6f6b91cf9b98'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:13770,Affiche,https://anet.be/record/opaclhobj/tg:lhps:13770/N,6aabecec-9980-55ba-b6b1-74efb2eaa48c,BE-ANN07/ps/000013285,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6aabecec-9980-55ba-b6b1-74efb2eaa48c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:16088,Affiche,https://anet.be/record/opaclhobj/tg:lhps:16088/N,d42b0d71-ace5-52f8-947f-54841b2594e3,BE-ANN07/ps/000015535,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d42b0d71-ace5-52f8-947f-54841b2594e3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:12862,Affiche,https://anet.be/record/opaclhobj/tg:lhps:12862/N,edcd1e64-b06f-5198-8d3e-273e136ed779,BE-ANN07/ps/000012401,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/edcd1e64-b06f-5198-8d3e-273e136ed779'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:59133,Affiche,https://anet.be/record/opaclhobj/tg:lhps:59133/N,09feead4-2677-5b31-89e6-97aeeb15f97a,BE-ANN07/ps/000054926,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/09feead4-2677-5b31-89e6-97aeeb15f97a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:24403,Affiche,https://anet.be/record/opaclhobj/tg:lhps:24403/N,ae056b1b-a672-5cd4-bdfd-28f6307bcab5,BE-ANN07/ps/000023745,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ae056b1b-a672-5cd4-bdfd-28f6307bcab5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:21601,Affiche,https://anet.be/record/opaclhobj/tg:lhps:21601/N,fb5512d0-31e7-543a-ac0d-39115ea0141b,BE-ANN07/ps/000020958,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fb5512d0-31e7-543a-ac0d-39115ea0141b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:20913,Affiche,https://anet.be/record/opaclhobj/tg:lhps:20913/N,20ce8258-6244-5c49-85aa-698713da4b60,BE-ANN07/ps/000020283,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/20ce8258-6244-5c49-85aa-698713da4b60'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:40312,Affiche,https://anet.be/record/opaclhobj/tg:lhps:40312/N,77add4a9-d7ad-5754-bd3e-43b0289fe557,BE-ANN07/ps/000036315,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/77add4a9-d7ad-5754-bd3e-43b0289fe557'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
