ResourceID,brocade.id,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,adm.note,Serial Number,Warehouse Location (begin),Warehouse Location (ende)
6ff6f335-0df2-5f22-b8e9-57c2e586ba5c,tg:lhph:49125,Items,1,,,isad:lh:133549,,,,,
f6d5f069-12ec-5f36-84a0-7d76703e3816,tg:lhph:17375,Items,1,tr:lh:6249,145036/13,isad:lh:94031,S 6579 / P,,,,
23b87ef8-ad43-5961-85da-d1c9148999a6,tg:lhph:41515,Items,1,tr:lh:6796,169039/51,isad:lh:93791,ZZ 15 / P,,,,
4b8d844e-9ece-5553-a1e4-6b909f06e7c5,tg:lhph:8593,Items,1,tr:lh:5109,101006,isad:lh:93971,V 714 / P,,,,
92b76412-639e-5558-a782-3666d8977ca8,tg:lhph:15348,Items,1,tr:lh:5834,122793/315,isad:lh:92962,R 626 / P,,,,
286bf092-d87a-56e0-b13c-903c465661de,tg:lhph:43528,Items,1,,75229,,M 762 / P (GF),,,,
1d576b2f-3628-5a50-9c54-d7d68da59186,tg:lhph:20006,Items,1,tr:lh:2408,47506/1,isad:lh:93220,B 668 / P,,,,
1d576b2f-3628-5a50-9c54-d7d68da59186,tg:lhph:20006,Items,2,,202251/16,,B 668 / P,,,,
34ad1267-fd20-51f7-be7d-908f1c5c4bd6,tg:lhph:25204,Items,1,tr:lh:5587,111604/2,isad:lh:93687,V 34766 / P,,,,
68b3c567-b2f3-591c-a44a-ea76b28aed4c,tg:lhph:47838,Items,1,tr:lh:7336,186437/19b,isad:lh:103960,S 59 /P,,,,
3d348d54-cfa1-51f9-924c-fb4a981d3062,tg:lhph:45805,Items,1,tr:lh:6989,174472/11,isad:lh:93721,D 715 / P,,,,
e9b4e18e-6ea1-51ba-a254-94daabfb5493,tg:lhph:27239,Items,1,,235729/1,,P 342 / P,,,,
5e109b3f-e240-56f8-85e5-cf4a81b79c33,tg:lhph:12177,Items,1,,232940,,B 655 / P,,,,
9cbeec94-f7f8-5723-ba8a-d2667795edc3,tg:lhph:8069,Items,1,,89792/5,,W 803 / P,,,,
461e6fdc-4507-5723-b9b9-4265f02929fb,tg:lhph:39227,Items,1,,99091/3,,M 295 / P,,,,
93974107-9b64-5373-b5fd-3a256d924912,tg:lhph:2464,Items,1,tr:lh:6342,234609/1,,G 395 / P,,,,
3492ac03-c64b-5b56-b61f-f06159e39d27,tg:lhph:31617,Items,1,tr:lh:3810,73315/a,,J 3354 / P,,,,
4413411b-2b7d-5eb0-8c9c-168229b4a0bc,tg:lhph:30905,Items,1,tr:lh:5552,110081/180,isad:lh:94734,G 4265 / P,,,,
1c2c9b60-a8c2-551c-8a83-2c3ac2649a31,tg:lhph:52339,Items,1,tr:lh:139964,,isad:lh:182272,,Bruikleen Vlaamse Gemeenschap - STR10275,S 935 / 483,,
4a731997-1a3a-5782-8ae0-2df5f66e7d68,tg:lhph:50304,Items,1,,,isad:lh:144601,,,,,
4896b2fd-ce28-52fd-9ecc-33bee093be96,tg:lhph:32938,Items,1,,27381/547,,K 288 / P,,,,
4896b2fd-ce28-52fd-9ecc-33bee093be96,tg:lhph:32938,Items,2,tr:lh:6376,148917/1,,K 288 / P,,,,
ea34215a-d275-5612-8118-9afb25a326be,tg:lhph:35654,Items,1,tr:lh:6898,170828/43,isad:lh:95492,L 319 / P,,,,
38cab154-1246-51d4-86e0-6bbb2b09bb35,tg:lhph:48364,Items,1,,,isad:lh:120101,,,TT 93 / 77,,
e842919a-6ebf-5a37-a7ec-0b255d3d8568,tg:lhph:28965,Items,1,tr:lh:9947,235810/44-46,isad:lh:95275,PP 81 / P,,,,
99bde047-f6bd-56f1-9e67-c959d5e7cfba,tg:lhph:32191,Items,1,tr:lh:6444,158223/38,isad:lh:93254,J 422 / P (III),,,,
57450d9c-183d-560b-af93-8bd2e7beddef,tg:lhph:6427,Items,1,,234798/124,,Y 952 / P,,,,
2d5047a5-281b-57de-a04a-8c47148f7a69,tg:lhph:37669,Items,1,tr:lh:4094,79262/3,isad:lh:93234,M 1561 / P,,,,
cdda7c70-b150-5f80-ac20-4d449885c3be,tg:lhph:29677,Items,1,tr:lh:9510,218458/1,isad:lh:95309,B 1183 / P (NEG0001/1/1),,,,
52ec90d5-b4d6-52c0-a979-72eca446bc35,tg:lhph:34946,Items,1,tr:lh:3747,73649/2,,L 2254 / P,,,,
b4d646e2-26ec-5feb-a817-09692e4f5b97,tg:lhph:53482,Items,1,tr:lh:139964,,isad:lh:161174,,Bruikleen Vlaamse Gemeenschap - STR11943,S 935 / 490,,
f7ce3906-9e2c-595c-b252-3a95fcc180a4,tg:lhph:26582,Items,1,,179931/2,,O 3945 / P,,,,
b3069661-f153-5ffb-bf65-1c5ff2ad182b,tg:lhph:41846,Items,1,,145316/1,,B 7535 / P,,,,
123f10e5-8759-59ff-bf14-96ab40f92f71,tg:lhph:21247,Items,1,tr:lh:7859,203626/1755,isad:lh:94873,M 224 / P (DIA0061/3/3A),,,,
7b2ef021-0931-50eb-95f6-e05d14726a58,tg:lhph:47091,Items,1,tr:lh:5832,123650/33,isad:lh:93281,F 162 / P,,,,
3ccf43b1-d27a-55a5-8bc8-859c74fabe07,tg:lhph:14109,Items,1,,234887,,D 11498 / P,,,,
226e1d1d-a249-5376-8548-440856b567e7,tg:lhph:42769,Items,1,tr:lh:7601,198979/15,isad:lh:93452,G 9947 / P,,,,
50be11ae-94c0-5b2b-bd54-b64ad119c2f9,tg:lhph:16134,Items,1,tr:lh:2869,57378/42,isad:lh:93191,G 322 / P,,,,
0a7492d5-dc54-5409-bece-1a818fc4deb5,tg:lhph:40754,Items,1,tr:lh:882,16079/76,isad:lh:93498,B 7413 / P,,,,
0a7492d5-dc54-5409-bece-1a818fc4deb5,tg:lhph:40754,Items,2,tr:lh:1102,19889/5,isad:lh:93142,B 7413 / P,,,,
89ded0a7-bdeb-5b9a-af2f-98c4111987d3,tg:lhph:42293,Items,1,,233973/1,,W 1647 / P,,,,
63a3cc2c-f5ec-5ac8-b4e2-2ad6410be914,tg:lhph:22892,Items,1,,88690/2,,H 9138 / P,,,,
340ba13f-fe44-5c14-9860-3298b932b5ac,tg:lhph:13336,Items,1,tr:lh:4895,97870/4,,B 8203 / P,,,,
aef9344f-ee45-5459-b73b-26aee66d03ee,tg:lhph:45556,Items,1,,203880,,J 4453 / P (II),,,,
79c01cbb-8d10-5380-8afc-bdf50e998412,tg:lhph:9228,Items,1,tr:lh:6989,174468/2,isad:lh:92953,C 10105 / P,,,,
22f72890-ff4c-5fef-a045-d179dd2e4627,tg:lhph:38066,Items,1,tr:lh:9510,218458/2316,isad:lh:95309,B 1183 / P (NEG00249/1/2A),,,,
5f851ae5-209c-5db8-b055-861c4dc5bb2f,tg:lhph:23780,Items,1,tr:lh:7009,176412/1,isad:lh:93322,I 5578815 / P,,,,
5a596a16-eb75-5071-abdb-c71cae4a87ed,tg:lhph:26078,Items,1,tr:lh:3791,73611/3,isad:lh:93183,T 37468 / P,,,,
148b157e-fe28-5355-bc73-96cd5b7c4b11,tg:lhph:24045,Items,1,tr:lh:2451,47303/38,isad:lh:95005,M 8235 / P (map IV-V),,,,
f9bcc293-4d2f-5a93-8d2a-a1adf9fc9334,tg:lhph:2937,Items,1,tr:lh:6603,163139,isad:lh:93324,G 395 / P,,,,
c5ef7e8f-6397-51e7-925e-9c69c04a8bc3,tg:lhph:18829,Items,1,tr:lh:7859,203626/502,isad:lh:94873,M 224 / P (NEG0017/6/22),,,,
820673a4-163c-5b04-8576-24cda5275130,tg:lhph:53178,Items,1,tr:lh:139964,,isad:lh:161020,,Bruikleen Vlaamse Gemeenschap - STR90,S 935 / 480,,
ab7590e9-443e-5cd2-b1aa-9117020b197a,tg:lhph:1618,Items,1,tr:lh:5813,121987/29,isad:lh:93227,C 2753 / P,,,,
c2a0f254-d1f1-541a-b689-573818dda5b2,tg:lhph:30456,Items,1,tr:lh:9510,218458/249,isad:lh:95309,B 1183 / P (NEG0024/4/29),,,,
7b532520-7f6b-5d73-a96b-1cfa6fa7bb7f,tg:lhph:37393,Items,1,,14348/17,,LL 12 / P (I),,,,
c2d13919-5c01-5e5d-a37d-ba7797a463cb,tg:lhph:3625,Items,1,tr:lh:5448,106978/67,isad:lh:93416,A 1811 / P,,,,
3090e9d6-578d-5d94-aa5a-c2f0a2e8d77a,tg:lhph:29227,Items,1,tr:lh:6378,148946/136,isad:lh:94672,V 724 / P,,,,
f806798a-7e25-5adb-b73f-49e748316f38,tg:lhph:18983,Items,1,tr:lh:7859,203626/587,isad:lh:94873,M 224 / P (NEG0020/4/17),,,,
2443a3f9-c34c-539c-a3b7-7335e368189f,tg:lhph:49826,Items,1,,,isad:lh:139016,,,,,
70d42e15-0a2b-5d1a-b38b-b42e2732b3e8,tg:lhph:48734,Items,1,tr:lh:9579,,isad:lh:126771,C 30702 / P (Literaire vrienden),,,,
65da215f-d8ea-5af1-a006-b52beb925c47,tg:lhph:35204,Items,1,tr:lh:2713,53519/8,isad:lh:93479,B 366 / P,,,,
3592cf5b-2b69-512e-939f-8565007d3e6a,tg:lhph:19691,Items,1,tr:lh:7859,203626/1033,isad:lh:94873,M 224 / P (NEG0039/4/4),,,,
c7de17db-32d2-5f5d-a9f9-40c1de253ef1,tg:lhph:37239,Items,1,tr:lh:1914,34108/1,isad:lh:92959,L 9605 / P,,,,
32515a05-e1c8-59da-90e3-072decccb159,tg:lhph:6077,Items,1,tr:lh:15,294,isad:lh:93443,A 1814 / P,,,,
c092ffe4-40dc-5de3-afc0-fbae2206509f,tg:lhph:20905,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1953-1955/34),,,,
e784c940-741e-5e8f-b5ba-930dbfd2f029,tg:lhph:42339,Items,1,tr:lh:7512,197738/8,,VV 409 / P,,,,
6116b1b4-60c5-5af9-bf73-babf0484e436,tg:lhph:14559,Items,1,tr:lh:7314,,isad:lh:92944,FVCA / P (1959-1961/62-68),,,,
f1b0470e-35b9-5cdb-9b08-a71051daaf31,tg:lhph:40304,Items,1,tr:lh:3699,71555,isad:lh:93358,M 458 / P,,,,
8389e5f1-5859-56a1-b17f-6576d5094900,tg:lhph:16564,Items,1,,103149/6,,R 9812 / P,,,,
a7c0615c-2089-59da-924c-44f7820b7aec,tg:lhph:22938,Items,1,tr:lh:7859,203626/2460,isad:lh:94873,M 224 / P (NEG0081/4/8),,,,
110441c5-557b-58d6-9a6f-2903867dc9d3,tg:lhph:21617,Items,1,,202311/1,isad:lh:94963,R 89495 / P,,,,
4a5f2245-ab61-53ac-9a8c-4fff7139f71a,tg:lhph:12874,Items,1,,131093/2,,C 1902 / P,,,,
3a3a773c-909c-551f-bcaf-e379bab687e5,tg:lhph:26428,Items,1,tr:lh:6462,158575/201,isad:lh:93743,V 3484 / P,,,,
b5cae2ab-109e-5321-bbe4-8c688a31a00c,tg:lhph:24415,Items,1,tr:lh:6749,167271/1,isad:lh:95043,T 347 / P,,,,
cbf6912f-c457-59b0-aaf7-0eba3a799fba,tg:lhph:10849,Items,1,tr:lh:9945,132307,isad:lh:94057,B 212 / P,,,,
294f1efa-2bcd-5830-a806-da103c89aa09,tg:lhph:787,Items,1,tr:lh:6167,142298/13,isad:lh:93029,B 7307 / P,,,,
70cc673c-2a39-5451-a157-4299d357e56f,tg:lhph:38436,Items,1,tr:lh:9510,218458/2446,isad:lh:95309,B 1183 / P (NEG00261/1/6),,,,
75a03a91-10ac-5125-9407-ef60ef5b48de,tg:lhph:9678,Items,1,tr:lh:3941,75785/4,,S 587 / P,,,,
44812479-7906-597f-a745-4abb11f6ef4e,tg:lhph:45106,Items,1,,234851/30,isad:lh:94529,D 239 / P,,,,
2041b97e-7062-5b77-b9fa-eefd130181ff,tg:lhph:13766,Items,1,tr:lh:1182,20394/1,isad:lh:94469,C 315 / P,,,,
6a3e232b-bc18-5072-b480-be3ec3dbde49,tg:lhph:30006,Items,1,tr:lh:7634,212163/2,,G 354 / P,,,,
2eb345ab-9eb8-5c94-9ca2-6086a5703afc,tg:lhph:1248,Items,1,tr:lh:3033,60532,,B 709 / P,,,,
01f3759e-c002-5430-8a0f-a36e9088441b,tg:lhph:3275,Items,1,tr:lh:5991,131386/85,isad:lh:93287,G 994 / P,,,,
9e730a39-24f5-5184-9acc-71fa172b5968,tg:lhph:51515,Items,1,tr:lh:139964,,isad:lh:182271,,Bruikleen Vlaamse Gemeenschap - GLN000601,S 935 / 1060,,
bc628fcf-5e6e-57ed-8570-914f941e1f7b,tg:lhph:53528,Items,1,tr:lh:139964,,isad:lh:163248,,Bruikleen Vlaamse Gemeenschap - STR12878,S 935 / 494,,
f45bf05a-60e9-5322-aeab-9b30309adcb7,tg:lhph:10799,Items,1,tr:lh:3809,73625/7,,B 165 / P,,,,
57f510a6-f8fc-5fdf-bfb7-f6328a00f949,tg:lhph:43601,Items,1,tr:lh:2301,43596/1-13,isad:lh:95501,H 5084 / P (GF),,,,
c52e7818-92d8-5891-a087-21757f068500,tg:lhph:15061,Items,1,tr:lh:4968,98627,,R 58325 / P,,,,
3c00a8ab-67fd-5022-9272-4fd58dc976ba,tg:lhph:42913,Items,1,tr:lh:7191,179166/80,isad:lh:93778,B 9078 / P,,,,
9fbf32c1-9c50-5806-ab07-b875c544b20e,tg:lhph:857,Items,1,tr:lh:5038,99592,,W 763 / P,,,,
9fbf32c1-9c50-5806-ab07-b875c544b20e,tg:lhph:857,Items,2,,233987,,W 763 / P,,,,
96d81b6b-2477-5313-9861-3d427d0d1468,tg:lhph:22312,Items,1,,98796/3,,S 9994 / P,,,,
8762dbb4-322b-52b5-9d4f-b9e8244614a0,tg:lhph:37813,Items,1,,76370/6,,M 181 / P,,,,
752dd624-82a1-5c7b-80ff-a0bb0c618dad,tg:lhph:36701,Items,1,tr:lh:4127,80125/17,,L 5574 / P (II),,,,
5f087c22-9cb9-5e8d-9236-b0d25e0d4ce5,tg:lhph:5572,Items,1,,234798/238,,Y 952 / P,,,,
0d966cd0-59c2-5e55-84b2-a52e886222c6,tg:lhph:33503,Items,1,tr:lh:9510,218458/1064,isad:lh:95309,B 1183 / P (NEG00109/2/5),,,,
81a8f7ac-deb7-572a-9017-4ee5de391951,tg:lhph:5088,Items,1,tr:lh:1647,29661,,A 452 / P,,,,
81a8f7ac-deb7-572a-9017-4ee5de391951,tg:lhph:5088,Items,2,tr:lh:3026,60421,,A 452 / P,,,,
eb22bd3a-fe54-5663-94b8-1411b4d16824,tg:lhph:52010,Items,1,tr:lh:140087,,isad:lh:154988,,,G 2932 / 212 (20),,
c72f1899-dabd-5b42-aad9-3660c7d3bab5,tg:lhph:19941,Items,1,,202239/1,isad:lh:94913,C 142 / P,,,,
ab2d9b18-92cb-5198-b38d-3f7a082c0d8e,tg:lhph:8340,Items,1,tr:lh:7333,186292/4,,V 462 / P,,,,
514b5883-bc96-5dbf-aaca-546022f4decc,tg:lhph:46403,Items,1,tr:lh:3327,203869/59,isad:lh:109797,C 395 / ARC (382),,,,
557288f2-106e-5e03-9345-b095a7d000ef,tg:lhph:10263,Items,1,tr:lh:6415,148737/11,isad:lh:176325,D 125 / P (2) (15),,,,
cf443891-affd-52a4-99f9-6ff9d0981ea7,tg:lhph:25087,Items,1,tr:lh:5834,122673/48,isad:lh:92962,V 34597 / P,,,,
c3dd96b2-d6fd-5d33-b68e-f5d4046c8e71,tg:lhph:22742,Items,1,tr:lh:7859,203626/2376,isad:lh:94873,M 224 / P (NEG0079/1/30),,,,
8c44f91a-e160-5a6b-86ce-f0669de39f12,tg:lhph:44594,Items,1,tr:lh:9192,220630/2,isad:lh:127937,C 33941 / P,,,,
e8db0492-501d-5826-b05f-a30b01ea7636,tg:lhph:23850,Items,1,tr:lh:2742,54899/3,,V 1115 / P,,,,
25f33aa9-6348-5635-8e86-ab3bd981abb8,tg:lhph:15431,Items,1,tr:lh:1102,19847/2,isad:lh:93142,E 2793 / P,,,,
3d1f5b33-c922-574b-bd66-a1b1c2243427,tg:lhph:43251,Items,1,,219571/11,,T 262 / P,,,,
c31b9c55-5149-5eee-87dd-ba076c479b06,tg:lhph:36351,Items,1,tr:lh:9510,218458/1800,isad:lh:95309,B 1183 / P (NEG00195/3/5),,,,
0072c61f-a47e-57c1-a645-c540f9cd570e,tg:lhph:5122,Items,1,tr:lh:7586,198481/0012,isad:lh:93725,T 3465 / P,,,,
6905746e-98e0-591f-bf46-9e70c8baabc4,tg:lhph:31494,Items,1,tr:lh:7888,234841/c,,J 257 / P (I-IV),,,,
20dc5a36-7cbe-5f47-94c5-f9fc2fb6ee74,tg:lhph:50187,Items,1,tr:lh:3683,71287,,B 7168 / P,,,,
4b0717df-9d20-5c88-9d5c-432eb4453d64,tg:lhph:52440,Items,1,tr:lh:139964,,isad:lh:182568,,Bruikleen Vlaamse Gemeenschap - STR10959,S 935 / 485,,
366f39d0-56e5-591d-968c-451c22bd05f4,tg:lhph:35984,Items,1,tr:lh:180,2653,,B 4163 / P,,,,
691c3c95-ef97-5bb4-929e-4f5bae4e6e47,tg:lhph:33153,Items,1,tr:lh:207,3927,,K 315 / P,,,,
0353d197-58ae-5e7c-84c2-291bbcc30413,tg:lhph:18203,Items,1,tr:lh:7859,203626/140,isad:lh:94873,M 224 / P (NEG0005/3/7),,,,
94e2a2fb-9351-59f2-be8d-174096230876,tg:lhph:34696,Items,1,tr:lh:5825,122324,isad:lh:92946,B 296 / P,,,,
727fe3de-986a-5b76-afba-148e54a1f677,tg:lhph:8710,Items,1,tr:lh:630,12460/47,isad:lh:93100,S 1164 / P,,,,
727fe3de-986a-5b76-afba-148e54a1f677,tg:lhph:8710,Items,2,,233335,,S 1164 / P,,,,
0a67c389-27e8-5d05-8903-b5286a64a292,tg:lhph:41796,Items,1,tr:lh:1492,27571/237,,W 797 / P,,,,
b0463857-7765-5222-a78d-e2983d5fa102,tg:lhph:46053,Items,1,tr:lh:3327,203854/1,isad:lh:109800,C 395 / ARC (374),,,,
475aaef0-3b7b-554b-aeb7-34a0a6422e56,tg:lhph:20285,Items,1,tr:lh:7735,200511/10,isad:lh:94918,G 252 / P,,,,
d698d049-71f1-5d91-bd08-cd0f96903cbf,tg:lhph:11921,Items,1,tr:lh:7740,200997/6,isad:lh:94061,S 5621 / P,,,,
84f9cc15-9dff-5cb0-b28e-0dab6397454a,tg:lhph:9802,Items,1,tr:lh:3699,71555,isad:lh:93081,M 896 / P,,,,
f584b795-35ed-5d2e-b158-d2f426fd16e2,tg:lhph:40884,Items,1,tr:lh:6913,171050/75,isad:lh:93937,M 573 / P (III),,,,
010f9684-e844-5cf6-9433-684ce58bb7f4,tg:lhph:27540,Items,1,tr:lh:6989,174484/17,isad:lh:92953,V 486 / P,,,,
6c8ce45a-fc90-5baf-aee6-2803e1e152e7,tg:lhph:11188,Items,1,,87154/14,,T 493 / P,,,,
6462f82f-e827-5e03-8c14-7b69e0d49003,tg:lhph:14670,Items,1,,75290/1,,D 3507 / P,,,,
cb37a2c0-950e-508a-9287-708c5b615aa3,tg:lhph:154,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1923-1924/30-50a),,,,
3d7b0270-fee3-5fa4-a277-e1f41e6c768f,tg:lhph:42010,Items,1,tr:lh:7406,196140/6,isad:lh:95295,W 4897 / P (bis),,,,
65df101f-47af-5681-ac6f-fc7052fabcc8,tg:lhph:23503,Items,1,,126281/12,,I 556 / P,,,,
210cca08-1bae-5734-a660-bc33dafeedf9,tg:lhph:15962,Items,1,tr:lh:4895,97871/5,,G 1855 / P,,,,
9abcd786-3f66-59d3-b42c-fe5bc5129b61,tg:lhph:4363,Items,1,,119942/a,,A 24942 / P,,,,
7ec7878a-4e2b-52f9-a770-12ad8fbefea1,tg:lhph:37110,Items,1,,216495/1,,L 776 / P,,,,
4017badb-137b-5d83-a1a1-2b248a4907d5,tg:lhph:1161,Items,1,tr:lh:4791,95211/2,isad:lh:93120,B 708 / P,,,,
9a6797b7-c9b0-5d7b-b77c-4ef65c98ebcd,tg:lhph:52913,Items,1,tr:lh:139964,,isad:lh:161174,,Bruikleen Vlaamse Gemeenschap - STR11991,S 935 / 490,,
30498053-4812-5fe6-ab3b-31d029afb798,tg:lhph:4699,Items,1,tr:lh:5824,122238/3,isad:lh:93641,A 341 / P,,,,
c2c77242-6e88-54cb-af64-f331313431fc,tg:lhph:32312,Items,1,tr:lh:6444,158227/19,isad:lh:93254,J 422 / P,,,,
1ea14782-0a2b-580b-bcba-4d7365ecf761,tg:lhph:19042,Items,1,,179155/2,,H 6555 / P,,,,
75beb614-98d8-5bc1-b4df-bfc3459696d9,tg:lhph:53601,Items,1,tr:lh:139964,,isad:lh:175416,,Bruikleen Vlaamse Gemeenschap,,,
80b2946a-dea8-590d-b198-698304ba8291,tg:lhph:26701,Items,1,tr:lh:3875,74199/3,isad:lh:93761,V 3742 / P,,,,
80b2946a-dea8-590d-b198-698304ba8291,tg:lhph:26701,Items,2,tr:lh:6798,168359/4,isad:lh:93207,V 3742 / P,,,,
80b2946a-dea8-590d-b198-698304ba8291,tg:lhph:26701,Items,3,tr:lh:5428,106520/2,isad:lh:95159,P 27268 / P,,,,
f977c45a-5146-5d31-a583-3b849eef4ce2,tg:lhph:11472,Items,1,tr:lh:7885,234067,isad:lh:93241,M 585 / P,,,,
4773da56-025b-57de-b370-dae3a96c559e,tg:lhph:47212,Items,1,,221162/68,isad:lh:146741,P 505 / P (II),,,,
0a2301f3-6a90-5ace-b1c5-14f4b691dbdd,tg:lhph:9551,Items,1,tr:lh:1785,31835/2,isad:lh:94075,S 59 / P,,,,
22de4353-6bec-5560-a81c-1001c8f843d4,tg:lhph:27813,Items,1,tr:lh:4231,81775/72,isad:lh:93123,V 36695 / P,,,,
2a395afa-78c7-57e1-a827-6f74c7f3e196,tg:lhph:23153,Items,1,tr:lh:5113,101045/53,,N 135 / P,,,,
26bcf1bd-7a1e-58df-8f2f-b8fe31bb4144,tg:lhph:24696,Items,1,tr:lh:7369,195776/12,isad:lh:95064,N 4935 / P,,,,
cdc3e91f-86ba-53ce-b55e-666b937b6ed3,tg:lhph:42440,Items,1,tr:lh:2659,52768/14,,B 8202 / P,,,,
1f6c42af-191e-5ea3-ab0d-d1d6c50b0c22,tg:lhph:14220,Items,1,tr:lh:3204,63768/26,isad:lh:93032,D 2035 / P,,,,
6d79fede-e9cf-5389-943d-361a372a526f,tg:lhph:25984,Items,1,tr:lh:7704,200298/43,isad:lh:94325,B 8596 / P,,,,
d8694234-1b21-59fe-8f56-f99606b8ab40,tg:lhph:45385,Items,1,tr:lh:6511,160059/80,isad:lh:94488,D 2969 / P,,,,
aebeac4e-3a94-58de-81b2-c2b176644e1d,tg:lhph:4733,Items,1,tr:lh:5108,100959/2,isad:lh:93659,A 341 / P,,,,
c8173393-0a8f-5555-a5f3-a8bd23c630e4,tg:lhph:30285,Items,1,tr:lh:9510,218458/202,isad:lh:95309,B 1183 / P (NEG0019/3/6),,,,
1f6433ec-ba5d-52d2-9f5d-5a7b1d200a2b,tg:lhph:50884,Items,1,,,isad:lh:147612,,,,,
e0dd9ddf-19c6-5710-85f9-e2cfcd59a200,tg:lhph:37540,Items,1,tr:lh:2459,47487/73,isad:lh:93178,B 46743 / P,,,,
7fc81ff4-3e7b-5229-8bb8-759ccb610db3,tg:lhph:51796,Items,1,,,isad:lh:154888,,,,,
18285b61-5f23-523c-b3ac-e561bca587db,tg:lhph:5821,Items,1,,234798/253,,Y 952 / P,,,,
033b6d71-6a6e-525f-8a93-0a10c29e91c8,tg:lhph:53251,Items,1,tr:lh:140159,,isad:lh:156055,D 125 / P (1)(28),,,,
9bba57de-c2ad-5af4-b445-6b9b8538ac2f,tg:lhph:35087,Items,1,tr:lh:9510,218458/1423,isad:lh:95309,B 1183 / P (NEG00150/4/4),,,,
80ec2def-1332-5d3c-9725-b04ece044971,tg:lhph:19412,Items,1,tr:lh:7859,203626/853,isad:lh:94873,M 224 / P (NEG0032/6/14),,,,
031efa52-5cf1-5c61-9bf4-941c5ba5adf1,tg:lhph:32742,Items,1,tr:lh:3231,64362/4,,J 4638 / P,,,,
809de595-9970-5161-87b0-36a55896d6ce,tg:lhph:47642,Items,1,tr:lh:103933,,isad:lh:105406,,,P 272639 / 6,V2 A 4 D2,V2 A 4 D2
dc46e8ef-2e5d-5b5a-9cc7-73db5b4592fc,tg:lhph:11022,Items,1,,45253,,R 745 / P,,,,
dc46e8ef-2e5d-5b5a-9cc7-73db5b4592fc,tg:lhph:11022,Items,2,tr:lh:2869,57378/13,isad:lh:93191,R 745 / P,,,,
cc510201-4840-524f-9ebe-40f0128765ed,tg:lhph:9101,Items,1,,183586/5,,S 4153 / P,,,,
71303879-48d6-533e-baf5-2376d3d5be5f,tg:lhph:40187,Items,1,tr:lh:9510,218458/2978,isad:lh:95309,B 1183 / P (NEG00318/4/1),,,,
4264df85-ade4-5616-b4e5-404c493198bb,tg:lhph:26351,Items,1,tr:lh:5698,115238/165-166,isad:lh:95146,O 42 / P,,,,
666b6b1a-9c12-5d2b-ac9f-4b1c0ee3939f,tg:lhph:46950,Items,1,,73694/1,,E 2331 / P,,,,
6aa35a94-baf0-5aa6-8fd6-da7197fa860f,tg:lhph:21494,Items,1,tr:lh:7314,203647/113,isad:lh:92943,FVCA / P (Derden),,,,
6e0dcdf3-e5c5-5674-a66c-2d4143177bba,tg:lhph:19107,Items,1,tr:lh:7859,203626/655,isad:lh:94873,M 224 / P (NEG0024/3/14),,,,
20b26654-f317-5bea-871a-9217525e404a,tg:lhph:32257,Items,1,tr:lh:6444,158224/39,isad:lh:93254,J 422 / P (III),,,,
82c172a3-2645-5680-b157-bd2e21abeded,tg:lhph:3019,Items,1,tr:lh:3629,70755/4,,V 4835 / P,,,,
82c172a3-2645-5680-b157-bd2e21abeded,tg:lhph:3019,Items,2,tr:lh:4450,85763/2,isad:lh:93341,V 4835 / P,,,,
82c172a3-2645-5680-b157-bd2e21abeded,tg:lhph:3019,Items,3,tr:lh:6961,173960/1,isad:lh:93343,V 4835 / P,,,,
cba55db9-9489-5ff5-a31f-f80868bf238b,tg:lhph:1024,Items,1,tr:lh:3033,60532,,B 708 / P,,,,
314599f1-ff0b-5c11-9173-8ac22dafe299,tg:lhph:52856,Items,1,tr:lh:139964,,isad:lh:161174,,Bruikleen Vlaamse Gemeenschap - STR11833,S 935 / 490,,
f98669d0-d1af-5f08-aba8-32da58484335,tg:lhph:35592,Items,1,tr:lh:6898,170828/1,isad:lh:95492,L 319 / P,,,,
1458437e-0b0f-5aaf-880c-9128f2c41745,tg:lhph:53744,Items,1,tr:lh:140159,,isad:lh:176325,D 125 / P (2) (23),,,,
68bdccb4-3088-5072-b310-c388c61d4b70,tg:lhph:51779,Items,1,tr:lh:7693,,isad:lh:152104,,,G 4933 / 32,,
66b74cd4-a699-59db-a7c2-f5919cdfef80,tg:lhph:54081,Items,1,tr:lh:140159,,isad:lh:183268,D 125 / P (3) 19,,,,
6afb3f17-b999-5d4d-9bbb-87ba69fccd37,tg:lhph:24679,Items,1,tr:lh:3837,73775/1,,N 4775 / P,,,,
2db26f18-0222-5192-8e9a-8379bf436b79,tg:lhph:21181,Items,1,tr:lh:6566,162303/23,isad:lh:94950,H 6995 / P,,,,
7b0d4e1e-b8d3-520b-be80-f0afa66697cf,tg:lhph:39948,Items,1,,126388/3,,M 4031 / P,,,,
f601234e-0538-5d21-b2e7-e868196211a8,tg:lhph:26644,Items,1,tr:lh:683,13512/12,isad:lh:93551,V 358 / P,,,,
f1f5fe45-82c2-5b38-a0e6-1c53042fcc70,tg:lhph:9414,Items,1,tr:lh:4162,82162,,C 1253 / P,,,,
f1f5fe45-82c2-5b38-a0e6-1c53042fcc70,tg:lhph:9414,Items,2,,,,C 1253 / P,,,,
