brocade.id,ResourceID,card,order,Registration Number value,Archive Note,Warehouse Location (begin),adm.note,Serial Number,adm.note.language,adm.note.type
tg:mpmak:264,c6639cbf-e5cc-59e4-878e-a4e663509ddf,Items,1,Arch. 1460,isad:mpm:361,10 R 3 B,,15,Nederlands,remarks
tg:mpmak:321,d93b8ab1-4828-51a0-8c3f-57b95c7ad281,Items,1,Arch. 320,isad:mpm:334,10 Q 5 D,,los stuk 1 tussen fol. 171 links-rechts,Nederlands,remarks
tg:mpmak:272,63d5195a-beaf-59c1-9f6e-2c25a0193b69,Items,1,Arch. 281,isad:mpm:238,10 Q 4 B,,los stuk 1 tussen fol. 32-33,Nederlands,remarks
tg:mpmak:337,1a165255-ed21-5e9b-9272-dab7bc7ac3cd,Items,1,Arch. 353 (2),isad:mpm:567,10 Q 5 C,,los stuk 1 tussen p. 148-149,Nederlands,remarks
tg:mpmak:54,379e2914-fbe7-5981-8ed6-44b9d69bca9f,Items,1,Arch. 42,isad:mpm:256,10 Q 1 C,Achtste stuk van de lias met losse stukken,,Nederlands,remarks
tg:mpmak:225,ecc8a14b-d4cd-573e-b6be-b229505ada0e,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,,B.b.1,Nederlands,remarks
tg:mpmak:177,749b8421-fd73-568b-8618-aa24cd5c47d6,Items,1,Arch. 498,isad:mpm:333,10 Q 6 C,Los stuk 3 vooraan,,Nederlands,remarks
tg:mpmak:198,0271fa34-0f33-5df4-b297-36053f62a2cc,Items,1,Arch. 754,isad:mpm:333,10 R 9 D,Los stuk tussen fol. 41 links-rechts,,Nederlands,remarks
tg:mpmak:78,f15d7c4f-8a07-5f42-afad-192df19c4fe7,Items,1,Arch. 60,isad:mpm:556,10 Q 1 B,Los stuk,,Nederlands,remarks
tg:mpmak:120,37dd6344-9543-5f34-ad03-51cf572ac425,Items,1,Arch. 321,isad:mpm:334,10 Q 5 D,Los stuk tussen fol. 38 links-rechts,,Nederlands,remarks
tg:mpmak:97,4e4ed183-0d91-5347-b7b6-af35db18d3ff,Items,1,Arch. TS A stuk 16,isad:mpm:327,15 R 1 A,Tussen fol. 185 links-rechts,,Nederlands,remarks
tg:mpmak:209,b5b729c5-f218-5453-a79f-84afbfdda2bb,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,,C.b annex 3,Nederlands,remarks
tg:mpmak:136,ccf78873-9ef3-5cc0-b244-0ac80ca716ec,Items,1,Arch. 321,isad:mpm:334,10 Q 5 D,Los stuk 1 tussen fol. 165 links-rechts,,Nederlands,remarks
tg:mpmak:81,1f6cb453-1415-58f6-b857-980d4e2162d5,Items,1,Arch. 118,isad:mpm:245,10 Q 2 A,,p. 1,Nederlands,remarks
tg:mpmak:5,7caf88d8-505f-5e17-b3e4-d76ca8756972,Items,1,Arch. 1179,isad:mpm:205,10 R 7 C,,103,Nederlands,remarks
tg:mpmak:39,98e898ec-f28e-590f-ad3b-e50f54a0c6b0,Items,1,Arch. 777,isad:mpm:238,10 R 9 B,Los stuk [8],,Nederlands,remarks
tg:mpmak:161,0f493084-ee4f-58b2-bcf5-89415d331ea9,Items,1,Arch. 760,isad:mpm:334,10 R 9 D,Los stuk tussen fol. 39 links-rechts,,Nederlands,remarks
tg:mpmak:248,a7883cad-f341-55a6-8b7d-fa865422c14a,Items,1,Arch. 1450,isad:mpm:339,10 R 3 B,Arch. 95 bis C.f.2,11,Nederlands,remarks
tg:mpmak:116,5bb7db1b-2f7e-5773-9d19-e898649120e3,Items,1,Arch. 322,isad:mpm:334,10 Q 5 D,Los stuk tussen fol. 260 links-rechts,,Nederlands,remarks
tg:mpmak:268,fbbb976b-2ac4-5588-b133-cfd3aef4cd9f,Items,1,Arch. 279,isad:mpm:299,10 Q 4 B,,los stuk 1,Nederlands,remarks
tg:mpmak:287,ffeb9537-c30b-519c-aa02-7cf01ff40174,Items,1,Arch. 290,isad:mpm:556,10 Q 4 A,tussen folio's 21-22,los stuk 3,Nederlands,remarks
tg:mpmak:19,c8b7f424-4a03-5982-af2c-209424b68d8e,Items,1,Arch. 432,isad:mpm:253,10 Q 6 E,,los stuk nr. [3],Nederlands,remarks
tg:mpmak:141,35734f5f-fb78-5e2f-9bee-923239680429,Items,1,Arch. 319,isad:mpm:333,10 Q 5 D,Los stuk 1 tussen fol. 65 links-rechts,,Nederlands,remarks
tg:mpmak:291,bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,Items,1,Arch. 131,isad:mpm:334,10 Q 3 D,,los stuk tussen fol. 64 links-rechts,Nederlands,remarks
tg:mpmak:157,f6cc28f9-c611-5012-9107-9f1bdcff895b,Items,1,Arch. 319,isad:mpm:334,10 Q 5 D,Los stuk 1 tussen fol. 197 links-rechts,,Nederlands,remarks
tg:mpmak:229,3512e83d-bc6c-528f-8220-8f1a87fdfa2a,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,,B.g.1,Nederlands,remarks
tg:mpmak:58,dfbd677e-359d-5d05-a162-145a67551673,Items,1,Arch. 994,isad:mpm:284,10 R 8 C,Los stuk,,Nederlands,remarks
tg:mpmak:100,09036f08-b9e0-5440-859a-5427d5339352,Items,1,Arch. TS B stuk 2,isad:mpm:328,15 R 1 A,,,Nederlands,remarks
tg:mpmak:317,3c65eeee-cddb-579f-b9c6-4659d09b03b9,Items,1,Arch. 133,isad:mpm:334,10 Q 1 D,,los stuk tussen fol. 313 links-rechts,Nederlands,remarks
tg:mpmak:252,7ae3bd55-bc69-5501-8db8-8962eedaeb84,Items,1,Arch. 1460,isad:mpm:351,10 R 3 B,,2,Nederlands,remarks
tg:mpmak:23,9522f95a-69b1-581e-9cd5-8c0e9fc9e028,Items,1,Zaal 14 rechtse kader,isad:mpm:245,,,onderaan,Nederlands,remarks
tg:mpmak:194,62a11643-e270-5164-b4f0-06dbe706d8bc,Items,1,Arch. 498,isad:mpm:302,10 Q 6 C,Los stuk 3 tussen fol. 138 links-rechts,,Nederlands,remarks
tg:mpmak:340,fd2fe967-9ed5-57dc-b177-f4d3a08249d8,Items,1,Arch. 353 (2),isad:mpm:567,10 Q 5 C,,los stuk 3 tussen p. 148-149,Nederlands,remarks
tg:mpmak:205,2244ef42-1524-538b-ba31-f797579e2abb,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,,C.b.2,Nederlands,remarks
tg:mpmak:74,c4ed521c-f86c-53e5-8184-4ec043a2e193,Items,1,Arch. 926 tris,isad:mpm:284,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden;los stuk tussen arch. 926 en arch. 927,,Nederlands,remarks
tg:mpmak:356,794a2bcb-507f-5a1b-a6f0-d6dfa6a83b6d,Items,1,Arch. 334,isad:mpm:253,10 Q 6 E,,fol. 33,Nederlands,remarks
tg:mpmak:213,ca08ab1b-02d5-544c-b24c-49929bf99852,Items,1,Arch. 337,isad:mpm:333,10 Q 5 C,Los stuk tussen fol. 37 links-rechts,,Nederlands,remarks
tg:mpmak:62,e5345a9c-c26d-5f23-954b-0b469c6a7e05,Items,1,Arch. 1003,isad:mpm:284,10 R 8 C,Los stuk,,Nederlands,remarks
tg:mpmak:301,5e5a3696-0971-5048-b844-9b6dc85ef769,Items,1,Arch. 134,isad:mpm:334,10 Q 3 D,,los stuk tussen fol. 352 links-rechts,Nederlands,remarks
tg:mpmak:244,edd758fd-d707-597e-a378-39471d74fb87,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,,B.k.X1,Nederlands,remarks
tg:mpmak:35,f2b05e2a-b1a9-54d7-9387-1d86b7797784,Items,1,Arch. 1147,isad:mpm:245,10 R 7 E,,fol. 9-24,Nederlands,remarks
tg:mpmak:182,52700687-6884-53b5-9248-958bb471dbce,Items,1,Arch. 498,isad:mpm:333,10 Q 6 C,Los stuk 8 vooraan,,Nederlands,remarks
tg:mpmdc:20,e3467e1b-c3de-5969-a414-c0e12fe5b50d,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,,B.k.1.3,Nederlands,remarks
tg:mpmdc:16,8e1b43fd-0985-57be-9cd0-7a2e4317c720,Items,1,Arch. 337,isad:mpm:221,10 Q 5 C,Los stuk 1 tussen fol. 24 link-srechts,,Nederlands,remarks
tg:mpmdc:6,c5f8aaf2-3016-53be-8059-0957cd19e07b,Items,1,Arch. 334,isad:mpm:247,10 Q 5 C,,fol. 3 bis,Nederlands,remarks
tg:mpmdc:7,8c180d74-a495-5b32-9dd8-bce196ece45f,Items,1,ZB 1,isad:mpm:313,15 R 6 E,,map 1,Nederlands,remarks
tg:mpmdc:17,20e1bf91-fdc4-5157-8bd1-e006b969f6d9,Items,1,Arch. 337,isad:mpm:221,10 Q 5 C,Los stuk 2 tussen fol. 24 link-srechts,,Nederlands,remarks
tg:mpmdc:21,2810c6b7-d599-5a48-a38b-814476bfbf8a,Items,1,Arch. 213,isad:mpm:434,10 Q 3 A,,,Nederlands,remarks
tg:mpmdc:10,1332cd2d-3fcd-57bf-b951-81d436694242,Items,1,Arch. TS C stuk 6,isad:mpm:331,15 R 1 A,,,Nederlands,remarks
tg:mpmdc:11,aec638df-bbfc-566e-88c8-c9a739d097de,Items,1,Arch. TS C stuk 7,isad:mpm:331,15 R 1 A,,,Nederlands,remarks
tg:mpmdc:12,e08a7607-2fd3-5489-bd29-86e0c89edc7b,Items,1,Arch. TS C stuk 10,isad:mpm:331,15 R 1 A,,,Nederlands,remarks
tg:mpmdc:24,134b01c5-bdc9-5e66-85e6-7ec1222a0484,Items,1,Arch. 1150a,isad:mpm:669,15 H 1 D,,fol. 176,Nederlands,remarks
tg:mpmdc:13,2fefc307-35f2-5a15-9677-4bcc98840a99,Items,1,Arch. TS C stuk 11,isad:mpm:331,15 R 1 A,,,Nederlands,remarks
tg:mpmdc:8,b16e3c4b-5838-5e0d-aa3a-d2ddfe880c40,Items,1,Arch. TS C stuk 4,isad:mpm:331,15 R 1 A,,,Nederlands,remarks
tg:mpmdc:22,ff9b030b-010f-5f7d-a5da-694c026da258,Items,1,M8,isad:mpm:569,15 R 6 C,,map 35,Nederlands,remarks
tg:mpmdc:18,d4076924-1de4-5aca-add3-a04c03b4ae16,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,,B.k.1.1,Nederlands,remarks
tg:mpmdc:14,07f8f0f5-88cc-500f-9088-1f42f80d0702,Items,1,Arch. TS G stuk 1,isad:mpm:331,15 R 1 A,,,Nederlands,remarks
tg:mpmdc:15,9dcd5578-2ab6-59fb-83bc-43c7dfb65a12,Items,1,Arch. 337,isad:mpm:221,10 Q 5 C,Los stuk tussen fol. 7,,Nederlands,remarks
tg:mpmdc:19,d9ed0aec-baa5-5859-a286-53953cee669e,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,,B.k.1.2,Nederlands,remarks
tg:mpmdc:23,5c2f2fbd-9065-5292-b042-cef747bf378b,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,,p. 33-34,Nederlands,remarks
tg:mpmdc:9,93456fa7-8190-57a4-a270-65d363936e3a,Items,1,Arch. TS C stuk 5,isad:mpm:331,15 R 1 A,,,Nederlands,remarks
tg:mpmhs:16,29a5765d-c27b-5dcc-9020-7603e2a6298e,Items,1,MR 47.02,isad:mpm:643,,,,Nederlands,remarks
tg:mpmhs:17,05c05da3-4bc9-5343-88c1-6a001c71f309,Items,1,MR 47.05,isad:mpm:640,,,,Nederlands,remarks
tg:mpmhs:21,f0a4848b-045b-5d4d-b2c9-4c610e879c8d,Items,1,Arch. 89,isad:mpm:260,10 Q 2 D,,p. 783-790,Nederlands,remarks
tg:mpmhs:11,ca611d4c-0879-507c-9fb5-cfa09473b589,Items,1,E 3,,15 P 4 D,,V.V.552,Nederlands,remarks
tg:mpmhs:12,05d2eef8-599a-5537-b6c2-1a70aa44c4f5,Items,1,E 13,,15 P 4 D,,V.V.310,Nederlands,remarks
tg:mpmhs:13,f8b7b1ed-a514-5f22-91db-7bd02cf3eb4d,Items,1,ZB 13,isad:mpm:313,15 R 6 D,,stuk 197,Nederlands,remarks
tg:mpmhs:22,418866a0-b4df-51de-b65a-8bc2d58a500a,Items,1,MR 47.04,isad:mpm:640,,,,Nederlands,remarks
tg:mpmhs:18,c3ecaee8-4355-5b38-85ac-4c962caff834,Items,1,MR 47.06,isad:mpm:640,,,,Nederlands,remarks
tg:mpmhs:15,148126fe-3486-5bcf-9ce6-a3d1d720fc4c,Items,1,MR 47.01,isad:mpm:643,,,,Nederlands,remarks
tg:mpmhs:5,588f5ab2-de21-5d1b-a053-b17037754797,Items,1,M 172,isad:mpm:260,10 I 2 A,,,Nederlands,remarks
tg:mpmhs:19,74e4fbd4-f5ce-5b26-957c-12628a06f61f,Items,1,MR 47.07,isad:mpm:640,,,,Nederlands,remarks
tg:mpmre:683,b81cb101-f7ed-5747-a019-a4ff3b274e29,Items,1,MR 45.03,isad:mpm:585,,,,Nederlands,remarks
tg:mpmre:379,11df1a8d-0cfe-5c0d-b000-ffef17e4d714,Items,1,Arch. 252,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:396,8470027c-e01e-5066-8f87-6407476d3ef2,Items,1,Arch. 411,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:115,d6cd08a9-390e-5ce7-b8bf-7c448db73ba2,Items,1,Arch. 1041,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:545,26eb9821-76ed-5bcc-b4c8-762146a366ea,Items,1,Arch. 152,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:400,d69fef50-63e5-5b92-8a8c-85a3d2b7e6f8,Items,1,Arch. 415,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:284,fd368bc8-93e5-52cf-98d5-a9582e33efd8,Items,1,Arch. 958,isad:mpm:203,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:512,4e85823a-f0b7-5c96-bfeb-79537f700758,Items,1,Arch. 1459,isad:mpm:259,10 R 3 B,,6,Nederlands,remarks
tg:mpmre:142,749c9c51-ac4c-55c8-83c4-cb90b7abd0bd,Items,1,Arch. 793,isad:mpm:211,10 R 9 B,,,Nederlands,remarks
tg:mpmre:457,f4712178-3fff-5dee-80e3-aada50f25559,Items,1,Arch. 43.4,isad:mpm:213,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:292,6336d02a-1573-50ee-949f-0994acb7351e,Items,1,Arch. 1094,isad:mpm:203,10 R 8 A,Arch. 1090-1100 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:338,b20f6ead-5ae1-50d3-9810-6d0c452340f9,Items,1,Arch. 176,isad:mpm:206,10 Q 3 B,,,Nederlands,remarks
tg:mpmre:154,078664be-abf9-57e6-87a7-8aec3db15b6c,Items,1,Arch. 783,isad:mpm:212,10 R 9 B,,,Nederlands,remarks
tg:mpmre:504,5909e55d-355b-51a0-9565-a0117fdfa018,Items,1,Arch. 337,isad:mpm:221,10 Q 5 C,Los stuk 3 tussen fol. 1,,Nederlands,remarks
tg:mpmre:441,3a038e0f-5ab4-581f-9103-88bc7371868e,Items,1,Arch. 346,isad:mpm:239,10 Q 5 C,,,Nederlands,remarks
tg:mpmre:695,27780a1f-1191-53bf-a19e-f68057ed96c8,Items,1,Arch. 1228,isad:mpm:664,10 R 5 C,,,Nederlands,remarks
tg:mpmre:380,345b9bc8-e1e8-5b21-a50c-c1f54360c746,Items,1,Arch. 253,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:553,5f820121-f506-5acb-a9c6-a12f60429305,Items,1,Arch. 293,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:103,8541045d-7931-50b7-a4c5-3acc92119669,Items,1,Arch. 1029,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:416,c32630df-4470-531d-a6fd-5dafa44bcf86,Items,1,Arch. 396,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:251,f8d67db3-56a9-5ade-9af7-8eea309a7c81,Items,1,Arch. 926,isad:mpm:203,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:601,bd74c92a-c4d8-52c3-874e-da450adef3f1,Items,1,Arch. 1371 (III),isad:mpm:446,10 R 4 A,,,Nederlands,remarks
tg:mpmre:314,5742d406-2f5c-529d-bcff-a95f66717a5e,Items,1,Arch. 58,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:197,83dbb315-1577-5a48-be10-4cafc61fc8b2,Items,1,Arch. 876,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:528,0391eea6-f7de-5b3a-963f-34f80ee0e3d5,Items,1,Arch. 135,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:482,b4f612aa-aeff-5109-8ac9-0da395aa1b7d,Items,1,Arch. 740,isad:mpm:208,10 Q 9 A,,,Nederlands,remarks
tg:mpmre:178,c9f0d65d-64e0-5ea1-9673-552e5e664e56,Items,1,Arch. 856,isad:mpm:203,10 R 8 D,Arch. 849-862 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:20,2e80224c-f6dd-585c-98f1-c9b2b6302f16,Items,1,Arch. 340,isad:mpm:248,10 Q 5 C,,,Nederlands,remarks
tg:mpmre:656,12dc2281-55e4-5162-a8c6-058f7f062b5b,Items,1,Arch. 320,isad:mpm:99,10 Q 5 D,,los stuk 5 tussen fol. 290 links-rechts,Nederlands,remarks
tg:mpmre:206,61f336a9-7150-5477-8377-cf548647e8e1,Items,1,Arch. 884,isad:mpm:305,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:343,9ec56ec5-a1ae-591f-a72f-c767826ebdf1,Items,1,Arch. 216,isad:mpm:206,10 Q 3 A,,,Nederlands,remarks
tg:mpmre:590,bcb653ea-31b5-5ee3-bef2-374b9d18429f,Items,1,Arch. 1372 (I),isad:mpm:446,10 R 4 A,,,Nederlands,remarks
tg:mpmre:98,0abaf93d-823c-5c96-88bb-911e873e5db7,Items,1,Arch. 1024,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:77,3d0cd201-9679-5dbf-a3c9-622231c6c5ff,Items,1,Arch. 1004,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:210,3c697ef4-5467-5577-91d4-bbf05d388a19,Items,1,Arch. 888,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:640,86395e20-440b-59fa-8760-d13ef1992f95,Items,1,Arch. 16,isad:mpm:220,10 Q 1 E,,,Nederlands,remarks
tg:mpmre:355,d1349bb0-f82a-5dd8-b043-7bbb5c38ce35,Items,1,Arch. 228,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:705,39852fe8-e294-50ed-9d57-e0f252a5d065,Items,1,Arch. 1068,isad:mpm:668,,,,Nederlands,remarks
tg:mpmre:586,ce944e54-76b8-53b8-bac3-27f662d78047,Items,1,Arch. 1351,isad:mpm:446,10 R 4 C,,,Nederlands,remarks
tg:mpmre:569,2b6057e0-a2b6-5305-803e-6aaf78c2375f,Items,1,Arch. 285,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:139,8cfb4207-e9ad-5a5d-bcd1-ba74045901d0,Items,1,Arch. 341,isad:mpm:211,10 Q 5 C,,,Nederlands,remarks
tg:mpmre:61,096f6819-7510-5d8a-a5e2-73c2e8096957,Items,1,Arch. 992,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:617,fc3af7e3-f3f6-56af-9dc6-cfab1b3a3f6e,Items,1,Arch. 1363,isad:mpm:466,10 R 4 B,,,Nederlands,remarks
tg:mpmre:247,d0b65730-1ee0-5cb2-b9f1-41bb0686f5d1,Items,1,Arch. 923,isad:mpm:203,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:302,bc0baeea-451e-527d-8171-19c55d7e4737,Items,1,Arch. 1265.2,isad:mpm:311,10 R 5 B,,,Nederlands,remarks
tg:mpmre:181,03d7cb42-b8f4-5b01-bf8b-ff7ace358895,Items,1,Arch. 859,isad:mpm:203,10 R 8 D,Arch. 849-862 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:36,7f79e9da-5615-5d3b-bebd-8fe6a26c66c8,Items,1,Arch. 968,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:494,91b90b3c-621b-59a3-b9a4-6b312b5fc80b,Items,1,Arch. 760,isad:mpm:201,10 R 9 D,,,Nederlands,remarks
tg:mpmre:549,20ac365e-8879-58fa-9282-88c587c68014,Items,1,Arch. 296,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:119,1bdee157-b736-5bcb-860f-d1bd9a5def68,Items,1,Arch. 1045,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:41,6d10ef00-40f4-5005-9711-aeb9e598f537,Items,1,Arch. 974,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:375,f469c562-5b37-5645-a2b3-9132b388cc99,Items,1,Arch. 248,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:230,a5d8dfe9-5865-5690-befe-be25706ca46e,Items,1,Arch. 907 bis,isad:mpm:305,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:660,73a95285-11c7-5f98-ad0c-627efcd91e38,Items,1,Arch. 301,isad:mpm:567,10 Q 4 A,,los stuk tussen fol. 203 links-rechts,Nederlands,remarks
tg:mpmre:16,65b4ef1e-fc2b-5a3c-a652-4051195a6c1f,Items,1,Arch. 334,isad:mpm:248,10 Q 5 C,,fol. 46-72,Nederlands,remarks
tg:mpmre:288,aa96fc1f-959d-5b7b-b8da-b2ba697f4bc7,Items,1,Arch. 1089,isad:mpm:203,10 R 8 A,,,Nederlands,remarks
tg:mpmre:322,7876d8af-a1e6-56a2-8de9-be7e66fdd216,Items,1,Arch. 65,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:637,0b0fa61d-2bb5-5f39-ab13-23247a57669e,Items,1,Arch. 17,isad:mpm:207,10 Q E 1,,,Nederlands,remarks
tg:mpmre:267,9824e3d3-b4c4-50ef-a3a2-0bae64e7764d,Items,1,Arch. 941,isad:mpm:305,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:508,3ac73ff2-72f5-5146-a128-27e41fbe913f,Items,1,Arch. 1459,isad:mpm:259,10 R 3 B,,3,Nederlands,remarks
tg:mpmre:158,aa53a10a-fff4-5244-92a5-21741bda425a,Items,1,Arch. 817,isad:mpm:246,10 R 8 F,Los stuk tussen fol. 135-136,,Nederlands,remarks
tg:mpmre:334,24674e72-0b26-526a-8759-4d13e646041d,Items,1,Arch. 172,isad:mpm:206,10 Q 3 B,,,Nederlands,remarks
tg:mpmre:271,3e74c0a5-ca48-5e98-8a79-737e2618e4d5,Items,1,Arch. 945,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:621,6df59b63-4f4b-52cb-9656-f26be3f5514d,Items,1,Arch. 1390,isad:mpm:466,10 R 3 D,,,Nederlands,remarks
tg:mpmre:57,65bf108e-167e-50a5-97ed-c1f63e76109b,Items,1,Arch. 988,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:699,84ef857d-3661-509c-9fbc-db11ebe71f7e,Items,1,Arch. 14,isad:mpm:215,10 Q 1 E,,2,Nederlands,remarks
tg:mpmre:363,0cfac0d7-9c5a-584d-b7f1-fa3eaa449d4f,Items,1,Arch. 236,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:676,21037e26-6a2b-5c7f-a2dd-2b91205a489e,Items,1,MR 41.04,isad:mpm:629,,,,Nederlands,remarks
tg:mpmre:226,ec800310-8115-5bcd-8d32-dc31132b9278,Items,1,Arch. 904,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:461,39eeef98-65f4-5a25-97dd-2fa82afb8290,Items,1,Arch. 495,isad:mpm:213,10 Q 6 C,,,Nederlands,remarks
tg:mpmre:174,b1e7c449-be42-5eae-a5dd-6f8d3fba2316,Items,1,Arch. 852,isad:mpm:203,10 R 8 D,Arch. 849-862 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:524,489a3ad6-e940-59e5-aea3-d48c1ec72a84,Items,1,Arch. 10,isad:mpm:364,10 Q 1 E,,,Nederlands,remarks
tg:mpmre:318,2809d3cf-83fb-5df6-b2ee-ee907f2cb231,Items,1,Arch. 61,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:94,4ad647d8-a086-5194-8218-06a622e09efa,Items,1,Arch. 1020,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:436,f574140e-40c0-5478-9c0e-db6ec538f4dd,Items,1,Arch. 378,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:573,cdf08102-0c0a-5d70-84e8-4ea5b58de074,Items,1,Arch. 286,isad:mpm:259,10 Q 4 A,tussen fol. 137-138,los stuk 6,Nederlands,remarks
tg:mpmre:123,70945ccd-6a4e-5f0d-8fcf-e1e07d9d9fd5,Items,1,Arch. 1049,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:420,29545486-7ea9-5fcc-a7d2-ebb03971b27b,Items,1,Arch. 400,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:82,f51a1b45-a8ad-532e-9206-e95b879591d2,Items,1,Arch. 1008 (2),isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:6,bcab4b74-23c6-5761-a175-22072056f252,Items,1,Arch. 46,isad:mpm:206,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:135,4d1054e8-5657-5b3b-be86-63021f59a33a,Items,1,Arch. 776,isad:mpm:211,10 R 9 C,,,Nederlands,remarks
tg:mpmre:565,be0e82d1-82aa-5fba-9360-2089363f513e,Items,1,Arch. 682,isad:mpm:364,10 Q 9 D,,,Nederlands,remarks
tg:mpmre:709,607b9ae2-c57f-5596-8b91-a111eb99969d,Items,1,Arch. 1072,isad:mpm:668,,,,Nederlands,remarks
tg:mpmre:359,307f5652-2566-509f-afbe-b97dc4f72371,Items,1,Arch. 232,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:477,6a3b9897-09c7-5d20-8764-3123d662e9f8,Items,1,Arch. TS G,isad:mpm:332,15 R 1 A,,,Nederlands,remarks
tg:mpmre:532,2a717cfd-0a8e-5cf8-be3d-6a3d37e14bf9,Items,1,Arch. 139,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:498,1bedbe0b-fce0-56f0-a089-5581d8770759,Items,1,Arch. 754,isad:mpm:201,10 R 9 D,,,Nederlands,remarks
tg:mpmre:162,387f68c6-ef58-5a0e-9b00-9a6c6a591f6a,Items,1,Arch. 472 bis,isad:mpm:277,10 Q 6 D,,,Nederlands,remarks
tg:mpmre:476,ddf61dee-714c-5f2e-9295-26504c4d9dac,Items,1,Arch. TS F,isad:mpm:332,15 R 1 A,,,Nederlands,remarks
