Object Number,Record Type,ResourceID,Keeper,Object Identifier,Object Number Type,Object Identifier Type,order,card,brocade.id,source_field,Description,Description Type,Description Language,Acquisition Note,Registration Number value,Location Number,Archive Note,adm.note,Warehouse Location (begin),Serial Number,Title,Title Type,Title Language,Material Records,ire.isaar.uuid,Creation ISAAR Brocade ID,Creation Actor Role,Creation Actor Widget,Creation Actor Identifier
,,69887039-b047-5c94-84cc-504a3ad46549,,,,,6,Items,tg:lhpr:2323,,,,,tr:lh:5205,102874,Planex KP / M 762,,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",,,,,,,,,,,
,,69887039-b047-5c94-84cc-504a3ad46549,,,,,7,Items,tg:lhpr:2323,,,,,,103151,Planex KP / M 762,,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",,,,,,,,,,,
,,69887039-b047-5c94-84cc-504a3ad46549,,,,,8,Items,tg:lhpr:2323,,,,,tr:lh:5485,107981,Planex KP / M 762,isad:lh:96358,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",,,,,,,,,,,
,,69887039-b047-5c94-84cc-504a3ad46549,,,,,9,Items,tg:lhpr:2323,,,,,tr:lh:6160,142184,Planex KP / M 762,isad:lh:96359,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",,,,,,,,,,,
,,69887039-b047-5c94-84cc-504a3ad46549,,,,,1,MaterialRecords,tg:lhpr:2323,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""236152ca-fec5-5075-8519-6048ef0cd87c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ca0d720b-acc7-41a5-a48f-3478d938fd90"", ""inverseOntologyProperty"": """"}]",,,,,
,,69887039-b047-5c94-84cc-504a3ad46549,,,,,1,MaterialRecords,tg:lhpr:2323,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""176581c4-ca09-5540-9c34-8ab425b0b897"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bda66992-e3e0-4210-baaa-6a6e0cb58bff"", ""inverseOntologyProperty"": """"}]",,,,,
,,69887039-b047-5c94-84cc-504a3ad46549,,,,,1,MaterialRecords,tg:lhpr:2323,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""880ffc88-ff8b-5227-83af-cb66a7579949"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2cec5a8a-a97a-4a85-a17f-8398b2d41f91"", ""inverseOntologyProperty"": """"}]",,,,,
,,69887039-b047-5c94-84cc-504a3ad46549,,,,,1,MaterialRecords,tg:lhpr:2323,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""0711b96f-0d8b-57bc-aa9d-252b33b18e0b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5e2a06c4-2eb7-4fe6-8d23-5a2ad3dacc00"", ""inverseOntologyProperty"": """"}]",,,,,
,,69887039-b047-5c94-84cc-504a3ad46549,,,,,1,MaterialRecords,tg:lhpr:2323,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""ca0b4534-8e99-5b6b-bbba-4c7ec2e01f4a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9cdbde61-d285-4a6a-8c27-c0ab7ef58af4"", ""inverseOntologyProperty"": """"}]",,,,,
,,69887039-b047-5c94-84cc-504a3ad46549,,,,,1,MaterialRecords,tg:lhpr:2323,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""55349c66-7699-59b0-9644-787a8fa36a0a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3f1c50eb-4993-49ea-9fb2-eb83e4954914"", ""inverseOntologyProperty"": """"}]",,,,,
,,69887039-b047-5c94-84cc-504a3ad46549,,,,,1,MaterialRecords,tg:lhpr:2323,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""07020285-407d-52e4-b1a5-1f9c5ba44010"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5cc67850-36f3-4bfe-918c-5cfb584e2d62"", ""inverseOntologyProperty"": """"}]",,,,,
,,69887039-b047-5c94-84cc-504a3ad46549,,,,,1,MaterialRecords,tg:lhpr:2323,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""7a0652ce-016a-5456-9a28-e75573b39b90"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fd0069ce-bf1c-44a0-bc96-a4d7a4421242"", ""inverseOntologyProperty"": """"}]",,,,,
,,69887039-b047-5c94-84cc-504a3ad46549,,,,,1,MaterialRecords,tg:lhpr:2323,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""7ce09c1e-e8f5-515b-a292-03586a1d5fcb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""82a8466a-1aa2-4ffb-8332-28102ffd218e"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:4190,Prenten,6c4dcece-06fe-579e-924d-c4d439ae60b8,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6c4dcece-06fe-579e-924d-c4d439ae60b8,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,6c4dcece-06fe-579e-924d-c4d439ae60b8,,,,,1,ImmaterialContent,tg:lhpr:4190,,,,,,,,,,,,,,,,c6b5ec26-b182-5ff4-afa6-83169a046888,au::8670,artists (visual artists),"dlod={""name"":""Antoon Herckenrath"",""ark"":""ark:/83110/x0/c6b5ec26-b182-5ff4-afa6-83169a046888"",""uri"":""/agents/people/58751"",""id"":""au::8670"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c6b5ec26-b182-5ff4-afa6-83169a046888
,,6c4dcece-06fe-579e-924d-c4d439ae60b8,,,,,1,Items,tg:lhpr:4190,,,,,tr:lh:4600,88101/1,H 5252 / I,isad:lh:96252,,,,,,,,,,,,
,,6c4dcece-06fe-579e-924d-c4d439ae60b8,,,,,2,Items,tg:lhpr:4190,,,,,tr:lh:5514,108574,H 5252 / I,isad:lh:96252,,,,,,,,,,,,
,,6c4dcece-06fe-579e-924d-c4d439ae60b8,,,,,3,Items,tg:lhpr:4190,,,,,,119878/1,H 5252 / I,,,,,,,,,,,,,
,,6c4dcece-06fe-579e-924d-c4d439ae60b8,,,,,1,MaterialRecords,tg:lhpr:4190,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""c032892d-65cf-5341-943b-e8a23c7f83c0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b9b41517-2180-4f3c-acc6-7b0e5072e6e8"", ""inverseOntologyProperty"": """"}]",,,,,
,,6c4dcece-06fe-579e-924d-c4d439ae60b8,,,,,1,MaterialRecords,tg:lhpr:4190,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""c1c911af-32c8-57a7-9c89-e132f544495d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3034eb36-4527-4bc3-ab68-71e0d5a0dc9a"", ""inverseOntologyProperty"": """"}]",,,,,
,,6c4dcece-06fe-579e-924d-c4d439ae60b8,,,,,1,MaterialRecords,tg:lhpr:4190,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""59628a71-d2ea-5cce-9f37-b469b26cbcb4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3a5c9b00-bb50-466e-af1e-f4f686fda3c5"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:10344,Prenten,6c691d5e-5663-5421-b6e5-e704218f0b76,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6c691d5e-5663-5421-b6e5-e704218f0b76,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,6c691d5e-5663-5421-b6e5-e704218f0b76,,,,,1,Descriptions,tg:lhpr:10344,id.desc,21/25,descriptive note,Nederlands,,,,,,,,,,,,,,,,
,,6c691d5e-5663-5421-b6e5-e704218f0b76,,,,,1,ImmaterialContent,tg:lhpr:10344,,,,,,,,,,,,,,,,18797840-5c11-53e1-b30a-823ba91d8eb0,au::4826,artists (visual artists),"dlod={""name"":""Albert Daenens"",""ark"":""ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0"",""uri"":""/agents/people/49136"",""id"":""au::4826"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0
,,6c691d5e-5663-5421-b6e5-e704218f0b76,,,,,1,Items,tg:lhpr:10344,,,,,tr:lh:2432,47442/186,D 1175 / I (Doos 10),isad:lh:127279,,,,,,,,,,,,
,,6c691d5e-5663-5421-b6e5-e704218f0b76,,,,,2,Items,tg:lhpr:10344,,,,,tr:lh:2432,47442/251-251-253,,,,,,,,,,,,,,
,,6c691d5e-5663-5421-b6e5-e704218f0b76,,,,,1,MaterialRecords,tg:lhpr:10344,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""12e6c8a4-a3a4-574e-a198-80e09bc5b2a4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""82793d43-0867-4ced-bcfd-89c3516140c6"", ""inverseOntologyProperty"": """"}]",,,,,
,,6c691d5e-5663-5421-b6e5-e704218f0b76,,,,,1,MaterialRecords,tg:lhpr:10344,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""49992c5e-9cb6-587d-8547-f8697e017af8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e328a0b9-ae40-4c0d-a60f-6649bee8afe4"", ""inverseOntologyProperty"": """"}]",,,,,
,,6c691d5e-5663-5421-b6e5-e704218f0b76,,,,,1,Titles,tg:lhpr:10344,id.title/ti,,,,,,,,,,,Landschap (Papenkasteel),titles proper,Dutch (language),,,,,,
tg:lhpr:9262,Prenten,6eeae589-5813-5e5c-b330-e8b1b2f1a409,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6eeae589-5813-5e5c-b330-e8b1b2f1a409,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,6eeae589-5813-5e5c-b330-e8b1b2f1a409,,,,,1,Items,tg:lhpr:9262,,,,,tr:lh:891,16184/2,Planex GP / P 954,isad:lh:96673,De spotprent is de titelpagina van het maandblad L' Estrille (nr 8 van het jaar 1868).,,,,,,,,,,,
,,6eeae589-5813-5e5c-b330-e8b1b2f1a409,,,,,2,Items,tg:lhpr:9262,,,,,,146115/5,Planex GP / P 954,isad:lh:96673,"De spotprent is de titelpagina van het maandblad L' Estrille (nr 8 van het jaar 1868).  
In bezit van het AMVC-Letterenhuis vanaf 29/01/1987. Uit het archief
van het ANZ.",,,,,,,,,,,
,,6eeae589-5813-5e5c-b330-e8b1b2f1a409,,,,,1,MaterialRecords,tg:lhpr:9262,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""37741ec2-e80a-5e17-8794-450e3353991b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c783f58d-5734-48e6-ba0c-1856fb5b50a5"", ""inverseOntologyProperty"": """"}]",,,,,
,,6eeae589-5813-5e5c-b330-e8b1b2f1a409,,,,,1,MaterialRecords,tg:lhpr:9262,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""f5cd3b70-0ab5-5baf-9501-dc1aca0bbf18"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ab6f2aeb-5742-48ae-bc2f-7da9d6d0ee9a"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:2229,Prenten,6f81db94-3291-5cd4-a7d0-e78802136a70,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6f81db94-3291-5cd4-a7d0-e78802136a70,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,6f81db94-3291-5cd4-a7d0-e78802136a70,,,,,1,Items,tg:lhpr:2229,,,,,,27381/264,Planex KP / S 725,,Prent gemaakt door Pierre Jean Baptiste van Reeth.,,,,,,,,,,,
,,6f81db94-3291-5cd4-a7d0-e78802136a70,,,,,2,Items,tg:lhpr:2229,,,,,tr:lh:1647,29574,Planex KP / S 725,,Prent gemaakt door Pierre Jean Baptiste van Reeth.,,,,,,,,,,,
,,6f81db94-3291-5cd4-a7d0-e78802136a70,,,,,3,Items,tg:lhpr:2229,,,,,tr:lh:5492,122162,Planex KP / S 725,,Prent gemaakt door Pierre Jean Baptiste van Reeth.,,,,,,,,,,,
,,6f81db94-3291-5cd4-a7d0-e78802136a70,,,,,4,Items,tg:lhpr:2229,,,,,tr:lh:6960,174033,Planex KP / S 725,,Prent gemaakt door Pierre Jean Baptiste van Reeth.,,,,,,,,,,,
,,6f81db94-3291-5cd4-a7d0-e78802136a70,,,,,1,MaterialRecords,tg:lhpr:2229,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""2440943c-460e-5886-bdaf-9c5bbd56ae9b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bc0da452-fcea-41a3-8fe2-45a1d7ed5f75"", ""inverseOntologyProperty"": """"}]",,,,,
,,6f81db94-3291-5cd4-a7d0-e78802136a70,,,,,1,MaterialRecords,tg:lhpr:2229,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""a58cc1f4-0975-5625-8435-abdb928c57ef"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5743b349-2148-4acd-9149-2912869d5d3c"", ""inverseOntologyProperty"": """"}]",,,,,
,,6f81db94-3291-5cd4-a7d0-e78802136a70,,,,,1,MaterialRecords,tg:lhpr:2229,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""22d7b8ed-08fc-53e5-872a-6970cbd693f7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6f946d0b-cb73-4cbd-9987-509a24f60de4"", ""inverseOntologyProperty"": """"}]",,,,,
,,6f81db94-3291-5cd4-a7d0-e78802136a70,,,,,1,MaterialRecords,tg:lhpr:2229,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""b560fb5d-9422-5d71-bba0-6ecf49470c79"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e7ccb054-52ee-4042-8f22-0e55fd900f9f"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:2464,Prenten,7108dc2a-c2ce-54a7-9dfe-62eb50184757,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7108dc2a-c2ce-54a7-9dfe-62eb50184757,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,7108dc2a-c2ce-54a7-9dfe-62eb50184757,,,,,1,ImmaterialContent,tg:lhpr:2464,,,,,,,,,,,,,,,,d65a9eee-ccdf-548b-9b04-3e545d6618fe,au::11741,artists (visual artists),"dlod={""name"":""Florimond van Loo"",""ark"":""ark:/83110/x0/d65a9eee-ccdf-548b-9b04-3e545d6618fe"",""uri"":""/agents/people/82780"",""id"":""au::11741"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d65a9eee-ccdf-548b-9b04-3e545d6618fe
,,7108dc2a-c2ce-54a7-9dfe-62eb50184757,,,,,1,Items,tg:lhpr:2464,,,,,tr:lh:1202,20504,"(2) planex GP / IX,3",,,,,,,,,,,,,
,,7108dc2a-c2ce-54a7-9dfe-62eb50184757,,,,,2,Items,tg:lhpr:2464,,,,,tr:lh:2212,43536/5,(1)SC 53 A 1,,,,,,,,,,,,,
,,7108dc2a-c2ce-54a7-9dfe-62eb50184757,,,,,1,MaterialRecords,tg:lhpr:2464,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""d7add5cf-43d6-5c90-b4fe-d760aa8ce0b4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""30f8bca0-4720-4d95-85fd-50265cc4cba5"", ""inverseOntologyProperty"": """"}]",,,,,
,,7108dc2a-c2ce-54a7-9dfe-62eb50184757,,,,,1,MaterialRecords,tg:lhpr:2464,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""09e5b330-eedc-5c41-8ff1-164cae8984ae"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d0202de5-fc58-4851-9b52-a5427ec0ef1f"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:9133,Prenten,7233d6ca-b8f4-5e12-b054-f037865372f5,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7233d6ca-b8f4-5e12-b054-f037865372f5,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,7233d6ca-b8f4-5e12-b054-f037865372f5,,,,,1,Descriptions,tg:lhpr:9133,note.lhdetail,De spotprent is de titelpagina van het maandblad L' Estrille (nr 9 van het jaar 1868).,detailbeschrijving,Nederlands,,,,,,,,,,,,,,,,
,,7233d6ca-b8f4-5e12-b054-f037865372f5,,,,,1,Items,tg:lhpr:9133,,,,,tr:lh:891,16184/1,Planex GP / P 954,isad:lh:96673,,,,,,,,,,,,
,,7233d6ca-b8f4-5e12-b054-f037865372f5,,,,,2,Items,tg:lhpr:9133,,,,,,146115/6,Planex GP / P 954,isad:lh:96673,"In bezit van het AMVC-Letterenhuis vanaf 29/01/1987. Uit het archief
van het ANZ.",,,,,,,,,,,
,,7233d6ca-b8f4-5e12-b054-f037865372f5,,,,,1,MaterialRecords,tg:lhpr:9133,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""61dbcd30-1866-52e9-bcd4-48c18fdcbc86"", ""ontologyProperty"": """", ""resourceXresourceId"": ""77c6ccd4-3e03-40aa-bcce-3f84e104cdec"", ""inverseOntologyProperty"": """"}]",,,,,
,,7233d6ca-b8f4-5e12-b054-f037865372f5,,,,,1,MaterialRecords,tg:lhpr:9133,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""5aa12087-4124-57da-8e20-a2de7c5763ef"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bed4c8da-a68e-4e2d-87f5-a251ebf9f1f0"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:1495,Prenten,7497c141-af95-5946-9c8e-fc067bb55eb0,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7497c141-af95-5946-9c8e-fc067bb55eb0,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,7497c141-af95-5946-9c8e-fc067bb55eb0,,,,,1,ImmaterialContent,tg:lhpr:1495,,,,,,,,,,,,,,,,4cbb63a8-913f-5383-abb9-73a503da6d4e,au::17592,artists (visual artists),"dlod={""name"":""Arthur Sterck"",""ark"":""ark:/83110/x0/4cbb63a8-913f-5383-abb9-73a503da6d4e"",""uri"":""/agents/people/82587"",""id"":""au::17592"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4cbb63a8-913f-5383-abb9-73a503da6d4e
,,7497c141-af95-5946-9c8e-fc067bb55eb0,,,,,1,Items,tg:lhpr:1495,,,,,,27381/797,Planex KP / B 435,,,,,,,,,,,,,
,,7497c141-af95-5946-9c8e-fc067bb55eb0,,,,,2,Items,tg:lhpr:1495,,,,,,52915,"Planex GP / IX, 2",,,,,,,,,,,,,
,,7497c141-af95-5946-9c8e-fc067bb55eb0,,,,,3,Items,tg:lhpr:1495,,,,,tr:lh:2212,43545/3,"Planex GT / VI,5",,,,,,,,,,,,,
,,7497c141-af95-5946-9c8e-fc067bb55eb0,,,,,1,MaterialRecords,tg:lhpr:1495,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""5ba9b7ad-97ff-5db4-95b5-17b36e1cfc9e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""261ab951-aaf1-4235-9a78-632d2ac68440"", ""inverseOntologyProperty"": """"}]",,,,,
,,7497c141-af95-5946-9c8e-fc067bb55eb0,,,,,1,MaterialRecords,tg:lhpr:1495,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""22506ab0-3504-5422-8efa-9fa9af57f5a1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4f0c4cab-2c51-41e8-be7c-7bda03a92d5c"", ""inverseOntologyProperty"": """"}]",,,,,
,,7497c141-af95-5946-9c8e-fc067bb55eb0,,,,,1,MaterialRecords,tg:lhpr:1495,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""53886432-41c9-5379-994d-7aca67919394"", ""ontologyProperty"": """", ""resourceXresourceId"": ""add21023-049c-4081-bf91-6913a7dd27cc"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:2741,Prenten,77130146-fd38-5f78-b70c-c9097630c6fa,Letterenhuis,https://data.letterenhuis.be/ark:/24970/77130146-fd38-5f78-b70c-c9097630c6fa,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,77130146-fd38-5f78-b70c-c9097630c6fa,,,,,1,Descriptions,tg:lhpr:2741,note.lhdetail,De prent is gedrukt in twee stappen: goud en dan zwart.,detailbeschrijving,Nederlands,,,,,,,,,,,,,,,,
,,77130146-fd38-5f78-b70c-c9097630c6fa,,,,,1,ImmaterialContent,tg:lhpr:2741,,,,,,,,,,,,,,,,b24cf319-e359-5260-a8cd-8dde07790c9a,au::14591,artists (visual artists),"dlod={""name"":""Edward Pellens"",""ark"":""ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a"",""uri"":""/agents/people/64933"",""id"":""au::14591"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a
,,77130146-fd38-5f78-b70c-c9097630c6fa,,,,,1,Items,tg:lhpr:2741,,,,,tr:lh:1202,20511/1,Planex GP / P 346,,(3)De houtsnede: twee exemplaren met hetzelfde inschrijvingsnummer.,,,,,,,,,,,
,,77130146-fd38-5f78-b70c-c9097630c6fa,,,,,2,Items,tg:lhpr:2741,,,,,tr:lh:1279,21871,Planex GP / P 346,,(3)De houtsnede: twee exemplaren met hetzelfde inschrijvingsnummer.,,,,,,,,,,,
,,77130146-fd38-5f78-b70c-c9097630c6fa,,,,,3,Items,tg:lhpr:2741,,,,,,50338/1-2,Planex GP / P 346,,(3)De houtsnede: twee exemplaren met hetzelfde inschrijvingsnummer.,,,,,,,,,,,
,,77130146-fd38-5f78-b70c-c9097630c6fa,,,,,4,Items,tg:lhpr:2741,,,,,,54787,Planex GP / P 346,,(3)De houtsnede: twee exemplaren met hetzelfde inschrijvingsnummer.,,,,,,,,,,,
,,77130146-fd38-5f78-b70c-c9097630c6fa,,,,,5,Items,tg:lhpr:2741,,,,,tr:lh:7684,200123,SC 06 E 2,isad:lh:96485,Nr. 200123 originele houten lijst. Afdruk zonder handtekening,,,,,,,,,,,
,,77130146-fd38-5f78-b70c-c9097630c6fa,,,,,1,MaterialRecords,tg:lhpr:2741,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""a1421c55-9a0a-5b74-ab8a-a0b52838414b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""40358277-9e57-4fff-8288-1bc3c94edcd9"", ""inverseOntologyProperty"": """"}]",,,,,
,,77130146-fd38-5f78-b70c-c9097630c6fa,,,,,1,MaterialRecords,tg:lhpr:2741,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""4c65af97-b69f-5c2d-844e-f9091fdca802"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1bbc4101-477a-44eb-8cd3-f99ea357b624"", ""inverseOntologyProperty"": """"}]",,,,,
,,77130146-fd38-5f78-b70c-c9097630c6fa,,,,,1,MaterialRecords,tg:lhpr:2741,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""a1da1a60-05db-5f56-970c-885098ee7c6c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b879f19e-5ee1-4697-9779-533555d0bba1"", ""inverseOntologyProperty"": """"}]",,,,,
,,77130146-fd38-5f78-b70c-c9097630c6fa,,,,,1,MaterialRecords,tg:lhpr:2741,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""031be3f0-227c-5452-861a-3e6d68367945"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d3970519-245d-49d2-a259-9b761cd43cf4"", ""inverseOntologyProperty"": """"}]",,,,,
,,77130146-fd38-5f78-b70c-c9097630c6fa,,,,,1,MaterialRecords,tg:lhpr:2741,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""1d42d45b-d645-50b0-becc-143a7a2e3d33"", ""ontologyProperty"": """", ""resourceXresourceId"": ""75f45a95-6eef-4dbe-82da-cee877beec0d"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:2262,Prenten,784a6994-54bc-584a-87d4-2cdea914c75b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/784a6994-54bc-584a-87d4-2cdea914c75b,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,784a6994-54bc-584a-87d4-2cdea914c75b,,,,,1,ImmaterialContent,tg:lhpr:2262,,,,,,,,,,,,,,,,0107425f-b841-571b-ad53-090378b16b29,au::5279,artists (visual artists),"dlod={""name"":""Joseph Demannez"",""ark"":""ark:/83110/x0/0107425f-b841-571b-ad53-090378b16b29"",""uri"":""/agents/people/76662"",""id"":""au::5279"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0107425f-b841-571b-ad53-090378b16b29
,,784a6994-54bc-584a-87d4-2cdea914c75b,,,,,1,Items,tg:lhpr:2262,,,,,tr:lh:2212,43548/4,"Planex GP / X, 2",,,,,,,,,,,,,
,,784a6994-54bc-584a-87d4-2cdea914c75b,,,,,2,Items,tg:lhpr:2262,,,,,,87524/1,"Planex GP / X, 2",,,,,,,,,,,,,
,,784a6994-54bc-584a-87d4-2cdea914c75b,,,,,1,MaterialRecords,tg:lhpr:2262,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""d2fc457d-bdb3-5d1d-868b-77635d7d98a6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7032800b-0fca-4bb8-8c36-e1a1c721c806"", ""inverseOntologyProperty"": """"}]",,,,,
