Object Number,Record Type,ResourceID,Keeper,Object Identifier,Object Number Type,Object Identifier Type,order,card,brocade.id,source_field,Immaterial Record,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,source_code,Carrier Type,Colour,Description,Description Type,Description Language,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Illustration URL,Illustration Type,Acquisition Note,Registration Number value,Location Number,Archive Note,adm.note,Warehouse Location (begin),Serial Number,Legacy Information Value,Legacy Information Type,Legacy Information Published,Mark Text,Mark Type,Mark Language,Material,ire.isaar.uuid,ISAAR Brocade ID,Entity Relation,Entity Widget,Entity Identifier,Title,Title Type,Title Language,ire.isaar.id,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Type,Start Date,Start Date Type,End Date,End Date Type
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,1,Carrier,tg:lhpr:4145_#1,kenmerken/lhdragerico.lhdragertypeico,,,,,,,,,,,dpp,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,1,DimensionSourceNotes,tg:lhpr:4145_#1,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,9 x 12,,,,,,,,,9 x 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,1,DimensionSourceNotes,tg:lhpr:4145_#1,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,"17,3 x 20,3",,,,,,,,,"17,3 x 20,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,,Dimensions,tg:lhpr:4145_#1,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,90.0,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,,Dimensions,tg:lhpr:4145_#1,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,120.0,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,,Dimensions,tg:lhpr:4145_#1,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,,,173.0,hoogte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,,Dimensions,tg:lhpr:4145_#1,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,,,203.0,breedte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,1,Images,tg:lhpr:4145_#1,ill.lowres,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:lh:46902,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,1,ImmaterialRecord,tg:lhpr:4145_#1,brocade.immaterial_uuid,"[{""resourceId"": ""60d901ba-2aa9-58f1-a234-92985d644d59"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a29aa26d-a190-4cd5-be5b-1f4bfa11eee1"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,1,Items,tg:lhpr:4145_#1,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:5371,105492,O 345 / I,isad:lh:96526,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000000723,referentienummer,False,,,,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:4145_#1,brocade id,False,,,,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:4145/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,3,LegacyInformation,,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nalatenis I. Opsomer, 1973",herkomst,False,,,,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,1,Marks,tg:lhpr:4145_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rechts boven - """"Opsomer 1919",signatures (names),Nederlands,,,,,,,,,,,,,,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,1,ProductionActors,tg:lhpr:4145_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c48f5de-508b-5b31-98b5-726cacf6c11f,,,,,,,,au::14130,artists (visual artists),"dlod={""name"":""Isidoor Opsomer"",""ark"":""ark:/83110/x0/8c48f5de-508b-5b31-98b5-726cacf6c11f"",""uri"":""/agents/people/93207"",""id"":""au::14130"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8c48f5de-508b-5b31-98b5-726cacf6c11f,,,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,1,ProductionTechniques,tg:lhpr:4145_#1,kenmerken/lhtechbasispr.lhtechpr,,,,,,,,,,,pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,etching (printing process),,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,,ProductionTimeSpans,tg:lhpr:4145_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,,,
,,5c6864ab-0711-592b-a887-80f54238b2bb,,,,,1,Titles,tg:lhpr:4145_#1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stadszicht,titles proper,Dutch (language),,,,,,,,,
tg:lhpr:8169_#2,Prenten,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5cdca355-86ec-5dc0-bc55-6a94ffacc58e,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,1,Annotations,tg:lhpr:8169_#2,adm.note,,,,,Afkomstig uit het Kabinet Eekhoud in de Stadsbibliotheek,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,1,Archives,tg:lhpr:8169_#2,,,,,,,,,isad:lh:96411,"dlod={""name"":""Prenten"",""ark"":""ark:/24970/x0/87e5c74b-33fb-5bc5-af95-878392068f62"",""uri"":""/repositories/11/archival_objects/210878"",""id"":""isad:lh:96411"",""nameWithContext"":[""Verzamelingen"",""Kunstwerken""],""resourceName"":""Archief van Georges Eekhoud"",""resourceArk"":""ark:/24970/x0/949745fd-1720-5e82-87fc-2195f9a7c75a"",""resourceURI"":""/repositories/11/resources/2738"",""resourceID"":""isad:lh:543"",""capacity"":""Prenten"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/87e5c74b-33fb-5bc5-af95-878392068f62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,1,Carrier,tg:lhpr:8169_#2,kenmerken/lhdragerico.lhdragertypeico,,,,,,,,,,,dpp,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,1,DimensionSourceNotes,tg:lhpr:8169_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,29 x 24.5,,,,,,,,,29 x 24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,1,DimensionSourceNotes,tg:lhpr:8169_#2,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,, 57 x 49,,,,,,,,, 57 x 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,,Dimensions,tg:lhpr:8169_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,290.0,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,,Dimensions,tg:lhpr:8169_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,245.0,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,,Dimensions,tg:lhpr:8169_#2,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,,,570.0,hoogte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,,Dimensions,tg:lhpr:8169_#2,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,,,490.0,breedte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,1,Images,tg:lhpr:8169_#2,ill.lowres,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:lh:47623,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,1,ImmaterialRecord,tg:lhpr:8169_#2,brocade.immaterial_uuid,"[{""resourceId"": ""0f07f0d6-c42c-5831-a9a2-e98ce8cf8fe4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0188a3e2-81cd-4a2c-bec9-6735c47e1a3a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,1,Items,tg:lhpr:8169_#2,,,,,,,,,,,,,,,,,,,,,,,,,219727,Planex GP / C 3773,isad:lh:96411,Afkomstig uit het Kabinet Eekhoud in de Stadsbibliotheek,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000001454,referentienummer,False,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:8169_#2,brocade id,False,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:8169/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,1,Marks,tg:lhpr:8169_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In potlood, onderaan links """"1/60"""" en rechts handtekening: """"avandijck",signatures (names),Nederlands,,,,,,,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,2,OriginalBrocade,tg:lhpr:8169_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2135d6b3-f16d-52dc-9056-0ddbe1078183,au::4522,keywords,"dlod={""name"":""Charles de Coster"",""ark"":""ark:/83110/x0/2135d6b3-f16d-52dc-9056-0ddbe1078183"",""uri"":""/agents/people/75733"",""id"":""au::4522"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2135d6b3-f16d-52dc-9056-0ddbe1078183,,,,,,,,,,,,
,,5cdca355-86ec-5dc0-bc55-6a94ffacc58e,,,,,1,ProductionActors,tg:lhpr:8169_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d463372e-4277-518a-9c18-dbc443ff7444,,,,,,,,au::5678,artists (visual artists),"dlod={""name"":""Albert van Dyck"",""ark"":""ark:/83110/x0/d463372e-4277-518a-9c18-dbc443ff7444"",""uri"":""/agents/people/49171"",""id"":""au::5678"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d463372e-4277-518a-9c18-dbc443ff7444,,,,,
tg:lhpr:4293_#2,Prenten,5d014347-396b-5384-95fc-7c490c2a35ba,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5d014347-396b-5384-95fc-7c490c2a35ba,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,1,Acquisitions,tg:lhpr:4293_#2,,,tr:lh:4053,"dlod={""name"":""Nalatenschap van Joris Vriamont"",""ark"":""ark:/24970/x0/994399b0-ec31-5d1a-8caf-ab95c2ffc812"",""uri"":""/repositories/11/accessions/13354"",""id"":""tr:lh:4053"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/994399b0-ec31-5d1a-8caf-ab95c2ffc812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,1,Annotations,tg:lhpr:4293_#2,adm.note,,,,,"**Publikatie:** Roelants, Maurice - Ramah [ill.], _De jazz-speler: kleine
roman met één personage en zeven instrumenten zijnde een volledige slagwerk
batterij_. Brussel: A.A.M. Stols, 1928, 64 p. T.o. p. 53 en op de omslag.

Proefdruk, deel van de suite bij één van de 6 of 35 genummerde exemplaren op
Hollands papier.",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,1,Archives,tg:lhpr:4293_#2,,,,,,,,,isad:lh:96535,"dlod={""name"":""Prenten"",""ark"":""ark:/24970/x0/025714ff-c075-5642-82ab-8d67efe528cf"",""uri"":""/repositories/11/archival_objects/310614"",""id"":""isad:lh:96535"",""nameWithContext"":[""Verzamelingen"",""Kunstwerken""],""resourceName"":""Archief van Joris Vriamont"",""resourceArk"":""ark:/24970/x0/7dcda460-aa03-5aa2-90ae-c2bc6fedde9d"",""resourceURI"":""/repositories/11/resources/3896"",""resourceID"":""isad:lh:6950"",""capacity"":""Prenten"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/025714ff-c075-5642-82ab-8d67efe528cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,1,Carrier,tg:lhpr:4293_#2,kenmerken/lhdragerico.lhdragertypeico,,,,,,,,,,,dpp,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,1,DimensionSourceNotes,tg:lhpr:4293_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,"20 x 14,2",,,,,,,,,"20 x 14,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,,Dimensions,tg:lhpr:4293_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,200.0,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,,Dimensions,tg:lhpr:4293_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,142.0,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,1,Images,tg:lhpr:4293_#2,ill.lowres,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:lh:46936,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,1,ImmaterialRecord,tg:lhpr:4293_#2,brocade.immaterial_uuid,"[{""resourceId"": ""a98b9ea3-f562-527d-9a19-13adaf60b1b8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ecf29ca0-21bd-4cb5-950a-f580f2a5b1fb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,1,Items,tg:lhpr:4293_#2,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:4053,77778/1,R 1627 / I,isad:lh:96535,"**Publikatie:** Roelants, Maurice - Ramah [ill.], _De jazz-speler: kleine
roman met één personage en zeven instrumenten zijnde een volledige slagwerk
batterij_. Brussel: A.A.M. Stols, 1928, 64 p. T.o. p. 53 en op de omslag.

Proefdruk, deel van de suite bij één van de 6 of 35 genummerde exemplaren op
Hollands papier.",,,,,,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,1,LegacyInformation,,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36408/1: Niet ingeschreven gevonden, 15-06-1948

77778/1: Nalatenschap Joris Vriamont, 13-03-1968",herkomst,False,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000000758,referentienummer,False,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:4293_#2,brocade id,False,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:4293/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,3,OriginalBrocade,tg:lhpr:4293_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741ccaf-74b8-57b5-b151-ad49ccee619c,au::15847,keywords,"dlod={""name"":""Maurice Roelants"",""ark"":""ark:/83110/x0/1741ccaf-74b8-57b5-b151-ad49ccee619c"",""uri"":""/agents/people/65586"",""id"":""au::15847"",""nameWithContext"":[""Maurice Minne"",""M.A. Minne"",""Jan van Opstal"",""Pervyse"",""De Zwerver""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1741ccaf-74b8-57b5-b151-ad49ccee619c,,,,,,,,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,1,ProductionActors,tg:lhpr:4293_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8912c06-a678-57ee-a68e-5cf4b6a5c27e,,,,,,,,au::15437,artists (visual artists),"dlod={""name"":""Henri Ramah"",""ark"":""ark:/83110/x0/d8912c06-a678-57ee-a68e-5cf4b6a5c27e"",""uri"":""/agents/people/54989"",""id"":""au::15437"",""nameWithContext"":[""Henri Raemaeker""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d8912c06-a678-57ee-a68e-5cf4b6a5c27e,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,2,ProductionActors,tg:lhpr:4293_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6579337-7358-5167-bea0-fef653a36aba,,,,,,,,au::17729,publishers,"dlod={""name"":""A.A.M. Stols"",""ark"":""ark:/83110/x0/a6579337-7358-5167-bea0-fef653a36aba"",""uri"":""/agents/corporate_entities/16057"",""id"":""au::17729"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a6579337-7358-5167-bea0-fef653a36aba,,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,1,ProductionTechniques,tg:lhpr:4293_#2,kenmerken/lhtechbasispr.lhtechpr,,,,,,,,,,,pls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lithography,,,,
,,5d014347-396b-5384-95fc-7c490c2a35ba,,,,,,ProductionTimeSpans,tg:lhpr:4293_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928,reconstructie,,
tg:lhpr:2858_#5,Prenten,5ebbb908-4853-5cba-a2cd-a451426177e0,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5ebbb908-4853-5cba-a2cd-a451426177e0,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,1,Annotations,tg:lhpr:2858_#5,adm.note,,,,,(3) vermelding 4/50 (drukexempl.),Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,1,DimensionSourceNotes,tg:lhpr:2858_#5,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,"43,3 x 32,3",,,,,,,,,"43,3 x 32,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,1,DimensionSourceNotes,tg:lhpr:2858_#5,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,"51,8 x 41,7",,,,,,,,,"51,8 x 41,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,,Dimensions,tg:lhpr:2858_#5,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,433.0,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,,Dimensions,tg:lhpr:2858_#5,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,323.0,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,,Dimensions,tg:lhpr:2858_#5,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,,,518.0,hoogte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,,Dimensions,tg:lhpr:2858_#5,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,,,417.0,breedte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,1,Images,tg:lhpr:2858_#5,ill.highres,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:lh:231479,Hoge resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,2,Images,tg:lhpr:2858_#5,ill.lowres,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:lh:742736,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,1,ImmaterialRecord,tg:lhpr:2858_#5,brocade.immaterial_uuid,"[{""resourceId"": ""fb4c969a-1140-5d82-8950-a188d26b2201"", ""ontologyProperty"": """", ""resourceXresourceId"": ""84281f95-78d4-4562-abf1-7863a49995d5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,1,Items,tg:lhpr:2858_#5,,,,,,,,,,,,,,,,,,,,,,,,,220274,"Planex GT / X, 2 (S 725)",,(3) vermelding 4/50 (drukexempl.),,,,,,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000000393,referentienummer,False,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:2858_#5,brocade id,False,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:2858/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,1,Marks,tg:lhpr:2858_#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"r.o.: _Edward Pellens_

m.o.: _Dr. AUG. SNIEDERS / 1825-ANNO-1904_",signatures (names),Nederlands,,,,,,,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,2,OriginalBrocade,tg:lhpr:2858_#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f36bd6d6-257b-5df0-95af-355b69667a84,au::17200,keywords,"dlod={""name"":""August Snieders"",""ark"":""ark:/83110/x0/f36bd6d6-257b-5df0-95af-355b69667a84"",""uri"":""/agents/people/69618"",""id"":""au::17200"",""nameWithContext"":[""N."",""O-O"",""Wouter Snykens"",""Yours""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f36bd6d6-257b-5df0-95af-355b69667a84,,,,,,,,,,,,
,,5ebbb908-4853-5cba-a2cd-a451426177e0,,,,,1,ProductionActors,tg:lhpr:2858_#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b24cf319-e359-5260-a8cd-8dde07790c9a,,,,,,,,au::14591,artists (visual artists),"dlod={""name"":""Edward Pellens"",""ark"":""ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a"",""uri"":""/agents/people/64933"",""id"":""au::14591"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a,,,,,
