Object Number,Record Type,URL,ResourceID,Reference Number,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:rubgr:1982,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1982/N,2063f80c-6f0d-55d2-9354-b428d8586f50,BE-ANN14/gr/000001982,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/2063f80c-6f0d-55d2-9354-b428d8586f50'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5168,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5168/N,7c4c6353-f87b-5edd-bc9e-07b8d1d8d5f8,BE-ANN14/gr/000005168,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/7c4c6353-f87b-5edd-bc9e-07b8d1d8d5f8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2357,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2357/N,ed1e30ad-59b9-5cfb-95f5-23f4dd5f4315,BE-ANN14/gr/000002357,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ed1e30ad-59b9-5cfb-95f5-23f4dd5f4315'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:46,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:46/N,70f09f21-81e7-5510-abae-a874dc482f26,BE-ANN14/gr/000000046,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/70f09f21-81e7-5510-abae-a874dc482f26'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3815,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3815/N,7abf99b0-448c-5c7c-b51c-2d0c1015a49a,BE-ANN14/gr/000003815,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/7abf99b0-448c-5c7c-b51c-2d0c1015a49a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1828,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1828/N,b2a78232-f076-568a-8911-fd18013dd2ec,BE-ANN14/gr/000001828,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b2a78232-f076-568a-8911-fd18013dd2ec'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2707,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2707/N,66e75083-0849-5d7e-8392-df0b03495883,BE-ANN14/gr/000002707,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/66e75083-0849-5d7e-8392-df0b03495883'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4779,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4779/N,cff477f1-a0fb-5a49-8f4b-e195ac3f9aa1,BE-ANN14/gr/000004779,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/cff477f1-a0fb-5a49-8f4b-e195ac3f9aa1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1081,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1081/N,054c9820-ff7e-589f-b876-550a8393525b,BE-ANN14/gr/000001081,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/054c9820-ff7e-589f-b876-550a8393525b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3546,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3546/N,018b64b6-6638-564e-9f66-624a12427acd,BE-ANN14/gr/000003546,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/018b64b6-6638-564e-9f66-624a12427acd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4283,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4283/N,f1532d40-171d-5aa6-9ef3-f26cbba869b5,BE-ANN14/gr/000004283,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f1532d40-171d-5aa6-9ef3-f26cbba869b5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4329,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4329/N,da96847f-d0e8-5282-9350-8126aeeb1f60,BE-ANN14/gr/000004329,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/da96847f-d0e8-5282-9350-8126aeeb1f60'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3116,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3116/N,923540d0-36b6-5212-bdf1-0cb84d153926,BE-ANN14/gr/000003116,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/923540d0-36b6-5212-bdf1-0cb84d153926'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3403,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3403/N,5e17a59f-f1ad-511b-a983-480105b23c37,BE-ANN14/gr/000003403,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5e17a59f-f1ad-511b-a983-480105b23c37'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4796,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4796/N,763dd238-cb55-57bf-a6ec-c3cdc05db1d7,BE-ANN14/gr/000004796,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/763dd238-cb55-57bf-a6ec-c3cdc05db1d7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3053,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3053/N,bc3d00c3-d5f7-545c-a62d-be5109480e41,BE-ANN14/gr/000003053,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/bc3d00c3-d5f7-545c-a62d-be5109480e41'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1594,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1594/N,371ed7d7-cb53-51f1-87a2-61d2d18fa55f,BE-ANN14/gr/000001594,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/371ed7d7-cb53-51f1-87a2-61d2d18fa55f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2212,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2212/N,e30b0447-8732-5fb7-99a0-2bebdc885e5b,BE-ANN14/gr/000002212,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e30b0447-8732-5fb7-99a0-2bebdc885e5b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3950,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3950/N,457004f5-556e-58df-820b-defd105fb2d7,BE-ANN14/gr/000003950,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/457004f5-556e-58df-820b-defd105fb2d7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2642,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2642/N,a272b967-497b-5153-a79c-805956095ef4,BE-ANN14/gr/000002642,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a272b967-497b-5153-a79c-805956095ef4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5187,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5187/N,bb688eda-019c-51e2-ab88-fcd78afa7762,BE-ANN14/gr/000005187,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/bb688eda-019c-51e2-ab88-fcd78afa7762'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:958,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:958/N,f94f1b80-e964-5b7f-bc6e-dfeca8fd9573,BE-ANN14/gr/000000958,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f94f1b80-e964-5b7f-bc6e-dfeca8fd9573'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2513,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2513/N,13ab5829-c40a-5ec3-8ed3-86320ba5f147,BE-ANN14/gr/000002513,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/13ab5829-c40a-5ec3-8ed3-86320ba5f147'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4994,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4994/N,17abe367-a8dc-51b3-9002-8d5312e14385,BE-ANN14/gr/000004994,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/17abe367-a8dc-51b3-9002-8d5312e14385'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2143,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2143/N,b5c2264b-7f40-5cfa-b660-b3d85cfdfb41,BE-ANN14/gr/000002143,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b5c2264b-7f40-5cfa-b660-b3d85cfdfb41'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3302,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3302/N,199a3cf9-b051-5f83-9331-52970cab5dad,BE-ANN14/gr/000003302,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/199a3cf9-b051-5f83-9331-52970cab5dad'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2840,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2840/N,f472a761-57c0-592c-8c7e-3d7c7f1f5379,BE-ANN14/gr/000002840,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f472a761-57c0-592c-8c7e-3d7c7f1f5379'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3752,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3752/N,3809e2c0-8a6c-5b24-8db2-a394846599d6,BE-ANN14/gr/000003752,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3809e2c0-8a6c-5b24-8db2-a394846599d6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4097,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4097/N,4d8ae499-26f5-5604-8be3-0bea7dcfdf60,BE-ANN14/gr/000004097,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/4d8ae499-26f5-5604-8be3-0bea7dcfdf60'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1295,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1295/N,7e5c3727-4de5-57d9-ac87-abf7bf3a120f,BE-ANN14/gr/000001295,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/7e5c3727-4de5-57d9-ac87-abf7bf3a120f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1780,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1780/N,629939e5-746b-5e79-8af4-419b7ee07c7a,BE-ANN14/gr/000001780,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/629939e5-746b-5e79-8af4-419b7ee07c7a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4078,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4078/N,1d91340d-9ecf-56af-a9dc-3e78b5b18cee,BE-ANN14/gr/000004078,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/1d91340d-9ecf-56af-a9dc-3e78b5b18cee'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4582,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4582/N,d9bf494c-3b35-54b1-8a26-be8e950df834,BE-ANN14/gr/000004582,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d9bf494c-3b35-54b1-8a26-be8e950df834'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3247,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3247/N,4ef7e219-ecf5-5db5-9144-afc68f9eb238,BE-ANN14/gr/000003247,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/4ef7e219-ecf5-5db5-9144-afc68f9eb238'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4428,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4428/N,3639c813-61ad-5283-9f40-24aec485f216,BE-ANN14/gr/000004428,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3639c813-61ad-5283-9f40-24aec485f216'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2905,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2905/N,da06f556-7105-59ec-88d0-d61b0b803fda,BE-ANN14/gr/000002905,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/da06f556-7105-59ec-88d0-d61b0b803fda'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3617,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3617/N,262d1f08-0947-5323-b406-d2e93969633e,BE-ANN14/gr/000003617,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/262d1f08-0947-5323-b406-d2e93969633e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2456,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2456/N,ef106242-1684-5b04-8baf-dd89eb4dc7b5,BE-ANN14/gr/000002456,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ef106242-1684-5b04-8baf-dd89eb4dc7b5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5239,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5239/N,fbbf9335-efa5-57b4-a081-670f6b685fd1,BE-ANN14/gr/000005239,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/fbbf9335-efa5-57b4-a081-670f6b685fd1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2006,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2006/N,aa10c397-795d-5e63-b57e-702d89595c28,BE-ANN14/gr/000002006,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/aa10c397-795d-5e63-b57e-702d89595c28'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:536,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:536/N,24c49c82-b87c-5e19-bb4a-2d2e1a19cc4b,BE-ANN14/gr/000000536,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/24c49c82-b87c-5e19-bb4a-2d2e1a19cc4b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4701,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4701/N,f097c178-6c53-5840-91f4-0bbcbfd92802,BE-ANN14/gr/000004701,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f097c178-6c53-5840-91f4-0bbcbfd92802'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1503,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1503/N,0efa29aa-f053-55f6-b58f-9a2310c21158,BE-ANN14/gr/000001503,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/0efa29aa-f053-55f6-b58f-9a2310c21158'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:166,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:166/N,751f5712-b898-5856-97c9-be8b53c3f9e4,BE-ANN14/gr/000000166,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/751f5712-b898-5856-97c9-be8b53c3f9e4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4351,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4351/N,3f5e2b7d-b6f5-5024-a23e-3a3c5c29b98f,BE-ANN14/gr/000004351,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3f5e2b7d-b6f5-5024-a23e-3a3c5c29b98f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3494,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3494/N,cf8ea4c8-e252-5537-9a6d-4148d18f6513,BE-ANN14/gr/000003494,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/cf8ea4c8-e252-5537-9a6d-4148d18f6513'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1153,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1153/N,6db7eb2a-f571-561c-8559-d0b1c1fea4b4,BE-ANN14/gr/000001153,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/6db7eb2a-f571-561c-8559-d0b1c1fea4b4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5110,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5110/N,df420323-b5f7-57bd-9bed-04c35416fad6,BE-ANN14/gr/000005110,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/df420323-b5f7-57bd-9bed-04c35416fad6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:865,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:865/N,de4254fa-4b24-5972-a469-78c893f2179c,BE-ANN14/gr/000000865,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/de4254fa-4b24-5972-a469-78c893f2179c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2285,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2285/N,4e3bddb6-b8bd-5390-a8a9-85277b54f29d,BE-ANN14/gr/000002285,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/4e3bddb6-b8bd-5390-a8a9-85277b54f29d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1850,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1850/N,914e9d27-df26-5ab3-8241-966bf227db9b,BE-ANN14/gr/000001850,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/914e9d27-df26-5ab3-8241-966bf227db9b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5055,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5055/N,f7fc830e-b498-5e16-a5ef-b7cab97620a1,BE-ANN14/gr/000005055,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f7fc830e-b498-5e16-a5ef-b7cab97620a1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2790,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2790/N,8f9e2c26-9c2a-51f7-a0ee-41010abe35fb,BE-ANN14/gr/000002790,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8f9e2c26-9c2a-51f7-a0ee-41010abe35fb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3882,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3882/N,341c450e-be41-5ec1-b02c-3d28f27dee67,BE-ANN14/gr/000003882,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/341c450e-be41-5ec1-b02c-3d28f27dee67'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3928,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3928/N,90c34677-b881-5fd5-9802-b9a39684e6cf,BE-ANN14/gr/000003928,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/90c34677-b881-5fd5-9802-b9a39684e6cf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1915,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1915/N,1c929977-64d3-56a6-ae2f-ca65dd9f0234,BE-ANN14/gr/000001915,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/1c929977-64d3-56a6-ae2f-ca65dd9f0234'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:920,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:920/N,dae1783d-807b-5c7b-afa5-e417c9ab270f,BE-ANN14/gr/000000920,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/dae1783d-807b-5c7b-afa5-e417c9ab270f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1446,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1446/N,4cbff19b-71c5-5622-8249-46849addbd48,BE-ANN14/gr/000001446,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/4cbff19b-71c5-5622-8249-46849addbd48'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
