ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,db,record.id,record_uuid,source_place_name,source_au_uuid,match_id,record_id,Creation Place Widget,Creation Place Note,Creation Place Note Language,Creation Place Note Type,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
0e0d61f8-410e-5916-934a-e5deb2925126,tg:lhob:383,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigaretten van August Borms,titles proper,Dutch (language),,,,,,,,,
0e3c664a-3014-5589-93a4-614dc7ed5327,tg:lhob:103,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:103,https://data.letterenhuis.be/ark:/24970/0e3c664a-3014-5589-93a4-614dc7ed5327,Voorwerpen,,,,,
0e3c664a-3014-5589-93a4-614dc7ed5327,tg:lhob:103,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850.0,1965,No Copyright - Public Domain Mark 1.0
0e3c664a-3014-5589-93a4-614dc7ed5327,tg:lhob:103,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e3c664a-3014-5589-93a4-614dc7ed5327,tg:lhob:103,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e3c664a-3014-5589-93a4-614dc7ed5327,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ob/000000062,referentienummer,False,,,,,,,,,,,,,,,,,,
0e3c664a-3014-5589-93a4-614dc7ed5327,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:103,brocade id,False,,,,,,,,,,,,,,,,,,
0e3c664a-3014-5589-93a4-614dc7ed5327,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhob:103/N,brocade url,False,,,,,,,,,,,,,,,,,,
0e3c664a-3014-5589-93a4-614dc7ed5327,tg:lhob:103,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f8d90d60-fd1c-59de-9395-65177b2fa2cc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""777ad3a5-44dc-414d-bc78-f2f5e57c94f5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
0e3c664a-3014-5589-93a4-614dc7ed5327,tg:lhob:103,e73_OriginalBrocade,,,au::8849,,,,lh,,,e9b2f920-aa5a-5bd1-abfa-8f35a1a8d17f,kw,,au::8849:1,au::8849g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/946843"",""au::8849"",""au::8849:1"",""ark:/83110/x0/e9b2f920-aa5a-5bd1-abfa-8f35a1a8d17f"",""Emanuel Hiel""],""name"":""Emanuel Hiel"",""ark"":""ark:/83110/x0/e9b2f920-aa5a-5bd1-abfa-8f35a1a8d17f"",""uri"":""/agents/people/946843"",""id"":""au::8849:1"",""isCapacity"":false}",ark:/83110/x0/e9b2f920-aa5a-5bd1-abfa-8f35a1a8d17f,agent,,,,,,,,,,,,
0e3c664a-3014-5589-93a4-614dc7ed5327,tg:lhob:103,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schrapper van Emanuel Hiel,titles proper,Dutch (language),,,,,,,,,
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,tg:lhob:686,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:686,https://data.letterenhuis.be/ark:/24970/0e5b4474-c4fc-5c95-be67-4581dfa24d7d,Voorwerpen,,,,,
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,tg:lhob:686,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861.0,1976,No Copyright - Public Domain Mark 1.0
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,tg:lhob:686,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18611018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,tg:lhob:686,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,tg:lhob:686,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Vierarmig wit geëmailleerd kruis met centraal een medaillon. Recto medaillon: [Een gouden beugelkroon een gouden achtergrond binnen een blauwe ring met gouden letters en een siermotief onderaan]. Op blauwe ring: GOTT MIT UNS. Verso medaillon: [Het gouden koninklijke monogram van Wilhelm I een gouden achtergrond binnen een blauwe ring met gouden letters]. Op blauwe ring: DEN 18 OCTOBER / 1861.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ob/000000588,referentienummer,False,,,,,,,,,,,,,,,,,,
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:686,brocade id,False,,,,,,,,,,,,,,,,,,
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhob:686/N,brocade url,False,,,,,,,,,,,,,,,,,,
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,tg:lhob:686,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e4bdd3bf-ae98-5044-8bce-39272e279074"", ""ontologyProperty"": """", ""resourceXresourceId"": ""09f8fc8b-7639-4b0b-8358-f51f2cc151e6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,tg:lhob:686,e73_OriginalBrocade,,,au::15746,,,,lh,,,219cf59a-4b41-5357-8f90-60d50aa95065,kw,,au::15746:1,au::15746g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1684822"",""au::15746"",""au::15746:1"",""ark:/83110/x0/219cf59a-4b41-5357-8f90-60d50aa95065"",""Jan van Rijswijck""],""name"":""Jan van Rijswijck"",""ark"":""ark:/83110/x0/219cf59a-4b41-5357-8f90-60d50aa95065"",""uri"":""/agents/people/1684822"",""id"":""au::15746:1"",""isCapacity"":false}",ark:/83110/x0/219cf59a-4b41-5357-8f90-60d50aa95065,agent,,,,,,,,,,,,
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,tg:lhob:686,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kruis 2de klasse van de Kroonorde (Pruisen),titles proper,Dutch (language),,,,,,,,,
0e60bd6c-c9d5-570a-a65a-f17bbf834784,tg:lhsc:1032,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1032,https://data.letterenhuis.be/ark:/24970/0e60bd6c-c9d5-570a-a65a-f17bbf834784,Beeldhouwwerken,,,,,
0e60bd6c-c9d5-570a-a65a-f17bbf834784,tg:lhsc:1032,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936.0,2051,In Copyright
0e60bd6c-c9d5-570a-a65a-f17bbf834784,tg:lhsc:1032,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19360719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e60bd6c-c9d5-570a-a65a-f17bbf834784,tg:lhsc:1032,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936-07-19,reconstructie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e60bd6c-c9d5-570a-a65a-f17bbf834784,tg:lhsc:1032,e73_DepictedItems,,,au::7939,,,,lh,,,5e0ddf1b-dbe2-5fef-b385-8fb96ffeb5c3,kw,,au::7939:1,au::7939g:1,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/849473"",""au::7939"",""au::7939:1"",""ark:/83110/x0/5e0ddf1b-dbe2-5fef-b385-8fb96ffeb5c3"",""Juul Grietens""],""name"":""Juul Grietens"",""ark"":""ark:/83110/x0/5e0ddf1b-dbe2-5fef-b385-8fb96ffeb5c3"",""uri"":""/agents/people/849473"",""id"":""au::7939:1"",""isCapacity"":false}",ark:/83110/x0/5e0ddf1b-dbe2-5fef-b385-8fb96ffeb5c3,agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e60bd6c-c9d5-570a-a65a-f17bbf834784,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000415,referentienummer,False,,,,,,,,,,,,,,,,,,
0e60bd6c-c9d5-570a-a65a-f17bbf834784,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1032,brocade id,False,,,,,,,,,,,,,,,,,,
0e60bd6c-c9d5-570a-a65a-f17bbf834784,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:1032/N,brocade url,False,,,,,,,,,,,,,,,,,,
0e60bd6c-c9d5-570a-a65a-f17bbf834784,tg:lhsc:1032,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d5a47e39-af51-51d5-b25e-19116e12deb6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""09b3f69e-93df-44bd-8a9e-dad0d696647a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
0e60bd6c-c9d5-570a-a65a-f17bbf834784,tg:lhsc:1032,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodenmasker van Juul Grietens,constructed titles,Dutch (language),,,,,,,,,
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,tg:lhsc:928,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:928,https://data.letterenhuis.be/ark:/24970/0e8cdc59-e3ab-5136-bd77-1ac8061a372e,Beeldhouwwerken,,,,,
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,tg:lhsc:928,e73_CreationActors,,,au::13527,,,,lh,lhsc,Object,12ac6a87-1263-5a37-98c6-bfc8655a7c80,ar,artists (visual artists),au::13527:1,au::13527g:1,,"dlod={""suggest"":[""/agents/people/1447389"",""au::13527"",""au::13527:1"",""ark:/83110/x0/12ac6a87-1263-5a37-98c6-bfc8655a7c80"",""May Néama""],""name"":""May Néama"",""ark"":""ark:/83110/x0/12ac6a87-1263-5a37-98c6-bfc8655a7c80"",""uri"":""/agents/people/1447389"",""id"":""au::13527:1"",""isCapacity"":false}",ark:/83110/x0/12ac6a87-1263-5a37-98c6-bfc8655a7c80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,tg:lhsc:928,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,tg:lhsc:928,e73_DepictedItems,,,au::21678,,,,lh,,,786fa662-a052-5293-9189-bf9fd2ea9224,kw,,au::21678:1,au::21678g:1,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/2319546"",""au::21678"",""au::21678:1"",""ark:/83110/x0/786fa662-a052-5293-9189-bf9fd2ea9224"",""Rik Wouters""],""name"":""Rik Wouters"",""ark"":""ark:/83110/x0/786fa662-a052-5293-9189-bf9fd2ea9224"",""uri"":""/agents/people/2319546"",""id"":""au::21678:1"",""isCapacity"":false}",ark:/83110/x0/786fa662-a052-5293-9189-bf9fd2ea9224,agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000315,referentienummer,False,,,,,,,,,,,,,,,,,,
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:928,brocade id,False,,,,,,,,,,,,,,,,,,
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:928/N,brocade url,False,,,,,,,,,,,,,,,,,,
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,tg:lhsc:928,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""92e2ce8f-7bf9-55ef-af83-12d0e847be69"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1be28aff-8095-428f-a564-1938c8a28344"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,tg:lhsc:928,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Het zotte geweld van Rik Wouters,constructed titles,Dutch (language),,,,,,,,,
0eacb309-0eea-575a-9882-69edee6dcb91,tg:lhob:541,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:541,https://data.letterenhuis.be/ark:/24970/0eacb309-0eea-575a-9882-69edee6dcb91,Voorwerpen,,,,,
0eacb309-0eea-575a-9882-69edee6dcb91,tg:lhob:541,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853.0,1968,No Copyright - Public Domain Mark 1.0
0eacb309-0eea-575a-9882-69edee6dcb91,tg:lhob:541,e73_CreationActors,,,au::21346,,,,lh,lhob,Object,d0a75f26-672e-57f5-ad13-5be655d34a02,ds,designers,au::21346:1,au::21346g:1,,"dlod={""suggest"":[""/agents/people/2284022"",""au::21346"",""au::21346:1"",""ark:/83110/x0/d0a75f26-672e-57f5-ad13-5be655d34a02"",""Leopold Wiener""],""name"":""Leopold Wiener"",""ark"":""ark:/83110/x0/d0a75f26-672e-57f5-ad13-5be655d34a02"",""uri"":""/agents/people/2284022"",""id"":""au::21346:1"",""isCapacity"":false}",ark:/83110/x0/d0a75f26-672e-57f5-ad13-5be655d34a02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0eacb309-0eea-575a-9882-69edee6dcb91,tg:lhob:541,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18530000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0eacb309-0eea-575a-9882-69edee6dcb91,tg:lhob:541,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0eacb309-0eea-575a-9882-69edee6dcb91,tg:lhob:541,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Recto: [Binnen een dubbele parelrand het profiel van Leopold I naar links]. Rondschrift tussen de twee parelranden: LEOPOLD PREMIER ROI DES BELGES / 1853. Verso: [Binnen een parelrand de profielen van de hertog en hertogin van Brabant naar rechts]. Rondschrift: L.L. PH. M. V. DUC DE BRABANT M.H.A. DUCHESSE DE BRABANT / 21 22 AOÛT.  Onder de halsafsnede van de hertog: LEOP. WIENER.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0eacb309-0eea-575a-9882-69edee6dcb91,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ob/000000443,referentienummer,False,,,,,,,,,,,,,,,,,,
0eacb309-0eea-575a-9882-69edee6dcb91,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:541,brocade id,False,,,,,,,,,,,,,,,,,,
0eacb309-0eea-575a-9882-69edee6dcb91,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhob:541/N,brocade url,False,,,,,,,,,,,,,,,,,,
0eacb309-0eea-575a-9882-69edee6dcb91,tg:lhob:541,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""cc401871-a39a-55f1-a4d2-101884aad18d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5612c401-7f4f-4378-b282-db82f70281c0"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
0eacb309-0eea-575a-9882-69edee6dcb91,tg:lhob:541,e73_OriginalBrocade,,,au::11365,,,,lh,,,beb49e0f-52a8-5e0b-85f2-a7ef0c25561b,kw,,au::11365:1,au::11365g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1216055"",""au::11365"",""au::11365:1"",""ark:/83110/x0/beb49e0f-52a8-5e0b-85f2-a7ef0c25561b"",""Leopold I""],""name"":""Leopold I"",""ark"":""ark:/83110/x0/beb49e0f-52a8-5e0b-85f2-a7ef0c25561b"",""uri"":""/agents/people/1216055"",""id"":""au::11365:1"",""isCapacity"":false}",ark:/83110/x0/beb49e0f-52a8-5e0b-85f2-a7ef0c25561b,agent,,,,,,,,,,,,
0eacb309-0eea-575a-9882-69edee6dcb91,tg:lhob:541,e73_OriginalBrocade,,,au::7555,,,,lh,,,c526cbe4-717b-5c2c-9bfe-491f98d553c0,vb,,au::7555:1,au::7555g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/808385"",""au::7555"",""au::7555:1"",""ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0"",""Maurice Gilliams""],""name"":""Maurice Gilliams"",""ark"":""ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0"",""uri"":""/agents/people/808385"",""id"":""au::7555:1"",""isCapacity"":false}",ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0,agent,,,,,,,,,,,,
0eacb309-0eea-575a-9882-69edee6dcb91,tg:lhob:541,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herdenkingspenning huwelijk van de hertog en hertogin van Brabant, 1853",titles proper,Dutch (language),,,,,,,,,
0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,tg:lhsc:58,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:58,https://data.letterenhuis.be/ark:/24970/0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,Beeldhouwwerken,,,,,
0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,tg:lhsc:58,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885.0,2000,No Copyright - Public Domain Mark 1.0
0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,tg:lhsc:58,e73_CreationActors,,,au::9854,,,,lh,lhsc,Object,5b9c857e-8d68-5c9b-8f1c-14fc1fa6658f,ar,artists (visual artists),au::9854:1,au::9854g:1,,"dlod={""suggest"":[""/agents/people/1054378"",""au::9854"",""au::9854:1"",""ark:/83110/x0/5b9c857e-8d68-5c9b-8f1c-14fc1fa6658f"",""Frans Joris""],""name"":""Frans Joris"",""ark"":""ark:/83110/x0/5b9c857e-8d68-5c9b-8f1c-14fc1fa6658f"",""uri"":""/agents/people/1054378"",""id"":""au::9854:1"",""isCapacity"":false}",ark:/83110/x0/5b9c857e-8d68-5c9b-8f1c-14fc1fa6658f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,tg:lhsc:58,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18850900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,tg:lhsc:58,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885-09,reconstructie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,tg:lhsc:58,e73_DepictedItems,,,au::1276,,,,lh,,,5256f348-6733-5940-baf6-33c6cee2adcc,kw,,au::1276:1,au::1276g:1,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/136532"",""au::1276"",""au::1276:1"",""ark:/83110/x0/5256f348-6733-5940-baf6-33c6cee2adcc"",""Jan van Beers""],""name"":""Jan van Beers"",""ark"":""ark:/83110/x0/5256f348-6733-5940-baf6-33c6cee2adcc"",""uri"":""/agents/people/136532"",""id"":""au::1276:1"",""isCapacity"":false}",ark:/83110/x0/5256f348-6733-5940-baf6-33c6cee2adcc,agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,tg:lhsc:58,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Hoofd lichtjes naar links geneigd. Vierzijdig voetstuk.</p>
<p>Dit is mogelijk het gipsen beeld dat model stond voor het bronzen beeld dat<br />
Van Beers aangeboden werd op 27 september 1885. Dit is het enige beeld waarop<br />
een datum staat.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000009,referentienummer,False,,,,,,,,,,,,,,,,,,
0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:58,brocade id,False,,,,,,,,,,,,,,,,,,
0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:58/N,brocade url,False,,,,,,,,,,,,,,,,,,
0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,,e73_LegacyInformation,4,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Geschenk van de Mertensvereniging, 17.7.1946. In het inkomboek staat 1 gipsen buste ingeschreven, maar er bestaan vijf beelden met dat nummer.</p>
",herkomst,False,,,,,,,,,,,,,,,,,,
0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,tg:lhsc:58,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""10830ed2-b685-5707-b596-52373358b024"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e0ecfeeb-2971-4660-9b54-7f938b5d27c2"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,tg:lhsc:58,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan van Beers,constructed titles,Dutch (language),,,,,,,,,
0edc3aef-c007-579b-a384-dc7774a01dd4,tg:lhsc:817,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:817,https://data.letterenhuis.be/ark:/24970/0edc3aef-c007-579b-a384-dc7774a01dd4,Beeldhouwwerken,,,,,
