ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,adm.id_mat,adm.inv,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,ire.isaar.uuid,ire.isaar.id,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier
7c1dcf95-bf18-566f-8bb4-b01255a2398e,tg:lhps:11217_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:11217_#1,https://data.letterenhuis.be/ark:/24970/7c1dcf95-bf18-566f-8bb4-b01255a2398e
7c1dcf95-bf18-566f-8bb4-b01255a2398e,tg:lhps:11217_#1,e22_AcquisitionNumbers,1,,,,200301/10,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c1dcf95-bf18-566f-8bb4-b01255a2398e,tg:lhps:11217_#1,e22_Acquisitions,1,tr:lh:7705,"dlod={""name"":""Archiefstukken van Paul Ibou"",""ark"":""ark:/24970/x0/cf200721-f98e-55a9-af3e-44a529e1d03f"",""uri"":""/repositories/11/accessions/10161"",""id"":""tr:lh:7705"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/cf200721-f98e-55a9-af3e-44a529e1d03f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c1dcf95-bf18-566f-8bb4-b01255a2398e,tg:lhps:11217_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92249,"dlod={""name"":""Gedrukte affiches ontworpen door Paul Ibou"",""ark"":""ark:/24970/x0/5dca1606-9937-50d8-82d8-21bcc89e6e51"",""uri"":""/repositories/11/archival_objects/318051"",""id"":""isad:lh:92249"",""nameWithContext"":[""Werkstukken"",""Affiches""],""resourceName"":""Archief van Paul Ibou"",""resourceArk"":""ark:/24970/x0/05a95706-6db8-5de6-a8e2-5d1857e64ce9"",""resourceURI"":""/repositories/11/resources/3991"",""resourceID"":""isad:lh:34312"",""capacity"":""Gedrukte affiches ontworpen door Paul Ibou"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/5dca1606-9937-50d8-82d8-21bcc89e6e51,,,,,,,,,,,,,,,,,,,,
7c1dcf95-bf18-566f-8bb4-b01255a2398e,tg:lhps:11217_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,69 x 32,,,,,,,,,,,69 x 32,,,,,,,,,,,,,,,
7c1dcf95-bf18-566f-8bb4-b01255a2398e,tg:lhps:11217_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,690.0,hoogte,millimeter,,,,,,,,,,,,,,,,
7c1dcf95-bf18-566f-8bb4-b01255a2398e,tg:lhps:11217_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,320.0,breedte,millimeter,,,,,,,,,,,,,,,,
7c1dcf95-bf18-566f-8bb4-b01255a2398e,tg:lhps:11217_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:11217_#1,200301/10,"I 11 / A (LK V,3)",7c1dcf95-bf18-566f-8bb4-b01255a2398e,tr:lh:7705,isad:lh:92249,,,,,,,,,
7c2dd6c1-02dd-5802-8c20-53b93defcd7d,tg:lhps:28659_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:28659_#1,https://data.letterenhuis.be/ark:/24970/7c2dd6c1-02dd-5802-8c20-53b93defcd7d
7c2dd6c1-02dd-5802-8c20-53b93defcd7d,tg:lhps:28659_#1,e22_AcquisitionNumbers,1,,,,225261/249,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c2dd6c1-02dd-5802-8c20-53b93defcd7d,tg:lhps:28659_#1,e22_Acquisitions,1,tr:lh:9937,"dlod={""name"":""Affichecollectie van het Volkskundemuseum"",""ark"":""ark:/24970/x0/14d5c66e-46c6-5674-8b5b-95f77f8e32a1"",""uri"":""/repositories/11/accessions/12645"",""id"":""tr:lh:9937"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/14d5c66e-46c6-5674-8b5b-95f77f8e32a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c2dd6c1-02dd-5802-8c20-53b93defcd7d,tg:lhps:28659_#1,e22_AnnotationsMaterial,1,,,,,,note.lhalg,"<p>Oude nummering: 61.19.7</p>
","<p>Oude nummering: 61.19.7</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,
7c2dd6c1-02dd-5802-8c20-53b93defcd7d,tg:lhps:28659_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92204,"dlod={""name"":""Affiches (verzameling)"",""ark"":""ark:/24970/x0/7ad2ec47-699f-5287-bcf6-d44aaae1d10e"",""uri"":""/repositories/11/archival_objects/175080"",""id"":""isad:lh:92204"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Affichecollectie van Volkskundemuseum"",""resourceArk"":""ark:/24970/x0/ff3a8704-5c39-58a1-b9d0-7068a2eabc89"",""resourceURI"":""/repositories/11/resources/2263"",""resourceID"":""isad:lh:92201"",""capacity"":""Affiches (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/7ad2ec47-699f-5287-bcf6-d44aaae1d10e,,,,,,,,,,,,,,,,,,,,
7c2dd6c1-02dd-5802-8c20-53b93defcd7d,tg:lhps:28659_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,69 x 54,,,,,,,,,,,69 x 54,,,,,,,,,,,,,,,
7c2dd6c1-02dd-5802-8c20-53b93defcd7d,tg:lhps:28659_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,690.0,hoogte,millimeter,,,,,,,,,,,,,,,,
7c2dd6c1-02dd-5802-8c20-53b93defcd7d,tg:lhps:28659_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,540.0,breedte,millimeter,,,,,,,,,,,,,,,,
7c2dd6c1-02dd-5802-8c20-53b93defcd7d,tg:lhps:28659_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:28659_#1,225261/249,V 75457 / A (VM249),7c2dd6c1-02dd-5802-8c20-53b93defcd7d,tr:lh:9937,isad:lh:92204,,,,,,,,,
7c75707b-107f-52c9-8530-07b67911a41f,tg:lhps:3628_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:3628_#1,https://data.letterenhuis.be/ark:/24970/7c75707b-107f-52c9-8530-07b67911a41f
7c75707b-107f-52c9-8530-07b67911a41f,tg:lhps:3628_#1,e22_AcquisitionNumbers,1,,,,239934,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c75707b-107f-52c9-8530-07b67911a41f,tg:lhps:3628_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,60 x 40,,,,,,,,,,,60 x 40,,,,,,,,,,,,,,,
7c75707b-107f-52c9-8530-07b67911a41f,tg:lhps:3628_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,600.0,hoogte,millimeter,,,,,,,,,,,,,,,,
7c75707b-107f-52c9-8530-07b67911a41f,tg:lhps:3628_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,400.0,breedte,millimeter,,,,,,,,,,,,,,,,
7c75707b-107f-52c9-8530-07b67911a41f,tg:lhps:3628_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:3628_#1,239934,C 20401 / A,7c75707b-107f-52c9-8530-07b67911a41f,,,,,,,,,,,
7c8c008b-909a-54e6-a01a-94e5c3253580,tg:lhps:7229_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:7229_#1,https://data.letterenhuis.be/ark:/24970/7c8c008b-909a-54e6-a01a-94e5c3253580
7c8c008b-909a-54e6-a01a-94e5c3253580,tg:lhps:7229_#1,e22_AcquisitionNumbers,1,,,,182133,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c8c008b-909a-54e6-a01a-94e5c3253580,tg:lhps:7229_#1,e22_Acquisitions,1,tr:lh:7019,"dlod={""name"":""Oningeschreven gevonden in 1992"",""ark"":""ark:/24970/x0/f9991bbb-d605-5545-8c09-a8c751b5ac91"",""uri"":""/repositories/11/accessions/12296"",""id"":""tr:lh:7019"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/f9991bbb-d605-5545-8c09-a8c751b5ac91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c8c008b-909a-54e6-a01a-94e5c3253580,tg:lhps:7229_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,42 x 30,,,,,,,,,,,42 x 30,,,,,,,,,,,,,,,
7c8c008b-909a-54e6-a01a-94e5c3253580,tg:lhps:7229_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,420.0,hoogte,millimeter,,,,,,,,,,,,,,,,
7c8c008b-909a-54e6-a01a-94e5c3253580,tg:lhps:7229_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,300.0,breedte,millimeter,,,,,,,,,,,,,,,,
7c8c008b-909a-54e6-a01a-94e5c3253580,tg:lhps:7229_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:7229_#1,182133,S 932 / I,7c8c008b-909a-54e6-a01a-94e5c3253580,tr:lh:7019,,,,,,,,,,
7c978653-7e49-5a24-a62a-c39eb181ec65,tg:lhps:10287_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:10287_#1,https://data.letterenhuis.be/ark:/24970/7c978653-7e49-5a24-a62a-c39eb181ec65
7c978653-7e49-5a24-a62a-c39eb181ec65,tg:lhps:10287_#1,e22_AcquisitionNumbers,1,,,,185241,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c978653-7e49-5a24-a62a-c39eb181ec65,tg:lhps:10287_#1,e22_Acquisitions,1,tr:lh:7284,"dlod={""name"":""Oningeschreven gevonden in 1997"",""ark"":""ark:/24970/x0/8dd3ec58-eb3e-5442-8d71-0424de32ca35"",""uri"":""/repositories/11/accessions/10669"",""id"":""tr:lh:7284"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8dd3ec58-eb3e-5442-8d71-0424de32ca35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c978653-7e49-5a24-a62a-c39eb181ec65,tg:lhps:10287_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,85 x 62,,,,,,,,,,,85 x 62,,,,,,,,,,,,,,,
7c978653-7e49-5a24-a62a-c39eb181ec65,tg:lhps:10287_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,850.0,hoogte,millimeter,,,,,,,,,,,,,,,,
7c978653-7e49-5a24-a62a-c39eb181ec65,tg:lhps:10287_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,620.0,breedte,millimeter,,,,,,,,,,,,,,,,
7c978653-7e49-5a24-a62a-c39eb181ec65,tg:lhps:10287_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:10287_#1,185241,O 33745 / A,7c978653-7e49-5a24-a62a-c39eb181ec65,tr:lh:7284,,,,,,,,,,
7c978653-7e49-5a24-a62a-c39eb181ec65,tg:lhps:10287_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,ddfc61fd-1851-5293-b6d4-1e79c41d7deb,au::23103,printers (people),"dlod={""name"":""Drukkerij en Publiciteit Bernaerts"",""ark"":""ark:/83110/x0/ddfc61fd-1851-5293-b6d4-1e79c41d7deb"",""uri"":""/agents/corporate_entities/19060"",""id"":""au::23103"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ddfc61fd-1851-5293-b6d4-1e79c41d7deb,,,
7c9e045c-27b4-5427-9a9b-d5219f6e0871,tg:lhps:32242_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:32242_#1,https://data.letterenhuis.be/ark:/24970/7c9e045c-27b4-5427-9a9b-d5219f6e0871
7c9e045c-27b4-5427-9a9b-d5219f6e0871,tg:lhps:32242_#1,e22_AcquisitionNumbers,1,,,,225272/169,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c9e045c-27b4-5427-9a9b-d5219f6e0871,tg:lhps:32242_#1,e22_AnnotationsMaterial,1,,,,,,note.lhalg,"<p>Aankondiging voor het tijdschrift &quot;Das Narrenschiff&quot;</p>
<p>Kleurenlitho: oranje, violet, zwart; gesign. l.o. &quot;Feininger</p>
","<p>Aankondiging voor het tijdschrift &quot;Das Narrenschiff&quot;</p>
<p>Kleurenlitho: oranje, violet, zwart; gesign. l.o. &quot;Feininger</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,
7c9e045c-27b4-5427-9a9b-d5219f6e0871,tg:lhps:32242_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92873,"dlod={""name"":""Aankoop Henri Grell (1914)"",""ark"":""ark:/24970/x0/3261f836-1b4f-54de-a827-75d0c490d29e"",""uri"":""/repositories/11/archival_objects/271765"",""id"":""isad:lh:92873"",""resourceName"":""Affichecollectie van Museum Vleeshuis"",""resourceArk"":""ark:/24970/x0/f6c95b67-ed69-5283-93e0-66c4960b34da"",""resourceURI"":""/repositories/11/resources/3452"",""resourceID"":""isad:lh:92216"",""capacity"":""Aankoop Henri Grell (1914)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/3261f836-1b4f-54de-a827-75d0c490d29e,,,,,,,,,,,,,,,,,,,,
7c9e045c-27b4-5427-9a9b-d5219f6e0871,tg:lhps:32242_#1,e22_Carrier,1,,,,,,kenmerken.lhdragerps,ddo,,,,,,,canvas (textile material),,,,,,,,,,,,,,,,,,,
7c9e045c-27b4-5427-9a9b-d5219f6e0871,tg:lhps:32242_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"48,5 x 31 (Linnen: 52 x 34,5)",,,,,,,,,,,"48,5 x 31 (Linnen: 52 x 34,5)",,,,,,,,,,,,,,,
7c9e045c-27b4-5427-9a9b-d5219f6e0871,tg:lhps:32242_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:32242_#1,225272/169,"AV.14.6.169 (LK VII,2)",7c9e045c-27b4-5427-9a9b-d5219f6e0871,,isad:lh:92873,,,,,,,,,
7cd1f63b-345b-5bb1-8d8a-62c1f1542434,tg:lhps:33546_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:33546_#1,https://data.letterenhuis.be/ark:/24970/7cd1f63b-345b-5bb1-8d8a-62c1f1542434
7cd1f63b-345b-5bb1-8d8a-62c1f1542434,tg:lhps:33546_#1,e22_AcquisitionNumbers,1,,,,225272/1443,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cd1f63b-345b-5bb1-8d8a-62c1f1542434,tg:lhps:33546_#1,e22_AnnotationsMaterial,1,,,,,,note.lhalg,"<p>Reclame voor gaslampen van het merk &quot;Bec Auer&quot;</p>
<p>Kleurenlithografie; monogram en datum r.o. &quot;EMN 95&quot;</p>
<p>pub: <em>Das frühe Plakat</em>, II, p. 176, nr. 614; <em>Affiches Belle Epoque</em>, I, cat. 118</p>
","<p>Reclame voor gaslampen van het merk &quot;Bec Auer&quot;</p>
<p>Kleurenlithografie; monogram en datum r.o. &quot;EMN 95&quot;</p>
<p>pub: <em>Das frühe Plakat</em>, II, p. 176, nr. 614; <em>Affiches Belle Epoque</em>, I, cat. 118</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,
7cd1f63b-345b-5bb1-8d8a-62c1f1542434,tg:lhps:33546_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92873,"dlod={""name"":""Aankoop Henri Grell (1914)"",""ark"":""ark:/24970/x0/3261f836-1b4f-54de-a827-75d0c490d29e"",""uri"":""/repositories/11/archival_objects/271765"",""id"":""isad:lh:92873"",""resourceName"":""Affichecollectie van Museum Vleeshuis"",""resourceArk"":""ark:/24970/x0/f6c95b67-ed69-5283-93e0-66c4960b34da"",""resourceURI"":""/repositories/11/resources/3452"",""resourceID"":""isad:lh:92216"",""capacity"":""Aankoop Henri Grell (1914)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/3261f836-1b4f-54de-a827-75d0c490d29e,,,,,,,,,,,,,,,,,,,,
7cd1f63b-345b-5bb1-8d8a-62c1f1542434,tg:lhps:33546_#1,e22_Carrier,1,,,,,,kenmerken.lhdragerps,ddo,,,,,,,canvas (textile material),,,,,,,,,,,,,,,,,,,
7cd1f63b-345b-5bb1-8d8a-62c1f1542434,tg:lhps:33546_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"165,5 x 100",,,,,,,,,,,"165,5 x 100",,,,,,,,,,,,,,,
7cd1f63b-345b-5bb1-8d8a-62c1f1542434,tg:lhps:33546_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,1655.0,hoogte,millimeter,,,,,,,,,,,,,,,,
7cd1f63b-345b-5bb1-8d8a-62c1f1542434,tg:lhps:33546_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,1000.0,breedte,millimeter,,,,,,,,,,,,,,,,
7cd1f63b-345b-5bb1-8d8a-62c1f1542434,tg:lhps:33546_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:33546_#1,225272/1443,AV.14.6.1378,7cd1f63b-345b-5bb1-8d8a-62c1f1542434,,isad:lh:92873,,,,,,,,,
7cd1f63b-345b-5bb1-8d8a-62c1f1542434,tg:lhps:33546_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,12f954bf-e2c0-54a1-bc0d-91abece18973,au::59646,printers (people),"dlod={""name"":""Imp. Charles Verneau"",""ark"":""ark:/83110/x0/12f954bf-e2c0-54a1-bc0d-91abece18973"",""uri"":""/agents/corporate_entities/23975"",""id"":""au::59646"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/12f954bf-e2c0-54a1-bc0d-91abece18973,,,
7cf1cc48-f5aa-5f8a-b1e2-fff3cd8ef837,tg:lhps:32609_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:32609_#1,https://data.letterenhuis.be/ark:/24970/7cf1cc48-f5aa-5f8a-b1e2-fff3cd8ef837
7cf1cc48-f5aa-5f8a-b1e2-fff3cd8ef837,tg:lhps:32609_#1,e22_AcquisitionNumbers,1,,,,225272/506,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cf1cc48-f5aa-5f8a-b1e2-fff3cd8ef837,tg:lhps:32609_#1,e22_AnnotationsMaterial,1,,,,,,note.lhalg,"<p>Aankondiging voor de 23ste tentoonstelling van het Salon des Cent te Parijs</p>
<p>Kleurenlithografie: vermiljoen, zeemkleur, turksblauw, zwartbruin; monogram<br />
m.r. &quot;PB&quot;, toegeschreven aan Pierre Bonnard; drukkersteken l.o. &quot;Imp. Chaix&quot;</p>
<p>pub: <em>Das frühe Plakat</em>, II, p. 24, nr. 79; <em>Affiches Belle Epoque</em>, I, cat. 51; <em>Affiches Belle Epoque</em>, II, cat. 117</p>
","<p>Aankondiging voor de 23ste tentoonstelling van het Salon des Cent te Parijs</p>
<p>Kleurenlithografie: vermiljoen, zeemkleur, turksblauw, zwartbruin; monogram<br />
m.r. &quot;PB&quot;, toegeschreven aan Pierre Bonnard; drukkersteken l.o. &quot;Imp. Chaix&quot;</p>
<p>pub: <em>Das frühe Plakat</em>, II, p. 24, nr. 79; <em>Affiches Belle Epoque</em>, I, cat. 51; <em>Affiches Belle Epoque</em>, II, cat. 117</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,
7cf1cc48-f5aa-5f8a-b1e2-fff3cd8ef837,tg:lhps:32609_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92873,"dlod={""name"":""Aankoop Henri Grell (1914)"",""ark"":""ark:/24970/x0/3261f836-1b4f-54de-a827-75d0c490d29e"",""uri"":""/repositories/11/archival_objects/271765"",""id"":""isad:lh:92873"",""resourceName"":""Affichecollectie van Museum Vleeshuis"",""resourceArk"":""ark:/24970/x0/f6c95b67-ed69-5283-93e0-66c4960b34da"",""resourceURI"":""/repositories/11/resources/3452"",""resourceID"":""isad:lh:92216"",""capacity"":""Aankoop Henri Grell (1914)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/3261f836-1b4f-54de-a827-75d0c490d29e,,,,,,,,,,,,,,,,,,,,
7cf1cc48-f5aa-5f8a-b1e2-fff3cd8ef837,tg:lhps:32609_#1,e22_Carrier,1,,,,,,kenmerken.lhdragerps,ddo,,,,,,,canvas (textile material),,,,,,,,,,,,,,,,,,,
7cf1cc48-f5aa-5f8a-b1e2-fff3cd8ef837,tg:lhps:32609_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"62 x 43,5",,,,,,,,,,,"62 x 43,5",,,,,,,,,,,,,,,
7cf1cc48-f5aa-5f8a-b1e2-fff3cd8ef837,tg:lhps:32609_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,620.0,hoogte,millimeter,,,,,,,,,,,,,,,,
7cf1cc48-f5aa-5f8a-b1e2-fff3cd8ef837,tg:lhps:32609_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,435.0,breedte,millimeter,,,,,,,,,,,,,,,,
7cf1cc48-f5aa-5f8a-b1e2-fff3cd8ef837,tg:lhps:32609_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:32609_#1,225272/506,"AV.14.6.506 (LK VII,6)",7cf1cc48-f5aa-5f8a-b1e2-fff3cd8ef837,,isad:lh:92873,,,,,,,,,
7cf1cc48-f5aa-5f8a-b1e2-fff3cd8ef837,tg:lhps:32609_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,2d20ec23-21a2-5b34-8f1c-cf4a5b194990,au::59251,printers (people),"dlod={""name"":""Imprimerie Chaix"",""ark"":""ark:/83110/x0/2d20ec23-21a2-5b34-8f1c-cf4a5b194990"",""uri"":""/agents/corporate_entities/20127"",""id"":""au::59251"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2d20ec23-21a2-5b34-8f1c-cf4a5b194990,,,
7cf22552-8c56-5954-b0e9-b234d9965f99,tg:lhps:47373_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:47373_#1,https://data.letterenhuis.be/ark:/24970/7cf22552-8c56-5954-b0e9-b234d9965f99
7cf22552-8c56-5954-b0e9-b234d9965f99,tg:lhps:47373_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,60 x 42,,,,,,,,,,,60 x 42,,,,,,,,,,,,,,,
7cf22552-8c56-5954-b0e9-b234d9965f99,tg:lhps:47373_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,600.0,hoogte,millimeter,,,,,,,,,,,,,,,,
7cf22552-8c56-5954-b0e9-b234d9965f99,tg:lhps:47373_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,420.0,breedte,millimeter,,,,,,,,,,,,,,,,
7cf22552-8c56-5954-b0e9-b234d9965f99,tg:lhps:47373_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:47373_#1,,J 3358 / A,7cf22552-8c56-5954-b0e9-b234d9965f99,,,,,,,,,,,
7cf25f99-0d3d-5da5-88f5-033b27b6f93c,tg:lhps:50383_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:50383_#1,https://data.letterenhuis.be/ark:/24970/7cf25f99-0d3d-5da5-88f5-033b27b6f93c
7cf25f99-0d3d-5da5-88f5-033b27b6f93c,tg:lhps:50383_#1,e22_Acquisitions,1,tr:lh:110364,"dlod={""name"":""Affiches seizoen 2013-2014"",""ark"":""ark:/24970/x0/c8f93182-1dd8-5f88-bc1b-f37979c80547"",""uri"":""/repositories/11/accessions/11455"",""id"":""tr:lh:110364"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/c8f93182-1dd8-5f88-bc1b-f37979c80547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cf25f99-0d3d-5da5-88f5-033b27b6f93c,tg:lhps:50383_#1,e22_AnnotationsMaterial,1,,,,,,note.lhalg,"<p>Twee ex.</p>
","<p>Twee ex.</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,
7cf25f99-0d3d-5da5-88f5-033b27b6f93c,tg:lhps:50383_#1,e22_Archives,1,,,,,,,,,,,isad:lh:113208,"dlod={""name"":""Affiches seizoen 2013-2014"",""ark"":""ark:/24970/x0/62fdd5fc-c7c6-5a0e-97f6-348f7c251ee7"",""uri"":""/repositories/11/archival_objects/261083"",""id"":""isad:lh:113208"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Affichecollectie van deSingel"",""resourceArk"":""ark:/24970/x0/44411130-1526-53c3-9029-de1f809c137e"",""resourceURI"":""/repositories/11/resources/3375"",""resourceID"":""isad:lh:92643"",""capacity"":""Affiches seizoen 2013-2014"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/62fdd5fc-c7c6-5a0e-97f6-348f7c251ee7,,,,,,,,,,,,,,,,,,,,
7cf25f99-0d3d-5da5-88f5-033b27b6f93c,tg:lhps:50383_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"59,5 x 42",,,,,,,,,,,"59,5 x 42",,,,,,,,,,,,,,,
7cf25f99-0d3d-5da5-88f5-033b27b6f93c,tg:lhps:50383_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,595.0,hoogte,millimeter,,,,,,,,,,,,,,,,
7cf25f99-0d3d-5da5-88f5-033b27b6f93c,tg:lhps:50383_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,420.0,breedte,millimeter,,,,,,,,,,,,,,,,
7cf25f99-0d3d-5da5-88f5-033b27b6f93c,tg:lhps:50383_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:50383_#1,,S 626525 / A,7cf25f99-0d3d-5da5-88f5-033b27b6f93c,tr:lh:110364,isad:lh:113208,,,,,,,,,
7d0bc9e5-d7d2-575e-8d5a-57077e7e6674,tg:lhps:31615_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:31615_#1,https://data.letterenhuis.be/ark:/24970/7d0bc9e5-d7d2-575e-8d5a-57077e7e6674
7d0bc9e5-d7d2-575e-8d5a-57077e7e6674,tg:lhps:31615_#1,e22_AcquisitionNumbers,1,,,,225267/460,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
