Object Number,Record Type,URL,ResourceID,Reference Number,Stage Type,Format Dimension,Format Type,Sheet Numbers,Sheeet Type,Page Numbers,Page Type,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:rubhs:166,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:166/N,49b39e48-8b7f-5ea3-936e-4b44e5706811,BE-ANN14/hs/RA001/122/103,Handgeschreven,"12,5 x 8,5 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/49b39e48-8b7f-5ea3-936e-4b44e5706811'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:218,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:218/N,00aae731-40a4-579d-872d-30c121a1187f,BE-ANN14/hs/000000004,Handgeschreven,,,,,400,Circa,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/00aae731-40a4-579d-872d-30c121a1187f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:69,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:69/N,599fb696-e6eb-5a9c-bad6-4dcaaa6bc579,BE-ANN14/hs/RA001/122/019,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/599fb696-e6eb-5a9c-bad6-4dcaaa6bc579'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:131,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:131/N,be795ee8-2916-5f62-9883-e994bf6d7a66,BE-ANN14/hs/RA001/122/072,Handgeschreven,"16 x 10,5 x 1,2",Maximum,,,160,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/be795ee8-2916-5f62-9883-e994bf6d7a66'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:86,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:86/N,e3892281-ff12-5fbb-af35-1c31ea5db980,BE-ANN14/hs/RA001/122/036,Handgeschreven,"17 x 11 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e3892281-ff12-5fbb-af35-1c31ea5db980'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:127,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:127/N,7bb7ee8c-d758-5f48-85c7-92490616feb2,BE-ANN14/hs/RA001/122/068,Handgeschreven,"7 x 11 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/7bb7ee8c-d758-5f48-85c7-92490616feb2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:90,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:90/N,cb89c78c-ecd6-5fcb-8b1f-79e76d37edad,BE-ANN14/hs/RA001/122/040,Handgeschreven,"17 x 10,5 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/cb89c78c-ecd6-5fcb-8b1f-79e76d37edad'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:28,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:28/N,b8dc72da-ef79-56ae-83a1-392fe8d16013,BE-ANN14/hs/RA001/001/24,Handgeschreven,"10,5 x 6,7 x 1,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b8dc72da-ef79-56ae-83a1-392fe8d16013'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:170,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:170/N,1be503ea-dd3a-5275-91d0-e41d1bc02f28,BE-ANN14/hs/RA001/122/107,Handgeschreven,"16,5 x 10,5 x 0,1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/1be503ea-dd3a-5275-91d0-e41d1bc02f28'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:53,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:53/N,396d9030-f603-5a4d-88e1-4a1190d86187,BE-ANN14/hs/RA001/122/003,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,39,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/396d9030-f603-5a4d-88e1-4a1190d86187'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:12,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:12/N,03322c74-e03a-5d1f-beac-0b05e87d0a1f,BE-ANN14/hs/RA001/001/8,Handgeschreven,"13,3 x 8 x 0,7",Maximum,60,Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/03322c74-e03a-5d1f-beac-0b05e87d0a1f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:45,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:45/N,b2d6e750-f8ac-5088-bd1f-f73776d665e5,BE-ANN14/hs/RA001/001/41,Handgeschreven,"12,5 x 9,2 x 1,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b2d6e750-f8ac-5088-bd1f-f73776d665e5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:32,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:32/N,b5da3516-de0b-58ee-ac85-45fdf878d635,BE-ANN14/hs/Ra001/001/28,Handgeschreven,"12,5 x 8,5 x 0,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b5da3516-de0b-58ee-ac85-45fdf878d635'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:185,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:185/N,d10435c2-73d4-50c6-b560-e69d428e9a83,BE-ANN14/hs/RA001/003/001,Handgeschreven,"21,5 x 18 x 2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d10435c2-73d4-50c6-b560-e69d428e9a83'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:65,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:65/N,d43eb5ca-58dd-59c7-9a3b-6f79751297c9,BE-ANN14/hs/RA001/122/015,Handgeschreven,"16,5 x 10,5 x 0,6",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d43eb5ca-58dd-59c7-9a3b-6f79751297c9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:214,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:214/N,458021ac-32d3-5dd9-91b6-8c165064acdf,BE-ANN14/hs/RA001/001/3,Handgeschreven,"11,5 x 7,5 x 0,8",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/458021ac-32d3-5dd9-91b6-8c165064acdf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:73,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:73/N,eb18bae2-09d9-5d6d-b2a6-ea518b7eee12,BE-ANN14/hs/RA001/122/023,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/eb18bae2-09d9-5d6d-b2a6-ea518b7eee12'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:202,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:202/N,e6a0a787-5a3b-52c9-8583-7837c18f6d5f,BE-ANN14/hs/RA001/122/132,Handgeschreven,"21 x 16,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e6a0a787-5a3b-52c9-8583-7837c18f6d5f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:24,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:24/N,5faa1eb2-5d3a-59c5-94c7-41873d211d30,BE-ANN14/hs/RA001/001/20,Handgeschreven,"13 x 9,5 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5faa1eb2-5d3a-59c5-94c7-41873d211d30'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:193,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:193/N,e51eb822-e3e2-5a4f-a122-78a38f179bd6,BE-ANN14/hs/RA001/122/123,Handgeschreven,"20,3 x 14 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e51eb822-e3e2-5a4f-a122-78a38f179bd6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:107,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:107/N,d1e5fdae-1c99-5051-bcd6-eeb10544c27b,BE-ANN14/hs/RA001/122/048,Handgeschreven,"16,5 x 10,5 x 1,2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d1e5fdae-1c99-5051-bcd6-eeb10544c27b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:150,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:150/N,b0d8c4ac-9577-5f33-be38-1f3fc5fa4a1b,BE-ANN14/hs/RA001/122/090,Handgeschreven,16 x 10 x 1,Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b0d8c4ac-9577-5f33-be38-1f3fc5fa4a1b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:146,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:146/N,c841b542-4e43-53f0-8620-d3dfc17dfd6f,BE-ANN14/hs/RA001/122/086,Handgeschreven,"16,5 x 10,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/c841b542-4e43-53f0-8620-d3dfc17dfd6f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:49,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:49/N,75047aef-c244-5ec3-847e-32db85f0a72f,BE-ANN14/hs/RA001/001/45,Handgeschreven,,,"10 x 7 x 1,5",Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/75047aef-c244-5ec3-847e-32db85f0a72f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:111,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:111/N,269cd29b-9b7e-5d01-bac2-e53aa005792a,BE-ANN14/hs/RA001/122/052,Handgeschreven,"16,5 x 10,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/269cd29b-9b7e-5d01-bac2-e53aa005792a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:48,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:48/N,bb73f2d7-05b4-5c90-b428-1ff2e1dac739,BE-ANN14/hs/RA001/001/44,Handgeschreven,"12,6 x 9 x 2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/bb73f2d7-05b4-5c90-b428-1ff2e1dac739'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:110,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:110/N,b3f40f5e-25d3-57f8-b1be-193b5b5afa07,BE-ANN14/hs/RA001/122/051,Handgeschreven,"16 x 10,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b3f40f5e-25d3-57f8-b1be-193b5b5afa07'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:147,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:147/N,e19d6016-6de8-52f7-89c6-abd31b37120f,BE-ANN14/hs/RA001/122/087,Handgeschreven,"16 x 10 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e19d6016-6de8-52f7-89c6-abd31b37120f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:151,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:151/N,cd73145f-4b0e-5d51-95ca-e8133f93cbee,BE-ANN14/hs/RA001/122/091,Handgeschreven,"16,5 x 10,5 x 1,2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/cd73145f-4b0e-5d51-95ca-e8133f93cbee'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:106,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:106/N,e3f76a05-f91c-5ead-b6b6-19aaf05b4722,BE-ANN14/hs/RA001/122/047,Handgeschreven,"16 x 10 x 1,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e3f76a05-f91c-5ead-b6b6-19aaf05b4722'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:25,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:25/N,b94c9251-d3a4-532f-ba4e-470c528dc483,BE-ANN14/hs/RA001/001/21,Handgeschreven,"11 x 7,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b94c9251-d3a4-532f-ba4e-470c528dc483'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:203,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:203/N,710de3b2-01c6-5757-b609-34bde322a124,BE-ANN14/hs/RA001/122/133,Handgeschreven,"19,2 x 16 x 0,4",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/710de3b2-01c6-5757-b609-34bde322a124'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:72,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:72/N,07aa31db-cafd-5a95-8d34-e1a31ef66bad,BE-ANN14/hs/RA001/122/022,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/07aa31db-cafd-5a95-8d34-e1a31ef66bad'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:215,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:215/N,35c29247-ff60-5792-ae69-d95c4b40aa5a,BE-ANN14/hs/RA001/001/4,Handgeschreven,"19 x 13 x 0,8",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/35c29247-ff60-5792-ae69-d95c4b40aa5a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:64,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:64/N,06091ed7-7f00-5c87-b75d-bc3c42d422c1,BE-ANN14/hs/RA001/122/014,Handgeschreven,"16,8 x 10,3 x 0,2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/06091ed7-7f00-5c87-b75d-bc3c42d422c1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:33,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:33/N,73e0688a-2baa-5062-b858-447b0ca453cc,BE-ANN14/hs/RA001/001/29,Handgeschreven,"11,6 x 8 x 0,8",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/73e0688a-2baa-5062-b858-447b0ca453cc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:184,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:184/N,9bf33f5e-af29-5d24-9ccd-c31c35e18a45,BE-ANN14/hs/RA001/122/121,Handgeschreven,17 x 11 x 2,Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/9bf33f5e-af29-5d24-9ccd-c31c35e18a45'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:44,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:44/N,2c26cff8-3a61-521f-803e-bc4524c3f5c6,BE-ANN14/hs/RA001/001/40,Handgeschreven,"11,5 x 7,6 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/2c26cff8-3a61-521f-803e-bc4524c3f5c6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:13,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:13/N,54d52cfc-258c-568a-9bd5-3eba376d5ded,BE-ANN14/hs/RA001/001/9,Handgeschreven,"13,3 x 8 x 0,7",Maximum,60,Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/54d52cfc-258c-568a-9bd5-3eba376d5ded'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:52,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:52/N,7070f9cc-d99a-5d50-a5e8-313604832c73,BE-ANN14/hs/RA001/122/002,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/7070f9cc-d99a-5d50-a5e8-313604832c73'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:29,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:29/N,ea4966cf-ff6f-59e2-b617-9ef3a577e04f,BE-ANN14/hs/RA001/001/25,Handgeschreven,"12,5 x 8,6 x 0,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ea4966cf-ff6f-59e2-b617-9ef3a577e04f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:171,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:171/N,98ea238d-43b8-531c-ac18-c215f018db56,BE-ANN14/hs/RA001/122/108,Handgeschreven,"16,5 x 11,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/98ea238d-43b8-531c-ac18-c215f018db56'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:126,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:126/N,fbfdb4db-8642-5512-b87f-c16b54471bd9,BE-ANN14/hs/RA001/122/067,Handgeschreven,"7 x 11 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/fbfdb4db-8642-5512-b87f-c16b54471bd9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:91,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:91/N,f9fad658-00a4-524b-bd89-6029367758dc,BE-ANN14/hs/RA001/122/041,Handgeschreven,"17,5 x 11 x 1,2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f9fad658-00a4-524b-bd89-6029367758dc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:68,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:68/N,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,BE-ANN14/hs/RA001/122/018,Handgeschreven,"16,5 x 10,5 x 0,2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:130,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:130/N,e415c72d-c912-5ca4-b4c4-13d35818ba50,BE-ANN14/hs/RA001/122/071,Handgeschreven,"10 x 5,5 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e415c72d-c912-5ca4-b4c4-13d35818ba50'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:87,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:87/N,c8de16ec-31f2-5b12-9718-450e360a0516,BE-ANN14/hs/RA001/122/037,Handgeschreven,"16 x 10 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/c8de16ec-31f2-5b12-9718-450e360a0516'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:219,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:219/N,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,BE-ANN14/hs/000000005,Handgeschreven,,,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:167,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:167/N,b374fac0-f650-535b-89e5-3c27efdb5bfb,BE-ANN14/hs/RA001/122/104,Handgeschreven,"12,5 x 8,5 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b374fac0-f650-535b-89e5-3c27efdb5bfb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:34,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:34/N,82b8de86-ff89-5b6f-a7d1-5c037ea34a11,BE-ANN14/hs/RA001/001/30,Handgeschreven,"9,7 x 6,6 x 0,8",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/82b8de86-ff89-5b6f-a7d1-5c037ea34a11'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
