Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Carrier Colour,Temporary Location Note,Production Technique Keywords,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhpr:4247,Prent,https://anet.be/record/opaclhobj/tg:lhpr:4247/N,72ac9e2c-e1c0-5fea-82d1-c27d23cf9d60,BE-ANN07/pr/000000744,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/72ac9e2c-e1c0-5fea-82d1-c27d23cf9d60'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11106,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11106/N,0b1eab27-4d46-56d7-b004-ff165a5ee01f,BE-ANN07/pr/000003269,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0b1eab27-4d46-56d7-b004-ff165a5ee01f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10347,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10347/N,dd38a4b1-3b48-5639-8514-2743b72413b4,BE-ANN07/pr/000002533,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dd38a4b1-3b48-5639-8514-2743b72413b4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:6,Prent,https://anet.be/record/opaclhobj/tg:lhpr:6/N,9c32b816-7b6e-553a-9053-08074b2dad9b,BE-ANN07/pr/000000003,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9c32b816-7b6e-553a-9053-08074b2dad9b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:9926,Prent,https://anet.be/record/opaclhobj/tg:lhpr:9926/N,d516eea5-3e9a-5b4c-b5c9-ddb0ea7314f8,BE-ANN07/pr/000002115,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d516eea5-3e9a-5b4c-b5c9-ddb0ea7314f8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11805,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11805/N,86525e60-d467-5ac8-8824-665f7d6ed43f,BE-ANN07/pr/000003966,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/86525e60-d467-5ac8-8824-665f7d6ed43f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10717,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10717/N,6da27c64-2103-5343-94b0-d870782a203c,BE-ANN07/pr/000002889,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6da27c64-2103-5343-94b0-d870782a203c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10202,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10202/N,42fbeb53-83c0-5658-8a45-7ec908cc3b66,BE-ANN07/pr/000002391,Japans Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/42fbeb53-83c0-5658-8a45-7ec908cc3b66'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:3994,Prent,https://anet.be/record/opaclhobj/tg:lhpr:3994/N,a0a279d1-2a2b-5c62-9322-7fd7228ca5e9,BE-ANN07/pr/000000713,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a0a279d1-2a2b-5c62-9322-7fd7228ca5e9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12395,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12395/N,1b5c2d2a-c338-5fcd-a067-c184b61eea6b,BE-ANN07/pr/000004552,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1b5c2d2a-c338-5fcd-a067-c184b61eea6b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11940,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11940/N,e2e4c794-38a1-59ad-a282-9989e6f8e8d5,BE-ANN07/pr/000004098,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e2e4c794-38a1-59ad-a282-9989e6f8e8d5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:9863,Prent,https://anet.be/record/opaclhobj/tg:lhpr:9863/N,ee3e50ee-0ba4-57f8-8255-c53628b2ceaa,BE-ANN07/pr/000002051,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ee3e50ee-0ba4-57f8-8255-c53628b2ceaa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11413,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11413/N,0e94b95e-8b1c-52cd-b7a8-ff8c7dde26c6,BE-ANN07/pr/000003575,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0e94b95e-8b1c-52cd-b7a8-ff8c7dde26c6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:9530,Prent,https://anet.be/record/opaclhobj/tg:lhpr:9530/N,cf9665c6-b31f-5412-a174-00b27e574d17,BE-ANN07/pr/000001719,Papier,Ivoorwit,,"Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf.",Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/cf9665c6-b31f-5412-a174-00b27e574d17'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11043,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11043/N,fb6c2b93-e06a-51c7-820a-db8c84786f71,BE-ANN07/pr/000003206,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fb6c2b93-e06a-51c7-820a-db8c84786f71'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10081,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10081/N,ce887cff-3326-5fbe-927e-15dfbac33611,BE-ANN07/pr/000002270,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ce887cff-3326-5fbe-927e-15dfbac33611'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12546,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12546/N,94948949-218e-55a7-8872-b6f1fa734bbd,BE-ANN07/pr/000004701,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/94948949-218e-55a7-8872-b6f1fa734bbd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12116,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12116/N,ed47d216-a1af-5ed2-9ff7-f36f96052ec2,BE-ANN07/pr/000004274,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ed47d216-a1af-5ed2-9ff7-f36f96052ec2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11690,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11690/N,a6032f8b-aab7-5a6e-a387-64ca9d61d60e,BE-ANN07/pr/000003852,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a6032f8b-aab7-5a6e-a387-64ca9d61d60e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10982,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10982/N,a4baa4b9-a092-5eca-927e-f954d09a7167,BE-ANN07/pr/000003142,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a4baa4b9-a092-5eca-927e-f954d09a7167'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:1679,Prent,https://anet.be/record/opaclhobj/tg:lhpr:1679/N,29509868-dcab-509d-a845-6a100446a461,BE-ANN07/pr/000000068,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/29509868-dcab-509d-a845-6a100446a461'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:3644,Prent,https://anet.be/record/opaclhobj/tg:lhpr:3644/N,6be1a5e6-3457-5dec-9aa8-e5801541bb15,BE-ANN07/pr/000000612,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6be1a5e6-3457-5dec-9aa8-e5801541bb15'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:9619,Prent,https://anet.be/record/opaclhobj/tg:lhpr:9619/N,c05b446c-6912-5b14-82f0-8d33bbae826d,BE-ANN07/pr/000001805,Papier,Ivoorwit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c05b446c-6912-5b14-82f0-8d33bbae826d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10828,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10828/N,c87ab2ea-d29b-5f31-b8dd-1e740a89715f,BE-ANN07/pr/000003000,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c87ab2ea-d29b-5f31-b8dd-1e740a89715f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:3701,Prent,https://anet.be/record/opaclhobj/tg:lhpr:3701/N,d1ee9a7f-cfae-586e-9880-dbb9fcc5c50e,BE-ANN07/pr/000000625,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d1ee9a7f-cfae-586e-9880-dbb9fcc5c50e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:6503,Prent,https://anet.be/record/opaclhobj/tg:lhpr:6503/N,b40c39c4-f810-5562-8f99-e7409e48280d,BE-ANN07/pr/000001147,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b40c39c4-f810-5562-8f99-e7409e48280d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11385,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11385/N,3a1e6015-4719-56c4-bf05-33a8227f3cdb,BE-ANN07/pr/000003547,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3a1e6015-4719-56c4-bf05-33a8227f3cdb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:1696,Prent,https://anet.be/record/opaclhobj/tg:lhpr:1696/N,9001a4b5-e50e-521e-beaa-4f2f12c4824a,BE-ANN07/pr/000000070,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9001a4b5-e50e-521e-beaa-4f2f12c4824a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12403,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12403/N,64d6547f-d0be-5e33-a3d7-c30287e018cb,BE-ANN07/pr/000004560,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/64d6547f-d0be-5e33-a3d7-c30287e018cb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12053,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12053/N,e8757e84-8168-52bc-8d73-f33e252686fc,BE-ANN07/pr/000004211,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e8757e84-8168-52bc-8d73-f33e252686fc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10594,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10594/N,a834816f-c473-5fd6-927f-5038908adedc,BE-ANN07/pr/000002774,Papier,Ivoorwit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a834816f-c473-5fd6-927f-5038908adedc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12287,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12287/N,49e490df-fbfd-563b-b668-e4c5090b5c58,BE-ANN07/pr/000004444,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/49e490df-fbfd-563b-b668-e4c5090b5c58'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11852,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11852/N,ba6a9247-a8c4-5aa3-95d0-033d8c40f2c4,BE-ANN07/pr/000004013,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ba6a9247-a8c4-5aa3-95d0-033d8c40f2c4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:9971,Prent,https://anet.be/record/opaclhobj/tg:lhpr:9971/N,b2ecdb79-88f3-5582-90ac-0e936962e782,BE-ANN07/pr/000002160,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b2ecdb79-88f3-5582-90ac-0e936962e782'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10310,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10310/N,c3423213-3520-5739-a8f1-b98e3126579b,BE-ANN07/pr/000002497,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c3423213-3520-5739-a8f1-b98e3126579b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:9588,Prent,https://anet.be/record/opaclhobj/tg:lhpr:9588/N,62ffea6b-96b2-5f75-98d8-2a12721bd9dc,BE-ANN07/pr/000001774,Papier,Ivoorwit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/62ffea6b-96b2-5f75-98d8-2a12721bd9dc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11151,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11151/N,29fc719b-8ce8-524f-8dc8-ec094ed7257a,BE-ANN07/pr/000003313,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/29fc719b-8ce8-524f-8dc8-ec094ed7257a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:4210,Prent,https://anet.be/record/opaclhobj/tg:lhpr:4210/N,00d053de-ade4-546d-9b7e-84ab60ad87cc,BE-ANN07/pr/000000735,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/00d053de-ade4-546d-9b7e-84ab60ad87cc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11501,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11501/N,cfd04e25-71bc-5e74-a2bd-3dcf3bd4771c,BE-ANN07/pr/000003663,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/cfd04e25-71bc-5e74-a2bd-3dcf3bd4771c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11014,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11014/N,4f98be81-87e0-5dfc-bca1-325c8ab6f50d,BE-ANN07/pr/000003176,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4f98be81-87e0-5dfc-bca1-325c8ab6f50d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:6738,Prent,https://anet.be/record/opaclhobj/tg:lhpr:6738/N,7f4f2028-e9d7-523d-b043-8870dba90b88,BE-ANN07/pr/000001223,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7f4f2028-e9d7-523d-b043-8870dba90b88'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:9567,Prent,https://anet.be/record/opaclhobj/tg:lhpr:9567/N,de108af2-1d4e-5ef8-8b56-4357471b2b9b,BE-ANN07/pr/000001753,Papier,Ivoorwit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/de108af2-1d4e-5ef8-8b56-4357471b2b9b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11444,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11444/N,610bc21c-34ba-55ae-a628-83c56427f6a0,BE-ANN07/pr/000003606,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/610bc21c-34ba-55ae-a628-83c56427f6a0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:6692,Prent,https://anet.be/record/opaclhobj/tg:lhpr:6692/N,5fc62b1c-26dc-571a-8283-95e04d295f7f,BE-ANN07/pr/000001193,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5fc62b1c-26dc-571a-8283-95e04d295f7f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:6368,Prent,https://anet.be/record/opaclhobj/tg:lhpr:6368/N,8e5b7419-aa06-5bf7-9787-0189c94475b5,BE-ANN07/pr/000001087,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8e5b7419-aa06-5bf7-9787-0189c94475b5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:9834,Prent,https://anet.be/record/opaclhobj/tg:lhpr:9834/N,fc59f170-42e0-5fdc-b497-150b10b838b8,BE-ANN07/pr/000002022,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fc59f170-42e0-5fdc-b497-150b10b838b8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11917,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11917/N,e9501b48-f026-5a1e-8280-ed1270fda244,BE-ANN07/pr/000004075,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e9501b48-f026-5a1e-8280-ed1270fda244'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10605,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10605/N,b6bc41ce-83db-5a3e-8a01-91ec4f960f27,BE-ANN07/pr/000002785,Karton,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b6bc41ce-83db-5a3e-8a01-91ec4f960f27'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:10255,Prent,https://anet.be/record/opaclhobj/tg:lhpr:10255/N,ea518a64-122a-5f02-9c38-be9f49b9ea7b,BE-ANN07/pr/000002442,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ea518a64-122a-5f02-9c38-be9f49b9ea7b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12268,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12268/N,66b96389-1dfd-52f0-873d-144129567737,BE-ANN07/pr/000004425,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/66b96389-1dfd-52f0-873d-144129567737'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:2281,Prent,https://anet.be/record/opaclhobj/tg:lhpr:2281/N,3cec5e61-bd88-574f-9874-0396fca4bb19,BE-ANN07/pr/000000177,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3cec5e61-bd88-574f-9874-0396fca4bb19'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:3243,Prent,https://anet.be/record/opaclhobj/tg:lhpr:3243/N,d5fcb9ce-043f-5661-a984-8237d7a8fa83,BE-ANN07/pr/000000462,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d5fcb9ce-043f-5661-a984-8237d7a8fa83'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:11297,Prent,https://anet.be/record/opaclhobj/tg:lhpr:11297/N,b59d0e05-d866-50ec-a6cf-d6ed93b8296e,BE-ANN07/pr/000003459,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b59d0e05-d866-50ec-a6cf-d6ed93b8296e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:3613,Prent,https://anet.be/record/opaclhobj/tg:lhpr:3613/N,4e723164-5d6d-5de9-bc62-8b546caf5b03,BE-ANN07/pr/000000592,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4e723164-5d6d-5de9-bc62-8b546caf5b03'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:6411,Prent,https://anet.be/record/opaclhobj/tg:lhpr:6411/N,98b23e05-61af-5d5c-838a-e83357d8b0fd,BE-ANN07/pr/000001105,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/98b23e05-61af-5d5c-838a-e83357d8b0fd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhpr:12141,Prent,https://anet.be/record/opaclhobj/tg:lhpr:12141/N,f66b6f21-a5f5-5df0-afd2-1564e8f50ab5,BE-ANN07/pr/000004299,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f66b6f21-a5f5-5df0-afd2-1564e8f50ab5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
