brocade.id,ResourceID,card,order,Archive Note,Archive Note,Warehouse Location (begin),Serial Number,adm.note,Warehouse Location (ende),adm.note.language,adm.note.type
tg:rubgr:3786,b065a83d-20d5-5033-b628-245ace12ff62,Items,1,AFG_099_024,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:4043,da689f64-c995-514f-beac-6756db4addae,Items,1,AFG_106_028,isad:rub:3027,,,,,Nederlands,remarks
tg:rubgr:2894,da2bb5a0-00d1-5297-ad1e-e4ba492ac02b,Items,1,AFG_086_152,isad:rub:3016,,,,,Nederlands,remarks
tg:rubgr:1241,fb03b07d-eb67-51ca-a6ee-49b2bddc13cf,Items,1,AFG_030_005,isad:rub:2960,,,,,Nederlands,remarks
tg:rubgr:624,4524da52-4157-538d-a76d-57cd9eb343ef,Items,1,AFG_013_027,isad:rub:2943,,,,,Nederlands,remarks
tg:rubgr:4413,7d7e1d79-49c6-52c9-9217-962f2f43d958,Items,1,AFG_112_020,isad:rub:3033,,,,,Nederlands,remarks
tg:rubgr:1611,7a7075cb-133f-57bc-9310-e592d274c005,Items,1,AFG_044_012,isad:rub:2974,,,,,Nederlands,remarks
tg:rubgr:4940,b716786a-7d5b-5585-b930-8681818c2ef1,Items,1,AFG_136_068,isad:rub:3058,,,,,Nederlands,remarks
tg:rubgr:5202,d4072fd8-6ca1-528a-983d-a3aa934c5bdf,Items,1,AFG_143_081,isad:rub:3065,,,,,Nederlands,remarks
tg:rubgr:4805,2c1aa06a-5117-5419-94ef-9521cdcd4fcc,Items,1,AFG_132_011,isad:rub:3054,,,,,Nederlands,remarks
tg:rubgr:2178,9294f8bf-cfa9-56f1-a53b-7d6c86b4d593,Items,1,AFG_062_002,isad:rub:2992,,,,,Nederlands,remarks
tg:rubgr:5347,f02141e9-66f2-52c7-b398-a2105e7d5dd2,Items,1,AFG_145_077,isad:rub:3068,,,,,Nederlands,remarks
tg:rubgr:1304,f03a4ad3-0e9f-587e-a2c5-ecfb94f4ec83,Items,1,AFG_034_019,isad:rub:2964,,,,,Nederlands,remarks
tg:rubgr:331,135cb049-bc60-5151-9755-2f934ce68979,Items,1,AFG_006_045,isad:rub:2936,,,,,Nederlands,remarks
tg:rubgr:4106,fdd0af11-2fff-5dd7-8aac-5836ab2e4c18,Items,1,AFG_108_027,isad:rub:3029,,,,,Nederlands,remarks
tg:rubgr:761,42d6adb1-d086-5f09-a2ab-d6672c923692,Items,1,AFG_017_054,isad:rub:2947,,,,,Nederlands,remarks
tg:rubgr:4556,af1d0a9d-7bcc-51f4-9300-369605befd8e,Items,1,AFG_116_043,isad:rub:3037,,,,,Nederlands,remarks
tg:rubgr:1580,0bfadc9e-848c-586d-9713-e2cde619471d,Items,1,AFG_043_001,isad:rub:2973,,,,,Nederlands,remarks
tg:rubgr:4278,926c5068-73b9-57fa-b045-157c65714ef6,Items,1,AFG_111_073,isad:rub:3032,,,,,Nederlands,remarks
tg:rubgr:3047,c5eb3d9b-8f43-5b7f-8e46-3dfca0e41dfb,Items,1,AFG_089_047,isad:rub:3018,,,,,Nederlands,remarks
tg:rubgr:4782,dc0e943f-468d-5278-8cca-742c578b5bd4,Items,1,AFG_129_018,isad:rub:3051,,,,,Nederlands,remarks
tg:rubgr:3417,64c9f358-f637-5260-b763-06c5724e2f4f,Items,1,AFG_093_080,isad:rub:3019,,,,,Nederlands,remarks
tg:rubgr:3944,5a5212f6-9615-50e5-a8bd-6764634e1ac0,Items,1,AFG_102_059,isad:rub:3023,,,,,Nederlands,remarks
tg:rubgr:1979,301bdd85-41ab-5245-9539-7d27d1fc7321,Items,1,AFG_055_010,isad:rub:2985,,,,,Nederlands,remarks
tg:rubgr:5193,11771685-2ee3-511e-8d26-756f627f4429,Items,1,AFG_143_072,isad:rub:3065,,,,,Nederlands,remarks
tg:rubgr:2656,1e9528ac-dd11-5141-9055-1d48e640540a,Items,1,AFG_084_070,isad:rub:3014,,,,,Nederlands,remarks
tg:rubgr:1996,68dafa45-d1ba-591e-8df6-1981e23bd67f,Items,1,AFG_055_027,isad:rub:2985,,,,,Nederlands,remarks
tg:rubgr:3102,e3703d65-aaed-5036-960b-5442aebfc1e8,Items,1,AFG_090_022,isad:rub:3018,,,,,Nederlands,remarks
tg:rubgr:4297,3985c9fa-a1ab-5da1-87af-c0f44f53c219,Items,1,AFG_111_092,isad:rub:3032,,,,,Nederlands,remarks
tg:rubgr:1095,fd76489e-0aeb-5c8e-9a1c-fd2f6bcb6e34,Items,1,AFG_023_043,isad:rub:2953,,,,,Nederlands,remarks
tg:rubgr:2590,81b33b3c-5baf-5679-94d5-0dbd13744190,Items,1,AFG_084_004,isad:rub:3014,,,,,Nederlands,remarks
tg:rubgr:5255,0e742626-e09e-574a-a231-165ab060df9b,Items,1,AFG_144_039,isad:rub:3066,,,,,Nederlands,remarks
tg:rubgr:4917,e95538db-f032-5f9c-b72e-4fe290f2bd19,Items,1,AFG_136_045,isad:rub:3058,,,,,Nederlands,remarks
tg:rubgr:389,93fd322a-3290-5e9b-889c-214018620b47,Items,1,AFG_008_008,isad:rub:2938,,,,,Nederlands,remarks
tg:rubgr:673,5d826df5-7e81-5f9c-bade-43580f76160d,Items,1,AFG_016_006,isad:rub:2946,,,,,Nederlands,remarks
tg:rubgr:1216,b12457af-881b-55f3-8ce8-4b9ad74b9ee5,Items,1,AFG_029_025,isad:rub:2959,,,,,Nederlands,remarks
tg:rubgr:4014,4a8a25a8-42b4-5acb-a4d6-43096a9cac64,Items,1,AFG_105_002,isad:rub:3026,,,,,Nederlands,remarks
tg:rubgr:736,000ac70b-96b8-52d4-bfe4-8f9c55c1ece4,Items,1,AFG_017_029,isad:rub:2947,,,,,Nederlands,remarks
tg:rubgr:4501,8b0347e7-74f0-50b9-bcb7-cdafadb3588b,Items,1,AFG_115_017,isad:rub:3036,,,,,Nederlands,remarks
tg:rubgr:366,6fbf689f-c91e-5463-a2f4-49a421add01f,Items,1,AFG_007_015,isad:rub:2937,,,,,Nederlands,remarks
tg:rubgr:3694,24e2a0ca-3c02-586b-8edb-8b60afc7d05e,Items,1,AFG_098_002,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:4151,35d99b6f-cb33-5ce3-a1e5-54355877c1e0,Items,1,AFG_109_031,isad:rub:3030,,,,,Nederlands,remarks
tg:rubgr:2986,e4eaa933-ea90-514d-a679-b6f41fce43db,Items,1,AFG_088_007,isad:rub:3018,,,,,Nederlands,remarks
tg:rubgr:1353,c513d981-f8dc-51c0-88c6-8b311b23a9c0,Items,1,AFG_036_006,isad:rub:2966,,,,,Nederlands,remarks
tg:rubgr:1847,10d4fd3e-7298-5bde-ac96-31a19e86c31c,Items,1,AFG_049_020,isad:rub:2979,,,,,Nederlands,remarks
tg:rubgr:2768,5eb660bd-4334-598a-adb0-d95105df40ed,Items,1,AFG_086_026,isad:rub:3016,,,,,Nederlands,remarks
tg:rubgr:2338,6d874152-60db-5fae-8a9f-54ef2b7e2fae,Items,1,AFG_077_022,isad:rub:3007,,,,,Nederlands,remarks
tg:rubgr:3179,4edf9279-a9af-5e33-88fa-151a6d440c83,Items,1,AFG_090_099,isad:rub:3018,,,,,Nederlands,remarks
tg:rubgr:3483,c1a124f2-a160-55cc-a5cb-86a25640da83,Items,1,AFG_094_047,isad:rub:3020,,,,,Nederlands,remarks
tg:rubgr:4346,9a37cdce-5e7c-5104-a810-42c8c24ff25b,Items,1,AFG_111_141,isad:rub:3032,,,,,Nederlands,remarks
tg:rubgr:3529,75edb954-f541-5819-9b36-7a407d054ce0,Items,1,AFG_095_014,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:1514,988938fa-cbc5-5aba-ae35-3b482a95c9c5,Items,1,AFG_040_004,isad:rub:2970,,,,,Nederlands,remarks
tg:rubgr:4203,00055374-fc1d-5219-9dee-6ae68900dac0,Items,1,AFG_110_014,isad:rub:3031,,,,,Nederlands,remarks
tg:rubgr:1001,daf107fe-04af-5a10-b78f-2b4f2f173b26,Items,1,AFG_022_034,isad:rub:2952,,,,,Nederlands,remarks
tg:rubgr:464,d4dca8f9-6c49-57cb-9076-1b0ff838bbcf,Items,1,AFG_009_053,isad:rub:2939,,,,,Nederlands,remarks
tg:rubgr:4653,ea7b8579-dcd4-5267-95fe-e3861a022d63,Items,1,AFG_121_021,isad:rub:3042,,,,,Nederlands,remarks
tg:rubgr:3196,03226b44-3e8d-58bd-9cdb-877c1f42d48e,Items,1,AFG_090_116,isad:rub:3018,,,,,Nederlands,remarks
tg:rubgr:1451,2f0b3f79-daab-5ef3-afb7-0aaa1a025a84,Items,1,AFG_038_057,isad:rub:2968,,,,,Nederlands,remarks
tg:rubgr:937,4e791c05-264e-554e-b05c-df198f26a15f,Items,1,AFG_021_021,isad:rub:2951,,,,,Nederlands,remarks
tg:rubgr:1902,793e1bb6-bfab-56b6-bc01-83eccee6f101,Items,1,AFG_053_003,isad:rub:2983,,,,,Nederlands,remarks
tg:rubgr:3895,a02e7d79-a77c-51ec-b3fa-fdbbcce617ea,Items,1,AFG_102_010,isad:rub:3023,,,,,Nederlands,remarks
tg:rubgr:2787,9ddba994-68c0-573a-9a32-6f1d93a5790e,Items,1,AFG_086_045,isad:rub:3016,,,,,Nederlands,remarks
tg:rubgr:1282,aae27e7e-d0a5-5ff2-b17d-63f282d59a70,Items,1,AFG_033_020,isad:rub:2963,,,,,Nederlands,remarks
tg:rubgr:4080,23c91f69-4749-50ea-a858-4a4626077625,Items,1,AFG_108_001,isad:rub:3029,,,,,Nederlands,remarks
tg:rubgr:1778,07a61f29-293c-5c1c-8e99-9f4b6a39ac70,Items,1,AFG_046_081,isad:rub:2976,,,,,Nederlands,remarks
tg:rubgr:3745,1f73261b-3e19-516e-a6c1-cbb0dc6b714b,Items,1,AFG_098_053,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:2857,85124a16-ac5e-5dec-a27b-f13395dd8023,Items,1,AFG_086_115,isad:rub:3016,,,,,Nederlands,remarks
tg:rubgr:1328,db6d7702-01a5-511e-bc3a-84d7d178dc80,Items,1,AFG_034_043,isad:rub:2964,,,,,Nederlands,remarks
tg:rubgr:4983,dd155b43-d971-5c1d-9b55-1c8d7a8ceaef,Items,1,AFG_137_018,isad:rub:3059,,,,,Nederlands,remarks
tg:rubgr:4829,ca41942a-a015-5efa-af99-d5eb27bd42aa,Items,1,AFG_134_013,isad:rub:3056,,,,,Nederlands,remarks
tg:rubgr:2011,813d2a2a-2fbc-5c9e-b8a6-de84178dcb09,Items,1,AFG_055_042,isad:rub:2985,,,,,Nederlands,remarks
tg:rubgr:2441,5e796db4-3cbd-5762-81de-383d1fb4fb48,Items,1,AFG_082_014,isad:rub:3012,,,,,Nederlands,remarks
tg:rubgr:3600,2d5ecfd7-3c9d-5c89-ad41-4f6ecccf6e71,Items,1,AFG_097_046,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:2912,b6063583-29a0-5f93-bcdb-fd93bf57b0a5,Items,1,AFG_086_170,isad:rub:3016,,,,,Nederlands,remarks
tg:rubgr:608,9aeda876-ea35-5687-9b6a-dbc44077639a,Items,1,AFG_013_011,isad:rub:2943,,,,,Nederlands,remarks
tg:rubgr:3250,609be721-88ad-53c4-91cb-a02f8550c7e2,Items,1,AFG_091_054,isad:rub:3018,,,,,Nederlands,remarks
tg:rubgr:258,4c3170b1-a92f-5807-8cd6-6f24df6776cc,Items,1,AFG_005_022,isad:rub:2935,,,,,Nederlands,remarks
tg:rubgr:1543,1d3dacb7-a8d8-5a20-bd44-f8ff1c8360d0,Items,1,AFG_041_017,isad:rub:2971,,,,,Nederlands,remarks
tg:rubgr:126,f2b56778-6278-5ad9-b7bf-3dde3864f898,Items,1,AFG_003_054,isad:rub:2933,,,,,Nederlands,remarks
tg:rubgr:4311,6ab70461-7137-5e48-b8e1-82d04affda6f,Items,1,AFG_111_106,isad:rub:3032,,,,,Nederlands,remarks
tg:rubgr:1113,b5dabd3c-76d5-538d-827e-e338b77ade41,Items,1,AFG_023_061,isad:rub:2953,,,,,Nederlands,remarks
tg:rubgr:3987,7bd5a8e2-79a0-5be9-a118-b12eee6cdf75,Items,1,AFG_103_015,isad:rub:3024,,,,,Nederlands,remarks
tg:rubgr:5150,c6d2cd5d-42ef-5b9a-b874-c7837a861341,Items,1,AFG_143_029,isad:rub:3065,,,,,Nederlands,remarks
tg:rubgr:1810,f5ef881b-904b-5c04-adc9-853ceadbf766,Items,1,AFG_047_001,isad:rub:2977,,,,,Nederlands,remarks
tg:rubgr:5015,8abde7a7-25c1-5403-b26a-76d1de086758,Items,1,AFG_137_050,isad:rub:3059,,,,,Nederlands,remarks
tg:rubgr:3968,1aa03c35-551b-5991-bfe6-d5e66cfcfbeb,Items,1,AFG_102_083,isad:rub:3023,,,,,Nederlands,remarks
tg:rubgr:91,5134de59-2a63-5af1-8444-503788df741c,Items,1,AFG_003_019,isad:rub:2933,,,,,Nederlands,remarks
tg:rubgr:1406,44c0d88a-b4c1-5525-b79a-08d77cde2825,Items,1,AFG_038_012,isad:rub:2968,,,,,Nederlands,remarks
tg:rubgr:433,6a8832bf-9395-5128-985d-74c0c80c0856,Items,1,AFG_009_022,isad:rub:2939,,,,,Nederlands,remarks
tg:rubgr:4604,b1757839-3d40-5512-8d46-da731901662c,Items,1,AFG_118_030,isad:rub:3039,,,,,Nederlands,remarks
tg:rubgr:1056,1ebe3d60-fa00-57d1-8ce6-2a16a250b91b,Items,1,AFG_023_004,isad:rub:2953,,,,,Nederlands,remarks
tg:rubgr:599,95069f5a-7364-536d-b185-36e46add12bb,Items,1,AFG_013_002,isad:rub:2943,,,,,Nederlands,remarks
tg:rubgr:3591,8527e093-45c5-533e-b1f6-da52d54bd30a,Items,1,AFG_097_037,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:4254,6e946d97-36ef-5c84-b212-e9f43c31cf62,Items,1,AFG_111_049,isad:rub:3032,,,,,Nederlands,remarks
tg:rubgr:2553,30a98890-8e9a-5904-a9d7-671aa08f07c2,Items,1,AFG_083_103,isad:rub:3013,,,,,Nederlands,remarks
tg:rubgr:2103,d08ca021-5470-58f1-a507-ed269350d0a3,Items,1,AFG_058_017,isad:rub:2988,,,,,Nederlands,remarks
tg:rubgr:4487,9d062136-556c-5c11-bafe-1223e97243be,Items,1,AFG_115_003,isad:rub:3036,,,,,Nederlands,remarks
tg:rubgr:1685,220dbddf-e9fa-5f07-9001-eace7adb8b5f,Items,1,AFG_045_041,isad:rub:2975,,,,,Nederlands,remarks
tg:rubgr:3712,be3795e7-1d4f-561f-8823-a13c6fcebe11,Items,1,AFG_098_020,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:2800,f9b9d2a3-39e9-500c-b8c9-bccda89baadf,Items,1,AFG_086_058,isad:rub:3016,,,,,Nederlands,remarks
tg:rubgr:4038,9cfea9b7-0754-562c-831b-75dbbcf806b8,Items,1,AFG_106_023,isad:rub:3027,,,,,Nederlands,remarks
tg:rubgr:3207,c5e4f89c-5c21-5e79-ac52-a5e4239600b2,Items,1,AFG_091_011,isad:rub:3018,,,,,Nederlands,remarks
tg:rubgr:3657,9b1a6165-84e0-575b-bd1e-4aab54e615a5,Items,1,AFG_097_103,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:2945,954d62ce-a467-53f3-82b5-b89c9a20c11d,Items,1,AFG_086_203,isad:rub:3016,,,,,Nederlands,remarks
tg:rubgr:2046,2f4462ad-a121-548e-8d8f-264d04015f07,Items,1,AFG_055_077,isad:rub:2985,,,,,Nederlands,remarks
tg:rubgr:2729,8f83fcb3-ed14-5f9a-ab91-cd0fec48c4ab,Items,1,AFG_085_042,isad:rub:3015,,,,,Nederlands,remarks
tg:rubgr:1806,1797506b-5ef3-5522-a5a1-989df8791443,Items,1,AFG_046_109,isad:rub:2976,,,,,Nederlands,remarks
tg:rubgr:833,aee4b84c-7930-5da6-ab4b-128fcddad432,Items,1,AFG_019_004,isad:rub:2949,,,,,Nederlands,remarks
tg:rubgr:999,b2df9b44-f00d-5b10-bccc-ee641051c4df,Items,1,AFG_022_032,isad:rub:2952,,,,,Nederlands,remarks
tg:rubgr:68,e41ac90e-b8fb-5ff3-bdfc-59529bea2239,Items,1,AFG_002_013,isad:rub:2932,,,,,Nederlands,remarks
tg:rubgr:5146,e0a7589a-f6c2-5836-932f-d4884e731c07,Items,1,AFG_143_025,isad:rub:3065,,,,,Nederlands,remarks
tg:rubgr:3991,cc9ffbe0-73ce-5324-ad5c-f89d615485ae,Items,1,AFG_103_019,isad:rub:3024,,,,,Nederlands,remarks
tg:rubgr:1105,b099eb28-67d8-5e2f-b40f-75314beb26e3,Items,1,AFG_023_053,isad:rub:2953,,,,,Nederlands,remarks
tg:rubgr:3138,2616523c-1e20-56fe-aa49-68a4ea94d9d7,Items,1,AFG_090_058,isad:rub:3018,,,,,Nederlands,remarks
tg:rubgr:4307,ab970d60-8e44-57a8-8d28-b429adad04e3,Items,1,AFG_111_102,isad:rub:3032,,,,,Nederlands,remarks
tg:rubgr:1555,4de6a09e-7b1f-5163-aa74-e15e357eca73,Items,1,AFG_042_007,isad:rub:2972,,,,,Nederlands,remarks
tg:rubgr:3568,a8024892-5d2b-5852-9e00-6760ad03b01f,Items,1,AFG_097_014,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:3092,bd734edb-430a-5bfc-8e0a-5c8092412a23,Items,1,AFG_090_012,isad:rub:3018,,,,,Nederlands,remarks
tg:rubgr:3587,a38c023d-0c34-54d6-93d2-db71c0e0f381,Items,1,AFG_097_033,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:4242,66270dd1-d758-5388-89e7-e0e640946637,Items,1,AFG_111_037,isad:rub:3032,,,,,Nederlands,remarks
tg:rubgr:1040,a1b43949-9f95-5172-9293-6487effdbd75,Items,1,AFG_022_073,isad:rub:2952,,,,,Nederlands,remarks
tg:rubgr:4612,bbe81383-7451-5754-ae1c-ed27fcd0acb3,Items,1,AFG_118_038,isad:rub:3039,,,,,Nederlands,remarks
tg:rubgr:425,8869aa14-73d6-5c5b-8420-460532856f76,Items,1,AFG_009_014,isad:rub:2939,,,,,Nederlands,remarks
tg:rubgr:1410,6f5eba61-22c3-5449-be39-5b9774c74a45,Items,1,AFG_038_016,isad:rub:2968,,,,,Nederlands,remarks
tg:rubgr:87,a2dc6ab1-a0c2-5d0a-bd88-5db80b05ac5f,Items,1,AFG_003_015,isad:rub:2933,,,,,Nederlands,remarks
tg:rubgr:3,4005cc55-0d2a-5f90-9903-79fa3988c5ea,Items,1,AFG_001_003,isad:rub:2930,,,,,Nederlands,remarks
tg:rubgr:976,30d53c5a-5401-5696-ab50-08358e3086a6,Items,1,AFG_022_009,isad:rub:2952,,,,,Nederlands,remarks
tg:rubgr:1943,97f47b29-6b5d-553f-93e7-8c07f5b11740,Items,1,AFG_054_034,isad:rub:2984,,,,,Nederlands,remarks
tg:rubgr:5003,fc78bf21-3f95-5b99-8650-ef90bff6218f,Items,1,AFG_137_038,isad:rub:3059,,,,,Nederlands,remarks
tg:rubgr:2816,43992b5d-7880-57e6-8140-03e243915036,Items,1,AFG_086_074,isad:rub:3016,,,,,Nederlands,remarks
tg:rubgr:3704,e10e1cdd-2fd3-5214-afa1-6adf7ead7f70,Items,1,AFG_098_012,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:1739,52bcc015-a5f9-5b8f-a5da-dc28dffd6b0e,Items,1,AFG_046_042,isad:rub:2976,,,,,Nederlands,remarks
tg:rubgr:1693,f5e8de42-3e46-55bd-9c6e-7ce2545d05cc,Items,1,AFG_045_049,isad:rub:2975,,,,,Nederlands,remarks
tg:rubgr:4491,dbba563a-b2a1-5e46-9e92-6e184130c802,Items,1,AFG_115_007,isad:rub:3036,,,,,Nederlands,remarks
tg:rubgr:1369,aa95aaf5-de22-51aa-81b8-c1f0705e5145,Items,1,AFG_037_005,isad:rub:2967,,,,,Nederlands,remarks
tg:rubgr:2115,cc93d3f2-82bd-5214-ab3d-774b48907357,Items,1,AFG_058_029,isad:rub:2988,,,,,Nederlands,remarks
tg:rubgr:4868,aa557535-0d91-5478-abb9-ab9eb44b0dab,Items,1,AFG_135_014,isad:rub:3057,,,,,Nederlands,remarks
tg:rubgr:2400,ebe52e5c-a417-56c9-adc4-be9062c43dd2,Items,1,AFG_079_003,isad:rub:3009,,,,,Nederlands,remarks
tg:rubgr:2953,12fe7c8c-e553-52b4-afe7-9755e07c27c4,Items,1,AFG_086_211,isad:rub:3016,,,,,Nederlands,remarks
tg:rubgr:3641,8f713ed6-4780-5176-a379-311dd6341bc0,Items,1,AFG_097_087,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:649,8fad86cb-4902-5311-a593-aa0a18ec9c9e,Items,1,AFG_015_006,isad:rub:2945,,,,,Nederlands,remarks
tg:rubgr:1386,2f7bd071-6b69-5baf-a67b-32240af261f7,Items,1,AFG_037_022,isad:rub:2967,,,,,Nederlands,remarks
tg:rubgr:3211,a69e9c75-0ef0-51de-b95e-5cb6a4f33429,Items,1,AFG_091_015,isad:rub:3018,,,,,Nederlands,remarks
tg:rubgr:4700,4a817317-3183-5f35-b684-5071c29fefc3,Items,1,AFG_127_004,isad:rub:3049,,,,,Nederlands,remarks
tg:rubgr:537,b8c9cb63-24f4-50de-be64-d86f00c823dd,Items,1,AFG_010_052,isad:rub:2940,,,,,Nederlands,remarks
tg:rubgr:1502,dac5748d-4246-552a-8d30-034ec913a204,Items,1,AFG_039_026,isad:rub:2969,,,,,Nederlands,remarks
tg:rubgr:4350,7ac858dc-1f30-57fe-ad29-c59d88e0a897,Items,1,AFG_111_145,isad:rub:3032,,,,,Nederlands,remarks
tg:rubgr:1152,edc5e479-d859-536f-82cb-f1977b239653,Items,1,AFG_025_004,isad:rub:2955,,,,,Nederlands,remarks
tg:rubgr:2284,e7aa1a6d-8e08-5367-b9fe-fc9782d670bd,Items,1,AFG_073_001,isad:rub:3003,,,,,Nederlands,remarks
tg:rubgr:864,cd138a3c-12f2-5ca6-af58-b5349593d99c,Items,1,AFG_019_035,isad:rub:2949,,,,,Nederlands,remarks
tg:rubgr:2791,5b725efb-201c-5c17-aca2-ea1d90b704ba,Items,1,AFG_086_049,isad:rub:3016,,,,,Nederlands,remarks
tg:rubgr:5054,966b2157-5c28-5ff0-b498-2243d8c9ea7a,Items,1,AFG_140_017,isad:rub:3062,,,,,Nederlands,remarks
tg:rubgr:3883,9e19b428-e940-5155-9376-f99cb9ffa301,Items,1,AFG_101_035,isad:rub:3022,,,,,Nederlands,remarks
tg:rubgr:3929,50b5c472-b08b-52cb-9cbc-d20cee076e1a,Items,1,AFG_102_044,isad:rub:3023,,,,,Nederlands,remarks
tg:rubgr:921,41a0e7cb-83b4-540d-b283-6f1d568ae17a,Items,1,AFG_021_005,isad:rub:2951,,,,,Nederlands,remarks
tg:rubgr:188,95397250-5663-5ccf-9027-5e009ec248c5,Items,1,AFG_004_001,isad:rub:2934,,,,,Nederlands,remarks
tg:rubgr:1447,83f71cd9-da44-55d8-97d2-cda068b85ef2,Items,1,AFG_038_053,isad:rub:2968,,,,,Nederlands,remarks
tg:rubgr:4645,31980b7a-31b6-5ec7-a30a-5b1f586cfcb3,Items,1,AFG_121_013,isad:rub:3042,,,,,Nederlands,remarks
tg:rubgr:3180,7b819f9a-d0ed-5f96-833c-d62620969c8b,Items,1,AFG_090_100,isad:rub:3018,,,,,Nederlands,remarks
tg:rubgr:472,0fed283d-c55e-51b8-b920-e2a292e453f6,Items,1,AFG_009_061,isad:rub:2939,,,,,Nederlands,remarks
tg:rubgr:1017,2274db50-66f2-5eaf-9836-a38b81f02fd1,Items,1,AFG_022_050,isad:rub:2952,,,,,Nederlands,remarks
tg:rubgr:4995,01aa361a-8426-59b8-9786-9f4ec84411ff,Items,1,AFG_137_030,isad:rub:3059,,,,,Nederlands,remarks
tg:rubgr:2142,48803423-1055-58db-95df-92578e676583,Items,1,AFG_058_056,isad:rub:2988,,,,,Nederlands,remarks
tg:rubgr:3303,26b55ec0-9d14-5de4-8c54-fc8efbd9d3c7,Items,1,AFG_092_033,isad:rub:3018,,,,,Nederlands,remarks
tg:rubgr:2841,586dd7ad-1e3b-554b-9d7a-eed4ba9d0855,Items,1,AFG_086_099,isad:rub:3016,,,,,Nederlands,remarks
tg:rubgr:4096,c25ceb76-de27-5879-97af-4fe800608856,Items,1,AFG_108_017,isad:rub:3029,,,,,Nederlands,remarks
tg:rubgr:3753,50f2d198-ff24-5e6c-aa56-6cc2f5fbe625,Items,1,AFG_098_061,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:1294,77f0dbef-a1d2-5735-a2f1-579ce7be6c5e,Items,1,AFG_034_009,isad:rub:2964,,,,,Nederlands,remarks
tg:rubgr:1781,2357af76-c1d6-541b-986a-f5dfb6182aac,Items,1,AFG_046_084,isad:rub:2976,,,,,Nederlands,remarks
tg:rubgr:4079,2fe813df-5a81-535a-8706-d189485b987d,Items,1,AFG_107_012,isad:rub:3028,,,,,Nederlands,remarks
tg:rubgr:3246,edc190a8-4dfc-5390-b700-5e87aef9e636,Items,1,AFG_091_050,isad:rub:3018,,,,,Nederlands,remarks
tg:rubgr:2904,7409d3a5-c7bf-51ff-93a8-3e672f6d3a51,Items,1,AFG_086_162,isad:rub:3016,,,,,Nederlands,remarks
tg:rubgr:3616,4b34aba4-18ec-5d8c-8d4e-aae6ccf806e0,Items,1,AFG_097_062,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:2457,f722ce31-0442-5e03-bd69-4d72e48a7dc4,Items,1,AFG_083_007,isad:rub:3013,,,,,Nederlands,remarks
tg:rubgr:5238,6b49a644-7190-5c71-84ea-5ce370f91cf2,Items,1,AFG_144_022,isad:rub:3066,,,,,Nederlands,remarks
tg:rubgr:2007,f92a8ec8-3685-5203-b33b-ab07ad2bee8a,Items,1,AFG_055_038,isad:rub:2985,,,,,Nederlands,remarks
tg:rubgr:496,d14c1d6d-2a79-51b9-8c02-c6104d7a0bba,Items,1,AFG_010_011,isad:rub:2940,,,,,Nederlands,remarks
tg:rubgr:3164,a869f114-7e53-58db-bae5-1cc952226d76,Items,1,AFG_090_084,isad:rub:3018,,,,,Nederlands,remarks
tg:rubgr:1159,d8e95c12-c2d7-53f5-aa1b-7bb43fe62cd2,Items,1,AFG_026_005,isad:rub:2956,,,,,Nederlands,remarks
tg:rubgr:3534,9f0fe645-5d3b-513b-9c54-a090e31df110,Items,1,AFG_095_019,isad:rub:3021,,,,,Nederlands,remarks
tg:rubgr:1509,fcf42de7-a758-5275-be51-cae877e0244f,Items,1,AFG_039_033,isad:rub:2969,,,,,Nederlands,remarks
tg:rubgr:2775,9dddaf81-76e8-57d0-88b4-63d677752597,Items,1,AFG_086_033,isad:rub:3016,,,,,Nederlands,remarks
tg:rubgr:3867,6631e14d-a1bf-5356-8a8e-7e86000b2d10,Items,1,AFG_101_019,isad:rub:3022,,,,,Nederlands,remarks
tg:rubgr:2325,b026ccb7-f796-534d-8307-71faa11e34eb,Items,1,AFG_077_009,isad:rub:3007,,,,,Nederlands,remarks
tg:rubgr:3922,772d9020-ea5c-5d4b-bad2-b6d6667dcd68,Items,1,AFG_102_037,isad:rub:3023,,,,,Nederlands,remarks
tg:rubgr:880,b87a21ea-e949-5c74-9c0c-a6b0e3a6feca,Items,1,AFG_019_051,isad:rub:2949,,,,,Nederlands,remarks
tg:rubgr:2260,fcc7e180-3f30-5689-a799-6948c21784d4,Items,1,AFG_070_002,isad:rub:3000,,,,,Nederlands,remarks
tg:rubgr:3888,68549bf3-03c0-59c1-83f8-660dfa69e748,Items,1,AFG_102_003,isad:rub:3023,,,,,Nederlands,remarks
