Object Number,Record Type,URL,ResourceID,Reference Number,Stage Type,Format Dimension,Format Type,Sheet Numbers,Sheeet Type,Page Numbers,Page Type,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card,brocade.id,note,Annotation,Annotation Type,Annotation Language,Archive Brocade ID,Archive Name,Archive Identifier,Description,Description Type,Description Language,Genre Type,Brocade ID,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type,Archive Note,Warehouse Location (begin),Warehouse Location (ende),Source Note,Serial Number,Source Note Language,Source Note Type,Language,Production Actor Identifier,Production Actor ID,Production Actor Name,Production Actor Role,Title,Title Type,Title Language,Writing material
,,,87474395-b13a-597b-821b-be7ae3d6d461,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:18,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,87474395-b13a-597b-821b-be7ae3d6d461,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:18,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,87474395-b13a-597b-821b-be7ae3d6d461,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agenda 1928,Titel,Nederlands,
,,,87474395-b13a-597b-821b-be7ae3d6d461,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,87474395-b13a-597b-821b-be7ae3d6d461,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:201,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:201/N,88399b1e-72d7-527a-814c-43743bdf7336,BE-ANN14/hs/RA001/122/131,Handgeschreven,"21 x 16,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/88399b1e-72d7-527a-814c-43743bdf7336'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,88399b1e-72d7-527a-814c-43743bdf7336,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:201,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/88399b1e-72d7-527a-814c-43743bdf7336'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,88399b1e-72d7-527a-814c-43743bdf7336,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje betreffende de schildertechniek van P.P. Rubens.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,88399b1e-72d7-527a-814c-43743bdf7336,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:201,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,88399b1e-72d7-527a-814c-43743bdf7336,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:201,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,88399b1e-72d7-527a-814c-43743bdf7336,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:201,,,,,,,,,,,,,,,,,,,isad:rub:911,,,RA 001 / 122,131,Nederlands,Noot,,,,,,,,,
,,,88399b1e-72d7-527a-814c-43743bdf7336,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:201,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,88399b1e-72d7-527a-814c-43743bdf7336,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:201,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,88399b1e-72d7-527a-814c-43743bdf7336,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Rubens: Maltechnik""""",Titel,Nederlands,
,,,88399b1e-72d7-527a-814c-43743bdf7336,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,88399b1e-72d7-527a-814c-43743bdf7336,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:165,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:165/N,8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,BE-ANN14/hs/RA001/122/102,Handgeschreven,"12,5 x 8,5 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:165,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:165,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:165,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:165,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,102,Nederlands,Noot,,,,,,,,,
,,,8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:165,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,,,,,,,,,,,,,,,,,,2,Languages,tg:rubhs:165,,,,,,,,,,,,,,,,,,,,,,,,,,Engels,,,,,,,,
,,,8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:165,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Notes""""",Titel,Nederlands,
,,,8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
,,,8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,,,,,,,,,,,,,,,,,,3,WritingMaterials,tg:rubhs:165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balpen
tg:rubhs:61,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:61/N,8ba8ffac-3c35-5178-85a8-0df0924a37f1,BE-ANN14/hs/RA001/122/011,Handgeschreven,"17 x 10,5 x 0,6",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8ba8ffac-3c35-5178-85a8-0df0924a37f1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8ba8ffac-3c35-5178-85a8-0df0924a37f1,,,,,,,,,,,,,,,,,,1,Annotations,tg:rubhs:61,note.rubdetail,Het is onduidelijk waar dit notitieboekje voor gediend heeft. Het bevat slechts weinig beschrijvingen.,Detailbeschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8ba8ffac-3c35-5178-85a8-0df0924a37f1,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:61,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/8ba8ffac-3c35-5178-85a8-0df0924a37f1'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8ba8ffac-3c35-5178-85a8-0df0924a37f1,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,"Notitieboekje met aantekeningen betreffende Amsterdam, Antwerpen, Brussel, Londen en Parijs.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,8ba8ffac-3c35-5178-85a8-0df0924a37f1,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:61,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,8ba8ffac-3c35-5178-85a8-0df0924a37f1,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:61,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,8ba8ffac-3c35-5178-85a8-0df0924a37f1,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:61,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,11,Nederlands,Noot,,,,,,,,,
,,,8ba8ffac-3c35-5178-85a8-0df0924a37f1,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:61,,,,,,,,,,,,,,,,,,,,,,,,,,Frans,,,,,,,,
,,,8ba8ffac-3c35-5178-85a8-0df0924a37f1,,,,,,,,,,,,,,,,,,2,Languages,tg:rubhs:61,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,8ba8ffac-3c35-5178-85a8-0df0924a37f1,,,,,,,,,,,,,,,,,,3,Languages,tg:rubhs:61,,,,,,,,,,,,,,,,,,,,,,,,,,Engels,,,,,,,,
,,,8ba8ffac-3c35-5178-85a8-0df0924a37f1,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:61,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,8ba8ffac-3c35-5178-85a8-0df0924a37f1,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Nederland, België, Verenigd Koninkrijk en Frankrijk""""",Titel,Nederlands,
,,,8ba8ffac-3c35-5178-85a8-0df0924a37f1,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,8ba8ffac-3c35-5178-85a8-0df0924a37f1,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:143,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:143/N,8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,BE-ANN14/hs/RA001/122/083,Handgeschreven,"16 x 10,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:143,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje met aantekeningen betreffende verschillende onderwerpen.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:143,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:143,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:143,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,83,Nederlands,Noot,,,,,,,,,
,,,8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:143,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:143,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"1930""""",Titel,Nederlands,
,,,8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:39,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:39/N,8dbee85f-5fa3-5a90-9213-400b10872b48,BE-ANN14/hs/RA001/001/35,Handgeschreven,"12,5 x 7,9 x 1,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8dbee85f-5fa3-5a90-9213-400b10872b48'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8dbee85f-5fa3-5a90-9213-400b10872b48,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:39,,,,,isad:rub:314,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/8dbee85f-5fa3-5a90-9213-400b10872b48'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8dbee85f-5fa3-5a90-9213-400b10872b48,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Agenda voor het jaar 1949.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,8dbee85f-5fa3-5a90-9213-400b10872b48,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:39,,,,,,,,,,,Agenda,,,,,,,,,,,,,,,,,,,,,,,
,,,8dbee85f-5fa3-5a90-9213-400b10872b48,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:39,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,8dbee85f-5fa3-5a90-9213-400b10872b48,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:39,,,,,,,,,,,,,,,,,,,isad:rub:314,,,RA 001 / 001,35,Nederlands,Noot,,,,,,,,,
,,,8dbee85f-5fa3-5a90-9213-400b10872b48,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:39,,,,,,,,,,,,,,,,,,,,,,,,,,Engels,,,,,,,,
,,,8dbee85f-5fa3-5a90-9213-400b10872b48,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:39,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,8dbee85f-5fa3-5a90-9213-400b10872b48,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agenda 1949,Titel,Nederlands,
,,,8dbee85f-5fa3-5a90-9213-400b10872b48,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,8dbee85f-5fa3-5a90-9213-400b10872b48,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:177,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:177/N,8f7639cb-98ff-5006-aaf5-f02dd8d29b35,BE-ANN14/hs/RA001/122/114,Handgeschreven,16 x 10 x 2,Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8f7639cb-98ff-5006-aaf5-f02dd8d29b35'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8f7639cb-98ff-5006-aaf5-f02dd8d29b35,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:177,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/8f7639cb-98ff-5006-aaf5-f02dd8d29b35'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8f7639cb-98ff-5006-aaf5-f02dd8d29b35,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje met aantekeningen betreffende bezoeken aan verscheidene collecties in Nederland.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,8f7639cb-98ff-5006-aaf5-f02dd8d29b35,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:177,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,8f7639cb-98ff-5006-aaf5-f02dd8d29b35,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:177,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,8f7639cb-98ff-5006-aaf5-f02dd8d29b35,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:177,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,114,Nederlands,Noot,,,,,,,,,
,,,8f7639cb-98ff-5006-aaf5-f02dd8d29b35,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:177,,,,,,,,,,,,,,,,,,,,,,,,,,Frans,,,,,,,,
,,,8f7639cb-98ff-5006-aaf5-f02dd8d29b35,,,,,,,,,,,,,,,,,,2,Languages,tg:rubhs:177,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,8f7639cb-98ff-5006-aaf5-f02dd8d29b35,,,,,,,,,,,,,,,,,,3,Languages,tg:rubhs:177,,,,,,,,,,,,,,,,,,,,,,,,,,Engels,,,,,,,,
,,,8f7639cb-98ff-5006-aaf5-f02dd8d29b35,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:177,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,8f7639cb-98ff-5006-aaf5-f02dd8d29b35,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Holland""""",Titel,Nederlands,
,,,8f7639cb-98ff-5006-aaf5-f02dd8d29b35,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,8f7639cb-98ff-5006-aaf5-f02dd8d29b35,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:116,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:116/N,91ee98a4-3d3a-5ddf-b8fe-2c74ed627849,BE-ANN14/hs/RA001/122/057,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/91ee98a4-3d3a-5ddf-b8fe-2c74ed627849'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,91ee98a4-3d3a-5ddf-b8fe-2c74ed627849,,,,,,,,,,,,,,,,,,1,Annotations,tg:rubhs:116,note.rubalg,"Mogelijk bezocht Burchard niet alle plaatsen die in de notitieboekje aan bod komen, maar gaat het om aantekeningen betreffende verscheidene onderwerpen gerelateerd aan deze plaatsen.",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,91ee98a4-3d3a-5ddf-b8fe-2c74ed627849,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:116,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/91ee98a4-3d3a-5ddf-b8fe-2c74ed627849'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,91ee98a4-3d3a-5ddf-b8fe-2c74ed627849,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,"Notitieboekje met aantekeningen betreffende bezoeken aan musea, kerken en onderzoekscentra in Vlaanderen, Duitsland, Frankrijk, Nederland en andere locaties.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,91ee98a4-3d3a-5ddf-b8fe-2c74ed627849,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:116,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,91ee98a4-3d3a-5ddf-b8fe-2c74ed627849,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:116,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,91ee98a4-3d3a-5ddf-b8fe-2c74ed627849,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:116,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,57,Nederlands,Noot,,,,,,,,,
,,,91ee98a4-3d3a-5ddf-b8fe-2c74ed627849,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:116,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,91ee98a4-3d3a-5ddf-b8fe-2c74ed627849,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:116,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,91ee98a4-3d3a-5ddf-b8fe-2c74ed627849,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Bode Provenienz""""",Titel,Nederlands,
,,,91ee98a4-3d3a-5ddf-b8fe-2c74ed627849,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,91ee98a4-3d3a-5ddf-b8fe-2c74ed627849,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:21,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:21/N,9393531a-c279-5330-a028-1eaad6505039,BE-ANN14/hs/RA001/001/17,Handgeschreven,"11,2 x 7,5 x 1",Maximum,120,Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/9393531a-c279-5330-a028-1eaad6505039'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9393531a-c279-5330-a028-1eaad6505039,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:21,,,,,isad:rub:314,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/9393531a-c279-5330-a028-1eaad6505039'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9393531a-c279-5330-a028-1eaad6505039,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Agenda voor het jaar 1931.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,9393531a-c279-5330-a028-1eaad6505039,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:21,,,,,,,,,,,Agenda,,,,,,,,,,,,,,,,,,,,,,,
,,,9393531a-c279-5330-a028-1eaad6505039,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:21,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
