card,order,adm.acquiredVia,adm.id_mat,adm.inv,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,ResourceID,brocade.id,Volgnummer,Source Note,Warehouse Location (begin)
e22_Items,1,tr:lh:6676,tg:lhbr:219976_#1,164706/3,isad:lh:79684,P 34562 / B1,ea2b0d6d-82e4-5dbf-964d-ef03b190a2ed,ea2b0d6d-82e4-5dbf-964d-ef03b190a2ed,tg:lhbr:219976_#1,,,
e22_Items,1,tr:lh:4341,tg:lhbr:134108_#1,83746/125,isad:lh:56066,S 623 / B,f847cb34-fc4c-59e3-acac-e29f49b2b7b3,f847cb34-fc4c-59e3-acac-e29f49b2b7b3,tg:lhbr:134108_#1,,,
e22_Items,1,tr:lh:1739,tg:lhbr:647_#1,30938/6,isad:lh:659,A 2012 / B,4701efa4-1bc2-533f-b046-85646999fa07,4701efa4-1bc2-533f-b046-85646999fa07,tg:lhbr:647_#1,,,
e22_Items,1,tr:lh:2046,tg:lhbr:2964_#1,39552/2,isad:lh:2216,A 429 / B,4afeb9dd-462f-52c9-8b0e-ac3145257dd4,4afeb9dd-462f-52c9-8b0e-ac3145257dd4,tg:lhbr:2964_#1,,,
e22_Items,1,tr:lh:2599,tg:lhbr:67619_#1,52148/19,isad:lh:30848,H 1442 / B,387eaaf7-04f6-5cae-a506-56944e8bc4c5,387eaaf7-04f6-5cae-a506-56944e8bc4c5,tg:lhbr:67619_#1,,,
e22_Items,1,tr:lh:5009,tg:lhbr:1397_#1,99337/51,isad:lh:1295,A 2475 / B,777b6d0a-4112-5a8c-aca6-36f09280e9be,777b6d0a-4112-5a8c-aca6-36f09280e9be,tg:lhbr:1397_#1,,,
e22_Items,1,tr:lh:5630,tg:lhbr:75278_#1,112961/2a-d,isad:lh:33827,H 6962 / B,8165d30f-6de0-5c85-a7f7-d1fbd7bfd6cf,8165d30f-6de0-5c85-a7f7-d1fbd7bfd6cf,tg:lhbr:75278_#1,,,
e22_Items,1,tr:lh:7314,tg:lhbr:25781_#1,,isad:lh:12497,FVCA / B (1933-1940),72da1023-8fca-58de-95e5-ca6839955104,72da1023-8fca-58de-95e5-ca6839955104,tg:lhbr:25781_#1,,,
e22_Items,1,tr:lh:5800,tg:lhbr:34913_#1,120768/6,isad:lh:16584,C 347 / B,3713b4f3-0eca-545b-8cdf-6817e832958f,3713b4f3-0eca-545b-8cdf-6817e832958f,tg:lhbr:34913_#1,,,
e22_Items,1,tr:lh:3436,tg:lhbr:99371_#1,67699/563,isad:lh:459,"H 722 / B (1947-56, Verhandelingen)",13dde8bd-7c43-5b49-9cfd-ebff125d823a,13dde8bd-7c43-5b49-9cfd-ebff125d823a,tg:lhbr:99371_#1,,,
e22_Items,1,tr:lh:5898,tg:lhbr:104673_#1,137908/3,isad:lh:44308,M 896 / B,9a7b113d-ef2e-5a9a-a8e1-b8ad39a0eee5,9a7b113d-ef2e-5a9a-a8e1-b8ad39a0eee5,tg:lhbr:104673_#1,,,
e22_Items,1,tr:lh:5857,tg:lhbr:116212_#1,124312,,P 505 / B1,43d5e213-13ce-5338-866d-ed97c31e2b11,43d5e213-13ce-5338-866d-ed97c31e2b11,tg:lhbr:116212_#1,,,
e22_Items,1,tr:lh:6413,tg:lhbr:210650_#1,152388/1,isad:lh:77597,W 256 / B2 ((periode L. Simons 1969-1984) 33),a0716062-4b5f-5dd2-a3b9-50706229cfc5,a0716062-4b5f-5dd2-a3b9-50706229cfc5,tg:lhbr:210650_#1,,,
e22_Items,1,tr:lh:5800,tg:lhbr:157979_#1,121430/1,isad:lh:64884,W 208 / B,dec6d9bf-934c-57eb-bf8b-9241ea5785d6,dec6d9bf-934c-57eb-bf8b-9241ea5785d6,tg:lhbr:157979_#1,,,
e22_Items,1,tr:lh:7571,tg:lhbr:202231_#1,198334/46,isad:lh:75276,M 224 / B,d256103d-bad7-54cf-88b6-1edde6814bd1,d256103d-bad7-54cf-88b6-1edde6814bd1,tg:lhbr:202231_#1,,,
e22_Items,1,tr:lh:5630,tg:lhbr:82836_#1,112913/486,isad:lh:5664,K 376 / B (Deel I),5cc4cdef-876a-50ad-883b-f89e6df23356,5cc4cdef-876a-50ad-883b-f89e6df23356,tg:lhbr:82836_#1,,,
e22_Items,1,tr:lh:6479,tg:lhbr:45503_#1,158844/8a-b,isad:lh:1856,L 5335 / B2 (Willem van Saeftinghe),86b94b87-5279-50a2-ac5f-b69b9f96906c,86b94b87-5279-50a2-ac5f-b69b9f96906c,tg:lhbr:45503_#1,,,
e22_Items,1,tr:lh:4744,tg:lhbr:148112_#1,92520/44,isad:lh:61416,B 6671 / B,bbf77db8-72c4-55bc-92ca-9456c58f086b,bbf77db8-72c4-55bc-92ca-9456c58f086b,tg:lhbr:148112_#1,,,
e22_Items,1,tr:lh:4650,tg:lhbr:224207_#1,88672/6,isad:lh:80968,H 546 / B2,b5c6d7bb-4db2-5bc3-97e1-46111d71789d,b5c6d7bb-4db2-5bc3-97e1-46111d71789d,tg:lhbr:224207_#1,,,
e22_Items,1,tr:lh:140276,tg:lhbr:289865_#1,160861/28,isad:lh:169549,T 394 / B2,d45371a7-bfbc-52ef-afc3-110481893d7e,d45371a7-bfbc-52ef-afc3-110481893d7e,tg:lhbr:289865_#1,,,
e22_Items,1,tr:lh:4787,tg:lhbr:236666_#1,95104/6a-c,isad:lh:84787,P 256 / B2,74c8d50d-e0c9-5378-a894-b965f7a39531,74c8d50d-e0c9-5378-a894-b965f7a39531,tg:lhbr:236666_#1,,,
e22_Items,1,tr:lh:1572,tg:lhbr:130224_#1,28361/6,,S 304 / B,2b7cc5c4-4c1f-52aa-baeb-1fca165880e5,2b7cc5c4-4c1f-52aa-baeb-1fca165880e5,tg:lhbr:130224_#1,,,
e22_Items,1,tr:lh:3455,tg:lhbr:122645_#1,68036/3,isad:lh:52007,R 5845 / B,6fee9f1d-d6d3-5a84-830b-96bc739a3c92,6fee9f1d-d6d3-5a84-830b-96bc739a3c92,tg:lhbr:122645_#1,,,
e22_Items,1,,tg:lhbr:48909_#1,115500/419-420,,D 9568 / B,dd5cf79c-e2dc-55e6-8ff1-6447f089219d,dd5cf79c-e2dc-55e6-8ff1-6447f089219d,tg:lhbr:48909_#1,,,
e22_Items,1,,tg:lhbr:63535_#1,,isad:lh:29019,G 563 / B,ba63adb3-a1a0-5ef9-8dfa-11a54d1edbbb,ba63adb3-a1a0-5ef9-8dfa-11a54d1edbbb,tg:lhbr:63535_#1,,,
e22_Items,1,tr:lh:4758,tg:lhbr:71154_#1,94357/107,isad:lh:32142,H 5049 / B,f5b6a56d-5a9b-5356-add5-38d0f08e0dcb,f5b6a56d-5a9b-5356-add5-38d0f08e0dcb,tg:lhbr:71154_#1,,,
e22_Items,1,tr:lh:6898,tg:lhbr:186301_#1,170818/18,isad:lh:73627,L 319 / B2,b1361905-f495-5ebf-8153-fa33d80aa2e1,b1361905-f495-5ebf-8153-fa33d80aa2e1,tg:lhbr:186301_#1,,,
e22_Items,1,tr:lh:5678,tg:lhbr:194760_#1,114687/265,isad:lh:74387,T 48399 / B (1965),bddbd932-0d5e-53bb-8ade-51ddca300e91,bddbd932-0d5e-53bb-8ade-51ddca300e91,tg:lhbr:194760_#1,,,
e22_Items,1,tr:lh:5900,tg:lhbr:128390_#1,127043/4,isad:lh:53840,S 1055 / B,a2d759ab-b6d6-57fc-b0c8-fd5a2fa6f2ae,a2d759ab-b6d6-57fc-b0c8-fd5a2fa6f2ae,tg:lhbr:128390_#1,,,
e22_Items,1,tr:lh:126473,tg:lhbr:244085_#1,,isad:lh:130169,,1097a0cb-0951-5535-aa45-5f58c2945a52,1097a0cb-0951-5535-aa45-5f58c2945a52,tg:lhbr:244085_#1,D 9653 / 15 (10),,
e22_Items,1,,tg:lhbr:178669_#1,,isad:lh:60920,S 935 / B2 (Veen),4b6c6b63-4873-5f9c-ba9e-a092dc992f10,4b6c6b63-4873-5f9c-ba9e-a092dc992f10,tg:lhbr:178669_#1,,,
e22_Items,1,tr:lh:7843,tg:lhbr:280743_#1,202504/60a-b,isad:lh:160956,,55cf3b06-54f3-56ea-9fcb-10ce004d2f6d,55cf3b06-54f3-56ea-9fcb-10ce004d2f6d,tg:lhbr:280743_#1,D 325 / 795,,
e22_Items,1,tr:lh:5565,tg:lhbr:39519_#1,117175,isad:lh:18598,D 11476 / B,f1f22718-bee6-5ebd-a847-772a4f09acba,f1f22718-bee6-5ebd-a847-772a4f09acba,tg:lhbr:39519_#1,,,
e22_Items,1,tr:lh:5236,tg:lhbr:12925_#1,103266/12,isad:lh:7322,B 6652 / B,dc080c42-5e40-585d-aa2c-ee62efd0c167,dc080c42-5e40-585d-aa2c-ee62efd0c167,tg:lhbr:12925_#1,,,
e22_Items,1,tr:lh:4314,tg:lhbr:97588_#1,83385/26,isad:lh:41567,M 4031 / B,dfb4fe68-45a4-5eb5-85df-4b784c850d24,dfb4fe68-45a4-5eb5-85df-4b784c850d24,tg:lhbr:97588_#1,,,
e22_Items,1,tr:lh:2146,tg:lhbr:19063_#1,40450/141,isad:lh:9843,L 193 / B2,21ee78a7-efad-500d-bfb2-54a2e00d0d3f,21ee78a7-efad-500d-bfb2-54a2e00d0d3f,tg:lhbr:19063_#1,,,
e22_Items,1,,tg:lhbr:61355_#1,,isad:lh:27244,G 563 / B,de6b14aa-3212-5478-883a-da4faa8cdd2f,de6b14aa-3212-5478-883a-da4faa8cdd2f,tg:lhbr:61355_#1,,,
e22_Items,1,tr:lh:2710,tg:lhbr:132444_#1,53401/24,isad:lh:55458,S 5654 / B,bc09b783-347f-5aba-ab75-9c6c1e18d158,bc09b783-347f-5aba-ab75-9c6c1e18d158,tg:lhbr:132444_#1,,,
e22_Items,1,tr:lh:7314,tg:lhbr:119878_#1,,isad:lh:50942,FVCA / B2 (1940-1944),51e8994c-adda-5e13-800f-fbef061838b6,51e8994c-adda-5e13-800f-fbef061838b6,tg:lhbr:119878_#1,,,
e22_Items,1,tr:lh:4541,tg:lhbr:120025_#1,87246/82-83,isad:lh:50999,R 286 / B,07a0b952-c51e-5bb5-876c-b446adfb3f4e,07a0b952-c51e-5bb5-876c-b446adfb3f4e,tg:lhbr:120025_#1,,,
e22_Items,1,tr:lh:7860,tg:lhbr:226467_#1,203526/299,isad:lh:81731,M 224 / B,5592837e-ebdd-54a0-989f-dfa9f0a2d799,5592837e-ebdd-54a0-989f-dfa9f0a2d799,tg:lhbr:226467_#1,,,
e22_Items,1,tr:lh:9767,tg:lhbr:234006_#1,217989/727,isad:lh:83804,Y 2 / B2,c7dfd87d-c949-5ef6-81c4-5281f83aa108,c7dfd87d-c949-5ef6-81c4-5281f83aa108,tg:lhbr:234006_#1,,,
e22_Items,1,tr:lh:7314,tg:lhbr:29718_#1,,isad:lh:14445,FVCA / B (1919-1932),a6ddbe0b-f8aa-5d77-a360-cf8bfabbbfc0,a6ddbe0b-f8aa-5d77-a360-cf8bfabbbfc0,tg:lhbr:29718_#1,,,
e22_Items,1,tr:lh:3477,tg:lhbr:87789_#1,69151/1,isad:lh:37659,L 2443 / B,34eb13f6-74a2-536f-a362-df7681cc3534,34eb13f6-74a2-536f-a362-df7681cc3534,tg:lhbr:87789_#1,,,
e22_Items,1,,tg:lhbr:290542_#1,,isad:lh:171574,,f8469979-e910-5253-8c27-67c6bc36d7af,f8469979-e910-5253-8c27-67c6bc36d7af,tg:lhbr:290542_#1,D 1175 / 1,,
e22_Items,1,,tg:lhbr:282123_#1,,isad:lh:162151,,4cbdb3bb-5ba6-5a80-aa59-d7ed36545603,4cbdb3bb-5ba6-5a80-aa59-d7ed36545603,tg:lhbr:282123_#1,L 1833 / 134,,
e22_Items,1,tr:lh:2521,tg:lhbr:143854_#1,49698/57,isad:lh:59802,T 394 / B,73bf44ee-27f6-5e29-adae-ea33b1b7dd6e,73bf44ee-27f6-5e29-adae-ea33b1b7dd6e,tg:lhbr:143854_#1,,,
e22_Items,1,tr:lh:2281,tg:lhbr:168468_#1,43024,isad:lh:68651,A 38115 / B,645e2ac2-84a9-51f1-8742-ee4d410cd055,645e2ac2-84a9-51f1-8742-ee4d410cd055,tg:lhbr:168468_#1,,,
e22_Items,1,tr:lh:6654,tg:lhbr:184561_#1,164250/8,isad:lh:73284,BB 216 / B1,9ceac81e-592b-5de5-a1c8-c252f11b8d72,9ceac81e-592b-5de5-a1c8-c252f11b8d72,tg:lhbr:184561_#1,,,
e22_Items,1,tr:lh:5678,tg:lhbr:196100_#1,114688/208,isad:lh:74608,T 48399 / B (1966),b507d36f-7141-5fad-8764-2d5581b0b2a6,b507d36f-7141-5fad-8764-2d5581b0b2a6,tg:lhbr:196100_#1,,,
e22_Items,1,tr:lh:9770,tg:lhbr:257877_#1,,isad:lh:147334,,c2789676-ede4-5fb2-a9fd-adeada0cb5f1,c2789676-ede4-5fb2-a9fd-adeada0cb5f1,tg:lhbr:257877_#1,J 416 / 66,,
e22_Items,1,tr:lh:5901,tg:lhbr:138191_#1,127088/6,isad:lh:57592,K 174 / B,4bcffa46-4e55-5454-b5fc-c03496ac4448,4bcffa46-4e55-5454-b5fc-c03496ac4448,tg:lhbr:138191_#1,,,
e22_Items,1,,tg:lhbr:254284_#1,,isad:lh:98031,,8fc5e447-8985-5dc0-8da5-eb70353a7d74,8fc5e447-8985-5dc0-8da5-eb70353a7d74,tg:lhbr:254284_#1,J 416 / 103,,
e22_Items,1,tr:lh:9911,tg:lhbr:89170_#1,147123/75,isad:lh:38191,B 153 / B2,98f0ebf7-f7fa-5b6c-91ce-676b5a38f3e4,98f0ebf7-f7fa-5b6c-91ce-676b5a38f3e4,tg:lhbr:89170_#1,,,
e22_Items,1,tr:lh:4544,tg:lhbr:65079_#1,87315/144,isad:lh:29737,K 98536 / B2,34ef69ad-fd43-544a-8fca-f39e44aeeab3,34ef69ad-fd43-544a-8fca-f39e44aeeab3,tg:lhbr:65079_#1,,,
e22_Items,1,tr:lh:140201,tg:lhbr:271841_#1,,isad:lh:155769,A 186 / B,3f858a15-bbc0-5be1-a9cf-6525e685fe1f,3f858a15-bbc0-5be1-a9cf-6525e685fe1f,tg:lhbr:271841_#1,,,
e22_Items,1,tr:lh:5863,tg:lhbr:136768_#1,125474/1,isad:lh:57019,S 79665 / B,f91ae171-d4b1-5714-b4a8-c0e1d5a0165c,f91ae171-d4b1-5714-b4a8-c0e1d5a0165c,tg:lhbr:136768_#1,,,
e22_Items,1,tr:lh:5850,tg:lhbr:124309_#1,123806/909,isad:lh:15742,W 686 / B (34),d4298178-797e-5b88-a429-87a89fcdcaba,d4298178-797e-5b88-a429-87a89fcdcaba,tg:lhbr:124309_#1,,,
e22_Items,1,tr:lh:3436,tg:lhbr:166291_#1,67699/235,isad:lh:6548,"H 722 / B (J.Persijnprijs, Varia)",4d8b1f09-d109-5100-9c1f-fae8375ccb61,4d8b1f09-d109-5100-9c1f-fae8375ccb61,tg:lhbr:166291_#1,,,
e22_Items,1,tr:lh:6494,tg:lhbr:165862_#1,159239/161,isad:lh:67668,G 9431 / B,4e04ca59-3b98-51aa-8a22-a270012c58db,4e04ca59-3b98-51aa-8a22-a270012c58db,tg:lhbr:165862_#1,,,
e22_Items,1,tr:lh:5991,tg:lhbr:9022_#1,131532,isad:lh:5546,B 417 / B,1f253edc-8f9b-5b57-a106-c266b8bc8d32,1f253edc-8f9b-5b57-a106-c266b8bc8d32,tg:lhbr:9022_#1,,,
e22_Items,1,tr:lh:6303,tg:lhbr:47363_#1,146158/58a-b,isad:lh:21756,M 385 / B,5f107a19-f92f-5049-9729-d732d064ae14,5f107a19-f92f-5049-9729-d732d064ae14,tg:lhbr:47363_#1,,,
e22_Items,1,tr:lh:6465,tg:lhbr:212030_#1,158600/98,isad:lh:77751,S 7904 / B2 (1973-1974-1975),466e09a5-febf-5a8e-9c1a-52aa0b216c25,466e09a5-febf-5a8e-9c1a-52aa0b216c25,tg:lhbr:212030_#1,,,
e22_Items,1,tr:lh:5678,tg:lhbr:200451_#1,114690/62,isad:lh:75181,T 48399 / B (1968),cf28052c-d3fe-542b-96b5-72a4f16b9dd2,cf28052c-d3fe-542b-96b5-72a4f16b9dd2,tg:lhbr:200451_#1,,,
e22_Items,1,tr:lh:2046,tg:lhbr:106013_#1,39549/186,isad:lh:45070,M 896 / B,49967b22-fe2f-5d26-b4b0-9ed8e6b4ff93,49967b22-fe2f-5d26-b4b0-9ed8e6b4ff93,tg:lhbr:106013_#1,,,
e22_Items,1,tr:lh:4739,tg:lhbr:114472_#1,91058/1,isad:lh:48550,P 333 / B,904d668d-8d44-56c4-a7b4-b6846c5973ef,904d668d-8d44-56c4-a7b4-b6846c5973ef,tg:lhbr:114472_#1,,,
e22_Items,1,tr:lh:9630,tg:lhbr:278767_#1,,isad:lh:158556,,019909ba-bc01-5ff3-b9e7-98254bfec9e3,019909ba-bc01-5ff3-b9e7-98254bfec9e3,tg:lhbr:278767_#1,C 243 / B 2,,
e22_Items,1,tr:lh:4847,tg:lhbr:125603_#1,96824/35,,R 704 / B,ff9c794f-26d8-5aee-bd24-0aa1ccd9003e,ff9c794f-26d8-5aee-bd24-0aa1ccd9003e,tg:lhbr:125603_#1,,,
e22_Items,1,tr:lh:3772,tg:lhbr:137262_#1,72465/643,isad:lh:450,T 48399 / B (1947),48e8c3f8-df9b-5ee4-9569-f7dc4a43237d,48e8c3f8-df9b-5ee4-9569-f7dc4a43237d,tg:lhbr:137262_#1,,,
e22_Items,1,tr:lh:4397,tg:lhbr:134891_#1,84657/61,isad:lh:56296,S 681 / B,4401df93-ec8e-5527-a82b-02c08969f5ec,4401df93-ec8e-5527-a82b-02c08969f5ec,tg:lhbr:134891_#1,,,
e22_Items,1,,tg:lhbr:176909_#1,74145/363,isad:lh:38070,H 5367 / B2,ca09b08a-191c-5bb3-99f9-ed101fb31fe6,ca09b08a-191c-5bb3-99f9-ed101fb31fe6,tg:lhbr:176909_#1,,,
e22_Items,1,tr:lh:7866,tg:lhbr:231620_#1,203627/74,isad:lh:83250,M 5574 / B,1f7e71bf-fc30-5715-97eb-b8735e02459a,1f7e71bf-fc30-5715-97eb-b8735e02459a,tg:lhbr:231620_#1,,,
e22_Items,1,tr:lh:6855,tg:lhbr:223241_#1,169545/5,isad:lh:76533,EE 45 / B2 (2: Breuk in de redactie),8c790c1c-596a-540f-a06b-99bb9dcc46e9,8c790c1c-596a-540f-a06b-99bb9dcc46e9,tg:lhbr:223241_#1,,,
e22_Items,1,tr:lh:5819,tg:lhbr:76112_#1,122145/483,isad:lh:78,M 1013 / B (1978-1979),657f7a19-1c93-570e-93d4-6c0067252902,657f7a19-1c93-570e-93d4-6c0067252902,tg:lhbr:76112_#1,,,
e22_Items,1,tr:lh:6405,tg:lhbr:64573_#1,149797/9,isad:lh:1050,G 994 / B2 (Verhuring appartement),1f65643b-d527-5fd3-8b02-bf435b52f137,1f65643b-d527-5fd3-8b02-bf435b52f137,tg:lhbr:64573_#1,,,
e22_Items,1,tr:lh:5479,tg:lhbr:287705_#1,107680,isad:lh:164968,,cba30bb2-9d7e-59d3-aee4-67d47f158997,cba30bb2-9d7e-59d3-aee4-67d47f158997,tg:lhbr:287705_#1,H 1476 / 171,,
e22_Items,1,,tg:lhbr:238906_#1,220519/34,isad:lh:85754,R 462 / B2 (Le génie du Nord),71d0c194-dfeb-5884-905b-bafcfc596f84,71d0c194-dfeb-5884-905b-bafcfc596f84,tg:lhbr:238906_#1,,,
e22_Items,1,,tg:lhbr:295364_#1,,isad:lh:125487,,4eeb0b59-ac1f-529f-bbd2-2f670463511c,4eeb0b59-ac1f-529f-bbd2-2f670463511c,tg:lhbr:295364_#1,C 33941 / 27,,
e22_Items,1,tr:lh:4796,tg:lhbr:145481_#1,95560/65,isad:lh:1422,H 722 / B (1964-66),2d0b53f1-f646-548c-897a-3d1f859e4c23,2d0b53f1-f646-548c-897a-3d1f859e4c23,tg:lhbr:145481_#1,,,
e22_Items,1,tr:lh:7823,tg:lhbr:229794_#1,202222/30,isad:lh:82704,R 462 / B2,2a516d4f-9948-5cab-85ad-6047f9f6abe9,2a516d4f-9948-5cab-85ad-6047f9f6abe9,tg:lhbr:229794_#1,,,
e22_Items,1,tr:lh:140162,tg:lhbr:296997_#1,,isad:lh:172790,,9b18f78d-c768-5c86-bf2f-85f26a0ab815,9b18f78d-c768-5c86-bf2f-85f26a0ab815,tg:lhbr:296997_#1,L 179 /,,
e22_Items,1,tr:lh:5678,tg:lhbr:193726_#1,114687/22,isad:lh:74387,T 48399 / B (1965),4e86e758-13b0-5e76-b99e-bc15f3b4fbd2,4e86e758-13b0-5e76-b99e-bc15f3b4fbd2,tg:lhbr:193726_#1,,,
e22_Items,1,tr:lh:6081,tg:lhbr:107519_#1,138747/385,isad:lh:45691,V 6095 / B2,3b74b2d9-cd07-539a-bd69-0f673f809df1,3b74b2d9-cd07-539a-bd69-0f673f809df1,tg:lhbr:107519_#1,,,
e22_Items,1,tr:lh:4015,tg:lhbr:181347_#1,76700/368,isad:lh:30040,G 785 / B,98412d32-d06e-504f-ac06-5daa23a202c7,98412d32-d06e-504f-ac06-5daa23a202c7,tg:lhbr:181347_#1,,,
e22_Items,1,tr:lh:5552,tg:lhbr:46669_#1,110092/743,isad:lh:21493,K 162 / B,c8828f2c-5af5-5830-afa7-69ca0681641f,c8828f2c-5af5-5830-afa7-69ca0681641f,tg:lhbr:46669_#1,,,
e22_Items,1,tr:lh:6415,tg:lhbr:54208_#1,153039/1,isad:lh:24449,D 125 / B2,840f9b06-7908-53ef-92fa-b72098ac04dc,840f9b06-7908-53ef-92fa-b72098ac04dc,tg:lhbr:54208_#1,,,
e22_Items,1,tr:lh:5961,tg:lhbr:8528_#1,136552/13,isad:lh:5283,H 423 / B,cff8f195-a11a-50e5-b5c5-bddacbb8e8ec,cff8f195-a11a-50e5-b5c5-bddacbb8e8ec,tg:lhbr:8528_#1,,,
e22_Items,1,tr:lh:2046,tg:lhbr:15963_#1,39558/27,isad:lh:8660,B 73 / B,da0dc485-d053-5d07-b0b5-0c9c0f6f8860,da0dc485-d053-5d07-b0b5-0c9c0f6f8860,tg:lhbr:15963_#1,,,
e22_Items,1,tr:lh:3477,tg:lhbr:16390_#1,68562/1009,isad:lh:8878,B 7375 / B,c9465f22-c77c-5106-b86f-fbe669c350db,c9465f22-c77c-5106-b86f-fbe669c350db,tg:lhbr:16390_#1,,,
e22_Items,1,tr:lh:7843,tg:lhbr:277494_#1,202504/60a-b,isad:lh:157913,,5ec2b0a5-1524-5ee5-af5c-00e1a343cb0c,5ec2b0a5-1524-5ee5-af5c-00e1a343cb0c,tg:lhbr:277494_#1,D 325 / 461 doos 32,,
e22_Items,1,tr:lh:4437,tg:lhbr:159619_#1,85150/61,isad:lh:65480,W 578 / B,47fb32cd-b41f-508e-8d07-e13857505be5,47fb32cd-b41f-508e-8d07-e13857505be5,tg:lhbr:159619_#1,,,
e22_Items,1,tr:lh:5853,tg:lhbr:33955_#1,124058/5,isad:lh:16231,P 79745 / B,79b8d8af-f7cf-59d3-894d-d15e68e71bd0,79b8d8af-f7cf-59d3-894d-d15e68e71bd0,tg:lhbr:33955_#1,,,
e22_Items,1,tr:lh:2894,tg:lhbr:5922_#1,59868/147,isad:lh:3910,B 1333 / B,42c2788f-99ad-58e8-9b95-f85dbc396b7e,42c2788f-99ad-58e8-9b95-f85dbc396b7e,tg:lhbr:5922_#1,,,
e22_Items,1,tr:lh:2055,tg:lhbr:48090_#1,38597/121b,isad:lh:22052,D 8745 / B,dcc773ca-13f2-57b5-b9ca-ae985223c3d5,dcc773ca-13f2-57b5-b9ca-ae985223c3d5,tg:lhbr:48090_#1,,,
e22_Items,1,tr:lh:6413,tg:lhbr:206884_#1,151188/1a-b,isad:lh:76125,W 256 / B2 ((periode L. Simons 1969-1984) 2),5fb60d67-3511-51e5-b991-616ac41c8b18,5fb60d67-3511-51e5-b991-616ac41c8b18,tg:lhbr:206884_#1,,,
e22_Items,1,tr:lh:6196,tg:lhbr:169162_#1,143644/a-b,isad:lh:68926,D 531 / B2,733872a1-354b-54f3-af55-e08e59319b69,733872a1-354b-54f3-af55-e08e59319b69,tg:lhbr:169162_#1,,,
e22_Items,1,tr:lh:6886,tg:lhbr:205277_#1,171356/11a-b,isad:lh:75694,S 935 / B2 (Prijs der Nederlandse Letteren Den Haag),cbdc7bac-32de-5899-a3db-66b244e4e38d,cbdc7bac-32de-5899-a3db-66b244e4e38d,tg:lhbr:205277_#1,,,
e22_Items,1,tr:lh:7843,tg:lhbr:283429_#1,202504/60a-b,isad:lh:162947,,d2344216-a6ae-5992-b791-e219f152c496,d2344216-a6ae-5992-b791-e219f152c496,tg:lhbr:283429_#1,D 325 / 1198,,
e22_Items,1,tr:lh:7727,tg:lhbr:217616_#1,200463/6a-b,isad:lh:79074,VV 493 / B2,16ff117e-dbe5-5a9a-a22d-489e9a9fc678,16ff117e-dbe5-5a9a-a22d-489e9a9fc678,tg:lhbr:217616_#1,,,
e22_Items,1,tr:lh:5604,tg:lhbr:111254_#1,128296/2,isad:lh:47301,O 3908 / B,73abb1af-24fb-51f2-89f1-7a56d6161a92,73abb1af-24fb-51f2-89f1-7a56d6161a92,tg:lhbr:111254_#1,,,
e22_Items,1,tr:lh:5641,tg:lhbr:103635_#1,113134/60,isad:lh:4966,M 6222 / B (1948-51),8d7e44a0-6862-5ff0-9e89-340d5361b858,8d7e44a0-6862-5ff0-9e89-340d5361b858,tg:lhbr:103635_#1,,,
e22_Items,1,tr:lh:5641,tg:lhbr:42545_#1,113113/1-2,isad:lh:2742,M 6222 / B (1951-56),6ea3588e-bb91-56a6-9c1b-1c3499f35c4d,6ea3588e-bb91-56a6-9c1b-1c3499f35c4d,tg:lhbr:42545_#1,,,
e22_Items,1,tr:lh:3672,tg:lhbr:69979_#1,71071/202a-b,isad:lh:31663,H 416 / B,08c3d2c2-d824-55b1-bb9f-d4c2131878c6,08c3d2c2-d824-55b1-bb9f-d4c2131878c6,tg:lhbr:69979_#1,,,
e22_Items,1,tr:lh:2317,tg:lhbr:50124_#1,44020/112,isad:lh:22858,D 217 / B,4e0dd796-da56-5dfa-a246-ce8b8e2017fe,4e0dd796-da56-5dfa-a246-ce8b8e2017fe,tg:lhbr:50124_#1,,,
e22_Items,1,tr:lh:7314,tg:lhbr:28212_#1,,isad:lh:13737,FVCA / B (1919-1932),70745ca0-4c23-58fe-ac38-f715ab3e41f7,70745ca0-4c23-58fe-ac38-f715ab3e41f7,tg:lhbr:28212_#1,,,
e22_Items,1,tr:lh:4866,tg:lhbr:85870_#1,97105/3a-c,isad:lh:37081,L 157 / B,7b5903ee-002e-52f4-9ebb-e350bf78fb1c,7b5903ee-002e-52f4-9ebb-e350bf78fb1c,tg:lhbr:85870_#1,,,
e22_Items,1,tr:lh:2408,tg:lhbr:20956_#1,46469/6,isad:lh:10704,B 921 / B,7cbe0a21-d886-5c55-9cde-144b740da501,7cbe0a21-d886-5c55-9cde-144b740da501,tg:lhbr:20956_#1,,,
e22_Items,1,tr:lh:2424,tg:lhbr:108782_#1,46787/2,isad:lh:46142,O 155 / B,8432d9f6-b361-5d3e-aeda-a8d1e37f63eb,8432d9f6-b361-5d3e-aeda-a8d1e37f63eb,tg:lhbr:108782_#1,,,
e22_Items,1,tr:lh:9943,tg:lhbr:264497_#1,,isad:lh:123159,,2f3cc2f9-2b59-56bd-a101-91231c78dbda,2f3cc2f9-2b59-56bd-a101-91231c78dbda,tg:lhbr:264497_#1,G 21795 / 892,,
e22_Items,1,tr:lh:754,tg:lhbr:119910_#1,14306/40,isad:lh:50957,R 243 / B,29ce266a-ce50-5d8f-83f8-0ad2d7eae414,29ce266a-ce50-5d8f-83f8-0ad2d7eae414,tg:lhbr:119910_#1,,,
