brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Source Note,Serial Number,Warehouse Location (begin),Warehouse Location (ende),Source Note Language,Source Note Type
tg:lhph:16749,b67ae1d8-609d-5d07-b8e5-b87beb4cb7eb,Items,1,tr:lh:6071,137454/443,isad:lh:93676,S 176 / P,,,,,Nederlands,Noot
tg:lhph:40129,3e439968-a45f-582c-a2b8-0654196dd586,Items,1,tr:lh:6828,168661/2,isad:lh:95621,M 43828 / P,,,,,Nederlands,Noot
tg:lhph:44869,692604d3-8b16-5a66-bbd8-be913ddc767e,Items,1,tr:lh:2557,50411/6,,D 11922 / P,,,,,Nederlands,Noot
tg:lhph:26255,6a3c4c67-4eb1-5b3b-9650-9e141fbb8881,Items,1,tr:lh:2595,51257,isad:lh:93061,T 3892 / P,,,,,Nederlands,Noot
tg:lhph:24268,660430b6-d15c-57d6-b5d5-b0ea2b2af05a,Items,1,tr:lh:6259,145301/8,isad:lh:95034,MM 44 / P,,,,,Nederlands,Noot
tg:lhph:46854,42951491-5bd1-5e9a-9cc1-310cfce71e43,Items,1,tr:lh:9919,147258/19,isad:lh:152920,E 147 / P,,,,,Nederlands,Noot
tg:lhph:47746,19d52667-71f9-5c81-a287-10f02fc5c622,Items,1,tr:lh:6415,148739/251,isad:lh:113179,D 125 / P (Album),,,,,Nederlands,Noot
tg:lhph:11126,ff23ddc8-d071-5146-978c-2917e0f475fe,Items,1,tr:lh:6989,174524/2,isad:lh:92953,T 491 / P,,,,,Nederlands,Noot
tg:lhph:9005,c89df049-d4ae-5fcc-81ef-98bf152a264e,Items,1,tr:lh:5584,111577/133,isad:lh:93039,R 5845 / P,,,,,Nederlands,Noot
tg:lhph:40083,380cc05e-337a-546d-b9c6-5d71422b201a,Items,1,tr:lh:9510,218458/2952,isad:lh:95309,B 1183 / P (NEG00316/3/12),,,,,Nederlands,Noot
tg:lhph:1435,2bfe3429-033b-5241-8ad5-0911f65a6935,Items,1,tr:lh:3480,68627/200,,T 176 / P,,,,,Nederlands,Noot
tg:lhph:35183,ed2d3c04-8edc-5f38-b364-c14c4371eb45,Items,1,tr:lh:9510,218458/1454,isad:lh:95309,B 1183 / P (NEG00154/3/10),,,,,Nederlands,Noot
tg:lhph:19516,94e76c99-dfb3-56db-a061-4cd2693ab3cf,Items,1,tr:lh:7859,203626/918,isad:lh:94873,M 224 / P (NEG0035/4/36),,,,,Nederlands,Noot
tg:lhph:32646,078d9c47-fc3c-5891-b1a1-275de2914717,Items,1,tr:lh:3417,67555/3,isad:lh:95365,J 4453 / P (II),,,,,Nederlands,Noot
tg:lhph:3408,1d4ce005-8a29-5d7a-81b1-6da36fc6be75,Items,1,tr:lh:5991,131386/64,isad:lh:93287,G 994 / P,,,,,Nederlands,Noot
tg:lhph:51368,927a8aaf-2219-53e7-ac7a-a987d4e038d6,Items,1,tr:lh:139964,,isad:lh:182278,,Bruikleen Vlaamse Gemeenschap - GLN000465,S 935 / 1046,,,Nederlands,Noot
tg:lhph:33954,71f9de8c-5be8-5318-aff0-6b352244762a,Items,1,,75167/5,,K 9606 / P,,,,,Nederlands,Noot
tg:lhph:31969,572f26a0-565d-5e58-b259-203ac3d04160,Items,1,,215861/6,,DD 82 / P,,,,,Nederlands,Noot
tg:lhph:53355,ad8368d3-5bc0-524f-8028-51d80ac6d8a7,Items,1,,221159/2,isad:lh:94360,,,PH-GF-011,,,Nederlands,Noot
tg:lhph:7918,617a8cc8-122d-50f9-9099-296ca6527ab1,Items,1,tr:lh:7333,186284/2,,G 994 / P,,,,,Nederlands,Noot
tg:lhph:5925,fde0fdd5-dbfb-55c2-bdb9-f2fb31aa6c89,Items,1,,234798/337,,Y 952 / P,,,,,Nederlands,Noot
tg:lhph:35479,6e84948c-555f-524c-bde7-26c6a15309b9,Items,1,,1260,,L 3045 / P,,,,,Nederlands,Noot
tg:lhph:4637,fcf08df5-4c88-5f62-ad66-6170784c7dcd,Items,1,tr:lh:6284,146058,isad:lh:93630,A 3381 / P,,,,,Nederlands,Noot
tg:lhph:4637,fcf08df5-4c88-5f62-ad66-6170784c7dcd,Items,2,tr:lh:7331,186150,,A 3381 / P,,,,,Nederlands,Noot
tg:lhph:48149,728be74c-8565-5e7e-a9f6-de215922f300,Items,1,,,isad:lh:119532,,,V 7576 / 93,,,Nederlands,Noot
tg:lhph:30381,109e653e-b722-5191-8964-0b33c19b83b7,Items,1,tr:lh:7306,180009,,G 36426 / P,,,,,Nederlands,Noot
tg:lhph:37444,7af135e9-2748-5a33-b062-976868d62be9,Items,1,,14348/54,,LL 12 / P (II),,,,,Nederlands,Noot
tg:lhph:50980,eb62f501-af31-5ce9-a36a-36cc7374ddf6,Items,1,tr:lh:139964,,isad:lh:182274,,Bruikleen Vlaamse Gemeenschap - GLN000154,S 935 / 1015,,,Nederlands,Noot
tg:lhph:25880,f2f59e95-e65f-57de-a3eb-e123c9fe1c0f,Items,1,,104957/2,,C 2453 / P,,,,,Nederlands,Noot
tg:lhph:400,bb906a1e-069e-5bb2-8d7f-d0f7908a95a2,Items,1,tr:lh:7314,,isad:lh:92944,FVCA / P,,,,,Nederlands,Noot
tg:lhph:42544,096836fa-e5c5-5de6-8f45-45c858c1e3b9,Items,1,tr:lh:7704,200298/12,isad:lh:94325,B 8596 / P,,,,,Nederlands,Noot
tg:lhph:14324,6f7aab05-2409-5d3e-8d7a-6053b338ae9f,Items,1,,234853,,D 2378 / P,,,,,Nederlands,Noot
tg:lhph:40579,9b48dc1a-55ae-50ce-adae-24b5a14b6aff,Items,1,,100120/3,,M 554 / P,,,,,Nederlands,Noot
tg:lhph:16319,a1c7d29a-6f70-569a-990c-912d6e0a2282,Items,1,tr:lh:350,7231,,R 8951 / P,,,,,Nederlands,Noot
tg:lhph:16319,a1c7d29a-6f70-569a-990c-912d6e0a2282,Items,2,tr:lh:2282,43119/2,,R 8951 / P,,,,,Nederlands,Noot
tg:lhph:45281,18b14e21-acb8-5e44-8027-15dceee6ed12,Items,1,tr:lh:6511,160059/59,isad:lh:94488,D 2969 / P,,,,,Nederlands,Noot
tg:lhph:23057,3165b9aa-1197-5921-b41e-580d3e00ab9c,Items,1,tr:lh:1819,32520/2,,H 965 / P,,,,,Nederlands,Noot
tg:lhph:24792,de7f4a4e-0d24-5452-b451-ed8e050ba9e5,Items,1,tr:lh:1078,19307/2,isad:lh:93499,V 341 / P,,,,,Nederlands,Noot
tg:lhph:8244,b0601e32-72c1-53e7-9c91-7100c27db190,Items,1,tr:lh:5653,113654,isad:lh:93319,W 803 / P,,,,,Nederlands,Noot
tg:lhph:46507,902d71e1-fb49-5855-94ba-5824a64b4821,Items,1,,203872/90,isad:lh:93917,P 3445 / P,,,,,Nederlands,Noot
tg:lhph:10367,7dab2b48-2527-543f-add6-918cdaf0cab4,Items,1,,126209/15,,B 115 / P,,,,,Nederlands,Noot
tg:lhph:25029,b71e2403-0dd4-569c-8f76-a68b8ed20def,Items,1,tr:lh:3318,66255/1,,O 3122 / P,,,,,Nederlands,Noot
tg:lhph:27014,8cfcc596-1438-5c57-9351-4cc463891666,Items,1,,76411/2,,P 2765 / P,,,,,Nederlands,Noot
tg:lhph:1966,9b2d5eca-9209-548f-867b-97a99517b8dc,Items,1,tr:lh:7323,185655/22,,K1 E,,,,,Nederlands,Noot
tg:lhph:52114,e818bf56-be19-5c47-9593-dad44371bef8,Items,1,tr:lh:140087,,isad:lh:154993,,,G 2932 / 212 (36),,,Nederlands,Noot
tg:lhph:19845,d6a5d446-c641-57d4-9617-5ea249d4cff7,Items,1,tr:lh:7789,201705/2,isad:lh:94910,S 82918 / P,,,,,Nederlands,Noot
tg:lhph:18757,a8712305-79bf-565c-9357-4ec9d8766d06,Items,1,tr:lh:7859,203626/462,isad:lh:94873,M 224 / P (NEG0016/3/15A),,,,,Nederlands,Noot
tg:lhph:33407,fe16b495-0106-581f-8fea-010adb0f95d1,Items,1,,232613,,K 392 / P,,,,,Nederlands,Noot
tg:lhph:2649,ba5e94a3-e777-5b32-b0db-891518270789,Items,1,tr:lh:6603,163141/845,isad:lh:93324,G 395 / P,,,,,Nederlands,Noot
tg:lhph:29909,30a3a8ad-9ced-57e0-85d8-6d33a0e93b2f,Items,1,tr:lh:4197,82695/15,,G 9438 / P,,,,,Nederlands,Noot
tg:lhph:36605,177209c6-b99b-532a-b9ab-5ce7e534a04e,Items,1,tr:lh:5477,108874,,L 5384 / P,,,,,Nederlands,Noot
tg:lhph:34638,831e566c-b134-5746-9a8c-5a0d74371bdf,Items,1,tr:lh:1497,27320/23,,B 2778 / P,,,,,Nederlands,Noot
tg:lhph:5476,eef62522-1663-56e8-821f-945b9f82b949,Items,1,tr:lh:4863,97089/1-5,isad:lh:93760,A 499 / P,,,,,Nederlands,Noot
tg:lhph:37917,cffcf857-0b01-5c3b-99ed-c9bdd5ea74dc,Items,1,tr:lh:2782,54968/y,isad:lh:94317,M 1934 / P (A),,,,,Nederlands,Noot
tg:lhph:42817,bb16d8be-ba3b-5cbe-9af5-b47ff4b5948c,Items,1,tr:lh:7601,198979/27,isad:lh:93452,G 9947 / P,,,,,Nederlands,Noot
tg:lhph:22216,2b013083-148b-572c-9313-277dd85a0924,Items,1,,203715/35,isad:lh:92943,FVCA / P,,,,,Nederlands,Noot
tg:lhph:41738,ee68a11e-0b94-53f5-806e-8132c7686110,Items,1,,217186/1,,CC 9 / P,,,,,Nederlands,Noot
tg:lhph:17158,0581c06c-9a0d-54c4-943a-78b744a6b747,Items,1,tr:lh:2795,55267/6,isad:lh:94819,H 2807 / P,,,,,Nederlands,Noot
tg:lhph:43705,98b467f0-6a56-58df-9dd1-5b82c0ab60fc,Items,1,,219816,,C 397 / P,,,,,Nederlands,Noot
tg:lhph:15165,7b3b71c2-e665-53d0-adf0-f3df72c5e807,Items,1,tr:lh:6191,143201/28,isad:lh:93289,R 5842 / P,,,,,Nederlands,Noot
tg:lhph:25479,7f2a60d3-3222-557b-8144-385597e9ad56,Items,1,,8757/04,,O 33745 / P (Opvoeringen),,,,,Nederlands,Noot
tg:lhph:11825,902f410e-3391-5227-a12b-4cbb516472b0,Items,1,tr:lh:1364,23180/11,,L 126 / P,,,,,Nederlands,Noot
tg:lhph:11825,902f410e-3391-5227-a12b-4cbb516472b0,Items,2,tr:lh:4584,88324/2,,L 126 / P,,,,,Nederlands,Noot
tg:lhph:11825,902f410e-3391-5227-a12b-4cbb516472b0,Items,3,,235435,,L 126 / P,,,,,Nederlands,Noot
tg:lhph:20381,51650d69-6afb-5c7f-b66b-e86c7e304a1f,Items,1,tr:lh:7859,203626/1410,isad:lh:94873,M 224 / P (NEG0049/7/73),,,,,Nederlands,Noot
tg:lhph:13818,03f78f9b-7056-51f6-b826-8d464bffda0d,Items,1,,145287/a,,C 338975 / P,,,,,Nederlands,Noot
tg:lhph:9906,a97cf856-98d2-56fd-8afb-20a22dd0a106,Items,1,tr:lh:5479,107687,isad:lh:93246,R 1476 / P,,,,,Nederlands,Noot
tg:lhph:27444,60b7b80d-317c-51e2-9c7c-96064f3a7085,Items,1,tr:lh:3699,71555,isad:lh:93358,P 522 / P,,,,,Nederlands,Noot
tg:lhph:40980,27ab5069-4fa2-54ff-843b-a94f0e1e98e7,Items,1,tr:lh:6908,170997/1,isad:lh:95644,M 622 / P,,,,,Nederlands,Noot
tg:lhph:8614,6f3e0691-e7c3-5fe4-93b3-0a69f0891e0b,Items,1,tr:lh:2939,59355/34,isad:lh:93972,W 7072 / P,,,,,Nederlands,Noot
tg:lhph:41692,5b17eea3-23af-512f-aca3-f34a44ecc5c9,Items,1,tr:lh:7142,178460/6,isad:lh:93773,B 745 / P,,,,,Nederlands,Noot
tg:lhph:10737,bf2f625d-004d-59b8-92a7-8c2697fa1cac,Items,1,tr:lh:3151,62893/10,,B 1333 / P,,,,,Nederlands,Noot
tg:lhph:46157,f71a1bc4-b022-559a-a551-7d18861b7bb3,Items,1,tr:lh:3327,203857/22,isad:lh:109796,C 395 / ARC (374),,,,,Nederlands,Noot
tg:lhph:2219,55f6ddeb-31ad-5821-bbd1-26caf3263c06,Items,1,tr:lh:7327,185969/20,isad:lh:93182,L 5705 / P,,,,,Nederlands,Noot
tg:lhph:33057,c9e14aae-cf18-5a0c-baaa-38702b739915,Items,1,,233958,,VV 55 / P,,,,,Nederlands,Noot
tg:lhph:18307,6644e138-d0e3-5ac7-8752-c7555073a2d2,Items,1,tr:lh:6342,234704,,S 7865 / P,,,,,Nederlands,Noot
tg:lhph:34792,91025487-0599-5326-8bdb-ffc5e171f9ec,Items,1,tr:lh:3064,61016/2,,B 3267 / P,,,,,Nederlands,Noot
tg:lhph:35880,9f38ac26-b38a-5d9c-848f-799fa0e08ea2,Items,1,,38357/2,,L 4214 / P,,,,,Nederlands,Noot
tg:lhph:52544,d7b9b956-96b2-5614-a0fb-397d6b4b8435,Items,1,tr:lh:139964,,isad:lh:161170,,Bruikleen Vlaamse Gemeenschap - STR11147,S 935 / 486,,,Nederlands,Noot
tg:lhph:50083,7288d7f9-f418-5205-8853-1e34482a2eac,Items,1,tr:lh:139785,,isad:lh:142927,M 1529 / P,,,,,Nederlands,Noot
tg:lhph:36255,2799820b-7cb1-51c8-b492-7ba5b489540b,Items,1,tr:lh:5115,102029/5,isad:lh:93912,L 513 / P,,,,,Nederlands,Noot
tg:lhph:5026,41a5e08b-c4e1-53b6-85f4-f1644468d884,Items,1,tr:lh:6666,164356/147,isad:lh:93701,A 3885 / P,,,,,Nederlands,Noot
tg:lhph:34268,cc7efc17-a0d9-5eb9-94ff-ac5a07bab05c,Items,1,tr:lh:2457,47484/1,isad:lh:95421,W 173 / P,,,,,Nederlands,Noot
tg:lhph:31590,ab14708a-cb71-5d95-acbe-92049b77e7cb,Items,1,tr:lh:3839,73797/5,,J 3354 / P,,,,,Nederlands,Noot
tg:lhph:17508,4b584d99-caca-5637-94fe-68d8cfb11d8b,Items,1,tr:lh:3837,74454/5,,S 684 / P,,,,,Nederlands,Noot
tg:lhph:41368,79050eb3-a892-5675-a04f-42e43985b334,Items,1,tr:lh:1867,34763/7a,isad:lh:94467,O 295 / P (A1),,,,,Nederlands,Noot
tg:lhph:23954,90c40ff3-0b07-5df1-a09c-7946e479fe40,Items,1,tr:lh:4981,98856/1,isad:lh:93183,V 15224 / P,,,,,Nederlands,Noot
tg:lhph:44490,dcc95837-9820-5150-a434-9620453f346c,Items,1,tr:lh:9949,220715/1,isad:lh:95795,Z 157 / P,,,,,Nederlands,Noot
tg:lhph:21969,e691dbf1-658f-50b2-a1d3-7672414d05ee,Items,1,tr:lh:7859,203626/2021,isad:lh:94873,M 224 / P (NEG0069/6/35A),,,,,Nederlands,Noot
tg:lhph:15535,86db38d1-67aa-5cf0-b498-303b5c6566aa,Items,1,tr:lh:882,16079/55,isad:lh:93498,E 3173 / P,,,,,Nederlands,Noot
tg:lhph:15535,86db38d1-67aa-5cf0-b498-303b5c6566aa,Items,2,tr:lh:5824,122256/2,isad:lh:93641,E 3173 / P,,,,,Nederlands,Noot
tg:lhph:43355,689bf87b-de91-5e6b-85a0-37b28294de43,Items,1,,219630,isad:lh:95716,B 1183 / P,,,,,Nederlands,Noot
tg:lhph:25183,e2b10042-d5fc-547d-b693-fb516feee7f6,Items,1,tr:lh:4988,98850/115,isad:lh:93043,T 3465 / P,,,,,Nederlands,Noot
tg:lhph:22646,0713c9e9-6741-537d-acd7-88fbcfaf5d59,Items,1,tr:lh:1247,21390/3,,H 905 / P,,,,,Nederlands,Noot
tg:lhph:22646,0713c9e9-6741-537d-acd7-88fbcfaf5d59,Items,2,tr:lh:3898,74463/86,isad:lh:94176,H 905 / P,,,,,Nederlands,Noot
tg:lhph:27690,5ca19ac0-5897-5c01-9d0d-3d751d501053,Items,1,,103299/21,,V 36695 / P,,,,,Nederlands,Noot
tg:lhph:22168,66e32847-8c6d-5876-a70f-c84ea37c6263,Items,1,tr:lh:139964,,isad:lh:161170,,Bruikleen Vlaamse Gemeenschap - STR10993,S 935 / 486,,,Nederlands,Noot
tg:lhph:20155,a2948809-b19e-520b-824d-231e2216269e,Items,1,tr:lh:7859,203626/1291,isad:lh:94873,M 224 / P (NEG0046/6/27),,,,,Nederlands,Noot
tg:lhph:46383,1e950052-bdd8-5015-bcb2-bb4cc299fab4,Items,1,tr:lh:3327,203869/40,isad:lh:109797,C 395 / ARC (382),,,,,Nederlands,Noot
tg:lhph:26982,8227ca3f-bc50-5f0e-8e9a-86015fc4a3c8,Items,1,tr:lh:3845,73872/3,,P 2729 / P,,,,,Nederlands,Noot
tg:lhph:41446,b3e10f9b-e8db-5294-8333-358e10f9e2cc,Items,1,,179991/5,,O 295 / P,,,,,Nederlands,Noot
tg:lhph:17226,1ce09df9-c8c7-5b17-9efb-8a241c77c125,Items,1,tr:lh:3075,61136/104,isad:lh:93041,H 367 / P,,,,,Nederlands,Noot
tg:lhph:49076,35214279-083d-588b-bf7e-f5b3a5d168ff,Items,1,,,isad:lh:147072,H 7685 / P,,,,,Nederlands,Noot
tg:lhph:34546,56507055-9e36-5769-bcd1-872976fc155b,Items,1,tr:lh:6947,173392/60,isad:lh:95444,L 1628 / P,,,,,Nederlands,Noot
tg:lhph:5708,4f678508-a625-5009-ae53-f5f682a86a50,Items,1,,234798/130,,Y 952 / P,,,,,Nederlands,Noot
tg:lhph:7735,5b6d1b97-da3e-5f19-9ac3-37bc5b7a611c,Items,1,tr:lh:4001,76492/6,,V 4165 / P,,,,,Nederlands,Noot
tg:lhph:7735,5b6d1b97-da3e-5f19-9ac3-37bc5b7a611c,Items,2,tr:lh:6117,140707/4,isad:lh:93346,V 4165 / P,,,,,Nederlands,Noot
tg:lhph:28565,c26e3c27-1506-53f1-bde4-25a0c73829db,Items,1,tr:lh:7885,234094/7,isad:lh:93981,V 6152 / P,,,,,Nederlands,Noot
tg:lhph:6827,61a0471d-d1d0-5fbf-a6e6-2516700d3a75,Items,1,tr:lh:3033,60532,,M 525 / P,,,,,Nederlands,Noot
tg:lhph:52790,c3eaee14-25ab-524c-a28b-8c8aeeeb2173,Items,1,tr:lh:139964,,isad:lh:161173,,Bruikleen Vlaamse Gemeenschap - STR11758,S 935 / 489,,,Nederlands,Noot
tg:lhph:30856,d3a2fc1a-2d98-5404-a32b-6c9503944316,Items,1,,27381/999,,G 415 / P,,,,,Nederlands,Noot
tg:lhph:30856,d3a2fc1a-2d98-5404-a32b-6c9503944316,Items,2,tr:lh:2212,43558/2,,G 415 / P,,,,,Nederlands,Noot
tg:lhph:30856,d3a2fc1a-2d98-5404-a32b-6c9503944316,Items,3,tr:lh:5499,108210/13,isad:lh:93103,G 415 / P,,,,,Nederlands,Noot
tg:lhph:30856,d3a2fc1a-2d98-5404-a32b-6c9503944316,Items,4,,235106/1,,G 415 / P,,,,,Nederlands,Noot
tg:lhph:31744,d97a11d1-ad6e-5d68-b0a9-f57bdc071b90,Items,1,tr:lh:5428,106538/3,isad:lh:93298,J 3368 / P,,,,,Nederlands,Noot
tg:lhph:36081,0549cfbb-550c-530b-a8fc-f544cb790ed6,Items,1,tr:lh:3960,75439/1-2,,L 4323 / P,,,,,Nederlands,Noot
tg:lhph:33779,b8a35ac0-d5d5-58c3-a67b-8494aaf1669f,Items,1,tr:lh:3839,73995/4,,K 8875 / P,,,,,Nederlands,Noot
tg:lhph:2537,3485d573-ea33-5c52-bab9-3a2b4fde11b8,Items,1,tr:lh:6603,163141/438,isad:lh:93324,G 395 / P,,,,,Nederlands,Noot
tg:lhph:18429,7d2700d5-f4af-5b85-8ae4-bd9b590a5cb0,Items,1,tr:lh:7859,203626/250,isad:lh:94873,M 224 / P (NEG0008/1/6),,,,,Nederlands,Noot
tg:lhph:43181,2fcf4ce4-cf36-5381-a8e8-6c1d2770abeb,Items,1,,219336/3,isad:lh:95709,W 213 / P,,,,,Nederlands,Noot
tg:lhph:46679,507ccccc-f216-5f75-b9e7-5b9c97b8cc73,Items,1,tr:lh:3099,62186/30,isad:lh:95865,D 9565 / P,,,,,Nederlands,Noot
tg:lhph:10019,53e337e7-c7e2-55b0-9e83-08245c5bb42d,Items,1,,74059,,S 6225 / P,,,,,Nederlands,Noot
tg:lhph:39374,00cae4e2-d791-532c-b5c0-a1a141118129,Items,1,tr:lh:4315,83428/26,isad:lh:94227,M 335 / P,,,,,Nederlands,Noot
tg:lhph:44644,f06a3bb4-f9ac-5e5e-bfa9-ce0dd8afc2a2,Items,1,,220542/9 en 17,isad:lh:95745,F 1031 / P,,,,,Nederlands,Noot
tg:lhph:12024,ced6af36-013c-501d-b77c-ab70d7d8e31e,Items,1,tr:lh:3832,74291/2,,B 4808 / P,,,,,Nederlands,Noot
tg:lhph:22492,ecf6a9d9-f8a5-5692-91ec-e42202668c91,Items,1,tr:lh:6457,158523,isad:lh:94978,SS 110 / P,,,,,Nederlands,Noot
tg:lhph:45956,a8603694-6469-5f49-b169-75b901f07e48,Items,1,tr:lh:3327,203849/28,isad:lh:109783,C 395 / ARC (374),,,,,Nederlands,Noot
tg:lhph:45956,a8603694-6469-5f49-b169-75b901f07e48,Items,2,tr:lh:3327,203867/8,isad:lh:94146,C 395 / ARC (379),,,,,Nederlands,Noot
tg:lhph:25357,fbf4cc08-5423-5869-9f0d-c239949b01ff,Items,1,tr:lh:6462,158575/328,isad:lh:93743,V 3484 / P,,,,,Nederlands,Noot
tg:lhph:17676,c74b5db1-2528-5381-8608-c3a04517a87e,Items,1,tr:lh:7496,197381/1,isad:lh:94850,H 523 / P,,,,,Nederlands,Noot
tg:lhph:41016,2b11d253-334e-5a7f-97ec-c8db85db2c47,Items,1,tr:lh:5584,111577/110,isad:lh:93039,M 64 / P,,,,,Nederlands,Noot
tg:lhph:8090,23f813e7-6cae-518b-abd2-8c4f2776d6f0,Items,1,,203875,,C 397 / P,,,,,Nederlands,Noot
tg:lhph:16964,037c940d-2886-5885-834f-71bd3b845ef2,Items,1,tr:lh:4943,98855/1,,H 216 / P,,,,,Nederlands,Noot
tg:lhph:20505,31f2e063-bae3-56f6-9b87-4df49f382af9,Items,1,tr:lh:7859,203626/1475,isad:lh:94873,M 224 / P (NEG0052/1/4),,,,,Nederlands,Noot
tg:lhph:14959,6698dada-40ae-5a2c-9680-79cd6bd56e02,Items,1,tr:lh:3075,61136/60,isad:lh:93041,D 485 / P,,,,,Nederlands,Noot
tg:lhph:28135,506a3936-8f03-5167-8a66-620d8f2bd06d,Items,1,tr:lh:6350,148141/139a-i,,P 616 / P (P-R),,,,,Nederlands,Noot
tg:lhph:28135,506a3936-8f03-5167-8a66-620d8f2bd06d,Items,2,,233414/7,,P 616 / P (P-R),,,,,Nederlands,Noot
tg:lhph:5358,02d7dd48-64de-5673-b295-e32a618579b9,Items,1,tr:lh:5552,110076/31,isad:lh:93622,Z 396 / P,,,,,Nederlands,Noot
tg:lhph:34116,bd415bbd-4c08-5b8f-a6aa-4bd355dd01e9,Items,1,tr:lh:2037,38160/6,,K 99455 / P,,,,,Nederlands,Noot
tg:lhph:49426,8b4a6d66-0e97-5dd5-87b5-6683dfcc3b87,Items,1,,,isad:lh:95662,,,W 909 / 4,,,Nederlands,Noot
tg:lhph:18583,5b81e493-2593-572b-8afa-84c5e3a98f22,Items,1,tr:lh:7859,203626/339,isad:lh:94873,M 224 / P (NEG0012/1/1A),,,,,Nederlands,Noot
tg:lhph:7365,6c4415a7-7ed2-5b50-a3cf-97b3c90dbec4,Items,1,tr:lh:7166,178910/9,isad:lh:93851,V 1582 / P,,,,,Nederlands,Noot
tg:lhph:31314,197870cd-6089-5dcb-89c8-4a8de6575d64,Items,1,tr:lh:9510,218458/554,isad:lh:95309,B 1183 / P (NEG0052/2/27),,,,,Nederlands,Noot
tg:lhph:18079,ed7a30fe-5979-5594-991d-65fc4ce0bedd,Items,1,tr:lh:7827,202254/16,isad:lh:94871,R 286 / P,,,,,Nederlands,Noot
tg:lhph:2167,279d3483-3032-519b-85ca-2c200f33d703,Items,1,tr:lh:3834,74870/6,,W 5918 / P,,,,,Nederlands,Noot
tg:lhph:33329,b47b7f41-e70a-51fd-9370-3f2d85c0026a,Items,1,tr:lh:9510,218458/1015,isad:lh:95309,B 1183 / P (NEG00103/3/3),,,,,Nederlands,Noot
tg:lhph:38836,683df86c-8304-5751-87a6-bb1cb26f876d,Items,1,tr:lh:9510,218458/2686,isad:lh:95309,B 1183 / P (NEG00289/2/9),,,,,Nederlands,Noot
tg:lhph:25707,ca5623b5-d172-52d0-b945-86cd4637392b,Items,1,tr:lh:6462,158575/86,isad:lh:93743,V 3484 / P,,,,,Nederlands,Noot
tg:lhph:24815,51949cd3-4853-5791-a06a-c5ab0863ef23,Items,1,tr:lh:9762,235662/2,isad:lh:95068,NN 1 / P,,,,,Nederlands,Noot
tg:lhph:10449,9f73b3be-d625-5860-99e1-c7c9a109adfb,Items,1,tr:lh:3590,69890/2,isad:lh:94154,B 11927 / P,,,,,Nederlands,Noot
tg:lhph:46229,10876e20-0564-55d0-ae11-0c9148a6b193,Items,1,tr:lh:3327,203862/6,isad:lh:109794,C 395 / ARC (375),,,,,Nederlands,Noot
tg:lhph:12474,431b4ded-919e-56f6-80c4-856f14ea2f36,Items,1,tr:lh:4038,77286/18,isad:lh:94131,B 8757 / P,,,,,Nederlands,Noot
tg:lhph:44214,88e0e87f-2890-5e6e-ab81-bf9e531e67f5,Items,1,,219751/24,isad:lh:95753,C 2049 / P,,,,,Nederlands,Noot
tg:lhph:39724,1d3fa461-8302-59bd-be20-5181d36993d3,Items,1,tr:lh:2397,45603,isad:lh:93220,B 678 / P,,,,,Nederlands,Noot
tg:lhph:26828,7a6e04c3-d120-504f-b007-71d7d6a00815,Items,1,tr:lh:6788,168030/113,isad:lh:93841,V 454 / P,,,,,Nederlands,Noot
tg:lhph:21744,0d8dd524-43b9-5ac5-b10c-dfe1417e7936,Items,1,tr:lh:139964,,isad:lh:163248,,Bruikleen Vlaamse Gemeenschap - STR12846,S 935 / 494,,,Nederlands,Noot
tg:lhph:26081,7c3b260d-e4c4-5b18-8784-de54cc8f2c72,Items,1,tr:lh:7653,199436,,A 33905 / P,,,,,Nederlands,Noot
tg:lhph:23779,0686d19d-60a0-5e45-ae87-fafe6be12939,Items,1,tr:lh:2451,47303/25,isad:lh:95005,M 8235 / P (map I-II),,,,,Nederlands,Noot
tg:lhph:16437,d8991739-f30d-506b-851f-c2354886772b,Items,1,tr:lh:1492,27571/452,,G 8845 / P,,,,,Nederlands,Noot
tg:lhph:40257,610d4753-e0f2-5e7c-b4a5-b8bd0c62e3a3,Items,1,tr:lh:6989,174467/13,isad:lh:93721,M 43828 / P,,,,,Nederlands,Noot
tg:lhph:20856,c9a59051-7827-551c-a08b-7702caac5615,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1950-1952/125),,,,,Nederlands,Noot
tg:lhph:47592,b202e3bb-75e0-5461-a8f4-ee7c25f5047b,Items,1,tr:lh:103933,,isad:lh:105406,,,P 272639 / 6,V2 A 4 D2,V2 A 4 D2,Nederlands,Noot
tg:lhph:32492,451dd8d1-9d0d-5dd2-8981-16f389ba558b,Items,1,tr:lh:6444,158207/2ha,isad:lh:95362,J 422 / P (V),,,,,Nederlands,Noot
tg:lhph:6124,045328b0-a688-549d-8d9c-cb6b4e3bd94d,Items,1,,185958/1,,WW 55 / P,,,,,Nederlands,Noot
tg:lhph:4119,fa6cf3c6-7e80-5c89-8745-fbb7bcf5de84,Items,1,,198324,,B 523 / P,,,,,Nederlands,Noot
tg:lhph:35357,02ff40c3-d714-5768-96af-441bb6fa63c9,Items,1,tr:lh:9510,218458/1493,isad:lh:95309,B 1183 / P (NEG00159/1/12),,,,,Nederlands,Noot
