ResourceID,brocade.id,card,order,adm.acquiredVia,adm.plaatsingsnummer,adm.inv,adm.isadPartOf,adm.note,adm.volgnummer
d12cd337-31c7-55f5-9d25-aad8ce6cfb46,tg:lhps:18757,Items,1,,CC 12 / A,215037/103,,,
a417ec01-8816-5401-a26e-531314e67362,tg:lhps:33407,Items,1,,AV.14.6.1243,225272/1306,isad:lh:92873,,
b35ea8ed-a53d-5015-ab7b-6b7fdec3512f,tg:lhps:2649,Items,1,tr:lh:7019,GG 62 / A,180210/1,,,
a4eca086-3fc4-5244-a3cd-567154d0bac7,tg:lhps:29909,Items,1,tr:lh:9937,V 75457 / A (VM1026),225261/1026,isad:lh:92204,,
369deef4-1157-5c52-9c83-ccff07b4c4cb,tg:lhps:36605,Items,1,,AV.5858,225272/1759,isad:lh:92876,,
a58c967c-a4ae-5fe0-8e98-4533932437cc,tg:lhps:60065,Items,1,tr:lh:110342,KK 171 / A,,,,
05ca1c17-b22f-566a-bce3-d4552f92a1c7,tg:lhps:34638,Items,1,,AV.80.3.3,225272/2504,isad:lh:92220,,
5c9ef6c1-bc87-5713-a801-31507717a530,tg:lhps:62058,Items,1,tr:lh:140320,W 2545 / A,,,,
be592a46-d785-5b8d-838d-d199bbae7eef,tg:lhps:5476,Items,1,tr:lh:3249,M 9356 / A,66250/21,,,
d00d0b24-be84-5d1e-9e73-d01d8ef34080,tg:lhps:49308,Items,1,,S 626525 / A,,,,
c43855e3-01c6-5420-bb48-f30837089df3,tg:lhps:57316,Items,1,,V 7576 / A,,isad:lh:119516,,
af2f6fe4-e2c6-52c3-93d7-ede55d403eb0,tg:lhps:42817,Items,1,,C 20385 / A,225279/513,,,
499dd772-dcf9-514d-ab7f-c77aa75070ae,tg:lhps:953,Items,1,tr:lh:7019,B 995 / A,182977,,,
499dd772-dcf9-514d-ab7f-c77aa75070ae,tg:lhps:953,Items,2,tr:lh:7019,P 9746 / A,182977,,,
c995179b-e1d6-5eb9-bbfd-6e0e723dda58,tg:lhps:22216,Items,1,,K 1591 / A,225224/6,,,
9b5cf292-b7b8-584d-be76-8b00c1225cb5,tg:lhps:41738,Items,1,,A 389 / A,225276/238,,,
eeb3de16-ec71-5b19-80b3-cf66170f0396,tg:lhps:17158,Items,1,,C 203647 / A,216887/1,,,
eeb3de16-ec71-5b19-80b3-cf66170f0396,tg:lhps:17158,Items,2,,B 9074 / A,220474/9,,,
1fabc323-4a84-59d1-bbc3-51fdcbbd302a,tg:lhps:43705,Items,1,,H 890 / A,225284/354,,,
e1658674-321f-5a66-9112-91ba46b1bc73,tg:lhps:15165,Items,1,,K 4167 / A,215674,,,
2380a449-06d0-5bd0-af7a-158b2445f5a6,tg:lhps:58149,Items,1,tr:lh:110342,C 338671 / A,,,,
3d4bc630-2730-5236-84e0-b57a6b90bd72,tg:lhps:25479,Items,1,,MM 280 / A,225255/305,,,
3d4bc630-2730-5236-84e0-b57a6b90bd72,tg:lhps:25479,Items,2,,,216829/126,,,
bd6b672c-d351-53f2-8c44-a761b09e3ba4,tg:lhps:11825,Items,1,tr:lh:7742,"V 3404 / A (LK XI,10)",200791/4,isad:lh:92270,,
5d71edd0-35ed-52ce-9b53-ffe633b96117,tg:lhps:20381,Items,1,,FF 50 / A,215066/12,,,
881be083-d609-5f78-bd89-434ff7897d76,tg:lhps:9906,Items,1,tr:lh:7284,O 33745 / A,184902,,,
c42b2157-35c8-5d45-b00e-36a87c2ff92d,tg:lhps:27444,Items,1,tr:lh:7875,O 3369 / A (CM 3363),225212/4361,isad:lh:92200,,
33eddbf2-8252-5b3f-b30d-34bdc4303654,tg:lhps:40980,Items,1,,VV 142 / A,225273/233a,,,
8b654ae0-8794-5697-9a9f-817282b2e45e,tg:lhps:8614,Items,1,tr:lh:7308,"B 9759 / A (LK II,5)",183498,isad:lh:92194,,
201718f2-249f-5554-8c51-1719a018e43f,tg:lhps:41692,Items,1,,A 357 / A,225276/198,,,
201718f2-249f-5554-8c51-1719a018e43f,tg:lhps:41692,Items,2,,AA 125 / A,225276/198,,,
9ab82ca0-9214-54ef-813f-41d3c7d22ba7,tg:lhps:10737,Items,1,tr:lh:7324,"S 626525 / A (LK V,6)",185662/1-2,isad:lh:92646,,
b04273f0-4f9f-57c0-b3f9-15095004d2a1,tg:lhps:46157,Items,1,tr:lh:30821,PP 210 / A (CA 634),300041/122,isad:lh:98630,,
9d545d21-79dd-5db1-b5cc-39b0f8245833,tg:lhps:2219,Items,1,,E 4152 / A,168019/65,,,
2f27586b-9d75-5a83-9c2d-5c986e7c2b21,tg:lhps:33057,Items,1,,AV.14.6.924,225272/983,isad:lh:92873,,
4fe0aa08-84fe-5862-8b96-54781b63a4ee,tg:lhps:18307,Items,1,,C 3335 / A,215031/24,,,
41bad578-7c6d-52c9-ae78-367b65aa4b77,tg:lhps:52544,Items,1,tr:lh:110342,DD 176 / A,,,,
a709c913-3fca-52e6-a458-a2130a9c7516,tg:lhps:50579,Items,1,tr:lh:9943,G 21795 / A,,isad:lh:114487,,
ed4d591e-7223-5e23-bb5a-1ce5c5b8666d,tg:lhps:57746,Items,1,,F 221 / A,,isad:lh:136163,Uit F 221 / 11,
e73b6bfc-8981-5321-8a59-5801c1ae8d94,tg:lhps:50083,Items,1,tr:lh:110342,B 5255 / A,,,,
b94b0839-f472-5cad-8ef5-072c43813811,tg:lhps:54869,Items,1,,T 1612275 / A,,isad:lh:127028,,
459706d6-baea-5714-b097-d2a1fa737d11,tg:lhps:60435,Items,1,,O 33745 / A,,,,
7e394ccf-0306-5096-ba41-feb371ee445a,tg:lhps:49758,Items,1,tr:lh:110342,A 14 / A,,,,
cd1c4dba-c385-546a-9ff3-bc72c8c23f26,tg:lhps:5026,Items,1,,P 19597 / A,45216/40,,,
ab84f3ac-000b-5f78-af00-8b2569755625,tg:lhps:62408,Items,1,tr:lh:140390,MM 70 / A,,,,
be8726c8-8502-5705-bb3b-0286641e6707,tg:lhps:34268,Items,1,,AV.38.5.10.429,225272/2255,isad:lh:92750,,
511faef6-0daa-5e48-80a9-39af3215e2a4,tg:lhps:31590,Items,1,tr:lh:9936,S 282 / A (CS 372),225267/436,isad:lh:92208,,
3c6248a4-5dc1-530d-9c12-e1ad1eceef3e,tg:lhps:56854,Items,1,,O 33735 / A,,isad:lh:131344,,
7851a54d-7294-5c14-95de-48cb60c16657,tg:lhps:17508,Items,1,,B 556 / A,217151,,,
911ac7ff-daca-5c5a-95eb-ff6ee767d4f5,tg:lhps:41368,Items,1,tr:lh:4755,Y 969 / A,92504/6,isad:lh:92897,,
e9ef444e-a9fe-58b6-bce8-725a1a0ce7b2,tg:lhps:23954,Items,1,tr:lh:7875,O 3369 / A (CM966),225212/1963,isad:lh:92200,,
6eecc212-b8c9-57f0-8079-dd07c6d1be44,tg:lhps:44490,Items,1,,FF 1 / A,225286/467,,,
09e380de-d9b8-5d0a-8f60-8ef0690b2e5c,tg:lhps:21969,Items,1,tr:lh:7875,B 906 / A,225212/905,isad:lh:92200,,
5186be43-a905-5f36-a9ce-b51ce258c86d,tg:lhps:15535,Items,1,tr:lh:7634,M 284 / A,212311,,,
79c53e4e-f6d3-5cbf-acad-314eeb8a2ae3,tg:lhps:43355,Items,1,,CC 140 / A,225284/54,,,
d0b7fc64-57d4-5859-9a46-63dcacc7a710,tg:lhps:25183,Items,1,,M 6897 / A,133098/16,,,
86919df0-80e6-59c2-9fda-3a67549f8cb6,tg:lhps:22646,Items,1,,K 2902 / A,225229/37,,,
662bfe3b-c23f-5bb8-8a0b-869cd19b5d29,tg:lhps:27690,Items,1,tr:lh:7875,O 3369 / A (CM 3608),225212/4606,isad:lh:92200,,
26ef6bff-09a9-56cb-a815-b18894507ba6,tg:lhps:22168,Items,1,tr:lh:7875,O 3369 / A (CM 61),225212/1056,isad:lh:92200,,
3cfdfc42-d794-513f-a340-13b55a4d843d,tg:lhps:20155,Items,1,,F 266 / A,215063,,,
235faebe-a26d-5a6a-ab1b-e82d6d5b80de,tg:lhps:46383,Items,1,tr:lh:30822,PP 210 / A (CA 781),300042/55,isad:lh:98631,,
4e2d2cb3-4c07-5e3f-bfb0-41f576501993,tg:lhps:26982,Items,1,tr:lh:7875,O 3369 / A (CM2909),225212/3907,isad:lh:92200,,
0e304945-d17c-507d-9ee0-0ea2decf188d,tg:lhps:41446,Items,1,,A 1811 / A,225276/9,,,
cca25c85-a7ce-5db3-894e-60c51e18f22d,tg:lhps:17226,Items,1,,M 622 / A,216925,,,
6097adf1-0a3a-565b-8650-d1c8f7f52303,tg:lhps:49076,Items,1,,OO 8 / A,225293/359,,,
12f982f4-5303-55c5-8e20-23884b93d98a,tg:lhps:62326,Items,1,tr:lh:140390,MM 70 / A,,,,
88b37783-f5cf-5d3b-af79-612df7dc0f2b,tg:lhps:5708,Items,1,tr:lh:7019,MM 153 / A,181001,,,
c17de163-217e-56b3-929a-808e477434dc,tg:lhps:53882,Items,1,tr:lh:110342,M 9679 / A,225298/134,,,
24292f54-271c-5875-8c53-006a390a6747,tg:lhps:7735,Items,1,tr:lh:7019,T 3465 / A,183093,,,
88c30b33-8954-502b-9ba4-27f5385186fe,tg:lhps:28565,Items,1,,O 4389 / A,225260/291,,,
2f552e9f-a2c4-509f-8f00-f12c2fdc538e,tg:lhps:55055,Items,1,tr:lh:110342,B 413365 / A,,,,
1e5becba-ed45-51b0-981b-5086573cf038,tg:lhps:6827,Items,1,tr:lh:7019,R 7117 / A,181902,,,
aff0e455-24e7-5037-a100-ed00a19d1abf,tg:lhps:52790,Items,1,,B 55115 / A,,,,
01c63301-5d79-539f-a2bb-ade84591a934,tg:lhps:57068,Items,1,tr:lh:110342,M 9679 / A,,,,
4227a02e-74f4-5944-a14d-f6c1e8e4c032,tg:lhps:50257,Items,1,tr:lh:104004,KK 160 / A,,,,
24532ef4-7e21-5474-b394-b025107ffe07,tg:lhps:30856,Items,1,,S 7358 / A,225263/778a,,,
6c5ea5ed-5cbb-5802-96b4-7289c210800f,tg:lhps:57592,Items,1,,F 221 / A,,isad:lh:136069,Uit F 221 / 9,
cdb0d569-e91f-5779-afa3-1bbefd7f5fa1,tg:lhps:31744,Items,1,,T 376 / A,225269/415,,,
f4a7ab58-037e-58a9-a6f4-23ebbf48f38c,tg:lhps:33779,Items,1,,AV.19.28.73,225272/2049,isad:lh:92874,,
058fd808-26e8-5992-b4da-3d945d94b627,tg:lhps:2537,Items,1,,F 245 / A,238459/1-3,,,
19e6a5ae-05e7-57ec-982d-903bf057b058,tg:lhps:18429,Items,1,,P 2255 / A,215034/39,,,
6f1d4993-3ce4-542c-a428-d404db3c8cde,tg:lhps:43181,Items,1,,CC 12 / A,225281/258,,,
f7ede0db-33b8-5aa5-9a3b-08ed5fddd160,tg:lhps:59975,Items,1,tr:lh:110342,C 338671 / A,,,,
6cbc6e2a-596d-5fd3-b736-29c75eee3f09,tg:lhps:46679,Items,1,,LL 163 / A,225291/143,,,
02f10796-1035-54b9-86dd-c8e357da8586,tg:lhps:10019,Items,1,tr:lh:7284,O 33745 / A,185000,,,
1f84a6da-0359-503f-8cbd-ab850f609cda,tg:lhps:44644,Items,1,,G 283 / A,225289/31,,,
669ccbfd-586f-5028-b0c6-288dd4fbcb2a,tg:lhps:12024,Items,1,tr:lh:7755,A 357 / A,200877/1-3,isad:lh:92200,,
669ccbfd-586f-5028-b0c6-288dd4fbcb2a,tg:lhps:12024,Items,2,tr:lh:7755,OO 8 / A,200877/1-3,isad:lh:92200,,
7393835f-e191-5124-9fd0-19cf0c419c4c,tg:lhps:22492,Items,1,tr:lh:7875,O 3369 / A (CM 244),225212/1240,isad:lh:92200,,
c0c6436b-dd43-5db9-bf8a-9dd9b29e9c1b,tg:lhps:45956,Items,1,tr:lh:30821,PP 210 / A (CA 521),300041/9,isad:lh:98630,,
dc53e4cc-7bf9-54be-a440-11ab297efeb2,tg:lhps:58667,Items,1,,F 221 / A,,isad:lh:138160,Uit F 221 / 23,
9db994be-a025-5af0-a84a-57589a32a1d9,tg:lhps:25357,Items,1,tr:lh:7875,O 3369 / A (CM1985),225212/2982,isad:lh:92200,,
2e7765ec-16ad-55b9-afdd-fd37eb52610b,tg:lhps:17676,Items,1,tr:lh:4813,H 722 / A,96722/17,isad:lh:92740,,
2e7765ec-16ad-55b9-afdd-fd37eb52610b,tg:lhps:17676,Items,2,,H 722 / A,217318,,,
c518cc6c-4f6f-5a61-9471-9791ca5b031a,tg:lhps:41016,Items,1,,W 121 / A,225273/266,,,
3334a5d9-df11-551b-9bda-2621887f474c,tg:lhps:8090,Items,1,tr:lh:7019,T 3645 / A,180304,,,
9dad8744-422d-59ad-b7f0-c57f82a28e39,tg:lhps:16964,Items,1,,JJ 100 / A,216751/19,,,
b5fe5f4d-97d0-5e0c-88c0-1a3de059da61,tg:lhps:20505,Items,1,,G 3145 / I,215072/13,,,
f6f17ccf-5b51-5ad8-a616-13bb7bd6bf38,tg:lhps:14959,Items,1,,V 7576 / A,215470,,,
da7cf0f4-7d3c-54e8-bce7-36c2dd8ba189,tg:lhps:55405,Items,1,,V 2563 / A,225299/197,,,
0ad45c26-68fb-5323-bc3b-fb49a76998ee,tg:lhps:61859,Items,1,tr:lh:9936,S 282 / A (CS 594),225267/657,isad:lh:92208,,
4e4ed0b6-e5ca-500d-82a0-af868639dea1,tg:lhps:57438,Items,1,,O 33745 / A,,,,
0361573e-cca7-5d6c-9dc4-ba4d626e2b6f,tg:lhps:5358,Items,1,tr:lh:7019,M 8225 / A,181816,,,
60b894c4-5943-50ed-8e4f-28645a90b892,tg:lhps:62776,Items,1,tr:lh:140424,MM 70 / A,,,,
86531fda-82c1-5f97-8794-54e35363685a,tg:lhps:34116,Items,1,,AV.38.5.10.294,225272/2151,isad:lh:92750,,
15975adf-d19a-5c2a-890d-50558afc09dd,tg:lhps:49426,Items,1,tr:lh:104035,GG 138 / A,,,,
f970d020-1576-50d2-9b1d-18cc38be7af2,tg:lhps:18583,Items,1,,AA 155 / A,215034/113,,,
4b0bf9c2-fe38-5410-b88f-f07a99343d64,tg:lhps:7365,Items,1,,T 16121 / A,239758,,,
4ce51dbb-043d-5416-a874-5359a6ee1c8b,tg:lhps:31314,Items,1,,T 1612 / A,225269/97,,,
5df2bb37-4715-5665-9cca-4d0297065540,tg:lhps:53928,Items,1,,KK 106 / A,,isad:lh:123877,,
60f02913-2842-54e7-aac7-71ce1f5d2bf4,tg:lhps:51915,Items,1,tr:lh:110342,II 41 / A,,,,
b3bcac31-3562-5a88-bb53-ac47adfaa120,tg:lhps:18079,Items,1,,C 227 / A,225098/1,,,
0d037e9b-5362-575f-8150-d11520a4d38b,tg:lhps:2167,Items,1,tr:lh:7019,E 4152 / A,181619,,,
0d037e9b-5362-575f-8150-d11520a4d38b,tg:lhps:2167,Items,2,tr:lh:7019,J 3358 / A,181619,,,
a2856014-096a-5b9d-bac5-4f9f6cdadb22,tg:lhps:33329,Items,1,,AV.14.6.1168,225272/1231,isad:lh:92873,,
2dd920ed-b21c-5d39-a89c-3afc5fd255c6,tg:lhps:50607,Items,1,tr:lh:9943,G 21795 / A,,isad:lh:114487,,
e0b104d0-87ae-55b0-bf16-a679348cff25,tg:lhps:25707,Items,1,,M 9687 / A,225255/472,,,
c2478bba-286e-530f-97ed-b5c12b719bc7,tg:lhps:58237,Items,1,,M 51 / A,,,,
2061362a-ab7a-5b83-a20b-a2fe9cd80203,tg:lhps:24815,Items,1,tr:lh:7875,O 3369 / A (CM1664),225212/2661,isad:lh:92200,,
5bfbe135-0486-5f9b-9448-c2bb38046426,tg:lhps:10449,Items,1,tr:lh:5552,K 162 / A,110029,isad:lh:92632,,
195573da-e899-5ed5-9e5f-0ada1115f0dc,tg:lhps:46229,Items,1,,KK 100 / A,225291/11,,,
06b4a639-2147-5926-a95b-03f112ee00e3,tg:lhps:12474,Items,1,tr:lh:7634,B 55115 / A,213018,,,
b455e2da-c180-51ad-a883-ce8830c68be1,tg:lhps:44214,Items,1,,AV.86.2.24,225272/2704,isad:lh:92220,,
77362716-1184-590b-af16-dc45e7709e1f,tg:lhps:26828,Items,1,,O 33735 / A,225256/189a,,,
2ae19483-3962-5161-8af3-2da4ffce993c,tg:lhps:21744,Items,1,,J 33645 / A,215217/10,,,
2ae19483-3962-5161-8af3-2da4ffce993c,tg:lhps:21744,Items,2,,JJ 19 / A,,,,
5b2feafb-e688-5169-a01a-a7d699d8b3ae,tg:lhps:26081,Items,1,tr:lh:7875,O 3369 / A (CM2313),225212/3311,isad:lh:92200,,
9c09a7fa-7ba7-59f2-8b13-e9f71f3b7a6d,tg:lhps:23779,Items,1,tr:lh:7875,O 3369 / A (CM873),225212/1870,isad:lh:92200,,
36d3ec05-1957-52d5-9618-b3d0ed48f4d5,tg:lhps:16437,Items,1,,B 5661 / A,216255/1,,,
a3d6ade3-e8b8-5610-9d3e-b8cb44abb397,tg:lhps:40257,Items,1,,V 356 / A,225271/299,,,
b9326911-1b74-51bd-aed2-325f07c5083f,tg:lhps:20856,Items,1,,H 2563 / A,215086/1,,,
8bcece0b-35ad-5bd3-a31a-4f1e1218ab78,tg:lhps:47592,Items,1,tr:lh:9869,B 973 / A,,isad:lh:103949,,
17c92b69-f5e8-54d5-8b9e-fc5fa45af527,tg:lhps:32492,Items,1,,"AV.14.6.396 (LK VII,5)",225272/396,isad:lh:92873,,
f0b2f0d1-27d7-5adc-9791-c78fdce3cba7,tg:lhps:55956,Items,1,tr:lh:110342,G 283 / A,,,,
df170e2d-7bc3-58eb-9b26-13bd99f6809d,tg:lhps:6124,Items,1,tr:lh:7019,O 33745 / A (LH.266),180245,,,
8a826bed-583d-541e-8a93-c601d663c076,tg:lhps:4119,Items,1,tr:lh:7019,M 9364 / A,181110,,,
0dec1ad9-30fd-584c-baea-f95f51486733,tg:lhps:35357,Items,1,,AV.93.2.159,225272/2686,isad:lh:92220,,
3ef51550-1b81-5f4c-9c6d-f69bc5c7a3d8,tg:lhps:48667,Items,1,,U 656 / A,225293/96,,,
20f25a8b-723d-5cb3-b30b-a654c1974914,tg:lhps:49975,Items,1,,PP 16 / A,225293/566,,,
9cabdb93-9b15-5ab1-9c54-876f0497eb8e,tg:lhps:56679,Items,1,,W 876 / A,225299/494,,,
468c32e6-015a-5de9-b009-4699aa37aa33,tg:lhps:54644,Items,1,,T 376525 / A,225299/38,,,
87afe66f-ccce-5201-ad5b-908059351a6a,tg:lhps:29374,Items,1,,P 625 / A,225263/2,,,
5a3e5133-f547-58d1-9b32-3507f17d9411,tg:lhps:56383,Items,1,tr:lh:110342,SS 89 / A,,,,
c9630eb9-de9b-5a2f-9ba8-7b0de0211ae8,tg:lhps:51446,Items,1,tr:lh:110342,SS 150 / A,,,,
012fedb8-ab5a-5a1d-a57e-23ffb7cf6545,tg:lhps:19238,Items,1,,V 7576 / A,215047/30,,,
6883c6ce-3734-54c0-b29c-e7fe96edd0ac,tg:lhps:3326,Items,1,tr:lh:7019,K 9778 / A,180376,,,
dbc876a1-4473-50ed-a26a-67a756a0c3b3,tg:lhps:30155,Items,1,tr:lh:9940,PP 210 / A (CA 323),225265/140,isad:lh:170202,,
f26d4513-29b2-5b4e-8505-43385387f5de,tg:lhps:13635,Items,1,tr:lh:7632,S 4687 / A,214168,,,
66e57192-3094-5f8a-8802-717972b7ab89,tg:lhps:45055,Items,1,,GG 177 / A,225289/206,,,
e6b7f8a7-1bd4-521d-ab2d-942131f94735,tg:lhps:42790,Items,1,,C 20385 / A,225279/486,,,
ec4d5732-7eb2-5068-a9d1-2d767d16db0d,tg:lhps:11608,Items,1,,"GG 105 / A (LK I,4)",200382/330,isad:lh:92204,,
ec4d5732-7eb2-5068-a9d1-2d767d16db0d,tg:lhps:11608,Items,2,tr:lh:9937,V 75457 / A (VM456),225261/456,isad:lh:92204,Oude nummering Volkskunde: 60.2.7,
d19f6d11-59e2-5ad5-b1f8-b26eac47df44,tg:lhps:47068,Items,1,,J 3358 / A,225291/347,,,
93baca7e-1a59-5a4d-a85e-97e7a06217c8,tg:lhps:24546,Items,1,tr:lh:7875,O 3369 / A (CM1489),225212/2486,isad:lh:92200,,
3b76e9a8-ce09-5d89-ae74-ad07910c6f61,tg:lhps:43882,Items,1,,EE 36 / A,216829/635,,,
1685c393-8a8e-5506-839b-f41f626bc8cc,tg:lhps:59076,Items,1,tr:lh:139769,W 803 / A,,isad:lh:144236,,
e5dad78e-0a87-5f6d-abee-d1c71e950369,tg:lhps:8839,Items,1,tr:lh:7106,N 173 / A,183909,,,
4eb5936e-562a-5640-ae2f-08fdac91ab37,tg:lhps:12927,Items,1,,C 20385 / A,211855,,,
b7fe9002-bfb7-525a-a544-af7247c38608,tg:lhps:23283,Items,1,tr:lh:7875,O 3369 / A (CM 524),225212/1521,isad:lh:92200,,
b832557f-6ce0-5a19-8c32-dabb47f81bb9,tg:lhps:40607,Items,1,,V 52388 / A,225271/593,,,
95b34d9c-20d8-5661-ac97-ec430ab1d6d6,tg:lhps:16067,Items,1,,B 1155 / A,215893,,,
ef8a2972-2c2b-58e3-882d-af59c466bee7,tg:lhps:9681,Items,1,tr:lh:7284,O 33745 / A,184653,,,
981384fd-f8e6-5e68-a44f-e8ac3a0f8e38,tg:lhps:21314,Items,1,,I 557 / A,215096/8,,,
dbb8478f-2770-5eef-943a-4d986165317d,tg:lhps:43928,Items,1,,EE 39 / A,225286/147,,,
859ba593-25f8-51b3-a65f-92a57d4bd0b7,tg:lhps:41915,Items,1,,AA 93 / A,225276/374,,,
1f743a49-7f13-57a5-89fc-f8b4b4c16d3f,tg:lhps:23329,Items,1,tr:lh:7875,O 3369 / A (CM 570),225212/1567,isad:lh:92200,,
3110d861-8607-5211-9be1-2e842f7b9d77,tg:lhps:8993,Items,1,tr:lh:7315,T 376525 / A,184035,,,
ce8a988d-945e-53e9-a6d7-c7a73f7338ca,tg:lhps:56229,Items,1,,BB 5 / A,,,,
583f6331-bc52-59bb-9245-b1b6f0422acf,tg:lhps:29724,Items,1,tr:lh:9937,V 75457 / A (VM898),225261/898,isad:lh:92204,,
93500389-cce1-5584-bade-e2785c0949e0,tg:lhps:54214,Items,1,tr:lh:110342,MM 409 / A,225298/322,,,
b772ea0c-781d-533c-8b78-add8380bba9f,tg:lhps:19392,Items,1,,D 553 / A,215049/18,,,
09153703-cb7c-5021-9075-f4ebec0d8c09,tg:lhps:28836,Items,1,tr:lh:9937,V 75457 / A (VM367),225261/367,isad:lh:92204,,
89f6265f-7918-50c5-82e5-fa94db2e53ec,tg:lhps:6574,Items,1,tr:lh:7019,PP 38 / A,180852/1,,,
8e50916f-87c2-5ff7-8b72-d2d9f41c6598,tg:lhps:48237,Items,1,tr:lh:9111,P 625 / A,,isad:lh:105207,,
5d17d0e3-feb6-5d84-b657-e9b7ac135251,tg:lhps:35707,Items,1,,AV.93.9.170,225272/2946,isad:lh:92875,,
56957d1e-b2f7-55a3-8e87-d17503bba99d,tg:lhps:4549,Items,1,,S 4685 / A,237674,,,
401c0033-7bdf-510c-bdd9-248deb54396d,tg:lhps:32538,Items,1,,"AV.14.6.437 (LK VII,6)",225272/437,isad:lh:92873,,
3c6538da-0339-5af7-8c8b-551aca42a037,tg:lhps:3776,Items,1,tr:lh:7019,J 3368 / A,183266/2,,,
98aa1c86-2a51-5a83-925b-941f66c01651,tg:lhps:19668,Items,1,,E 1555 / A,235715/1,,,
f2f24c6d-8b6a-5ff8-870e-24d97406bdef,tg:lhps:30505,Items,1,tr:lh:9936,S 282 / A (CS 92),225267/115,isad:lh:92208,,
281012d5-6ce8-5b73-b39e-7ec74638441e,tg:lhps:51016,Items,1,,KK 106 / A,,isad:lh:116580,,
857d7a60-4ef8-591d-a968-bf94517b7ca3,tg:lhps:2864,Items,1,,G 993 / A,237971,,,
5d033402-6698-5326-b88f-93230b6807ef,tg:lhps:59426,Items,1,tr:lh:110342,VV 338 / A,,,,
d9cb55e0-41c6-5546-ad82-ebb44d920a82,tg:lhps:24116,Items,1,tr:lh:7875,O 3369 / A (CM1128),225212/2125,isad:lh:92200,,
ef0f6cbc-a1db-58d0-8dc5-fa723d6c3597,tg:lhps:45405,Items,1,,HH 290 / A,225289/463,,,
76b5c9f2-79ef-5175-9349-52fd04034b61,tg:lhps:13265,Items,1,tr:lh:7632,S 4686 / A,213802,,,
4582be58-0f85-502a-8776-b92edac07090,tg:lhps:284,Items,1,,"A 357 / A (LK I,10)",57433,,,
4582be58-0f85-502a-8776-b92edac07090,tg:lhps:284,Items,2,,"A 357 / A (LK I,10)",236905,,,
5d953f63-b714-5924-9732-90ba6c77149f,tg:lhps:47438,Items,1,,M 9326 / A,225291/453,,,
745f3820-a700-5a7b-b705-95e4fcb9cd63,tg:lhps:11258,Items,1,tr:lh:7705,"I 11 / A (LK V,4)",200301/51,isad:lh:92249,,
d27e9041-ab5f-592d-8154-68f9d1938d76,tg:lhps:51503,Items,1,,T 16123 / A,225295/28,,,
b6431511-b631-5760-8dcd-574e47a0e735,tg:lhps:30010,Items,1,tr:lh:9940,PP 210 / A (CA 192),225265,isad:lh:170202,,
b6431511-b631-5760-8dcd-574e47a0e735,tg:lhps:30010,Items,2,tr:lh:9940,AA 227 / A,225265,isad:lh:170202,,
c1130fc5-3131-54da-8f88-a9e97affc96d,tg:lhps:3263,Items,1,,H 665 / A,236051,,,
ffd142fe-8b73-5083-ab71-6adef7fa690a,tg:lhps:791,Items,1,,B 435 / A,237991/1,,,
52badae4-8e2f-5d3f-a509-6f6b91cf9b98,tg:lhps:45110,Items,1,tr:lh:9999,"M 935 (Pl. IX, 237)",300035/237,isad:lh:97845,,
6aabecec-9980-55ba-b6b1-74efb2eaa48c,tg:lhps:13770,Items,1,,S 4687 / A,58865,,,
6aabecec-9980-55ba-b6b1-74efb2eaa48c,tg:lhps:13770,Items,2,tr:lh:7632,S 4687 / A,214304,,,
d42b0d71-ace5-52f8-947f-54841b2594e3,tg:lhps:16088,Items,1,,B 13707 / A,215914,,,
edcd1e64-b06f-5198-8d3e-273e136ed779,tg:lhps:12862,Items,1,tr:lh:7632,G 283 / A,213457,,,
09feead4-2677-5b31-89e6-97aeeb15f97a,tg:lhps:59133,Items,1,tr:lh:110342,SS 89 / A,,,,
ae056b1b-a672-5cd4-bdfd-28f6307bcab5,tg:lhps:24403,Items,1,tr:lh:7875,O 3369 / A (CM1412),225212/2409,isad:lh:92200,,
fb5512d0-31e7-543a-ac0d-39115ea0141b,tg:lhps:21601,Items,1,,J 287 / A,215099/135,,,
20ce8258-6244-5c49-85aa-698713da4b60,tg:lhps:20913,Items,1,,H 50494 / A,215087/2,,,
77add4a9-d7ad-5754-bd3e-43b0289fe557,tg:lhps:40312,Items,1,,V 3748 / A,225271/342,,,
ae6e7d82-59ee-55fb-94cd-aced415708f3,tg:lhps:16572,Items,1,,B 74956 / A,216393,,,
7e5b44a8-2f0c-5331-a646-e6f2680120b0,tg:lhps:9394,Items,1,tr:lh:7316,S 4685 / A,184397,,,
9dc34530-a328-5f65-92c8-4c445d02d107,tg:lhps:35212,Items,1,,AV.93.2.14,225272/2553,isad:lh:92220,,
d573674d-c6a9-5775-b179-ee124cb3b1e8,tg:lhps:3799,Items,1,tr:lh:7019,D 236805 / A,183205,,,
d573674d-c6a9-5775-b179-ee124cb3b1e8,tg:lhps:3799,Items,2,tr:lh:7019,J 3368 / A,183205,,,
a95901ae-c819-5c8b-8a3f-68fcfdefa3e9,tg:lhps:55813,Items,1,,V 7576 / A,225299/310,,,
72176631-88e4-5d02-a88a-89b3b64b1d9a,tg:lhps:19687,Items,1,tr:lh:9938,S 5998 / A,225045/41,isad:lh:92227,,
bd7fb199-292c-593e-8bc1-ace8c3ecd611,tg:lhps:6061,Items,1,,O 33745 / A (LH.237),235992,,,
