ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,ire.isaar.uuid,ire.isaar.id,Connected Subject Role,Connected Subject Widget,Connected Subject Identifier,source role,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Widget,Start Date,End Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
b352a12a-d714-52f2-894d-3f3bd5481d42,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""9ad77552-7720-4e3f-aa40-a190e9549123"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f0090fb6-83ae-4c9b-8ca9-88828a92e1ed"", ""inverseOntologyProperty"": """"}]"
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605,1720,No Copyright - Public Domain Mark 1.0,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_CreationActors,1,,,,,,4c2593ff-6f39-5958-b785-bfb49d6cc786,au::13830,,,,ar,artists (visual artists),AVN monogram links onderaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,16050000,,,,,,,,,,,,,,,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,16090000,,,,,,,,,,,,,,,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,1605,1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,Het doopsel van Christus,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,gerelateerde publicatie,p. 24,Nederlands,remarks,c:lvd:839899,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus,,,,,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/tk/000000008,referentienummer,False,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmtk:23,brocade id,False,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmtk:23/N,brocade url,False,,,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f035fc19-9010-52c0-9131-0d35856aa2bd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""50159fd3-fce9-4628-acff-a835e7bdc0fb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Het doopsel van Christus,titles proper,Dutch (language),,,,,,,,
b7844246-831e-5339-bb8e-494ce76fca52,tg:mpmtk:33,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:33,https://data.museumplantinmoretus.be/ark:/11975/b7844246-831e-5339-bb8e-494ce76fca52,Tekeningen,,,,
b7844246-831e-5339-bb8e-494ce76fca52,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""97af6e79-791b-49fd-80ba-8612780d72ca"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3ba1f2b6-6dde-4c69-b94f-1b3d330c8cdc"", ""inverseOntologyProperty"": """"}]"
b7844246-831e-5339-bb8e-494ce76fca52,tg:mpmtk:33,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636,1751,No Copyright - Public Domain Mark 1.0,
b7844246-831e-5339-bb8e-494ce76fca52,tg:mpmtk:33,e73_CreationActors,1,,,,,,0dd77f3c-9f4b-591f-96e2-8ae1e7a757d0,au::15342,,,,ar,artists (visual artists),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7844246-831e-5339-bb8e-494ce76fca52,tg:mpmtk:33,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,16360000,,,,,,,,,,,,,,,,,,,,,,,,,,
b7844246-831e-5339-bb8e-494ce76fca52,tg:mpmtk:33,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,16370000,,,,,,,,,,,,,,,,,,,,,,,,,,
b7844246-831e-5339-bb8e-494ce76fca52,tg:mpmtk:33,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,1636,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7844246-831e-5339-bb8e-494ce76fca52,tg:mpmtk:33,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,"De figuur ""Poesis"", wijzend op een vel papier en op figuren uit het Oude Testament, zit vooraan. Op de grond liggen boeken en muziekinstrumenten.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,
b7844246-831e-5339-bb8e-494ce76fca52,tg:mpmtk:33,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,ontwerp voor,,,,c:lvd:371295,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus,,,,,,,,,,,,,,,,
b7844246-831e-5339-bb8e-494ce76fca52,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/tk/000000016,referentienummer,False,,,,,,,,,,,,
b7844246-831e-5339-bb8e-494ce76fca52,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmtk:33,brocade id,False,,,,,,,,,,,,
b7844246-831e-5339-bb8e-494ce76fca52,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmtk:33/N,brocade url,False,,,,,,,,,,,,
b7844246-831e-5339-bb8e-494ce76fca52,tg:mpmtk:33,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""29f3ce22-a988-5b01-a9dd-b7fcd935cb9b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""32e28bbb-2302-4bd5-8f20-22ab0e53d8fa"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
b7844246-831e-5339-bb8e-494ce76fca52,tg:mpmtk:33,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontwerp voor de titelpagina van Vincentius Guinisius, Poesis heroica",titles proper,Dutch (language),,,,,,,,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,tg:mpmtk:15,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:15,https://data.museumplantinmoretus.be/ark:/11975/c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,Tekeningen,,,,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,tg:mpmtk:15,Places,1,,,,,,,,,,,,,,,,au::103348,"dlod={""name"":""Gibraltar (Europa)"",""ark"":""ark:/83110/x0/f9c984dd-247d-5259-a691-b4a85ad3b15e"",""uri"":""/subjects/11058236"",""id"":""au::103348"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""2fe2c225-122b-4e67-9005-db6a476b98fe"", ""ontologyProperty"": """", ""resourceXresourceId"": ""58dd1386-3d64-4510-8392-c856b6819b4c"", ""inverseOntologyProperty"": """"}]"
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,tg:mpmtk:15,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560,1675,No Copyright - Public Domain Mark 1.0,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,tg:mpmtk:15,e73_CreationActors,1,,,,,,80abb133-7c38-5ef5-aa40-d82d46a3245d,au::14164,,,,ar,artists (visual artists),Vermoedelijke kunstenaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,tg:mpmtk:15,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,15600000,,,,,,,,,,,,,,,,,,,,,,,,,,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,tg:mpmtk:15,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,1560,,centuries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,tg:mpmtk:15,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,gerelateerde publicatie,TEK 596/6 - Cat. 179/6,Nederlands,remarks,c:lvd:6157678,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus,,,,,,,,,,,,,,,,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,tg:mpmtk:15,e73_Languages,1,kenmerken.mpmlanguage,lat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin (language),,,,,,,,,,,,,,,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,tg:mpmtk:15,e73_Languages,2,kenmerken.mpmlanguage,spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish (language),,,,,,,,,,,,,,,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/tk/000000004,referentienummer,False,,,,,,,,,,,,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmtk:15,brocade id,False,,,,,,,,,,,,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmtk:15/N,brocade url,False,,,,,,,,,,,,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,tg:mpmtk:15,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""76f134ef-a5a9-5370-bb23-79ec548601e7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fb37bf6c-a999-49d9-8631-232fda4f209b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,tg:mpmtk:15,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schetsmatige voorstelling van de Straat van Gibraltar,constructed titles,Dutch (language),,,,,,,,
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:21,https://data.museumplantinmoretus.be/ark:/11975/e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,Tekeningen,,,,
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>De tekening diende als het ontwerp voor de gravure van Hans Collaert die in Jan Moretus editie van het Missale Romanum van 1596 voor het eerst voorkwam</p>
","<p>De tekening diende als het ontwerp voor de gravure van Hans Collaert die in Jan Moretus editie van het Missale Romanum van 1596 voor het eerst voorkwam</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""591c88b9-ad8b-4da6-84eb-91d80f76fe8a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""14d93b90-02c1-4b42-82ce-4faf5e562e4b"", ""inverseOntologyProperty"": """"}]"
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580,1695,No Copyright - Public Domain Mark 1.0,
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,e73_CreationActors,1,,,,,,fa4e2a3e-55e0-5ab1-9d4f-1e4227ffe711,au::20701,,,,ar,artists (visual artists),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,15800000,,,,,,,,,,,,,,,,,,,,,,,,,,
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,15960000,,,,,,,,,,,,,,,,,,,,,,,,,,
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,1580,1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,Melchisedech biedt Abraham brood en wijn aan,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,gerelateerde publicatie,p. 266-268,Nederlands,remarks,c:lvd:3150577,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus,,,,,,,,,,,,,,,,
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/tk/000000007,referentienummer,False,,,,,,,,,,,,
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmtk:21,brocade id,False,,,,,,,,,,,,
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmtk:21/N,brocade url,False,,,,,,,,,,,,
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""cd351e07-50be-5522-b7a2-e07a00587c9d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f0165f8f-2732-4cc3-a8ee-9a011add7ad7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abraham en Melchidesech,titles proper,Dutch (language),,,,,,,,
f2a88090-8fa8-59c3-a946-6065c95ecdcb,tg:mpmtk:19,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:19,https://data.museumplantinmoretus.be/ark:/11975/f2a88090-8fa8-59c3-a946-6065c95ecdcb,Tekeningen,,,,
f2a88090-8fa8-59c3-a946-6065c95ecdcb,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""396b472b-9078-4170-a560-3efc3d384954"", ""ontologyProperty"": """", ""resourceXresourceId"": ""521b286f-dcb8-4481-b081-3e23bdcbb835"", ""inverseOntologyProperty"": """"}]"
f2a88090-8fa8-59c3-a946-6065c95ecdcb,tg:mpmtk:19,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646,1761,No Copyright - Public Domain Mark 1.0,
f2a88090-8fa8-59c3-a946-6065c95ecdcb,tg:mpmtk:19,e73_CreationActors,1,,,,,,01c9e18d-54b1-528b-9c98-c578a4502bf6,au::108916,,,,ar,artists (visual artists),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2a88090-8fa8-59c3-a946-6065c95ecdcb,tg:mpmtk:19,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,16460000,,,,,,,,,,,,,,,,,,,,,,,,,,
f2a88090-8fa8-59c3-a946-6065c95ecdcb,tg:mpmtk:19,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2a88090-8fa8-59c3-a946-6065c95ecdcb,tg:mpmtk:19,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,Voorstelling van de plant 'Ranunculus moscatella',descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,
f2a88090-8fa8-59c3-a946-6065c95ecdcb,tg:mpmtk:19,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,gerelateerde publicatie,,,,c:lvd:13136549,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus,,,,,,,,,,,,,,,,
f2a88090-8fa8-59c3-a946-6065c95ecdcb,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/tk/218,referentienummer,False,,,,,,,,,,,,
f2a88090-8fa8-59c3-a946-6065c95ecdcb,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmtk:19,brocade id,False,,,,,,,,,,,,
f2a88090-8fa8-59c3-a946-6065c95ecdcb,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmtk:19/N,brocade url,False,,,,,,,,,,,,
f2a88090-8fa8-59c3-a946-6065c95ecdcb,tg:mpmtk:19,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4da61ed6-63a1-5d83-bea9-45f5dca96b0b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""58870b13-f62e-41f2-baec-a3d95084cfd8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
f2a88090-8fa8-59c3-a946-6065c95ecdcb,tg:mpmtk:19,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voorstelling van de 'Ranunculus moscatella',titles proper,Dutch (language),,,,,,,,
f9f1deb6-85f5-53d9-b775-253f66648d52,tg:mpmtk:35,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:35,https://data.museumplantinmoretus.be/ark:/11975/f9f1deb6-85f5-53d9-b775-253f66648d52,Tekeningen,,,,
f9f1deb6-85f5-53d9-b775-253f66648d52,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""88d5d097-bcee-43a4-8481-adc3d82cb805"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9c1661da-e9cc-4faf-826f-d8b975270bac"", ""inverseOntologyProperty"": """"}]"
f9f1deb6-85f5-53d9-b775-253f66648d52,tg:mpmtk:35,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638,1753,No Copyright - Public Domain Mark 1.0,
f9f1deb6-85f5-53d9-b775-253f66648d52,tg:mpmtk:35,e73_CreationActors,1,,,,,,0dd77f3c-9f4b-591f-96e2-8ae1e7a757d0,au::15342,,,,ar,artists (visual artists),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9f1deb6-85f5-53d9-b775-253f66648d52,tg:mpmtk:35,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,16380000,,,,,,,,,,,,,,,,,,,,,,,,,,
f9f1deb6-85f5-53d9-b775-253f66648d52,tg:mpmtk:35,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,16390000,,,,,,,,,,,,,,,,,,,,,,,,,,
f9f1deb6-85f5-53d9-b775-253f66648d52,tg:mpmtk:35,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,1638,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9f1deb6-85f5-53d9-b775-253f66648d52,tg:mpmtk:35,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,Romulus en Caesar staan links en rechts van een voetstuk met de titel van het boek,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,
f9f1deb6-85f5-53d9-b775-253f66648d52,tg:mpmtk:35,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,ontwerp voor,,,,c:lvd:641973,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus,,,,,,,,,,,,,,,,
f9f1deb6-85f5-53d9-b775-253f66648d52,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/tk/000000018,referentienummer,False,,,,,,,,,,,,
f9f1deb6-85f5-53d9-b775-253f66648d52,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmtk:35,brocade id,False,,,,,,,,,,,,
f9f1deb6-85f5-53d9-b775-253f66648d52,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmtk:35/N,brocade url,False,,,,,,,,,,,,
f9f1deb6-85f5-53d9-b775-253f66648d52,tg:mpmtk:35,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""339485b6-089d-5448-8363-32ed32b78487"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8d62bc85-2608-4409-9394-cb3833a6bf24"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
f9f1deb6-85f5-53d9-b775-253f66648d52,tg:mpmtk:35,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontwerp voor de titelpagina van Carolus Neapolis, Anaptyxis ad Fastos P. Ovidii Nasonis",titles proper,Dutch (language),,,,,,,,
