ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,ire.isaar.uuid,ire.isaar.id,Connected Subject Role,Connected Subject Widget,Connected Subject Identifier,source role,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,ISAAR Brocade ID,Original Entity Type,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,tg:mpmak:191,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16530515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,tg:mpmak:191,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1653-05-15,datum na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,tg:mpmak:191,e73_Languages,1,kenmerken.mpmlanguage,lat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin (language),,,,,,,,,,,,,,,,,,,
6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000179,referentienummer,False,,,,,,,,,,,,,,,,
6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmak:191,brocade id,False,,,,,,,,,,,,,,,,
6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmak:191/N,brocade url,False,,,,,,,,,,,,,,,,
6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,tg:mpmak:191,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""1e2001a7-5c30-5233-9f4c-880d8d801c43"", ""ontologyProperty"": """", ""resourceXresourceId"": ""553fcb4d-3740-4db2-b1d4-773e089a5a53"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,tg:mpmak:191,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rekening-courant voor Johann Wagner te München,titles proper,Dutch (language),,,,
6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,tg:mpmak:191,e73_Titles,2,id.title/in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dms. Joannes Waghener bibliopola Monachiensis debet Balthasari Moreto bibliopolae Antverpiensis,incipits,Latin (language),,,,
6d10ef00-40f4-5005-9711-aeb9e598f537,tg:mpmre:41,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:41,https://data.museumplantinmoretus.be/ark:/11975/6d10ef00-40f4-5005-9711-aeb9e598f537,Registers,,,,,,,
6d10ef00-40f4-5005-9711-aeb9e598f537,tg:mpmre:41,e73_AssociatedRecords,1,,,,,,mpmre,KK,volgend register,tg:mpmre:42,Verwijzing naar MPM objectbeschrijvingen,7d82a947-8f09-570a-8df3-9ddf08c1ee27,"[{""resourceId"": ""7d82a947-8f09-570a-8df3-9ddf08c1ee27"", ""ontologyProperty"": """", ""resourceXresourceId"": ""33792355-3754-4306-90a2-0d6fcbd6073c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d10ef00-40f4-5005-9711-aeb9e598f537,tg:mpmre:41,e73_AssociatedRecords,2,,,,,,mpmre,HH,vorig register,tg:mpmre:40,Verwijzing naar MPM objectbeschrijvingen,e8fe0a48-6d65-56b3-a19b-9a83098f0e4e,"[{""resourceId"": ""e8fe0a48-6d65-56b3-a19b-9a83098f0e4e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2657921d-7c2a-475d-999d-030a090cf608"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d10ef00-40f4-5005-9711-aeb9e598f537,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""46f5c32a-5f45-4d81-b517-bcaf5f11b41a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""246f78f9-8421-4a16-b1a4-20f43c9ef71d"", ""inverseOntologyProperty"": """"}]"
6d10ef00-40f4-5005-9711-aeb9e598f537,tg:mpmre:41,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592,1707,No Copyright - Public Domain Mark 1.0,
6d10ef00-40f4-5005-9711-aeb9e598f537,tg:mpmre:41,e73_CreationActors,1,,,,,,,,,,,,,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d10ef00-40f4-5005-9711-aeb9e598f537,tg:mpmre:41,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15920300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d10ef00-40f4-5005-9711-aeb9e598f537,tg:mpmre:41,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1592-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d10ef00-40f4-5005-9711-aeb9e598f537,tg:mpmre:41,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,
6d10ef00-40f4-5005-9711-aeb9e598f537,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000036,referentienummer,False,,,,,,,,,,,,,,,,
6d10ef00-40f4-5005-9711-aeb9e598f537,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:41,brocade id,False,,,,,,,,,,,,,,,,
6d10ef00-40f4-5005-9711-aeb9e598f537,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:41/N,brocade url,False,,,,,,,,,,,,,,,,
6d10ef00-40f4-5005-9711-aeb9e598f537,tg:mpmre:41,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""500817e0-e9e7-5a9f-9a2c-9a32f739ce7d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3aee46e4-00b7-4afd-b8c7-9cc7b0af5d24"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
6d10ef00-40f4-5005-9711-aeb9e598f537,tg:mpmre:41,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cahier de Francfort, vasten 1592",titles proper,Dutch (language),,,,
6d10ef00-40f4-5005-9711-aeb9e598f537,tg:mpmre:41,e73_Titles,2,id.title/subTitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journaal van de boekhandel op de vastenfoor van Frankfurt in 1592,constructed titles,Dutch (language),,,,
6d10ef00-40f4-5005-9711-aeb9e598f537,tg:mpmre:41,e73_Titles,3,id.title/in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quadrag. 1592 II,incipits,Latin (language),,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:70,https://data.museumplantinmoretus.be/ark:/11975/6d7a544c-bfbc-51e4-ada6-74182533d205,Akten,,,,,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7fdec7f9-2165-49c1-a772-faa2316c2874"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fd3e06a5-92e7-4a0e-8ee9-5542beacf32a"", ""inverseOntologyProperty"": """"}]"
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589,1704,No Copyright - Public Domain Mark 1.0,
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,e73_CreationActors,1,,,,,,,,,,,,,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,e73_CreationActors,2,,,,,,,,,,,,,7113bf60-4d7f-5e59-8211-53151e404e61,au::14861,,,,va,recipients (people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,e73_CreationActors,3,,,,,,,,,,,,,455c1363-f306-5b61-91c4-2c01d43428ab,au::106906,,,,va,recipients (people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,e73_CreationActors,4,,,,,,,,,,,,,0d61fca0-69fd-5863-be85-291f7e950b38,au::108666,,,,va,recipients (people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,e73_CreationActors,5,,,,,,,,,,,,,ad020f0d-7661-5731-9cd2-096f8e68d23d,au::108663,,,,opd,writers (clerical workers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,e73_CreationActors,6,,,,,,,,,,,,,62ef0226-c765-5757-88ad-396b237d540b,au::108665:1.1,,,,opd,writers (clerical workers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15890718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1589-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,e73_Languages,1,kenmerken.mpmlanguage,spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish (language),,,,,,,,,,,,,,,,,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000061,referentienummer,False,,,,,,,,,,,,,,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmak:70,brocade id,False,,,,,,,,,,,,,,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmak:70/N,brocade url,False,,,,,,,,,,,,,,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""209a354a-f195-5af0-9e8e-909c502cae4e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""80c69636-bfa3-46f8-956a-03cbffd53832"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwitantie van Daniel en Juan de Schietere inzake de betaling 250 gulden via Juan Pulman te Salamanca aan Christoffel Plantijn en Jan I Moretus,titles proper,Dutch (language),,,,
6da824ed-94d8-50eb-a8ee-5180f602db6e,tg:mpmre:310,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:310,https://data.museumplantinmoretus.be/ark:/11975/6da824ed-94d8-50eb-a8ee-5180f602db6e,Registers,,,,,,,
6da824ed-94d8-50eb-a8ee-5180f602db6e,tg:mpmre:310,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:311,Verwijzing naar MPM objectbeschrijvingen,d397a9a2-e27e-5fab-af18-0cca0ddfcf62,"[{""resourceId"": ""d397a9a2-e27e-5fab-af18-0cca0ddfcf62"", ""ontologyProperty"": """", ""resourceXresourceId"": ""03c08189-337a-42c6-be26-005256a959c8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6da824ed-94d8-50eb-a8ee-5180f602db6e,tg:mpmre:310,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:309,Verwijzing naar MPM objectbeschrijvingen,902c405d-4cc8-5373-a85b-930dafa3f3be,"[{""resourceId"": ""902c405d-4cc8-5373-a85b-930dafa3f3be"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3482885b-104c-4807-b88f-50a636f85c38"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6da824ed-94d8-50eb-a8ee-5180f602db6e,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3bf0a3a2-208b-4d5c-a055-a5345f48bf5e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8337a1a8-a442-4bb4-a023-39db921f29af"", ""inverseOntologyProperty"": """"}]"
6da824ed-94d8-50eb-a8ee-5180f602db6e,tg:mpmre:310,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1576,1691,No Copyright - Public Domain Mark 1.0,
6da824ed-94d8-50eb-a8ee-5180f602db6e,tg:mpmre:310,e73_CreationActors,1,,,,,,,,,,,,,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6da824ed-94d8-50eb-a8ee-5180f602db6e,tg:mpmre:310,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15760101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6da824ed-94d8-50eb-a8ee-5180f602db6e,tg:mpmre:310,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15761231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6da824ed-94d8-50eb-a8ee-5180f602db6e,tg:mpmre:310,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1576-01-01,,1576-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6da824ed-94d8-50eb-a8ee-5180f602db6e,tg:mpmre:310,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,
6da824ed-94d8-50eb-a8ee-5180f602db6e,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000305,referentienummer,False,,,,,,,,,,,,,,,,
6da824ed-94d8-50eb-a8ee-5180f602db6e,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:310,brocade id,False,,,,,,,,,,,,,,,,
6da824ed-94d8-50eb-a8ee-5180f602db6e,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:310/N,brocade url,False,,,,,,,,,,,,,,,,
6da824ed-94d8-50eb-a8ee-5180f602db6e,tg:mpmre:310,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""9a5d0d2f-4ff1-5ccb-ab27-aaf811256e55"", ""ontologyProperty"": """", ""resourceXresourceId"": ""66e219b2-c98f-4ff4-8bec-36bf1e12d7d4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
6da824ed-94d8-50eb-a8ee-5180f602db6e,tg:mpmre:310,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journaal 1576,titles proper,Dutch (language),,,,
6da824ed-94d8-50eb-a8ee-5180f602db6e,tg:mpmre:310,e73_Titles,2,id.title/ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le journal signé L. de l'an M.D.LXXVI,incipits,French (language),,,,
6df59b63-4f4b-52cb-9656-f26be3f5514d,tg:mpmre:621,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:621,https://data.museumplantinmoretus.be/ark:/11975/6df59b63-4f4b-52cb-9656-f26be3f5514d,Registers,,,,,,,
6df59b63-4f4b-52cb-9656-f26be3f5514d,tg:mpmre:621,e73_AnnotationsImmaterial,1,note.mpmalg,"<ul>
<li>Met aangehechte alfabetisch index</li>
<li>Onvolledig: fol. 1-115 ontbreken</li>
<li>Bevat 6 aangehechte stukken en 7 losse stukken in het Spaans en het Nederlands</li>
</ul>
","<ul>
<li>Met aangehechte alfabetisch index</li>
<li>Onvolledig: fol. 1-115 ontbreken</li>
<li>Bevat 6 aangehechte stukken en 7 losse stukken in het Spaans en het Nederlands</li>
</ul>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6df59b63-4f4b-52cb-9656-f26be3f5514d,tg:mpmre:621,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:622,Verwijzing naar MPM objectbeschrijvingen,35bf567d-17a2-5e8f-aed4-43dc17cc1111,"[{""resourceId"": ""35bf567d-17a2-5e8f-aed4-43dc17cc1111"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cd1c1591-b856-4ace-8aab-2bb3eecaf3a5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6df59b63-4f4b-52cb-9656-f26be3f5514d,tg:mpmre:621,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:620,Verwijzing naar MPM objectbeschrijvingen,99866af7-a97e-5f1f-8487-aea154a73664,"[{""resourceId"": ""99866af7-a97e-5f1f-8487-aea154a73664"", ""ontologyProperty"": """", ""resourceXresourceId"": ""950cbd23-5824-48d4-85c1-b66e158b7170"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6df59b63-4f4b-52cb-9656-f26be3f5514d,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3a89f53a-3b1f-483f-8d2f-b655cd891308"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f151ddcd-c8e5-4f21-8d92-4f476f593e50"", ""inverseOntologyProperty"": """"}]"
6df59b63-4f4b-52cb-9656-f26be3f5514d,tg:mpmre:621,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679,1794,No Copyright - Public Domain Mark 1.0,
6df59b63-4f4b-52cb-9656-f26be3f5514d,tg:mpmre:621,e73_CreationActors,1,,,,,,,,,,,,,b03dd40d-6470-5373-baba-0a64aea212a7,au::106903,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6df59b63-4f4b-52cb-9656-f26be3f5514d,tg:mpmre:621,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16790225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6df59b63-4f4b-52cb-9656-f26be3f5514d,tg:mpmre:621,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16801016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6df59b63-4f4b-52cb-9656-f26be3f5514d,tg:mpmre:621,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1679-02-25,,1680-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6df59b63-4f4b-52cb-9656-f26be3f5514d,tg:mpmre:621,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,
6df59b63-4f4b-52cb-9656-f26be3f5514d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000608,referentienummer,False,,,,,,,,,,,,,,,,
6df59b63-4f4b-52cb-9656-f26be3f5514d,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:621,brocade id,False,,,,,,,,,,,,,,,,
6df59b63-4f4b-52cb-9656-f26be3f5514d,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:621/N,brocade url,False,,,,,,,,,,,,,,,,
6df59b63-4f4b-52cb-9656-f26be3f5514d,tg:mpmre:621,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""dd2fbd7c-e619-5cec-84e5-c7c62e3cc9a8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6b076ad4-8e77-4a2d-bbd3-1ce441ca8c75"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
6df59b63-4f4b-52cb-9656-f26be3f5514d,tg:mpmre:621,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grootboek 1679-1680,titles proper,Dutch (language),,,,
6e2772e4-4b9c-5f79-962f-f1d0224c7e6a,tg:mpmak:146,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:146,https://data.museumplantinmoretus.be/ark:/11975/6e2772e4-4b9c-5f79-962f-f1d0224c7e6a,Akten,,,,,,,
6e2772e4-4b9c-5f79-962f-f1d0224c7e6a,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d08c8421-9e34-4174-8fca-6eaf5ec8223a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c6f53c6f-bc4b-4951-ab27-36f98c7769c9"", ""inverseOntologyProperty"": """"}]"
6e2772e4-4b9c-5f79-962f-f1d0224c7e6a,tg:mpmak:146,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665,1780,No Copyright - Public Domain Mark 1.0,
6e2772e4-4b9c-5f79-962f-f1d0224c7e6a,tg:mpmak:146,e73_CreationActors,1,,,,,,,,,,,,,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e2772e4-4b9c-5f79-962f-f1d0224c7e6a,tg:mpmak:146,e73_CreationActors,2,,,,,,,,,,,,,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,,,,va,recipients (people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e2772e4-4b9c-5f79-962f-f1d0224c7e6a,tg:mpmak:146,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16651118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
