Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Transcription ID,Status,Access Type,Keeper,Object Identifier,Transcription URL,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:mpmre:102,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:102/N,d02d62ca-c8f4-5e91-b71e-9dfdb91601cb,BE-ANN00/re/000000097,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d02d62ca-c8f4-5e91-b71e-9dfdb91601cb,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:417,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:417/N,69ca99b2-6144-5690-bf83-eb2143fef5f6,BE-ANN00/re/000000412,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/69ca99b2-6144-5690-bf83-eb2143fef5f6,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:694,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:694/N,6c21c890-73be-5ab9-a5fc-6809f3bbfbb4,BE-ANN00/re/000000681,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6c21c890-73be-5ab9-a5fc-6809f3bbfbb4,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:381,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:381/N,65eba50f-508c-5a03-beaa-120066bf199e,BE-ANN00/re/000000376,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/65eba50f-508c-5a03-beaa-120066bf199e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:155,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:155/N,da472f92-bdd2-5420-b652-3e2be1d0d5ca,BE-ANN00/re/000000151,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/da472f92-bdd2-5420-b652-3e2be1d0d5ca,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:505,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:505/N,ca17dca5-ce4a-59f8-965d-49ef9607f2c4,BE-ANN00/re/000000500,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ca17dca5-ce4a-59f8-965d-49ef9607f2c4,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:440,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:440/N,b4cecade-b256-5b6d-b6fd-a83c70fbbf1a,BE-ANN00/re/000000435,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b4cecade-b256-5b6d-b6fd-a83c70fbbf1a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:293,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:293/N,ca341459-548a-5744-b0a0-0eaa7d4d8077,BE-ANN00/re/000000288,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ca341459-548a-5744-b0a0-0eaa7d4d8077,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:339,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:339/N,b8c8d4e0-fa2d-5890-afe2-aa2af2e33e53,BE-ANN00/re/000000334,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b8c8d4e0-fa2d-5890-afe2-aa2af2e33e53,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:513,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:513/N,d91311fa-f48a-58dd-9345-45b566cc4051,BE-ANN00/re/000000508,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d91311fa-f48a-58dd-9345-45b566cc4051,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:143,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:143/N,d95e6935-8d63-5541-a046-ddc4bbee8ee5,BE-ANN00/re/000000139,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d95e6935-8d63-5541-a046-ddc4bbee8ee5,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:456,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:456/N,9b21b620-8ee3-59c8-9015-1c02b439c67a,BE-ANN00/re/000000451,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/9b21b620-8ee3-59c8-9015-1c02b439c67a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:285,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:285/N,c7e93b2b-1a31-573d-85f3-252ef523a380,BE-ANN00/re/000000280,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/c7e93b2b-1a31-573d-85f3-252ef523a380,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:114,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:114/N,b3eea759-a6a0-59e9-a5a2-2b8d320bc905,BE-ANN00/re/000000109,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b3eea759-a6a0-59e9-a5a2-2b8d320bc905,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:544,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:544/N,71fd928d-34e2-5b4c-b531-9556b9c09a55,BE-ANN00/re/000000538,carbon paper,,transcriptions (documents),,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/71fd928d-34e2-5b4c-b531-9556b9c09a55,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:401,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:401/N,c183a392-d1e5-5fb2-8f8a-c08b96103f7f,BE-ANN00/re/000000396,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/c183a392-d1e5-5fb2-8f8a-c08b96103f7f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:682,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:682/N,93b8cb22-700a-5751-ada2-808d611753be,BE-ANN00/re/000000669,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/93b8cb22-700a-5751-ada2-808d611753be,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:378,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:378/N,00eefe84-d8db-55ef-87a0-0fdf632d6d3b,BE-ANN00/re/000000373,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/00eefe84-d8db-55ef-87a0-0fdf632d6d3b,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:397,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:397/N,89101aaa-3cee-56f0-9ca3-bb212412b37e,BE-ANN00/re/000000392,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/89101aaa-3cee-56f0-9ca3-bb212412b37e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:47,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:47/N,b303a14a-164a-5e2c-a9cc-2aac33398602,BE-ANN00/re/000000042,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b303a14a-164a-5e2c-a9cc-2aac33398602,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:689,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:689/N,003cbcab-20e6-5677-a93d-c0e024fab06f,BE-ANN00/re/000000676,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/003cbcab-20e6-5677-a93d-c0e024fab06f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:373,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:373/N,f2820dd6-d86c-5de6-9f31-74b2438a3bf3,BE-ANN00/re/000000368,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f2820dd6-d86c-5de6-9f31-74b2438a3bf3,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:236,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:236/N,d612c3a3-2b4b-570b-90fb-248949cbe3a0,BE-ANN00/re/000000231,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d612c3a3-2b4b-570b-90fb-248949cbe3a0,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:666,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:666/N,54a6369b-9200-5036-8c4f-c72841584f65,BE-ANN00/re/000000654,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/54a6369b-9200-5036-8c4f-c72841584f65,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:148,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:148/N,44e53e73-d510-5357-8f60-49dc96a3d6b8,BE-ANN00/re/000000144,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/44e53e73-d510-5357-8f60-49dc96a3d6b8,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:518,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:518/N,12c6e6ca-affd-5737-bf30-9f896d1b473f,BE-ANN00/re/000000513,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/12c6e6ca-affd-5737-bf30-9f896d1b473f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:324,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:324/N,446c46ca-d3a3-592a-b365-7bd57ad4ee63,BE-ANN00/re/000000319,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/446c46ca-d3a3-592a-b365-7bd57ad4ee63,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:631,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:631/N,3f833d95-0021-5094-aa1b-1ec776428071,BE-ANN00/re/000000619,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/3f833d95-0021-5094-aa1b-1ec776428071,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:261,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:261/N,41d303b4-3bed-5943-93e2-5d80d0009ae3,BE-ANN00/re/000000256,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/41d303b4-3bed-5943-93e2-5d80d0009ae3,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:332,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:332/N,512b3a3a-23fb-5f5e-9c47-d7a6bc25d83a,BE-ANN00/re/000000327,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/512b3a3a-23fb-5f5e-9c47-d7a6bc25d83a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:298,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:298/N,1309e4cd-2be3-5da0-b1b8-8f44cf2c3647,BE-ANN00/re/000000293,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/1309e4cd-2be3-5da0-b1b8-8f44cf2c3647,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:277,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:277/N,14f776c8-3804-5495-bd49-d0ed440abe10,BE-ANN00/re/000000272,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/14f776c8-3804-5495-bd49-d0ed440abe10,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:627,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:627/N,e2ea7417-683d-5037-987c-afe5b0ce0a22,BE-ANN00/re/000000615,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/e2ea7417-683d-5037-987c-afe5b0ce0a22,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:109,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:109/N,1c140085-9e5b-5cdc-a72f-6efeeae49780,BE-ANN00/re/000000104,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/1c140085-9e5b-5cdc-a72f-6efeeae49780,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:559,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:559/N,a1d1cd01-639c-5850-8bfe-1ff2ed4d22f9,BE-ANN00/re/000000553,carbon paper,,transcriptions (documents),,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a1d1cd01-639c-5850-8bfe-1ff2ed4d22f9,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:51,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:51/N,660bbcb5-612d-5535-a8d3-ea183d9101e9,BE-ANN00/re/000000046,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/660bbcb5-612d-5535-a8d3-ea183d9101e9,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:365,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:365/N,72d22b5f-afee-5773-81ca-f84e61777cc8,BE-ANN00/re/000000360,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/72d22b5f-afee-5773-81ca-f84e61777cc8,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:670,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:670/N,4438f722-448c-572f-a213-c80a2da4bcd1,BE-ANN00/re/000000658,carbon paper,,transcriptions (documents),,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4438f722-448c-572f-a213-c80a2da4bcd1,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:220,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:220/N,d16adbce-f709-5110-b273-d09c039068e5,BE-ANN00/re/000000215,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d16adbce-f709-5110-b273-d09c039068e5,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:467,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:467/N,41065ee2-8420-50ec-bf57-e0baa89420a1,BE-ANN00/re/000000462,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/41065ee2-8420-50ec-bf57-e0baa89420a1,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:488,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:488/N,c14c6c4e-fae1-546b-b085-316cd0d5ca1c,BE-ANN00/re/000000483,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/c14c6c4e-fae1-546b-b085-316cd0d5ca1c,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:172,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:172/N,37cc5a4a-897f-5c5c-b51b-0c92c4852ae3,BE-ANN00/re/000000168,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/37cc5a4a-897f-5c5c-b51b-0c92c4852ae3,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:522,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:522/N,aa1ea775-2118-5228-8d57-3bf8203f1053,BE-ANN00/re/000000516,carbon paper,,drafts (documents),,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/aa1ea775-2118-5228-8d57-3bf8203f1053,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:430,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:430/N,2b0987a6-3e37-5f40-9b8d-6d0457e23af2,BE-ANN00/re/000000425,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2b0987a6-3e37-5f40-9b8d-6d0457e23af2,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:92,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:92/N,abd49e5c-31fe-5c8d-bcbd-a843a5442d71,BE-ANN00/re/000000087,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/abd49e5c-31fe-5c8d-bcbd-a843a5442d71,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:575,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:575/N,df9550e6-fc0d-52ac-a4ea-94f17b9fef11,BE-ANN00/re/000000569,carbon paper,,transcriptions (documents),,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/df9550e6-fc0d-52ac-a4ea-94f17b9fef11,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:125,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:125/N,1015b87b-85ba-51fa-8e7d-999c1688f077,BE-ANN00/re/000000120,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/1015b87b-85ba-51fa-8e7d-999c1688f077,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:349,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:349/N,6459e6e9-9885-50dc-ba57-c1f279b2983e,BE-ANN00/re/000000344,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6459e6e9-9885-50dc-ba57-c1f279b2983e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:84,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:84/N,b7f69d44-8a55-54c8-9516-14e7ebfd2a05,BE-ANN00/re/000000079,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b7f69d44-8a55-54c8-9516-14e7ebfd2a05,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:426,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:426/N,4b8b99ef-8042-5c7f-971e-60b265afb359,BE-ANN00/re/000000421,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4b8b99ef-8042-5c7f-971e-60b265afb359,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:133,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:133/N,53d8c3dc-89c5-50dd-982b-35406942ce6e,BE-ANN00/re/000000128,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/53d8c3dc-89c5-50dd-982b-35406942ce6e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:563,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:563/N,9245b172-285d-58ef-9e32-ebdd82be7d63,BE-ANN00/re/000000557,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/9245b172-285d-58ef-9e32-ebdd82be7d63,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:471,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:471/N,953abc04-b3f2-5454-a2b7-fd4573757b6e,BE-ANN00/re/000000466,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/953abc04-b3f2-5454-a2b7-fd4573757b6e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:534,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:534/N,03226fac-6a4d-5e94-af19-db903ae55726,BE-ANN00/re/000000528,carbon paper,,transcriptions (documents),,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/03226fac-6a4d-5e94-af19-db903ae55726,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:164,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:164/N,7bbd951a-c073-59c4-aab8-a05720dcd82b,BE-ANN00/re/000000160,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/7bbd951a-c073-59c4-aab8-a05720dcd82b,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:308,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:308/N,0fdcfd99-98f5-5774-accc-3b1d5db1450a,BE-ANN00/re/000000303,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/0fdcfd99-98f5-5774-accc-3b1d5db1450a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:685,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:685/N,47cb3694-7c7e-548c-a4a0-651ea604d492,BE-ANN00/re/000000672,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/47cb3694-7c7e-548c-a4a0-651ea604d492,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:390,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:390/N,e9e4e716-83ba-532b-a3a3-e5763571eac3,BE-ANN00/re/000000385,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/e9e4e716-83ba-532b-a3a3-e5763571eac3,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:113,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:113/N,d2f5751d-845f-5c2e-8e7a-b57d1f3b2c92,BE-ANN00/re/000000108,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d2f5751d-845f-5c2e-8e7a-b57d1f3b2c92,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:543,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:543/N,b3a93a21-2e85-5e73-b9e4-d722503aa2e2,BE-ANN00/re/000000537,carbon paper,,transcriptions (documents),,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b3a93a21-2e85-5e73-b9e4-d722503aa2e2,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:406,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:406/N,fd6958a0-8c57-5de0-ac87-3f58fc32ac68,BE-ANN00/re/000000401,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/fd6958a0-8c57-5de0-ac87-3f58fc32ac68,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:328,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:328/N,7bb4b5b2-d296-53a4-beaf-4d017c5e5fd6,BE-ANN00/re/000000323,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/7bb4b5b2-d296-53a4-beaf-4d017c5e5fd6,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:282,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:282/N,4656f030-8209-595b-aa30-30199a219eb8,BE-ANN00/re/000000277,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4656f030-8209-595b-aa30-30199a219eb8,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:514,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:514/N,583bf403-e321-55fa-8d55-8d3ee03c8ff8,BE-ANN00/re/000000509,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/583bf403-e321-55fa-8d55-8d3ee03c8ff8,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:144,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:144/N,76c92fd1-9456-5fd7-92bf-f2698429466e,BE-ANN00/re/000000140,carbon paper,,drafts (documents),,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/76c92fd1-9456-5fd7-92bf-f2698429466e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:451,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:451/N,21327467-1422-5d35-b7d7-e88c92bac5ae,BE-ANN00/re/000000446,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/21327467-1422-5d35-b7d7-e88c92bac5ae,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:294,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:294/N,d11645a6-eaa4-5b2f-ab11-9367b4c1895f,BE-ANN00/re/000000289,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d11645a6-eaa4-5b2f-ab11-9367b4c1895f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:152,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:152/N,4d87c251-4917-5a4a-9762-83acbff5dda8,BE-ANN00/re/000000148,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4d87c251-4917-5a4a-9762-83acbff5dda8,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:502,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:502/N,f662771c-d114-5008-b1be-a93d0f5e66aa,BE-ANN00/re/000000497,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f662771c-d114-5008-b1be-a93d0f5e66aa,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:447,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:447/N,f2487207-fb66-5c22-b4bf-ac77d5bbb95e,BE-ANN00/re/000000442,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f2487207-fb66-5c22-b4bf-ac77d5bbb95e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmre:693,Registers,https://anet.be/record/opacmpmobj/tg:mpmre:693/N,2bebce21-ccb3-52c9-a4e5-39714851bcfb,BE-ANN00/re/000000680,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2bebce21-ccb3-52c9-a4e5-39714851bcfb,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
