ResourceID,brocade.id,card,order,ire.isaar.uuid,Creation ISAAR Brocade ID,Creation Actor Role,Creation Actor Widget,Creation Actor Identifier
ff1d5870-b01d-5f2f-bc4d-8cfbcc26571a,tg:lhpr:2216,ImmaterialContent,1,d65a9eee-ccdf-548b-9b04-3e545d6618fe,au::11741,artists (visual artists),"dlod={""name"":""Florimond van Loo"",""ark"":""ark:/83110/x0/d65a9eee-ccdf-548b-9b04-3e545d6618fe"",""uri"":""/agents/people/82780"",""id"":""au::11741"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d65a9eee-ccdf-548b-9b04-3e545d6618fe
52198427-b5aa-59d0-9867-d97bccfe23a6,tg:lhpr:2492,ImmaterialContent,1,b24cf319-e359-5260-a8cd-8dde07790c9a,au::14591,artists (visual artists),"dlod={""name"":""Edward Pellens"",""ark"":""ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a"",""uri"":""/agents/people/64933"",""id"":""au::14591"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a
51f4ac50-50c5-5992-90b8-d95c826afc38,tg:lhpr:2484,ImmaterialContent,1,bc74c3c7-4731-5cc5-8642-99d7b2a83680,au::12774,artists (visual artists),"dlod={""name"":""Hubert Meyer"",""ark"":""ark:/83110/x0/bc74c3c7-4731-5cc5-8642-99d7b2a83680"",""uri"":""/agents/people/58103"",""id"":""au::12774"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bc74c3c7-4731-5cc5-8642-99d7b2a83680
51f4ac50-50c5-5992-90b8-d95c826afc38,tg:lhpr:2484,ImmaterialContent,2,e9bf9ea5-e6e8-54dc-8dad-8abddb031fef,au::17386,artists (visual artists),"dlod={""name"":""Désiré van Spilbeeck"",""ark"":""ark:/83110/x0/e9bf9ea5-e6e8-54dc-8dad-8abddb031fef"",""uri"":""/agents/people/61897"",""id"":""au::17386"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e9bf9ea5-e6e8-54dc-8dad-8abddb031fef
0f57c6e5-137e-5400-bece-5becdebf5996,tg:lhpr:2650,ImmaterialContent,1,4760982e-5ce9-5771-b79b-df46fdcb981d,au::19541,artists (visual artists),"dlod={""name"":""Piet Verhaert"",""ark"":""ark:/83110/x0/4760982e-5ce9-5771-b79b-df46fdcb981d"",""uri"":""/agents/people/49234"",""id"":""au::19541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4760982e-5ce9-5771-b79b-df46fdcb981d
6c691d5e-5663-5421-b6e5-e704218f0b76,tg:lhpr:10344,ImmaterialContent,1,18797840-5c11-53e1-b30a-823ba91d8eb0,au::4826,artists (visual artists),"dlod={""name"":""Albert Daenens"",""ark"":""ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0"",""uri"":""/agents/people/49136"",""id"":""au::4826"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0
fcbd3d32-bdb4-5b8a-bf5d-0418d124bd19,tg:lhpr:6804,ImmaterialContent,1,6fa972fa-b963-5b2c-a60e-16f1dbbfbe79,au::9347,artists (visual artists),"dlod={""name"":""Frans van Immerseel"",""ark"":""ark:/83110/x0/6fa972fa-b963-5b2c-a60e-16f1dbbfbe79"",""uri"":""/agents/people/81953"",""id"":""au::9347"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6fa972fa-b963-5b2c-a60e-16f1dbbfbe79
831f9085-7938-5761-9f7d-4b6dbe0d4a09,tg:lhpr:3325,ImmaterialContent,1,eaaaa5b4-6973-5a1f-a535-0356ff177160,au::4563,artists (visual artists),"dlod={""name"":""Elsa Courtoit"",""ark"":""ark:/83110/x0/eaaaa5b4-6973-5a1f-a535-0356ff177160"",""uri"":""/agents/people/81693"",""id"":""au::4563"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/eaaaa5b4-6973-5a1f-a535-0356ff177160
4a8b1cbe-bb75-54cf-bb5c-2b4752b8f93d,tg:lhpr:1748,ImmaterialContent,1,43352cfc-7de3-545b-bf6c-76d42f8f891e,au::110576,artists (visual artists),"dlod={""name"":""Frans Bernard Waanders"",""ark"":""ark:/83110/x0/43352cfc-7de3-545b-bf6c-76d42f8f891e"",""uri"":""/agents/people/86045"",""id"":""au::110576"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/43352cfc-7de3-545b-bf6c-76d42f8f891e
425f96e8-b61d-5132-b6c9-d6138af4dbf4,tg:lhpr:10763,ImmaterialContent,1,9a54d625-6f4e-5800-b417-b291bbae0160,au::6009,artists (visual artists),"dlod={""name"":""Edward Dujardin"",""ark"":""ark:/83110/x0/9a54d625-6f4e-5800-b417-b291bbae0160"",""uri"":""/agents/people/70202"",""id"":""au::6009"",""nameWithContext"":[""Eduard Jean Du Jardin""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9a54d625-6f4e-5800-b417-b291bbae0160
4f9d77b5-faa5-5f78-9398-ffeb051b25bc,tg:lhpr:2758,ImmaterialContent,1,b24cf319-e359-5260-a8cd-8dde07790c9a,au::14591,artists (visual artists),"dlod={""name"":""Edward Pellens"",""ark"":""ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a"",""uri"":""/agents/people/64933"",""id"":""au::14591"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a
e2cc5d58-f65d-5203-9aa3-be1b238166bc,tg:lhpr:2298,ImmaterialContent,1,cff5ae51-d5fb-5f44-874e-bc6e9cdec12f,au::12829,artists (visual artists),"dlod={""name"":""Jan Baptist P. Michiels"",""ark"":""ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f"",""uri"":""/agents/people/93729"",""id"":""au::12829"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f
32651519-1ea0-5f15-9d98-111e1c2b00bb,tg:lhpr:6776,ImmaterialContent,1,9df7caac-2ec5-579b-bac0-ab9d9061402c,au::5708,artists (visual artists),"dlod={""name"":""Frans Dille"",""ark"":""ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c"",""uri"":""/agents/people/70835"",""id"":""au::5708"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c
