Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhps:23153,Affiches,https://anet.be/record/opaclhobj/tg:lhps:23153/N,35b04366-8022-5334-89f2-7ff449dc54b0,BE-ANN07/ps/000022498,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/35b04366-8022-5334-89f2-7ff449dc54b0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:24696,Affiches,https://anet.be/record/opaclhobj/tg:lhps:24696/N,995f7727-9b1f-5be3-ad78-5619ddca3a0a,BE-ANN07/ps/000024037,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/995f7727-9b1f-5be3-ad78-5619ddca3a0a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:42440,Affiches,https://anet.be/record/opaclhobj/tg:lhps:42440/N,25439031-cdfd-5c22-aaee-56a0f8732868,BE-ANN07/ps/000038382,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/25439031-cdfd-5c22-aaee-56a0f8732868,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:504,Affiches,https://anet.be/record/opaclhobj/tg:lhps:504/N,af1a8399-1709-528d-9b8e-67d54ed36449,BE-ANN07/ps/000000499,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/af1a8399-1709-528d-9b8e-67d54ed36449,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:14220,Affiches,https://anet.be/record/opaclhobj/tg:lhps:14220/N,aa634c18-5753-5d7c-a55d-666b13b25f37,BE-ANN07/ps/000013713,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/aa634c18-5753-5d7c-a55d-666b13b25f37,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:25984,Affiches,https://anet.be/record/opaclhobj/tg:lhps:25984/N,9f3a4ffd-7407-5fd5-806d-10d50e1f7717,BE-ANN07/ps/000025312,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9f3a4ffd-7407-5fd5-806d-10d50e1f7717,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:45385,Affiches,https://anet.be/record/opaclhobj/tg:lhps:45385/N,b50ccd8d-4fe2-5c06-9822-b22e2d8abfe3,BE-ANN07/ps/000041295,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b50ccd8d-4fe2-5c06-9822-b22e2d8abfe3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:4733,Affiches,https://anet.be/record/opaclhobj/tg:lhps:4733/N,598c0e36-41ec-5376-bc03-da0da06fa81b,BE-ANN07/ps/000004630,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/598c0e36-41ec-5376-bc03-da0da06fa81b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:30285,Affiches,https://anet.be/record/opaclhobj/tg:lhps:30285/N,8bd18d54-7873-5ccb-83d7-7cc808a339aa,BE-ANN07/ps/000029590,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8bd18d54-7873-5ccb-83d7-7cc808a339aa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:50884,Affiches,https://anet.be/record/opaclhobj/tg:lhps:50884/N,00b05594-d71a-5f07-a3a5-d7abb78ea415,BE-ANN07/ps/000046741,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/00b05594-d71a-5f07-a3a5-d7abb78ea415,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:61320,Affiches,https://anet.be/record/opaclhobj/tg:lhps:61320/N,c0c00dd6-889d-556b-ab1d-4c0c039b0a1f,BE-ANN07/ps/000057110,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c0c00dd6-889d-556b-ab1d-4c0c039b0a1f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:51796,Affiches,https://anet.be/record/opaclhobj/tg:lhps:51796/N,2e9f8a83-4511-5316-a4b2-c86f7665686c,BE-ANN07/ps/000047637,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2e9f8a83-4511-5316-a4b2-c86f7665686c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:5821,Affiches,https://anet.be/record/opaclhobj/tg:lhps:5821/N,49ae2158-a5a6-57a1-a6e1-f72432a013b8,BE-ANN07/ps/000005700,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/49ae2158-a5a6-57a1-a6e1-f72432a013b8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:56053,Affiches,https://anet.be/record/opaclhobj/tg:lhps:56053/N,1cd1f79c-06fe-5328-b1b1-495fea2ac21c,BE-ANN07/ps/000051851,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1cd1f79c-06fe-5328-b1b1-495fea2ac21c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:54594,Affiches,https://anet.be/record/opaclhobj/tg:lhps:54594/N,7b301862-d6d0-5d33-b6fb-f62651ca55c9,BE-ANN07/ps/000050399,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7b301862-d6d0-5d33-b6fb-f62651ca55c9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:33850,Affiches,https://anet.be/record/opaclhobj/tg:lhps:33850/N,9061a5a2-f3cd-5746-9334-22f6d2be834f,BE-ANN07/ps/000033027,canvas (textile material),Letterenhuis,https://data.letterenhuis.be/ark:/24970/9061a5a2-f3cd-5746-9334-22f6d2be834f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:53251,Affiches,https://anet.be/record/opaclhobj/tg:lhps:53251/N,9f6dca3e-1e1d-5c68-a91d-00cd34e56d45,BE-ANN07/ps/000049066,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9f6dca3e-1e1d-5c68-a91d-00cd34e56d45,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:1531,Affiches,https://anet.be/record/opaclhobj/tg:lhps:1531/N,af32a84f-6ef2-5c84-ae1c-b8793b1ecdad,BE-ANN07/ps/000001524,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/af32a84f-6ef2-5c84-ae1c-b8793b1ecdad,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:35087,Affiches,https://anet.be/record/opaclhobj/tg:lhps:35087/N,5887ee6e-b922-50b3-b407-1e9b04ce418d,BE-ANN07/ps/000034258,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5887ee6e-b922-50b3-b407-1e9b04ce418d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:19412,Affiches,https://anet.be/record/opaclhobj/tg:lhps:19412/N,1b5d3088-a5f1-55db-9ac0-6262aa0bbf75,BE-ANN07/ps/000018791,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1b5d3088-a5f1-55db-9ac0-6262aa0bbf75,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:32742,Affiches,https://anet.be/record/opaclhobj/tg:lhps:32742/N,f4ca7d3c-a041-5b12-8336-5cb27a051e2f,BE-ANN07/ps/000031986,canvas (textile material),Letterenhuis,https://data.letterenhuis.be/ark:/24970/f4ca7d3c-a041-5b12-8336-5cb27a051e2f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:47642,Affiches,https://anet.be/record/opaclhobj/tg:lhps:47642/N,11fc98e2-a7c3-5481-96b2-c6f295f585bc,BE-ANN07/ps/000043520,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/11fc98e2-a7c3-5481-96b2-c6f295f585bc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:11022,Affiches,https://anet.be/record/opaclhobj/tg:lhps:11022/N,de021318-7229-5b35-b76f-89b7cfdba091,BE-ANN07/ps/000010779,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/de021318-7229-5b35-b76f-89b7cfdba091,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:9101,Affiches,https://anet.be/record/opaclhobj/tg:lhps:9101/N,63619940-575c-5e01-9a9b-4d47f0cac356,BE-ANN07/ps/000008929,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/63619940-575c-5e01-9a9b-4d47f0cac356,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:40187,Affiches,https://anet.be/record/opaclhobj/tg:lhps:40187/N,fc119448-d16a-58f7-9683-a787e1731b92,BE-ANN07/ps/000036194,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fc119448-d16a-58f7-9683-a787e1731b92,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:26351,Affiches,https://anet.be/record/opaclhobj/tg:lhps:26351/N,0d40918c-37d8-54bf-8b69-8e85097fb4e1,BE-ANN07/ps/000025675,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0d40918c-37d8-54bf-8b69-8e85097fb4e1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:46950,Affiches,https://anet.be/record/opaclhobj/tg:lhps:46950/N,b42eb17d-04bb-5389-bc98-7ac49658206b,BE-ANN07/ps/000042833,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b42eb17d-04bb-5389-bc98-7ac49658206b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:19107,Affiches,https://anet.be/record/opaclhobj/tg:lhps:19107/N,6a899036-4728-5946-8b35-a382300dac2c,BE-ANN07/ps/000018489,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6a899036-4728-5946-8b35-a382300dac2c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:3019,Affiches,https://anet.be/record/opaclhobj/tg:lhps:3019/N,5af074fb-945c-5c51-a712-fd9b54b38a8a,BE-ANN07/ps/000002990,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5af074fb-945c-5c51-a712-fd9b54b38a8a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:1024,Affiches,https://anet.be/record/opaclhobj/tg:lhps:1024/N,137f9148-c6a9-58d9-8266-ce04250cb74f,BE-ANN07/ps/000001017,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/137f9148-c6a9-58d9-8266-ce04250cb74f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:52856,Affiches,https://anet.be/record/opaclhobj/tg:lhps:52856/N,10272c63-d301-534e-94e9-d11959b363db,BE-ANN07/ps/000048695,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/10272c63-d301-534e-94e9-d11959b363db,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:53744,Affiches,https://anet.be/record/opaclhobj/tg:lhps:53744/N,a0ca85f4-38c5-5de7-9173-03b99e0d8445,BE-ANN07/ps/000049554,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a0ca85f4-38c5-5de7-9173-03b99e0d8445,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:51779,Affiches,https://anet.be/record/opaclhobj/tg:lhps:51779/N,19cd6097-d61c-58e9-862a-10dbbe0315b7,BE-ANN07/ps/000047621,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/19cd6097-d61c-58e9-862a-10dbbe0315b7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:54081,Affiches,https://anet.be/record/opaclhobj/tg:lhps:54081/N,b5d386ad-e500-585c-b346-ddd7e6fbf9a1,BE-ANN07/ps/000049889,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b5d386ad-e500-585c-b346-ddd7e6fbf9a1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:24679,Affiches,https://anet.be/record/opaclhobj/tg:lhps:24679/N,7f2eda82-b701-567f-a4ef-9ee4a1d0a815,BE-ANN07/ps/000024020,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7f2eda82-b701-567f-a4ef-9ee4a1d0a815,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:59349,Affiches,https://anet.be/record/opaclhobj/tg:lhps:59349/N,b10f6e38-56f7-5588-b6fd-35309be675ab,BE-ANN07/ps/000055142,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b10f6e38-56f7-5588-b6fd-35309be675ab,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:21181,Affiches,https://anet.be/record/opaclhobj/tg:lhps:21181/N,fa9a6e68-9a6f-58da-bbd0-286aab6a978b,BE-ANN07/ps/000020546,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fa9a6e68-9a6f-58da-bbd0-286aab6a978b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:26644,Affiches,https://anet.be/record/opaclhobj/tg:lhps:26644/N,6f58fb00-0e3f-5ed4-b974-a2a6584c967c,BE-ANN07/ps/000025967,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6f58fb00-0e3f-5ed4-b974-a2a6584c967c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:9414,Affiches,https://anet.be/record/opaclhobj/tg:lhps:9414/N,13383c77-d317-5d95-ae4e-2fcfb8e25836,BE-ANN07/ps/000009241,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/13383c77-d317-5d95-ae4e-2fcfb8e25836,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:40492,Affiches,https://anet.be/record/opaclhobj/tg:lhps:40492/N,26045904-26ec-5974-a5eb-97e37071e685,BE-ANN07/ps/000036489,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/26045904-26ec-5974-a5eb-97e37071e685,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:27956,Affiches,https://anet.be/record/opaclhobj/tg:lhps:27956/N,f54af676-63fc-5e29-bc7f-f8f14e53bfbd,BE-ANN07/ps/000027270,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f54af676-63fc-5e29-bc7f-f8f14e53bfbd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:47357,Affiches,https://anet.be/record/opaclhobj/tg:lhps:47357/N,4292d5e7-dc38-5b89-9b22-d8002845ef1a,BE-ANN07/ps/000043236,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4292d5e7-dc38-5b89-9b22-d8002845ef1a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:11537,Affiches,https://anet.be/record/opaclhobj/tg:lhps:11537/N,41373033-4cfa-50d6-b099-8264e3a99ac3,BE-ANN07/ps/000011217,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/41373033-4cfa-50d6-b099-8264e3a99ac3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:40168,Affiches,https://anet.be/record/opaclhobj/tg:lhps:40168/N,5358cb63-4bb5-5904-80ea-db5b7390d57b,BE-ANN07/ps/000036175,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5358cb63-4bb5-5904-80ea-db5b7390d57b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:16708,Affiches,https://anet.be/record/opaclhobj/tg:lhps:16708/N,98b82380-3922-5191-a91c-a5026ad767be,BE-ANN07/ps/000016134,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/98b82380-3922-5191-a91c-a5026ad767be,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:45690,Affiches,https://anet.be/record/opaclhobj/tg:lhps:45690/N,44d813a2-69d7-5fa1-a93d-a6d8ded4a079,BE-ANN07/ps/000041591,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/44d813a2-69d7-5fa1-a93d-a6d8ded4a079,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:42155,Affiches,https://anet.be/record/opaclhobj/tg:lhps:42155/N,394711c5-1e6a-505b-92f2-e1c6273807bf,BE-ANN07/ps/000038107,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/394711c5-1e6a-505b-92f2-e1c6273807bf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:14735,Affiches,https://anet.be/record/opaclhobj/tg:lhps:14735/N,b88d726d-987d-510e-98a4-55f4190132d3,BE-ANN07/ps/000014221,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b88d726d-987d-510e-98a4-55f4190132d3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:24383,Affiches,https://anet.be/record/opaclhobj/tg:lhps:24383/N,adfa8675-9171-553a-989b-24fd27f16e55,BE-ANN07/ps/000023725,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/adfa8675-9171-553a-989b-24fd27f16e55,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:15827,Affiches,https://anet.be/record/opaclhobj/tg:lhps:15827/N,2beeecc0-67e7-522d-bb03-c9c6cb3ada17,BE-ANN07/ps/000015276,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2beeecc0-67e7-522d-bb03-c9c6cb3ada17,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:44982,Affiches,https://anet.be/record/opaclhobj/tg:lhps:44982/N,bd90511d-c6b0-5589-84ae-94fe4e3c4416,BE-ANN07/ps/000040897,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bd90511d-c6b0-5589-84ae-94fe4e3c4416,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:23446,Affiches,https://anet.be/record/opaclhobj/tg:lhps:23446/N,15c3112f-4f8c-5beb-b549-1d64e7979c9b,BE-ANN07/ps/000022791,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/15c3112f-4f8c-5beb-b549-1d64e7979c9b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:56546,Affiches,https://anet.be/record/opaclhobj/tg:lhps:56546/N,5ac4bc0e-df29-530b-9772-9286e4f2b60f,BE-ANN07/ps/000052341,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5ac4bc0e-df29-530b-9772-9286e4f2b60f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:31882,Affiches,https://anet.be/record/opaclhobj/tg:lhps:31882/N,63540d8f-235f-5cd5-bfef-b8134196190c,BE-ANN07/ps/000031172,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/63540d8f-235f-5cd5-bfef-b8134196190c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:60927,Affiches,https://anet.be/record/opaclhobj/tg:lhps:60927/N,2111c9b2-400a-5a51-8445-26e62833fad4,BE-ANN07/ps/000056715,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2111c9b2-400a-5a51-8445-26e62833fad4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:51283,Affiches,https://anet.be/record/opaclhobj/tg:lhps:51283/N,73b0dcd2-9fe6-5e58-83ed-c9edf9d59609,BE-ANN07/ps/000047139,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/73b0dcd2-9fe6-5e58-83ed-c9edf9d59609,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:61635,Affiches,https://anet.be/record/opaclhobj/tg:lhps:61635/N,cfcc75f5-8858-5cf3-9551-1065fff374f9,BE-ANN07/ps/000057421,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cfcc75f5-8858-5cf3-9551-1065fff374f9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:4226,Affiches,https://anet.be/record/opaclhobj/tg:lhps:4226/N,04a03984-e9d3-532f-99e2-566ac1e45338,BE-ANN07/ps/000004179,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/04a03984-e9d3-532f-99e2-566ac1e45338,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:48558,Affiches,https://anet.be/record/opaclhobj/tg:lhps:48558/N,4516a218-f80e-509c-b62b-762f0cfb78fa,BE-ANN07/ps/000044435,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4516a218-f80e-509c-b62b-762f0cfb78fa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:30790,Affiches,https://anet.be/record/opaclhobj/tg:lhps:30790/N,3a20b0e8-126c-53e1-8fbd-eafcf4c4f2ec,BE-ANN07/ps/000030095,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3a20b0e8-126c-53e1-8fbd-eafcf4c4f2ec,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:31928,Affiches,https://anet.be/record/opaclhobj/tg:lhps:31928/N,5b73a7a1-a936-5c52-85a8-008db316243c,BE-ANN07/ps/000031218,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5b73a7a1-a936-5c52-85a8-008db316243c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:53314,Affiches,https://anet.be/record/opaclhobj/tg:lhps:53314/N,6ce658d2-0291-5556-9477-cb1452d5fa27,BE-ANN07/ps/000049129,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6ce658d2-0291-5556-9477-cb1452d5fa27,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:51329,Affiches,https://anet.be/record/opaclhobj/tg:lhps:51329/N,c96e54e7-6ed6-5c07-8ee5-de7c0160fc7c,BE-ANN07/ps/000047183,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c96e54e7-6ed6-5c07-8ee5-de7c0160fc7c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:33915,Affiches,https://anet.be/record/opaclhobj/tg:lhps:33915/N,57ba1a46-9a06-5654-8bee-db4ceb24a5e5,BE-ANN07/ps/000033090,canvas (textile material),Letterenhuis,https://data.letterenhuis.be/ark:/24970/57ba1a46-9a06-5654-8bee-db4ceb24a5e5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:3449,Affiches,https://anet.be/record/opaclhobj/tg:lhps:3449/N,b172ad4b-6a9c-5725-bb9b-b17123763abd,BE-ANN07/ps/000003420,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b172ad4b-6a9c-5725-bb9b-b17123763abd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:32607,Affiches,https://anet.be/record/opaclhobj/tg:lhps:32607/N,c24043c5-8645-5e2e-97ce-1c2af877a3ca,BE-ANN07/ps/000031855,canvas (textile material),Letterenhuis,https://data.letterenhuis.be/ark:/24970/c24043c5-8645-5e2e-97ce-1c2af877a3ca,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:19557,Affiches,https://anet.be/record/opaclhobj/tg:lhps:19557/N,703a1451-48c2-5bf5-8fd3-c0de5fe4dd2d,BE-ANN07/ps/000018935,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/703a1451-48c2-5bf5-8fd3-c0de5fe4dd2d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:1474,Affiches,https://anet.be/record/opaclhobj/tg:lhps:1474/N,9ddf27f8-e2ab-5fd0-bc5a-d131c9c90498,BE-ANN07/ps/000001467,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9ddf27f8-e2ab-5fd0-bc5a-d131c9c90498,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:9044,Affiches,https://anet.be/record/opaclhobj/tg:lhps:9044/N,9f802f08-f662-504f-8a05-4aee68c216ad,BE-ANN07/ps/000008875,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9f802f08-f662-504f-8a05-4aee68c216ad,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:47707,Affiches,https://anet.be/record/opaclhobj/tg:lhps:47707/N,c0a79094-0699-5c87-8675-f5b1e8a7b02c,BE-ANN07/ps/000043585,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c0a79094-0699-5c87-8675-f5b1e8a7b02c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:59719,Affiches,https://anet.be/record/opaclhobj/tg:lhps:59719/N,91c66453-0b92-55b7-813c-ebba053a091c,BE-ANN07/ps/000055511,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/91c66453-0b92-55b7-813c-ebba053a091c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:24229,Affiches,https://anet.be/record/opaclhobj/tg:lhps:24229/N,857e01e9-f6bb-572c-96ab-c04accf19781,BE-ANN07/ps/000023571,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/857e01e9-f6bb-572c-96ab-c04accf19781,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:46815,Affiches,https://anet.be/record/opaclhobj/tg:lhps:46815/N,2bce180b-2b79-5e7c-ac13-303dd3d18f76,BE-ANN07/ps/000042700,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2bce180b-2b79-5e7c-ac13-303dd3d18f76,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:44828,Affiches,https://anet.be/record/opaclhobj/tg:lhps:44828/N,3357f694-4e1f-5d32-9735-08b4a4652854,BE-ANN07/ps/000040743,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3357f694-4e1f-5d32-9735-08b4a4652854,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:26214,Affiches,https://anet.be/record/opaclhobj/tg:lhps:26214/N,f3bc0973-930f-5233-89ff-b2678d231a62,BE-ANN07/ps/000025540,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f3bc0973-930f-5233-89ff-b2678d231a62,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:23016,Affiches,https://anet.be/record/opaclhobj/tg:lhps:23016/N,522aebb4-b888-53b3-ac02-bf11b27f77ef,BE-ANN07/ps/000022361,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/522aebb4-b888-53b3-ac02-bf11b27f77ef,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
